"pd_id","energy_star_partner","brand_name","model_name","model_number","additional_model_information","upc","indoor_outdoor","product_type","ceiling_fan_size_diameters_in_inches","ceiling_fan_efficiency_cfm_w","fan_power_consumption_low_speed_w","fan_power_consumption_high_speed_w","fan_power_consumption_standby_w","ceiling_fan_features","ceiling_fan_components_warranty_years","shipped_with_energy_star_lamp_s_formula","energy_star_lamp_pd_id","energy_star_lamp_alternate_pd_ids","lamp_manufacturer","lamp_model_number","lighting_technology","light_output_lumens","total_input_power_watts","energy_efficiency_measured_outside_the_fixture_lm_w","lighting_efficiency_measured_at_the_source_lm_w","power_factor","correlated_color_temperature_kelvin","color_quality_cri","light_source_life_hours","light_sources_per_light_kit","light_source_connection_base_type","light_kit_dimmability","special_features_dimming_motion_sensing_etc","light_kit_warranty","connected_functionality","communication_standard_media_network_layer","notes","date_available_on_market","date_qualified","markets","energy_star_model_identifier","meets_most_efficient_criteria"
"2386466","WAC Lighting","WAC","San Francisco 44"" downrod ceiling fan","F-083L-MB","","790576890982","Outdoor Ceiling Fan","Standard Fan with Light Kit","44","160.1","3.6","15.2","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3000K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-083L-MB_10252021203561_2516542","No"
"2386467","WAC Lighting","WAC","San Francisco 44"" downrod ceiling fan","F-083L-MB","","790576890982","Outdoor Ceiling Fan","Standard Fan with Light Kit","44","160.1","3.6","15.2","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3500K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-083L-MB_102520212036329_1330007","No"
"2386463","WAC Lighting","WAC","San Francisco 44"" downrod ceiling fan","F-083L-MW","","790576890999","Outdoor Ceiling Fan","Standard Fan with Light Kit","44","160.1","3.6","15.2","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3500K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-083L-MW_10252021203604_2166046","No"
"2386464","WAC Lighting","WAC","San Francisco 44"" downrod ceiling fan","F-083L-MW","","790576890999","Outdoor Ceiling Fan","Standard Fan with Light Kit","44","160.1","3.6","15.2","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3000K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-083L-MW_102520212036166_4958509","No"
"2386465","WAC Lighting","WAC","San Francisco 44"" downrod ceiling fan","F-083L-MW","","790576890999","Outdoor Ceiling Fan","Standard Fan with Light Kit","44","160.1","3.6","15.2","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","4000/4100K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-083L-MW_102520212039680_8307734","No"
"2386523","WAC Lighting","WAC","San Francisco 44"" Flush ceiling fan","F-084L-**",",,(Where ** may be A to Z or Blank for different finish color)","","Outdoor Ceiling Fan","Hugger Fan with Light Kit","44","146.7","3.7","15.6","1.3","None","3","No",,"","WAC Lighting Co","","","1500","20",,,"0.89","3000K","93","50,000","","","Yes","","","No","","","2022-03-01T00:00:00.000","2021-10-09T00:00:00.000","United States, Canada","ES_22491_F-084L-MW_101020212155383_2441115","No"
"2394215","VISUAL COMFORT AND COMPANY","Monte Carlo","LINDEN DC 52 LED","5LDDC52XXXD","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","206","3","29.5","0.6","None","3","Yes","2382262","","VISUAL COMFORT AND COMPANY","97512S","LED","800","9",,,"0.9","3000K","94","15000","2","E26","Yes","","","No","","","2022-08-15T00:00:00.000","2022-03-23T00:00:00.000","United States, Canada","ES_1113136_5LDDC52XXXD_033020220019422_5335356","No"
"2394216","VISUAL COMFORT AND COMPANY","Monte Carlo","LINDEN DC 52 LED","5LDDC52XXXD","","","Indoor Ceiling Fan","Hugger Fan with Light Kit","52","172","3.1","31","0.6","None","3","Yes","2382262","","VISUAL COMFORT AND COMPANY","97512S","LED","800","9",,,"0.9","3000K","94","15000","2","E26","Yes","","","No","","","2022-08-15T00:00:00.000","2022-03-23T00:00:00.000","United States, Canada","ES_1113136_5LDDC52XXXD_03302022001904_9209601","No"
"2330379","VISUAL COMFORT AND COMPANY","Monte Carlo","Maverick","3MAVR60XX","","","Indoor Ceiling Fan","Standard Fan Only","60","229","2.8","26.7","1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2018-12-31T00:00:00.000","2018-11-29T00:00:00.000","United States, Canada","ES_1113136_3MAVR60XX_05192016083914_7154913","No"
"2330381","VISUAL COMFORT AND COMPANY","Monte Carlo","Maverick II","3MAVR52*****","","","Indoor Ceiling Fan","Standard Fan Only","52","208.1","2.2","27.1","1.1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2018-12-31T00:00:00.000","2018-11-29T00:00:00.000","United States, Canada","ES_1113136_3MAVR52*****_11292018095553_5353206","No"
"2332414","VISUAL COMFORT AND COMPANY","Monte Carlo","Maverick LED","3MAVR52**D","","","Indoor Ceiling Fan","Standard Fan with Light Kit","52","229","2.4","30.1","1.2","None","3","No",,"","Osram Opto Semiconductors","","","1310","18",,,"0.98","3000K","93","60,000","","","Yes","","","No","","","2019-01-14T00:00:00.000","2019-01-17T00:00:00.000","United States, Canada","ES_1113136_3MAVR52**D_01302019072234_2954961","Yes"
"2332409","VISUAL COMFORT AND COMPANY","Monte Carlo","Maverick LED","3MAVR60**D","","","Indoor Ceiling Fan","Standard Fan with Light Kit","60","269","4.4","33.7","1.2","None","3","No",,"","Osram Opto Semiconductors","","","1310","18",,,"0.98","3000K","93","60,000","","","Yes","","","No","","","2019-01-14T00:00:00.000","2019-01-17T00:00:00.000","United States, Canada","ES_1113136_3MAVR60**D_01222019022012_3612682","Yes"
"2332410","VISUAL COMFORT AND COMPANY","Monte Carlo","Maverick LED","3MAVR70**D","","","Indoor Ceiling Fan","Standard Fan with Light Kit","70","337","5.1","22.1","1.3","None","3","No",,"","Osram Opto Semiconductors","","","1310","18",,,"0.98","3000K","93","60,000","","","Yes","","","No","","","2019-01-14T00:00:00.000","2019-01-17T00:00:00.000","United States, Canada","ES_1113136_3MAVR70**D_01222019022036_3636688","Yes"
"2330377","VISUAL COMFORT AND COMPANY","Monte Carlo","Maverick Max","3MAVR70XX","","","Indoor Ceiling Fan","Standard Fan Only","70","250.1","4.8","29.8","1","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2018-12-31T00:00:00.000","2018-11-29T00:00:00.000","United States, Canada","ES_1113136_3MAVR70XX_05182016070548_5148841","No"
"2330736","VISUAL COMFORT AND COMPANY","Monte Carlo","Minimalist","3MNLR56***D-V1","","","Indoor Ceiling Fan","Standard Fan with Light Kit","56","230.5","2.8","28.3","1.2","None","3","No",,"","Guangzhou Hongli Opto-Electronic Co., Ltd.","","","1653","16",,,"0.8","2700K","95","54,000","","","Yes","","","No","","","2018-10-31T00:00:00.000","2018-12-05T00:00:00.000","United States, Canada","ES_1113136_3MNLR56***D-V1_12052018062530_1130852","No"
"2330735","VISUAL COMFORT AND COMPANY","Monte Carlo","Minimalist Max","3MNLR72***D-V1","","","Indoor Ceiling Fan","Standard Fan with Light Kit","72","278.1","3.4","31.2","1.2","None","3","No",,"","Guangzhou Hongli Opto-Electronic Co., Ltd.","","","1653","16",,,"0.8","2700K","95","54,000","","","Yes","","","No","","","2018-12-31T00:00:00.000","2018-12-05T00:00:00.000","United States, Canada","ES_1113136_3MNLR72***D-V1_12052018055734_9454632","No"
"2332402","VISUAL COMFORT AND COMPANY","Monte Carlo","Vision 72","5VMR72***D","","","Indoor Ceiling Fan","Standard Fan with Light Kit","72","353","3.8","33.1","0.8","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO.,LTD","","","1600","20",,,"0.96","3000K","92","25,000","","","Yes","","","No","","","2019-03-04T00:00:00.000","2019-01-06T00:00:00.000","United States, Canada","ES_1113136_5VMR72***D_01302019024500_6300866","Yes"
"2333488","VISUAL COMFORT AND COMPANY","Monte Carlo","Vision 84","5VMR84***D","","","Indoor Ceiling Fan","Standard Fan with Light Kit","84","431","6.9","30.3","0.8","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO.,LTD","","","1600","20",,,"0.96","3000K","92","25,000","","","Yes","","","No","","","2019-03-04T00:00:00.000","2019-01-06T00:00:00.000","United States, Canada","ES_1113136_5VMR84***D_02142019024751_2471844","Yes"
"2354309","WAC Lighting","MODERN FORMS","44 Tip-Top","FH-W2004-44L","","","Outdoor Ceiling Fan","Hugger Fan with Light Kit","44","211","4.1","16","1.3","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1000","15",,,"0.88","3000K","94","54,000","","","Yes","","","No","","","2020-03-01T00:00:00.000","2020-01-20T00:00:00.000","United States, Canada","ES_22491_44WAKF-L_01202020052511_7911554","Yes"
"2388496","WAC Lighting","MODERN FORMS","44 Tip-Top","FH-W2004-44L","","","Outdoor Ceiling Fan","Hugger Fan with Light Kit","44","185","3.3","17.3","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1000","15",,,"0.88","3000K","94","54,000","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-11-26T00:00:00.000","United States, Canada","ES_22491_FH-W2004-44L_111420210420952_5937969","Yes"
"2388497","WAC Lighting","MODERN FORMS","44 Tip-Top","FH-W2004-44L-***",",,""***"" stands for different colors, where each ""*"" can be a letter, a number, or blank","790576792231;790576792248;790576792255","Outdoor Ceiling Fan","Hugger Fan with Light Kit","44","185","3.3","17.3","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1000","15",,,"0.88","3000K","94","54,000","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-11-26T00:00:00.000","United States, Canada","ES_22491_FH-W2004-44L-***_111420210420183_1117597","Yes"
"2358441","WAC Lighting","MODERN FORMS","52"" Renegade","FR-W2001-52L",",,FR-W2001-52L-** (""**""  can be any length of characters or blank)","","Outdoor Ceiling Fan","Standard Fan with Light Kit","52","174","5.8","35.3","1.4","None","3","No",,"","Seoul Demiconductor Co., Ltd","","","1440","20",,,"0.9","3000K","93","50,000","","","Yes","","","No","","","2020-03-01T00:00:00.000","2020-04-24T00:00:00.000","United States, Canada","ES_22491_FR-W2001-52L_04242020053415_6455151","No"
"2358765","WAC Lighting","MODERN FORMS","52 Slim","52WAH-L","52 Slim,FR-W2003-52L,","","Outdoor Ceiling Fan","Standard Fan with Light Kit","52","251","9.4","20.7","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1000","15",,,"0.88","3000K","93","54,000","","","Yes","","","No","","","2020-02-29T00:00:00.000","2020-01-15T00:00:00.000","United States, Canada","ES_22491_52WAH-L_04292020031303_9983839","Yes"
"2353844","WAC Lighting","MODERN FORMS","52 Slim Flush","52WAHF-L","52 Slim Flush,FH-W2003-52L,","","Outdoor Ceiling Fan","Standard Fan with Light Kit","52","242","2.7","22.6","1.3","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1000","15",,,"0.88","3000K","93","54,000","","","Yes","","","No","","","2020-03-01T00:00:00.000","2020-01-08T00:00:00.000","United States, Canada","ES_22491_52WAHF-L_01202020012235_3355400","Yes"
"2353486","WAC Lighting","MODERN FORMS","52 Tip-Top","52WAKF-L","52 Tip-Top,FH-W2004-52L,","","Outdoor Ceiling Fan","Hugger Fan with Light Kit","52","223","4.1","19.3","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1000","15",,,"0.89","3000K","94","54,000","","","Yes","","","No","","","2020-02-29T00:00:00.000","2020-01-14T00:00:00.000","United States, Canada","ES_22491_52WAKF-L_01152020014323_2603567","Yes"
"2388587","WAC Lighting","MODERN FORMS","52 Tip-Top","FH-W2004-52L","","","Outdoor Ceiling Fan","Hugger Fan with Light Kit","52","202","3.4","18.6","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1000","15",,,"0.89","3000K","94","54,000","","","Yes","","","No","","","2022-01-01T00:00:00.000","2021-11-30T00:00:00.000","United States, Canada","ES_22491_FH-W2004-52L_111420210920539_2053327","No"
"2388803","WAC Lighting","MODERN FORMS","52 Tip-Top","FH-W2004-52L","","","Outdoor Ceiling Fan","Hugger Fan with Light Kit","52","223","4.1","19.3","1.4","None","3","No",,"","Seoul Semiconductor Co., Ltd","","","1000","15",,,"0.89","3000K","94","54,000","","","Yes","","","No","","","2020-02-29T00:00:00.000","2020-01-14T00:00:00.000","United States, Canada","ES_22491_52WAKF-L_01152020014323_26S_22491_52WAKF-L_01152020014323_260356703567","Yes"
"2379628","VISUAL COMFORT AND COMPANY","Monte Carlo","62"" Loft","62"" Loft (Damp)","","","Indoor Ceiling Fan","Standard Fan with Light Kit","62","327","3.6","22.4","0.9","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1770","20",,,"0.95","3000K","93","54,000","","","Yes","","","No","","","2021-07-24T00:00:00.000","2021-06-10T00:00:00.000","United States, Canada","ES_1113136_62"" Loft (Damp)_060120212153148_1467941","Yes"
"2379629","VISUAL COMFORT AND COMPANY","Monte Carlo","62"" Loft","62SG8-L","","","Indoor Ceiling Fan","Standard Fan with Light Kit","62","327","3.6","22.4","0.9","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1770","20",,,"0.95","3000K","93","54,000","","","Yes","","","No","","","2021-07-24T00:00:00.000","2021-06-10T00:00:00.000","United States, Canada","ES_1113136_62SG8-L_060120212153762_4757223","Yes"
"2379626","VISUAL COMFORT AND COMPANY","Monte Carlo","62"" Loft","62SG8-L-D","","","Indoor Ceiling Fan","Standard Fan with Light Kit","62","327","3.6","22.4","0.9","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1770","20",,,"0.95","3000K","93","54,000","","","Yes","","","No","","","2021-07-24T00:00:00.000","2021-06-10T00:00:00.000","United States, Canada","ES_1113136_62SG8-L-D_060120212153228_1277334","Yes"
"2379627","VISUAL COMFORT AND COMPANY","Monte Carlo","62"" Loft","6LFR62*",",,""*"" can be any length of characters or blank","","Indoor Ceiling Fan","Standard Fan with Light Kit","62","327","3.6","22.4","0.9","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1770","20",,,"0.95","3000K","93","54,000","","","Yes","","","No","","","2021-07-24T00:00:00.000","2021-06-10T00:00:00.000","United States, Canada","ES_1113136_6LFR62*_052620210055846_1113405","Yes"
"2379811","VISUAL COMFORT AND COMPANY","Monte Carlo","62"" Loft","6LFR62MBKD","","014817611779","Indoor Ceiling Fan","Standard Fan with Light Kit","62","327","3.6","22.4","0.9","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1770","20",,,"0.95","3000K","93","54,000","","","Yes","","","No","","","2021-07-24T00:00:00.000","2021-06-10T00:00:00.000","United States, Canada","ES_1113136_6LFR62MBKD_061820210040910_3814794","Yes"
"2379813","VISUAL COMFORT AND COMPANY","Monte Carlo","62"" Loft","6LFR62RZWBBSD","","014817611755","Indoor Ceiling Fan","Standard Fan with Light Kit","62","327","3.6","22.4","0.9","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1770","20",,,"0.95","3000K","93","54,000","","","Yes","","","No","","","2021-07-24T00:00:00.000","2021-06-10T00:00:00.000","United States, Canada","ES_1113136_6LFR62RZWBBSD_061820210041190_9826995","Yes"
"2379812","VISUAL COMFORT AND COMPANY","Monte Carlo","62"" Loft","6LFR62RZWD","","014817611762","Indoor Ceiling Fan","Standard Fan with Light Kit","62","327","3.6","22.4","0.9","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1770","20",,,"0.95","3000K","93","54,000","","","Yes","","","No","","","2021-07-24T00:00:00.000","2021-06-10T00:00:00.000","United States, Canada","ES_1113136_6LFR62RZWD_061820210042100_6163506","Yes"
"2318570","VISUAL COMFORT AND COMPANY","Monte Carlo","62SGZ-L","62SGZ-L",",14PRR62*****,; ,14PRR62*****-*#,; ,14PRR62****,; ,14PRR62****-*#,; ,14PRR62***,; ,14PRR62***-*#,; ,14PRR62AGPD,; ,62SGZ-L-D,; ,PRAIRIE,","","Indoor Ceiling Fan","Standard Fan with Light Kit","62","220.1","4.1","34.2","0.9","None","3","No",,"","Hongli Zhihui Group Co.,Ltd.","","","1239","15",,,"0.91","2700K","91","50,000","","","Yes","","","No","","","2018-03-21T00:00:00.000","2018-04-06T00:00:00.000","United States","ES_1113136_62SGZ-L_03222018172233_7864801","No"
"2348398","VISUAL COMFORT AND COMPANY","Monte Carlo","68"" Arcade","3ARR68XXX","","","Indoor Ceiling Fan","Standard Fan Only","68","244.2","2.3","37.3","37.3","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2019-12-14T00:00:00.000","2019-10-01T00:00:00.000","United States, Canada","ES_1113136_3ARR68XXX_10022019013406_0046617","No"
"2349654","VISUAL COMFORT AND COMPANY","Monte Carlo","68"" Dover","5DVR68XXX","","","Indoor Ceiling Fan","Standard Fan Only","68","264","2.2","38.2","0.9","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2020-01-15T00:00:00.000","2019-11-06T00:00:00.000","United States, Canada","ES_1113136_5DVR68XXX_11062019074046_6046840","No"
"2377635","VISUAL COMFORT AND COMPANY","Monte Carlo","70"" ASPEN","5ASPR70*",",,""*"" can be any length of characters or blank","","Indoor Ceiling Fan","Standard Fan Only","70","211","3.3","37.4","0.9","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-06-28T00:00:00.000","2021-04-22T00:00:00.000","United States, Canada","ES_1113136_5ASPR70*_042220210534195_5931918","No"
"2382690","VISUAL COMFORT AND COMPANY","Monte Carlo","70"" ASPEN","5ASPR70*D",",,""*"" can be any length of characters or blank","014817611816;014817611823;014817611830;014817611847;014817611854","Indoor Ceiling Fan","Standard Fan with Light Kit","70","211","3.3","37.4","0.9","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1010","15",,,"0.95","3000K","90","54,000","","","Yes","","","No","","","2021-06-30T00:00:00.000","2021-07-14T00:00:00.000","United States, Canada","ES_1113136_5ASPR70*D_070920210403908_5344946","No"
"2377634","VISUAL COMFORT AND COMPANY","Monte Carlo","70"" ASPEN","70SG7-D","","","Indoor Ceiling Fan","Standard Fan Only","70","211","3.3","37.4","0.9","None","3","No",,"","","","",,,,,,"",,"","","","Yes","","","No","","","2021-06-28T00:00:00.000","2021-04-22T00:00:00.000","United States, Canada","ES_1113136_70SG7-D_050520210041178_9762768","No"
"2382566","VISUAL COMFORT AND COMPANY","Monte Carlo","70"" ASPEN","70SG7-L-D","","","Indoor Ceiling Fan","Standard Fan with Light Kit","70","211","3.3","37.4","0.9","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1010","15",,,"0.95","3000K","90","54,000","","","Yes","","","No","","","2021-06-30T00:00:00.000","2021-07-14T00:00:00.000","United States, Canada","ES_1113136_70SG7-L-D_070920210403878_1551774","No"
"2379625","VISUAL COMFORT AND COMPANY","Monte Carlo","72"" Loft","6LFR72","","","Indoor Ceiling Fan","Standard Fan with Light Kit","72","288","3.6","33.2","0.9","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1770","20",,,"0.95","3000K","93","54,000","","","Yes","","","No","","","2021-07-24T00:00:00.000","2021-06-08T00:00:00.000","United States, Canada","ES_1113136_6LFR72*_052620210238470_9443674","No"
"2379624","VISUAL COMFORT AND COMPANY","Monte Carlo","72"" Loft","6LFR72*",",,""*"" can be any length of characters or blank","","Indoor Ceiling Fan","Standard Fan with Light Kit","72","288","3.6","33.2","0.9","None","3","No",,"","FUJIAN LIGHTNING OPTOELECTRONIC CO., LTD","","","1770","20",,,"0.95","3000K","93","54,000","","","Yes","","","No","","","2021-07-24T00:00:00.000","2021-06-08T00:00:00.000","United States, Canada","ES_1113136_6LFR72*_060120212223987_7490920","No"
