"pd_id","energy_star_partner","brand_name","model_name","model_number","additional_model_information","upc","lab_grade_refrigerators_and_freezers_product_type","product_form_factor","number_of_glass_doors","number_of_solid_doors","total_number_of_doors","door_opening_orientation","number_of_internal_ports_and_or_access_holes","number_of_drawers_or_shelves","defrost_type","refrigerant_type","refrigerant_with_gwp","refrigerant_type_other","total_volume_cubic_feet","average_test_cabinet_temperature_oc","peak_temperature_variance_c","daily_energy_consumption","calculated_daily_energy_consumption_kwh_day_cu_ft","steady_state_energy_consumption_kwh_day","maximum_daily_energy_consumption_mdec_requirements_kw_hrs_day","depth_in","height","width","installed_accessories","date_available_on_market","date_qualified","markets","energy_star_model_identifier"
"2322056","Thermo Fisher Scientific LLC","Thermo Fisher Scientific","TSX Series","TSX60086D","TSX Series,TSX60086V,","","Ultra-Low Temperature Freezer","Upright","0","1","1","Right,Swinging","2","4","Manual","R-290,R-170","R-170 (ethane) (GWP:6 | Lower GWP), R-290 (GWP:3 | Lower GWP)","R-170","29.93",,"13.95",,"0.34",,,"35.87","77.62","39.62","Water Cooled Option","2017-07-31T00:00:00.000","2018-06-28T00:00:00.000","United States, Canada","ES_1075790_TSX60086D_07022018144504_2704780"
"2322951","Standex Scientific Solutions","American BioTech Supply","ABT-HC-UCBI-0420","ABT-HC-UCBI-0420","","","High Performance Freezer","Upright","0","1","1","Right,Swinging","1","2","Manual","R-600a","R-600a (GWP:3)","","4.02","-20.16","7.25","0.97",,"0.92","10.36","23","33.63","23.25","Door Lock, Temperature Monitor","2016-07-01T00:00:00.000","2018-07-18T00:00:00.000","United States, Canada","ES_1141452_ABT-HC-UCBI-0420_07182018174450_5890804"
"2322952","Standex Scientific Solutions","Horizon Scientific","HS-HC-UND-F-0420-S-P","HS-HC-UND-F-0420-S-P","","","High Performance Freezer","Upright","0","1","1","Right,Swinging","1","2","Manual","R-600a","R-600a (GWP:3)","","4.02","-20.16","7.25","0.97",,"0.92","10.36","23","33.63","23.25","Door Lock, Temperature Monitor, 13","2016-07-01T00:00:00.000","2018-09-28T00:00:00.000","United States, Canada","ES_1141452_HS-HC-UND-F-0420-S-P_07182018174512_5912212"
"2322960","Standex Scientific Solutions","American BioTech Supply","ABT-HC-UCFS-0504G","ABT-HC-UCFS-0504G","","","High Performance Refrigerator","Upright","1","0","1","Right,Swinging","1","4","Manual","R-600a","R-600a (GWP:3)","","4.35","3.94","4.76","1.15",,"1.11","4.3","23.5","32.25","23.5","Door Lock, Temperature Monitor","2016-07-01T00:00:00.000","2018-07-18T00:00:00.000","United States, Canada","ES_1141452_ABT-HC-UCFS-0504G_07182018181317_7597210"
"2322961","Standex Scientific Solutions","Horizon Scientific","HS-HC-UND-R-0504-G-P","HS-HC-UND-R-0504-G-P","","","High Performance Refrigerator","Upright","1","0","1","Right,Swinging","1","4","Manual","R-600a","R-600a (GWP:3)","","4.35","3.94","4.76","1.15",,"1.11","4.3","23.5","32.25","23.5","Door Lock, Temperature Monitor","2016-07-01T00:00:00.000","2018-07-18T00:00:00.000","United States, Canada","ES_1141452_HS-HC-UND-R-0504-G-P_07182018181334_7614785"
"2322962","Standex Scientific Solutions","American BioTech Supply","ABT-HC-UCFS-0204","ABT-HC-UCFS-0204","","","High Performance Refrigerator","Upright","0","1","1","Right,Swinging","1","4","Manual","R-600a","R-600a (GWP:3)","","2.09","3.63","4.73","0.58",,"0.55","3.88","18","28.57","17.5","Door Lock, Temperature Monitor","2016-07-01T00:00:00.000","2018-07-18T00:00:00.000","United States, Canada","ES_1141452_ABT-HC-UCFS-0204_07182018182709_8429497"
"2322963","Standex Scientific Solutions","Horizon Scientific","HS-HC-UND-R-0204-S-P","HS-HC-UND-R-0204-S-P","HS-HC-UND-R-0204-G-P,HS-HC-UND-R-0204-G-P,","","High Performance Refrigerator","Upright","0","1","1","Right,Swinging","1","4","Manual","R-600a","R-600a (GWP:3)","","2.09","3.63","4.73","0.58",,"0.55","3.88","18","28.57","17.5","Door Lock, Temperature Monitor","2016-07-01T00:00:00.000","2018-07-18T00:00:00.000","United States, Canada","ES_1141452_HS-HC-UND-R-0204-S-P_07182018182727_8447438"
"2322964","Standex Scientific Solutions","American BioTech Supply","ABT-HC-UCBI-0404","ABT-HC-UCBI-0404","","","General Purpose Refrigerator","Upright","0","1","1","Right,Swinging","1","3","Manual","R-600a","R-600a (GWP:3)","","3.56","3.91","6.21","1.15",,"1.1","2.44","23.25","32.25","23.25","Door Lock, Temperature Monitor, 74","2016-07-01T00:00:00.000","2018-09-28T00:00:00.000","United States, Canada","ES_1141452_ABT-HC-UCBI-0404_07182018184424_9464294"
"2322965","Standex Scientific Solutions","Horizon Scientific","HS-HC-UND-R-0404-S-P","HS-HC-UND-R-0404-S-P","","","General Purpose Refrigerator","Upright","0","1","1","Right,Swinging","1","3","Manual","R-600a","R-600a (GWP:3)","","3.56","3.91","6.21","1.15",,"1.1","2.44","23.25","32.25","23.25","Door Lock, Temperature Monitor, 90","2016-07-01T00:00:00.000","2018-09-28T00:00:00.000","United States, Canada","ES_1141452_HS-HC-UND-R-0404-S-P_07182018184441_9481462"
"2322969","Standex Scientific Solutions","American BioTech Supply","ABT-HC-UCFS-0430","ABT-HC-UCFS-0430","","","High Performance Freezer","Upright","0","1","1","Right,Swinging","1","4","Manual","R-290","R-290 (GWP:3 | Lower GWP)","","3.6","-30.1","9.86","1.34",,"1.25","10.32","23.25","32.25","23.25","Door Lock, Temperature Monitor","2016-07-01T00:00:00.000","2018-07-18T00:00:00.000","United States, Canada","ES_1141452_ABT-HC-UCFS-0430_07182018194641_3201757"
"2322970","Standex Scientific Solutions","Horizon Scientific","HS-HC-UND-F-0530-S-P","HS-HC-UND-F-0530-S-P","HS-HC-UND-F-0540-S-P,HS-HC-UND-F-0540-S-P,","","High Performance Freezer","Upright","0","1","1","Right,Swinging","1","4","Manual","R-290","R-290 (GWP:3 | Lower GWP)","","3.6","-30.1","9.86","1.34",,"1.25","10.32","23.25","32.25","23.25","Door Lock, Temperature Monitor","2016-07-01T00:00:00.000","2018-07-18T00:00:00.000","United States, Canada","ES_1141452_HS-HC-UND-F-0530-S-P_07182018194657_3217435"
"2322977","Standex Scientific Solutions","American BioTech Supply","ABT-HC-UCFS-0120","ABT-HC-UCFS-0120","","","High Performance Freezer","Upright","0","1","1","Right,Swinging","1","3","Manual","R-600a","R-600a (GWP:3)","","1.76","-19.31","6.69","0.75",,"0.72","10.16","23.5","20.5","23.5","Door Lock, Temperature Monitor, 150","2016-07-01T00:00:00.000","2018-09-28T00:00:00.000","United States, Canada","ES_1141452_ABT-HC-UCFS-0120_07182018200507_4307052"
"2322978","Standex Scientific Solutions","Horizon Scientific","HS-HC-UND-F-0120-S-P","HS-HC-UND-F-0120-S-P","HS-HC-UND-F-0120-S-P-LH,HS-HC-UND-F-0120-S-P-LH,","","High Performance Freezer","Upright","0","1","1","Right,Swinging","1","3","Manual","R-600a","R-600a (GWP:3)","","1.76","-19.31","6.69","0.75",,"0.72","10.16","23.5","20.5","23.5","Door Lock, Temperature Monitor","2016-07-01T00:00:00.000","2018-07-18T00:00:00.000","United States, Canada","ES_1141452_HS-HC-UND-F-0120-S-P_07182018200524_4324637"
"2322980","Standex Scientific Solutions","American BioTech Supply","ABT-HC-10PG","ABT-HC-10PG","","","High Performance Refrigerator","Upright","1","0","1","Right,Swinging","1","7","Manual","R-600a","R-600a (GWP:3)","","9.38","4.22","5.42","2.42",,"2.27","5.23","25.5","59","23.5","Door Lock, Temperature Monitor, 166","2016-07-01T00:00:00.000","2018-09-28T00:00:00.000","United States, Canada","ES_1141452_ABT-HC-10PG_07182018201859_5139252"
"2296321","PHC Corporation of North America","Panasonic","SR-L6111W-PA","SR-L6111W-PA","","","High Performance Refrigerator","Upright","0","1","1","Right,Swinging","0","2","Automatic","R-134a","R-134a (GWP:1430)","","5.53","3.8","3.56","0.82",,"0.75","4.52","24.25","33.5","23.62","shelves only, no additional electrical","2012-11-01T00:00:00.000","2017-05-18T00:00:00.000","United States, Canada","ES_1139382_SR-L611W-PA_05192017104903_0943635"
"2296323","PHC Corporation of North America","PHCbi","MPR-514-PA","MPR-514-PA",",MPR-514R-PA,","","High Performance Refrigerator","Upright","2","0","2","Sliding","0","5","Automatic","R-134a","R-134a (GWP:1430)","","17.23","4.35","3.28","6.27",,"6.23","6.67","23.5","69.5","35.5","shelves only, no additional electrical","2012-04-01T00:00:00.000","2017-05-18T00:00:00.000","United States, Canada","ES_1139382_MPR-514-PA_05192017115621_4981361"
"2296324","PHC Corporation of North America","Panasonic","SF-L6111W-PA","SF-L6111W-PA","","","High Performance Freezer","Upright","0","1","1","Right,Swinging","0","2","Manual","R-134a","R-134a (GWP:1430)","","5.26","-20.82","6.5","1.69",,"1.64","10.47","17.75","69.88","31.5","shelves only, no additional electrical","2012-11-01T00:00:00.000","2017-05-18T00:00:00.000","United States, Canada","ES_1139382_SF-L6111W-PA_05192017120107_5267529"
"2296325","PHC Corporation of North America","PHCbi","MDF-U731M-PA","MDF-U731M-PA","","","High Performance Freezer","Upright","0","1","1","Right,Swinging","0","5","Manual","R-404A","R-404A (GWP:3920)","","23.8","-19.47","9.39","2.89",,"2.69","12.77","32.75","74.25","30.25","shelves only, no additional electrical","2012-04-01T00:00:00.000","2017-05-18T00:00:00.000","United States, Canada","ES_1139382_MDF-U731M-PA_05192017120438_5478524"
"2296326","PHC Corporation of North America","PHCbi","MDF-U731-PA","MDF-U731-PA","","","High Performance Freezer","Upright","0","1","1","Right,Swinging","0","4","Automatic","R-404A","R-404A (GWP:3920)","","21.86","-19.56","8.56","6.55",,"6.28","11.96","33","74.13","30.25","shelves only, no additional electrical","2012-04-01T00:00:00.000","2017-05-18T00:00:00.000","United States, Canada","ES_1139382_MDF-U731-PA_05192017121215_5935129"
"2296327","PHC Corporation of North America","Panasonic","MPR-1411-PA","MPR-1411-PA",",MPR-1411R-PA,","","High Performance Refrigerator","Upright","2","0","2","Right,Swinging,Left","0","4","Automatic","R-404A","R-404A (GWP:3920)","","49.28","5.07","4.56","9.14",,"9.09","11.66","32.87","74.25","56.75","shelves only, no additional electrical","2012-04-01T00:00:00.000","2017-05-18T00:00:00.000","United States, Canada","ES_1139382_MPR-1411-PA_05192017121533_6133222"
"2296328","PHC Corporation of North America","Panasonic","MPR-721-PA","MPR-721-PA",",MPR-721R-PA,","","High Performance Refrigerator","Upright","1","0","1","Right,Swinging","0","4","Automatic","R-134a","R-134a (GWP:1430)","","23.94","5.09","4.06","6.42",,"6.23","7.9","32.87","74.25","30.5","shelves only, no additional electrical","2012-04-01T00:00:00.000","2017-05-18T00:00:00.000","United States, Canada","ES_1139382_MPR-721-PA_05192017122035_6435134"
"2300484","Global Cooling, Inc.","Stirling Ultracold","SU780XLE","SU780XLE","","","Ultra-Low Temperature Freezer","Upright","0","1","1","Right","2","2","Manual","Other","","","27.5",,"24.1",,"0.29",,,"27.5","60.7","29.1","None","2017-07-11T00:00:00.000","2017-07-24T00:00:00.000","United States, Canada","ES_1136708_SU780XLE_07102017151233_5310785"
"2301322","Thermo Fisher Scientific LLC","Thermo Fisher Scientific","TSX40086A","TSX40086A",",TSX40086D,; ,TSX40086V,","","Ultra-Low Temperature Freezer","Upright","0","1","1","Right,Swinging","2","3","Manual","R-290,R-170","R-170 (ethane) (GWP:6 | Lower GWP), R-290 (GWP:3 | Lower GWP)","R-170","19.24","-75","13.14",,"0.49",,,"36","77.87","28.5","Chart recorder, water-cooled option","2017-07-31T00:00:00.000","2022-02-22T00:00:00.000","United States, Canada","ES_1075790_TSX40086A_08032017135742_8662870"
"2301333","Thermo Fisher Scientific LLC","Thermo Fisher Scientific","TSX50086A","TSX50086A","","","Ultra-Low Temperature Freezer","Upright","0","1","1","Right,Swinging","2","3","Manual","R-290,R-170","R-170 (ethane) (GWP:6 | Lower GWP), R-290 (GWP:3 | Lower GWP)","R-170","24.49","-75","22.93",,"0.44",,,"36","77.87","34.25","Chart recorder, water-cooled option","2017-07-31T00:00:00.000","2017-07-31T00:00:00.000","United States, Canada","ES_1075790_TSX50086A_08032017142152_0112718"
"2301340","Thermo Fisher Scientific LLC","Thermo Fisher Scientific","TSX60086A","TSX60086A",",TSX60086D,; ,TSX60086V,","","Ultra-Low Temperature Freezer","Upright","0","1","1","Right,Swinging","2","3","Manual","R-290,R-170","R-170 (ethane) (GWP:6 | Lower GWP), R-290 (GWP:3 | Lower GWP)","R-170","28.67","-75","16.36",,"0.39",,,"36","77.87","39.5","Chart recorder, water-cooled option","2017-07-31T00:00:00.000","2022-02-22T00:00:00.000","United States, Canada","ES_1075790_TSX60086A_08032017144943_1783717"
"2301346","Thermo Fisher Scientific LLC","Thermo Fisher Scientific","TSX70086A","TSX70086A",",TSX70086D,; ,TSX70086V,","","Ultra-Low Temperature Freezer","Upright","0","1","1","Right,Swinging","2","3","Manual","R-290,R-170","R-170 (ethane) (GWP:6 | Lower GWP), R-290 (GWP:3 | Lower GWP)","R-170","33.26","-75","15.39",,"0.36",,,"36","77.87","45.5","Chart recorder, water-cooled option","2017-07-31T00:00:00.000","2022-02-22T00:00:00.000","United States, Canada","ES_1075790_TSX70086A_08032017151420_3260935"
"2303092","PHC Corporation of North America","PHCbi","MPR-1014-PA","MPR-1014-PA","","","High Performance Refrigerator","Upright","2","0","2","Sliding","1","2","Automatic","R-404A","R-404A (GWP:3920)","","36.48","3.76","5.3","9.46",,"9.42","9.86","25","69.25","70.87","None","2012-04-01T00:00:00.000","2017-09-01T00:00:00.000","United States, Canada","ES_1139382_MPR-1014-PA_09012017135118_3879095"
"2303094","PHC Corporation of North America","Panasonic","MDF-DU702VH-PA","MDF-DU702VH-PA","","","Ultra-Low Temperature Freezer","Upright","0","3","3","Swinging","1","3","Manual","R-290,R-170","R-170 (ethane) (GWP:6 | Lower GWP), R-290 (GWP:3 | Lower GWP)","R-170","25.74","-75","26.74",,"0.31",,,"33.75","77.25","40.62","None","2017-07-15T00:00:00.000","2017-09-01T00:00:00.000","United States, Canada","ES_1139382_MDF-DU702VH-PA_09012017141256_5176344"
"2309911","So-Low Environmental Equipment Co., Inc.","So-Low Environmental","DH4-49GD","DH4-49GD",",DH4-49GDCH,; ,DH4-49GDCH-SS,; ,DH4-49GDSS,; ,DH4-49SD,; ,DH4-49SDSS,; ,EC4-49GD,; ,EC4-49SD,","","High Performance Refrigerator","Upright","2","0","2","Right,Swinging,Left","1","10","Variable","R-290","R-290 (GWP:3 | Lower GWP)","","49","3.74","3.6","4.57",,"4.14","11.63","32","80.5","52","Lighting","2017-12-11T00:00:00.000","2018-02-02T00:00:00.000","United States, Canada","ES_1141204_DH4-49GD_01042018122811_1319543"
"2309927","So-Low Environmental Equipment Co., Inc.","So-Low Environmental","DH4-27GD","DH4-27GD",",DH4-27GDCH,; ,DH4-27GDCH-SS,; ,DH4-27GDSS,; ,DH4-27SD,; ,DH4-27SDSS,; ,EC4-27GD,; ,EC4-27SD,","","High Performance Refrigerator","Upright","1","0","1","Swinging","1","5","Variable","R-290","R-290 (GWP:3 | Lower GWP)","","27","3.7","5","2.35",,"2.02","8.41","32","80.5","30","Lighting","2017-10-28T00:00:00.000","2018-02-02T00:00:00.000","United States","ES_1141204_DH4-27GD_01092018093739_5827447"
