"case_number","status","case_request","case_subrequest","additional_subrequest","date_time_opened","date_time_closed","case_origin","oem_id","contact_type","preferred_language","state_issue","parent_case","closed_when_created","incident_address","incident_city","incident_council_district","incident_zip_code","latitude","longitude","mapped_location"
"160683","Closed","Property Violations","Residential Complaint","Residential Complaint","2019-03-28T02:24:00.000","2019-03-30T08:12:00.000","hubNashville Community",,,,"FALSE",,"FALSE","221 2nd Ave N","NASHVILLE","19","37201","36.16536","-86.77754","(36.16536, -86.77754)"
"165097","Closed","Streets, Roads & Sidewalks","Potholes","Alley","2019-04-05T15:00:00.000","2019-04-10T20:41:00.000","Phone",,,,"FALSE",,"FALSE","2313 23rd Ave N","NASHVILLE","2","37208","36.1887049","-86.8144438","(36.1887049, -86.8144438)"
"159055","Closed","Trash, Recycling & Litter","Cart Service","Trash - Report a Stolen Cart","2019-03-25T15:43:00.000","2019-04-11T09:09:00.000","hubNashville Community",,,,"FALSE",,"FALSE","1708 Forrest Ave","NASHVILLE","6","37206","36.17786","-86.73871","(36.17786, -86.73871)"
"165520","Closed","Other Metro Services and Forms","Mayor's Office Case","Mayor's Office Case","2019-04-05T23:51:00.000","2019-04-08T16:05:00.000","hubNashville Community",,,,"FALSE",,"FALSE",,,,,,,
"171066","Closed","Streets, Roads & Sidewalks","Damaged Sign","Damaged Sign","2019-04-17T19:17:00.000","2019-08-20T16:00:00.000","Phone",,,,"FALSE",,"FALSE","917 Woodland St","NASHVILLE","6","37206","36.1756716","-86.7555828","(36.1756716, -86.7555828)"
"158814","Closed","Trash, Recycling & Litter","Missed Pickup - Recycle Cart Service","Recycle - Curbside/Alley Missed Pickup","2019-03-24T20:22:00.000","2019-03-26T21:31:00.000","hubNashville Community",,,,"FALSE",,"FALSE","1610B Northview Ave","NASHVILLE","7","37216","36.1969505","-86.7359223","(36.1969505, -86.7359223)"
"161391","Closed","Streets, Roads & Sidewalks","Blocking the Right of Way","Blocking the Right of Way","2019-03-29T13:00:00.000","2019-03-29T13:00:00.000","Phone","OE-00009651_3/28/2019 8:50",,,"FALSE",,"TRUE","MASSMAN DR / ELM HILL PKE","NASHVILLE","15","37210","36.14485227","-86.7110374","(36.14485227, -86.7110374)"
"157692","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-21T17:09:00.000","2019-03-21T17:09:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"162670","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-01T19:44:00.000","2019-04-01T19:44:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"168975","Closed","Trash, Recycling & Litter","Illegal Dumping","Roadway","2019-04-12T19:55:00.000","2019-04-19T16:16:00.000","Phone",,,,"FALSE",,"FALSE","4010 Westlawn Dr","NASHVILLE","24","37209","36.139945","-86.8343684","(36.139945, -86.8343684)"
"161112","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-28T18:52:00.000","2019-03-28T18:52:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"167957","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-11T15:31:00.000","2019-04-11T15:31:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"160060","Closed","Streets, Roads & Sidewalks","Street Lighting","Report Outage","2019-03-27T14:03:00.000","2019-04-02T13:53:00.000","hubNashville Community",,,,"FALSE",,"FALSE","1615 17th Ave N","NASHVILLE","21","37208","36.1749874","-86.80775757","(36.1749874, -86.80775757)"
"165656","Closed","Streets, Roads & Sidewalks","Blocking the Right of Way","Blocking the Right of Way","2019-04-07T20:17:00.000","2019-04-07T20:17:00.000","Phone","OE-00010546_4/5/2019 16:36",,,"FALSE",,"TRUE","BURKITT RD / NOLENSVILLE PKE","ANTIOCH","31","37013","35.99120596","-86.68348512","(35.99120596, -86.68348512)"
"159121","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-25T16:45:00.000","2019-03-25T16:45:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"172631","Closed","Trash, Recycling & Litter","Cart Service","Trash - Report a Damaged Cart","2019-04-22T13:12:00.000","2019-04-24T20:25:00.000","Phone",,,,"FALSE",,"FALSE","3109 Lincoln Ave","NASHVILLE","2","37218","36.1999172","-86.8270618","(36.1999172, -86.8270618)"
"172381","Closed","Trash, Recycling & Litter","Missed Pickup - Recycle Cart Service","Recycle - Curbside/Alley Missed Pickup","2019-04-19T19:41:00.000","2019-04-24T09:07:00.000","Phone",,,,"FALSE",,"FALSE","1022 Fairwin Ave","NASHVILLE","5","37216","36.1982293","-86.7429535","(36.1982293, -86.7429535)"
"164027","Closed","Trash, Recycling & Litter","Missed Pickup - Trash Cart Service","Trash - Curbside/Alley Missed Pickup","2019-04-03T19:57:00.000","2019-04-04T17:38:00.000","Phone",,,,"FALSE",,"FALSE","1911 SALEM MASON DR","NASHVILLE","21","37208","36.18241","-86.82032","(36.18241, -86.82032)"
"166442","Closed","Streets, Roads & Sidewalks","Potholes","Roadway","2019-04-09T14:17:00.000","2019-04-10T20:30:00.000","Phone",,,,"FALSE",,"FALSE","3804 Woodlawn Dr","NASHVILLE","24","37215","36.1248261","-86.8318194","(36.1248261, -86.8318194)"
"172603","Closed","Streets, Roads & Sidewalks","Traffic Light Issue","Traffic Light Issue","2019-04-22T12:02:00.000","2019-04-22T17:33:00.000","Phone","OE-00012373_4/21/2019 13:14",,,"FALSE",,"FALSE","GARFIELD ST / ROSA L PARKS BLVD","NASHVILLE","19","37208","36.1805941","-86.79634789","(36.1805941, -86.79634789)"
"161301","Closed","Property Violations","Junk and Debris","Junk and Debris","2019-03-28T22:07:00.000","2019-06-05T07:18:00.000","hubNashville Community",,,,"FALSE",,"FALSE","910 Gibson Dr","MADISON","8","37115","36.2536485","-86.7223233","(36.2536485, -86.7223233)"
"170660","Closed","Property Violations","Residential Complaint","Residential Complaint","2019-04-17T14:17:00.000","2019-06-07T07:00:00.000","Phone",,,,"FALSE",,"FALSE","2603 Morganmeade Dr","NASHVILLE","7","37216","36.2010858","-86.7004121","(36.2010858, -86.7004121)"
"170473","Closed","Trash, Recycling & Litter","Litter","Litter","2019-04-17T01:21:00.000","2019-04-18T20:15:00.000","hubNashville Community",,,,"FALSE",,"FALSE","1133 Antioch Pike","NASHVILLE","13","37211","36.0967759","-86.7074031","(36.0967759, -86.7074031)"
"168581","Closed","Trash, Recycling & Litter","Missed Pickup - Trash Cart Service","Trash - Curbside/Alley Missed Pickup","2019-04-12T14:33:00.000","2019-04-16T09:04:00.000","Phone",,,,"FALSE",,"FALSE","1904 Terragon Ct","ANTIOCH","28","37013","36.0754655","-86.6702214","(36.0754655, -86.6702214)"
"169721","Closed","Streets, Roads & Sidewalks","Curbing and Berms","New Curb Request","2019-04-15T19:09:00.000","2019-04-16T20:08:00.000","Mobile App",,,,"FALSE",,"FALSE","5308 Illinois Ave","NASHVILLE","20","37209","36.15778494","-86.85232546","(36.15778494, -86.85232546)"
"161933","Closed","Trash, Recycling & Litter","Unwanted Recycling or Trash","Unwanted Recycling","2019-03-29T21:55:00.000","2019-04-02T21:26:00.000","Phone",,,,"FALSE",,"FALSE","915 Cahal Ave","NASHVILLE","5","37206","36.1979152","-86.7473226","(36.1979152, -86.7473226)"
"159068","Closed","Trash, Recycling & Litter","Missed Pickup - Trash Cart Service","Trash - Curbside/Alley Missed Pickup","2019-03-25T15:55:00.000","2019-03-27T10:25:00.000","Phone",,,,"FALSE",,"FALSE","3353 Milbridge Dr","ANTIOCH","33","37013","36.0845104","-86.5831473","(36.0845104, -86.5831473)"
"163752","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-03T15:29:00.000","2019-04-03T15:29:00.000","Phone",,"Resident",,"FALSE",,"FALSE","230 Robin Hill Rd","NASHVILLE","23","37205","36.1021292","-86.888375","(36.1021292, -86.888375)"
"159875","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-26T20:49:00.000","2019-03-26T20:49:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"173726","Closed","Property Violations","Residential Complaint","Residential Complaint","2019-04-23T19:39:00.000","2019-05-01T07:03:00.000","Phone",,,,"FALSE",,"FALSE","212 Rayon Dr","OLD HICKORY","11","37138","36.26916","-86.66571","(36.26916, -86.66571)"
"165062","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-05T14:27:00.000","2019-04-05T14:27:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"161651","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-29T16:04:00.000","2019-03-29T16:04:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"158889","Closed","Streets, Roads & Sidewalks","Potholes","Roadway","2019-03-25T13:07:00.000","2019-03-27T21:23:00.000","hubNashville Community",,,,"FALSE",,"FALSE","219 Tusculum Rd","ANTIOCH","27","37013","36.05611","-86.69817","(36.05611, -86.69817)"
"161267","Closed","Trash, Recycling & Litter","Missed Pickup - Trash Cart Service","Trash - Curbside/Alley Missed Pickup","2019-03-28T21:30:00.000","2019-03-29T14:27:00.000","Phone",,,,"FALSE",,"FALSE","5357 Village Way","NASHVILLE","27","37211","36.0470651","-86.7335561","(36.0470651, -86.7335561)"
"170023","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-16T14:04:00.000","2019-04-16T14:04:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"164274","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-04T13:41:00.000","2019-04-04T13:41:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"171889","Closed","Trash, Recycling & Litter","Cart Service","Recycling - Request an Additional Cart","2019-04-18T21:31:00.000","2019-05-09T09:01:00.000","Phone",,,,"FALSE",,"FALSE","5119 Brucewood Dr","NASHVILLE","27","37211","36.05053","-86.73314","(36.05053, -86.73314)"
"158292","Closed","Trash, Recycling & Litter","Missed Pickup - Trash Cart Service","Trash - Curbside/Alley Missed Pickup","2019-03-22T16:25:00.000","2019-03-27T21:29:00.000","Phone",,,,"FALSE",,"FALSE","2804 Belmont Blvd","NASHVILLE","18","37212","36.12173","-86.79445","(36.12173, -86.79445)"
"157884","Closed","Trash, Recycling & Litter","Litter","Litter","2019-03-21T20:11:00.000","2019-03-26T17:26:00.000","Phone",,,,"FALSE",,"FALSE","Sarver Ave & Pierce Rd","MADISON","9","37115","36.2751064","-86.7095204","(36.2751064, -86.7095204)"
"163009","Closed","Streets, Roads & Sidewalks","Potholes","Roadway","2019-04-02T14:51:00.000","2019-04-04T17:39:00.000","Phone",,,,"FALSE",,"FALSE","7316 Willow Creek Rd","NASHVILLE","3","37207","36.2572779","-86.7760034","(36.2572779, -86.7760034)"
"158625","Closed","Trash, Recycling & Litter","Missed Pickup - Trash Cart Service","Trash - Curbside/Alley Missed Pickup","2019-03-22T21:27:00.000","2019-03-26T21:32:00.000","hubNashville Community",,,,"FALSE",,"FALSE","2419 Kline Ave","NASHVILLE","17","37211","36.1187974","-86.7521067","(36.1187974, -86.7521067)"
"165612","Closed","Trash, Recycling & Litter","Cart Service","Trash - Request an Additional Cart","2019-04-07T12:39:00.000","2019-07-19T20:19:00.000","hubNashville Community",,,,"FALSE",,"FALSE","4701 Illinois Ave","NASHVILLE","20","37209","36.1574518","-86.8439617","(36.1574518, -86.8439617)"
"160877","Closed","Streets, Roads & Sidewalks","Damaged Sign","Damaged Sign","2019-03-28T15:06:00.000","2019-03-29T17:30:00.000","Phone",,,,"FALSE",,"FALSE","Birdsall St & 15th St","OLD HICKORY","11","37138","36.2553549","-86.6445216","(36.2553549, -86.6445216)"
"164347","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-04T14:28:00.000","2019-04-04T14:28:00.000","Phone",,"Resident",,"FALSE",,"FALSE","6017 Don Allen Ave","NASHVILLE","34","37205","36.0971677","-86.8716759","(36.0971677, -86.8716759)"
"549909","Closed","COVID-19","COVID-19 Questions","COVID-19 Questions","2021-01-19T16:25:00.000","2021-01-19T18:32:00.000","Phone",,,,"FALSE",,"FALSE",,,,,,,
"165928","Closed","Trash, Recycling & Litter","Extra Cart Pickup Request","Extra Recycle Cart Pickup","2019-04-08T15:54:00.000","2019-04-17T20:55:00.000","Phone",,,,"FALSE",,"FALSE","1813 3rd Ave N","NASHVILLE","19","37208","36.18571","-86.79235","(36.18571, -86.79235)"
"170809","Closed","Streets, Roads & Sidewalks","Overgrowth on right of way","Alley","2019-04-17T16:13:00.000","2019-04-18T20:18:00.000","Phone",,,,"FALSE",,"FALSE","218 Chilton St","NASHVILLE","16","37211","36.1004149","-86.7388675","(36.1004149, -86.7388675)"
"169895","Closed","Streets, Roads & Sidewalks","Traffic Light Issue","Traffic Light Issue","2019-04-16T12:06:00.000","2019-04-17T11:59:00.000","Phone","OE-00011747_4/15/2019 22:59",,,"FALSE",,"FALSE","MEDICAL CENTER DR / 21ST AV S","NASHVILLE","18","37212","36.14278501","-86.80001789","(36.14278501, -86.80001789)"
"169780","Closed","Property Violations","Residential Complaint","Residential Complaint","2019-04-15T20:19:00.000","2019-07-25T07:00:00.000","Phone",,,,"FALSE",,"FALSE","5104 Rhett Dr","NASHVILLE","27","37211","36.0545719","-86.7333665","(36.0545719, -86.7333665)"
"172253","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-19T17:37:00.000","2019-04-19T17:37:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"172511","Closed","Property Violations","Tall Grass and Weeds","Tall Grass and Weeds","2019-04-20T22:59:00.000","2019-05-08T07:03:00.000","hubNashville Community",,,,"FALSE",,"FALSE","14915 Old Hickory Blvd","NASHVILLE","27","37211","36.0450023","-86.7039348","(36.0450023, -86.7039348)"
"166464","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-09T14:37:00.000","2019-04-09T14:37:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"165283","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-05T17:17:00.000","2019-04-05T17:17:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"173705","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-23T19:18:00.000","2019-04-23T19:18:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"170115","Closed","Property Violations","Junk and Debris","Junk and Debris","2019-04-16T15:28:00.000","2019-07-03T07:00:00.000","hubNashville Community",,,,"FALSE",,"FALSE","79 Glenrose Ave","NASHVILLE","16","37210","36.123761","-86.737792","(36.123761, -86.737792)"
"167500","Closed","Property Violations","Tree Concerns","Tree Concerns","2019-04-10T19:38:00.000","2019-04-11T12:58:00.000","hubNashville Community",,,,"FALSE",,"FALSE","215 6th Ave N","NASHVILLE","19","37219","36.163","-86.782","(36.163, -86.782)"
"171796","Closed","Trash, Recycling & Litter","Brush Collection","Brush Collection","2019-04-18T19:47:00.000","2019-05-01T15:46:00.000","Phone",,,,"FALSE",,"FALSE","155 Kenner Ave","NASHVILLE","24","37205","36.1219046","-86.8432691","(36.1219046, -86.8432691)"
"167070","Closed","Trash, Recycling & Litter","Extra Cart Pickup Request","Extra Trash Cart Pickup","2019-04-10T13:42:00.000","2019-04-12T09:17:00.000","Phone",,,,"FALSE",,"FALSE","2411 Dickerson Pike","NASHVILLE","8","37207","36.2096628","-86.7655583","(36.2096628, -86.7655583)"
"161319","Closed","Trash, Recycling & Litter","Litter","Litter","2019-03-29T01:19:00.000","2019-03-29T21:32:00.000","hubNashville Community",,,,"FALSE",,"FALSE","1105 CHADWELL DR","MADISON","8","37115","36.25431381","-86.73740833","(36.25431381, -86.73740833)"
"165090","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-05T14:56:00.000","2019-04-05T14:56:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"173452","Closed","Trash, Recycling & Litter","Cart Service","Recycling - Moved to Home with No Cart","2019-04-23T15:42:00.000","2019-04-30T16:16:00.000","Phone",,,,"FALSE",,"FALSE","2649 Blakemore Ave","NASHVILLE","18","37212","36.138305","-86.809971","(36.138305, -86.809971)"
"167537","Closed","Streets, Roads & Sidewalks","Potholes","Roadway","2019-04-10T20:09:00.000","2019-04-12T16:54:00.000","Phone",,,,"FALSE",,"FALSE","1007 W Trinity Ln","NASHVILLE","2","37218","36.2060564","-86.8122731","(36.2060564, -86.8122731)"
"169294","Closed","Trash, Recycling & Litter","Missed Pickup - Trash Cart Service","Trash - Curbside/Alley Missed Pickup","2019-04-15T13:22:00.000","2019-04-17T09:02:00.000","Phone",,,,"FALSE",,"FALSE","2810 Rural Hill Cir","NASHVILLE","29","37217","36.081223","-86.6229407","(36.081223, -86.6229407)"
"165753","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-08T13:08:00.000","2019-04-08T13:08:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"172624","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-22T13:01:00.000","2019-04-22T13:01:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"159286","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-25T19:42:00.000","2019-03-25T19:42:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"164598","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-04T16:36:00.000","2019-04-04T16:36:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"165445","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-05T20:36:00.000","2019-04-05T20:36:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"163148","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-02T16:33:00.000","2019-04-02T16:34:00.000","Phone",,"Resident",,"FALSE",,"FALSE","416 Rosebank Ave","NASHVILLE","6","37206","36.1868401","-86.7198403","(36.1868401, -86.7198403)"
"167986","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-11T15:54:00.000","2019-04-11T15:54:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"159600","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-26T15:16:00.000","2019-03-26T15:16:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"158929","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-03-25T13:46:00.000","2019-03-25T13:46:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"167736","Closed","Streets, Roads & Sidewalks","Damaged Sign","Damaged Sign","2019-04-11T12:08:00.000","2019-04-12T11:54:00.000","Phone","OE-00011064_4/10/2019 15:23",,,"FALSE",,"FALSE","MAY DR / ANDERSON LN","MADISON","9","37115","36.27256029","-86.69462729","(36.27256029, -86.69462729)"
"165224","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-05T16:31:00.000","2019-04-05T16:31:00.000","Phone",,"Resident",,"FALSE",,"FALSE","1102 Joseph Ave","NASHVILLE","5","37207","36.1903292","-86.7719307","(36.1903292, -86.7719307)"
"171442","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-18T14:54:00.000","2019-04-18T14:54:00.000","Phone",,"Resident",,"FALSE",,"FALSE","3401 Clare Ave","NASHVILLE","21","37209","36.1612908","-86.8271186","(36.1612908, -86.8271186)"
"160275","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-03-27T16:12:00.000","2019-03-27T16:12:00.000","Phone",,"Resident",,"FALSE",,"FALSE","53 Glenrose Ave","NASHVILLE","16","37210","36.1212578","-86.7333665","(36.1212578, -86.7333665)"
"165070","Closed","Trash, Recycling & Litter","Cart Service","Recycling - Moved to Home with No Cart","2019-04-05T14:40:00.000","2019-04-16T17:06:00.000","Phone",,,,"FALSE",,"FALSE","1208 Chester Ave","NASHVILLE","7","37206","36.194887","-86.739112","(36.194887, -86.739112)"
"160189","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-03-27T15:17:00.000","2019-03-27T15:18:00.000","Phone",,"Resident",,"FALSE",,"FALSE","1200 Calvin Ave","NASHVILLE","6","37206","36.1812852","-86.7477566","(36.1812852, -86.7477566)"
"162336","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-01T14:12:00.000","2019-04-01T14:12:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"158179","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-03-22T14:43:00.000","2019-03-22T14:43:00.000","Phone",,"Resident",,"FALSE",,"FALSE","301 Marshall St","NASHVILLE","5","37207","36.2016768","-86.7654994","(36.2016768, -86.7654994)"
"158994","Closed","Trash, Recycling & Litter","Cart Service","Recycling - Request an Additional Cart","2019-03-25T14:38:00.000","2019-03-28T21:27:00.000","Phone",,,,"FALSE",,"FALSE","208 Sunset Dr","NASHVILLE","8","37207","36.2232238","-86.7583697","(36.2232238, -86.7583697)"
"158959","Closed","Trash, Recycling & Litter","Cart Service","Trash - Report a Stolen Cart","2019-03-25T14:10:00.000","2019-04-24T20:55:00.000","Phone",,,,"FALSE",,"FALSE","2206 Belmont Blvd","NASHVILLE","18","37212","36.1286739","-86.7946724","(36.1286739, -86.7946724)"
"161749","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash Collection Complaint","2019-03-29T18:17:00.000","2019-04-03T21:25:00.000","Phone",,,,"FALSE",,"FALSE","2401 Frisco Ave","NASHVILLE","20","37209","36.16265","-86.8732","(36.16265, -86.8732)"
"171560","Closed","Streets, Roads & Sidewalks","Driveway Transition/Drop Off","Driveway Transition/Drop Off","2019-04-18T16:10:00.000","2019-07-26T16:01:00.000","Phone",,,,"FALSE",,"FALSE","2311 Burns St","NASHVILLE","7","37216","36.200392","-86.728638","(36.200392, -86.728638)"
"165265","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-05T17:01:00.000","2019-04-05T17:01:00.000","Phone",,"Resident",,"FALSE",,"FALSE","4846 Jonquil Dr","NASHVILLE","26","37211","36.0857774","-86.7177048","(36.0857774, -86.7177048)"
"169135","Closed","Property Violations","Fence Complaints","Fence Complaints","2019-04-13T20:28:00.000","2019-05-31T07:01:00.000","hubNashville Community",,,,"FALSE",,"FALSE","2120 Jade Dr","NASHVILLE","15","37210","36.1521614","-86.6960122","(36.1521614, -86.6960122)"
"168926","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-12T19:07:00.000","2019-04-12T19:07:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"166030","Closed","Trash, Recycling & Litter","Extra Cart Pickup Request","Extra Recycle Cart Pickup","2019-04-08T17:29:00.000","2019-04-10T09:14:00.000","hubNashville Community",,,,"FALSE",,"FALSE","676 Annex Ave","NASHVILLE","20","37209","36.16290822","-86.87536451","(36.16290822, -86.87536451)"
"164984","Closed","Trash, Recycling & Litter","New Service/Activate Service","Activate your Recycle Service Account","2019-04-05T13:11:00.000","2019-04-05T17:34:00.000","Phone",,,,"FALSE",,"FALSE","120 Academy Square","NASHVILLE","19","37210","36.154895","-86.766658","(36.154895, -86.766658)"
"171905","Closed","Trash, Recycling & Litter","Missed Pickup - Trash Cart Service","Trash - Curbside/Alley Missed Pickup","2019-04-18T21:49:00.000","2019-04-20T09:03:00.000","Phone",,,,"FALSE",,"FALSE","509 Erna Ct","ANTIOCH","32","37013","36.0396647","-86.6772208","(36.0396647, -86.6772208)"
"171128","Closed","Property Violations","Junk and Debris","Junk and Debris","2019-04-17T20:26:00.000","2019-05-11T07:01:00.000","hubNashville Community",,,,"FALSE",,"FALSE","1405 Ocoee Trail","MADISON","9","37115","36.2380819","-86.6567596","(36.2380819, -86.6567596)"
"162896","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-02T13:45:00.000","2019-04-02T13:45:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"164078","Closed","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","Resolved by hubNashville on First Call","2019-04-03T20:59:00.000","2019-04-03T20:59:00.000","Phone",,,,"FALSE",,"TRUE",,,,,,,
"172456","Closed","Streets, Roads & Sidewalks","Traffic Light Issue","Traffic Light Issue","2019-04-19T21:27:00.000","2019-04-23T16:24:00.000","hubNashville Community",,,,"FALSE",,"FALSE","Broadway & 8th Ave S","NASHVILLE","19","37203","36.1588951","-86.7820798","(36.1588951, -86.7820798)"
"158513","Closed","Streets, Roads & Sidewalks","Paving Request","Request Road to be Paved","2019-03-22T19:10:00.000","2019-04-04T17:25:00.000","Phone",,,,"FALSE",,"FALSE","2817 Fortland Dr","NASHVILLE","6","37206","36.1745007","-86.7257033","(36.1745007, -86.7257033)"
"876705","Closed","Public Safety","Request Non-Emergency Police Assistance",,"2022-01-21T21:17:00.000","2022-01-21T21:41:00.000","Phone",,,,"FALSE",,"FALSE",,,,,,,
"163179","Closed","Property Violations","Junk and Debris","Junk and Debris","2019-04-02T16:54:00.000","2019-06-14T07:16:00.000","Phone",,,,"FALSE",,"FALSE","514 Bismark Dr","NASHVILLE","15","37210","36.155918","-86.6978814","(36.155918, -86.6978814)"
"172017","Closed","Streets, Roads & Sidewalks","Tree Maintenance on right of way","Tree Maintenance on right of way","2019-04-19T13:01:00.000","2019-04-22T11:31:00.000","Phone","OE-00012072_4/18/2019 21:20",,,"FALSE",,"FALSE","PENNINGTON BEND RD / MUSIC VALLEY DR","NASHVILLE","15","37214","36.23495007","-86.71051468","(36.23495007, -86.71051468)"
"167353","Closed","Trash, Recycling & Litter","File a Trash or Recycling Complaint","Trash in Recycling Cart","2019-04-10T17:35:00.000","2019-04-10T17:35:00.000","Phone",,"Resident",,"FALSE",,"FALSE","3250 Masonwood Dr","NASHVILLE","3","37207","36.242116","-86.773517","(36.242116, -86.773517)"
"169223","Closed","Streets, Roads & Sidewalks","Blocking the Right of Way","Blocking the Right of Way","2019-04-14T20:39:00.000","2019-04-14T20:39:00.000","Phone","OE-00011426_4/13/2019 21:30",,,"FALSE",,"TRUE","510 OLD HICKORY BLVD","NASHVILLE","22","37209","36.10014156","-86.92316017","(36.10014156, -86.92316017)"
"169592","Closed","Streets, Roads & Sidewalks","Roadwork Complaint","Roadwork Complaint","2019-04-15T17:01:00.000","2019-04-15T17:01:00.000","Phone",,,,"FALSE",,"FALSE","6th Ave N & Union St","NASHVILLE","19","37219","36.1640101","-86.7823115","(36.1640101, -86.7823115)"
