"accident_number","date_and_time","number_of_motor_vehicles","number_of_injuries","number_of_fatalities","property_damage","hit_and_run","reporting_officer","collision_type","collision_type_description","weather","weather_description","illuaccidemination","illumination_description","harmfulcodes","harmfuldescriptions","street_address","city","state","zip","rpa","precinct","lat","long","mapped_location"
"20220455229","2022-09-11T14:10:00.000","0","0","0",,"false","384436","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LOUISE AV & ELLISTON PL","NASHVILLE","TN","37203","5601","MIDTOW","36.1509","-86.8046","POINT (-86.8046 36.1509)"
"20220455227","2022-09-11T02:30:00.000","0","2","0",,"true","4006558","4","ANGLE","22","CLOUDY","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","DR D B TODD JR BLVD & JO JOHNSTON AV","NASHVILLE","TN","37203","5357","NORTH","36.16","-86.8015","POINT (-86.8015 36.16)"
"20220455215","2022-09-11T13:40:00.000","0","1","0",,"false","330422","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","FOSTER AV & WOODYCREST AV","NASHVILLE","TN","37210","8113","SOUTH","36.1348","-86.7413","POINT (-86.7413 36.1348)"
"20220455212","2022-09-11T15:01:00.000","0","3","0",,"true","4001163","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PIKE & NO NAME","NASHVILLE","TN","37217","8841","SOUTH","36.1092","-86.6801","POINT (-86.6801 36.1092)"
"20220455210","2022-09-11T15:12:00.000","0","1","0",,"false","4001488","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","12TH AVS & MCGAVOCK ST","NASHVILLE","TN","37203","4079","CENTRA","36.1556","-86.7868","POINT (-86.7868 36.1556)"
"20220455202","2022-09-11T00:00:00.000","0","0","0",,"true","4001562","98","OTHER","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 215 3 I 40","NASHVILLE","TN","37217","89020","HERMIT","36.1436","-86.6894","POINT (-86.6894 36.1436)"
"20220455199","2022-09-11T14:44:00.000","0","0","0",,"false","507813","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","1","DAYLIGHT","36","CONCRETE TRAFFIC BARRIER","MM 86 2 I 65","NASHVILLE","TN","37207","1910","CENTRA","36.1919","-86.7812","POINT (-86.7812 36.1919)"
"20220455194","2022-09-11T14:36:00.000","0","0","0",,"false","4004423","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","1","DAYLIGHT","36","CONCRETE TRAFFIC BARRIER","MM 211 1 I 40","NASHVILLE","TN","37210","8008","HERMIT","36.1539","-86.7571","POINT (-86.7571 36.1539)"
"20220455152","2022-09-11T13:25:00.000","0","1","0",,"false","4002307","4","ANGLE","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","LAKE PARK DR & SOUTHLAKE DR","NASHVILLE","TN","37211","8401","SOUTH","36.1048","-86.729","POINT (-86.729 36.1048)"
"20220455145","2022-09-11T12:58:00.000","0","0","0",,"false","161952","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","1","DAYLIGHT","36","CONCRETE TRAFFIC BARRIER","MM 91 5 I 65","MADISON","TN","37115","1728","MADISO","36.2538","-86.739","POINT (-86.739 36.2538)"
"20220455144","2022-09-11T13:15:00.000","0","1","0",,"true","4004423","6","SIDESWIPE - OPPOSITE DIRECTION","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","CENTRAL PKE & OLD HICKORY BLVD","HERMITAGE","TN","37076","9557","HERMIT","36.1736","-86.6021","POINT (-86.6021 36.1736)"
"20220455135","2022-09-11T13:04:00.000","0","5","0",,"false","4001482","4","ANGLE",,,"1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","JEFFERSON ST & OLDHAM ST PVTDR","NASHVILLE","TN","37213","1989","CENTRA","36.176","-86.7803","POINT (-86.7803 36.176)"
"20220455134","2022-09-11T13:04:00.000","0","3","0","true","false","4001490","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","1","DAYLIGHT","25","GUARDRAIL END","I65 S ENT RAMP & I 65","NASHVILLE","TN","37207","3007","NORTH","36.2057","-86.778","POINT (-86.778 36.2057)"
"20220455131","2022-09-11T12:55:00.000","0","0","0",,"false","4004452","11","Front to Rear","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 216 0 I 40","NASHVILLE","TN","37217","89020","HERMIT","36.142","-86.6779","POINT (-86.6779 36.142)"
"20220455124","2022-09-11T12:57:00.000","0","1","0",,"false","4005120","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","1","DAYLIGHT","36","CONCRETE TRAFFIC BARRIER","MM 91 0 I 65","MADISON","TN","37115","20044","MADISO","36.2478","-86.7432","POINT (-86.7432 36.2478)"
"20220455113","2022-09-11T12:38:00.000","0","0","0",,"false","4004452","11","Front to Rear","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 216 0 I 40","NASHVILLE","TN","37217","89020","HERMIT","36.142","-86.6779","POINT (-86.6779 36.142)"
"20220455094","2022-09-11T12:15:00.000","0","2","0",,"false","4005654","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 211 0 I 40","NASHVILLE","TN","37210","82020","HERMIT","36.1544","-86.7598","POINT (-86.7598 36.1544)"
"20220455081","2022-09-11T12:01:00.000","0","0","0","true","false","419952","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","1","DAYLIGHT","1;33","CURB","CABOT DR & I40 W EXT RAMP","NASHVILLE","TN","37209","4677","WEST","36.1317","-86.9003","POINT (-86.9003 36.1317)"
"20220455057","2022-09-11T11:07:00.000","0","0","0",,"false","4001162","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","1","DAYLIGHT","24","GUARDRAIL FACE","OLD HICKORY BLVD & PETTUS RD","ANTIOCH","TN","37013","8767","SOUTH","36.0109","-86.6654","POINT (-86.6654 36.0109)"
"20220455033","2022-09-11T10:21:00.000","0","2","0",,"false","393350","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12;6","MOTOR VEHICLE IN TRANSPORT","E WEBSTER ST & GALLATIN PKES","MADISON","TN","37115","1507","MADISO","36.2518","-86.7174","POINT (-86.7174 36.2518)"
"20220455030","2022-09-11T09:55:00.000","0","1","0",,"false","4005187","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 86 6 I 65","NASHVILLE","TN","37207","3002","NORTH","36.1959","-86.7761","POINT (-86.7761 36.1959)"
"20220455007","2022-09-11T09:49:00.000","0","1","0","true","false","4004423","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","1","DAYLIGHT","1;63;7","Ran Off Road-Right","LAKELAND DR & EMERY DR","NASHVILLE","TN","37214","9105","HERMIT","36.1549","-86.6746","POINT (-86.6746 36.1549)"
"20220454942","2022-09-11T05:00:00.000","0","0","0","true","true","4004117","11","Front to Rear","99","UNKNOWN","2","DARK - NOT LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","CIMARRON WAY & BARELLA DR","ANTIOCH","TN","37013","8713","SOUTH","36.0614","-86.6849","POINT (-86.6849 36.0614)"
"20220454838","2022-09-11T06:13:00.000","0","0","0",,"false","4002305","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","13TH AVS & GEORGE L DAVIS BLVD","NASHVILLE","TN","37203","4081","CENTRA","36.156","-86.7889","POINT (-86.7889 36.156)"
"20220454828","2022-09-11T06:31:00.000","0","1","0",,"true","320585","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","E TRINITY LN & DICKERSON PKE","NASHVILLE","TN","37207","1861","EAST","36.2059","-86.7686","POINT (-86.7686 36.2059)"
"20220454801","2022-09-11T00:00:00.000","0","0","0","true","true","4005453","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","2","DARK - NOT LIGHTED","18","OTHER OBJECT (NOT FIXED)","CONCORD HILLS DR & OAK KNOLL DR","ANTIOCH","TN","37013","8767","SOUTH","36.002","-86.6924","POINT (-86.6924 36.002)"
"20220454791","2022-09-11T05:13:00.000","0","2","0",,"false","155259","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","DR D B TODD JR BLVD & JEFFERSON ST","NASHVILLE","TN","37208","5325","NORTH","36.1695","-86.8067","POINT (-86.8067 36.1695)"
"20220454770","2022-09-11T04:42:00.000","0","0","0",,"true","352156","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","3","DARK - LIGHTED","1;63;71","Ran Off Road-Right;EMBANKMENT EARTH","EZELL PKE & HARDING PL","NASHVILLE","TN","37211","8847","SOUTH","36.0896","-86.6885","POINT (-86.6885 36.0896)"
"20220454568","2022-09-11T01:09:00.000","0","0","0","true","false","4001927","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT",,,"3","DARK - LIGHTED","38","FENCE","2ND AVN & JO JOHNSTON AV","NASHVILLE","TN","37201","4211","CENTRA","36.1699","-86.7801","POINT (-86.7801 36.1699)"
"20220454449","2022-09-10T23:47:00.000","0","0","0","true","true","384439","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","3","DARK - LIGHTED","38;40","FENCE;MAIL BOX","BECKLEA DR & ROOSEVELT AV","MADISON","TN","37115","1711","MADISO","36.2706","-86.7009","POINT (-86.7009 36.2706)"
"20220454383","2022-09-09T23:40:00.000","0","0","0","true","true","4006548","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","3","DARK - LIGHTED","19","BUILDING","PERCY PRIEST DR & I40 E EXT RAMP","NASHVILLE","TN","37214","8955","HERMIT","36.1529","-86.6283","POINT (-86.6283 36.1529)"
"20220454315","2022-09-10T19:51:00.000","0","0","0",,"true","4005841","2","HEAD-ON","21","CLEAR","1","DAYLIGHT","14","PARKED MOTOR VEHICLE","WILLOW CREEK CT & WESTCHESTER DR","NASHVILLE","TN","37207","2045","MADISO","36.2538","-86.7751","POINT (-86.7751 36.2538)"
"20220454293","2022-09-10T22:09:00.000","0","1","0","true","false","633094","11","Front to Rear","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 54 3 I 24","NASHVILLE","TN","37211","84020","SOUTH","36.1034","-86.7148","POINT (-86.7148 36.1034)"
"20220454282","2022-09-10T22:07:00.000","0","0","0","true","false","384439","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","3","DARK - LIGHTED","34;40","DITCH;MAIL BOX","LARKIN SPRINGS RD & HOSPITAL DR","MADISON","TN","37115","1633","MADISO","36.2526","-86.686","POINT (-86.686 36.2526)"
"20220454250","2022-09-10T21:40:00.000","0","0","0",,"false","4006548","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & RURAL HILL RD","ANTIOCH","TN","37013","8861","SOUTH","36.0745","-86.6387","POINT (-86.6387 36.0745)"
"20220454188","2022-09-10T18:24:00.000","0","1","0",,"false","4004120","11","Front to Rear","21","CLEAR","2","DARK - NOT LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","MM 90 0 I 65","MADISON","TN","37115","20022","MADISO","36.2383","-86.7563","POINT (-86.7563 36.2383)"
"20220454177","2022-09-10T20:40:00.000","0","0","0",,"false","4004453","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","2","DARK - NOT LIGHTED","50","DEER (ANIMAL)","RIVER ROAD PKE & RIVER ROAD PKE PVTDR","NASHVILLE","TN","37209","4705","WEST","36.2021","-86.9796","POINT (-86.9796 36.2021)"
"20220454035","2022-09-10T18:16:00.000","0","0","0",,"true","4001488","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","8TH AVS & DIVISION ST","NASHVILLE","TN","37203","4009","CENTRA","36.1497","-86.7792","POINT (-86.7792 36.1497)"
"20220454031","2022-09-10T18:30:00.000","0","2","0",,"true","4005119","11","Front to Rear","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MT VIEW RD & BELL RD","ANTIOCH","TN","37013","8871","SOUTH","36.1916","-86.7941","POINT (-86.7941 36.1916)"
"20220453950","2022-09-10T15:15:00.000","0","1","0",,"false","4005119","4","ANGLE","21","CLEAR","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MURFREESBORO PKE & MOUNTAIN SPRINGS RD","ANTIOCH","TN","37013","8927","SOUTH","36.0478","-86.6121","POINT (-86.6121 36.0478)"
"20220453918","2022-09-10T16:33:00.000","0","0","0",,"true","4004227","11","Front to Rear","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & OCTOBER WOODS DR","ANTIOCH","TN","37013","8771","SOUTH","36.0081","-86.6218","POINT (-86.6218 36.0081)"
"20220453893","2022-09-10T13:10:00.000","0","0","0","true","false","4006551","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","22","CLOUDY","1","DAYLIGHT","24","GUARDRAIL FACE","MM 86 2 I 65","NASHVILLE","TN","37207","1910","CENTRA","36.1919","-86.7812","POINT (-86.7812 36.1919)"
"20220453892","2022-09-10T15:41:00.000","0","1","0",,"false","4004227","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & OCTOBER WOODS DR","ANTIOCH","TN","37013","8771","SOUTH","36.0081","-86.6218","POINT (-86.6218 36.0081)"
"20220453886","2022-09-10T15:24:00.000","0","0","0",,"false","4005189","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HILLWOOD BLVD & FLEETWOOD DR","NASHVILLE","TN","37209","5021","WEST","36.1362","-86.8767","POINT (-86.8767 36.1362)"
"20220453868","2022-09-10T15:37:00.000","0","0","0",,"true","4004120","5","SIDESWIPE - SAME DIRECTION","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BRILEY PKWYE & ELLINGTON PKWYN","NASHVILLE","TN","37216","18820","EAST","36.2386","-86.7413","POINT (-86.7413 36.2386)"
"20220453838","2022-09-10T15:16:00.000","0","0","0",,"false","409207","4","ANGLE","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","EDMONDSON PKE & EDMONDSON PIKE","NASHVILLE","TN","37211","8651","MIDTOW","36.0134","-86.7385","POINT (-86.7385 36.0134)"
"20220453809","2022-09-10T14:39:00.000","0","2","0",,"false","4002554","4","ANGLE","22","CLOUDY","1","DAYLIGHT","13","MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY","MURFREESBORO PKE & FOREST VIEW DR","ANTIOCH","TN","37013","8865","SOUTH","36.0674","-86.6313","POINT (-86.6313 36.0674)"
"20220453808","2022-09-10T14:40:00.000","0","0","0",,"false","384403","4","ANGLE","2","RAIN","1","DAYLIGHT","12;14","MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE","BRILEY PKWY S EXT RAMP & I 40","NASHVILLE","TN","37209","46123","WEST","36.153","-86.8566","POINT (-86.8566 36.153)"
"20220453785","2022-09-10T14:08:00.000","0","2","0",,"false","538214","11","Front to Rear","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","FLEETWOOD DR & HILLWOOD BLVD","NASHVILLE","TN","37209","5021","WEST","36.1362","-86.8768","POINT (-86.8768 36.1362)"
"20220453783","2022-09-10T13:59:00.000","0","2","0",,"false","772946","11","Front to Rear","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 81 8 I 65","NASHVILLE","TN","37203","68040","MIDTOW","36.1403","-86.7764","POINT (-86.7764 36.1403)"
"20220453774","2022-09-10T13:56:00.000","0","0","0",,"false","693102","11","Front to Rear","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 214 0 I 40","NASHVILLE","TN","37217","88020","HERMIT","36.1417","-86.7137","POINT (-86.7137 36.1417)"
"20220453758","2022-09-10T00:00:00.000","0","0","0",,"true","4004069","11","Front to Rear","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","OLD HICKORY BLVD & SEVEN SPRINGS WAY","BRENTWOOD","TN","37027","8623","MIDTOW","36.0398","-86.7685","POINT (-86.7685 36.0398)"
"20220453749","2022-09-10T13:18:00.000","0","0","0","true","false","384403","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","1","DAYLIGHT","24;63","GUARDRAIL FACE;Ran Off Road-Right","MM 199 7 I 40","NASHVILLE","TN","37209","4708","WEST","36.1161","-86.9165","POINT (-86.9165 36.1161)"
"20220453711","2022-09-10T11:49:00.000","0","1","0",,"false","4004423","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","HAMILTON CHURCH RD & MURFREESBORO PKE","ANTIOCH","TN","37013","8865","SOUTH","36.0645","-86.6288","POINT (-86.6288 36.0645)"
"20220453706","2022-09-10T12:31:00.000","0","0","0",,"false","409190","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","1","DAYLIGHT","27;34;64","H-WAY TRAFFIC SIGNAL POST;DITCH;Ran Off Road-Left","I65 S EXT RAMP & I 65","MADISON","TN","37115","20044","MADISO","36.2481","-86.743","POINT (-86.743 36.2481)"
"20220453703","2022-09-10T12:26:00.000","0","0","0",,"false","320585","11","Front to Rear","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 47 0 I 24","NASHVILLE","TN","37207","1910","CENTRA","36.1886","-86.7761","POINT (-86.7761 36.1886)"
"20220453698","2022-09-10T12:20:00.000","0","0","0",,"true","4004069","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","1","DAYLIGHT","36","CONCRETE TRAFFIC BARRIER","MM 77 0 I 65","NASHVILLE","TN","37220","86042","MIDTOW","36.0708","-86.7697","POINT (-86.7697 36.0708)"
"20220453697","2022-09-10T12:20:00.000","0","1","0","true","false","4002307","11","Front to Rear","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 59 2 I 24","ANTIOCH","TN","37013","87061","SOUTH","36.0467","-86.6614","POINT (-86.6614 36.0467)"
"20220453693","2022-09-10T12:18:00.000","0","2","0",,"true","4004340","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","14","PARKED MOTOR VEHICLE","NASHBORO BLVD & MURFREESBORO PKE","NASHVILLE","TN","37217","8935","HERMIT","36.0884","-86.6478","POINT (-86.6478 36.0884)"
"20220453689","2022-09-10T12:14:00.000","0","1","0",,"false","409190","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","1","DAYLIGHT","34;64","DITCH;Ran Off Road-Left","I65 S EXT RAMP & I 65","MADISON","TN","37115","20044","MADISO","36.2481","-86.743","POINT (-86.743 36.2481)"
"20220453675","2022-09-10T14:10:00.000","0","0","0",,"false","4002307","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","1","DAYLIGHT","36","CONCRETE TRAFFIC BARRIER","MM 56 9 I 24","NASHVILLE","TN","37211","8810","SOUTH","36.0705","-86.6903","POINT (-86.6903 36.0705)"
"20220453650","2022-09-10T11:26:00.000","0","0","0",,"false","352169","2","HEAD-ON","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","EDMONDSON PKE & EDMONDSON PIKE","NASHVILLE","TN","37211","8651","MIDTOW","36.0134","-86.7385","POINT (-86.7385 36.0134)"
"20220453647","2022-09-10T11:22:00.000","0","1","0","true","false","538214","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","1","DAYLIGHT","37","Other Traffic Barrier","MM 195 1 I 40","NASHVILLE","TN","37221","4804","WEST","36.0739","-86.975","POINT (-86.975 36.0739)"
"20220453607","2022-09-10T10:40:00.000","0","1","0",,"true","4005120","4","ANGLE","2","RAIN","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","BROADMOOR DR & DICKERSON PKE","NASHVILLE","TN","37207","1809","EAST","36.2294","-86.7593","POINT (-86.7593 36.2294)"
"20220453603","2022-09-10T10:40:00.000","0","1","0",,"false","4004069","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","2","RAIN","1","DAYLIGHT","7;71","EMBANKMENT EARTH","I65 S EXT RAMP & I 65","NASHVILLE","TN","37204","7013","MIDTOW","36.0889","-86.7631","POINT (-86.7631 36.0889)"
"20220453583","2022-09-10T10:01:00.000","0","0","0",,"true","4004117","4","ANGLE","2","RAIN","1","DAYLIGHT","55","Motor Vehicle-In-Motion Outside Trafficw","1100 EAST THOMPSON LN","NASHVILLE","TN","37217","8879","SOUTH","36.1262","-86.7116","POINT (-86.7116 36.1262)"
"20220453555","2022-09-10T05:57:00.000","0","0","0",,"true","4007099","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","RICE RD & RURAL HILL RD","ANTIOCH","TN","37013","8861","SOUTH","36.0727","-86.6462","POINT (-86.6462 36.0727)"
"20220453544","2022-09-10T08:41:00.000","0","0","0",,"false","4005848","11","Front to Rear","22","CLOUDY","1","DAYLIGHT","55","Motor Vehicle-In-Motion Outside Trafficw","MT VIEW RD & CROSSINGS BLVD","ANTIOCH","TN","37013","8863","SOUTH","36.0455","-86.6473","POINT (-86.6473 36.0455)"
"20220453531","2022-09-09T21:00:00.000","0","0","0",,"true","4004340","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","ARBOR CREEK BLVD & BRILEY PKWYN","NASHVILLE","TN","37217","8998","HERMIT","36.136","-86.6987","POINT (-86.6987 36.136)"
"20220453473","2022-09-10T00:00:00.000","0","1","0",,"false","4001562","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12;31","MOTOR VEHICLE IN TRANSPORT;OTHER POST, POLE, SUPP.","LEBANON PKE & MCGAVOCK PKE","NASHVILLE","TN","37214","9201","HERMIT","36.1694","-86.6799","POINT (-86.6799 36.1694)"
"20220453410","2022-09-10T05:50:00.000","0","0","0",,"false","4002305","4","ANGLE","22","CLOUDY","1","DAYLIGHT","12","MOTOR VEHICLE IN TRANSPORT","MM 49 3 I 24","NASHVILLE","TN","37206","10040","EAST","36.1629","-86.7614","POINT (-86.7614 36.1629)"
"20220453407","2022-09-10T00:00:00.000","0","0","0","true","true","4005848","5","SIDESWIPE - SAME DIRECTION","22","CLOUDY","1","DAYLIGHT","12;46","MOTOR VEHICLE IN TRANSPORT;TRAFFIC SIGNAL SUPPORT","BELL RD & MT VIEW RD","ANTIOCH","TN","37013","8865","SOUTH","36.05","-86.6496","POINT (-86.6496 36.05)"
"20220453376","2022-09-10T00:00:00.000","0","1","0",,"true","4004279","4","ANGLE","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","US HWY 41 & BELL RD","NASHVILLE","TN","37217","8939","HERMIT","36.0719","-86.6362","POINT (-86.6362 36.0719)"
"20220453355","2022-09-10T03:55:00.000","0","0","0",,"true","151122","5","SIDESWIPE - SAME DIRECTION","21","CLEAR","3","DARK - LIGHTED","12","MOTOR VEHICLE IN TRANSPORT","I24 W EXT RAMP & I 24","NASHVILLE","TN","37211","8829","SOUTH","36.1074","-86.7197","POINT (-86.7197 36.1074)"
"20220453348","2022-09-10T03:52:00.000","0","0","0",,"true","4006554","0","NOT COLLISION W/MOTOR VEHICLE-TRANSPORT","21","CLEAR","3","DARK - LIGHTED","18","OTHER OBJECT (NOT FIXED)","RICHARDS RD & DELIA DR","ANTIOCH","TN","37013","8893","SOUTH","36.0689","-86.6798","POINT (-86.6798 36.0689)"
