"project_industry","company_name","application_number","tax_year","status","actual_jobs_created","actual_jobs_retained","capital_investment_reported","city"
"Automotive - Manufacturing","Nissan North America, Inc.","171","2013","Approved","365",,,"Farmington Hills"
"Automotive - Manufacturing","Otto Bock Polyurethane Technologies Inc.","715","2012","Approved","19",,"3491855","Rochester Hills"
"Automotive - Manufacturing","Paragon Metals, Inc.","408","2008","Approved","37",,,"Quincy"
"Automotive - Manufacturing","Paragon Metals, Inc.","408","2009","Approved","52",,"488737","Quincy"
"Automotive - Manufacturing","Paragon Metals, Inc.","408","2010","Approved","51",,"1129905","Quincy"
"Automotive - Manufacturing","Paragon Metals, Inc.","408","2011","Approved","68",,"1560376","Quincy"
"Automotive - Manufacturing","Paragon Metals, Inc.","408","2012","Approved","94",,"157409","Quincy"
"Automotive - Manufacturing","Paragon Metals, Inc.","408","2013","Approved","122",,"5661572","Quincy"
"Automotive - Manufacturing","Paragon Metals, Inc.","408","2014","Approved","216",,"313686","Quincy"
"Automotive - Manufacturing","Petri, Inc.","26","1997","Approved","90",,,"Port Huron"
"Automotive - Manufacturing","Petri, Inc.","26","1998","Approved","124",,,"Port Huron"
"Automotive - Manufacturing","POM Group, Inc","139","2001","Approved","16",,,"Auburn Hills"
"Automotive - Manufacturing","POM Group, Inc","139","2002","Approved","18",,,"Auburn Hills"
"Automotive - Manufacturing","POM Group, Inc","139","2003","Approved","8",,,"Auburn Hills"
"Automotive - Manufacturing","R.L. Polk Company","169","2002","Approved","100",,,"Southfield"
"Automotive - Manufacturing","R.L. Polk Company","169","2003","Approved","104",,,"Southfield"
"Automotive - Manufacturing","R.L. Polk Company","169","2004","Approved","130",,,"Southfield"
"Automotive - Manufacturing","R.L. Polk Company","169","2005","Approved","130",,,"Southfield"
"Automotive - Manufacturing","R.L. Polk Company","169","2006","Approved","126",,,"Southfield"
"Automotive - Manufacturing","R.L. Polk Company","169","2007.1","Approved","127",,,"Southfield"
"Automotive - Manufacturing","R.L. Polk Company","169","2007.2","Approved","136",,,"Southfield"
"Automotive - Manufacturing","R.L. Polk Company","169","2008","Approved","134",,,"Southfield"
"Automotive - Manufacturing","R.L. Polk Company","169","2009","Approved","77",,"23675716","Southfield"
"Automotive - Manufacturing","Ralco Industries, Inc.","558","2011","Approved",,"54","5270627","Auburn Hills"
"Automotive - Manufacturing","Ralco Industries, Inc.","558","2012","Approved",,"56","907075","Auburn Hills"
"Automotive - Manufacturing","Ralco Industries, Inc.","558","2013","Approved",,"54","3368623","Auburn Hills"
"Automotive - Manufacturing","Ralco Industries, Inc.","558","2014","Approved",,"50","2572012","Auburn Hills"
"Automotive - Manufacturing","Recticel N.A., L.L.C.","156","2004","Approved","131",,,"Clarkston"
"Automotive - Manufacturing","Recticel N.A., L.L.C.","156","2005","Approved","151",,,"Clarkston"
"Automotive - Manufacturing","Recticel N.A., L.L.C.","156","2006","Approved","84",,,"Clarkston"
"Automotive - Manufacturing","Recticel N.A., L.L.C.","156","2007","Approved","75",,,"Clarkston"
"Automotive - Manufacturing","Robert Bosch LLC","56","1999","Approved","134",,,"Farmington Hills"
"Automotive - Manufacturing","Robert Bosch LLC","56","2000","Approved","282",,,"Farmington Hills"
"Automotive - Manufacturing","Robert Bosch LLC","56","2001","Approved","405",,,"Farmington Hills"
"Automotive - Manufacturing","Robert Bosch LLC","56","2002","Approved","475",,,"Farmington Hills"
"Automotive - Manufacturing","Robert Bosch LLC","56","2003","Approved","475",,,"Farmington Hills"
"Automotive - Manufacturing","Robert Bosch LLC","56","2004","Approved","358",,,"Farmington Hills"
"Automotive - Manufacturing","Robert Bosch LLC","56","2005","Approved","313",,,"Farmington Hills"
"Automotive - Manufacturing","Robert Bosch LLC","56","2006","Approved","140",,,"Farmington Hills"
"Automotive - Manufacturing","SAF-Holland USA, Inc.","49","1998","Approved","105",,,"Muskegon"
"Automotive - Manufacturing","SAF-Holland USA, Inc.","49","1999.1","Approved","130",,,"Muskegon"
"Automotive - Manufacturing","SAF-Holland USA, Inc.","49","1999.2","Approved","138",,,"Muskegon"
"Automotive - Manufacturing","SAF-Holland USA, Inc.","49","2000","Approved","132",,,"Muskegon"
"Automotive - Manufacturing","Saturn Electronics & Engineering","251","2006","Approved","8",,,"Coopersville"
"Automotive - Manufacturing","Saturn Electronics & Engineering","251","2007","Approved","10",,,"Coopersville"
"Automotive - Manufacturing","Sellner - Behr Corporation","99","2001","Approved","131",,,"Comstock Park"
"Automotive - Manufacturing","Sellner - Behr Corporation","99","2002","Approved","133",,,"Comstock Park"
"Automotive - Manufacturing","Shape Corporation","21","1998","Approved","183",,,"Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","1999","Approved","291",,,"Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","2000","Approved","345",,,"Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","2001","Approved","393",,,"Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","2002","Approved","400",,,"Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","2003","Approved","400",,,"Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","2004","Approved","400",,,"Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","2005","Approved","391",,,"Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","2006","Approved","398",,,"Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","2007","Approved","462",,"2277362","Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","2008","Approved","436",,"4658824","Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","2009","Approved","288",,"164469","Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","2010","Approved","365",,"1301783","Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","2011","Approved","404",,"288287","Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","2012","Approved","420",,,"Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","2013","Approved","472",,,"Grand Haven"
"Automotive - Manufacturing","Shape Corporation","21","2014","Approved","549",,,"Grand Haven"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2006","Approved","128",,,"Charlotte"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2007","Approved","359",,,"Charlotte"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2008","Approved","391",,,"Charlotte"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2009","Approved","260",,,"Charlotte"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2010","Approved","211",,"1920482","Charlotte"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2011","Approved","142",,"1713791","Charlotte"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2012","Approved","85",,"4451071","Charlotte"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2013","Approved","95",,"477189","Charlotte"
"Automotive - Manufacturing","Spartan Motors, Inc.","240","2014","Approved","117",,"1313364","Charlotte"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2000","Approved","139",,,"Kalamazoo"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2001","Approved","115",,,"Kalamazoo"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2002","Approved","124",,,"Kalamazoo"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2003","Approved","153",,,"Kalamazoo"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2004","Approved","155",,,"Kalamazoo"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2005","Approved","151",,,"Kalamazoo"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2006","Approved","116",,,"Kalamazoo"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2007","Approved","123",,,"Kalamazoo"
"Automotive - Manufacturing","Spicer Heavy Axle & Brake Inc.","55","2008","Approved","116",,,"Kalamazoo"
"Automotive - Manufacturing","Tk Holdings Inc.","646","2011","Approved","7",,"10286576","Auburn Hills"
"Automotive - Manufacturing","Tk Holdings Inc.","646","2012.1","Approved","44",,,"Auburn Hills"
"Automotive - Manufacturing","Tk Holdings Inc.","646","2012.2","Approved","60",,,"Auburn Hills"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","1996","Approved","149",,,"Plymouth"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","1997","Approved","247",,,"Plymouth"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","1998","Approved","75",,,"Plymouth"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","1999","Approved","247",,,"Plymouth"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","2000","Approved","247",,,"Plymouth"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","2001","Approved","247",,,"Plymouth"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","2002","Approved","247",,,"Plymouth"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","2003","Approved","247",,,"Plymouth"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","2004","Approved","247",,,"Plymouth"
"Automotive - Manufacturing","Tower Automotive Plymouth, Inc.","6","2005","Approved","243",,,"Plymouth"
"Automotive - Manufacturing","Toyoda Gosei North America Corporation","234","2005","Approved","8",,,"Troy"
"Automotive - Manufacturing","Toyoda Gosei North America Corporation","234","2006","Did Not Qualify","22",,,"Troy"
"Automotive - Manufacturing","Toyota Motor Engineering & Manufacturing","282","2009","Approved","231",,"136956476","Ann Arbor"
"Automotive - Manufacturing","Toyota Motor Engineering & Manufacturing","282","2010","Approved","327",,"1949711","Ann Arbor"
"Automotive - Manufacturing","Toyota Motor Engineering & Manufacturing","282","2011","Approved","308",,"3009288","Ann Arbor"
"Automotive - Manufacturing","Toyota Motor Engineering & Manufacturing","282","2012","Approved","360",,"3623977","Ann Arbor"
"Automotive - Manufacturing","TRW Automotive Inc","190","2004","Approved","165",,,"Livonia"
"Automotive - Manufacturing","TRW Automotive Inc","190","2005","Approved","165",,,"Livonia"
"Automotive - Manufacturing","TRW Automotive Inc","190","2006","Approved","165",,,"Livonia"
"Automotive - Manufacturing","TRW Automotive Inc","190","2007","Approved","165",,,"Livonia"
"Automotive - Manufacturing","TRW Automotive Inc","190","2008","Approved","165",,,"Livonia"
"Automotive - Manufacturing","TRW Automotive Inc","190","2009","Did Not Qualify",,,,"Livonia"
"Automotive - Manufacturing","TRW Automotive Inc","190","2010","Did Not Qualify",,,,"Livonia"
"Automotive - Manufacturing","TRW Automotive Inc","190","2011","Did Not Qualify","20",,,"Livonia"
"Automotive - Manufacturing","US Farathane Corporation","607","2011","Approved","256",,,"Auburn Hills"
"Automotive - Manufacturing","US Farathane Corporation","607","2011","Approved",,"510","26744456","Auburn Hills"
"Automotive - Manufacturing","US Farathane Corporation","607","2012","Approved","474",,,"Auburn Hills"
"Automotive - Manufacturing","US Farathane Corporation","607","2012","Approved",,"510","20892333","Auburn Hills"
"Automotive - Manufacturing","US Farathane Corporation","607","2013","Approved","865",,,"Auburn Hills"
"Automotive - Manufacturing","US Farathane Corporation","607","2013","Approved",,"464","22276826","Auburn Hills"
"Automotive - Manufacturing","Venchurs Inc.","425","2009","Did Not Qualify",,,,"Adrian"
"Automotive - Manufacturing","Venchurs Inc.","425","2010","Did Not Qualify","10",,,"Adrian"
"Automotive - Manufacturing","Venchurs Inc.","425","2011","Did Not Qualify","6",,,"Adrian"
"Automotive - Manufacturing","Ventra Evart, LLC","354","2007","Did Not Qualify",,"424",,"Evart"
"Automotive - Manufacturing","Ventra Evart, LLC","354","2008","Did Not Qualify",,"340",,"Evart"
"Automotive - Manufacturing","Vitec, LLC","29","1999","Approved","128",,,"Detroit"
"Automotive - Manufacturing","Vitec, LLC","29","2000","Approved","107",,,"Detroit"
"Automotive - Manufacturing","Webasto Roof Systems Inc.","557","2010","Did Not Qualify",,,,"Rochester Hills"
"Automotive - Manufacturing","Webasto-Edscha Cabrio USA, Inc.","222","2006","Approved","162",,,"Plymouth"
"Automotive - Manufacturing","Webasto-Edscha Cabrio USA, Inc.","222","2007","Approved","203",,,"Plymouth"
"Automotive - Manufacturing","Webasto-Edscha Cabrio USA, Inc.","222","2008","Approved","144",,,"Plymouth"
"Automotive - Manufacturing","Webasto-Edscha Cabrio USA, Inc.","222","2009","Did Not Qualify",,,,"Plymouth"
"Automotive - Manufacturing","Webasto-Edscha Cabrio USA, Inc.","222","2010","Did Not Qualify",,,,"Plymouth"
"Automotive - Manufacturing","Webasto-Edscha Cabrio USA, Inc.","222","2011","Approved","83",,"10119321","Plymouth"
"Automotive - Manufacturing","Webasto-Edscha Cabrio USA, Inc.","222","2012","Approved","81",,"4747878","Plymouth"
"Automotive - Manufacturing","Witzenmann Usa, LLC","653","2012","Approved","75",,"10201543","Troy"
"Automotive - Manufacturing","Witzenmann Usa, LLC","653","2013","Approved","125",,"8332731","Troy"
"Automotive - Manufacturing","Yanfeng (USA) Automotive Trim Systems","694","2012","Approved","69",,"4748357","Harrison Township"
"Automotive - Manufacturing","Yanfeng (USA) Automotive Trim Systems","694","2013","Approved","189",,"1216490","Harrison Township"
"Automotive - Manufacturing","ZF Group NAO","179","2004","Approved","26",,,"Northville"
"Automotive - Manufacturing","ZF Group NAO","179","2005","Did Not Qualify",,,,"Northville"
"Automotive - Manufacturing","ZF Group NAO","179","2006.1","Approved","35",,,"Northville"
"Automotive - Manufacturing","ZF Group NAO","179","2006.2","Approved","12",,,"Northville"
"Automotive - Manufacturing","ZF Group NAO","179","2007.1","Approved","25",,,"Northville"
"Automotive - Manufacturing","ZF Group NAO","179","2007.2","Approved","9",,,"Northville"
"Automotive - Manufacturing","ZF Group NAO","179","2008","Approved","42",,,"Northville"
"Automotive - Manufacturing","ZF Group NAO","179","2009","Approved","28",,"2390591","Northville"
"Automotive - Manufacturing","ZF Group NAO","179","2010","Approved","34",,"2605693","Northville"
"Automotive - Manufacturing","ZF Group NAO","179","2011","Approved","57",,"2758077","Northville"
"Automotive - Manufacturing","ZF Group NAO","179","2012","Approved","94",,"813155","Northville"
"Automotive - Manufacturing","ZF Group NAO","179","2013","Approved","115",,,"Northville"
"Automotive - Manufacturing","ZF Group NAO","494","2011","Approved","378",,"33600617","Northville"
"Automotive - Manufacturing","ZF Group NAO","494","2012","Approved","493",,,"Northville"
"Automotive - Manufacturing","ZF Group NAO","494","2013","Approved","475",,"32265307","Northville"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2007","Approved","84",,,"Plymouth"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2008","Approved","125",,,"Plymouth"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2009","Approved","73",,"2695299","Plymouth"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2010","Approved","66",,"1931604","Plymouth"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2011","Approved","116",,"2130283","Plymouth"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2012","Approved","130",,"1919760","Plymouth"
"Automotive - R&D Testing","AVL Powertrain Engineering, Inc.","321","2013","Approved","131",,"1919760","Plymouth"
"Automotive - R&D Testing","Continental Automotive Systems","564","2010","Approved","72",,,"Auburn Hills"
"Automotive - R&D Testing","Continental Automotive Systems","564","2010","Approved",,"119","64485631","Auburn Hills"
"Automotive - R&D Testing","Continental Automotive Systems","564","2011","Approved","83",,,"Auburn Hills"
"Automotive - R&D Testing","Continental Automotive Systems","564","2011","Approved",,"225","199378","Auburn Hills"
"Automotive - R&D Testing","Continental Automotive Systems","564","2012","Approved","126",,,"Auburn Hills"
"Automotive - R&D Testing","Continental Automotive Systems","564","2012","Approved",,"224",,"Auburn Hills"
"Business Services","Health Care Services Incorporated","471","2009","Approved","57",,"1125178","Detroit"
"Business Services","Health Care Services Incorporated","471","2010","Approved","65",,"104047","Detroit"
"Business Services","Health Care Services Incorporated","471","2011","Approved","100",,"464022","Detroit"
"Business Services","Kelly Services, Inc.","450","2009","Did Not Qualify",,,,"Troy"
"Business Services","Kelly Services, Inc.","450","2010","Did Not Qualify",,,,"Troy"
"Business Services","Kelly Services, Inc.","450","2011","Did Not Qualify",,,,"Troy"
"Business Services","Pulte Homes Corporation","488","2010","Did Not Qualify","35",,,"Bloomfield Hills"
"Business Services","Quicken Loans, Inc.","231","2004","Approved","161",,,"Troy"
"Business Services","Quicken Loans, Inc.","231","2005","Approved","331",,,"Troy"
"Business Services","Quicken Loans, Inc.","231","2006","Approved","518",,,"Troy"
"Business Services","Reino Linen Service of Michigan","480","2009","Did Not Qualify",,,,"Brownstown"
"Business Services","Reino Linen Service of Michigan","480","2010","Did Not Qualify","37",,,"Brownstown"
"Business Services","Reino Linen Service of Michigan","480","2011","Approved","83",,"10651137","Brownstown"
"Business Services","Rlptechnologies, Inc.","235","2004","Approved","16",,,"Farmington Hills"
"Business Services","Rlptechnologies, Inc.","235","2005","Approved","27",,,"Farmington Hills"
"Business Services","Rlptechnologies, Inc.","235","2006","Approved","26",,,"Farmington Hills"
"Business Services","Rlptechnologies, Inc.","235","2007.1","Approved","18",,,"Farmington Hills"
"Call Center","AT&T Inc. Michigan","279","2005","Approved",,"872","29858060","Detroit"
"Call Center","AT&T Inc. Michigan","279","2006","Approved",,"1032",,"Detroit"
"Call Center","AT&T Inc. Michigan","279","2007","Approved",,"1008",,"Detroit"
"Call Center","AT&T Inc. Michigan","279","2008","Approved",,"785",,"Detroit"
"Call Center","AT&T Inc. Michigan","279","2009","Approved",,"894",,"Detroit"
"Call Center","AT&T Inc. Michigan","279","2010","Approved",,"883",,"Detroit"
"Call Center","AT&T Inc. Michigan","279","2011","Approved",,"908",,"Detroit"
"Call Center","Comcast Corporation","299","2007","Approved","194",,,"Sterling Heights"
"Call Center","Comcast Corporation","299","2008","Approved","190",,,"Sterling Heights"
"Call Center","Comcast Corporation","299","2009","Approved","269",,,"Sterling Heights"
"Call Center","Comcast Corporation","299","2010","Approved","199",,"319436","Sterling Heights"
"Call Center","Comcast Corporation","299","2011","Approved","203",,,"Sterling Heights"
"Call Center","Morley Companies, Inc.","476","2009","Approved","332",,,"Saginaw"
"Call Center","Morley Companies, Inc.","476","2010","Approved","349",,"6801396","Saginaw"
"Call Center","Morley Companies, Inc.","476","2011","Approved","350",,,"Saginaw"
"Call Center","Morley Companies, Inc.","476","2012.1","Approved","335",,"107109","Saginaw"
"Call Center","Morley Companies, Inc.","476","2012.2","Approved","346",,"4732422","Saginaw"
"Call Center","Morley Companies, Inc.","476","2013","Approved","347",,,"Saginaw"
"Call Center","Morley Companies, Inc.","600","2011","Approved","147",,"7814686","Saginaw"
"Call Center","Morley Companies, Inc.","600","2012.1","Approved","96",,,"Saginaw"
"Call Center","Morley Companies, Inc.","600","2012.2","Approved","205",,,"Saginaw"
"Call Center","Morley Companies, Inc.","600","2013","Approved","183",,,"Saginaw"
"Call Center","Morley Companies, Inc.","600","2014","Approved","324",,,"Saginaw"
"Call Center","priceline.com","431","2009","Approved","70",,"2393728","Wyoming"
"Call Center","priceline.com","431","2010","Approved","151",,"3179077","Wyoming"
"Call Center","priceline.com","431","2011","Approved","272",,"2747856","Wyoming"
"Call Center","priceline.com","431","2012.1","Approved","308",,,"Wyoming"
"Call Center","priceline.com","431","2012.2","Approved","473",,,"Wyoming"
"Call Center","SBC Internet Services","468","2009","Approved","172",,"1843726","Detroit"
"Call Center","SBC Internet Services","468","2010","Approved","196",,,"Detroit"
"Call Center","SBC Internet Services","468","2011","Approved","120",,"0","Detroit"
"Call Center","Systems in Motion, LLC","578","2010","Approved","51",,"546575","Ann Arbor"
"Call Center","Systems in Motion, LLC","578","2011","Did Not Qualify","45",,,"Ann Arbor"
"Call Center","Systems in Motion, LLC","578","2012","Approved","67",,"290238","Ann Arbor"
"Call Center","Systems in Motion, LLC","578","2013","Approved","92",,"583349","Ann Arbor"
"Call Center","The Minacs Group (USA) Inc.","633","2012.1","Approved","140",,"1729215","Farmington Hills"
"Call Center","The Minacs Group (USA) Inc.","633","2012.2","Approved","108",,"702120","Farmington Hills"
"Call Center","The Minacs Group (USA) Inc.","633","2013","Approved","397",,"3600866","Farmington Hills"
"Call Center","The Minacs Group (USA) Inc.","633","2014","Approved","580",,"2489129","Farmington Hills"
"Chemicals","ADCO Products","625","2011","Approved","86",,"4158292","Michigan Center"
"Chemicals","ADCO Products","625","2012","Approved","81",,"4470076","Michigan Center"
"Chemicals","ADCO Products","625","2013.1","Approved","97",,"1135766","Michigan Center"
"Chemicals","ADCO Products","625","2013.2","Approved","88",,,"Michigan Center"
"Chemicals","ADCO Products","625","2014","Approved","84",,"1396257","Michigan Center"
"Chemicals","BASF Corporation","338","2007","Approved","62",,,"Wyandotte"
"Chemicals","BASF Corporation","338","2008","Approved","83",,,"Wyandotte"
"Chemicals","BASF Corporation","338","2011","Approved","61",,,"Wyandotte"
"Chemicals","BASF Corporation","338","2012","Approved","70",,,"Wyandotte"
"Chemicals","BASF Corporation","338","2013","Approved","81",,,"Wyandotte"
"Chemicals","BASF Corporation","338","2014","Approved","192",,,"Wyandotte"
"Chemicals","Chemetall US, Inc.","725","2013","Approved",,"77","1722118","Romulus"
"Chemicals","Metalloid Corporation","734","2012","Approved","16",,"23362","Sturgis"
"Chemicals","Metalloid Corporation","734","2013","Approved","19",,"78423","Sturgis"
"Chemicals","Metalloid Corporation","734","2014","Approved","18",,"107994","Sturgis"
"Chemicals","Wacker Chemical Corporation","606","2011","Approved",,"148","10436995","Adrian"
"Defense/Military","Axletech International, LLC","612","2011","Approved",,"135","4024651","Troy"
"Defense/Military","Century Incorporated","686","2011","Approved","19",,"4691345","Traverse City"
"Defense/Military","Consolidated Resource Imaging, LLC","591","2010","Approved","9",,"2454712","Grand Rapids"
"Defense/Military","Consolidated Resource Imaging, LLC","591","2011","Approved","17",,"1197613","Grand Rapids"
"Defense/Military","Consolidated Resource Imaging, LLC","591","2012","Approved","20",,"18772","Grand Rapids"
"Defense/Military","Consolidated Resource Imaging, LLC","591","2013","Approved","18",,"179985","Grand Rapids"
"Defense/Military","Consolidated Resource Imaging, LLC","591","2014","Did Not Qualify","17",,"605901","Grand Rapids"
"Defense/Military","General Dynamics Land Systems","407","2008","Approved","144",,,"Sterling Heights"
"Defense/Military","General Dynamics Land Systems","407","2009","Approved","203",,"1336500","Sterling Heights"
"Other","Rec Boat Holdings, LLC","140","2006","Approved","689",,,"Cadillac"
"Defense/Military","General Dynamics Land Systems","407","2010","Approved","73",,"13020021","Sterling Heights"
"Defense/Military","Quantum Signal, LLC","671","2011","Approved","5",,"918993","Saline"
"Defense/Military","Testek Inc.","454","2009","Approved","5",,,"Wixom"
"Defense/Military","Testek Inc.","454","2010","Approved","6",,"1596","Wixom"
"Defense/Military","Testek Inc.","454","2011","Approved","9",,"30799","Wixom"
"Defense/Military","Testek Inc.","454","2012","Approved","21",,"36916","Wixom"
"Defense/Military","Waltonen Engineering","667","2010","Approved","20",,"2526338","Warren"
"Defense/Military","Waltonen Engineering","667","2011","Did Not Qualify",,,,"Warren"
"Defense/Military","Wolverine World Wide, Incorporated","571","2010","Approved","101",,,"Big Rapids"
"Defense/Military","Wolverine World Wide, Incorporated","571","2011","Approved","96",,,"Big Rapids"
"Electronics","Advanced Photonix, Inc.","308","2007","Approved","16",,,"Ann Arbor"
"Electronics","Advanced Photonix, Inc.","308","2008.1","Approved","30",,,"Ann Arbor"
"Electronics","Advanced Photonix, Inc.","308","2008.2","Approved","37",,,"Ann Arbor"
"Electronics","Advanced Photonix, Inc.","308","2009","Approved","39",,,"Ann Arbor"
"Electronics","Advanced Photonix, Inc.","308","2010","Approved","41",,,"Ann Arbor"
"Electronics","Advanced Photonix, Inc.","308","2011","Approved","42",,"1090542","Ann Arbor"
"Electronics","Advanced Photonix, Inc.","308","2012.1","Approved","60",,"528799","Ann Arbor"
"Electronics","Advanced Photonix, Inc.","308","2012.2","Approved","52",,,"Ann Arbor"
"Electronics","Advanced Photonix, Inc.","308","2013","Approved","45",,"646855","Ann Arbor"
"Electronics","Advanced Photonix, Inc.","308","2014","Approved","38",,"290101","Ann Arbor"
"Electronics","Advanced Photonix, Inc.","308","2015","Approved","34",,"209157","Ann Arbor"
"Electronics","Aeroflex","639","2012.1","Approved","26",,"2128857","Ann Arbor"
"Electronics","Aeroflex","639","2012.2","Approved","29",,"311493","Ann Arbor"
"Electronics","Dow Corning Corporation","216","2007","Approved","35",,,"Auburn"
"Electronics","Dow Corning Corporation","216","2008","Approved","33",,,"Auburn"
"Electronics","Dow Corning Corporation","216","2010","Approved","35",,"194184","Auburn"
"Electronics","Dow Corning Corporation","216","2011","Approved","44",,"5147662","Auburn"
"Electronics","Dow Corning Corporation","216","2012","Approved","97",,"28532946","Auburn"
"Electronics","Dow Corning Corporation","216","2013","Approved","135",,"30651792","Auburn"
"Electronics","Dow Corning Corporation","216","2014","Approved","176",,"15622900","Auburn"
"Electronics","ECD Ovonics","128","2002","Approved","22",,,"Rochester Hills"
"Electronics","ECD Ovonics","128","2003","Approved","23",,,"Rochester Hills"
"Electronics","GE Aviation","205","2004","Approved","70",,,"Grand Rapids"
"Electronics","GE Aviation","205","2005","Approved","120",,,"Grand Rapids"
"Electronics","GE Aviation","205","2006","Approved","120",,,"Grand Rapids"
"Electronics","GE Aviation","205","2007.1","Approved","118",,,"Grand Rapids"
"Electronics","GE Aviation","205","2007.2","Approved","119",,,"Grand Rapids"
"Electronics","GE Aviation","296","2005","Approved","12",,,"Grand Rapids"
"Electronics","Gentex Corporation","769","2013","Approved","650",,,"Zeeland"
"Electronics","PCB Load & Torque (a PCB Group Company)","554","2010","Approved","20",,"1164673","Farmington Hills"
"Electronics","PCB Load & Torque (a PCB Group Company)","554","2011","Approved","25",,,"Farmington Hills"
"Electronics","SoundOff Signal","525","2010","Approved","8",,"2358636","Hudsonville"
"Electronics","SoundOff Signal","525","2011","Approved","20",,"2168303","Hudsonville"
"Electronics","SoundOff Signal","525","2012","Approved","39",,"3239384","Hudsonville"
"Financial Services","Asset Acceptance Corporation","546","2010","Did Not Qualify","69",,,"Warren"
"Financial Services","Auto-Owners Insurance","585","2014","Approved","318",,"5552211","Lansing"
"Financial Services","Chrysler Group LLC","91","2002","Approved","228",,,"Auburn Hills"
"Financial Services","Chrysler Group LLC","91","2003","Approved","318",,,"Auburn Hills"
"Financial Services","Chrysler Group LLC","91","2004","Approved","352",,,"Auburn Hills"
"Financial Services","Chrysler Group LLC","91","2005","Approved","390",,,"Auburn Hills"
"Financial Services","Chrysler Group LLC","91","2006","Approved","389",,,"Auburn Hills"
"Financial Services","Chrysler Group LLC","91","2007.1","Approved","294",,,"Auburn Hills"
"Financial Services","Chrysler Group LLC","91","2007.2","Approved","377",,,"Auburn Hills"
"Financial Services","Credit Acceptance Corporation","385","2008","Approved","61",,,"Southfield"
"Financial Services","Farmers Group, Inc.","577","2011","Approved","346",,,"Caledonia"
"Financial Services","Farmers Group, Inc.","577","2012","Approved","730",,,"Caledonia"
"Financial Services","Farmers Group, Inc.","577","2013","Approved","699",,,"Caledonia"
"Financial Services","Farmers Group, Inc.","577","2014","Approved","810",,,"Caledonia"
"Financial Services","Flagstar Bank, Fsb","81","2001","Approved","442",,,"Troy"
"Financial Services","Flagstar Bank, Fsb","81","2002","Approved","442",,,"Troy"
"Financial Services","Flagstar Bank, Fsb","81","2003","Approved","706",,,"Troy"
"Financial Services","Flagstar Bank, Fsb","81","2004","Approved","464",,,"Troy"
"Financial Services","Flagstar Bank, Fsb","81","2005","Approved","327",,,"Troy"
"Financial Services","Flagstar Bank, Fsb","81","2006","Approved","675",,,"Troy"
"Financial Services","Flagstar Bank, Fsb","81","2007","Approved","771",,,"Troy"
