"placa","clase","fecha_matricula","modelo","motor","estado","chasis","cod_marca","cod_linea","linea","cod_carroceria","servcio"
"NVN755","4","19/01/1995","1994","KA24037487M","V","4BJLGC120M-000684","490","479","VENETTE","116","2"
"NVN403","7","30/09/1994","1995","469GM2U0890990","V","SH629876","325","57","4700","130","2"
"NVN403","7","30/09/1994","1995","469GM2U0890990","V","SH629876","325","57","4700","130","2"
"NVN423","29","26/09/1994","1994","KA24044129M","V",,"490","479","VENETTE","116","2"
"NVN323","8","25/08/1994","1994","0912001","V","XTC551110N0086222","375","5","55111","130","2"
"NVN595","7","29/11/1994","1994","840776","V","NL94302403","143","1079","NPR NA","107","2"
"NVN271","3","3/08/1994","1994","TD27124638T","V","4LFUD21000797","490","241","NISSANURVAN2000","304","2"
"NVM959","7","17/03/1994","1994","C-115220","V","T-45-03697","450","343","T 45","108","2"
"NVN258","4","27/07/1994","1994","KA24039220M","V","4BJLGC120M001085","490","479","VENETTE","116","2"
"NVM990","3","12/04/1994","1994","314034","V","TS94230327","143","906","LUV-TFR","107","2"
"NVN069","3","10/05/1994","1994","3718309","V","RN855093905","642","287","HILUX4X4DOBLECAB","106","2"
"NVN037","7","28/04/1994","1994","NT","V",,"234","327","F7000DIESEL","115","2"
"NVN146","7","8/06/1994","1994","C115919","V","T4503992","450","343","T 45","108","2"
"NVM908","8","14/03/1994","1994","0930753","V","XTC551110N2001732","375","5","55111","130","2"
"NVM909","8","14/02/1994","1994","0937294","V","XTC551110N2004150","375","5","55111","130","2"
"NVM910","8","14/03/1994","1994","0937284","V","XTC551110N1003693","375","5","55111","130","2"
"VZH853","1","19/11/2009","2010","G4HC9M827327","V","MALAB51GAAM447976","317","449","TAXIATOSPRIMEGL","5018","2"
"NVM709","4","3/12/1993","1993","TD27009589","V","WHGE24015278474VNP3","490","486","WHLF24D","116","2"
"NVM569","7","20/10/1993","1993","C-114601","V","T45-03342","450","343","T 45","108","2"
"NVM252","2","12/06/1993","1993","242693","V","USD41622","143","1320","TROOPER","102","2"
"NVM316","3","8/07/1993","1993","M8Z3D0025","V","3TL720M001431","490","429","TL 720T","107","2"
"VZH851","1","19/11/2009","2010","G4HC9M825289","V","MALAB51GAAM445594","317","450","TAXIATOSPRIMEGL999CC","5018","2"
"VZH857","1","19/11/2009","2010","G4HC9M838937","V","MALAB51GAAM451322","317","450","TAXIATOSPRIMEGL999CC","114","2"
"VXA373","6","27/03/1976","1971","VXA373","V","315333","199","100","D 600","116","2"
"VXA459","7","29/01/1973","1972","GT-15609","V","N315097","199","100","D 600","107","2"
"VXA639","6","20/01/1975","1974","4T15019","V","ND","199","112","D600221DIESEL","116","2"
"VZD468","3","27/08/2007","2007","475754","V","8LBETF1E470007599","143","834","LUVDMAXDIESEL304X4CD","6002","2"
"VXA627","6","20/12/1974","1974","4T15039","V","4866101","199","100","D 600","116","2"
"VXA648","6","14/02/1975","1974","4T-15311","V","ND","199","100","D 600","116","2"
"VZD478","1","27/08/2007","2008","B10S1830118KA2","V","9GAMM61068B015118","143","1198","SPARKTAXILOCALCA","114","2"
"VXA440","6","6/10/1972","1971","FE6006419C","V","N313090","199","100","D 600","101","2"
"VXA681","1","18/12/1975","1975","5C-7002648","V","ND","199","131","DART","114","2"
"VZD470","1","27/08/2007","2007","LJ465Q1ANE1610387731","V","LGXC14AF170100125","110","3","FLEYERQCJ7111A","114","2"
"VZD471","3","27/08/2007","2008","JL465Q5756M80227","V","LSCBB13D38G000641","129","24","STARSC1022BB13D","107","2"
"VZD471","3","27/08/2007","2008","JL465Q5756M80227","V","LSCBB13D38G000641","129","24","STARSC1022BB13D","108","2"
"VXA111","7","14/02/1972","1971","468TM2U610296","V","ND","199","109","D600197DIESEL","107","2"
"VXA411","6","17/08/1972","1971","FEG-003744C","V","N312797","199","100","D 600","101","2"
"VXA772","6","16/08/1976","1976","T614105C82","V","ND","199","100","D 600","116","2"
"VXB011","6","17/02/1978","1976","ND","V","ND","234","50","B600DIESEL","116","2"
"VXA818","6","11/04/1977","1977","T704322 C82","V","DT-704322","199","100","D 600","116","2"
"VZD474","3","27/08/2007","2008","496168","V","8LBETF1E780008439","143","834","LUVDMAXDIESEL304X4CD","150","2"
"VZD474","3","27/08/2007","2008","496168","V","8LBETF1E780008439","143","834","LUVDMAXDIESEL304X4CD","6002","2"
"VXA821","6","20/04/1977","1977","T-707609C-82","V","ND","199","110","D600197GAS","116","2"
"VXA806","6","11/03/1977","1977","T704113C82","V","ND","199","100","D 600","116","2"
"VZD265","3","11/05/2007","2007","F2836346","V","8LFUNX0227M001393","450","244","B22CS3","108","2"
"VZD265","3","11/05/2007","2007","F2836346","V","8LFUNX0227M001393","450","244","B22CS3","107","2"
"VXA753","6","11/05/1976","1976","T610314082","V","DT610314","199","100","D 600","116","2"
"VXA817","6","14/04/1977","1977","T707607 C82","V","ND","199","100","D 600","116","2"
"VXB170","1","27/06/1979","1979","P-90954226T","V","ND","199","131","DART","114","2"
"VXB210","6","10/07/1979","1978","T863614C-82","V","ND","199","193","P600221FFC","116","2"
"VXB209","6","9/07/1979","1978","T863606C-82","V","ND","199","100","D 600","116","2"
"VXB213","6","10/07/1979","1978","T863622 C 82","V","ND","199","100","D 600","116","2"
"VXB081","1","25/09/1978","1978","P-83483826T","V","ND","199","131","DART","114","2"
"VXB208","6","5/07/1979","1978","T863608C-82","V","ND","199","112","D600221DIESEL","116","2"
"VXB223","6","28/07/1979","1979","468TM2U597881*","V","DT920116","199","100","D 600","101","2"
"VXB207","6","9/07/1979","1978","T863807C-82","V","ND","199","100","D 600","116","2"
"VXB116","6","18/01/1979","1978","FE6-017683B","V","DT858622","199","100","D 600","101","2"
"VXA846","6","11/08/1977","1977","005426","V","ND","231","60","673 N","116","2"
"VXB020","6","9/03/1978","1978","T811409-C-82","V","ND","199","100","D 600","116","2"
"VXA859","6","28/11/1977","1977","VXA859","V","6034709","199","194","P 900","116","2"
"VXA954","1","3/11/1975","1975","5C-7001789","V","ND","199","131","DART","114","2"
"VXA971","6","4/04/1976","1976","T605611C82","V","DT605611","199","100","D 600","116","2"
"VZD472","3","27/08/2007","2008","JL465Q5756M76248","V","LSCBB23D18G000417","129","26","STAR SC 1022BB23D","6002","2"
"SAK018","7","20/12/2007","1994","34717840","V","CH94941010","143","187","BRIGADIER","115","2"
"SAK128","7","ND","1994","2BK48867","V","CM94204715","143","686","KODIAK","107","2"
"SAK128","7","ND","1994","2BK48867","V","CM94204715","143","686","KODIAK","108","2"
"VXB720","1","8/06/1983","1983","000021428","V","D0802125","554","361","R 18 TL","114","2"
"VZD476","5","27/08/2007","2008","515557","V","9GCNPR7148B010990","143","1031","NPR 71","116","2"
"VXB360","2","2/05/1980","1979","M51043","V","ND","234","483","LUJO","103","2"
"VXB568","6","1/09/1981","1981","FD6-002362T","V","BM008120","143","145","B-60 218","116","2"
"VXB586","5","27/10/1981","1981","LOO9220LT9","V","PLOO9220","143","1123","P 30 133","116","2"
"VXB301","6","26/11/1979","1979","T944920C72","V","DT944920","199","100","D 600","116","2"
"VXB506","6","31/03/1981","1981","M006722L86","V","BM006722","143","143","B 60","116","2"
"VZD319","3","14/06/2007","2008","J37200164","V","KNAMB761286159314","385","32","CARNIVAL LX","106","2"
"VXB625","7","13/01/1982","1981","FE6053831B","V","CM003001","143","263","C7018","107","2"
"VXB753","7","18/08/1993","1983","L352813LT9","V","CL352813","143","243","C301355","107","2"
"VZD480","4","14/09/2007","2008","517118","V","9GCNKR55X8B004907","143","992","NKR 55","116","2"
"VXB756","1","21/08/1983","1983","000020410","V","D0807661","554","27","18GTL","114","2"
"VXB785","5","26/11/1983","1984","L354301LT9","V","PL354301","143","1122","P30","116","2"
"VXB803","1","29/12/1983","1984","000001829","V","ND","554","27","18GTL","114","2"
"VXB719","1","14/04/1983","1983","990006217","V","0773642","554","411","R 6","114","2"
"VXB806","5","4/01/1984","1984","L401212LT9","V","PL401212","143","1124","P 30 135","116","2"
"VXB730","1","23/06/1983","1980","GNS-027992","V","ND","317","334","PONY","114","2"
"VXB811","5","24/01/1984","1984","L401202LT9","V","ND","143","1122","P30","116","2"
"VXB838","5","23/04/1984","1984","VXB838 L-402324 LT9","V","PL-402324","143","1122","P30","116","2"
"VXB842","5","18/05/1984","1984","FD35000030T","V","ND","143","243","C301355","116","2"
"VXB828","5","12/03/1984","1984","L400517","V","PL400517","143","1122","P30","116","2"
"VXB717","1","14/04/1983","1982","GNS-049438","V","KMHPF10EPCUB-10203","317","431","TAXI1400","114","2"
"VXB850","5","18/06/1984","1984","L404512LT9","V","PL404512","143","243","C301355","116","2"
"VXB854","5","22/06/1984","1984","L404507LT9","V","ND","143","243","C301355","116","2"
"VXB823","1","25/02/1984","1984","000002303","V","ND","554","349","R 18","114","2"
"VXB804","5","31/01/1984","1984","L401221LT9","V","PL401221","143","1122","P30","116","2"
"VXB839","5","18/05/1984","1984","VXB839 L403503LT9","V","PL-403503","143","1123","P 30 133","116","2"
"VXB824","5","27/02/1984","1983","VXB824L403317LT9","V","PL256001","143","1122","P30","116","2"
"VXB913","1","13/03/1985","1985","4JI25JI087","V","5P432814","143","346","CHEVETTEPTACTE","114","2"
"VXB905","6","3/12/1984","1984","M458420L86","V","ND","143","143","B 60","116","2"
"VXB810","5","24/01/1984","1984","L354318LT9","V","PL354318","143","1122","P30","116","2"
"VXB915","5","28/01/1985","1984","L4091151T9","V","PL409115","143","1123","P 30 133","116","2"
"VXB917","5","15/02/1985","1985","L500015LT9","V","ND","143","243","C301355","116","2"
"VXB831","5","26/04/1984","1984","FD35005697","V","PL403510","143","243","C301355","116","2"
"VXB826","5","5/03/1984","1984","L400516LT9","V","PL400516","143","1122","P30","116","2"
"VXB892","1","22/10/1984","1984","M200907","V","E0905890","554","364","R 18 TS","114","2"
"VXB898","6","6/11/1984","1984","VXB-898","V","BM458416","143","143","B 60","116","2"
"VXB827","5","8/03/1984","1984","L400506LT9","V","PL400506","143","1122","P30","116","2"
"VXB813","5","29/01/1984","1984","L401203LT9","V","PL401203","143","1122","P30","116","2"
"VXB924","1","16/03/1985","1985","4JJ16JI070","V","5P434614","143","341","CHEVETTE","114","2"
"VXB900","1","22/11/1984","1985","4JH24JI009","V","ND","143","341","CHEVETTE","114","2"
"VXB793","1","20/12/1983","1984","3JA04JF043","V","5P330023","143","341","CHEVETTE","114","2"
"VXB820","1","16/02/1984","1984","3JJ25JI022","V","ND","143","341","CHEVETTE","114","2"
"VXB894","5","12/10/1984","1984","L408222LT9","V","PL408222","143","1122","P30","116","2"
"VXB866","5","13/08/1984","1984","PL406304","V","PL406304","143","1122","P30","116","2"
"VXB859","6","29/07/1984","1984","M455014L86","V","BM455014","143","143","B 60","116","2"
"VXB895","1","2/11/1984","1984","M201210","V","F0000163","554","364","R 18 TS","114","2"
"VXB872","5","27/08/1984","1984","L407321LT9","V","ND","143","1122","P30","116","2"
"VXB902","1","10/12/1984","1985","M706505R","V","F0000896","554","446","R 9 TL","114","2"
"VXB867","5","9/08/1984","1984","4D31496195R","V","PL406612","143","1122","P30","116","2"
"VZD502","1","14/09/2007","2008","G4HC7M141828","V","MALAB51GP8M119093","317","450","TAXIATOSPRIMEGL999CC","114","2"
"VXB873","5","26/08/1984","1984","L406801LT9","V","ND","143","1122","P30","116","2"
"VXB877","6","10/09/1984","1984","M456311L86","V","ND","143","143","B 60","116","2"
"VXB840","5","17/05/1984","1984","L403508LT9","V","PL403508","143","1122","P30","116","2"
"VXC009","1","10/12/1985","1985","F8-225014","V","ND","450","37","323H6M","114","2"
"VXB875","5","19/08/1984","1984","L406821LT9","V","PL406821","143","1122","P30","116","2"
"VXB843","5","18/05/1984","1984","L403502LT9","V","PL403502","143","1122","P30","116","2"
"VXB887","6","11/10/1984","1984","M458009L86","V","BM458009","143","145","B-60 218","116","2"
"VXB976","1","18/09/1985","1985","E5-417199","V","ND","450","59","323 NB","114","2"
"VXB973","1","18/09/1985","1985","F5-425019","V","323NT-00246","450","59","323 NB","114","2"
"VXB865","6","6/08/1984","1984","ET10267","V","BM456205","143","145","B-60 218","116","2"
"VXB954","1","9/07/1985","1985","4JK21JI160","V","5P550712","143","346","CHEVETTEPTACTE","114","2"
"VXB948","3","25/06/1985","1985","833918","V","KS570215","143","878","LUV KB 21","107","2"
"VXB888","6","27/09/1984","1984","M458008L86","V","ND","143","143","B 60","116","2"
"VXB981","1","9/10/1985","1985","4JL19JI003","V","5P-551722","143","341","CHEVETTE","114","2"
"VXB971","1","17/09/1985","1985","E5-534745","V","323NT-00270","450","59","323 NB","114","2"
"VXC080","1","28/08/1986","1986","6JD15JI19561","V","5P531222","143","341","CHEVETTE","114","2"
"VXC068","1","1/07/1986","1986","6JB19JI01431","V","5P558223","143","341","CHEVETTE","114","2"
"VXC085","1","27/09/1986","1986","6JCO8J107294","V","5P531024","143","341","CHEVETTE","114","2"
"VXC122","1","31/03/1987","1987","E5634817","V","323NT02123","450","73","323 NT","114","2"
"VXC095","3","28/10/1986","1986","M207851","V","GO201142","554","350","R18BREAK","106","2"
"VXC134","1","10/04/1987","1987","M405610","V","G0204086","554","427","R9GTL1300","114","2"
"VXC153","1","29/06/1988","1987","7JB23IP00339","V","5P745321","143","341","CHEVETTE","114","2"
"VXC188","1","13/11/1987","1987","E5560561R","V","323NT-00657","450","74","323NT15TAXI","114","2"
"VXC154","6","20/06/1987","1987","M702523L86","V","BM-702523","143","145","B-60 218","116","2"
"VXC183","1","13/10/1987","1987","7JF091P23854","V","5P749911","143","363","CHEVYTAXI","114","2"
"VXC138","1","21/04/1987","1987","F8-276976","V","626NT-00520","450","138","626 L","114","2"
"VXC213","2","18/04/1988","1986","453115","V","0138227","32","2","240","103","2"
"VXC245","1","19/08/1988","1988","M412300","V","00352693","554","446","R 9 TL","114","2"
"VXC249","1","20/06/1991","1988","M411591","V","00352138","554","441","R9TAXI","114","2"
"VXE228","1","2/06/1989","1989","9JC21IR80327","V","5P923511","143","346","CHEVETTEPTACTE","114","2"
"VZD549","9","20/09/2007","2008","79256197","V","3WKDD40X38F215560","384","25","T8006X4","173","2"
"VXC204","6","1/03/1988","1988","FD6-056846T","V","BM707101","143","145","B-60 218","116","2"
"VXC247","1","26/09/1988","1988","M412354","V","00352680","554","447","R9TLTAXI","114","2"
"VXC238","1","14/06/1988","1988","M411279","V","00351763","554","447","R9TLTAXI","114","2"
"VXC239","1","5/09/1988","1988","8JC15IR89161","V","5P827201","143","346","CHEVETTEPTACTE","114","2"
"VXE517","1","12/06/1991","1991","M421715","V","00408321","554","441","R9TAXI","114","2"
"VXE518","1","30/05/1991","1991","M421722","V","00408350","554","413","R 9","114","2"
"VXC196","1","15/01/1988","1988","7JJ19IR51079","V","5P820802","143","363","CHEVYTAXI","114","2"
"VXE515","1","11/06/1991","1991","1JA22IR76166","V","5PB23610","143","341","CHEVETTE","114","2"
"VXC254","1","16/10/1988","1988","M412501","V","00352953","554","441","R9TAXI","114","2"
"VXE514","5","6/06/1991","1991","C107752","V","T4500773","450","343","T 45","116","2"
"VXE521","29","13/06/1991","1991","J2449335","V","DHZP13WMA00549","466","132","L 300","116","2"
"VXE216","1","25/04/1989","1989","5JL04J180422","V","5P915103","143","341","CHEVETTE","114","2"
"VXC195","2","8/01/1988","1986","161316-31361","V","0138250","32","2","240","103","2"
"VXE513","5","6/06/1991","1991","C107739","V","T4500743","450","343","T 45","116","2"
"VXE523","1","17/06/1991","1991","IJB26IR80468","V","5PB24404","143","341","CHEVETTE","114","2"
"VXE510","1","31/05/1991","1991","M421678","V","00408215","554","441","R9TAXI","114","2"
"VXC192","1","11/12/1987","1987","014491","V","UU1R11701H2111657","169","14","1410","114","2"
"VXC258","1","28/03/2006","1988","M413334R","V","00353706-R","554","441","R9TAXI","114","2"
"VZD509","1","20/09/2007","2008","B10S1840938KA2","V","9GAMM61088B015282","143","1198","SPARKTAXILOCALCA","114","2"
"VXC260","1","21/10/1988","1987","E5 712956","V","323NT-02500","450","59","323 NB","114","2"
"VXE242","1","4/09/1989","1989","9JCO3IR77213","V","5P922711","143","341","CHEVETTE","114","2"
"VXE215","1","18/04/1989","1989","M415150","V","00401364","554","447","R9TLTAXI","114","2"
"VXC263","1","27/10/1988","1988","M412569","V","00352954","554","441","R9TAXI","114","2"
"VXE208","3","13/03/1989","1988","L805114LT9","V","CL-805114","143","240","C 30","107","2"
"VXC156","1","27/03/2006","1987","M406568","V","00300946","554","427","R9GTL1300","114","2"
"VXE307","1","26/09/1990","1990","M419138AR","V","00405441","554","447","R9TLTAXI","114","2"
"VXE312","4","27/09/1990","1990","QD32074997","V","TSA75424","143","908","LUVTFR1055","116","2"
"VZD616","3","29/10/2007","2008","537063","V","8LBETF1E080009495","143","813","LUVDMAX30DSL4X4CDSA","150","2"
"VZD616","3","29/10/2007","2008","537063","V","8LBETF1E080009495","143","813","LUVDMAX30DSL4X4CDSA","10012","2"
"VXE305","4","26/09/1990","1989","VN111803","V","B200005864","450","221","B 2000","116","2"
"VXE291","4","27/11/1990","1989","JS-133396","V","B2000-06220","450","221","B 2000","116","2"
"VXE258","1","13/08/1989","1989","M417109","V","00403279","554","413","R 9","114","2"
"VXE331","4","1/10/1990","1989","VN069489","V","TS972106","143","1293","TFR1600","116","2"
"VXE444","4","7/12/1990","1990","TD27-689854","V","TS976008","143","908","LUVTFR1055","116","2"
"VXB367","4","6/12/1990","1990","793441","V","TS975626","143","908","LUVTFR1055","116","2"
"VXE332","1","1/10/1990","1990","OJD26IR36124","V","5PA5222","143","341","CHEVETTE","114","2"
"VXE466","4","2/04/1991","1991","JS068000","V","TSA77610","143","908","LUVTFR1055","116","2"
"VXE442","1","13/03/2006","1990","E3-286745","V","323NT-303113","450","59","323 NB","114","2"
"VXE486","1","29/04/1991","1991","0JLO4IR71151","V","5PB21902","143","341","CHEVETTE","114","2"
"VXE334","1","1/09/1990","1990","0JA26IR27835","V","5PA23515","143","341","CHEVETTE","114","2"
"VXE468","1","15/03/2006","1991","0JJ30IR65940","V","5PB20324","143","341","CHEVETTE","114","2"
"VXE487","4","29/04/1991","1991","J2053933","V","TSA79624","143","906","LUV-TFR","116","2"
"VXE428","1","15/04/1991","1991","OJH13IR51954","V","5PA28620","143","341","CHEVETTE","114","2"
"VXE350","4","3/10/1990","1989","JS061489","V","TS972129","143","908","LUVTFR1055","116","2"
"VXE447","4","27/12/1990","1991","JS149100","V","TSA77728","143","908","LUVTFR1055","116","2"
"VXE351","1","3/10/1990","1990","M418808","V","00405181","554","441","R9TAXI","114","2"
"VXE336","4","1/10/1990","1989","JS104641","V","TS-972115","143","908","LUVTFR1055","116","2"
"VXE370","4","10/10/1990","1990","TD27868887","V","B200007120","450","221","B 2000","116","2"
"VXE488","1","3/05/1991","1991","1JA23IR76413","V","5PB23021","143","341","CHEVETTE","114","2"
"VXE472","4","17/04/1991","1990","VN-107015","V","B2000-09146","450","221","B 2000","116","2"
"VXE390","1","8/04/2006","1990","E3284946","V","323NT302974","450","59","323 NB","114","2"
"VXE473","4","18/04/1991","1991","CL3484","V","TSA78826","143","908","LUVTFR1055","116","2"
"VXE450","1","4/01/1991","1990","886011","V","2460252467","674","1","ACTAULIZARLINEA","114","2"
"VXE516","1","28/05/1991","1991","1JA22IR76168","V","5PB23017","143","341","CHEVETTE","114","2"
"VXE455","1","30/01/1991","1990","E3285866","V","323NT303072","450","59","323 NB","114","2"
"VXE392","1","22/06/1990","1990","M419093","V","00405422","554","447","R9TLTAXI","114","2"
"VXE414","4","16/11/1990","1990","FE-833738","V","B2000-08285","450","221","B 2000","116","2"
"VXE349","1","3/10/1990","1990","OJE30IR41974","V","5PA26206","143","341","CHEVETTE","114","2"
"VXE438","4","19/12/1990","1990","VN015373","V","B2000-08935","450","221","B 2000","116","2"
"VXE484","1","26/04/1991","1991","M421397","V","00407699","554","441","R9TAXI","114","2"
"VXE415","1","16/11/1991","1991","0JG30IR48740","V","SINCHASIS","143","341","CHEVETTE","114","2"
"VXE347","1","3/10/1990","1990","OJD10IR35500","V","5PA23819","143","341","CHEVETTE","114","2"
"VXE359","1","8/10/1990","1990","M419118","V","00405440","554","441","R9TAXI","114","2"
"VXE395","1","20/11/1990","1990","M418337","V","00404767","554","447","R9TLTAXI","114","2"
"VXE377","1","12/10/1990","1990","M419562","V","00406191","554","230","L42KR9","114","2"
"VXE366","1","9/10/1990","1990","E3-270578","V","323NT-302073","450","73","323 NT","114","2"
"VXE460","6","20/03/1991","1991","FE6023375B","V","BMB01924","143","143","B 60","116","2"
"VXE378","1","12/10/1990","1990","0JG17IR45625","V","5PA27603","143","341","CHEVETTE","114","2"
"VXE463","4","21/03/1991","1991","569415","V","TSA77723","143","908","LUVTFR1055","116","2"
"VXE321","1","28/09/1990","1990","M419084","V","00405376","554","413","R 9","114","2"
"VXE464","1","21/03/1991","1991","0JK05IR66638","V","5PB20607","143","346","CHEVETTEPTACTE","114","2"
"VXE418","4","20/11/1990","1990","JS049786","V","TSA75506","143","906","LUV-TFR","116","2"
"VXE493","4","8/05/1991","1991","WH142556","V","B2000-10395","450","221","B 2000","116","2"
"VXE380","1","17/10/1990","1990","M418809","V","00405180","554","441","R9TAXI","114","2"
"VXE494","1","9/05/1991","1991","M421389","V","00407700","554","446","R 9 TL","114","2"
"VXE419","1","20/11/1990","1990","0JA25IR27692","V","5PA23514","143","341","CHEVETTE","114","2"
"VXE422","29","23/03/2006","1990","VN009599","V","TSA76223","143","908","LUVTFR1055","116","2"
"VXE495","4","14/05/1991","1991","319820VXE495R","V","TSA71418","143","908","LUVTFR1055","116","2"
"VXE385","7","19/10/1990","1990","C106682","V","T4500429","450","343","T 45","107","2"
"VXC265","1","21/11/1988","1988","020995","V","UU1R11701J-2180228","169","14","1410","114","2"
"VXE425","1","14/05/1991","1991","E3-290688","V","323NT-3-03457","450","59","323 NB","114","2"
"VXE596","1","30/12/1991","1992","E3-308057","V","323NT-305225","450","74","323NT15TAXI","114","2"
"VXE555","1","27/08/1991","1991","M422221","V","00408688","554","441","R9TAXI","114","2"
"VXE558","1","29/08/1991","1991","1JF06IR92009","V","5PB28612","143","346","CHEVETTEPTACTE","114","2"
"VXE506","4","30/05/1991","1991","4G63-KY6640","V","DHZP13WMA00634","466","192","LONGBODY","116","2"
"VXE559","4","2/09/1991","1989","FE712839","V","B2000-06052","450","221","B 2000","116","2"
"VXE589","1","31/03/2006","1992","1JI03IR03302","V","5PB32918","143","341","CHEVETTE","114","2"
"VXE560","1","5/09/1991","1991","M422296","V","00408703","554","446","R 9 TL","114","2"
"VXE531","1","4/07/1991","1991","1JE09IR86151","V","5PB25209","143","341","CHEVETTE","114","2"
"VXE585","1","2/11/1991","1991","E5-716369","V","323NT-304875","450","74","323NT15TAXI","114","2"
"VXE534","1","10/07/1991","1991","1JD11IR86585","V","5PB25112R","143","348","CHEVETTETAXI","114","2"
"VXE536","1","10/07/1991","1991","E3300738","V","323NT304388","450","59","323 NB","114","2"
"VXE572","1","2/10/1991","1991","M422466","V","00408445","554","447","R9TLTAXI","114","2"
"VXE569","1","24/09/1991","1991","M422376","V","00408418","554","446","R 9 TL","114","2"
"VXE567","4","22/10/1991","1990","737690","V","TS973619","143","740","LUV","116","2"
"VXE501","4","22/05/1991","1991","4G63QV0313","V","B2000-09979","450","221","B 2000","116","2"
"VXE564","1","12/09/1991","1991","1JG08IR96182","V","ND","143","341","CHEVETTE","114","2"
"VXE341","4","2/10/1990","1989","705312","V","TS-972130","143","326","CERRADA","116","2"
"VXC277","1","5/04/1989","1989","8JJ27IR45343","V","5P918209","143","341","CHEVETTE","114","2"
"VXE603","1","9/01/1992","1992","M422512","V","00408980","554","413","R 9","114","2"
"VXE551","1","6/08/1991","1991","E3301904","V","323NT304527","450","59","323 NB","114","2"
"VXC283","1","11/01/1989","1989","VXC 283     R","V","323NT-3-00799","450","73","323 NT","114","2"
"VXE609","1","7/02/1992","1992","M422617","V","00409064","554","413","R 9","114","2"
"VXE612","1","7/02/1992","1992","1JK13IR13561","V","5PB61521","143","341","CHEVETTE","114","2"
"VXE614","1","10/02/1992","1992","M860134","V","00409177","554","413","R 9","114","2"
"VXE615","1","21/02/1992","1992","1JL06IR12548","V","5PB-61510","143","341","CHEVETTE","114","2"
"VXE617","1","4/03/1992","1992","M860310","V","00409486","554","413","R 9","114","2"
"VXE619","1","2/03/1992","1992","1JL16IR17308","V","ND","143","325","CENTURY","114","2"
"VXE344","1","2/10/1990","1990","M419568","V","00406192","554","441","R9TAXI","114","2"
"VXE637","1","24/03/1992","1992","M860625","V","00409799","554","413","R 9","114","2"
"VXE566","4","22/11/1991","1990","420127R","V","TS973618","143","740","LUV","116","2"
"VXE651","1","8/04/1992","1992","2JA23IR21790","V","5PC18418","143","341","CHEVETTE","114","2"
"VXE639","1","17/03/1992","1992","E3311343","V","323NT305798","450","18","32313HE","114","2"
"VXE641","1","18/03/1992","1992","E3-312210","V","323NT305877","450","59","323 NB","114","2"
