"codmpo","coddane","clase_de_equipamiento","subclase_de_equipamiento","nombre_equipamiento","clase_de_uso","localizaci_n","direcci_n","vereda_municipio","municipio","subregi_n","accesibilidad","tipo_de_superficie","acueducto","alcantarillado","energia_electrica","recolecci_n_de_basuras","gas_natural","conexiones","cobertura","infraestructura","transporte","observaciones","fecha","telefono","fecha_captura","geocoded_column"
"17777","17777000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","OFICINA DE DESPACHO OCCIDENTAL","CONSOLIDADO","RURAL","CARRERA 9#31-77","SUPIA","SUPIA","ALTO OCCIDENTE","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","INTERNET RED","MUNICIPAL","N/A","N/A","NINGUNA","2016-12-11T00:00:00.000","8561522","2016-12-11T00:00:00.000","(5.45692256540584, -75.6507755747734)"
"17873","17873017","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","CONTROL DE BUSES URBANOS SIDERAL","CONSOLIDADO","CABECERA MUNICIPAL","BARRIO LA FLORESTA CARRERA 19 CLL 6A","LA FLORESTA","VILLAMARIA","CENTRO SUR","PEATONAL","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","N/A","2016-11-08T00:00:00.000","N/A","2016-11-08T00:00:00.000","(5.04172451605848, -75.5224908377679)"
"17174","17174000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL AUTOLUJOS","CONSOLIDADO","CABECERA MUNICIPAL","CALLE 13 CON CARRERA 4","CHINCHINA","CHINCHINA","CENTRO SUR","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","N/A","NO TIENE CONEXION","N/A","INTERMINUCIPAL","N/A","N/A","N/A","2016-11-11T00:00:00.000","N/A","2016-11-11T00:00:00.000","(4.98685768072964, -75.6061712726462)"
"17873","17873010","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL DE BUSES URBANOS BARRIO TURIN","SIN_CONSOLIDAR","CABECERA MUNICIPAL","CALLE 21B CARRERA 6","TEJARES","VILLAMARIA","CENTRO SUR","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","N/A","N/A","INTERMINUCIPAL","N/A","N/A","N/A","2016-11-09T00:00:00.000","N/A","2016-11-09T00:00:00.000","(5.03496223027493, -75.5090909004401)"
"17524","17524010","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL DE TRANSPORTE","SIN_CONSOLIDAR","CABECERA MUNICIPAL","PARQUE PRINCIPAL","EL CACIQUE","PALESTINA","CENTRO SUR","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","N/A","N/A","INTERMINUCIPAL","N/A","N/A","N/A","2016-11-22T00:00:00.000","N/A","2016-11-22T00:00:00.000","(5.11101108960405, -75.7022768496998)"
"17174","17174000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL DE TRANSPORTE DE CHINCHINA","SIN_CONSOLIDAR","CABECERA MUNICIPAL","CALLE 13 CARRERA 7A ESQUINA","CHINCHINA","CHINCHINA","CENTRO SUR","VEHICULAR","PAVIMENTADA","N/A","SISTEMA DE ALCANTARILLADO","N/A","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","N/A","2016-11-11T00:00:00.000","N/A","2016-11-11T00:00:00.000","(4.98500978186242, -75.6070544513177)"
"17873","17873017","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL DE TRANSPORTE URBANO LA PRADERA","CONSOLIDADO","CABECERA MUNICIPAL","PARQUE LAS NEREIDAS","LA FLORESTA","VILLAMARIA","CENTRO SUR","PEATONAL","PAVIMENTADA","DE OTRA FUENTE POR TUBERIA","N/A","N/A","POR RECOLECCION PUBLICA O PRIVADA","N/A","N/A","DEPARTAMENTAL","N/A","N/A","N/A","2016-11-10T00:00:00.000","N/A","2016-11-10T00:00:00.000","(5.04411642972489, -75.5213346790479)"
"17042","17042000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL DE TRANSPORTES DE ANSERMA CALDAS","CONSOLIDADO","CABECERA MUNICIPAL","LA PRADERA","ANSERMA","ANSERMA","OCCIDENTE PROSPERO","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","INTERNET RED / TELÉFONO FIJO / TV  CABLE","MUNICIPAL","N/A","N/A","N/A","2016-11-04T00:00:00.000","N/A","2016-11-04T00:00:00.000","(5.24239218648111, -75.7823137977356)"
"17486","17486000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL DE TURISMO Y TRANSPORTE CENTRAL","CONSOLIDADO","CABECERA MUNICIPAL","LA.VARIANTE","NEIRA","NEIRA","CENTRO SUR","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","INTERNET RED","INTERMINUCIPAL","N/A","N/A","N/A","2016-11-21T00:00:00.000","N/A","2016-11-21T00:00:00.000","(5.16505629039345, -75.5179452896668)"
"17174","17524000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL DE YEEPS","CONSOLIDADO","CABECERA MUNICIPAL","CARRERA 9 ENTRE CALLES 10 Y 11","PALESTINA","PALESTINA","CENTRO SUR","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","TV CABLE","INTERVEREDAL","N/A","N/A","N/A","2016-11-25T00:00:00.000","N/A","2016-11-25T00:00:00.000","(5.02032419585133, -75.6229174550686)"
"17380","17380000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL FÉRREO LA DORADA","CONSOLIDADO","CABECERA MUNICIPAL","BARRIO FERROMEXICO","LA DORADA","LA DORADA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERDEPARTAMENTAL","N/A","N/A","ANTIGUO TERMINAL FÉRREO DE LA DORADA","2016-11-30T00:00:00.000","N/A","2016-11-30T00:00:00.000","(5.47674190963703, -74.6717546304323)"
"17380","17380000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","CONTROL DE BUSES RENÁN BARCO","SIN_CONSOLIDAR","CABECERA MUNICIPAL","N/A","LA DORADA","LA DORADA","MAGDALENA CALDENSE","VEHICULAR","CARRETEABLE","N/A","N/A","NO TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","MUNICIPAL","N/A","N/A","CONTROL DE BUSES URBANO","2016-11-04T00:00:00.000","N/A","2016-11-04T00:00:00.000","(5.44214280971954, -74.6575015702657)"
"17388","17388000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TRANSPORTES LA MERCED","SIN_CONSOLIDAR","CABECERA MUNICIPAL","N/A","LA MERCED","LA MERCED","ALTO OCCIDENTE","VEHICULAR","PAVIMENTADA","N/A","SISTEMA DE ALCANTARILLADO","N/A","POR RECOLECCION PUBLICA O PRIVADA","N/A","N/A","MUNICIPAL","N/A","N/A","EL SISTEMA DE TRANSPORTE EN LA MERCED SE DESARROLLA POR VEHICULOS TIPO WILLYS, Y EL PUNTO PARA QUE LA COMUNIDAD ACCEDA A ELLOS ESTÁ HUBICADO EN EL PARQUE PRINCIPAL. LO PUEDEN OBSERVAR EN LAS FOTOS ADJUNTADAS","2016-11-04T00:00:00.000","N/A","2016-11-04T00:00:00.000","(5.3989515831885, -75.5477354663588)"
"17380","17380000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL VALINERAS LAS FERIAS","SIN_CONSOLIDAR","CABECERA MUNICIPAL","N/A","LA DORADA","LA DORADA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","N/A","N/A","NO TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","MUNICIPAL","N/A","N/A","MEDIO DE TRANSPORTE INFORMAL POR MEDIO DE LA CARRILERA EN UNOS VEHÍCULOS ARTESANALES ADAPTADOS PARA CIRCULAR POR LOS RIELES CUBREN LA RUTA LA DORADA Y EL CENTRO POBLADO DE BUENAVISTA","2016-11-30T00:00:00.000","N/A","2016-11-30T00:00:00.000","(5.47976159997408, -74.6744877834304)"
"17495","17495000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL TRANSPORTES NORCASI","SIN_CONSOLIDAR","CABECERA MUNICIPAL","PARQUE PRINCIPAL","LA QUIEBRA","NORCASIA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","NO HAY INFRAESTRUCTURA LOS VEHICULOS SE UBICAN AL LADO DEL PARQUE PRINCIPAL","2016-12-09T00:00:00.000","N/A","2016-12-09T00:00:00.000","(5.57569675041487, -74.8884664329037)"
"17662","17662000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","CENTRO DESPACHO DE VEHICULOS","SIN_CONSOLIDAR","CABECERA MUNICIPAL","PARQUE PRINCIPAL SAMANA","SAMANA","SAMANA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","N/A","N/A","MUNICIPAL","N/A","N/A","NO TENIA FECHA ES DEL 27-11-2016","2016-11-30T00:00:00.000","N/A","2016-11-30T00:00:00.000","(5.41309999967112, -74.992140000019)"
"17380","17380000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL CAE PARÍS VEREDALES","SIN_CONSOLIDAR","CABECERA MUNICIPAL","N/A","LA DORADA","LA DORADA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","N/A","N/A","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","INTERNET RED","INTERDEPARTAMENTAL","N/A","N/A","SERVICIO DE TRANSPORTE INTERVEREDAL","2016-11-15T00:00:00.000","N/A","2016-11-15T00:00:00.000","(5.45343828338659, -74.6621902002287)"
"17088","17088000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","PLAZA BELARCAZAR","SIN_CONSOLIDAR","CABECERA MUNICIPAL","CARRERA 3  CON CALLE 10","BELALCAZAR","BELALCAZAR","OCCIDENTE PROSPERO","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","NO TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","MUNICIPAL","N/A","N/A","TERMINAL NO FORMAL","2016-11-17T00:00:00.000","N/A","2016-11-17T00:00:00.000","(4.99295499997599, -75.8128083335605)"
"17380","17380000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL LA VARIANTE","SIN_CONSOLIDAR","CABECERA MUNICIPAL","N/A","LA DORADA","LA DORADA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","INTERNET RED / TELÉFONO FIJO / TV  CABLE","INTERDEPARTAMENTAL","N/A","N/A","TERMINAL SATÉLITE SE DETIENEN LOS BUSES QUE VAN DE LA COSTA HACIA BOGOTÁ Y/O MEDELLÍN Y VICEVERSA","2016-11-08T00:00:00.000","N/A","2016-11-08T00:00:00.000","(5.44799235024394, -74.6727125669019)"
"17042","17042000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TRANSPORTES UNIÓN","CONSOLIDADO","CABECERA MUNICIPAL","REDEDOR GALERÍA","ANSERMA","ANSERMA","OCCIDENTE PROSPERO","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","MUNICIPAL","N/A","N/A","UBICACIÓN EN CALLES Y CARRERAS AL REDEDOR DE LA GALERÍA","2016-11-26T00:00:00.000","N/A","2016-11-26T00:00:00.000","(5.23197833354167, -75.78691833371)"
"17380","17380000","TRANSPORTE TERRESTRE","TERMINAL DE TRANSPORTE","TERMINAL DE LA DORADA CENTRO","SIN_CONSOLIDAR","CABECERA MUNICIPAL","N/A","LA DORADA","LA DORADA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","INTERNET RED / TELÉFONO FIJO / TV  CABLE","INTERDEPARTAMENTAL","N/A","N/A","UNA MANZANA COMPLETA UBICADO EN EL CENTRO DE LA DORADA ENTRE LAS CALLES 13 Y 14 Y CARRERAS 4 Y 5","2016-11-16T00:00:00.000","N/A","2016-11-16T00:00:00.000","(5.45230440014539, -74.6643844997019)"
"17013","17013002","TRANSPORTE TERRESTRE","TUNEL","TUNEL BAJADA  ARMA","CONSOLIDADO","RURAL","VÍA ARMA","ALTO DE LA MONTAAA","AGUADAS","NORTE","VEHICULAR","CARRETEABLE","AGUAS LLUVIAS","OTRO_SISTEMA","NO TIENE CONEXION","LA QUEMAN O ENTIERRAN","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","N/A","2017-01-05T00:00:00.000","N/A","2017-01-05T00:00:00.000","(5.61767128318039, -75.498592983214)"
"17272","17272034","TRANSPORTE TERRESTRE","TUNEL","TUNEL EL PINTADO","SIN_CONSOLIDAR","RURAL","VEREDA EL PINTADO","LA SOLEDAD","FILADELFIA","ALTO OCCIDENTE","VEHICULAR","CARRETEABLE","N/A","N/A","NO TIENE CONEXION","N/A","N/A","N/A","VEREDAL","N/A","N/A","CREO QUE ES UN TUNEL DE LA ANTIGUA CARILERA TREN QUE PASABA POR LA FELISA","2016-12-14T00:00:00.000","N/A","2016-12-14T00:00:00.000","(5.33928156641769, -75.6308944337062)"
"17513","17513042","TRANSPORTE TERRESTRE","N/A","PUENTE SAN LORENCITO","CONSOLIDADO","RURAL","VDA. EL CAÑON","EL CONGO","PACORA","NORTE","VEHICULAR","CARRETEABLE","AGUAS LLUVIAS","OTRO_SISTEMA","NO TIENE CONEXION","LA QUEMAN O ENTIERRAN","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","N/A","2016-12-12T00:00:00.000","N/A","2016-12-12T00:00:00.000","(5.46985839997204, -75.4312027665813)"
"17662","17662077","TRANSPORTE TERRESTRE","N/A","PUENTE SOBRE DEL RÍO MORO","SIN_CONSOLIDAR","RURAL","VEREDA LOS POMOS","LA PRIMAVERA","SAMANA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","N/A","N/A","N/A","N/A","MUNICIPAL","N/A","N/A","N/A","2016-12-22T00:00:00.000","N/A","2016-12-22T00:00:00.000","(5.50143499962936, -74.977758333443)"
"17877","17877013","TRANSPORTE TERRESTRE","N/A","N/A","CONSOLIDADO","RURAL","VÍA VEREDA LA MARÍA","LA MARIA","VITERBO","OCCIDENTE PROSPERO","VEHICULAR","TROCHA","N/A","N/A","NO TIENE CONEXION","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","VEREDAL","N/A","N/A","PUENTE UBICADO EN LA VÍA PRINCIPAL DE ACCESO A LA VEREDA","2016-11-21T00:00:00.000","N/A","2016-11-21T00:00:00.000","(5.09110666651337, -75.8677699998096)"
