"codmpo","coddane","clase_de_equipamiento","subclase_de_equipamiento","nombre_equipamiento","clase_de_uso","localizaci_n","direcci_n","vereda_municipio","municipio","subregi_n","accesibilidad","tipo_de_superficie","acueducto","alcantarillado","energia_electrica","recolecci_n_de_basuras","gas_natural","conexiones","cobertura","infraestructura","transporte","observaciones","fecha","telefono","fecha_captura","geocoded_column"
"17614","17614077","TRANSPORTE TERRESTRE","PUENTE PEATONAL","PUENTE EL PINTADO","SIN_CONSOLIDAR","RURAL","VEREDA EL PINTADO","JAGUERO","RIOSUCIO","ALTO OCCIDENTE","PEATONAL","SENDERO","N/A","N/A","NO TIENE CONEXION","N/A","N/A","N/A","VEREDAL","N/A","N/A","N/A","2016-12-14T00:00:00.000","N/A","2016-12-14T00:00:00.000","(5.33163748327734, -75.6366027997387)"
"17867","17867024","TRANSPORTE TERRESTRE","PUENTE PEATONAL","PUENTE LA GARRUCHA","CONSOLIDADO","RURAL","VEREDA LA GARRUCHA","LA GARRUCHA","VICTORIA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","NO TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","VEREDAL","N/A","N/A","N/A","2016-11-29T00:00:00.000","N/A","2016-11-29T00:00:00.000","(5.6102626496875, -74.7993428164615)"
"17001","17001046","TRANSPORTE TERRESTRE","PUENTE PEATONAL","PUENTE PEATONAL","CONSOLIDADO","RURAL","VDA LA PTIMAVERA","LA VIOLETA","MANIZALES","CENTRO SUR","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-14T00:00:00.000","N/A","2016-12-14T00:00:00.000","(4.99273538987343, -75.5725700203107)"
"17662","17662028","TRANSPORTE TERRESTRE","PUENTE PEATONAL","PUENTE PEATONAL","SIN_CONSOLIDAR","RURAL","VEREDA VOLCANES","EL CASTILLO","SAMANA","MAGDALENA CALDENSE","PEATONAL","SENDERO","N/A","N/A","N/A","N/A","N/A","N/A","VEREDAL","N/A","N/A","N/A","2016-12-29T00:00:00.000","N/A","2016-12-29T00:00:00.000","(5.65744500035467, -74.925645000381)"
"17662","17662044","TRANSPORTE TERRESTRE","PUENTE PEATONAL","PUENTE PEATONAL","SIN_CONSOLIDAR","RURAL","VEREDA ESMERALDA","EL TESORO","SAMANA","MAGDALENA CALDENSE","PEATONAL","SENDERO","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-29T00:00:00.000","N/A","2016-12-29T00:00:00.000","(5.66538500001301, -74.9651816670387)"
"17524","17524010","TRANSPORTE TERRESTRE","PUENTE PEATONAL","PUENTE PEATONAL HECHIZO","SIN_CONSOLIDAR","RURAL","VDA EL RETIROEW","EL CACIQUE","PALESTINA","CENTRO SUR","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-06T00:00:00.000","N/A","2016-12-06T00:00:00.000","(5.13748241989541, -75.6785084100389)"
"17662","17662138","TRANSPORTE TERRESTRE","PUENTE PEATONAL","PUENTE PEATONAL LA CANCHA","SIN_CONSOLIDAR","RURAL","VEREDA ALTO BONITO","SANTA RITA","SAMANA","MAGDALENA CALDENSE","PEATONAL","SENDERO","N/A","N/A","N/A","N/A","N/A","N/A","VEREDAL","N/A","N/A","N/A","2016-12-19T00:00:00.000","N/A","2016-12-19T00:00:00.000","(5.36880623703844, -75.0131260113936)"
"17662","17662138","TRANSPORTE TERRESTRE","PUENTE PEATONAL","PUENTE PEATONAL QUEBRADA SANTA RITA","SIN_CONSOLIDAR","RURAL","VEREDA ALTO BONITO","SANTA RITA","SAMANA","MAGDALENA CALDENSE","PEATONAL","SENDERO","N/A","N/A","N/A","N/A","N/A","N/A","VEREDAL","N/A","N/A","N/A","2016-12-19T00:00:00.000","N/A","2016-12-19T00:00:00.000","(5.37186166640992, -75.0129566663861)"
"17662","17662111","TRANSPORTE TERRESTRE","PUENTE PEATONAL","PUENTE PEATONAL RÍO MANSO","SIN_CONSOLIDAR","RURAL","RÍO MANSO","PIEDRAS VERDES","SAMANA","MAGDALENA CALDENSE","PEATONAL","SENDERO","N/A","N/A","N/A","POR RECOLECCION PUBLICA O PRIVADA","N/A","N/A","VEREDAL","N/A","N/A","N/A","2016-12-01T00:00:00.000","N/A","2016-12-01T00:00:00.000","(5.60929000018265, -74.9552133336221)"
"17001","17001010","TRANSPORTE TERRESTRE","PUENTE PEATONAL","PUENTE QUEBRADA LLANOGRANDE","CONSOLIDADO","CENTRO POBLADO","VDA KM 41","COLOMBIA","MANIZALES","CENTRO SUR","VEHICULAR","PAVIMENTADA","N/A","N/A","NO TIENE CONEXION","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-22T00:00:00.000","N/A","2016-12-22T00:00:00.000","(5.16514461466314, -75.6600042820975)"
"17662","17662195","TRANSPORTE TERRESTRE","PUENTE PEATONAL","PUENTE. PEATONAL DE PASÓ A VEREDA SAN ISIDRO","SIN_CONSOLIDAR","RURAL","VEREDA  LAS ANIMAS","SAN ISIDRO","SAMANA","MAGDALENA CALDENSE","PEATONAL","SENDERO","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-19T00:00:00.000","N/A","2016-12-19T00:00:00.000","(5.36074500017795, -75.0005133333262)"
"17662","17662122","TRANSPORTE TERRESTRE","PUENTE PEATONAL","PUENTE PEATONAL","SIN_CONSOLIDAR","RURAL","VÍA.VEREDA LA LINDA","SAN ANTONIO","SAMANA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","POR EL PUENTE PEATONAL CRUZAN MOTOS,  DEBIDO AL CAUDAL ELEVADO DE AGUA DE LA QUEBRADA","2016-12-29T00:00:00.000","N/A","2016-12-29T00:00:00.000","(5.67486333328289, -74.9126950004328)"
"17662","17662195","TRANSPORTE TERRESTRE","PUENTE PEATONAL","PUENTE PEATONAL","SIN_CONSOLIDAR","RURAL","VEREDA SAN ISIDRO","SAN ISIDRO","SAMANA","MAGDALENA CALDENSE","PEATONAL","SENDERO","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","PUENTE PEATONAL EN CONDICIONES DEPLORABLES.  SIN BARANDAS DE SEGURIDAD.","2016-12-19T00:00:00.000","N/A","2016-12-19T00:00:00.000","(5.3645599999156, -74.9992333337593)"
"17380","17380014","TRANSPORTE TERRESTRE","PUENTE PEATONAL","PUENTE PEATONAL SOBRE LA QUEBRADA EL VENADO","SIN_CONSOLIDAR","RURAL","VEREDA YUCATÁN","YUCATAN","LA DORADA","MAGDALENA CALDENSE","PEATONAL","CARRETEABLE","N/A","N/A","NO TIENE CONEXION","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERVEREDAL","N/A","N/A","PUENTE PEATONAL PARA ACCEDER A LA ESCUELA JUAN JOSÉ CADAVID","2016-12-10T00:00:00.000","N/A","2016-12-10T00:00:00.000","(5.62575833596413, -74.736819318102)"
"17665","17665011","TRANSPORTE TERRESTRE","PUENTE PEATONAL","PUENTE PEATONAL QUEBRADA SANTA RITA","CONSOLIDADO","CABECERA MUNICIPAL","SECTOR LA CANCHA","LA PAZ- LA LIBERTAD","SAN JOSE","OCCIDENTE PROSPERO","VEHICULAR","PAVIMENTADA","N/A","N/A","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","MUNICIPAL","N/A","N/A","PUENTE QUE DA ACCESO ENTRE DOS BARRIOS","2016-11-12T00:00:00.000","N/A","2016-11-12T00:00:00.000","(5.08569499984141, -75.7902933329785)"
"17380","17380004","TRANSPORTE TERRESTRE","PUENTE PEATONAL","SOBRE EL RÍO PONTONA","CONSOLIDADO","RURAL","N/A","EL JAPON","LA DORADA","MAGDALENA CALDENSE","VEHICULAR","CARRETEABLE","N/A","N/A","NO TIENE CONEXION","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","VEREDAL","N/A","N/A","PUENTE SOBRE EL RÍO PONTONA VÍA LA DORADA-BUENAVISTA","2016-12-01T00:00:00.000","N/A","2016-12-01T00:00:00.000","(5.53470600025995, -74.6849101164085)"
"17050","17050017","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE CHAMBERI","CONSOLIDADO","RURAL","VDA. CHAMBERI","LA GUAIRA","ARANZAZU","NORTE","VEHICULAR","CARRETEABLE","AGUA EMBOTELLADA O EN BOLSA","OTRO_SISTEMA","NO TIENE CONEXION","LA ELIMINAN DE OTRA FORMA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERVEREDAL","N/A","N/A","ESTE PUENTE ES MUEVO","2016-11-24T00:00:00.000","3116336182","2016-11-24T00:00:00.000","(5.28861485013527, -75.4725510333332)"
"17777","17777010","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE VEHICULAR SUPIA","CONSOLIDADO","CABECERA MUNICIPAL","CALLE 28","GUAMAL","SUPIA","ALTO OCCIDENTE","VEHICULAR","PAVIMENTADA","N/A","N/A","NO TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","MUNICIPAL","N/A","N/A","NINGUNA","2016-12-27T00:00:00.000","N/A","2016-12-27T00:00:00.000","(5.45291833353524, -75.6534300003183)"
"17513","17513000","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE DE LA ENTTADA AL POLIDEPORTIVO","CONSOLIDADO","CABECERA MUNICIPAL","QUEBRADA PÁCORA.","PACORA","PACORA","NORTE","VEHICULAR","PAVIMENTADA","AGUAS LLUVIAS","OTRO_SISTEMA","NO TIENE CONEXION","LA ELIMINAN DE OTRA FORMA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","MUNICIPAL","N/A","N/A","NO","2016-12-07T00:00:00.000","N/A","2016-12-07T00:00:00.000","(5.5226569337, -75.4569862837313)"
"17513","17513033","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE SAN ANTONIO","CONSOLIDADO","RURAL","KM. 3 VÍA AGUADAS","SAN ANTONIO","PACORA","NORTE","VEHICULAR","PAVIMENTADA","AGUAS LLUVIAS","OTRO_SISTEMA","NO TIENE CONEXION","LA ELIMINAN DE OTRA FORMA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","NO","2016-12-21T00:00:00.000","N/A","2016-12-21T00:00:00.000","(5.54064910043344, -75.458105333047)"
"17050","17050000","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","VIADUCTO SOBRE LA CARRERA 7","N/A","CABECERA MUNICIPAL","ATANZAZU.","ARANZAZU","ARANZAZU","NORTE","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","SISTEMA DE ALCANTARILLADO","SI TIENE CONEXION","POR RECOLECCION PUBLICA O PRIVADA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","MUNICIPAL","N/A","N/A","NO HAY OBSERVACIONES.","2016-11-23T00:00:00.000","N/A","2016-11-23T00:00:00.000","(5.27262648334819, -75.4914616166012)"
"17050","17050035","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE LA HONDA","CONSOLIDADO","RURAL","VDA. LA HONDA.","LA PLANTA","ARANZAZU","NORTE","VEHICULAR","PAVIMENTADA","AGUAS LLUVIAS","OTRO_SISTEMA","NO TIENE CONEXION","LA QUEMAN O ENTIERRAN","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","N/A","2016-12-03T00:00:00.000","N/A","2016-12-03T00:00:00.000","(5.25468179960776, -75.511721916787)"
"17513","17513047","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE QUEBRADA PÁCORA.","CONSOLIDADO","RURAL","KM. 1 VÍA AGUADAS","LA MARGARITA","PACORA","NORTE","VEHICULAR","PAVIMENTADA","AGUAS LLUVIAS","OTRO_SISTEMA","NO TIENE CONEXION","LA ELIMINAN DE OTRA FORMA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","N/A","2016-12-21T00:00:00.000","N/A","2016-12-21T00:00:00.000","(5.53658486631398, -75.4579087502219)"
"17050","17050000","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE VÍA MUELAS","CONSOLIDADO","RURAL","KM. 2 VIA MUELAS","ARANZAZU","ARANZAZU","NORTE","VEHICULAR","CARRETEABLE","AGUAS LLUVIAS","OTRO_SISTEMA","NO TIENE CONEXION","LA ELIMINAN DE OTRA FORMA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERVEREDAL","N/A","N/A","N/A","2016-11-30T00:00:00.000","N/A","2016-11-30T00:00:00.000","(5.26583221682438, -75.4917626169)"
"17050","17050002","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE LA PAILA","CONSOLIDADO","RURAL","VDA. LA PAILA","BUENAVISTA NARANJAL","ARANZAZU","NORTE","VEHICULAR","CARRETEABLE","AGUAS LLUVIAS","OTRO_SISTEMA","NO TIENE CONEXION","LA ELIMINAN DE OTRA FORMA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","NO HAY OBSERVACIONES","2016-11-28T00:00:00.000","N/A","2016-11-28T00:00:00.000","(5.27912090016792, -75.5081448163424)"
"17050","17050010","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE BONILLAS","CONSOLIDADO","RURAL","VDA. LA HONDITA","LA HONDITA","ARANZAZU","NORTE","VEHICULAR","CARRETEABLE","AGUAS LLUVIAS","OTRO_SISTEMA","NO TIENE CONEXION","LA ELIMINAN DE OTRA FORMA","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","VEREDAL","N/A","N/A","PUENTE RECIÉN REESTRUCTURADO.","2016-11-30T00:00:00.000","N/A","2016-11-30T00:00:00.000","(5.25355153289536, -75.4881296169903)"
"17653","17653042","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE LA INDIA CHAMBERÍ","CONSOLIDADO","RURAL","KM. 5 VÍA LA MERCED","LOS MANGOS","SALAMINA","NORTE","VEHICULAR","PAVIMENTADA","AGUAS LLUVIAS","OTRO_SISTEMA","NO TIENE CONEXION","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","PUENTE HECHO EN FERROCONCRETO.","2016-11-11T00:00:00.000","N/A","2016-11-11T00:00:00.000","(5.41773275028386, -75.4989006499106)"
"17653","17653007","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE EL PELIGRO","CONSOLIDADO","RURAL","KM. 8 VÍA A PACORA","CAÑAVERAL","SALAMINA","NORTE","VEHICULAR","PAVIMENTADA","AGUAS LLUVIAS","N/A","N/A","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","PUENTE CON ESTRUCTURA METÁLICA.","2016-11-15T00:00:00.000","N/A","2016-11-15T00:00:00.000","(5.40506136684376, -75.4684059335244)"
"17653","17653036","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE FE LA FRISOLERA","CONSOLIDADO","RURAL","KM. 7. VÍA A PACORA","LA PALMA","SALAMINA","NORTE","VEHICULAR","PAVIMENTADA","AGUAS LLUVIAS","N/A","NO TIENE CONEXION","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","ES UN PUENTE HECHO EN ESTRUCTURA METÁLICA.","2016-11-15T00:00:00.000","N/A","2016-11-15T00:00:00.000","(5.40089651635177, -75.4696444830274)"
"17513","17513026","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","LA CHUSCALA","CONSOLIDADO","RURAL","VDS. MSRACAS.","LOS MEDIOS","PACORA","NORTE","VEHICULAR","CARRETEABLE","AGUAS LLUVIAS","OTRO_SISTEMA","NO TIENE CONEXION","LA QUEMAN O ENTIERRAN","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERMINUCIPAL","N/A","N/A","N/A","2016-12-12T00:00:00.000","N/A","2016-12-12T00:00:00.000","(5.45405406671069, -75.4333720003631)"
"17513","17513017","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE VÍA CASTILLA","CONSOLIDADO","RURAL","KM. 7  VÍA CASTILLA","GINEBRA","PACORA","NORTE","VEHICULAR","CARRETEABLE","AGUAS LLUVIAS","OTRO_SISTEMA","NO TIENE CONEXION","LA QUEMAN O ENTIERRAN","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","MUNICIPAL","N/A","N/A","N/A","2016-12-09T00:00:00.000","N/A","2016-12-09T00:00:00.000","(5.51867461711132, -75.4837882002577)"
"17524","17524010","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","AQUILINA VILLEGAS","CONSOLIDADO","CABECERA MUNICIPAL","CARRERA 4 CALLE 11 SALIDA MUNICIPIO DE RISARALDA","EL CACIQUE","PALESTINA","CENTRO SUR","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","N/A","N/A","INTERMINUCIPAL","N/A","N/A","N/A","2016-11-22T00:00:00.000","N/A","2016-11-22T00:00:00.000","(5.11238365963353, -75.7037477502476)"
"17662","17662077","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE  VEHICULAR","SIN_CONSOLIDAR","RURAL","VEREDA LOS POMOD","LA PRIMAVERA","SAMANA","MAGDALENA CALDENSE","VEHICULAR","TROCHA","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-22T00:00:00.000","N/A","2016-12-22T00:00:00.000","(5.5185483333979, -74.9721800003445)"
"17662","17662156","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE AVENIDA LOS FUNDADORES","SIN_CONSOLIDAR","CABECERA MUNICIPAL","AVENIDA LOS FUNDADORES","EL DORADO","SAMANA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","POR RECOLECCION PUBLICA O PRIVADA","N/A","N/A","MUNICIPAL","N/A","N/A","N/A","2016-11-13T00:00:00.000","N/A","2016-11-13T00:00:00.000","(5.41222333368448, -74.9945183337512)"
"17662","17662156","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE BARIO LA INMACULADA","SIN_CONSOLIDAR","CABECERA MUNICIPAL","ENTRADA BARRIO LA INMACULADA","EL DORADO","SAMANA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","ACUEDUCTO POR TUBERIA","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-11-26T00:00:00.000","N/A","2016-11-26T00:00:00.000","(5.41358000025648, -74.9948933336699)"
"17433","17433014","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE DE GUARINÓ","CONSOLIDADO","RURAL","SOBRE EL RÍO GUARINO ENTRE FRESNO-TOLIMA Y MANZAN","GUARINO","MANZANARES","ALTO ORIENTE","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","INTERDEPARTAMENTAL","N/A","N/A","N/A","N/A","N/A","N/A","(5.15777830074327, -75.1335316528898)"
"17486","17486042","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE DE IRRA","CONSOLIDADO","CENTRO POBLADO","CORREGIMIENTO DE IRRA","TAPIAS - IRRA","NEIRA","CENTRO SUR","VEHICULAR","PAVIMENTADA","N/A","N/A","SI TIENE CONEXION","N/A","N/A","N/A","INTERDEPARTAMENTAL","N/A","N/A","N/A","2016-12-22T00:00:00.000","N/A","2016-12-22T00:00:00.000","(5.27044890891018, -75.6644245906751)"
"17524","17524005","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE DEL RIO INSULA","CONSOLIDADO","RURAL","VEREDA INSULA","LA MULETA","PALESTINA","CENTRO SUR","VEHICULAR","PAVIMENTADA","N/A","N/A","NO TIENE CONEXION","N/A","N/A","N/A","INTERMINUCIPAL","N/A","N/A","N/A","2016-11-30T00:00:00.000","N/A","2016-11-30T00:00:00.000","(4.98980869969339, -75.6411815298098)"
"17873","17873039","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE EL DESTIERRO SOBRE RIO CLARO","CONSOLIDADO","RURAL","VDA BAJO VILLARAZO","VILLARAZO","VILLAMARIA","CENTRO SUR","VEHICULAR","CARRETEABLE","N/A","N/A","N/A","N/A","N/A","N/A","INTERVEREDAL","N/A","N/A","N/A","2016-12-16T00:00:00.000","N/A","2016-12-16T00:00:00.000","(4.97678072075725, -75.5383718042313)"
"17495","17495003","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE HIERRO RÍO LA MIEL","SIN_CONSOLIDAR","RURAL","VEREDA. MONTENEGRO VICTORIA","KILOMETRO 40","NORCASIA","MAGDALENA CALDENSE","VEHICULAR","PAVIMENTADA","N/A","N/A","N/A","N/A","N/A","N/A","INTERMINUCIPAL","N/A","N/A","N/A","2016-12-01T00:00:00.000","N/A","2016-12-01T00:00:00.000","(5.57096000040221, -74.8593883336694)"
"17380","17380014","TRANSPORTE TERRESTRE","PUENTE VEHICULAR","PUENTE LA BATEA","CONSOLIDADO","RURAL","VEREDA YUCATÁN","YUCATAN","LA DORADA","MAGDALENA CALDENSE","VEHICULAR","CARRETEABLE","N/A","N/A","NO TIENE CONEXION","N/A","NO TIENE CONEXION","NINGUNO DE LOS ANTERIORES","VEREDAL","N/A","N/A","N/A","2016-12-02T00:00:00.000","N/A","2016-12-02T00:00:00.000","(5.64529394988647, -74.7288077165967)"
