"numero","ano","lugar_de_nacimiento","edad","sexo","municipio_residencia","caracterizacion","rea","programa","municipio_eps","eps","estado","regimen","tipo_afiliado","grupo_etario","curso_de_vida","sisbenizado","puntaje_sisben","estrato","comuna_o_corregimiento"
"435","2021","Colombia","27","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza contemporanea  Pre-Juvenil","Bucaramanga","coomeva","1","Tecnológica","Empleado","18 a 28 años","jovenes","Sí","56.8","1","Comuna 2 Nororiental"
"436","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa infantil","Bucaramanga","coomeva","4","Primaria","Estudiante","8 a 12 años","infancia","Sí","12.54","4","Comuna 10 Provenza"
"437","2021","Colombia","39","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","Sanitas","4","Profesional","Independiente","29 a 59 años","adultez","Sí","12.54","4","Comuna 10 Provenza"
"438","2021","Colombia","21","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","Nueva eps","1","Media","Empleado","18 a 28 años","jovenes","No",,"1","Comuna 17 Mutis"
"439","2021","Colombia","21","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero-Danza contemporánea Juvenil Básico","Bucaramanga","Sanitas","3","Media","Estudiante","18 a 28 años","jovenes","No",,"3","Comuna 17 Mutis"
"440","2021","Colombia","12","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Tercer Año","Bucaramanga","SURA","3","Media","Estudiante","8 a 12 años","infancia","Sí","15.87","3","Comuna 3 San Francisco"
"441","2021","Colombia","36","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","Sanitas","4","Profesional","Independiente","29 a 59 años","adultez","Sí","33.15","4","Comuna 10 Provenza"
"442","2021","Colombia","9","Femenino","Floridablanca","Persona con discapacidad","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Primer Año","Floridablanca","Nueva eps","2","Primaria","Estudiante","8 a 12 años","infancia","Sí","14","2",
"443","2021","Colombia","40","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza seminario- Danza Folclórica adultos","Floridablanca","SURA","3","Técnica","Empleado","29 a 59 años","adultez","Sí","25","3",
"444","2021","Venezuela","14","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero - Ballet quinto año","Bucaramanga","Nueva eps","3","Media","Estudiante","13 a 17 años","adolescente","Sí","44.66","3","Comuna 9 La Pedregosa"
"445","2021","Colombia","6","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Iniciacion a la danza","Bucaramanga","Nueva eps","4","Preescolar","Estudiante","0 a 7 años","primera infancia","Sí","1263","4","Comuna 15 Centro"
"446","2021","Colombia","34","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero-Danza contemporánea Juvenil Básico","Bucaramanga","Sanitas","3","Profesional","Independiente","29 a 59 años","adultez","No",,"3","Comuna 17 Mutis"
"447","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero - Ballet quinto año","Bucaramanga","Sanitas","5","Profesional","Independiente","13 a 17 años","adolescente","Sí","54","5","Comuna 12 Cabecera del llano"
"448","2021","Colombia","10","Femenino","Girón","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Cuarto Año","Girón","Nueva eps","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3",
"449","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza contemporanea infantil","Bucaramanga","coomeva","3","Tecnológica","Independiente","8 a 12 años","infancia","No",,"3","Comuna 5 García Rovira"
"450","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Primer Año","Bucaramanga","Sanitas","3","Tecnológica","Desempleado","0 a 7 años","primera infancia","Sí","39","3","Comuna 15 Centro"
"451","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa infantil","Bucaramanga","Sanitas","1","Primaria","Estudiante","8 a 12 años","infancia","Sí","48","1","Comuna 14 Morrorico"
"452","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa infantil","Bucaramanga","Sanitas","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 10 Provenza"
"453","2021","Colombia","8","Femenino","Girón","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa infantil","Girón","Nueva eps","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3",
"454","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa infantil","Bucaramanga","Asmed salud","2","Básica","Estudiante","8 a 12 años","infancia","Sí","40.96","2","Comuna 4 Occidental"
"455","2021","Colombia","46","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza Primer Año","Bucaramanga","SANIDAD DE LA POLICIA NACIONAL","3","Básica","Pensionado","29 a 59 años","adultez","Sí","23","3","Comuna 3 San Francisco"
"456","2021","Colombia","14","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Cuarto Año","Floridablanca","Avanzar","3","Media","Estudiante","13 a 17 años","adolescente","No",,"3",
"457","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza Folclorica infantil","Bucaramanga","Famisanar","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 15 Centro"
"458","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza Folclorica infantil","Bucaramanga","Avanzar","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 13 Oriental"
"459","2021","Colombia","35","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","SURA","2","Profesional","Empleado","29 a 59 años","adultez","Sí","3693","2","Comuna 4 Occidental"
"460","2021","Colombia","19","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza Primer Año","Bucaramanga","Avanzar","4","Media","Estudiante","18 a 28 años","jovenes","No",,"4","Comuna 7 La Ciudadela"
"461","2021","Venezuela","7","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Primer Año","Bucaramanga","Nueva eps","2","Preescolar","Estudiante","0 a 7 años","primera infancia","Sí","40.3","2","Comuna 14 Morrorico"
"462","2021","Colombia","10","Femenino","Piedecuesta","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Tercer Año","Piedecuesta","SaludTotal","2","Primaria","Estudiante","8 a 12 años","infancia","Sí","29.76","2",
"463","2021","Colombia","25","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero-Danza contemporánea Juvenil Básico","Bucaramanga","Nueva eps","3","Profesional","Empleado","18 a 28 años","jovenes","Sí","30.76","3","Comuna 16 Lagos del Cacique"
"464","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza Folclorica infantil","Bucaramanga","Nueva eps","2","Primaria","Estudiante","8 a 12 años","infancia","Sí","42","2","Comuna 15 Centro"
"465","2021","Colombia","21","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero-Danza contemporánea Juvenil Básico","Bucaramanga","Nueva eps","4","Media","Estudiante","18 a 28 años","jovenes","No",,"4","Comuna 7 La Ciudadela"
"466","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Tercer Año","Bucaramanga","Nueva eps","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 13 Oriental"
"467","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Cuarto Año","Bucaramanga","Nueva eps","1","Básica","Estudiante","13 a 17 años","adolescente","No",,"1","Comuna 1 Norte"
"468","2021","Colombia","18","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero-Danza contemporánea Juvenil Básico","Bucaramanga","Coosalud","3","Media","Estudiante","18 a 28 años","jovenes","Sí","32","3","Comuna 15 Centro"
"469","2021","Colombia","21","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza Primer Año","Bucaramanga","Nueva eps","2","Media","Empleado","18 a 28 años","jovenes","Sí","21.84","2","Comuna 1 Norte"
"470","2021","Colombia","31","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza Primer Año","Bucaramanga","Nueva eps","4","Técnica","Independiente","29 a 59 años","adultez","No",,"4","Comuna 13 Oriental"
"471","2021","Colombia","44","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza Primer Año","Bucaramanga","SaludTotal","2","Media","Ama de casa","29 a 59 años","adultez","Sí","21.84","2","Comuna 1 Norte"
"472","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Cuarto Año","Bucaramanga","SaludTotal","2","Básica","Estudiante","13 a 17 años","adolescente","Sí","21.84","2","Comuna 1 Norte"
"473","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza contemporanea  Pre-Juvenil","Bucaramanga","Famisanar","3","Media","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 6 La Concordia"
"474","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza Folclorica infantil","Bucaramanga","Coosalud","2","Básica","Estudiante","13 a 17 años","adolescente","Sí","43","2","Comuna 1 Norte"
"475","2021","Colombia","27","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","SaludTotal","3","Profesional","Empleado","18 a 28 años","jovenes","No",,"3","Comuna 17 Mutis"
"476","2021","Colombia","6","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Pre-Ballet","Bucaramanga","SaludTotal","5","Preescolar","Estudiante","0 a 7 años","primera infancia","No",,"5","Comuna 13 Oriental"
"477","2021","Colombia","29","Femenino","Bucaramanga","Víctima del conflicto","Danzas","Tecnico Laboral en Danza semillero-Danza urbana Juvenil","Bucaramanga","Saludtotal","1","Tecnológica","Ama de casa","29 a 59 años","adultez","Sí","36","1","Comuna 1 Norte"
"478","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Primer Año","Bucaramanga","SANIDAD DE LA POLICIA NACIONAL","2","Primaria","Estudiante","8 a 12 años","infancia","No",,"2","Comuna 5 García Rovira"
"479","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Primer Año","Bucaramanga","Sanitas","1","Primaria","Estudiante","8 a 12 años","infancia","No",,"1","Comuna 14 Morrorico"
"480","2021","Colombia","37","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","Avanzar","4","Especialización","Empleado","29 a 59 años","adultez","No",,"4","Comuna 13 Oriental"
"481","2021","Colombia","37","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza seminario- Danza Folclórica adultos","Bucaramanga","Nueva eps","3","Especialización","Independiente","29 a 59 años","adultez","No",,"3","Comuna 13 Oriental"
"482","2021","Colombia","35","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","Sanitas","3","Profesional","Empleado","29 a 59 años","adultez","No",,"3","Comuna 3 San Francisco"
"483","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza Folclorica infantil","Bucaramanga","Asmed salud","3","Primaria","Estudiante","8 a 12 años","infancia","Sí","25.52","3","Comuna 3 San Francisco"
"484","2021","Colombia","9","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Segundo Año","Floridablanca","Sanitas","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3",
"485","2021","Colombia","7","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza Folclorica infantil","Bucaramanga","Asmed salud","3","Primaria","Estudiante","0 a 7 años","primera infancia","Sí","25.52","3","Comuna 3 San Francisco"
"486","2021","Colombia","33","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Floridablanca","Sanitas","2","Profesional","Independiente","29 a 59 años","adultez","Sí","30.36","2",
"487","2021","Colombia","12","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Tercer Año","Bucaramanga","Sanitas","3","Básica","Estudiante","8 a 12 años","infancia","Sí","31.72","3","Comuna 12 Cabecera del llano"
"488","2021","Colombia","9","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza contemporanea infantil","Floridablanca","Famisanar","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3",
"489","2021","Colombia","18","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero-Danza Ballet Juvenil","Bucaramanga","coomeva","4","Básica","Estudiante","18 a 28 años","jovenes","No",,"4","Comuna 15 Centro"
"490","2021","Colombia","45","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza Primer Año","Bucaramanga","Avanzar","3","Profesional","Empleado","29 a 59 años","adultez","No",,"3","Comuna 3 San Francisco"
"491","2021","Colombia","36","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","Sanitas","3","Profesional","Independiente","29 a 59 años","adultez","No",,"3","Comuna 15 Centro"
"492","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Primer Año","Bucaramanga","Sanitas","3","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"3","Comuna 10 Provenza"
"493","2021","Colombia","16","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Cuarto Año","Bucaramanga","Coosalud","2","Profesional","Independiente","13 a 17 años","adolescente","Sí","27","2","Comuna 7 La Ciudadela"
"494","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza contemporanea infantil","Bucaramanga","Sanitas","2","Primaria","Estudiante","8 a 12 años","infancia","Sí","19.03","2","Comuna 4 Occidental"
"495","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza Folclorica infantil","Bucaramanga","Nueva eps","4","Primaria","Estudiante","8 a 12 años","infancia","No",,"4","Comuna 13 Oriental"
"496","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza urbana infantil","Bucaramanga","Famisanar","2","Primaria","Estudiante","8 a 12 años","infancia","Sí","24","2","Comuna 3 San Francisco"
"497","2021","Colombia","24","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza Primer Año","Floridablanca","Nueva eps","2","Profesional","Desempleado","18 a 28 años","jovenes","Sí","41.2","2",
"498","2021","Colombia","25","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero-Danza contemporánea Juvenil Básico","Bucaramanga","Coosalud","3","Profesional","Desempleado","18 a 28 años","jovenes","Sí","17","3","Comuna 3 San Francisco"
"499","2021","Colombia","28","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero-Danza contemporánea Juvenil Básico","Bucaramanga","Coosalud","4","Básica","Estudiante","18 a 28 años","jovenes","No",,"4","Comuna 13 Oriental"
"500","2021","Colombia","23","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Floridablanca","Nueva eps","1","Tecnológica","Empleado","18 a 28 años","jovenes","Sí","13.89","1",
"501","2021","Colombia","30","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza Primer Año","Bucaramanga","Coosalud","3","Básica","Empleado","29 a 59 años","adultez","No",,"3","Comuna 10 Provenza"
"502","2021","Colombia","8","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Primer Año","Bucaramanga","Nueva eps","2","Primaria","Estudiante","8 a 12 años","infancia","Sí","3","2","Comuna 6 La Concordia"
"503","2021","Colombia","27","Masculino","Floridablanca","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza seminario- Danza Folclórica adultos","Floridablanca","Sanitas","3","Tecnológica","Empleado","18 a 28 años","jovenes","Sí","29.05","3",
"504","2021","Colombia","30","Femenino","Bucaramanga","Víctima del conflicto","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","SURA","3","Tecnológica","Independiente","29 a 59 años","adultez","Sí","43.16","3","Comuna 15 Centro"
"505","2021","Colombia","25","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza Primer Año","Bucaramanga","Nueva eps","3","Tecnológica","Empleado","18 a 28 años","jovenes","Sí","66","3","Comuna 7 La Ciudadela"
"506","2021","Colombia","10","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza Folclorica infantil","Bucaramanga","Nueva eps","4","Primaria","Estudiante","8 a 12 años","infancia","Sí","33.49","4","Comuna 13 Oriental"
"507","2021","Colombia","13","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza urbana infantil","Bucaramanga","SaludTotal","2","Básica","Estudiante","13 a 17 años","adolescente","Sí","21.84","2","Comuna 1 Norte"
"508","2021","Colombia","39","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Danza popular salsa pre-juvenil","Bucaramanga","SURA","3","Profesional","Empleado","29 a 59 años","adultez","No",,"3","Comuna 4 Occidental"
"509","2021","Colombia","26","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Técnico Laboral en Danza semillero-Danza contemporánea Juvenil Básico","Bucaramanga","Sanitas","4","Especialización","Independiente","18 a 28 años","jovenes","No",,"4","Comuna 3 San Francisco"
"510","2021","Colombia","6","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Tecnico Laboral en Danza semillero-Pre-Ballet","Bucaramanga","Sanitas","4","Preescolar","Estudiante","0 a 7 años","primera infancia","No",,"4","Comuna 10 Provenza"
"511","2021","Colombia","7","Femenino","Bucaramanga","Víctima del conflicto","Danzas","Tecnico Laboral en Danza semillero -Ballet Infantil Primer Año","Bucaramanga","Nueva eps","1","Primaria","Estudiante","0 a 7 años","primera infancia","Sí","7.6","1","Comuna 1 Norte"
"512","2021","Colombia","13","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero de Danza Urbana Pre-Juvenil","Bucaramanga","Sanitas","2","Básica","Estudiante","13 a 17 años","adolescente","No",,"2","Comuna 4 Occidental"
"513","2021","Colombia","19","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Adultos.","Bucaramanga","Asmed salud","1","Técnica","Estudiante","18 a 28 años","jovenes","Sí","40.02","1","Comuna 1 Norte"
"514","2021","Colombia","15","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Contemporánea Pre-Juvenil","Bucaramanga","Famisanar","3","Básica","Estudiante","13 a 17 años","adolescente","No",,"3","Comuna 6 La Concordia"
"515","2021","Colombia","19","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Adultos.","Bucaramanga","Famisanar","2","Técnica","Estudiante","18 a 28 años","jovenes","Sí","42.96","2","Comuna 3 San Francisco"
"516","2021","Colombia","22","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semanario Danza Popular Salsa Adultos","Bucaramanga","Asmed salud","3","Profesional","Desempleado","18 a 28 años","jovenes","No",,"3","Comuna 17 Mutis"
"517","2021","Colombia","21","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semanario Danza Popular Salsa Adultos","Bucaramanga","SURA","3","Técnica","Estudiante","18 a 28 años","jovenes","No",,"3","Comuna 9 La Pedregosa"
"518","2021","Colombia","12","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Semillero de Danza Urbana Pre-Juvenil","Floridablanca","SURA","3","Media","Estudiante","8 a 12 años","infancia","Sí","25.6","3",
"519","2021","Colombia","23","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semanario Danza Popular Salsa Adultos","Bucaramanga","Sanitas","3","Media","Estudiante","18 a 28 años","jovenes","No",,"3","Comuna 13 Oriental"
"520","2021","Colombia","25","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","SaludTotal","4","Profesional","Desempleado","18 a 28 años","jovenes","No",,"4","Comuna 13 Oriental"
"521","2021","Colombia","22","Femenino","Girón","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Girón","Coosalud","2","Media","Empleado","18 a 28 años","jovenes","Sí","20.04","2",
"522","2021","Colombia","34","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semanario Danza Popular Salsa Adultos","Bucaramanga","SURA","3","Profesional","Estudiante","29 a 59 años","adultez","No",,"3","Comuna 10 Provenza"
"523","2021","Colombia","44","Masculino","Floridablanca","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Floridablanca","SaludTotal","3","Tecnológica","Independiente","29 a 59 años","adultez","No",,"3",
"524","2021","Colombia","27","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","SURA","2","Tecnológica","Desempleado","18 a 28 años","jovenes","Sí","35.45","2","Comuna 9 La Pedregosa"
"525","2021","Colombia","15","Masculino","Girón","Ninguno de los anteriores","Danzas","Semillero de Danza Urbana Pre-Juvenil","Girón","SaludTotal","2","Primaria","Estudiante","13 a 17 años","adolescente","Sí","7.81","2",
"526","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Urbana Infantil.","Bucaramanga","Sanitas","2","Primaria","Estudiante","8 a 12 años","infancia","Sí","19.18","2","Comuna 11 Sur"
"527","2021","Colombia","9","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Popular Salsa Infantil.","Bucaramanga","Famisanar","3","Primaria","Estudiante","8 a 12 años","infancia","No",,"3","Comuna 3 San Francisco"
"528","2021","Colombia","20","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","SURA","1","Técnica","Desempleado","18 a 28 años","jovenes","Sí","32.69","1","Comuna 11 Sur"
"529","2021","Colombia","20","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","Nueva eps","4","Profesional","Desempleado","18 a 28 años","jovenes","No",,"4","Comuna 6 La Concordia"
"530","2021","Colombia","23","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","SaludTotal","1","Tecnológica","Desempleado","18 a 28 años","jovenes","Sí","9.47","1","Comuna 1 Norte"
"531","2021","Colombia","38","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semanario Danza Popular Salsa Adultos","Bucaramanga","SaludTotal","3","Especialización","Empleado","29 a 59 años","adultez","No",,"3","Comuna 13 Oriental"
"532","2021","Colombia","29","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semanario Danza Popular Salsa Adultos","Bucaramanga","Sanitas","3","Tecnológica","Empleado","29 a 59 años","adultez","Sí","22","3","Comuna 3 San Francisco"
"533","2021","Colombia","14","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Popular Salsa Pre-Juvenil","Bucaramanga","SaludTotal","2","Básica","Estudiante","13 a 17 años","adolescente","Sí","48.77","2","Comuna 2 Nororiental"
"534","2021","Colombia","26","Masculino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","Sanitas","1","Básica","Desempleado","18 a 28 años","jovenes","Sí","32.69","1","Comuna 11 Sur"
"535","2021","Colombia","19","Femenino","Girón","Ninguno de los anteriores","Danzas","Semanario Danza Popular Salsa Adultos","Girón","SaludTotal","2","Media","Estudiante","18 a 28 años","jovenes","Sí","7.81","2",
"536","2021","Venezuela","7","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Ballet Infantil Segundo Año (9 a 11 años)","Bucaramanga","Avanzar","3","Primaria","Estudiante","0 a 7 años","primera infancia","No",,"3","Comuna 13 Oriental"
"537","2021","Colombia","7","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Urbana Infantil.","Bucaramanga","SURA","4","Especialización","Independiente","0 a 7 años","primera infancia","No",,"4","Comuna 10 Provenza"
"538","2021","Colombia","30","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Floridablanca","Nueva eps","3","Técnica","Independiente","29 a 59 años","adultez","No",,"3",
"539","2021","Colombia","20","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Programa Técnico Laboral en Danza","Bucaramanga","Famisanar","3","Técnica","Estudiante","18 a 28 años","jovenes","Sí","27.26","3","Comuna 3 San Francisco"
"540","2021","Colombia","19","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Adultos.","Bucaramanga","Nueva eps","3","Media","Desempleado","18 a 28 años","jovenes","Sí","29.72","3","Comuna 7 La Ciudadela"
"541","2021","Colombia","36","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Semanario Danza Popular Salsa Adultos","Floridablanca","Sanitas","3","Media","Ama de casa","29 a 59 años","adultez","Sí","20.93","3",
"542","2021","Colombia","21","Femenino","Floridablanca","Ninguno de los anteriores","Danzas","Seminario Danza Urbana Adultos.","Floridablanca","coomeva","3","Media","Estudiante","18 a 28 años","jovenes","No",,"3",
"543","2021","Colombia","11","Femenino","Bucaramanga","Ninguno de los anteriores","Danzas","Semillero Danza Urbana Infantil.","Bucaramanga","Asmed salud","1","Básica","Estudiante","8 a 12 años","infancia","Sí","7.39","1","Comuna 4 Occidental"
