"county_name","county_code","county_fips_code","latitude_longitude","longitude","week_begin_date","total_calls","total_intakes","caller_receiving_warm_line","male_callers","female_callers","callers_using_heroin","callers_using_cannabis","callers_using_alcohol","callers_using_benzodiazepine","callers_using_opiates","callers_using_hallucinogens","callers_using_stimulants","callers_using_depressants","callers_using_narcotics_not","callers_using_methadone","callers_using_suboxone","callers_using_dissociative","callers_receiving_at_least","callers_receiving_information","callers_referred_for","callers_referred_to_outpatient","callers_referred_to_medication","callers_referred_for_detox","callers_referred_to_intensive","callers_referred_to_inpatient","callers_referred_to_the","callers_referred_for_recovery","callers_referred_to_social","callers_referred_to_their","geocoded_column"
"Commonwealth","00","42000","39.346129","-75.167756","2018-08-13T00:00:00.000","316","132","136","77","55","53","11","37","7","28","3","30","2","5","5","8",,"132","0","4","9","8","76","0","28","0","0","0","20","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-02-19T00:00:00.000","379","168","168","96","72",,,,,,,,,,,,,"168","1","9","13","13","73","4","36","1","3","0","22","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-11-04T00:00:00.000","267","150","129","96","54","29","14","47","8","17","3","38","4","22","2","5","0","150","2","13","16","7","42","1","30","6","2","0","37","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-12-10T00:00:00.000","317","148","135","98","50","42","9","50","6","30","4","29","3","6","2","4",,"148","0","6","10","6","77","2","25","3","1","0","24","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-05-13T00:00:00.000","289","153","136","88","65","43","13","45","4","28","1","30","4","15","5","10","0","153","0","18","16","8","55","1","24","3","1","1","32","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-06-17T00:00:00.000","307","133","111","85","48","43","13","40","9","23","4","24","1","9","4","6","0","133","0","7","13","9","48","2","26","3","1","2","28","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2016-12-05T00:00:00.000","389","154","145","96","58",,,,,,,,,,,,,"154","0","4","17","7","106","1","20","6","1","0","1","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-05-28T00:00:00.000","345","166","174","100","66","38","11","42","7","49","1","34","3","12",,,,"166","0","2","15","9","77","4","53","3","1","1","19","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-01-27T00:00:00.000","177","103","94","68","35","22","7","32","6","14","1","25","1","7","3","9","0","103","0","6","10","3","33","1","15","1","1","1","33","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-07-17T00:00:00.000","383","148","147","85","63",,,,,,,,,,,,,"148","0","8","11","10","94","0","9","1","1","0","16","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-12-23T00:00:00.000","175","85","74","58","27","14","7","35","2","16","0","18","3","11","0","9","0","85","1","8","11","0","41","1","13","2","0","1","16","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-01-07T00:00:00.000","345","179","149","110","69","36","15","54","14","28","5","42","6","14","6","11",,"179","1","15","12","7","72","1","38","1","0","0","38","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-03-25T00:00:00.000","309","150","124","85","66","41","14","40","5","24","4","31","3","15","2","10","0","150","1","7","16","3","62","1","21","1","0","0","40","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-08-26T00:00:00.000","288","151","128","89","62","22","14","58","10","34","4","30","1","7","2","9","0","151","2","12","10","6","55","1","30","1","3","0","39","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-10-16T00:00:00.000","277","118","127","72","46",,,,,,,,,,,,,"118","0","4","13","7","62","1","29","0","0","2","15","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-01-29T00:00:00.000","329","142","153","86","56",,,,,,,,,,,,,"142","0","8","20","11","54","3","32","0","0","0","24","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-03-20T00:00:00.000","369","176","183","103","73",,,,,,,,,,,,,"176","1","15","11","6","102","3","20","9","0","3","38","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-09-30T00:00:00.000","303","152","133","94","58","33","14","47","6","15","3","32","0","14","6","7","0","152","2","10","12","6","62","4","20","7","0","0","38","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-09-10T00:00:00.000","316","148","139","91","57","38","14","47","8","33","3","30","0","6","8","6",,"148","3","10","17","9","70","1","27","1","1","0","20","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-10-30T00:00:00.000","261","121","126","71","50",,,,,,,,,,,,,"121","0","2","11","9","60","0","18","1","2","0","20","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-02-26T00:00:00.000","322","141","152","86","55",,,,,,,,,,,,,"141","1","1","10","9","73","2","30","1","1","0","23","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-04-06T00:00:00.000","214","130","110","87","43","31","9","32","6","29","2","28","2","13","2","7","0","130","2","14","7","6","46","1","33","0","3","0","29","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-05-11T00:00:00.000","308","161","136","111","50","32","6","52","5","30","2","30","0","6","3","10","0","161","2","10","15","4","83","0","24","3","1","0","25","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-03-06T00:00:00.000","397","155","173","94","61",,,,,,,,,,,,,"155","2","26","11","9","97","1","8","4","1","1","24","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-04-22T00:00:00.000","333","156","138","87","69","35","11","47","6","30","4","32","2","12","5","7","0","156","2","16","11","9","59","1","20","1","2","0","35","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-06-19T00:00:00.000","326","149","147","102","47",,,,,,,,,,,,,"149","5","8","4","4","89","1","12","3","0","0","32","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-10-28T00:00:00.000","250","129","121","86","43","22","10","42","4","21","2","29","2","14","1","7","0","129","1","7","10","4","51","0","18","3","4","0","35","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-01-30T00:00:00.000","430","139","125","89","50",,,,,,,,,,,,,"139","0","1","18","7","87","2","19","1","0","0","14","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-04-02T00:00:00.000","383","172","186","82","90","47","11","51","9","36","2","47","3","16",,,,"172","0","4","22","4","89","0","44","3","0","0","25","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-03-23T00:00:00.000","197","119","94","75","44","38","7","18","5","24","2","28","2","13","2","8","0","119","0","9","7","4","51","1","14","5","1","1","38","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-08-12T00:00:00.000","272","145","123","88","57","15","5","55","3","11","4","25","0","8","1","5","0","145","0","30","17","4","51","0","1","2","3","0","36","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-09-11T00:00:00.000","304","144","147","86","58",,,,,,,,,,,,,"144","0","6","9","5","88","1","15","0","0","3","24","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-10-08T00:00:00.000","306","142","164","91","51","30","14","56","6","28","1","33","4","8","5","11",,"142","0","13","18","18","81","0","33","0","0","0","14","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-07-16T00:00:00.000","356","154","146","89","65","40","16","52","7","23","3","44","1","10","4","9",,"154","1","5","9","4","59","3","34","6","0","0","40","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-11-12T00:00:00.000","248","102","88","56","46","29","8","33","5","16","1","24","2","5","1","9",,"102","0","7","11","6","49","1","17","1","2","0","13","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-08-21T00:00:00.000","347","163","166","102","61",,,,,,,,,,,,,"163","0","9","8","5","100","2","16","1","0","0","24","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-05-15T00:00:00.000","292","146","142","84","62",,,,,,,,,,,,,"146","2","6","8","9","65","1","19","4","2","1","33","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-11-25T00:00:00.000","178","87","78","52","35","18","3","30","3","21","1","22","0","5","1","1","0","87","0","4","5","1","41","3","16","0","1","1","19","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-06-08T00:00:00.000","311","176","136","106","70","47","7","51","5","46","3","41","0","15","4","6","1","176","2","7","10","4","94","2","25","9","4","0","35","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-12-04T00:00:00.000","268","125","130","77","48",,,,,,,,,,,,,"125","0","3","10","8","58","0","29","2","0","0","20","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-01-21T00:00:00.000","391","189","157","115","75","45","16","57","7","30","8","41","3","7","2","18","2","189","0","9","23","11","79","6","25","2","2","1","37","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-02-24T00:00:00.000","235","145","119","93","52","31","7","47","8","19","0","32","1","14","2","8","0","145","0","12","10","6","57","2","30","4","4","0","33","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-07-15T00:00:00.000","308","164","147","94","70","36","13","51","2","30","6","37","1","14","7","13","0","164","1","8","13","9","67","1","25","3","2","1","37","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-04-23T00:00:00.000","446","216","221","126","90","56","24","65","7","50","1","53","4","20",,,,"216","2","5","21","12","89","2","56","3","1","0","40","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-02-25T00:00:00.000","296","139","118","80","59","27","12","45","9","24","2","33","0","12","3","4","0","139","0","8","12","3","57","0","22","3","3","0","36","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-12-25T00:00:00.000","249","96","98","65","31",,,,,,,,,,,,,"96","0","5","7","8","43","0","19","1","0","0","14","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-06-11T00:00:00.000","333","151","164","96","55","44","17","43","11","31","1","32","0","5","4",,,"151","1","8","19","5","67","1","40","4","1","0","22","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-10-07T00:00:00.000","265","142","126","77","65","32","10","49","11","18","0","43","0","15","3","6","0","142","1","7","3","4","74","2","27","1","1","2","28","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-07-24T00:00:00.000","335","142","145","93","49",,,,,,,,,,,,,"142","0","5","8","9","92","0","11","0","0","1","18","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-02-03T00:00:00.000","225","128","110","90","38","30","6","43","6","22","0","34","1","14","7","6","0","128","0","10","6","3","56","0","23","3","0","0","39","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-09-02T00:00:00.000","311","154","138","88","66","34","12","61","6","33","5","35","2","6","1","9","0","154","2","14","13","2","64","3","24","3","0","1","35","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-06-12T00:00:00.000","296","148","127","78","70",,,,,,,,,,,,,"148","1","4","6","6","78","0","11","3","1","2","41","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-11-06T00:00:00.000","281","121","123","69","52",,,,,,,,,,,,,"121","0","4","8","14","65","0","14","1","1","0","18","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-07-06T00:00:00.000","329","209","158","131","78","45","11","62","6","38","4","51","1","23","6","13","1","209","0","9","18","8","107","4","50","11","2","0","42","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-05-18T00:00:00.000","330","192","153","117","75","43","20","62","13","41","4","50","0","7","3","8","1","192","1","11","15","6","106","0","28","4","0","0","36","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-03-27T00:00:00.000","370","174","199","96","81",,,,,,,,,,,,,"174","1","29","8","4","111","3","27","7","0","1","32","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-12-03T00:00:00.000","227","118","114","66","52","21","9","45","5","18","1","29","1","13","2","7",,"118","0","10","12","8","51","1","21","3","1","0","20","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2016-12-12T00:00:00.000","344","148","135","87","61",,,,,,,,,,,,,"148","1","7","11","14","86","0","18","2","1","0","15","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-04-15T00:00:00.000","386","177","160","104","73","36","25","62","8","37","4","43","3","10","9","7","1","177","1","13","18","4","68","2","32","3","1","0","43","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-06-24T00:00:00.000","283","136","121","90","46","38","8","42","6","18","4","28","3","12","7","11","0","136","0","10","11","7","57","1","24","0","0","0","26","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-05-21T00:00:00.000","358","140","139","80","60","42","9","47","10","29","2","34","0","8",,,,"140","0","5","11","13","60","2","49","1","2","1","12","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-09-03T00:00:00.000","328","140","136","84","56","28","18","43","10","33","4","43","5","8","4","10",,"140","0","5","9","8","70","0","28","1","1","0","29","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-05-20T00:00:00.000","267","130","111","71","59","16","9","39","4","12","0","20","0","10","1","4","0","130","1","1","5","5","53","1","16","1","1","0","31","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2017-10-09T00:00:00.000","290","128","135","80","48",,,,,,,,,,,,,"128","0","3","3","16","76","0","11","0","0","0","13","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-12-30T00:00:00.000","253","147","129","91","56","32","7","51","5","25","2","33","1","21","2","10","0","147","2","12","9","4","54","2","22","3","2","0","41","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-03-05T00:00:00.000","438","206","209","118","88",,,,,,,,,,,,,"206","1","6","39","12","99","1","48","1","0","0","29","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-01-22T00:00:00.000","336","150","160","87","63",,,,,,,,,,,,,"150","0","6","14","14","73","4","27","1","1","0","21","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2020-04-13T00:00:00.000","164","93","75","57","36","26","7","26","5","16","2","22","0","8","3","3","0","93","0","7","9","3","34","2","14","7","1","0","26","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-08-06T00:00:00.000","346","155","137","90","65","41","18","59","9","31","4","38","3","8","7","8",,"155","1","5","10","8","82","2","19","2","3","0","27","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-12-31T00:00:00.000","367","171","149","103","68","56","13","49","6","37","2","40","1","16","4","9",,"171","0","17","15","5","83","3","17","0","2","0","3","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2019-03-18T00:00:00.000","332","153","136","91","62","36","19","51","12","25","4","48","3","6","7","12","0","153","0","10","12","5","61","0","30","1","1","0","36","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-06-18T00:00:00.000","308","122","126","72","50","38","9","32","6","24","4","24","0","54","8",,,"122","2","4","13","5","61","0","27","1","1","0","18","POINT (-75.167756 39.346129)"
"Commonwealth","00","42000","39.346129","-75.167756","2018-10-15T00:00:00.000","305","129","121","72","57","32","11","34","9","26","2","50","3","8","2","4",,"129","0","10","4","1","60","1","32","4","1","0","26","POINT (-75.167756 39.346129)"
