"fiscal_year","employer","initial_approvals","initial_denials","continuing_approvals","continuing_denials","naics","tax_id","state","city","zip"
"2017","NXLIGHT INC DBA CONTRACTPAL INC","0","0","1","0","Scientific & Technical Svcs","7453","UT","LINDON","84042"
"2019","OBJECT SYSTEMS INTL LLC","1","0","0","0","Scientific & Technical Svcs","9985","UT","LAYTON","84041"
"2016","ONLINE IMAGE LLC","0","1","0","0","Scientific & Technical Svcs","6961","UT","MURRAY","84117"
"2019","OUTBOX SYSTEMS DBA SIMPLUS","0","0","1","0","Scientific & Technical Svcs","218","UT","SALT LAKE CITY","84101"
"2019","OUTBOX SYSTEMS INC D/B/A SIMPLUS","0","0","3","0","Scientific & Technical Svcs","218","UT","SANDY","84070"
"2018","OUTBOX SYSTEMS INC DBA SIMPLUS","0","0","2","1","Scientific & Technical Svcs","218","UT","SANDY","84070"
"2019","PATENT LAW WORKS LLP","0","0","1","0","Scientific & Technical Svcs","6529","UT","SALT LAKE CITY","84107"
"2017","PATENT LAW WORKS LLP","0","0","1","0","Scientific & Technical Svcs","6529","UT","SALT LAKE CITY","84111"
"2019","PAYCLIP INC","0","0","1","0","Scientific & Technical Svcs","8592","UT","DRAPER","84020"
"2018","PERSPECTX INC","1","0","1","0","Scientific & Technical Svcs","6625","UT","LAYTON","84040"
"2018","PLURALSIGHT LLC","0","0","5","0","Scientific & Technical Svcs","9619","UT","FARMINGTON","84025"
"2019","PLURALSIGHT LLC","3","0","4","0","Scientific & Technical Svcs","9619","UT","FARMINGTON","84025"
"2019","POWER ENGINEERS INC","0","0","1","0","Scientific & Technical Svcs","4246","UT","RICHMOND","84333"
"2016","PROGREXION","0","0","18","0","Scientific & Technical Svcs","5153","UT","SALT LAKE CITY","84111"
"2018","PROGREXION ASG INC","2","1","14","1","Scientific & Technical Svcs","5153","UT","SALT LAKE CITY","84111"
"2019","PROGREXION ASG INC","4","1","6","0","Scientific & Technical Svcs","5153","UT","SALT LAKE CITY","84111"
"2017","PROGREXION ASG INC","1","0","11","0","Scientific & Technical Svcs","5153","UT","SALT LAKE CITY","84111"
"2018","QUALTRICS LLC","4","1","22","0","Scientific & Technical Svcs","4116","UT","PROVO","84604"
"2019","QUALTRICS LLC","0","0","21","0","Scientific & Technical Svcs","4116","UT","PROVO","84604"
"2017","QUALTRICS LLC","0","0","10","0","Scientific & Technical Svcs","4116","UT","PROVO","84604"
"2016","QUALTRICS LLC","5","0","12","0","Scientific & Technical Svcs","4116","UT","PROVO","84604"
"2018","QUICK IT SERVICES LLC","0","0","1","0","Scientific & Technical Svcs","3862","UT","OREM","84097"
"2016","REACTION ENGINEERING INTERNATIONAL","1","0","0","0","Scientific & Technical Svcs","4621","UT","MURRAY","84107"
"2019","REDCASTLE RESOURCES INC","1","0","0","0","Scientific & Technical Svcs","7812","UT","SALT LAKE CITY","84103"
"2019","REGO CONSULTING CORP","1","0","0","0","Scientific & Technical Svcs","3719","UT","CENTERVILLE","84014"
"2018","REGO CONSULTING CORPORATION","1","0","1","1","Scientific & Technical Svcs","3719","UT","CENTERVILLE","84014"
"2017","REGO CONSULTING CORPORATION","0","0","2","0","Scientific & Technical Svcs","3719","UT","CENTERVILLE","84014"
"2016","REGO CONSULTING CORPORATION","0","0","1","0","Scientific & Technical Svcs","3719","UT","CENTERVILLE","84014"
"2017","REI DRILLING INC","0","0","1","0","Scientific & Technical Svcs","8270","UT","SALT LAKE CITY","84107"
"2016","RELIABLE CONTROLS CORPORATION","1","0","0","0","Scientific & Technical Svcs","670","UT","SALT LAKE CITY","84117"
"2016","RFP DEPOT D/B/A BIDSYNC","0","0","1","0","Scientific & Technical Svcs","2672","UT","AMERICAN FORK","84003"
"2018","RICKS COMPANY LLC","0","0","1","0","Scientific & Technical Svcs","7013","UT","SANDY","84070"
"2018","ROVITRACKER INC","1","0","0","0","Scientific & Technical Svcs","1962","UT","WEST JORDAN","84084"
"2016","SADDLER GIBB & ASSO","1","0","0","0","Scientific & Technical Svcs","3180","UT","SALT LAKE CITY","84109"
"2017","SAGE FORENSIC ACCOUNTING INC","1","0","0","0","Scientific & Technical Svcs","603","UT","SALT LAKE CITY","84111"
"2018","SALT STACK INC","0","0","1","0","Scientific & Technical Svcs","250","UT","LEHI","84043"
"2019","SALT STACK INC","1","0","0","0","Scientific & Technical Svcs","250","UT","LEHI","84043"
"2019","SAMARITAN SOFTWARE LLC","0","0","1","0","Scientific & Technical Svcs","4339","UT","SALT LAKE CITY","84111"
"2016","SAMARITAN SOFTWARE LLC DBA SAMARIT","0","0","1","0","Scientific & Technical Svcs","4339","UT","SALT LAKE CITY","84111"
"2016","SAVAGE SERVICES CORP","0","0","1","0","Scientific & Technical Svcs","7425","UT","MIDVALE","84047"
"2018","SAVAGE SERVICES CORPORATION","0","0","1","0","Scientific & Technical Svcs","7425","UT","MIDVALE","84047"
"2017","SAVAGE SERVICES CORPORATION","0","0","1","0","Scientific & Technical Svcs","7425","UT","MIDVALE","84047"
"2018","SEARCHBLOOM LLC","1","0","0","0","Scientific & Technical Svcs","5408","UT","DRAPER","84020"
"2018","SEO TOWNCENTER LLC DBA BOOSTABILIT","1","0","0","0","Scientific & Technical Svcs","6815","UT","LEHI","84043"
"2018","SHERRY S TAX & ACCOUNTING SVCS LLC","0","0","1","0","Scientific & Technical Svcs","191","UT","SANDY","84094"
"2016","SHREYAS KAMAT CTO","8","0","2","1","Scientific & Technical Svcs","7061","UT","DRAPER","84020"
"2016","SILVERTON GROUP LLC","0","0","0","1","Scientific & Technical Svcs","2226","UT","SALT LAKE CITY","84105"
"2019","SMITH JOHNSON GRP INC","1","0","0","0","Scientific & Technical Svcs","3562","UT","SANDY","84070"
"2018","SOFTWARE TECH GROUP INC","0","1","0","0","Scientific & Technical Svcs","6713","UT","SALT LAKE CITY","84111"
"2016","SOFTWARE TECHNOLOGY GROUP","1","0","0","0","Scientific & Technical Svcs","6713","UT","SALT LAKE CITY","84111"
"2016","SOLUTIONS SERVICES INC","0","0","0","1","Scientific & Technical Svcs","2167","UT","SALT LAKE CITY","84111"
"2018","SONUS SOFTWARE SOLUTIONS INC","2","6","1","0","Scientific & Technical Svcs","2585","UT","OREM","84057"
"2019","SONUS SOFTWARE SOLUTIONS INC","2","4","3","0","Scientific & Technical Svcs","2585","UT","OREM","84057"
"2017","SONUS SOFTWARE SOLUTIONS INC","2","0","1","0","Scientific & Technical Svcs","2585","UT","OREM","84058"
"2017","SONUS SOFTWARE SOLUTIONS INC","1","0","0","0","Scientific & Technical Svcs","2858","UT","OREM","84058"
"2016","SONUS SOFTWARE SOLUTIONS INC","1","0","0","0","Scientific & Technical Svcs","2525","UT","OREM","84058"
"2016","SONUS SOFTWARE SOLUTIONS INC","2","0","0","0","Scientific & Technical Svcs","2585","UT","OREM","84058"
"2016","SORENSON COMMUNICATIONS INC","0","0","1","0","Scientific & Technical Svcs","5055","UT","SALT LAKE CITY","84123"
"2016","SORENSON COMMUNICATIONS INC","1","0","2","0","Scientific & Technical Svcs","555","UT","SALT LAKE CITY","84123"
"2018","SORENSON COMMUNICATIONS LLC","0","0","3","0","Scientific & Technical Svcs","555","UT","SALT LAKE CITY","84123"
"2019","SORENSON COMMUNICATIONS LLC","0","0","2","0","Scientific & Technical Svcs","555","UT","SALT LAKE CITY","84123"
"2019","SORENSON GENOMICS L L C","1","0","0","0","Scientific & Technical Svcs","7935","UT","SALT LAKE CITY","84115"
"2016","SPILLMAN TECHNOLOGIES INC","1","0","0","0","Scientific & Technical Svcs","8618","UT","WEST VALLEY CITY","84120"
"2016","SPORTS MEDICINE RESEARCH & TESTING","0","0","1","0","Scientific & Technical Svcs","1957","UT","SALT LAKE CITY","84108"
"2016","SPRYOS CORP","0","0","1","0","Scientific & Technical Svcs","1304","UT","LOGAN","84321"
"2018","SQL DATA SOLUTIONS INC","0","0","1","1","Scientific & Technical Svcs","8253","UT","PROVO","84601"
"2019","SQL DATA SOLUTIONS INC","0","1","1","0","Scientific & Technical Svcs","8253","UT","PROVO","84601"
"2017","SQL DATA SOLUTIONS INC","3","0","4","1","Scientific & Technical Svcs","8253","UT","PROVO","84601"
"2016","SQL DATA SOLUTIONS INC","1","1","6","1","Scientific & Technical Svcs","8253","UT","PROVO","84601"
"2016","SQUIRE & CO P C","1","0","0","0","Scientific & Technical Svcs","3246","UT","OREM","84097"
"2019","STAYNER BATES P C","1","0","0","0","Scientific & Technical Svcs","5153","UT","SALT LAKE CITY","84110"
"2018","STORAGECRAFT TECH CORP","4","0","2","0","Scientific & Technical Svcs","2557","UT","DRAPER","84020"
"2019","STORAGECRAFT TECHNOLOGY CORP","6","0","2","0","Scientific & Technical Svcs","2557","UT","DRAPER","84020"
"2016","SWEAT HOLDINGS INC DBA ROYAL ENGIN","0","0","1","0","Scientific & Technical Svcs","1886","UT","PROVO","84606"
"2018","SYSTEMS WEST PERFORMANCE LLC","0","0","1","0","Scientific & Technical Svcs","5498","UT","SANDY","84093"
"2017","SYSTEMS WEST PERFORMANCE LLC","0","0","1","0","Scientific & Technical Svcs","5498","UT","SANDY","84093"
"2018","T0DOTCOM INC","0","0","5","0","Scientific & Technical Svcs","9269","UT","MIDVALE","84047"
"2019","T0DOTCOM INC","0","0","7","0","Scientific & Technical Svcs","9269","UT","MIDVALE","84047"
"2019","TANNER LLC","1","0","0","0","Scientific & Technical Svcs","3063","UT","SALT LAKE CITY","84111"
"2016","TECHNOIMAGING LLC","1","0","0","0","Scientific & Technical Svcs","6820","UT","SALT LAKE CITY","84107"
"2016","TECHNOLOGY HOLDING LLC","0","0","3","0","Scientific & Technical Svcs","1173","UT","SALT LAKE CITY","84103"
"2018","TEUSCHER WALPOLE LLC","0","0","1","0","Scientific & Technical Svcs","9610","UT","DRAPER","84020"
"2019","THOUGHTLAB LLC","0","1","0","0","Scientific & Technical Svcs","7195","UT","SALT LAKE CITY","84111"
"2016","THOUGHTLAB LLC","0","0","2","0","Scientific & Technical Svcs","7195","UT","SALT LAKE CITY","84111"
"2016","TITLE TECHNOLOGIES INC DBA TITLETE","0","0","1","0","Scientific & Technical Svcs","988","UT","SOUTH JORDAN","84095"
"2016","TOMAX CORPORATION","1","0","10","1","Scientific & Technical Svcs","2239","UT","SALT LAKE CITY","84101"
"2016","TOMAX CORPORATION A WHOLLY OWNED S","1","0","0","0","Scientific & Technical Svcs","2239","UT","WEST JORDAN","84101"
"2018","TRANSCEND INNOVATIONS LLC","1","0","0","0","Scientific & Technical Svcs","843","UT","OGDEN","84401"
"2017","TRANSCENDENT SOLUTIONS INC","0","0","2","0","Scientific & Technical Svcs","6447","UT","EDEN","84310"
"2017","TREEHOUSE INTERACTIVE HOLDING INC","0","0","1","0","Scientific & Technical Svcs","4538","UT","SOUTH JORDAN","84095"
"2018","TRW MGMT LLC","1","0","0","0","Scientific & Technical Svcs","4197","UT","DRAPER","84020"
"2017","TSA ARCHITECTS P C","0","0","1","0","Scientific & Technical Svcs","5827","UT","SALT LAKE CITY","84111"
"2019","TSA ARCHITECTS PC","0","0","2","0","Scientific & Technical Svcs","5827","UT","SALT LAKE CITY","84105"
"2016","TUTE GENOMICS INC","1","0","0","0","Scientific & Technical Svcs","9415","UT","PROVO","84601"
"2016","TWITTER INC","1","0","0","0","Scientific & Technical Svcs","3779","UT","SALT LAKE CITY","84103"
"2018","TYBERA DEVELOPMENT GROUP INC","0","0","1","0","Scientific & Technical Svcs","3880","UT","OREM","84097"
"2017","UNIVERSAL SYSTEMS INC","1","0","0","0","Scientific & Technical Svcs","8323","UT","SALT LAKE CITY","84106"
"2019","UTAH CRIME VICTIMS LEGAL CLINIC","1","0","0","0","Scientific & Technical Svcs","6973","UT","SALT LAKE CITY","84107"
"2019","UTAH HEALTH INFO NETWORK INC","0","0","0","1","Scientific & Technical Svcs","249","UT","SALT LAKE CITY","84101"
"2019","UTAH HEALTH INFO NETWORK INC","0","0","2","0","Scientific & Technical Svcs","249","UT","SALT LAKE CITY","84121"
"2017","UTAH HEALTH INFO NETWORK INC","0","0","1","0","Scientific & Technical Svcs","249","UT","SALT LAKE CITY","84101"
"2016","UTAH INTERACTIVE LLC","0","0","1","0","Scientific & Technical Svcs","7510","UT","SALT LAKE CITY","84111"
"2016","VACOM SYSTEMS LLC","0","0","1","0","Scientific & Technical Svcs","4906","UT","HEBER","84032"
"2019","VAN BOERUM & FRANK ASSO INC","1","0","0","0","Scientific & Technical Svcs","2348","UT","SALT LAKE CITY","84111"
"2017","VCBO ARCHITECTURE LLC","1","0","0","0","Scientific & Technical Svcs","6360","UT","SALT LAKE CITY","84102"
"2019","VECTOR STRUCTURAL ENGINEERING LLC","1","0","0","0","Scientific & Technical Svcs","8183","UT","DRAPER","84020"
"2018","VENAFI INC","0","0","1","0","Scientific & Technical Svcs","4730","UT","SALT LAKE CITY","84111"
"2019","VENAFI INC","1","0","0","0","Scientific & Technical Svcs","4730","UT","SALT LAKE CITY","84111"
"2017","VENAFI INC","5","0","0","0","Scientific & Technical Svcs","4730","UT","SALT LAKE CITY","84111"
"2017","VICI CAPITAL PARTNERS LLC","0","0","1","0","Scientific & Technical Svcs","7563","UT","SALT LAKE CITY","84124"
"2016","VISUAL INTERACTIVE SYSTEMS LLC","1","0","0","0","Scientific & Technical Svcs","3064","UT","HOLLADAY","84117"
"2018","VIVINT INC","0","0","1","0","Scientific & Technical Svcs","4038","UT","PROVO","84604"
"2017","VPI TECH GRP","1","0","0","0","Scientific & Technical Svcs","5827","UT","DRAPER","84020"
"2018","WASATCH ACADEMY","0","0","1","0","Scientific & Technical Svcs","194","UT","MOUNT PLEASANT","84647"
"2017","WASATCH COMPUTER TECH LLC","0","0","1","0","Scientific & Technical Svcs","3519","UT","SALT LAKE CITY","84111"
"2019","WASATCH PHOTONICS INC","0","0","1","0","Scientific & Technical Svcs","893","UT","LOGAN","84321"
"2016","WASATCH PHOTONICS INC","0","0","1","0","Scientific & Technical Svcs","893","UT","LOGAN","84321"
"2016","WAVETRONIX LLC","0","0","1","0","Scientific & Technical Svcs","5153","UT","PROVO","84606"
"2016","WEIR FLOWAY INC","0","0","1","0","Scientific & Technical Svcs","8303","UT","SALT LAKE CITY","84101"
"2018","WESTECH ENGINEERING INC","1","0","0","0","Scientific & Technical Svcs","9674","UT","SALT LAKE CITY","84115"
"2016","WF ENGINEERING INC","0","0","1","0","Scientific & Technical Svcs","7029","UT","SALT LAKE CITY","84104"
"2019","WILLOWSTICK TECHNOLOGIES LLC","1","0","0","0","Scientific & Technical Svcs","2577","UT","DRAPER","84020"
"2018","WORKFRONT INC","0","0","1","0","Scientific & Technical Svcs","6595","UT","LEHI","84043"
"2018","WORKFRONT INC","1","0","3","0","Scientific & Technical Svcs","6895","UT","LEHI","84043"
"2019","WORKFRONT INC","1","0","5","0","Scientific & Technical Svcs","6895","UT","LEHI","84043"
"2017","WORKFRONT INC","0","0","4","0","Scientific & Technical Svcs","6895","UT","LEHI","84043"
"2016","WORKFRONT INC","1","0","1","0","Scientific & Technical Svcs","6895","UT","LEHI","84043"
"2019","WSRP LLC","1","0","0","0","Scientific & Technical Svcs","7754","UT","SALT LAKE CITY","84103"
"2016","WSRP LLC","1","0","0","0","Scientific & Technical Svcs","7754","UT","SALT LAKE CITY","84103"
"2018","XACTWARE SOLUTIONS INC","2","0","2","0","Scientific & Technical Svcs","9711","UT","LEHI","84043"
"2019","XACTWARE SOLUTIONS INC","6","0","2","0","Scientific & Technical Svcs","9711","UT","LEHI","84043"
"2017","XACTWARE SOLUTIONS INC","4","0","1","0","Scientific & Technical Svcs","9711","UT","LEHI","84043"
"2016","XACTWARE SOLUTIONS INC","1","0","1","0","Scientific & Technical Svcs","9711","UT","LEHI","84043"
"2016","XEL IT SOLUTIONS","0","0","1","0","Scientific & Technical Svcs","9113","UT","CENTERVILLE","84014"
"2018","ZYTO PRO LLC","0","1","0","0","Scientific & Technical Svcs","5754","UT","LINDON","84042"
"2016","CLARKE CAPITAL PARTNERS LLC","0","0","1","0","Management of Companies","9749","UT","PROVO","84604"
"2016","KEB ENTERPRISES L P","0","0","1","0","Management of Companies","8751","UT","LEHI","84043"
"2016","ALLSTATES LANDSCAPING INC","0","0","1","0","Management of Companies","101","UT","DRAPER","84020"
"2017","ANCESTRY.COM OPERATIONS INC","0","0","1","0","Management of Companies","2473","UT","LEHI","84043"
"2018","ASSOC FOR INPATIENT MEDICINE LLC","0","0","1","0","Management of Companies","270","UT","SALT LAKE CITY","84103"
"2018","CLEAR LINK TECHNOLOGIES LLC","3","1","1","0","Management of Companies","6561","UT","SALT LAKE CITY","84116"
"2017","CLEAR LINK TECHNOLOGIES LLC","0","0","1","0","Management of Companies","6561","UT","SALT LAKE CITY","84116"
"2016","CST GLOBAL LLC DBA CLEARSOURCE","1","0","0","0","Management of Companies","5055","UT","SANDY","84070"
"2017","ELEVENTH HIRE INC","0","0","1","1","Management of Companies","8003","UT","SOUTH JORDAN","84009"
"2019","FRONTLINE RECRUIT INC","0","1","0","0","Management of Companies","4195","UT","AMERICAN FORK","84003"
"2018","GOAUPAIR OPERATIONS LLC","0","0","1","0","Management of Companies","6932","UT","MURRAY","84107"
"2019","GREENWICH ST COMMERCIAL MORTGAGE L","0","0","1","0","Management of Companies","7377","UT","SALT LAKE CITY","84106"
"2018","MANAGEMENT & TRAINING CORPORATION","1","0","0","0","Management of Companies","5322","UT","CENTERVILLE","84014"
"2018","NOVI SECURITY INC","1","0","0","0","Management of Companies","4326","UT","OREM","84097"
"2018","PARALLEL HR SOLUTIONS INC","0","1","0","0","Management of Companies","7989","UT","MURRAY","84107"
"2017","PARALLEL HR SOLUTIONS INC","0","0","1","0","Management of Companies","7989","UT","MURRAY","84107"
"2019","SECURITY WEAVER LLC","0","0","2","0","Management of Companies","886","UT","LEHI","84043"
"2017","TPUSA INC","1","0","1","0","Management of Companies","2021","UT","MURRAY","84107"
"2016","TPUSA INC","0","0","1","0","Management of Companies","2021","UT","HOLLADAY","84121"
"2019","TPUSA-FHCS INC","0","0","1","0","Management of Companies","5021","UT","SALT LAKE CITY","84107"
"2018","VIVINT INC","2","0","14","0","Management of Companies","4038","UT","PROVO","84604"
"2019","VIVINT INC","4","0","5","0","Management of Companies","4038","UT","PROVO","84604"
"2017","VIVINT INC","0","0","6","0","Management of Companies","4038","UT","PROVO","84604"
"2016","VIVINT INC","1","0","4","0","Management of Companies","4038","UT","PROVO","84604"
"2017","VIVINT WIRELESS INC","0","1","0","0","Management of Companies","7588","UT","PROVO","84604"
"2019","WORKFORCE MANAGEMENT LLC","1","0","0","0","Management of Companies","5462","UT","CENTERVILLE","84014"
"2018","ALPINE SCHOOL DISTRICT","2","0","0","0","Education","478","UT","AMERICAN FORK","84003"
"2016","AMERICAN ACADEMY OF INNOVATION","0","1","0","0","Education","3305","UT","SOUTH JORDAN","84009"
"2019","ASCENT ACADEMY LEHI","1","0","0","0","Education","772","UT","LEHI","84043"
"2017","BOARD OF EDUCATION SALT LAKE CITY","2","0","0","0","Education","515","UT","SALT LAKE CITY","84111"
"2018","BOX ELDER SCHOOL DISTRICT","1","0","0","0","Education","480","UT","BRIGHAM CITY","84302"
"2018","BRAINSTORM INC","0","0","1","0","Education","5674","UT","AMERICAN FORK","84003"
"2019","BRAINSTORM INC","0","0","1","0","Education","5674","UT","AMERICAN FORK","84003"
"2016","BRAINSTORM INC","1","0","0","0","Education","5674","UT","AMERICAN FORK","84003"
"2018","BRIGHAM YOUNG UNIV","5","0","7","0","Education","7280","UT","PROVO","84602"
"2016","BRIGHAM YOUNG UNIV","5","1","3","0","Education","7280","UT","PROVO","84602"
"2019","BRIGHAM YOUNG UNIV HAWAII","1","0","1","0","Education","3825","UT","PROVO","84602"
"2017","BRIGHAM YOUNG UNIV IDAHO","0","0","1","0","Education","7699","UT","PROVO","84602"
"2019","BRIGHAM YOUNG UNIVERSITY","6","1","2","0","Education","7280","UT","PROVO","84602"
"2017","BRIGHAM YOUNG UNIVERSITY","5","1","6","0","Education","7280","UT","PROVO","84602"
"2018","BRIGHAM YOUNG UNIVERSITY HAWAII","1","0","0","0","Education","3825","UT","PROVO","84602"
"2017","BRIGHAM YOUNG UNIVERSITY HAWAII","1","0","1","0","Education","3825","UT","PROVO","84602"
"2018","BRIGHAM YOUNG UNIVERSITY IDAHO","0","0","1","0","Education","7699","UT","PROVO","84602"
"2017","CACHE COUNTY SCHOOL DISTRICT","0","0","1","0","Education","482","UT","NORTH LOGAN","84341"
"2018","CANYON SCHOOL DISTRICT","1","0","0","0","Education","988","UT","SANDY","84070"
"2019","CANYONS SCHOOL DISTRICT","1","0","1","0","Education","988","UT","SANDY","84070"
"2017","CANYONS SCHOOL DISTRICT","4","0","2","0","Education","988","UT","SANDY","84070"
"2016","CANYONS SCHOOL DISTRICT","1","0","0","0","Education","988","UT","SANDY","84070"
"2016","CENTER FOR EXCELLENCE IN HIGHER ED","1","0","0","0","Education","1013","UT","SALT LAKE CITY","84107"
"2018","CHANNING HALL A UTAH NONPROFIT COR","1","0","0","0","Education","248","UT","DRAPER","84020"
"2018","DAVIS SCHOOL DISTRICT","9","0","1","0","Education","487","UT","FARMINGTON","84025"
"2019","DAVIS SCHOOL DISTRICT","1","0","2","0","Education","487","UT","FARMINGTON","84025"
"2017","DAVIS SCHOOL DISTRICT","3","0","0","0","Education","48","UT","FARMINGTON","84025"
"2017","DAVIS SCHOOL DISTRICT","14","0","1","0","Education","487","UT","FARMINGTON","84025"
"2016","DAVIS SCHOOL DISTRICT","2","1","1","0","Education","487","UT","FARMINGTON","84025"
"2019","DIXIE STATE UNIV","0","0","1","0","Education","488","UT","SAINT GEORGE","84770"
"2019","DIXIE STATE UNIV","0","0","1","0","Education","488","UT","SAINT GEORGE","84770"
"2018","DIXIE STATE UNIVERSITY","2","0","2","0","Education","488","UT","SAINT GEORGE","84770"
"2017","DIXIE STATE UNIVERSITY","1","0","1","0","Education","488","UT","SAINT GEORGE","84770"
"2016","DIXIE STATE UNIVERSITY","2","0","3","0","Education","488","UT","SAINT GEORGE","84770"
"2019","DRIVINGSALES LLC","0","0","1","0","Education","9109","UT","SANDY","84070"
"2016","DRIVINGSALES LLC","1","0","0","0","Education","9109","UT","SANDY","84070"
"2017","DUAL IMMERSION ACADEMY","0","0","1","0","Education","1184","UT","SALT LAKE CITY","84104"
"2018","DUCHESNE SCHOOL DISTRICT","0","0","1","0","Education","486","UT","DUCHESNE","84021"
"2016","DUCHESNE SCHOOL DISTRICT","1","0","0","0","Education","486","UT","DUCHESNE","84021"
"2018","GENERACION FLORECIENTE DBA ESPERAN","1","0","0","0","Education","7381","UT","WEST VALLEY CITY","84120"
"2017","GENERACION FLORECIENTE DBA ESPERAN","1","0","0","0","Education","7381","UT","WEST VALLEY CITY","84120"
"2017","GRANITE SCH DIST","4","0","0","0","Education","494","UT","SALT LAKE CITY","84115"
"2018","GRANITE SCHOOL DISTRICT","3","0","0","0","Education","494","UT","SALT LAKE CITY","84115"
"2019","GRANITE SCHOOL DISTRICT","4","0","0","0","Education","494","UT","SALT LAKE CITY","84115"
"2016","GRANITE SCHOOL DISTRICT","0","0","1","0","Education","494","UT","SALT LAKE CITY","84115"
"2018","HOLY CROSS MINISTRIES","0","0","1","0","Education","9324","UT","SALT LAKE CITY","84107"
"2018","HUNTSMAN CANCER FOUNDATION","0","1","0","0","Education","1293","UT","SALT LAKE CITY","84108"
"2018","IMAGINE LEARNING INC","0","0","1","0","Education","4201","UT","PROVO","84604"
"2019","IMAGINE LEARNING INC","1","0","1","0","Education","4204","UT","PROVO","84604"
"2017","IMAGINE LEARNING INC","0","0","1","0","Education","4204","UT","PROVO","84604"
"2016","IMAGINE LEARNING INC","1","0","0","0","Education","4204","UT","PROVO","84604"
"2019","IRON COUNTY SCHOOL DISTRICT","1","0","0","0","Education","496","UT","CEDAR CITY","84720"
"2018","JORDAN SCHOOL DISTRICT","1","0","0","0","Education","497","UT","WEST JORDAN","84084"
"2019","JORDAN SCHOOL DISTRICT","5","0","0","0","Education","497","UT","WEST JORDAN","84084"
"2016","LDS BUSINESS COLLEGE","0","1","0","0","Education","678","UT","SALT LAKE CITY","84101"
"2019","LEADERFACTOR LLC","0","0","1","0","Education","6322","UT","AMERICAN FORK","84003"
"2018","MURRAY CITY SCHOOL DISTRICT","0","0","0","1","Education","503","UT","MURRAY","84107"
"2016","MURRAY CITY SCHOOL DISTRICT","0","0","1","0","Education","503","UT","MURRAY","84107"
"2017","NEBO SCHOOL DIST","1","0","0","0","Education","505","UT","SPANISH FORK","84660"
"2018","NEBO SCHOOL DISTRICT","1","0","1","0","Education","505","UT","SPANISH FORK","84660"
"2018","NORTH DAVIS PREPARATORY ACADEMY","1","0","1","1","Education","2107","UT","LAYTON","84041"
"2019","NORTH DAVIS PREPARATORY ACADEMY","2","0","0","0","Education","2107","UT","LAYTON","84041"
"2017","NORTH DAVIS PREPARATORY ACADEMY","0","0","1","1","Education","2107","UT","LAYTON","84041"
"2016","NORTH DAVIS PREPARATORY ACADEMY","0","0","1","0","Education","2107","UT","LAYTON","84041"
"2018","NORTH SANPETE SCHOOL DISTRICT","1","0","0","0","Education","513","UT","MT PLEASANT","84647"
"2018","OGDEN PREPARATORY ACADEMY","0","0","0","1","Education","9","UT","OGDEN","84401"
"2016","OGDEN PREPARATORY ACADEMY","0","1","3","0","Education","9","UT","OGDEN","84401"
"2018","OGDEN SCHOOL DISTRICT","1","0","0","0","Education","507","UT","OGDEN","84401"
"2017","OGDEN SCHOOL DISTRICT","0","0","1","0","Education","507","UT","OGDEN","84401"
"2019","PARK CITY SCHOOL DISTRICT","1","0","0","0","Education","509","UT","PARK CITY","84060"
"2016","PROVO CITY SCH DIST","1","0","2","0","Education","511","UT","PROVO","84604"
"2018","PROVO CITY SCHOOL DISTRICT","1","0","0","0","Education","511","UT","PROVO","84604"
"2018","PROVO CITY SCHOOL DISTRICT","3","0","2","0","Education","511","UT","PROVO","84604"
"2019","PROVO CITY SCHOOL DISTRICT","2","0","1","0","Education","511","UT","PROVO","84604"
"2017","PROVO CITY SCHOOL DISTRICT","3","0","2","0","Education","511","UT","PROVO","84604"
"2018","PURCH GROUP INC","0","0","1","0","Education","8075","UT","OGDEN","84401"
"2019","PURCH GROUP INC","0","1","0","0","Education","8075","UT","OGDEN","84401"
"2016","ROCKY MOUNTAIN UNIV OF HEALTH PROF","1","0","0","0","Education","4592","UT","PROVO","84606"
"2018","SAINT JOSEPH CATHOLIC HIGH SCHOOL","1","0","0","0","Education","5115","UT","OGDEN","84401"
"2017","SALT LAKE COMMUNITY COLLEGE","1","0","0","0","Education","448","UT","SALT LAKE CITY","84123"
"2016","SALT LAKE COMMUNITY COLLEGE","1","0","0","0","Education","448","UT","WEST JORDAN","84088"
"2016","SCH IMPROVEMENT NETWORK","0","0","1","0","Education","2065","UT","MIDVALE","84047"
"2017","SNOW COLLEGE","0","0","1","0","Education","517","UT","EPHRAIM","84627"
"2016","SOUTHERN UTAH UNIV","0","0","1","0","Education","481","UT","CEDAR CITY","84720"
"2018","SOUTHERN UTAH UNIVERSITY","3","1","2","0","Education","481","UT","CEDAR CITY","84720"
"2017","SOUTHERN UTAH UNIVERSITY","1","0","0","0","Education","481","UT","CEDAR CITY","84720"
"2018","TESTOUT CORPORATION","0","0","1","0","Education","5338","UT","PLEASANT GROVE","84062"
"2018","TOOELE COUNTY SCHOOL DISTRICT","4","0","1","0","Education","523","UT","TOOELE","84074"
"2019","TOOELE COUNTY SCHOOL DISTRICT","4","0","3","0","Education","523","UT","TOOELE","84074"
"2017","TOOELE COUNTY SCHOOL DISTRICT","6","0","1","0","Education","523","UT","TOOELE","84074"
"2016","TOOELE COUNTY SCHOOL DISTRICT","1","0","0","0","Education","523","UT","TOOELE","84074"
