"the_geom","height"
"MULTIPOLYGON (((-111.91495778699999 40.77335378600003, -111.91506359399995 40.77335097200006, -111.91506982899995 40.77348644700004, -111.91496402199999 40.773489262000055, -111.91495778699999 40.77335378600003)))","10.42"
"MULTIPOLYGON (((-111.91358746199995 40.77339903700005, -111.91370481599995 40.77339903700005, -111.91370481599995 40.77348925800005, -111.91358746199995 40.77349017700004, -111.91358746199995 40.77339903700005)))","14.05"
"MULTIPOLYGON (((-111.91301537799995 40.773332595000056, -111.91307557099998 40.773333242000035, -111.91307642699998 40.77328724100005, -111.91313661999999 40.773287888000034, -111.91313319799997 40.77347189000005, -111.91301281199998 40.77347189000005, -111.91301537799995 40.773332595000056)))","11.79"
"MULTIPOLYGON (((-111.90939416199996 40.773461103000045, -111.90939137799995 40.77334136300004, -111.909626103 40.773338186000046, -111.90962888699994 40.77345792500006, -111.90939416199996 40.773461103000045)))","12.47"
"MULTIPOLYGON (((-111.90914120099995 40.773471949000054, -111.909043409 40.77347142200006, -111.90904564099998 40.77323213400007, -111.90914343299994 40.773232661000065, -111.90914120099995 40.773471949000054)))","9.59"
"MULTIPOLYGON (((-111.91255155299996 40.77346849200006, -111.91245238599998 40.773467991000075, -111.91245238599998 40.773277748000055, -111.91255334499999 40.77327824900005, -111.91255155299996 40.77346849200006)))","11.68"
"MULTIPOLYGON (((-111.91236821099994 40.77346698700006, -111.912249623 40.77346364500005, -111.91225517399994 40.77327923000007, -111.91237418999998 40.77328273200004, -111.91236821099994 40.77346698700006)))","12.78"
"MULTIPOLYGON (((-111.91147369999999 40.77346661300004, -111.91147571299996 40.773358501000075, -111.91163916 40.77336025900007, -111.91163714699996 40.773468372000025, -111.91147369999999 40.77346661300004)))","13.5"
"MULTIPOLYGON (((-111.90855384699995 40.77344922200007, -111.90855288699998 40.77331969100004, -111.90874351099995 40.77331945000003, -111.90874404899995 40.77344924200003, -111.90855384699995 40.77344922200007)))","13.97"
"MULTIPOLYGON (((-111.91350404599996 40.773450590000046, -111.91340265899998 40.773449940000035, -111.91340265899998 40.77335638200003, -111.91350514799996 40.773357032000035, -111.91350404599996 40.773450590000046)))","10.95"
"MULTIPOLYGON (((-111.91202957399997 40.77344176300005, -111.91202733599994 40.77327001000003, -111.91212874599995 40.77327001000003, -111.91212930499995 40.77331276000007, -111.91218000999999 40.773312384000064, -111.91218168899996 40.77344063400006, -111.91202957399997 40.77344176300005)))","13.01"
"MULTIPOLYGON (((-111.91333877699998 40.773391755000034, -111.91323912399997 40.773391221000054, -111.91323912399997 40.77325322000007, -111.91334005599998 40.77325375300006, -111.91333877699998 40.773391755000034)))","12.4"
"MULTIPOLYGON (((-111.90933299599999 40.77346641200006, -111.90919972399996 40.77346245100006, -111.90920482499996 40.77330647700006, -111.90934055499997 40.773311497000066, -111.90933299599999 40.77346641200006)))","13.43"
"MULTIPOLYGON (((-111.91458056899995 40.77339494000006, -111.91457608999997 40.77327384800003, -111.914778073 40.77326961000006, -111.91478255199996 40.77339070100004, -111.91458056899995 40.77339494000006)))","12.55"
"MULTIPOLYGON (((-111.91438050899995 40.77337021900007, -111.91427826499995 40.77337021900007, -111.91427826499995 40.773283399000036, -111.91442826699995 40.773283399000036, -111.91442885499998 40.773326215000054, -111.91437885399995 40.77332661100007, -111.91438050899995 40.77337021900007)))","9.63"
"MULTIPOLYGON (((-111.90775745399998 40.77331772100007, -111.90775593299998 40.773205991000054, -111.90797515599996 40.773204279000026, -111.90797515599996 40.77331600800005, -111.90775745399998 40.77331772100007)))","13.6"
"MULTIPOLYGON (((-111.90866612999997 40.77330638400008, -111.90854989099995 40.773307300000056, -111.90854869799995 40.773218874000065, -111.90866612999997 40.773218874000065, -111.90866612999997 40.77330638400008)))","11.18"
"MULTIPOLYGON (((-111.91353625799997 40.773301469000046, -111.913535406 40.773212364000074, -111.91369176199998 40.77321154200007, -111.91369261399996 40.77330064800003, -111.91353625799997 40.773301469000046)))","11.09"
"MULTIPOLYGON (((-111.91141238199998 40.77328903000006, -111.91140833899999 40.77320109300007, -111.91152584799994 40.77319797100006, -111.91152989099999 40.77328590800005, -111.91141238199998 40.77328903000006)))","14.67"
"MULTIPOLYGON (((-111.91262586999994 40.773254499000075, -111.91251970899998 40.773254499000075, -111.91251970899998 40.77313507300005, -111.91262586999994 40.77313507300005, -111.91262586999994 40.773254499000075)))","10.99"
"MULTIPOLYGON (((-111.91495364999997 40.77321813000003, -111.91480406299996 40.773213731000055, -111.91481271399999 40.77304369700005, -111.91496230099995 40.773048095000036, -111.91495364999997 40.77321813000003)))","10.81"
"MULTIPOLYGON (((-111.91196788899998 40.773110949000056, -111.91207361 40.773110949000056, -111.91207361 40.77319191600003, -111.91196788899998 40.77319274300004, -111.91196788899998 40.773110949000056)))","11.34"
"MULTIPOLYGON (((-111.91442553099995 40.77310287100005, -111.91442406499999 40.77318310600004, -111.91430178299998 40.77318179300005, -111.91430324899994 40.77310287100005, -111.91442553099995 40.77310287100005)))","11.32"
"MULTIPOLYGON (((-111.90796985299994 40.77317958800006, -111.90777345999999 40.77317852700003, -111.90777345999999 40.77306010500007, -111.90797095999994 40.77306010500007, -111.90796985299994 40.77317958800006)))","11.21"
"MULTIPOLYGON (((-111.91154294299997 40.77310190400004, -111.91154263099997 40.773143640000065, -111.91141653699998 40.77314312500005, -111.91141716099997 40.773059654000065, -111.91160630199994 40.773059654000065, -111.91160598999994 40.77310216200004, -111.91154294299997 40.77310190400004)))","11.85"
"MULTIPOLYGON (((-111.911464939 40.77305166900004, -111.911464939 40.77293917500003, -111.91169049899997 40.77293917500003, -111.91168946999994 40.77305293000006, -111.911464939 40.77305166900004)))","11.5"
"MULTIPOLYGON (((-111.90704633899998 40.772877836000085, -111.90710642899995 40.77287815200003, -111.90710479499995 40.77305278500006, -111.90704633899998 40.77305246900005, -111.90704633899998 40.772877836000085)))","7.72"
"MULTIPOLYGON (((-111.91353371399998 40.772867476000044, -111.91365897099996 40.77286531300007, -111.91366092799996 40.772997771000064, -111.91353579099996 40.77299945300007, -111.91353371399998 40.772867476000044)))","11.97"
"MULTIPOLYGON (((-111.91425616699996 40.772950026000046, -111.91425192299995 40.77285779500005, -111.91448761399994 40.77285152700006, -111.91449185799996 40.77294375900004, -111.91425616699996 40.772950026000046)))","10.98"
"MULTIPOLYGON (((-111.91141015799997 40.77287305800007, -111.91141015799997 40.772779297000056, -111.91156378199997 40.77278093100006, -111.91156203599996 40.77287469200007, -111.91141015799997 40.77287305800007)))","12.95"
"MULTIPOLYGON (((-111.90856910399998 40.77283976600006, -111.90856800399996 40.772759034000046, -111.908754898 40.77275756200004, -111.90875599799995 40.77283829500004, -111.90856910399998 40.77283976600006)))","10.32"
"MULTIPOLYGON (((-111.91282631599995 40.772672913000065, -111.91288997199996 40.77267241000005, -111.91289178499994 40.77280490800007, -111.91282812899999 40.772805412000025, -111.91282631599995 40.772672913000065)))","9.6"
"MULTIPOLYGON (((-111.91275106599994 40.77267067400004, -111.91274985099994 40.77280238600008, -111.91261782199996 40.772801679000054, -111.91261782199996 40.77267067400004, -111.91275106599994 40.77267067400004)))","13.63"
"MULTIPOLYGON (((-111.90792569999998 40.77277847900007, -111.90786973899998 40.77277817700008, -111.907813778 40.77277787400004, -111.907422055 40.77277575800008, -111.90742245499996 40.77273292500007, -111.90781417899996 40.77273504200008, -111.90787013899995 40.77273534400007, -111.90792609999994 40.772735647000054, -111.90792569999998 40.77277847900007)))","5.63"
"MULTIPOLYGON (((-111.90741931199994 40.77278088200006, -111.90729092699996 40.77278018800007, -111.90722673499994 40.772779841000045, -111.90722716999994 40.77273334900008, -111.90729136199997 40.772733697000035, -111.90741974699995 40.77273439100003, -111.90741931199994 40.77278088200006)))","6.31"
"MULTIPOLYGON (((-111.90879320899995 40.772775301000024, -111.90879222699999 40.77270325100005, -111.90890071299998 40.77270240400003, -111.90890071299998 40.77277445400006, -111.90880914699994 40.77277293800006, -111.90879320899995 40.772775301000024)))","9.05"
"MULTIPOLYGON (((-111.91210018899994 40.77277676500006, -111.91198761499999 40.772776161000024, -111.91198761499999 40.77265408400007, -111.91210132199996 40.772654688000046, -111.91210018899994 40.77277676500006)))","10.76"
"MULTIPOLYGON (((-111.91310071199997 40.77278990900004, -111.912999362 40.77278753400003, -111.91300241699997 40.77263990900008, -111.91310355899998 40.772642493000035, -111.91310071199997 40.77278990900004)))","9.71"
"MULTIPOLYGON (((-111.91140526899994 40.77274318800005, -111.911405431 40.77265181900003, -111.91165944399995 40.772652134000055, -111.91165928299995 40.77274350300007, -111.91140526899994 40.77274318800005)))","11.74"
"MULTIPOLYGON (((-111.91351087299995 40.77272435800006, -111.91351087299995 40.77265844900006, -111.91365407399996 40.77265997400008, -111.91365284899996 40.77272588400007, -111.91351087299995 40.77272435800006)))","12.41"
"MULTIPOLYGON (((-111.91177510399996 40.772722645000044, -111.91177956499996 40.772669086000064, -111.91188184999999 40.77267401000006, -111.91187738899998 40.77272756900004, -111.91177510399996 40.772722645000044)))","7.77"
"MULTIPOLYGON (((-111.90746770499999 40.77266937500008, -111.90746815799997 40.772620989000075, -111.90792399499998 40.77262345200006, -111.90792354299998 40.772671838000065, -111.90746770499999 40.77266937500008)))","7.85"
"MULTIPOLYGON (((-111.911432565 40.77241881500004, -111.91158810999997 40.77242057400008, -111.91158817499996 40.77257167700003, -111.91143233999999 40.77256985300005, -111.911432565 40.77241881500004)))","11.51"
"MULTIPOLYGON (((-111.91292759799995 40.77243378600008, -111.91301597699999 40.77243378600008, -111.91301777599995 40.77256516400007, -111.91292939599998 40.77256586300007, -111.91292759799995 40.77243378600008)))","9.88"
"MULTIPOLYGON (((-111.91274311599994 40.77256107200003, -111.91274231599999 40.772469310000076, -111.91289922899995 40.772469310000076, -111.91290002899996 40.77256024900004, -111.91274311599994 40.77256107200003)))","11.59"
"MULTIPOLYGON (((-111.91254598499997 40.77255751100006, -111.912546691 40.77245393600004, -111.912687614 40.77245451900007, -111.91268690699997 40.77255809400004, -111.91254598499997 40.77255751100006)))","10.68"
"MULTIPOLYGON (((-111.91241364599995 40.77242031500003, -111.91251080299999 40.77242000100006, -111.91251165199999 40.77255526400006, -111.91241449499995 40.77255557800004, -111.91241364599995 40.77242031500003)))","10.56"
"MULTIPOLYGON (((-111.91211533599994 40.77255205800003, -111.91211045199998 40.77244581800005, -111.91228429199998 40.77244119800008, -111.91228917699999 40.77254743900005, -111.91211533599994 40.77255205800003)))","12.23"
"MULTIPOLYGON (((-111.90967483299994 40.77190602100006, -111.90965605799994 40.77204436400007, -111.90968815199994 40.77204782900003, -111.90961868399995 40.77256986400005, -111.90961314199996 40.773046161000025, -111.90936621699996 40.77304111400008, -111.90936906099995 40.77275580100007, -111.90903794099995 40.772750646000084, -111.90904451399996 40.77257106300004, -111.90934451799995 40.77256783300004, -111.909417341 40.771988270000065, -111.90939051899994 40.77198493800006, -111.909433434 40.771699125000055, -111.90954709299996 40.771708689000036, -111.90988404499996 40.77173436500004, -111.90986795199996 40.77185881000003, -111.90988529399999 40.771860951000065, -111.90987599899995 40.77192671000006, -111.90967483299994 40.77190602100006)))","20.93"
"MULTIPOLYGON (((-111.90874257299998 40.77246882900005, -111.90874021099997 40.77264782000003, -111.90862305699994 40.77264762400006, -111.90862532399996 40.77233760900003, -111.90883195299995 40.772337855000046, -111.908832497 40.77226627700003, -111.90862362799999 40.77226622000006, -111.90862504299997 40.77216123100004, -111.90897713999999 40.772161363000066, -111.90897481199995 40.77246867100007, -111.90874257299998 40.77246882900005)))","17.11"
"MULTIPOLYGON (((-111.869417942 40.77225105000008, -111.86931625099999 40.77224991800006, -111.86931742999997 40.77218867500005, -111.86941912099998 40.77218867500005, -111.869417942 40.77225105000008)))","9.89"
"MULTIPOLYGON (((-111.86582105699995 40.77222760300003, -111.86582193099997 40.77214003300003, -111.86600482199998 40.77214003300003, -111.86600394799996 40.772228658000074, -111.86582105699995 40.77222760300003)))","14.56"
"MULTIPOLYGON (((-111.87380492499994 40.77151424600004, -111.87369795299998 40.77151106200006, -111.87370433099994 40.77138720100004, -111.87381130299997 40.771390385000075, -111.87380492499994 40.77151424600004)))","14.53"
"MULTIPOLYGON (((-111.873663406 40.771344261000024, -111.87366722199994 40.771270155000025, -111.87378457899996 40.77127364800003, -111.87378076299997 40.77134775300004, -111.873663406 40.771344261000024)))","9.37"
"MULTIPOLYGON (((-111.87030092399999 40.76999275600008, -111.87029856099997 40.769992745000025, -111.87030092399999 40.76969463800003, -111.87045750699997 40.769697204000074, -111.87046185599996 40.76961876200005, -111.87075198999997 40.76962204400007, -111.87075153499995 40.76965276000004, -111.870798478 40.76965454500004, -111.87079176799995 40.76996197600005, -111.87074837099999 40.76996127800004, -111.87074616999996 40.76999480500007, -111.87030092399999 40.76999275600008)))","14.16"
"MULTIPOLYGON (((-111.86472957699999 40.76887806800005, -111.86500986699997 40.76887934800004, -111.865005845 40.76910961400006, -111.86472313099995 40.769109925000066, -111.86472957699999 40.76887806800005)))","30.61"
"MULTIPOLYGON (((-111.869976717 40.76866889700006, -111.86979185499997 40.768665217000034, -111.86979164499996 40.76865019400003, -111.86927263099994 40.76864896600006, -111.86927129699995 40.76862362500003, -111.868964174 40.768620490000046, -111.86896284199997 40.768651540000064, -111.86887089899994 40.768650998000055, -111.86886896499999 40.76872310200008, -111.86875031899996 40.768720064000036, -111.86874826599995 40.76868112500006, -111.86868950299998 40.76867943700006, -111.86868925699997 40.76865068300003, -111.86859822499997 40.76864896600006, -111.86859570899998 40.768460048000065, -111.86858050499995 40.76843567100008, -111.86858196899999 40.76826949700006, -111.86861882999995 40.76825487800005, -111.86861683799998 40.767943211000045, -111.86934996899998 40.76794407400007, -111.86935350499999 40.76822237600004, -111.86941165899998 40.768269098000076, -111.86947782699997 40.76822185200007, -111.86948050899997 40.76816684800008, -111.86962878799994 40.76816955900006, -111.86962802999994 40.76826230200004, -111.86997816199994 40.76826503500007, -111.86997939999999 40.76832945800004, -111.870079982 40.76833207100003, -111.87008132399995 40.76859965700004, -111.86997956699997 40.76859818200006, -111.869976717 40.76866889700006)))","15.08"
"MULTIPOLYGON (((-111.86597562599997 40.76844020100004, -111.86592734599998 40.76844027800007, -111.86591622599997 40.76844027800007, -111.86591393499998 40.76847378900004, -111.86582284499997 40.768472780000025, -111.86582273999994 40.76839043400003, -111.86567145999999 40.76838746200008, -111.86567253599998 40.76833497100006, -111.86581737599994 40.76833464600003, -111.86582542199994 40.76833464600003, -111.86582542199994 40.76825610800006, -111.86591867299995 40.76825745300005, -111.86591929899998 40.768286878000026, -111.86630189199998 40.768287161000046, -111.86630285499996 40.76834326900007, -111.86632754399994 40.76834480300005, -111.86632699499995 40.76842062600008, -111.86630039499994 40.76842199600003, -111.86630017299996 40.76843978100004, -111.86597562599997 40.76844020100004)))","56.3"
"MULTIPOLYGON (((-111.86341585499997 40.76796257600006, -111.86341345499994 40.76770040100007, -111.86336449099997 40.76769849300007, -111.86336785699996 40.767525671000044, -111.86357592199994 40.76752582300003, -111.86357975199996 40.76744420600005, -111.86367631099995 40.767429812000046, -111.86376538599995 40.76744863000005, -111.86376482399999 40.76748565300005, -111.86391004799998 40.767489258000076, -111.86390966399995 40.767540659000076, -111.86392711999997 40.76754207500005, -111.86392039199995 40.76786198000008, -111.86383532099997 40.76786100600003, -111.86383187899997 40.76787439300006, -111.86372995599999 40.76787339400005, -111.86372727299994 40.767861106000055, -111.86368487499999 40.76786100600003, -111.86368435799994 40.767915423000034, -111.86361744899995 40.767913822000025, -111.86361193799996 40.76799604200005, -111.86341603599999 40.767991015000064, -111.86341585499997 40.76796257600006)))","9.12"
"MULTIPOLYGON (((-111.87055691399996 40.77072042900005, -111.87067384599999 40.77072042900005, -111.87067684799996 40.77090655200004, -111.87055991599999 40.77090760700003, -111.87055691399996 40.77072042900005)))","14.72"
"MULTIPOLYGON (((-111.86566854199998 40.76791902200006, -111.86566662499996 40.76741562700005, -111.86628221399997 40.76741320200006, -111.86627816799995 40.76792208600006, -111.86566855299999 40.767921985000044, -111.86566854199998 40.76791902200006), (-111.86590796899998 40.76760557900008, -111.86591070599998 40.76773656600005, -111.86605662599999 40.76773619600005, -111.86609041399998 40.767709582000066, -111.86610882399998 40.76770775600005, -111.86610650699998 40.767605168000046, -111.86590796899998 40.76760557900008)))","16.7"
"MULTIPOLYGON (((-111.86642227999994 40.76775257100008, -111.86642677999998 40.76742887900008, -111.86672229599998 40.76742957700003, -111.86672182299999 40.76775969200003, -111.86642219899994 40.76775840500005, -111.86642227999994 40.76775257100008)))","18.44"
"MULTIPOLYGON (((-111.87322760099994 40.76476516400004, -111.873220975 40.76476482600003, -111.873222237 40.764555931000075, -111.87362593199998 40.76455964400003, -111.87362456799997 40.76476788600007, -111.87322760099994 40.76476516400004)))","16.91"
"MULTIPOLYGON (((-111.86318863599996 40.77221613800003, -111.86314219199994 40.772215869000036, -111.863095747 40.77221560000004, -111.86309637799997 40.77215264900008, -111.86314282299998 40.772152918000074, -111.86318926699994 40.77215318700007, -111.86318863599996 40.77221613800003)))","7.09"
"MULTIPOLYGON (((-111.86622991599995 40.772212489000026, -111.86604286799998 40.772208928000055, -111.86604286799998 40.77216127300005, -111.86617360899999 40.77216670700005, -111.86623148499996 40.77216483400009, -111.86622991599995 40.772212489000026)))","8.36"
"MULTIPOLYGON (((-111.87213235999997 40.77185667800006, -111.87213580999997 40.77220793500004, -111.87174612199999 40.77221015200007, -111.87174267399996 40.77185889500004, -111.87213235999997 40.77185667800006), (-111.87196621399994 40.77194544300005, -111.87191054399995 40.77194575900007, -111.87191226899996 40.77212138800007, -111.87196793799995 40.77212107100007, -111.87196621399994 40.77194544300005)))","17.43"
"MULTIPOLYGON (((-111.86304230199994 40.77220605600007, -111.86295276399994 40.77220553800004, -111.86295702899997 40.77214017700004, -111.86304295699995 40.772140696000065, -111.86304230199994 40.77220605600007)))","9.76"
"MULTIPOLYGON (((-111.86522520299997 40.77217222300004, -111.86522409499997 40.772086743000045, -111.86540364299998 40.77208540400005, -111.86540364299998 40.772170885000044, -111.86522520299997 40.77217222300004)))","11.31"
"MULTIPOLYGON (((-111.863788372 40.77212667100008, -111.86360871999995 40.77212801600007, -111.86360763099998 40.77204388300004, -111.863788372 40.77204253800005, -111.863788372 40.77212667100008)))","14.77"
"MULTIPOLYGON (((-111.86942944699996 40.77193807900005, -111.86957543999996 40.77193644400006, -111.86957543999996 40.77208764200003, -111.86953754399998 40.77208806900006, -111.86953785099996 40.772114231000046, -111.86943141199998 40.77211561800004, -111.86942944699996 40.77193807900005)))","13.17"
"MULTIPOLYGON (((-111.87279676399999 40.77204020700003, -111.87268411599996 40.772037785000066, -111.87268540699995 40.771948630000054, -111.87265169599999 40.77194790800007, -111.87265169599999 40.77187525200003, -111.87285552699997 40.77187724500004, -111.872854143 40.77200329500005, -111.87288198299996 40.77200379300007, -111.87288052899999 40.77210185700005, -111.87279573399996 40.772100144000035, -111.87279676399999 40.77204020700003)))","13.18"
"MULTIPOLYGON (((-111.87353020199998 40.77188106600005, -111.87363586499998 40.77188106600005, -111.87363854599994 40.77208569600003, -111.87353288199995 40.77208649600004, -111.87353020199998 40.77188106600005)))","14.56"
"MULTIPOLYGON (((-111.86672445799996 40.77207776600005, -111.86672542599996 40.77198061300004, -111.86690798699999 40.77198061300004, -111.86690701999999 40.77207881700008, -111.86672445799996 40.77207776600005)))","12.32"
"MULTIPOLYGON (((-111.86895083199995 40.77208286300004, -111.86883559699999 40.77208290200008, -111.86883536199997 40.77203656100005, -111.86877585599996 40.77203637200006, -111.86877527299998 40.77187330500004, -111.86900578399997 40.77187365700007, -111.86900638099996 40.77203443200006, -111.86895064199996 40.77203417100003, -111.86895083199995 40.77208286300004)))","19.83"
"MULTIPOLYGON (((-111.87325622799995 40.77197667900003, -111.87322386599999 40.77197666300003, -111.87322347199995 40.77188855900005, -111.87337830299998 40.77188855900005, -111.87337830299998 40.77205411400007, -111.873257213 40.77205460700003, -111.87325622799995 40.77197667900003)))","15.82"
"MULTIPOLYGON (((-111.86484366499997 40.77186213400006, -111.86484608099994 40.77204842500004, -111.86471626599996 40.772049397000046, -111.86471385099999 40.77186310700006, -111.86484366499997 40.77186213400006)))","10.04"
"MULTIPOLYGON (((-111.86771968199997 40.77186803200004, -111.86783355899996 40.77186867700004, -111.86783180299994 40.77204526700007, -111.86771968199997 40.77204462200007, -111.86771968199997 40.77186803200004)))","11.8"
"MULTIPOLYGON (((-111.86739767699999 40.77203538300006, -111.86726037899996 40.77203459300006, -111.86726037899996 40.771865984000044, -111.86739935499998 40.771865984000044, -111.86739767699999 40.77203538300006)))","12.95"
"MULTIPOLYGON (((-111.86457871299996 40.771850064000034, -111.86467244899997 40.77185006000008, -111.86467252699998 40.77203935500007, -111.86457878999994 40.772039359000075, -111.86457871299996 40.771850064000034)))","11.69"
"MULTIPOLYGON (((-111.87086554199999 40.77189974200007, -111.87099363899995 40.77189974200007, -111.87099575299999 40.77202007900007, -111.87086765599997 40.77202141300006, -111.87086554199999 40.77189974200007)))","15.59"
"MULTIPOLYGON (((-111.86814536899999 40.77202078600004, -111.86814804399995 40.77188196900005, -111.86827130999995 40.77188334200008, -111.86826863599998 40.77202215900008, -111.86814536899999 40.77202078600004)))","15.03"
"MULTIPOLYGON (((-111.86796253799999 40.772012681000035, -111.86784368099995 40.77201244200006, -111.86784412399999 40.77187031400007, -111.86796298099995 40.77187055400003, -111.86796253799999 40.772012681000035)))","15.18"
"MULTIPOLYGON (((-111.86356829799996 40.77201118800008, -111.86347020799997 40.77201178400003, -111.86346856199998 40.77185083400008, -111.86356829799996 40.77185023900006, -111.86356829799996 40.77201118800008)))","11.09"
"MULTIPOLYGON (((-111.86529454499998 40.77186361100007, -111.86543673099999 40.77186318400004, -111.86543753999997 40.772006727000075, -111.86529535299996 40.77200715400005, -111.86529454499998 40.77186361100007)))","13.77"
"MULTIPOLYGON (((-111.86514072599999 40.77184904500007, -111.86526611099998 40.77184904500007, -111.86526840999994 40.771999383000036, -111.86514302399996 40.77200127400005, -111.86514072599999 40.77184904500007)))","14.3"
"MULTIPOLYGON (((-111.86811146199994 40.77199478600005, -111.86798793499997 40.771994077000045, -111.86798793499997 40.771886332000065, -111.86811253299999 40.771886332000065, -111.86811146199994 40.77199478600005)))","15.54"
"MULTIPOLYGON (((-111.86592905799996 40.77202272200003, -111.86584588399995 40.77202117600007, -111.86584654399996 40.77198670700005, -111.86582418799998 40.77198636700007, -111.86582611999997 40.77184514000004, -111.86595998499996 40.771847130000026, -111.86595748999997 40.77198739800008, -111.86592975499997 40.77198691900003, -111.86592905799996 40.77202272200003)))","14.88"
"MULTIPOLYGON (((-111.866254278 40.77202800100008, -111.86617923799997 40.772026088000075, -111.86618019299999 40.77198794900005, -111.86614946399999 40.77198706900003, -111.86615146199995 40.77184710300003, -111.86628628199998 40.77184966100003, -111.86628348499994 40.77198852200007, -111.86625531699997 40.77198769000006, -111.866254278 40.77202800100008)))","15.07"
"MULTIPOLYGON (((-111.86361409099999 40.77183639100008, -111.86372530999995 40.77183555900007, -111.86372726199994 40.77198631300007, -111.86361604299998 40.771987145000026, -111.86361409099999 40.77183639100008)))","12.12"
"MULTIPOLYGON (((-111.86343042499999 40.771986155000036, -111.86331528699998 40.77198589300008, -111.86331583299994 40.77184281500007, -111.86343094999995 40.77184179000005, -111.86343042499999 40.771986155000036)))","12.84"
"MULTIPOLYGON (((-111.86753358399994 40.771983627000054, -111.867424429 40.77198443900005, -111.867424429 40.77188735000004, -111.86753358399994 40.77188735000004, -111.86753358399994 40.771983627000054)))","11.24"
"MULTIPOLYGON (((-111.86376974199999 40.77185014500003, -111.86387822399998 40.77185014500003, -111.86387594099995 40.77196943200005, -111.86376745899997 40.771968220000076, -111.86376974199999 40.77185014500003)))","13.53"
"MULTIPOLYGON (((-111.86678247199997 40.77186149600004, -111.86688750299999 40.77186149600004, -111.86688576399996 40.771952801000054, -111.86678247199997 40.771952801000054, -111.86678247199997 40.77186149600004)))","12.32"
"MULTIPOLYGON (((-111.86647945299995 40.77194821200004, -111.86648135299998 40.77184971500003, -111.86662912099996 40.77185136300005, -111.86662722099999 40.77194986000006, -111.86647945299995 40.77194821200004)))","16.32"
"MULTIPOLYGON (((-111.86432443899997 40.77192917700006, -111.86432517199995 40.771855856000066, -111.86448378099999 40.771855856000066, -111.86448304799995 40.77193009300004, -111.86432443899997 40.77192917700006)))","11.26"
"MULTIPOLYGON (((-111.86975175899994 40.77191881200008, -111.86975175899994 40.77183710700007, -111.86988067899995 40.77183852300004, -111.86987910699997 40.771920228000056, -111.86975175899994 40.77191881200008)))","10.88"
"MULTIPOLYGON (((-111.87264585799994 40.77158353800007, -111.87264688599998 40.771479475000035, -111.87281165999997 40.771479475000035, -111.87281063299997 40.77158447900007, -111.87264585799994 40.77158353800007)))","14.39"
"MULTIPOLYGON (((-111.86817813999996 40.771373554000036, -111.86837978899996 40.77137203600006, -111.86838248399994 40.771579046000056, -111.86818083499998 40.77158056400003, -111.86817813999996 40.771373554000036)))","19.93"
"MULTIPOLYGON (((-111.87248976299998 40.77157500700008, -111.872321722 40.77157500700008, -111.87232085299996 40.77147152900005, -111.87254335399996 40.77147152900005, -111.87254378899996 40.77152268700007, -111.87248816299996 40.771522978000064, -111.87248976299998 40.77157500700008)))","11.79"
"MULTIPOLYGON (((-111.87359378999997 40.77156551600007, -111.87348288299995 40.77156546300006, -111.87348278999997 40.77144948100005, -111.87364914999995 40.771449559000075, -111.87364921299996 40.77152688100006, -111.87359375899996 40.77152685500005, -111.87359378999997 40.77156551600007)))","10.36"
"MULTIPOLYGON (((-111.86486789199995 40.77144240900003, -111.86500409999996 40.77144034200006, -111.86500741999998 40.77156746600008, -111.86487121199997 40.77156953400004, -111.86486789199995 40.77144240900003)))","11.84"
"MULTIPOLYGON (((-111.87031150699994 40.77156485300003, -111.87031022099995 40.77146634600007, -111.87043202199999 40.77146542700007, -111.87043073699999 40.77136691900006, -111.87055253699998 40.77136600000006, -111.87055510899995 40.77156301600007, -111.87031150699994 40.77156485300003)))","12.08"
"MULTIPOLYGON (((-111.87176936399999 40.77154539600008, -111.87176668099995 40.77145828500005, -111.87207882399997 40.77145622100005, -111.87207983299999 40.771543362000045, -111.87176936399999 40.77154539600008)))","12.03"
"MULTIPOLYGON (((-111.86472908599995 40.77153604500006, -111.86472908599995 40.77140401400004, -111.86482702199999 40.77140351700007, -111.86482824399997 40.77153554700004, -111.86472908599995 40.77153604500006)))","10.38"
"MULTIPOLYGON (((-111.863155614 40.77136860200005, -111.86329415599995 40.771368159000076, -111.86329504199995 40.77152283000004, -111.86315649899996 40.77152327300007, -111.863155614 40.77136860200005)))","17.14"
"MULTIPOLYGON (((-111.86801655499994 40.77138935700003, -111.86812908999997 40.77138852300004, -111.86812908999997 40.77151680600008, -111.86801655499994 40.77151764000007, -111.86801655499994 40.77138935700003)))","12.76"
"MULTIPOLYGON (((-111.87216634199996 40.771370544000035, -111.87230251899996 40.77136952800004, -111.87230251899996 40.77150410400003, -111.87216634199996 40.77150512000003, -111.87216634199996 40.771370544000035)))","12.46"
"MULTIPOLYGON (((-111.87260256399998 40.771470787000055, -111.87259932499995 40.771386763000066, -111.87283122699995 40.771384211000054, -111.87283122699995 40.77146827000007, -111.87260256399998 40.771470787000055)))","15.34"
"MULTIPOLYGON (((-111.87258127399997 40.77135435100007, -111.87258222299994 40.77126548800004, -111.87280520399997 40.77126696800008, -111.87280425499995 40.77135583100005, -111.87258127399997 40.77135435100007)))","14.23"
"MULTIPOLYGON (((-111.87234073399998 40.77134533700007, -111.87234003099996 40.77129157100006, -111.87247382299995 40.77129055900008, -111.87247452599996 40.771344326000076, -111.87234073399998 40.77134533700007)))","10.21"
