"age","income","race","sex","year","id","name","demographic_group_number","demographic_group_moe","uninsured_number","uninsured_moe_1","uninsured","uninsured_moe_2","insured_number","insured_moe_1","insured","insured_moe_2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49009","Daggett County, UT","558","0","98","12","17.600000000000001","2.1","460","12","82.4","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49011","Davis County, UT","180521","0","22986","2144","12.7","1.2","157535","2144","87.3","1.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49013","Duchesne County, UT","10514","0","2150","216","20.399999999999999","2.1","8364","216","79.599999999999994","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49015","Emery County, UT","6047","0","1038","116","17.2","1.9","5008","116","82.8","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49017","Garfield County, UT","2731","0","566","63","20.7","2.2999999999999998","2165","63","79.3","2.2999999999999998"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49019","Grand County, UT","5790","0","1412","146","24.4","2.5","4378","146","75.599999999999994","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49021","Iron County, UT","27407","0","6008","668","21.9","2.4","21399","668","78.099999999999994","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49023","Juab County, UT","5439","0","977","113","18","2.1","4462","113","82","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49025","Kane County, UT","3867","0","755","83","19.5","2.2000000000000002","3111","83","80.5","2.2000000000000002"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49027","Millard County, UT","6647","0","1588","152","23.9","2.2999999999999998","5059","152","76.099999999999994","2.2999999999999998"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49029","Morgan County, UT","5353","0","685","82","12.8","1.5","4668","82","87.2","1.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49031","Piute County, UT","738","0","183","20","24.8","2.7","555","20","75.2","2.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49033","Rich County, UT","1202","0","215","25","17.899999999999999","2.1","987","25","82.1","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49035","Salt Lake County, UT","651166","0","128631","5682","19.8","0.9","522535","5682","80.2","0.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49037","San Juan County, UT","8308","0","2303","214","27.7","2.6","6005","214","72.3","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49039","Sanpete County, UT","14377","0","3404","339","23.7","2.4","10973","339","76.3","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49041","Sevier County, UT","11004","0","2328","236","21.2","2.1","8676","236","78.8","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49043","Summit County, UT","24394","0","4074","395","16.7","1.6","20320","395","83.3","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49045","Tooele County, UT","33843","0","5044","553","14.9","1.6","28799","553","85.1","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49047","Uintah County, UT","19717","0","4279","427","21.7","2.2000000000000002","15439","427","78.3","2.2000000000000002"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49049","Utah County, UT","306123","0","53492","3688","17.5","1.2","252631","3688","82.5","1.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49051","Wasatch County, UT","14379","0","3136","318","21.8","2.2000000000000002","11243","318","78.2","2.2000000000000002"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49053","Washington County, UT","74424","0","18120","1498","24.3","2","56304","1498","75.7","2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49055","Wayne County, UT","1485","0","367","38","24.7","2.5","1118","38","75.3","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2012","49057","Weber County, UT","139654","0","28444","2121","20.399999999999999","1.5","111210","2121","79.599999999999994","1.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49000","Utah","1647208","0","325775","9887","19.8","0.6","1321433","9887","80.2","0.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49001","Beaver County, UT","3538","0","858","92","24.3","2.6","2680","92","75.7","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49003","Box Elder County, UT","27601","0","4950","511","17.899999999999999","1.9","22651","511","82.1","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49005","Cache County, UT","66845","0","13347","1376","20","2.1","53497","1376","80","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49007","Carbon County, UT","12317","0","2086","229","16.899999999999999","1.9","10231","229","83.1","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49009","Daggett County, UT","598","0","119","14","19.899999999999999","2.2999999999999998","479","14","80.099999999999994","2.2999999999999998"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49011","Davis County, UT","178506","0","26995","2379","15.1","1.3","151511","2379","84.9","1.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49013","Duchesne County, UT","10267","0","2330","236","22.7","2.2999999999999998","7937","236","77.3","2.2999999999999998"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49015","Emery County, UT","6134","0","1115","127","18.2","2.1","5019","127","81.8","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49017","Garfield County, UT","2843","0","574","67","20.2","2.4","2269","67","79.8","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49019","Grand County, UT","5837","0","1571","156","26.9","2.7","4266","156","73.099999999999994","2.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49021","Iron County, UT","27378","0","7224","747","26.4","2.7","20154","747","73.599999999999994","2.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49023","Juab County, UT","5432","0","1045","123","19.2","2.2999999999999998","4387","123","80.8","2.2999999999999998"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49025","Kane County, UT","4024","0","754","89","18.7","2.2000000000000002","3270","89","81.3","2.2000000000000002"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49027","Millard County, UT","6702","0","1728","159","25.8","2.4","4974","159","74.2","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49029","Morgan County, UT","5261","0","714","86","13.6","1.6","4547","86","86.4","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49031","Piute County, UT","731","0","191","21","26.1","2.8","540","21","73.900000000000006","2.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49033","Rich County, UT","1239","0","242","29","19.600000000000001","2.4","997","29","80.400000000000006","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49035","Salt Lake County, UT","643013","0","128697","6113","20","1","514316","6113","80","1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49037","San Juan County, UT","8146","0","2309","212","28.3","2.6","5837","212","71.7","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49039","Sanpete County, UT","14418","0","3450","365","23.9","2.5","10968","365","76.099999999999994","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49041","Sevier County, UT","11160","0","2518","259","22.6","2.2999999999999998","8642","259","77.400000000000006","2.2999999999999998"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49043","Summit County, UT","24175","0","4043","415","16.7","1.7","20132","415","83.3","1.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49045","Tooele County, UT","33430","0","5764","647","17.2","1.9","27665","647","82.8","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49047","Uintah County, UT","19010","0","4532","444","23.8","2.2999999999999998","14477","444","76.2","2.2999999999999998"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49049","Utah County, UT","300936","0","58833","4145","19.600000000000001","1.4","242102","4145","80.400000000000006","1.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49051","Wasatch County, UT","13867","0","3332","339","24","2.4","10534","339","76","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49053","Washington County, UT","73285","0","18672","1552","25.5","2.1","54613","1552","74.5","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49055","Wayne County, UT","1504","0","397","42","26.4","2.8","1107","42","73.599999999999994","2.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2011","49057","Weber County, UT","139011","0","27381","2200","19.7","1.6","111630","2200","80.3","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49000","Utah","1620477","0","324524","9184","20","0.6","1295952","9184","80","0.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49001","Beaver County, UT","3538","0","865","100","24.4","2.8","2674","100","75.599999999999994","2.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49003","Box Elder County, UT","27434","0","4950","517","18","1.9","22484","517","82","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49005","Cache County, UT","65442","0","12656","1343","19.3","2.1","52786","1343","80.7","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49007","Carbon County, UT","12394","0","2045","239","16.5","1.9","10348","239","83.5","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49009","Daggett County, UT","554","0","110","14","19.899999999999999","2.5","444","14","80.099999999999994","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49011","Davis County, UT","175844","0","24535","2263","14","1.3","151309","2263","86","1.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49013","Duchesne County, UT","10172","0","2273","246","22.3","2.4","7899","246","77.7","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49015","Emery County, UT","6117","0","1126","131","18.399999999999999","2.1","4991","131","81.599999999999994","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49017","Garfield County, UT","2860","0","603","73","21.1","2.5","2256","73","78.900000000000006","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49019","Grand County, UT","5853","0","1575","168","26.9","2.9","4277","168","73.099999999999994","2.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49021","Iron County, UT","26866","0","7630","786","28.4","2.9","19236","786","71.599999999999994","2.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49023","Juab County, UT","5327","0","1039","126","19.5","2.4","4288","126","80.5","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49025","Kane County, UT","3933","0","791","93","20.100000000000001","2.4","3142","93","79.900000000000006","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49027","Millard County, UT","6653","0","1817","172","27.3","2.6","4837","172","72.7","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49029","Morgan County, UT","5145","0","719","91","14","1.8","4426","91","86","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49031","Piute County, UT","747","0","204","23","27.3","3.1","543","23","72.7","3.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49033","Rich County, UT","1218","0","262","34","21.5","2.8","956","34","78.5","2.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49035","Salt Lake County, UT","633830","0","134427","5914","21.2","0.9","499403","5914","78.8","0.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49037","San Juan County, UT","8095","0","2312","225","28.6","2.8","5782","225","71.400000000000006","2.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49039","Sanpete County, UT","14336","0","3938","378","27.5","2.6","10398","378","72.5","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49041","Sevier County, UT","11105","0","2262","258","20.399999999999999","2.2999999999999998","8843","258","79.599999999999994","2.2999999999999998"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49043","Summit County, UT","23539","0","4197","428","17.8","1.8","19342","428","82.2","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49045","Tooele County, UT","32889","0","5186","605","15.8","1.8","27703","605","84.2","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49047","Uintah County, UT","18585","0","4510","455","24.3","2.4","14075","455","75.7","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49049","Utah County, UT","293499","0","54082","3889","18.399999999999999","1.3","239417","3889","81.599999999999994","1.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49051","Wasatch County, UT","13410","0","3244","334","24.2","2.5","10166","334","75.8","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49053","Washington County, UT","71914","0","17975","1498","25","2.1","53939","1498","75","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49055","Wayne County, UT","1520","0","371","45","24.4","2.9","1149","45","75.599999999999994","2.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2010","49057","Weber County, UT","137658","0","28819","2248","20.9","1.6","108839","2248","79.099999999999994","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49000","Utah","1637963","0","309762","9230","18.899999999999999","0.6","1328201","9230","81.099999999999994","0.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49001","Beaver County, UT","3201","0","735","80","23","2.5","2466","80","77","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49003","Box Elder County, UT","27727","0","4744","477","17.100000000000001","1.7","22983","477","82.9","1.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49005","Cache County, UT","67897","0","12110","1200","17.8","1.8","55787","1200","82.2","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49007","Carbon County, UT","11324","0","1768","188","15.6","1.7","9556","188","84.4","1.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49009","Daggett County, UT","507","0","105","11","20.7","2.2000000000000002","402","11","79.3","2.2000000000000002"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49011","Davis County, UT","174959","0","24414","2130","14","1.2","150546","2130","86","1.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49013","Duchesne County, UT","9712","0","2056","211","21.2","2.2000000000000002","7656","211","78.8","2.2000000000000002"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49015","Emery County, UT","5846","0","1028","114","17.600000000000001","1.9","4817","114","82.4","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49017","Garfield County, UT","2455","0","493","56","20.100000000000001","2.2999999999999998","1962","56","79.900000000000006","2.2999999999999998"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49019","Grand County, UT","6073","0","1496","154","24.6","2.5","4577","154","75.400000000000006","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49021","Iron County, UT","26254","0","5912","686","22.5","2.6","20342","686","77.5","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49023","Juab County, UT","5401","0","1062","122","19.7","2.2999999999999998","4339","122","80.3","2.2999999999999998"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49025","Kane County, UT","3721","0","831","83","22.3","2.2000000000000002","2890","83","77.7","2.2000000000000002"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49027","Millard County, UT","6501","0","1563","149","24","2.2999999999999998","4938","149","76","2.2999999999999998"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49029","Morgan County, UT","5000","0","758","88","15.2","1.8","4242","88","84.8","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49031","Piute County, UT","716","0","189","20","26.3","2.9","528","20","73.7","2.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49033","Rich County, UT","1171","0","264","28","22.6","2.4","907","28","77.400000000000006","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49035","Salt Lake County, UT","636697","0","126330","6416","19.8","1","510367","6416","80.2","1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49037","San Juan County, UT","8386","0","2379","231","28.4","2.8","6007","231","71.599999999999994","2.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49039","Sanpete County, UT","12989","0","3017","309","23.2","2.4","9972","309","76.8","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49041","Sevier County, UT","10524","0","2028","209","19.3","2","8496","209","80.7","2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49043","Summit County, UT","24558","0","3938","394","16","1.6","20620","394","84","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49045","Tooele County, UT","32583","0","5715","624","17.5","1.9","26868","624","82.5","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49047","Uintah County, UT","18337","0","4402","445","24","2.4","13934","445","76","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49049","Utah County, UT","312292","0","53603","3832","17.2","1.2","258689","3832","82.8","1.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49051","Wasatch County, UT","12058","0","2608","267","21.6","2.2000000000000002","9450","267","78.400000000000006","2.2000000000000002"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49053","Washington County, UT","71613","0","16849","1511","23.5","2.1","54764","1511","76.5","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49055","Wayne County, UT","1400","0","279","33","19.899999999999999","2.4","1121","33","80.099999999999994","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2009","49057","Weber County, UT","138060","0","29086","2176","21.1","1.6","108974","2176","78.900000000000006","1.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49000","Utah","1614032","0","293199","9038","18.2","0.6","1320833","9038","81.8","0.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49001","Beaver County, UT","3242","0","784","83","24.2","2.6","2458","83","75.8","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49003","Box Elder County, UT","28344","0","4487","505","15.8","1.8","23856","505","84.2","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49005","Cache County, UT","65699","0","11651","1208","17.7","1.8","54048","1208","82.3","1.8"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49007","Carbon County, UT","11487","0","1806","198","15.7","1.7","9681","198","84.3","1.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49009","Daggett County, UT","501","0","126","12","25.2","2.5","375","12","74.8","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49011","Davis County, UT","175668","0","23587","2080","13.4","1.2","152081","2080","86.6","1.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49013","Duchesne County, UT","9535","0","2269","233","23.8","2.4","7266","233","76.2","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49015","Emery County, UT","6147","0","1112","119","18.100000000000001","1.9","5035","119","81.900000000000006","1.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49017","Garfield County, UT","2501","0","551","62","22","2.5","1950","62","78","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49019","Grand County, UT","6046","0","1662","153","27.5","2.5","4384","153","72.5","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49021","Iron County, UT","25546","0","5908","658","23.1","2.6","19638","658","76.900000000000006","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49023","Juab County, UT","5558","0","1249","144","22.5","2.6","4308","144","77.5","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49025","Kane County, UT","3781","0","820","90","21.7","2.4","2961","90","78.3","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49027","Millard County, UT","6710","0","1313","140","19.600000000000001","2.1","5397","140","80.400000000000006","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49029","Morgan County, UT","5429","0","921","113","17","2.1","4508","113","83","2.1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49031","Piute County, UT","740","0","194","22","26.2","2.9","546","22","73.8","2.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49033","Rich County, UT","1233","0","301","32","24.4","2.6","932","32","75.599999999999994","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49035","Salt Lake County, UT","623112","0","112238","6037","18","1","510873","6037","82","1"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49037","San Juan County, UT","8520","0","2471","248","29","2.9","6050","248","71","2.9"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49039","Sanpete County, UT","13594","0","3093","342","22.7","2.5","10501","342","77.3","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49041","Sevier County, UT","11023","0","2266","245","20.6","2.2000000000000002","8757","245","79.400000000000006","2.2000000000000002"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49043","Summit County, UT","24566","0","3758","417","15.3","1.7","20808","417","84.7","1.7"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49045","Tooele County, UT","32813","0","5920","661","18","2","26893","661","82","2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49047","Uintah County, UT","17785","0","4136","447","23.3","2.5","13649","447","76.7","2.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49049","Utah County, UT","303528","0","55075","3881","18.100000000000001","1.3","248453","3881","81.900000000000006","1.3"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49051","Wasatch County, UT","12374","0","2575","291","20.8","2.4","9799","291","79.2","2.4"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49053","Washington County, UT","71942","0","17256","1577","24","2.2000000000000002","54686","1577","76","2.2000000000000002"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49055","Wayne County, UT","1448","0","311","37","21.5","2.6","1137","37","78.5","2.6"
"18 to 64 years","All Incomes","All Races","Both Sexes","2008","49057","Weber County, UT","135159","0","25358","2074","18.8","1.5","109801","2074","81.2","1.5"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49000","Utah","1619150","0","298678","17653","18.399999999999999","1.1000000000000001","1320472","17831","81.599999999999994","1.1000000000000001"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49001","Beaver County, UT","3200","0","920","119","28.8","3.7","2280","135","71.2","4.2"
"18 to 64 years","All Incomes","All Races","Both Sexes","2007","49003","Box Elder County, UT","28237","0","4840","761","17.100000000000001","2.7","23397","994","82.9","3.5"
