"geofips","geoname","region","industryclassification","description","_1998_1","_1998_2","_1998_3","_1998_4","_1999_1","_1999_2","_1999_3","_1999_4","_2000_1","_2000_2","_2000_3","_2000_4","_2001_1","_2001_2","_2001_3","_2001_4","_2002_1","_2002_2","_2002_3","_2002_4","_2003_1","_2003_2","_2003_3","_2003_4","_2004_1","_2004_2","_2004_3","_2004_4","_2005_1","_2005_2","_2005_3","_2005_4","_2006_1","_2006_2","_2006_3","_2006_4","_2007_1","_2007_2","_2007_3","_2007_4","_2008_1","_2008_2","_2008_3","_2008_4","_2009_1","_2009_2","_2009_3","_2009_4","_2010_1","_2010_2","_2010_3","_2010_4","_2011_1","_2011_2","_2011_3","_2011_4","_2012_1","_2012_2","_2012_3","_2012_4","_2013_1","_2013_2","_2013_3","_2013_4","_2014_1","_2014_2"
"49000","Utah","7","311-316,322-326","        Nondurable goods manufacturing","1088504","1102316","1117904","1147524","1144652","1151516","1148520","1161228","1193796","1183636","1194904","1207156","1212252","1211704","1192804","1200848","1215924","1206804","1228936","1240836","1248940","1267304","1292640","1311260","1308436","1368536","1383804","1396732","1381704","1394524","1415012","1442124","1511192","1489496","1514092","1524248","1544300","1595992","1594188","1644160","1673864","1677520","1703560","1682468","1621892","1660568","1609768","1655532","1642660","1681152","1730192","1750960","1725796","1726948","1746788","1724696","1780648","1795768","1807588","1890680","1882984","1907036","1926156","1882116","1978030","2017621"
"49000","Utah","7","42","      Wholesale trade","1322920","1408404","1448648","1496392","1518212","1533260","1560056","1609364","1697472","1700404","1739636","1728500","1792100","1782584","1749684","1735736","1752828","1751744","1764496","1750076","1738644","1750256","1778232","1801216","1852416","1889964","1961140","1950960","2003476","2085912","2119292","2196224","2231808","2298644","2319940","2432324","2521508","2524436","2563460","2664084","2619956","2665868","2702524","2636248","2532428","2493720","2443928","2461988","2438144","2469720","2485984","2465432","2633544","2795076","2745756","2693720","2898432","2812480","2924092","2902160","2975036","2961028","3006416","3142700","3049455","3135247"
"49000","Utah","7","44-45","      Retail trade","2396220","2369872","2418708","2458948","2503960","2562584","2571644","2545316","2650636","2695116","2713524","2655644","2721444","2738396","2747356","2755308","2770500","2800656","2819012","2816928","2826540","2843464","2901128","2992296","3002332","3106572","3174120","3204856","3216456","3228972","3284628","3315108","3528468","3530780","3607576","3730264","3890792","3949372","3973300","4100024","3979488","3954864","3912212","3857076","3724132","3723712","3711668","3704624","3707136","3727056","3754344","3763716","3775660","3793432","3851944","3842852","4075684","4015160","4116768","4301148","4222136","4280632","4305724","4368592","4535738","4642118"
"49000","Utah","7","48-49","      Transportation and warehousing","1301000","1332828","1390984","1355956","1377108","1371680","1354372","1408892","1446932","1494296","1490044","1489348","1538468","1533556","1541356","1581568","1553776","1538740","1540804","1539432","1546416","1542872","1560964","1557888","1618780","1655376","1678148","1702388","1707908","1736408","1752592","1826708","1828092","1811436","1823304","1874388","1931896","2436132","2111644","1966388","2034492","1967208","1988804","2033832","1919624","1863228","1853868","1846220","1863232","1871524","1906840","1903488","2026900","1983288","2002164","1977624","2124344","2087256","2099816","2125168","2218392","2177148","2176036","2240820","2290379","2331054"
"49000","Utah","7","51","      Information","927012","989124","1074180","1189488","1191808","1271544","1364520","1410076","1562328","1455064","1477248","1494488","1365176","1391108","1350344","1326056","1265104","1265400","1239120","1190008","1203892","1239256","1236756","1219324","1298948","1306864","1288500","1282748","1349520","1362956","1378764","1763604","1452764","1447972","1450712","1407644","1392172","1432044","1424500","1448164","1452304","1460056","1466820","1428428","1436596","1394496","1429448","1450756","1471112","1495868","1538048","1538128","1735080","1743952","1566392","1551984","1789384","1716424","1741516","2077348","1855484","1856380","2009820","1964156","2099336","2111072"
"49000","Utah","7","52","      Finance and insurance","1534040","1584684","1679236","1658772","1668148","1650900","1625560","1638476","1751372","1756252","1761588","1841508","2051980","2014048","1988852","2040032","2053092","2065396","2127764","2214980","2191256","2248184","2346552","2285676","2269048","2342196","2426592","2467904","2437232","2444068","2601648","2635200","2669332","2749508","2799500","2931292","3017700","3008180","2983528","3054040","3002732","3069160","3004356","2943716","2919664","3024696","2989372","2930372","2914268","2902756","2998388","3159008","3080704","3111380","3289256","3213784","3299216","3403560","3464780","3759352","3654492","3677580","3672284","3677508","3735173","3785881"
"49000","Utah","7","53","      Real estate and rental and leasing","291456","318212","310252","321984","331320","334216","367500","340580","344656","345908","354832","361780","361916","379236","390972","376112","402088","401968","404700","408156","417744","424904","425276","411460","440924","457320","472312","475664","510180","518012","536092","588740","597428","607776","622284","662100","664748","678848","695236","691344","681492","683648","656884","627424","630384","612948","600760","595124","615592","610780","618816","607432","670796","651684","653788","669724","690568","685284","681856","721276","717960","736632","749660","752692","795851","806760"
"49000","Utah","7","54","      Professional, scientific, and technical services","1688128","1772800","1786344","1840240","1912132","1886492","1873968","1972364","2180988","2191168","2340040","2427976","2434520","2415848","2397420","2347780","2316684","2363164","2282052","2337600","2397196","2423872","2448024","2531292","2530244","2597048","2651696","2684840","2737188","2793236","2931564","3048124","3174692","3246812","3394840","3474788","3610488","3686500","3767924","3944316","3903244","4268760","4160308","4077236","4024872","4067920","3924528","3890928","3992164","3930104","4022400","4093256","4184300","4215364","4355144","4535932","4576440","4631456","4694136","4745800","4842428","4985712","5129420","5141832","5655601","5610506"
"49000","Utah","7","55","      Management of companies and enterprises","960908","939428","945260","993244","1022696","978816","1375332","1070484","1009124","1135908","988892","1013340","1013108","984068","1001764","1095468","961836","985104","967648","961704","892688","913132","914220","909452","935492","950740","946416","956240","983252","1010124","1065672","1071200","1044552","1102300","1097472","1291392","1215920","1232956","1221940","1258328","1269584","1284540","1312796","1237504","1206876","1238504","1256328","1260548","1250496","1246288","1360284","1534368","1310148","1328760","1326316","1315764","1470416","1444760","1467620","1585000","1500976","1515096","1501384","1433116","1501240","1543108"
"49000","Utah","7","56","      Administrative and waste management services","1005740","1023160","1051028","1081292","1108720","1154332","1224740","1258428","1256896","1321104","1285364","1318780","1367828","1355356","1311332","1281356","1350576","1335944","1319140","1294404","1250780","1285960","1329680","1384152","1469752","1517888","1539592","1548388","1578280","1616352","1675936","1733928","1792472","1804652","1879488","2039776","2047984","2111360","2097256","2101480","2100504","2087712","2106340","1984452","1923464","1848696","1836256","1849660","1911964","1982316","2035584","2036480","2174820","2128884","2173912","2239320","2287364","2316220","2253444","2466108","2444152","2514664","2565260","2580460","2654226","2699513"
"49000","Utah","7","61","      Educational services","395444","395332","398288","410704","435652","436380","447300","479660","482120","511368","507088","531132","500824","578104","562516","600004","629304","581860","623924","609396","633960","613160","624384","631460","639440","679992","699776","709112","726360","742524","760168","769824","786632","829776","843172","859320","868460","887380","903096","935696","944404","963896","978208","975344","987396","982776","1013732","1029780","1049688","1061232","1104944","1113096","1126024","1135384","1165020","1150248","1188392","1190200","1184428","1200224","1224008","1230844","1240764","1293260","1272896","1289967"
"49000","Utah","7","62","      Health care and social assistance","2131928","2107508","2155880","2187136","2176464","2221284","2203820","2276656","2227008","2368464","2390940","2437356","2365544","2424144","2489216","2538888","2558676","2596316","2659720","2723104","2744420","2789520","2847100","2988928","2956020","3073152","3089472","3207136","3201412","3334980","3349400","3384296","3598104","3553596","3720076","3778444","3831156","3844456","3944808","4005568","4152132","4180148","4270508","4228656","4342488","4463228","4514616","4641228","4516592","4536744","4653980","4685280","4709508","4704988","4778124","4914564","4910940","5146568","4767396","5208184","5151752","5331804","5303852","5339756","5512536","5620792"
"49000","Utah","7","71","      Arts, entertainment, and recreation","185084","192292","200036","207168","200436","207088","214468","233772","240244","251100","269152","276480","296972","339528","363344","336612","514136","429268","400056","352332","307208","316444","315412","333324","321900","321572","347376","339088","350404","331856","352192","372880","408464","396668","384072","396932","434112","440744","425328","435324","422912","440464","434848","431188","435264","413016","465036","414380","446732","435940","429896","467932","484216","463088","479488","394588","481032","488436","486252","482772","499088","530848","530308","527688","505241","525659"
"49000","Utah","7","72","      Accommodation and food services","837808","855804","885404","895664","905572","920964","918640","949700","981732","1002676","998708","1010576","1038912","1058000","1059384","1046252","1119488","1095556","1096996","1110308","1089356","1111264","1125544","1145144","1145260","1176324","1203700","1211340","1219692","1248400","1265364","1296468","1355868","1374316","1404524","1448976","1469972","1492128","1515740","1546940","1599160","1599976","1611156","1604192","1500964","1527944","1510188","1519188","1519220","1535532","1559524","1568524","1600312","1615644","1652556","1659464","1711000","1730016","1752036","1797640","1785636","1821708","1831960","1857392","1895304","1912103"
"49000","Utah","7","81","      Other services, except public administration","1311468","1328324","1346192","1360824","1342112","1357436","1371504","1403620","1420672","1441880","1460940","1537616","1483516","1523672","1557980","1580472","1651484","1677440","1719748","1751384","1756252","1780256","1800952","1818804","1883368","1853524","1870456","1855020","1828680","1816024","1809904","1846420","1891908","1915344","1957272","2001324","2012876","2037004","2015220","2086380","2136072","2137828","2243748","2214588","2183384","2233396","2255264","2239972","2330276","2250640","2256592","2280480","2300720","2330312","2389000","2427420","2500728","2508364","2574688","2662160","2692804","2731744","2629380","2664160","2743067","2775716"
"49000","Utah","7","...","    Government and government enterprises","5002640","5153612","5091260","5260296","5241964","5415008","5323128","5508880","5709808","5718876","5889832","5899164","5954540","6083400","6306376","6367444","6636820","6683724","6701196","6614976","6884816","6946016","6922676","6915016","7151324","7176684","7252608","7357648","7492128","7502684","7650940","7710856","7757752","8009648","8006936","8075224","8248212","8366820","8475328","8696388","8800784","8766316","8952636","9116736","9228240","9362424","9273916","9190152","9314216","9406536","9304348","9377680","9479952","9650776","9622088","9682788","9651840","9657216","9784224","9753472","9779936","9793244","9988704","9801704","9867578","9959386"
"49000","Utah","7","...","      Federal, civilian","1193112","1211020","1188912","1181968","1234580","1211040","1236508","1279788","1386972","1423632","1401548","1419200","1412744","1449224","1472588","1466808","1576232","1621260","1623604","1592472","1710648","1682712","1672300","1682512","1748248","1738108","1737908","1772824","1849048","1867172","1888040","1883904","1933268","1958276","1978640","1955920","2050568","2067928","2052200","2034988","2065528","2047936","2026076","2033248","2098408","2128108","2121920","2136248","2174420","2233232","2229732","2262656","2274808","2307840","2304400","2313236","2293036","2269844","2243652","2224172","2208368","2198216","2133024","2177328","2187738","2202040"
"49000","Utah","7","...","      Military","254732","254536","256804","255628","265604","264128","268312","269336","278628","282808","290000","292272","310844","312452","316316","332412","395380","406792","413264","406876","480972","493392","481032","476424","502556","499148","501684","504568","559956","557172","555092","550960","549840","537588","532088","531528","540432","539812","539460","532760","557680","558200","561916","566004","604608","610604","612852","605948","609232","602580","590380","583772","571460","562184","560548","554840","542572","536952","534404","530412","533276","532548","531416","524916","523260","522576"
"49000","Utah","7","...","      State and local","3554796","3688056","3645544","3822700","3741780","3939840","3818308","3959756","4044208","4012436","4198284","4187692","4230952","4321724","4517472","4568224","4665208","4655672","4664328","4615628","4693196","4769912","4769344","4756080","4900520","4939428","5013016","5080256","5083124","5078340","5207808","5275992","5274644","5513784","5496208","5587776","5657212","5759080","5883668","6128640","6177576","6160180","6364644","6517484","6525224","6623712","6539144","6447956","6530564","6570724","6484236","6531252","6633684","6780752","6757140","6814712","6816232","6850420","7006168","6998888","7038292","7062480","7324264","7099460","7156580","7234770"
