"location_code","street_address","city","state_cd","zipcode5","year_built","congressional_district_code","bld_vacant_rsf","building_rsf","building_status","owned_or_leased_indicator","latitude","longitude","region_code","occupancy_right_code","occupancy_right_desc","geocoded_column"
"UT1506","3784 S 1500 EAST CIR","ST GEORGE","UT","84790",,"4902","0.00","2500.00","Active","L","37.0439200","-113.5523510","8","2","Leased","POINT (-113.55192 37.044097)"
"UT1421","533 W 2600 S","BOUNTIFUL","UT","84010",,"4902","0.00","2961.00","Active","L","40.8602900","-111.8926110","8","2","Leased","POINT (-111.892733 40.861614)"
"UT1524","299 S MAIN ST","SALT LAKE CITY","UT","84111","1998-01-01T00:00:00.000","4902","0.00","45347.00","Active","L","40.7634600","-111.8908510","8","2","Leased","POINT (-111.890989 40.763477)"
"UT1363","57 W 200 S","SALT LAKE CITY","UT","84101",,"4902","0.00","5918.00","Active","L","40.7647200","-111.8931810","8","2","Leased","POINT (-111.893168 40.764992)"
"UT1496","641 E 300 S","VERNAL","UT","84078","2009-12-01T00:00:00.000","4901","0.00","1680.00","Active","L","40.4521190","-109.5189760","8","2","Leased","POINT (-109.51614 40.450802)"
"UT1490","3150 WALL AVE","OGDEN","UT","84401","1940-09-14T00:00:00.000","4901","0.00","4300.00","Active","L","41.2071000","-111.9783410","8","2","Leased","POINT (-111.979276 41.207188)"
"UT1530","535 W 500 S","BOUNTIFUL","UT","84010",,"0","0.00","0.00","Pending","L",,,"8","2","Leased","POINT (-111.893575 40.884243)"
"UT1248","32 S 100 E","MONTICELLO","UT","84535",,"4903","0.00","4233.02","Active","L","37.8721400","-109.3411610","8","2","Leased","POINT (-109.341042 37.872216)"
"UT1462","5425 W. AMELIA EARHART DR","SALT LAKE CITY","UT","84116","2012-10-23T00:00:00.000","4902","0.00","163040.00","Active","L","40.7762363","-112.0206003","8","2","Leased","POINT (-112.021002 40.77629)"
"UT1516","850 S 3600 W","SALT LAKE CITY","UT","84104","2002-10-29T00:00:00.000","4902","0.00","5280.00","Active","L","40.7509100","-111.9777910","8","2","Leased","POINT (-111.97725 40.7513)"
"UT0018","351 S WEST TEMPLE","SALT LAKE CITY","UT","84101","2014-03-20T00:00:00.000","4902","15599.94","318035.39","Active","F","40.7613900","-111.8933010","8","1","Federally Owned","POINT (-111.893978 40.761435)"
"UT1550","257 E 200 S","SALT LAKE CITY","UT","84111",,"4902","0.00","11434.00","Active","L","40.7652000","-111.8837810","8","2","Leased","POINT (-111.883742 40.764997)"
"UT1437","2284 W 160 N","SALT LAKE CITY","UT","84116",,"4902","0.00","10630.00","Active","L","40.7738000","-111.9547310","8","2","Leased","POINT (-111.955132 40.772741)"
"UT1489","200 WEST TABERNACLE","ST GEORGE","UT","84770","2009-12-01T00:00:00.000","4902","0.00","2111.00","Active","L","37.1099000","-113.5873000","8","2","Leased","POINT (-113.587516 37.108251)"
"UT1512","599 W PRICE RIVER DR","PRICE","UT","84501","2014-02-01T00:00:00.000","4903","0.00","4825.10","Active","L","39.5994573","-110.8201108","8","2","Leased","POINT (-110.820039 39.599508)"
"UT1384","2090 N. REDWOOD RD","SALT LAKE CITY","UT","84116",,"4902","0.00","6300.00","Active","L","40.8130175","-111.9383782","8","2","Leased","POINT (-111.938492 40.814187)"
"UT1492","1223 N AIRPORT RD","CEDAR CITY","UT","84721","2009-08-01T00:00:00.000","4902","0.00","11388.00","Active","L","37.6994381","-113.0872966","8","2","Leased","POINT (-113.087237 37.699282)"
"UT1518","111 S MAIN ST","SALT LAKE CITY","UT","84111","2016-10-01T00:00:00.000","4902","0.00","62035.00","Active","L","40.7668500","-111.8907810","8","2","Leased","POINT (-111.891062 40.74439)"
"UT1373","2830 S REDWOOD RD","WEST VALLEY CITY","UT","84119",,"4904","0.00","9032.00","Active","L","40.7094400","-111.9395610","8","2","Leased","POINT (-111.938942 40.709351)"
"UT1431","2484 WASHINGTON BLVD","OGDEN","UT","84401",,"4901","0.00","71502.00","Active","L","41.2208700","-111.9702510","8","2","Leased","POINT (-111.970467 41.221162)"
"UT1360","1870 W ALEXANDER ST.","WEST VALLEY CITY","UT","84119",,"4904","0.00","10497.00","Active","L","40.7186573","-111.9412941","8","2","Leased","POINT (-111.941992 40.719402)"
"UT1525","50 W BROADWAY","SALT LAKE CITY","UT","84111",,"0","0.00","3008.00","Active","L","40.7629050","-111.8930550","8","2","Leased","POINT (-111.893132 40.762904)"
"UT1473","2282 W NORTH TEMPLE","SALT LAKE CITY","UT","84116","2008-08-26T00:00:00.000","4902","0.00","7450.00","Active","L","40.7720900","-111.9560610","8","2","Leased","POINT (-111.955444 40.771483)"
"UT1464","175 E 400 S","SALT LAKE CITY","UT","84111","1985-03-15T00:00:00.000","4902","0.00","19144.00","Active","L","40.7609100","-111.8857810","8","2","Leased","POINT (-111.885975 40.760733)"
"UT1413","348 E SOUTH TEMPLE","SALT LAKE CITY","UT","84111",,"4902","0.00","30974.00","Active","L","40.7690600","-111.8807610","8","2","Leased","POINT (-111.881314 40.769343)"
"UT1497","660 S 200 E","SALT LAKE CITY","UT","84111","1978-06-01T00:00:00.000","4902","0.00","24251.00","Active","L","40.7547900","-111.8857310","8","2","Leased","POINT (-111.885372 40.754745)"
"UT1410","1793 W 1250 S","OREM","UT","84058",,"4903","0.00","5645.00","Active","L","40.2738700","-111.7378010","8","2","Leased","POINT (-111.737805 40.274148)"
"UT1349","46 W BROADWAY","SALT LAKE CITY","UT","84101",,"4902","0.00","29961.25","Active","L","40.7629620","-111.8924739","8","2","Leased","POINT (-111.892599 40.7629)"
"UT1529","2570 WEST 1700 SOUTH","SALT LAKE CITY","UT","84104",,"0","0.00","0.00","Pending","L",,,"8","2","Leased","POINT (-111.955876 40.733121)"
"UT1502","307 W 2880 S","SALT LAKE CITY","UT","84115",,"4904","0.00","7539.00","Active","L","40.7085300","-111.9006210","8","2","Leased","POINT (-111.900667 40.708623)"
"UT1455","2430 KIESEL AVE","OGDEN","UT","84401",,"4901","0.00","0.00","Active","L","41.2221213","-111.9718281","8","2","Leased","POINT (-111.971894 41.222139)"
"UT1430","1973 NORTH RULON WHITE BLVD.","OGDEN","UT","84404",,"4901","0.00","100000.00","Active","L","41.2913386","-112.0095850","8","2","Leased","POINT (-112.010869 41.293848)"
"UT1493","229 E. ST GEORGE BLVD","ST GEORGE","UT","84770","2010-08-01T00:00:00.000","4902","0.00","2215.00","Active","L","37.1099620","-113.5785080","8","2","Leased","POINT (-113.578286 37.109931)"
"UT1391","175 W 200 S","MOAB","UT","84532",,"4903","0.00","4750.00","Active","L","38.5701665","-109.5532096","8","2","Leased","POINT (-109.553309 38.570214)"
"UT0035","324 25TH ST","OGDEN","UT","84401","1965-01-01T00:00:00.000","4901","10278.23","173690.90","Active","F","41.2208300","-111.9725210","8","1","Federally Owned","POINT (-111.971785 41.220696)"
"UT1542","324 S STATE ST","SALT LAKE CITY","UT","84111",,"4902","0.00","3206.00","Active","L","40.7622600","-111.8887910","8","2","Leased","POINT (-111.88832 40.762184)"
"UT1485","425 NORTH 2150 WEST, SUITE 4","CEDAR CITY","UT","84721","2010-08-01T00:00:00.000","4902","0.00","3468.00","Active","L","37.6855550","-113.1250390","8","2","Leased","POINT (-113.068776 37.71637)"
"UT1370","180N 200 E","ST GEORGE","UT","84770",,"4902","0.00","3364.00","Active","L","37.2081818","-113.8626364","8","2","Leased","POINT (-113.579034 37.111243)"
"UT1520","176 E D L SARGENT DR","CEDAR CITY","UT","84721",,"4902","0.00","18026.30","Active","L","37.7149200","-113.0589410","8","2","Leased","POINT (-113.058573 37.715152)"
"UT1510","1091 N BLUFF ST","ST GEORGE","UT","84770",,"4902","0.00","7380.00","Active","L","37.1265800","-113.6020610","8","2","Leased","POINT (-113.601433 37.126839)"
