"year","month","tract","block","type","consumption","connections"
"2020","1","104200","4005","School or Church or Charity","15","1"
"2020","1","102600","1023","Duplex","27","1"
"2020","1","102000","3003","Business","7","1"
"2020","1","102701","3034","Single Residence","98","16"
"2020","1","101500","3003","Single Residence","168","34"
"2020","1","101200","3014","Fourplex","10","1"
"2020","1","102900","3008","Business","0","1"
"2020","1","100600","5003","Triplex","13","1"
"2020","1","101200","4002","Duplex","27","2"
"2020","1","102500","1004","Miscellaneous","0","1"
"2020","1","101200","4012","Apartment","359","4"
"2020","1","100500","3001","Duplex","11","1"
"2020","1","102701","1003","Single Residence","70","13"
"2020","1","104800","3007","Single Residence","41","8"
"2020","1","104700","1017","Duplex","7","3"
"2020","1","114100","2009","Parks & Municipals","0","1"
"2020","1","103300","3006","Single Residence","60","14"
"2020","1","100600","3014","Triplex","38","1"
"2020","1","110300","1001","Duplex","23","3"
"2020","1","102900","2009","Duplex","196","4"
"2020","1","102600","1017","Duplex","19","1"
"2020","1","104900","1014","Fourplex","12","1"
"2020","1","100600","3013","Triplex","14","1"
"2020","1","100600","5006","Duplex","63","5"
"2020","1","101400","3017","Miscellaneous","0","2"
"2020","1","100100","1033","Single Residence","44","5"
"2020","1","102500","1021","Restaurant","769","4"
"2020","1","100306","2014","Business","224","5"
"2020","1","103400","2006","Single Residence","46","15"
"2020","1","102900","2009","Single Residence","52","14"
"2020","1","104700","3014","Single Residence","63","15"
"2020","1","101800","1003","Duplex","6","1"
"2020","1","102900","2020","Business","116","10"
"2020","1","104300","1005","Duplex","50","7"
"2020","1","103500","1007","Duplex","7","1"
"2020","1","114700","1047","Industry","54","4"
"2020","1","100200","1026","Single Residence","44","9"
"2020","1","104200","3012","Single Residence","295","52"
"2020","1","100306","2021","Business","25","4"
"2020","1","114000","1015","Parks & Municipals","0","4"
"2020","1","104900","3007","Single Residence","80","13"
"2020","1","101200","3015","Duplex","22","2"
"2020","1","104200","3003","Single Residence","61","11"
"2020","1","103200","1013","Duplex","9","2"
"2020","1","103500","2008","Single Residence","165","44"
"2020","1","114100","1011","Miscellaneous","0","1"
"2020","1","101102","1000","Triplex","7","1"
"2020","1","101500","1004","Apartment","83","2"
"2020","1","100600","2006","Single Residence","174","31"
"2020","1","102702","1000","Business","69","9"
"2020","1","103500","2011","Duplex","48","9"
"2020","1","100800","1002","Miscellaneous","7","2"
"2020","1","101600","2002","Single Residence","47","8"
"2020","1","103200","1010","Single Residence","154","28"
"2020","1","102900","1024","Single Residence","10","3"
"2020","1","100600","1008","Single Residence","103","26"
"2020","1","100700","1002","Duplex","10","1"
"2020","1","103100","2008","Fourplex","37","2"
"2020","1","103600","2006","Single Residence","94","19"
"2020","1","101500","3004","Fourplex","43","3"
"2020","1","102600","3012","Single Residence","112","14"
"2020","1","103300","1001","Duplex","44","6"
"2020","1","103200","3007","School or Church or Charity","2","1"
"2020","1","104200","4007","Triplex","25","2"
"2020","1","102900","1021","Business","109","6"
"2020","1","104900","3009","Single Residence","50","11"
"2020","1","100100","2002","Business","283","8"
"2020","1","104900","3005","Fourplex","17","1"
"2020","1","104800","2017","Single Residence","144","28"
"2020","1","104700","1009","Miscellaneous","75","1"
"2020","1","104800","4000","Triplex","11","1"
"2020","1","100307","1017","Single Residence","430","31"
"2020","1","101700","2005","Single Residence","50","18"
"2020","1","114000","1016","Restaurant","11","1"
"2020","1","102000","3001","Single Residence","45","12"
"2020","1","100700","2017","Single Residence","78","9"
"2020","1","102500","1021","Hotel or Motel","155","1"
"2020","1","102802","2003","Single Residence","177","20"
"2020","1","101000","2039","Single Residence","96","19"
"2020","1","100700","1011","Duplex","14","2"
"2020","1","101800","2010","Single Residence","28","15"
"2020","1","114000","1064","Hotel or Motel","240","3"
"2020","1","101101","2010","Restaurant","13","1"
"2020","1","102701","2004","Business","11","1"
"2020","1","100700","2013","Fourplex","49","2"
"2020","1","102900","3011","Hotel or Motel","79","1"
"2020","1","980000","1042","Business","937","13"
"2020","1","102300","2009","Business","76","6"
"2020","1","103500","3000","Apartment","12","1"
"2020","1","114800","1007","Duplex","21","3"
"2020","1","103100","1000","Single Residence","23","7"
"2020","1","102801","1011","Duplex","3","1"
"2020","1","104800","2025","Single Residence","107","20"
"2020","1","101200","3010","Fourplex","20","4"
"2020","1","104000","1003","Single Residence","74","19"
"2020","1","103400","3003","Single Residence","101","25"
"2020","1","100306","2013","Business","58","2"
"2020","1","101800","2003","Single Residence","64","22"
"2020","1","103800","2008","Duplex","41","7"
"2020","1","102300","1001","Single Residence","33","7"
"2020","1","101700","1004","Triplex","11","1"
"2020","1","101200","1017","Duplex","9","1"
"2020","1","104200","6000","Business","1","1"
"2020","1","104700","2013","Apartment","23","1"
"2020","1","104900","3015","Business","3","1"
"2020","1","102600","3006","Single Residence","129","28"
"2020","1","102701","2015","Single Residence","33","8"
"2020","1","102900","1027","Single Residence","55","11"
"2020","1","104700","2008","Single Residence","226","35"
"2020","1","114800","3015","Single Residence","86","17"
"2020","1","104200","1012","Single Residence","132","28"
"2020","1","114700","1055","Parks & Municipals","0","4"
"2020","1","104700","3005","Parks & Municipals","0","1"
"2020","1","102701","3015","Duplex","2","1"
"2020","1","100200","1025","Single Residence","23","4"
"2020","1","103900","1011","Duplex","7","1"
"2020","1","102000","1000","Business","391","8"
"2020","1","113906","1080","Business","1407","28"
"2020","1","104700","1011","Single Residence","249","44"
"2020","1","102802","2013","Single Residence","91","15"
"2020","1","104700","3011","Duplex","28","4"
"2020","1","104300","1002","Single Residence","509","101"
"2020","1","101400","1002","Business","197","2"
"2020","1","103200","1011","Single Residence","108","26"
"2020","1","101200","2009","Duplex","3","1"
"2020","1","104800","3021","Single Residence","12","2"
"2020","1","102900","3016","Restaurant","15","4"
"2020","1","101800","3008","Business","17","4"
"2020","1","102100","1000","Miscellaneous","0","2"
"2020","1","100307","1012","Single Residence","154","24"
"2020","1","102600","1003","Single Residence","99","12"
"2020","1","100200","1024","Apartment","21","1"
"2020","1","101200","3009","Duplex","4","1"
"2020","1","102701","3032","Duplex","4","1"
"2020","1","104100","2014","Single Residence","130","26"
"2020","1","102802","1022","Single Residence","281","38"
"2020","1","104800","3010","Single Residence","54","12"
"2020","1","114800","1007","Parks & Municipals","0","1"
"2020","1","111802","1006","Single Residence","45","11"
"2020","1","104000","1012","Duplex","34","4"
"2020","1","101400","1026","Miscellaneous","0","1"
"2020","1","100500","4002","Duplex","15","2"
"2020","1","103200","1010","Triplex","36","1"
"2020","1","104300","2003","Single Residence","111","30"
"2020","1","101500","1001","Triplex","7","1"
"2020","1","100600","3007","Single Residence","74","12"
"2020","1","114100","1007","Fourplex","72","4"
"2020","1","100700","3001","Business","139","3"
"2020","1","102802","1017","Business","18","7"
"2020","1","102801","3007","Miscellaneous","0","1"
"2020","1","102801","3003","Single Residence","159","22"
"2020","1","101800","1007","Fourplex","144","14"
"2020","1","102300","2003","Apartment","437","5"
"2020","1","980000","1043","Miscellaneous","0","2"
"2020","1","101900","1002","School or Church or Charity","69","1"
"2020","1","103400","3001","Apartment","23","1"
"2020","1","101101","2014","Apartment","146","3"
"2020","1","104700","1005","Duplex","9","1"
"2020","1","104800","2002","Duplex","13","2"
"2020","1","100307","3006","Single Residence","324","43"
"2020","1","100100","1033","Business","35","4"
"2020","1","103800","2008","Restaurant","237","1"
"2020","1","102300","2007","Parks & Municipals","0","1"
"2020","1","102702","2005","Apartment","637","2"
"2020","1","102600","1018","Parks & Municipals","0","1"
"2020","1","103000","1020","Single Residence","46","13"
"2020","1","100200","1001","Miscellaneous","2","1"
"2020","1","113906","1079","Business","0","2"
"2020","1","103700","1012","Duplex","11","1"
"2020","1","114100","2018","School or Church or Charity","49","3"
"2020","1","103400","2015","Fourplex","37","2"
"2020","1","101000","1003","Single Residence","35","8"
"2020","1","101400","1010","Miscellaneous","0","2"
"2020","1","103500","2006","Duplex","15","3"
"2020","1","103100","1008","Duplex","6","1"
"2020","1","100307","1016","Single Residence","177","24"
"2020","1","101800","1002","Restaurant","24","2"
"2020","1","101200","2001","Single Residence","83","9"
"2020","1","102801","1001","Industry","0","1"
"2020","1","102701","3007","Single Residence","107","18"
"2020","1","103400","2015","Triplex","4","1"
"2020","1","104900","1002","Single Residence","125","32"
"2020","1","100700","2013","Duplex","141","4"
"2020","1","114000","1012","Restaurant","42","1"
"2020","1","104800","4005","Duplex","7","1"
"2020","1","114500","3078","Parks & Municipals","0","1"
"2020","1","103300","3005","Fourplex","48","3"
"2020","1","101800","1007","Duplex","28","6"
"2020","1","114700","1062","Single Residence","176","18"
"2020","1","102900","2002","Business","76","5"
"2020","1","103900","1009","Fourplex","28","1"
"2020","1","101101","2005","Fourplex","16","1"
"2020","1","102801","2017","Duplex","19","2"
"2020","1","101200","1013","Triplex","9","1"
"2020","1","101000","2035","Fourplex","67","2"
"2020","1","102000","3001","School or Church or Charity","6","1"
"2020","1","103100","1015","Restaurant","25","1"
"2020","1","100200","1022","Single Residence","16","3"
"2020","1","103700","2010","Duplex","11","3"
"2020","1","104900","3004","Fourplex","20","1"
"2020","1","101800","2000","Fourplex","9","1"
"2020","1","101700","1000","Apartment","112","4"
"2020","1","101400","3020","Business","3510","3"
"2020","1","103700","1016","Triplex","2","1"
"2020","1","101800","3007","Triplex","7","1"
"2020","1","103100","2011","Duplex","40","6"
"2020","1","103800","1006","Single Residence","131","26"
"2020","1","100500","4011","Single Residence","245","32"
"2020","1","102702","1017","Single Residence","100","12"
"2020","1","101500","2002","Fourplex","59","5"
"2020","1","102801","1010","Single Residence","111","17"
"2020","1","103200","3005","Triplex","13","1"
"2020","1","101700","2002","Apartment","112","5"
"2020","1","100800","2006","School or Church or Charity","909","6"
"2020","1","104800","2028","Duplex","54","7"
"2020","1","101200","4007","Single Residence","52","18"
"2020","1","101000","1025","Duplex","5","1"
"2020","1","100600","4000","Business","1183","18"
"2020","1","103600","2006","Duplex","19","3"
"2020","1","110300","3007","Single Residence","25","2"
"2020","1","102000","2000","Apartment","142","4"
"2020","1","103700","2007","Duplex","14","2"
"2020","1","980000","1036","Miscellaneous","0","1"
"2020","1","101400","3024","Miscellaneous","0","1"
"2020","1","103100","2007","Single Residence","45","12"
"2020","1","114100","1026","Single Residence","38","9"
"2020","1","103500","1009","Single Residence","152","35"
"2020","1","101700","2001","Triplex","7","1"
"2020","1","100600","4010","Restaurant","95","3"
"2020","1","102900","2010","Apartment","2066","4"
"2020","1","114000","1001","Business","4142","27"
"2020","1","101200","1002","Duplex","3","1"
"2020","1","103600","2005","Single Residence","194","33"
"2020","1","101200","4014","Single Residence","0","2"
"2020","1","103100","1015","Single Residence","32","8"
"2020","1","103700","2011","Restaurant","62","3"
"2020","1","102801","3021","Apartment","158","3"
"2020","1","103000","2001","School or Church or Charity","30","1"
"2020","1","104700","2024","Single Residence","139","28"
"2020","1","101700","1000","Duplex","45","6"
"2020","1","102000","2003","Apartment","18","1"
"2020","1","101800","1001","Duplex","30","2"
"2020","1","104000","2000","Single Residence","223","43"
"2020","1","104700","2020","School or Church or Charity","5","1"
"2020","1","103500","3015","Business","98","2"
"2020","1","100600","3015","Fourplex","81","1"
"2020","1","101600","2000","Fourplex","44","3"
"2020","1","100700","1011","Single Residence","11","2"
"2020","1","102900","2000","Business","140","12"
"2020","1","103000","2017","Single Residence","63","14"
"2020","1","102701","1006","Duplex","34","2"
"2020","1","101200","4000","Single Residence","58","16"
"2020","1","114800","1011","Single Residence","305","46"
"2020","1","103300","2020","Apartment","135","1"
"2020","1","104700","3015","Single Residence","19","4"
"2020","1","114100","1010","Business","40","7"
"2020","1","104700","1002","Single Residence","171","28"
"2020","1","102600","2009","Fourplex","26","1"
"2020","1","100600","5005","Restaurant","17","1"
"2020","1","102900","2025","Single Residence","59","24"
"2020","1","101800","1008","Business","65","5"
"2020","1","103300","3016","Restaurant","368","3"
"2020","1","103300","3003","Single Residence","91","24"
"2020","1","102900","3002","Duplex","32","1"
"2020","1","102600","3017","Parks & Municipals","10","2"
"2020","1","100100","1029","Business","97","5"
"2020","1","104000","1015","Single Residence","88","16"
"2020","1","113906","1086","Business","0","2"
"2020","1","103400","1008","Apartment","42","1"
"2020","1","100600","5002","Miscellaneous","82","3"
"2020","1","104900","2003","Duplex","10","2"
"2020","1","103800","2008","Parks & Municipals","0","1"
"2020","1","103200","2013","Single Residence","113","33"
"2020","1","104000","3007","Duplex","6","1"
"2020","1","102300","2002","Apartment","860","3"
"2020","1","104200","1007","Duplex","56","10"
"2020","1","101500","2001","Business","38","1"
"2020","1","102701","3017","School or Church or Charity","5","1"
"2020","1","104700","1019","Duplex","5","1"
"2020","1","102802","3004","Miscellaneous","0","1"
"2020","1","102300","2002","School or Church or Charity","2","2"
"2020","1","114100","1019","Fourplex","19","2"
"2020","1","114500","3182","Business","52","4"
"2020","1","101000","1027","Duplex","3","1"
"2020","1","101500","3004","Single Residence","107","21"
"2020","1","114000","1029","Restaurant","0","1"
"2020","1","114700","1046","Hotel or Motel","212","1"
"2020","1","102900","3003","Single Residence","22","3"
"2020","1","104100","1014","School or Church or Charity","39","3"
"2020","1","104800","1008","Single Residence","104","14"
"2020","1","102801","3013","Single Residence","130","23"
"2020","1","102600","3019","Duplex","7","1"
"2020","1","101600","1002","Apartment","190","2"
"2020","1","100308","1000","Business","4","1"
"2020","1","104700","1018","Duplex","57","5"
"2020","1","100600","1007","Duplex","40","4"
"2020","1","102702","2005","Business","175","4"
"2020","1","102000","1000","Parks & Municipals","0","1"
"2020","1","114000","1077","Restaurant","6","1"
"2020","1","104700","3016","Single Residence","78","18"
"2020","1","100100","2007","Fourplex","13","1"
"2020","1","103300","2018","Business","13","5"
"2020","1","100100","2015","Triplex","11","1"
"2020","1","101102","2001","Parks & Municipals","0","1"
"2020","1","100500","4002","Fourplex","49","1"
"2020","1","102000","1014","Single Residence","16","8"
"2020","1","114000","1042","Restaurant","0","1"
"2020","1","100500","1001","Single Residence","154","26"
"2020","1","980000","1037","Business","0","1"
"2020","1","103400","1008","Duplex","77","9"
"2020","1","104200","3009","Single Residence","40","7"
"2020","1","103300","3014","Business","41","1"
"2020","1","102000","1007","Apartment","218","7"
"2020","1","101500","2001","Hospital","1787","13"
"2020","1","101000","2045","Single Residence","60","14"
"2020","1","114000","1006","Apartment","233","1"
"2020","1","101500","4002","Apartment","35","2"
"2020","1","114800","2003","Duplex","9","1"
"2020","1","101600","1004","Triplex","17","2"
"2020","1","104700","2007","Duplex","6","1"
"2020","1","102500","1002","Industry","119","2"
"2020","1","104100","2013","Duplex","5","1"
"2020","1","104900","1016","Duplex","12","1"
"2020","1","114000","1079","Single Residence","72","20"
"2020","1","103000","1015","Apartment","23","1"
"2020","1","103000","1003","Business","67","4"
"2020","1","103700","1016","Duplex","15","4"
"2020","1","100500","1014","Single Residence","88","16"
"2020","1","102500","1027","Business","4","6"
"2020","1","103800","2009","Business","86","6"
"2020","1","103800","2001","Duplex","87","9"
"2020","1","103500","2003","Restaurant","77","2"
"2020","1","100600","1011","Duplex","10","1"
"2020","1","103500","3000","Parks & Municipals","0","1"
"2020","1","102900","1026","Business","1629","15"
"2020","1","103100","3002","Business","380","7"
"2020","1","100600","1003","Duplex","33","2"
"2020","1","103500","2009","Fourplex","31","2"
"2020","1","100306","3006","Duplex","8","1"
"2020","1","103100","2009","Single Residence","101","21"
"2020","1","114000","1017","Parks & Municipals","0","1"
"2020","1","100800","1005","Single Residence","68","10"
"2020","1","104200","1000","Duplex","9","1"
"2020","1","114000","1011","Parks & Municipals","0","1"
"2020","1","102701","1014","Fourplex","58","1"
"2020","1","102702","2003","Single Residence","301","36"
"2020","1","103200","2005","Parks & Municipals","0","1"
"2020","1","100500","1014","Parks & Municipals","0","1"
"2020","1","104900","1003","Triplex","6","1"
"2020","1","103300","3002","Duplex","3","1"
"2020","1","104200","3010","School or Church or Charity","1","1"
"2020","1","101800","3006","Miscellaneous","0","1"
"2020","1","101600","3013","Fourplex","15","1"
"2020","1","102500","1019","Miscellaneous","136","2"
"2020","1","104300","2008","Single Residence","116","28"
"2020","1","102900","2002","Duplex","15","2"
"2020","1","100100","1031","Restaurant","0","1"
"2020","1","101700","2004","Apartment","87","2"
"2020","1","101000","2046","Single Residence","82","16"
"2020","1","104000","1006","Duplex","6","1"
"2020","1","100100","2009","Industry","6","2"
"2020","1","114100","1003","Business","49","3"
"2020","1","103100","2017","Duplex","1","1"
"2020","1","100600","5005","Parks & Municipals","0","2"
"2020","1","104700","3016","Duplex","16","3"
"2020","1","101400","1000","Business","48","10"
"2020","1","100308","1010","Restaurant","140","1"
"2020","1","102600","1024","Business","630","3"
"2020","1","104800","1007","Single Residence","265","44"
"2020","1","103600","1014","Duplex","47","7"
"2020","1","103800","1012","Single Residence","119","22"
"2020","1","103200","1004","Fourplex","18","1"
"2020","1","102600","1009","Business","149","4"
"2020","1","114000","1015","Restaurant","57","2"
"2020","1","103100","2002","Triplex","5","1"
"2020","1","102000","1019","Apartment","13","1"
"2020","1","103000","2007","Miscellaneous","0","2"
"2020","1","101101","1001","Fourplex","15","2"
"2020","1","104700","3014","Triplex","23","2"
"2020","1","102000","3000","Single Residence","20","5"
"2020","1","101102","3004","Fourplex","50","3"
"2020","1","100307","2001","Single Residence","16","3"
"2020","1","104400","1000","Duplex","17","2"
"2020","1","101700","2001","School or Church or Charity","16","1"
"2020","1","100700","2015","Single Residence","52","10"
"2020","1","101000","1019","Single Residence","48","8"
"2020","1","104800","4004","Duplex","224","13"
"2020","1","103200","1011","Fourplex","26","2"
"2020","1","101000","2048","Single Residence","22","8"
"2020","1","100200","1001","Single Residence","757","97"
"2020","1","103400","1000","Triplex","98","1"
"2020","1","102500","1006","Business","4","1"
"2020","1","104800","2004","Duplex","62","4"
"2020","1","100600","3013","Single Residence","127","19"
"2020","1","100600","5003","Parks & Municipals","0","1"
"2020","1","100700","2001","Business","215","10"
"2020","1","100600","3017","Single Residence","95","13"
"2020","1","980000","1021","Miscellaneous","0","1"
"2020","1","102000","1005","Fourplex","11","1"
"2020","1","103100","2011","Fourplex","49","2"
"2020","1","103500","3000","Restaurant","77","2"
"2020","1","103000","2009","Duplex","2","1"
"2020","1","103900","2008","Duplex","2","1"
"2020","1","102900","2026","Single Residence","41","7"
"2020","1","103600","1013","Single Residence","243","60"
"2020","1","100800","1000","Apartment","239","3"
"2020","1","103400","1005","Fourplex","3","1"
"2020","1","102900","2005","Industry","0","1"
"2020","1","102500","1015","Business","1140","2"
"2020","1","103400","3010","Duplex","30","4"
"2020","1","104200","1011","Single Residence","14","4"
"2020","1","114700","1052","Single Residence","151","28"
"2020","1","101900","2000","Business","111","3"
"2020","1","100800","1004","Fourplex","22","1"
"2020","1","104700","1019","Single Residence","155","35"
"2020","1","102701","3010","Triplex","27","1"
"2020","1","104900","2007","Business","68","2"
"2020","1","102000","2001","Single Residence","48","18"
"2020","1","102500","1021","Parks & Municipals","0","1"
"2020","1","103300","1000","Duplex","107","11"
"2020","1","102801","1011","Single Residence","44","14"
"2020","1","103500","1000","Duplex","6","1"
"2020","1","101800","1003","Single Residence","18","6"
"2020","1","104100","2006","Duplex","22","1"
"2020","1","114700","1065","Single Residence","260","42"
"2020","1","114100","2024","Duplex","92","14"
"2020","1","102600","3022","Duplex","5","1"
"2020","1","103700","2003","Single Residence","99","31"
"2020","1","103200","1000","Apartment","154","3"
"2020","1","103400","3004","Duplex","19","3"
"2020","1","104700","3003","Single Residence","477","95"
"2020","1","101101","2009","Single Residence","44","10"
"2020","1","104200","6004","Single Residence","191","29"
"2020","1","104100","1017","Single Residence","45","13"
"2020","1","101200","1014","School or Church or Charity","38","1"
"2020","1","104200","6003","Parks & Municipals","0","1"
"2020","1","101101","2007","Duplex","22","3"
"2020","1","103300","1003","Duplex","15","3"
"2020","1","103000","2018","Single Residence","56","14"
"2020","1","101000","1004","Single Residence","40","9"
"2020","1","104700","3004","Single Residence","43","10"
"2020","1","102900","1035","Apartment","122","2"
"2020","1","104200","3010","Parks & Municipals","9","3"
"2020","1","102801","1015","Duplex","86","7"
"2020","1","103200","1016","Single Residence","97","28"
"2020","1","104300","1003","Single Residence","41","10"
"2020","1","100700","3001","School or Church or Charity","2","1"
"2020","1","102100","1007","School or Church or Charity","19","2"
"2020","1","102000","1003","Single Residence","0","2"
"2020","1","102000","1017","Duplex","5","1"
"2020","1","102600","3007","Business","133","1"
"2020","1","101200","4008","Duplex","12","2"
"2020","1","103500","1009","Duplex","32","5"
"2020","1","102100","1002","Single Residence","0","1"
"2020","1","103100","1014","Business","0","1"
"2020","1","100600","4000","Apartment","713","2"
"2020","1","102701","1001","Single Residence","129","16"
"2020","1","100100","1026","Business","0","2"
"2020","1","103200","1016","Restaurant","5","1"
"2020","1","103100","2001","Duplex","39","6"
"2020","1","100200","1029","Parks & Municipals","0","2"
"2020","1","103900","2007","Single Residence","134","24"
"2020","1","103400","2004","Duplex","21","3"
"2020","1","100100","1032","Business","26","4"
"2020","1","101700","1001","Business","33","6"
"2020","1","102801","1005","Parks & Municipals","1","6"
"2020","1","103200","2009","Triplex","41","2"
"2020","1","100307","1001","Single Residence","83","12"
"2020","1","103400","1006","Single Residence","175","49"
"2020","1","101500","1005","Parks & Municipals","0","1"
"2020","1","100600","3010","Apartment","48","1"
"2020","1","101800","3006","Business","25","2"
"2020","1","102300","1004","Single Residence","95","26"
"2020","1","104400","2006","Single Residence","179","17"
"2020","1","100306","1006","Single Residence","176","25"
"2020","1","104200","4002","Single Residence","645","94"
"2020","1","103300","3003","Duplex","9","1"
"2020","1","102600","3021","Parks & Municipals","69","5"
"2020","1","103400","3013","Duplex","102","10"
"2020","1","100700","3005","Apartment","70","3"
"2020","1","114000","1010","Parks & Municipals","0","3"
"2020","1","104000","2006","Single Residence","196","38"
"2020","1","101102","2005","Fourplex","41","2"
"2020","1","101700","3001","Business","83","10"
"2020","1","101600","3012","Duplex","31","6"
"2020","1","104000","3001","Single Residence","104","19"
"2020","1","100306","2005","Business","1681","26"
"2020","1","103800","1002","Single Residence","311","39"
"2020","1","100308","2007","Apartment","2075","12"
"2020","1","100306","2014","School or Church or Charity","4","1"
"2020","1","104700","3003","Business","29","3"
"2020","1","100700","2008","Single Residence","56","12"
"2020","1","100600","4010","Apartment","456","3"
"2020","1","102801","3002","Single Residence","88","13"
"2020","1","102900","3005","Business","1358","26"
"2020","1","103200","2000","Fourplex","20","2"
"2020","1","103200","1008","Single Residence","138","32"
"2020","1","100308","1011","Business","484","3"
"2020","1","102900","1028","Duplex","120","7"
"2020","1","100800","3005","Business","1351","13"
"2020","1","114700","1066","Single Residence","198","41"
"2020","1","103600","1006","Single Residence","110","24"
"2020","1","104700","3008","Business","44","2"
"2020","1","103200","3004","Single Residence","103","32"
"2020","1","101800","2000","Duplex","49","7"
"2020","1","104300","1008","Single Residence","29","8"
"2020","1","103700","2009","Duplex","17","3"
"2020","1","102900","3005","Industry","125","1"
"2020","1","104100","1020","Apartment","914","3"
"2020","1","104900","1009","Single Residence","49","16"
"2020","1","103300","2014","Triplex","8","1"
"2020","1","101000","1003","Duplex","35","5"
"2020","1","104000","3005","Single Residence","175","42"
"2020","1","101600","3011","Triplex","9","1"
"2020","1","102801","3001","Single Residence","771","121"
"2020","1","103800","1009","Single Residence","68","13"
"2020","1","103800","2004","Duplex","13","2"
"2020","1","101500","2003","Apartment","238","4"
"2020","1","100800","3003","Parks & Municipals","0","1"
"2020","1","100700","3006","Parks & Municipals","21","1"
"2020","1","114000","1046","Business","343","13"
"2020","1","103000","1009","Duplex","11","1"
"2020","1","103100","1006","Fourplex","12","1"
"2020","1","102900","2032","Single Residence","51","15"
"2020","1","103000","1016","Duplex","20","4"
"2020","1","101800","1008","Apartment","328","4"
"2020","1","100306","3012","Single Residence","79","10"
"2020","1","104400","1010","Duplex","110","15"
"2020","1","103500","2000","Duplex","22","5"
"2020","1","101500","4000","Triplex","8","1"
"2020","1","101500","1004","Duplex","11","2"
"2020","1","100500","4012","Single Residence","150","33"
"2020","1","103600","2000","Business","38","1"
"2020","1","100306","3007","Single Residence","259","30"
"2020","1","103900","3009","Duplex","8","1"
"2020","1","100500","2003","School or Church or Charity","7","1"
"2020","1","100600","2013","Business","0","1"
"2020","1","101101","2002","Business","0","1"
"2020","1","101200","2010","Duplex","28","3"
"2020","1","103800","1005","Duplex","5","1"
"2020","1","102600","1001","Restaurant","14","1"
"2020","1","102300","1002","Apartment","2218","2"
"2020","1","104700","2018","Single Residence","170","31"
"2020","1","102900","2031","Business","6","5"
"2020","1","103700","2002","Single Residence","126","27"
"2020","1","103100","2020","Duplex","11","1"
"2020","1","100100","1024","Business","130","5"
