"age","income","race","sex","year","id","name","demographic_group_number","demographic_group_moe","uninsured_number","uninsured_moe_1","uninsured","uninsured_moe_2","insured_number","insured_moe_1","insured","insured_moe_2"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49001","Beaver County, UT","2262","0","346","76","15.3","3.3","1915","76","84.7","3.3"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49003","Box Elder County, UT","17489","0","1509","310","8.6","1.8","15980","310","91.4","1.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49005","Cache County, UT","36893","0","3220","622","8.6999999999999993","1.7","33672","622","91.3","1.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49007","Carbon County, UT","5862","0","540","118","9.1999999999999993","2","5322","118","90.8","2"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49009","Daggett County, UT","287","0","46","10","16.100000000000001","3.5","241","10","83.9","3.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49011","Davis County, UT","110456","0","7899","1588","7.2","1.4","102556","1588","92.8","1.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49013","Duchesne County, UT","6577","0","933","175","14.2","2.7","5643","175","85.8","2.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49015","Emery County, UT","3577","0","380","81","10.6","2.2999999999999998","3197","81","89.4","2.2999999999999998"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49017","Garfield County, UT","1350","0","184","40","13.6","2.9","1166","40","86.4","2.9"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49019","Grand County, UT","2216","0","327","64","14.8","2.9","1889","64","85.2","2.9"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49021","Iron County, UT","14304","0","2109","415","14.7","2.9","12195","415","85.3","2.9"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49023","Juab County, UT","3901","0","462","104","11.8","2.7","3439","104","88.2","2.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49025","Kane County, UT","1755","0","214","48","12.2","2.7","1540","48","87.8","2.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49027","Millard County, UT","4174","0","645","121","15.4","2.9","3529","121","84.6","2.9"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49029","Morgan County, UT","3553","0","349","83","9.8000000000000007","2.2999999999999998","3204","83","90.2","2.2999999999999998"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49031","Piute County, UT","402","0","67","15","16.7","3.8","334","15","83.3","3.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49033","Rich County, UT","743","0","116","25","15.6","3.4","626","25","84.4","3.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49035","Salt Lake County, UT","313889","0","35588","4132","11.3","1.3","278302","4132","88.7","1.3"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49037","San Juan County, UT","5155","0","813","150","15.8","2.9","4342","150","84.2","2.9"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49039","Sanpete County, UT","8692","0","1326","251","15.3","2.9","7366","251","84.7","2.9"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49041","Sevier County, UT","6761","0","777","157","11.5","2.2999999999999998","5985","157","88.5","2.2999999999999998"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49043","Summit County, UT","10868","0","1178","247","10.8","2.2999999999999998","9691","247","89.2","2.2999999999999998"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49045","Tooele County, UT","21970","0","2109","462","9.6","2.1","19862","462","90.4","2.1"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49047","Uintah County, UT","11466","0","1794","339","15.6","3","9672","339","84.4","3"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49049","Utah County, UT","191262","0","20410","2875","10.7","1.5","170853","2875","89.3","1.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49051","Wasatch County, UT","8425","0","1312","269","15.6","3.2","7114","269","84.4","3.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49053","Washington County, UT","43023","0","6084","1070","14.1","2.5","36939","1070","85.9","2.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49055","Wayne County, UT","823","0","165","34","20","4.0999999999999996","658","34","80","4.0999999999999996"
"Under 19 years","All Incomes","All Races","Both Sexes","2011","49057","Weber County, UT","72286","0","8556","1469","11.8","2","63731","1469","88.2","2"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49000","Utah","902318","0","98161","7041","10.9","0.8","804157","7041","89.1","0.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49001","Beaver County, UT","2320","0","348","79","15","3.4","1972","79","85","3.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49003","Box Elder County, UT","17478","0","1809","375","10.4","2.1","15669","375","89.6","2.1"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49005","Cache County, UT","36974","0","3729","730","10.1","2","33245","730","89.9","2"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49007","Carbon County, UT","6008","0","515","120","8.6","2","5493","120","91.4","2"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49009","Daggett County, UT","271","0","38","10","14.1","3.5","233","10","85.9","3.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49011","Davis County, UT","109425","0","8661","1656","7.9","1.5","100764","1656","92.1","1.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49013","Duchesne County, UT","6483","0","840","167","13","2.6","5644","167","87","2.6"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49015","Emery County, UT","3633","0","410","93","11.3","2.5","3223","93","88.7","2.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49017","Garfield County, UT","1405","0","199","47","14.2","3.3","1206","47","85.8","3.3"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49019","Grand County, UT","2224","0","295","66","13.3","3","1928","66","86.7","3"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49021","Iron County, UT","14492","0","1807","359","12.5","2.5","12685","359","87.5","2.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49023","Juab County, UT","3925","0","537","123","13.7","3.1","3388","123","86.3","3.1"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49025","Kane County, UT","1819","0","226","55","12.5","3","1592","55","87.5","3"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49027","Millard County, UT","4160","0","736","144","17.7","3.5","3423","144","82.3","3.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49029","Morgan County, UT","3492","0","387","93","11.1","2.7","3104","93","88.9","2.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49031","Piute County, UT","451","0","95","22","21","4.8","356","22","79","4.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49033","Rich County, UT","715","0","141","32","19.7","4.4000000000000004","575","32","80.3","4.4000000000000004"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49035","Salt Lake County, UT","310925","0","34612","3944","11.1","1.3","276313","3944","88.9","1.3"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49037","San Juan County, UT","5280","0","702","150","13.3","2.8","4578","150","86.7","2.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49039","Sanpete County, UT","8872","0","1420","266","16","3","7452","266","84","3"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49041","Sevier County, UT","6730","0","781","180","11.6","2.7","5949","180","88.4","2.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49043","Summit County, UT","10497","0","1274","260","12.1","2.5","9222","260","87.9","2.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49045","Tooele County, UT","21711","0","2151","479","9.9","2.2000000000000002","19560","479","90.1","2.2000000000000002"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49047","Uintah County, UT","11185","0","1567","313","14","2.8","9618","313","86","2.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49049","Utah County, UT","188439","0","19295","2731","10.199999999999999","1.4","169144","2731","89.8","1.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49051","Wasatch County, UT","8166","0","1373","287","16.8","3.5","6793","287","83.2","3.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49053","Washington County, UT","42451","0","5728","999","13.5","2.4","36723","999","86.5","2.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49055","Wayne County, UT","846","0","154","35","18.2","4.2","692","35","81.8","4.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2010","49057","Weber County, UT","71941","0","8330","1434","11.6","2","63611","1434","88.4","2"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49000","Utah","899762","0","95783","6205","10.6","0.7","803980","6205","89.4","0.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49001","Beaver County, UT","2101","0","304","65","14.5","3.1","1797","65","85.5","3.1"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49003","Box Elder County, UT","17291","0","1923","376","11.1","2.2000000000000002","15368","376","88.9","2.2000000000000002"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49005","Cache County, UT","36942","0","3417","630","9.3000000000000007","1.7","33524","630","90.7","1.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49007","Carbon County, UT","5596","0","487","98","8.6999999999999993","1.8","5109","98","91.3","1.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49009","Daggett County, UT","201","0","34","7","16.7","3.4","167","7","83.3","3.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49011","Davis County, UT","105795","0","7867","1376","7.4","1.3","97928","1376","92.6","1.3"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49013","Duchesne County, UT","6487","0","899","172","13.9","2.7","5589","172","86.1","2.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49015","Emery County, UT","3497","0","353","77","10.1","2.2000000000000002","3144","77","89.9","2.2000000000000002"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49017","Garfield County, UT","1301","0","158","34","12.2","2.6","1142","34","87.8","2.6"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49019","Grand County, UT","2313","0","351","72","15.2","3.1","1961","72","84.8","3.1"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49021","Iron County, UT","14139","0","1559","324","11","2.2999999999999998","12579","324","89","2.2999999999999998"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49023","Juab County, UT","3810","0","388","84","10.199999999999999","2.2000000000000002","3421","84","89.8","2.2000000000000002"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49025","Kane County, UT","1671","0","256","53","15.3","3.2","1415","53","84.7","3.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49027","Millard County, UT","4161","0","603","124","14.5","3","3558","124","85.5","3"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49029","Morgan County, UT","3208","0","322","67","10","2.1","2886","67","90","2.1"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49031","Piute County, UT","396","0","62","14","15.6","3.4","334","14","84.4","3.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49033","Rich County, UT","698","0","113","24","16.2","3.4","586","24","83.8","3.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49035","Salt Lake County, UT","311716","0","35453","4322","11.4","1.4","276263","4322","88.6","1.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49037","San Juan County, UT","5286","0","862","161","16.3","3","4424","161","83.7","3"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49039","Sanpete County, UT","8329","0","1096","226","13.2","2.7","7233","226","86.8","2.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49041","Sevier County, UT","6551","0","636","135","9.6999999999999993","2.1","5914","135","90.3","2.1"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49043","Summit County, UT","10559","0","1190","221","11.3","2.1","9369","221","88.7","2.1"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49045","Tooele County, UT","20732","0","1960","392","9.5","1.9","18773","392","90.5","1.9"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49047","Uintah County, UT","10819","0","1788","318","16.5","2.9","9031","318","83.5","2.9"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49049","Utah County, UT","196616","0","18373","2755","9.3000000000000007","1.4","178243","2755","90.7","1.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49051","Wasatch County, UT","7330","0","1092","224","14.9","3.1","6238","224","85.1","3.1"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49053","Washington County, UT","41326","0","5427","1014","13.1","2.5","35899","1014","86.9","2.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49055","Wayne County, UT","778","0","90","21","11.6","2.7","688","21","88.4","2.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2009","49057","Weber County, UT","70115","0","8718","1468","12.4","2.1","61397","1468","87.6","2.1"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49000","Utah","881249","0","113487","6724","12.9","0.8","767761","6724","87.1","0.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49001","Beaver County, UT","2005","0","357","69","17.8","3.4","1647","69","82.2","3.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49003","Box Elder County, UT","15949","0","1790","331","11.2","2.1","14159","331","88.8","2.1"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49005","Cache County, UT","37062","0","4732","847","12.8","2.2999999999999998","32330","847","87.2","2.2999999999999998"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49007","Carbon County, UT","5282","0","509","98","9.6","1.9","4773","98","90.4","1.9"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49009","Daggett County, UT","180","0","41","8","22.8","4.3","139","8","77.2","4.3"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49011","Davis County, UT","100440","0","8989","1432","8.9","1.4","91452","1432","91.1","1.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49013","Duchesne County, UT","5677","0","880","155","15.5","2.7","4798","155","84.5","2.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49015","Emery County, UT","3113","0","392","80","12.6","2.6","2722","80","87.4","2.6"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49017","Garfield County, UT","1288","0","193","41","15","3.2","1095","41","85","3.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49019","Grand County, UT","2239","0","433","78","19.3","3.5","1806","78","80.7","3.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49021","Iron County, UT","13984","0","1808","352","12.9","2.5","12177","352","87.1","2.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49023","Juab County, UT","3498","0","495","101","14.2","2.9","3003","101","85.8","2.9"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49025","Kane County, UT","1683","0","259","51","15.4","3","1424","51","84.6","3"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49027","Millard County, UT","3708","0","483","99","13","2.7","3225","99","87","2.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49029","Morgan County, UT","2681","0","327","63","12.2","2.2999999999999998","2354","63","87.8","2.2999999999999998"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49031","Piute County, UT","383","0","56","12","14.6","3.1","327","12","85.4","3.1"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49033","Rich County, UT","641","0","119","23","18.600000000000001","3.6","522","23","81.400000000000006","3.6"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49035","Salt Lake County, UT","314126","0","44027","4963","14","1.6","270098","4963","86","1.6"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49037","San Juan County, UT","5220","0","1125","197","21.5","3.8","4096","197","78.5","3.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49039","Sanpete County, UT","7606","0","1128","221","14.8","2.9","6478","221","85.2","2.9"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49041","Sevier County, UT","6189","0","717","147","11.6","2.4","5473","147","88.4","2.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49043","Summit County, UT","9688","0","923","176","9.5","1.8","8765","176","90.5","1.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49045","Tooele County, UT","19386","0","2205","420","11.4","2.2000000000000002","17182","420","88.6","2.2000000000000002"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49047","Uintah County, UT","9595","0","1617","279","16.899999999999999","2.9","7978","279","83.1","2.9"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49049","Utah County, UT","191347","0","24169","3174","12.6","1.7","167179","3174","87.4","1.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49051","Wasatch County, UT","6680","0","960","188","14.4","2.8","5720","188","85.6","2.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49053","Washington County, UT","40900","0","6157","1072","15.1","2.6","34742","1072","84.9","2.6"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49055","Wayne County, UT","739","0","114","25","15.4","3.4","625","25","84.6","3.4"
"Under 19 years","All Incomes","All Races","Both Sexes","2008","49057","Weber County, UT","69956","0","8484","1322","12.1","1.9","61472","1322","87.9","1.9"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49000","Utah","894641","0","97243","13566","10.9","1.5","797398","13156","89.1","1.5"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49001","Beaver County, UT","1974","0","352","84","17.8","4.3","1622","112","82.2","5.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49003","Box Elder County, UT","16090","0","1572","425","9.8000000000000007","2.6","14518","659","90.2","4.0999999999999996"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49005","Cache County, UT","37590","0","4198","1028","11.2","2.7","33392","1552","88.8","4.0999999999999996"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49007","Carbon County, UT","5504","0","381","113","6.9","2.1","5122","204","93.1","3.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49009","Daggett County, UT","175","0","30","8","17","4.5999999999999996","145","11","83","6.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49011","Davis County, UT","102075","0","6696","1736","6.6","1.7","95379","3271","93.4","3.2"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49013","Duchesne County, UT","5732","0","640","184","11.2","3.2","5091","269","88.8","4.7"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49015","Emery County, UT","3159","0","325","83","10.3","2.6","2833","129","89.7","4.0999999999999996"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49017","Garfield County, UT","1288","0","184","49","14.2","3.8","1105","68","85.8","5.3"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49019","Grand County, UT","2279","0","268","74","11.8","3.3","2011","110","88.2","4.8"
"Under 19 years","All Incomes","All Races","Both Sexes","2007","49021","Iron County, UT","14330","0","1666","458","11.6","3.2","12664","703","88.4","4.9000000000000004"
