"city","country","county","countyfips","id","latitude","lines","longitude","max_infer","max_volt","min_infer","min_volt","naics_code","naics_desc","name","objectid","source","sourcedate","state","status","type","val_date","val_method","zip","point"
"NOT AVAILABLE","USA","WASHINGTON","49053","207979","37.185818103","3","-113.296077361","Y","115","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207933","56238","IMAGERY","2018-02-09T00:00:00.000Z","UT","IN SERVICE","TAP","2018-02-09T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-113.29607736099996 37.185818103000024)"
"SOUTH SALT LAKE","USA","SALT LAKE","49035","205213","40.712590042","3","-111.879864097","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205213","53519","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-06-29T00:00:00.000Z","IMAGERY","84115","POINT (-111.87986409699994 40.71259004200004)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208048","40.664417084","3","-112.077731298","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208002","56307","IMAGERY","2018-02-27T00:00:00.000Z","UT","IN SERVICE","TAP","2018-02-27T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.07773129799995 40.66441708400004)"
"NOT AVAILABLE","USA","SANPETE","49039","207501","39.265240014","3","-111.701871193","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207484","55762","IMAGERY","2017-12-12T00:00:00.000Z","UT","IN SERVICE","TAP","2017-12-12T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.70187119299999 39.26524001400003)"
"NOT AVAILABLE","USA","TOOELE","49045","206148","40.6843263050001","1","-113.147038292","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206148","54429","IMAGERY","2015-09-14T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-09-14T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-113.147038292 40.68432630500006)"
"NOT AVAILABLE","USA","IRON","49021","202615","37.4849367570001","1","-113.221666098","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN202615","50963","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84742","POINT (-113.22166609799996 37.48493675700008)"
"KANAB","USA","KANE","49025","206652","37.0059360020001","3","-112.520504479","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206652","54916","IMAGERY","2016-10-25T00:00:00.000Z","UT","IN SERVICE","TAP","2016-10-25T00:00:00.000Z","IMAGERY","84741","POINT (-112.52050447899997 37.00593600200005)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208044","40.6640344670001","1","-112.071854981","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207998","56303","IMAGERY","2018-02-27T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-02-27T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.07185498099994 40.66403446700008)"
"TAYLORSVILLE","USA","SALT LAKE","49035","201622","40.655907708","7","-111.959013854","N","138","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAYLORSVILLE","50005","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84118","POINT (-111.95901385399999 40.65590770800002)"
"NOT AVAILABLE","USA","CARBON","49007","207961","39.477147211","3","-110.999042027","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207915","56220","IMAGERY","2018-02-05T00:00:00.000Z","UT","IN SERVICE","TAP","2018-02-05T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.99904202699997 39.47714721100005)"
"MURRAY","USA","SALT LAKE","49035","201336","40.665480125","3","-111.895027612","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201336","49723","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84107","POINT (-111.89502761199998 40.66548012500004)"
"SNOWVILLE","USA","BOX ELDER","49003","209702","41.9947799820001","1","-112.702413292","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209702","57952","IMAGERY and FAA data","2019-01-22T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-01-22T00:00:00.000Z","IMAGERY/OTHER","NOT AVAILABLE","POINT (-112.70241329199996 41.99477998200006)"
"NOT AVAILABLE","USA","SALT LAKE","49035","201750","40.685620267","1","-111.800525315","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","OLYMPUS","50132","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84124","POINT (-111.80052531499997 40.68562026700005)"
"OREM","USA","UTAH","49049","205474","40.282744166","2","-111.690480318","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN205474","53768","IMAGERY","2015-08-29T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-29T00:00:00.000Z","IMAGERY","84058","POINT (-111.69048031799997 40.28274416600003)"
"NOT AVAILABLE","USA","UTAH","49049","201653","40.3719377900001","2","-111.864898864","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201653","50036","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84043","POINT (-111.86489886399995 40.37193779000006)"
"NOT AVAILABLE","USA","CARBON","49007","206741","39.726910418","1","-110.865360045","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206741","55004","IMAGERY","2016-12-16T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2016-12-16T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.86536004499997 39.726910418000045)"
"MAPLETON","USA","UTAH","49049","201618","40.091883959","16","-111.586290203","N","345","N","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","SPANISH FORK","50001","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84660","POINT (-111.58629020299998 40.09188395900003)"
"NOT AVAILABLE","USA","SALT LAKE","49035","201922","40.601264674","1","-112.097799246","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201922","50292","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84006","POINT (-112.09779924599997 40.60126467400004)"
"OGDEN","USA","WEBER","49057","201992","41.2199252520001","2","-111.977048441","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201992","50359","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84401","POINT (-111.97704844099997 41.21992525200006)"
"NOT AVAILABLE","USA","DUCHESNE","49013","202503","40.2591020030001","1","-110.161531034","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN202503","50855","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84007","POINT (-110.16153103399995 40.259102003000066)"
"NOT AVAILABLE","USA","UINTAH","49047","202529","40.6011398100001","1","-109.492543117","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN202529","50879","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84078","POINT (-109.49254311699997 40.60113981000006)"
"VERNAL","USA","UINTAH","49047","205945","40.4628055050001","2","-109.529476653","N","69","N","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN205945","54231","IMAGERY","2015-08-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-31T00:00:00.000Z","IMAGERY","84078","POINT (-109.52947665299996 40.46280550500006)"
"SANDY","USA","SALT LAKE","49035","205244","40.5805669390001","3","-111.833568836","N","138","N","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205244","53549","IMAGERY","2015-06-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-06-29T00:00:00.000Z","IMAGERY","84093","POINT (-111.83356883599998 40.58056693900005)"
"NOT AVAILABLE","USA","SUMMIT","49043","205959","40.7137172550001","2","-111.550036383","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN205959","54244","IMAGERY","2015-08-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-31T00:00:00.000Z","IMAGERY","84098","POINT (-111.55003638299998 40.71371725500006)"
"SPANISH FORK","USA","UTAH","49049","205503","40.1213312580001","3","-111.652809519","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP205503","53796","IMAGERY","2015-08-29T00:00:00.000Z","UT","IN SERVICE","TAP","2015-08-29T00:00:00.000Z","IMAGERY","84660","POINT (-111.65280951899996 40.121331258000055)"
"SALT LAKE CITY","USA","SALT LAKE","49035","205236","40.764168173","1","-111.884259099","N","46","N","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","BRUNSWICK","53542","Company Map","2015-06-29T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-06-29T00:00:00.000Z","IMAGERY/OTHER","84111","POINT (-111.88425909899996 40.76416817300003)"
"HEBER CITY","USA","WASATCH","49051","206606","40.5055071730001","1","-111.422717358","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206606","54872","IMAGERY","2017-05-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2017-05-31T00:00:00.000Z","IMAGERY","84032","POINT (-111.42271735799996 40.50550717300007)"
"VINEYARD","USA","UTAH","49049","205425","40.3193017250001","1","-111.736514534","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN205425","53720","IMAGERY","2015-08-26T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-26T00:00:00.000Z","IMAGERY","84057","POINT (-111.73651453399997 40.31930172500006)"
"LINDON","USA","UTAH","49049","201573","40.3366218960001","2","-111.75831426","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201573","49957","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84042","POINT (-111.75831425999998 40.336621896000054)"
"OGDEN","USA","WEBER","49057","201893","41.2184101130001","2","-112.024881567","Y","161","Y","161","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201893","50266","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84401","POINT (-112.02488156699997 41.218410113000054)"
"WEST VALLEY CITY","USA","SALT LAKE","49035","201668","40.653797055","2","-112.055318266","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201668","50051","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","UNVERIFIED","84118","POINT (-112.05531826599997 40.65379705500004)"
"LEVAN","USA","JUAB","49023","208930","39.488361953","3","-111.9784802","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP208834","57185","IMAGERY","2018-04-10T00:00:00.000Z","UT","IN SERVICE","TAP","2018-04-10T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.97848019999998 39.48836195300004)"
"NOT AVAILABLE","USA","GARFIELD","49017","207944","37.632715433","3","-112.027011559","Y","138","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207898","56203","IMAGERY","2018-01-10T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-01-10T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.02701155899994 37.632715433000044)"
"NOT AVAILABLE","USA","WASHINGTON","49053","201851","37.2904487000001","0","-113.6610751","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201851","50226","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84783","POINT (-113.66107509999996 37.29044870000007)"
"LOGAN","USA","CACHE","49005","206459","41.7433359930001","2","-111.784658664","Y","69","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206459","54730","IMAGERY","2016-04-28T00:00:00.000Z","UT","IN SERVICE","TAP","2016-04-28T00:00:00.000Z","IMAGERY","84321","POINT (-111.78465866399996 41.74333599300007)"
"NOT AVAILABLE","USA","PIUTE","49031","207977","38.379398811","1","-112.248843232","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207931","56236","IMAGERY","2018-02-09T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-02-09T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.24884323199996 38.37939881100003)"
"NOT AVAILABLE","USA","SALT LAKE","49035","201530","40.7236262640001","2","-112.199840749","Y","115","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201530","49914","Company Map","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84044","POINT (-112.19984074899999 40.72362626400007)"
"NOT AVAILABLE","USA","BOX ELDER","49003","206393","41.885434952","3","-112.187308393","Y","230","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206393","54664","IMAGERY","2015-09-26T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-26T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.18730839299997 41.88543495200002)"
"BRIGHAM CITY","USA","BOX ELDER","49003","209599","41.5020639480001","3","-111.992688428","Y","69","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP209599","57849","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","TAP","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.99268842799995 41.50206394800005)"
"NOT AVAILABLE","USA","WASHINGTON","49053","202609","37.2036283250001","0","-113.602282741","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN202609","50957","https://www.openstreetmap.org/","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY/OTHER","84770","POINT (-113.60228274099994 37.203628325000075)"
"ST GEORGE","USA","WASHINGTON","49053","206306","37.1048409050001","2","-113.541016488","Y","138","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","PANORAMA","54578","IMAGERY","2019-05-02T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-05-02T00:00:00.000Z","IMAGERY","84790","POINT (-113.54101648799997 37.10484090500005)"
"NOT AVAILABLE","USA","UTAH","49049","206737","39.8216188750001","2","-110.951142946","Y","34.5","Y","34.5","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206737","55000","IMAGERY","2016-12-16T00:00:00.000Z","UT","IN SERVICE","TAP","2016-12-16T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.95114294599995 39.82161887500007)"
"SALT LAKE CITY","USA","SALT LAKE","49035","206724","40.7782812030001","0","-111.9518467","NOT AVAILABLE","-999999","NOT AVAILABLE","-999999","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206724","54987","IMAGERY","2016-12-12T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2016-12-12T00:00:00.000Z","IMAGERY","84116","POINT (-111.95184669999998 40.778281203000056)"
"CLEARFIELD","USA","DAVIS","49011","206700","41.1033837300001","3","-111.987737505","Y","161","Y","34.5","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206700","54963","IMAGERY","2016-11-29T00:00:00.000Z","UT","IN SERVICE","TAP","2016-11-29T00:00:00.000Z","IMAGERY","84015","POINT (-111.98773750499997 41.10338373000007)"
"NOT AVAILABLE","USA","CARBON","49007","207954","39.705922866","1","-110.730178147","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207908","56213","IMAGERY","2018-01-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-01-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-110.73017814699995 39.705922866000044)"
"CLEARFIELD","USA","DAVIS","49011","206411","41.1251910770001","1","-112.025593753","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206411","54682","IMAGERY","2015-09-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-09-30T00:00:00.000Z","IMAGERY","84015","POINT (-112.02559375299995 41.125191077000075)"
"ST GEORGE","USA","WASHINGTON","49053","206622","37.113973931","2","-113.562029014","Y","138","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206622","54886","IMAGERY","2016-09-21T00:00:00.000Z","UT","IN SERVICE","TAP","2016-09-21T00:00:00.000Z","IMAGERY","84770","POINT (-113.56202901399996 37.11397393100002)"
"LOGAN","USA","CACHE","49005","206464","41.750700339","3","-111.849336199","Y","230","Y","132","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206464","54735","IMAGERY","2017-05-31T00:00:00.000Z","UT","IN SERVICE","TAP","2017-05-31T00:00:00.000Z","IMAGERY","84321","POINT (-111.84933619899999 41.75070033900005)"
"WEST BOUNTIFUL","USA","DAVIS","49011","206385","40.884430331","1","-111.905169182","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN206385","54656","IMAGERY","2015-09-22T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-09-22T00:00:00.000Z","IMAGERY","84087","POINT (-111.90516918199995 40.884430331000026)"
"WEST BOUNTIFUL","USA","DAVIS","49011","206388","40.9131991670001","3","-111.89249165","Y","230","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206388","54659","IMAGERY","2015-09-23T00:00:00.000Z","UT","IN SERVICE","TAP","2015-09-23T00:00:00.000Z","IMAGERY","84087","POINT (-111.89249164999997 40.91319916700007)"
"CURRANT CREEK","USA","WASATCH","49051","209694","40.335172938","1","-111.049758583","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN209694","57944","IMAGERY","2019-04-30T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-04-30T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.04975858299998 40.33517293800003)"
"NOT AVAILABLE","USA","SALT LAKE","49035","208015","40.560927706","2","-112.109903494","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN207969","56274","IMAGERY","2018-02-21T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2018-02-21T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-112.10990349399998 40.56092770600002)"
"ST GEORGE","USA","WASHINGTON","49053","206614","37.092520225","1","-113.553203927","Y","138","Y","138","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","EAST RIDGE","54878","IMAGERY","2019-05-02T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2019-05-02T00:00:00.000Z","IMAGERY","84790","POINT (-113.55320392699997 37.092520225000044)"
"NOT AVAILABLE","USA","UTAH","49049","206806","39.941745827","3","-111.900784802","Y","138","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP206806","55069","IMAGERY","2017-03-21T00:00:00.000Z","UT","IN SERVICE","TAP","2017-03-21T00:00:00.000Z","IMAGERY","84633","POINT (-111.90078480199998 39.94174582700005)"
"NOT AVAILABLE","USA","SANPETE","49039","207502","39.501199265","3","-111.639254249","Y","69","Y","69","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","TAP207485","55763","IMAGERY","2017-12-13T00:00:00.000Z","UT","IN SERVICE","TAP","2017-12-13T00:00:00.000Z","IMAGERY","NOT AVAILABLE","POINT (-111.63925424899998 39.501199265000025)"
"NOT AVAILABLE","USA","WASATCH","49051","205954","40.5031414260001","3","-111.489234383","Y","138","Y","115","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN205954","54240","IMAGERY","2015-08-31T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2015-08-31T00:00:00.000Z","IMAGERY","84049","POINT (-111.48923438299994 40.50314142600006)"
"OREM","USA","UTAH","49049","201350","40.3156550250001","4","-111.654408845","Y","115","Y","46","221121","ELECTRIC BULK POWER TRANSMISSION AND CONTROL","UNKNOWN201350","49736","IMAGERY","2014-12-05T00:00:00.000Z","UT","IN SERVICE","SUBSTATION","2014-12-05T00:00:00.000Z","IMAGERY","84097","POINT (-111.65440884499999 40.31565502500006)"
