"licensenumber","licensetype","businessname","expirationstatus","expirationdate","location","lat_long","naicscode","naicsdesc","hyperlink","location_1"
"RNT2012-04112","Rental Dwelling",,"Active","2018-07-31T00:00:00.000","568 S 900 E
Salt Lake City, UT 84102
(40.756762, -111.865328)","(40.756762, -111.865328)","53111","MULTI UNIT RENTAL PROPERTY ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00899&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04113","Rental Dwelling",,"Active","2016-09-30T00:00:00.000","3488 EASTWOOD Dr
Salt Lake City, UT 84109
(40.697712, -111.794053)","(40.697712, -111.794053)","53111","SINGLE UNIT RENTAL PROPERTIES ","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00900&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04120","Rental Dwelling",,"Active","2017-01-31T00:00:00.000","8176 OLD COVENTRY Cir
Salt Lake City, UT 84093
(40.602826, -111.838232)","(40.602826, -111.838232)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00902&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04188","Rental Dwelling",,"Pending","2015-09-30T00:00:00.000","1351 N SERENO Cir
Salt Lake City, UT 84010
(40.903619, -111.864761)","(40.903619, -111.864761)","53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00903&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04189","Rental Dwelling",,"Active","2016-09-30T00:00:00.000","3488 EASTWOOD Dr
Salt Lake City, UT 84109
(40.697712, -111.794053)","(40.697712, -111.794053)","53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00904&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04190","Rental Dwelling",,"Active","2018-08-31T00:00:00.000","4795 SHAWNEE PL
Salt Lake City, UT 80303
(39.991919, -105.234605)","(39.991919, -105.234605)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00905&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04192","Rental Dwelling",,"Active","2018-07-31T00:00:00.000","1436 S DEVONSHIRE Dr
Salt Lake City, UT 84108
(40.739122, -111.806855)","(40.739122, -111.806855)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00906&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04193","Rental Dwelling",,"Active","2017-08-31T00:00:00.000","1537 MICHIGAN Ave
Salt Lake City, UT 84105
(40.747763, -111.846831)","(40.747763, -111.846831)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00907&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04195","Rental Dwelling",,"Active","2018-10-31T00:00:00.000","1587 E COBBLESONE Ln
Salt Lake City, UT 84790
","alt Lake City, UT 84790
","53111","SINGLE UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00909&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04196","Rental Dwelling",,"Active","2017-04-30T00:00:00.000","1600 S STATE St
Salt Lake City, UT 84115
(40.734741, -111.888293)","(40.734741, -111.888293)","53111","MULTI UNIT & SINGLE FAMILY RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00910&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04199","Rental Dwelling",,"Active","2017-06-30T00:00:00.000","7 HAXTON PL
Salt Lake City, UT 84102
(40.769298, -111.863893)","(40.769298, -111.863893)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00912&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04201","Rental Dwelling",,"Active","2017-12-31T00:00:00.000","100 LUMA PARK Dr
Salt Lake City, UT 22305
","alt Lake City, UT 22305
","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00914&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04202","Rental Dwelling",,"Active","2017-11-30T00:00:00.000","958 TERRACE HILLS Dr
Salt Lake City, UT 84103
(40.789626, -111.862902)","(40.789626, -111.862902)","53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00915&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04203","Rental Dwelling",,"Active","2017-06-30T00:00:00.000","946 S 500 E
Salt Lake City, UT 84105
(40.74845, -111.876786)","
(40.74845, -111.876786)","53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00916&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04204","Rental Dwelling",,"Active","2017-10-31T00:00:00.000","7740 SHARENE Cir
Salt Lake City, UT 84047
(40.610844, -111.880784)","(40.610844, -111.880784)","53111","SINGLE FAMILY RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00917&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04205","Rental Dwelling",,"Pending","2014-11-30T00:00:00.000",,,"53111","SINGLE UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00918&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04206","Rental Dwelling",,"Active","2017-06-30T00:00:00.000","817 S 200 W
Salt Lake City, UT 84101
(40.751431, -111.896685)","(40.751431, -111.896685)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00919&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04208","Rental Dwelling",,"Active","2017-02-28T00:00:00.000","1899 WASATCH Dr
Salt Lake City, UT 84108
(40.729104, -111.814975)","(40.729104, -111.814975)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00921&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04209","Rental Dwelling",,"Active","2017-05-31T00:00:00.000","2087 S BELAIRE Dr
Salt Lake City, UT 84109
(40.725357, -111.806758)","(40.725357, -111.806758)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00922&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04210","Rental Dwelling",,"Active","2017-07-31T00:00:00.000","7827 PROSPECTOR Dr
Salt Lake City, UT 84121
(40.608947, -111.789943)","(40.608947, -111.789943)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00923&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04211","Rental Dwelling",,"Active","2016-11-30T00:00:00.000","7056 AERIE HILL Dr
Salt Lake City, UT 84084
(40.622649, -112.010985)","(40.622649, -112.010985)","53111","SINGLE UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00924&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04212","Rental Dwelling",,"Active","2016-10-31T00:00:00.000","2684 S HOLMAN St
Salt Lake City, UT 80228
(39.668482, -105.163567)","(39.668482, -105.163567)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00925&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04213","Rental Dwelling",,"Active","2017-07-31T00:00:00.000","973 DIESTEL Rd
Salt Lake City, UT 84105
(40.748239, -111.844789)","(40.748239, -111.844789)","53111","SINGLE UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00926&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04224","Rental Dwelling",,"Active","2018-08-31T00:00:00.000","1617 W PROSPECT Cir
Salt Lake City, UT 84104-0000
(40.744693, -111.936864)","(40.744693, -111.936864)","53111","SINGLE UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00927&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04226","Rental Dwelling",,"Active","2018-03-31T00:00:00.000",,,"53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00928&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04227","Rental Dwelling",,"Active","2018-10-31T00:00:00.000","2153 HANNIBAL St
Salt Lake City, UT 84106
(40.724282, -111.840691)","(40.724282, -111.840691)","53111","SINGLE UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00929&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04228","Rental Dwelling",,"Active","2017-09-30T00:00:00.000","1857 PARK St
Salt Lake City, UT 84105
(40.729821, -111.875358)","(40.729821, -111.875358)","53111","SINGLE UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00930&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04229","Rental Dwelling",,"Active","2017-06-30T00:00:00.000","1941 WOODSIDE Dr
Salt Lake City, UT 84124
(40.684547, -111.83543)","
(40.684547, -111.83543)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00931&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04230","Rental Dwelling",,"Active","2018-07-31T00:00:00.000","152 PACIFIC Ave
Salt Lake City, UT 93950
(36.624055, -121.920843)","(36.624055, -121.920843)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00932&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04231","Rental Dwelling",,"Active","2017-07-31T00:00:00.000","9062 S WIMBLETON PL
Salt Lake City, UT 84088
(40.586506, -111.964176)","(40.586506, -111.964176)","53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00933&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04234","Rental Dwelling",,"Active","2017-11-30T00:00:00.000","189 LOCKFORD
Salt Lake City, UT 92602
(33.737148, -117.767262)","(33.737148, -117.767262)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00935&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04235","Rental Dwelling",,"Active","2017-11-30T00:00:00.000","4448 COVECREST DR Dr
Salt Lake City, UT 84124
","alt Lake City, UT 84124
","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00936&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04236","Rental Dwelling",,"Active","2018-08-31T00:00:00.000","657 UNIVERSITY Dr
Salt Lake City, UT 83201
(42.869212, -112.423457)","(42.869212, -112.423457)","53111","SINGLE UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00937&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04237","Rental Dwelling",,"Active","2016-11-30T00:00:00.000","4635 S BROOKWOOD Dr
Salt Lake City, UT 84117
(40.669778, -111.857686)","(40.669778, -111.857686)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00938&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04238","Rental Dwelling",,"Pending","2015-12-31T00:00:00.000","5603 INDIAN ROCK Rd
Salt Lake City, UT 84117
(40.649281, -111.808891)","(40.649281, -111.808891)","53111","SINGLE UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00939&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04239","Rental Dwelling",,"Active","2017-06-30T00:00:00.000","3259 MOHAWK Ln
Salt Lake City, UT 84604
(40.277379, -111.641242)","(40.277379, -111.641242)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00940&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04240","Rental Dwelling",,"Active","2017-12-31T00:00:00.000","1142 W MEAD Ave
Salt Lake City, UT 84104
(40.747726, -111.923417)","(40.747726, -111.923417)","53111","SINGLE UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00941&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04242","Rental Dwelling",,"Pending","2015-01-31T00:00:00.000","1989 S 1600 East
Salt Lake City, UT 84105
(40.726861, -111.845135)","(40.726861, -111.845135)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00942&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04244","Rental Dwelling",,"Active","2017-12-31T00:00:00.000","2736 FALCON Way
Salt Lake City, UT 84093
(40.582288, -111.814182)","(40.582288, -111.814182)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00944&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04246","Rental Dwelling",,"Active","2017-07-31T00:00:00.000","174 E 800 S
Salt Lake City, UT 84111
(40.751945, -111.885734)","(40.751945, -111.885734)","53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00945&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04248","Rental Dwelling",,"Pending","2016-03-31T00:00:00.000","870 FOOTHILL Dr
Salt Lake City, UT 84108
(40.750179, -111.834616)","(40.750179, -111.834616)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00946&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04249","Rental Dwelling",,"Active","2018-05-31T00:00:00.000","1505 S 900 E
Salt Lake City, UT 84105-2305
(40.737072, -111.865329)","(40.737072, -111.865329)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00947&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04252","Rental Dwelling",,"Active","2017-08-31T00:00:00.000","4788 BRONBRECK St
Salt Lake City, UT 84117
(40.665706, -111.807797)","(40.665706, -111.807797)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00949&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04253","Rental Dwelling",,"Active","2016-11-30T00:00:00.000","647 S 350 E
Salt Lake City, UT 84025
(40.969872, -111.879366)","(40.969872, -111.879366)","53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00950&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04254","Rental Dwelling",,"Active","2017-06-30T00:00:00.000","1930 E WALNUT MILL COVE
Salt Lake City, UT 84106
(40.705375, -111.836463)","(40.705375, -111.836463)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00951&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04255","Rental Dwelling",,"Active","2017-09-30T00:00:00.000","1521 HARVARD Ave
Salt Lake City, UT 84105
(40.74449, -111.84724)","5
(40.74449, -111.84724)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00952&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04256","Rental Dwelling",,"Active","2016-08-31T00:00:00.000","1055 EASTGATE Rd
Salt Lake City, UT 84117
(40.661151, -111.863441)","(40.661151, -111.863441)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00953&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04258","Rental Dwelling",,"Active","2016-10-31T00:00:00.000","2777 W 6100 S
Salt Lake City, UT 84129
","alt Lake City, UT 84129
","53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00954&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04259","Rental Dwelling",,"Active","2018-06-30T00:00:00.000","1947 E STAG HILL Cir
Salt Lake City, UT 84020
(40.521816, -111.835941)","(40.521816, -111.835941)","53111","MULTI UNIT RENTAL DWELLING","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00955&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04260","Rental Dwelling",,"Active","2017-12-31T00:00:00.000",,,"53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00956&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04261","Rental Dwelling",,"Active","2016-03-31T00:00:00.000","223 W 700 S
Salt Lake City, UT 84101
(40.754126, -111.897987)","(40.754126, -111.897987)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00957&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04266","Rental Dwelling",,"Active","2017-09-30T00:00:00.000","1001 E 4555 S
Salt Lake City, UT 84117
(40.672559, -111.862676)","(40.672559, -111.862676)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00958&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04268","Rental Dwelling",,"Active","2016-08-31T00:00:00.000","1714 S 1100 E
Salt Lake City, UT 84105
(40.733155, -111.859627)","(40.733155, -111.859627)","53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00960&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04270","Rental Dwelling",,"Active","2017-12-31T00:00:00.000","842 E NORTHCLIFFE Dr
Salt Lake City, UT 84103-3341
(40.784967, -111.864095)","(40.784967, -111.864095)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00961&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04272","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","115 N VIRGINIA St
Salt Lake City, UT 84103-4316
(40.772169, -111.852242)","(40.772169, -111.852242)","53111","SINGLE UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00963&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04273","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","25 S MAIN St
Salt Lake City, UT 84014
(40.916976, -111.878958)","(40.916976, -111.878958)","53111","SINGLE FAMILY RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00964&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04274","Rental Dwelling",,"Active","2016-12-31T00:00:00.000","1317 DUENDE Ln
Salt Lake City, UT 90272
(34.059201, -118.547566)","(34.059201, -118.547566)","53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00965&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04275","Rental Dwelling",,"Active","2017-03-31T00:00:00.000","574 E 12TH Ave
Salt Lake City, UT 84103-3224
(40.782993, -111.872292)","(40.782993, -111.872292)","53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00966&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04280","Rental Dwelling",,"Active","2017-05-31T00:00:00.000","1924 E CLAYBOURNE Ave
Salt Lake City, UT 84106-4032
(40.711047, -111.835837)","(40.711047, -111.835837)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00968&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04281","Rental Dwelling",,"Active","2017-09-30T00:00:00.000","623 E 100 S
Salt Lake City, UT 84102-1103
(40.76719, -111.872991)","
(40.76719, -111.872991)","53111","SINGLE UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00969&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04292","Rental Dwelling",,"Active","2017-06-30T00:00:00.000","738 E 10TH Ave
Salt Lake City, UT 84103-3887
(40.780728, -111.867389)","(40.780728, -111.867389)","53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00972&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04293","Rental Dwelling",,"Active","2018-06-30T00:00:00.000","831 S BLAIR St
Salt Lake City, UT 84111
","alt Lake City, UT 84111
","53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00973&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04294","Rental Dwelling",,"Active","2017-09-30T00:00:00.000","1765 PEACHTREE ST NE
Salt Lake City, UT 30309-2316
(33.802711, -84.392886)","
(33.802711, -84.392886)","53111","SINGLE UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00974&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04297","Rental Dwelling",,"Active","2018-02-28T00:00:00.000","3451 E BERNADA Dr
Salt Lake City, UT 84124
(40.671829, -111.79712)","
(40.671829, -111.79712)","53111","MULTI UNIT RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00975&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04300","Rental Dwelling",,"Active","2017-05-31T00:00:00.000","146 E NORTH SANDRUN Rd
Salt Lake City, UT 84103-2228
","ake City, UT 84103-2228
","53111","MULTI UNITS RENTAL PROPERTIES","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00976&agencyCode=SLCREF&IsToShowInspection=yes",
"RNT2012-04305","Rental Dwelling",,"Active","2018-08-31T00:00:00.000","1011 MILLCREEK Way
Salt Lake City, UT 84106
(40.695659, -111.862523)","(40.695659, -111.862523)","53111","MULTI UNIT RENTAL PROPERTY","https://aca.slcgov.com/Citizen/Cap/CapDetail.aspx?Module=BusLic&TabName=BusLic&capID1=12RNT&capID2=00000&capID3=00977&agencyCode=SLCREF&IsToShowInspection=yes",
