"masterincidentnumber","calendaryear","month","dayofmonth","call_type","problem","battalion","jurisdiction","responsearea","prioritydescription","response_status","districts","location_1"
"16019641","2016","Mar","2","Fire","ELEC - Electrical Fire","B4","AFD","00-2002","3F","Code 3","5","(30189968, 97821567)"
"16022313","2016","Mar","10","Fire","BBQ - Unsafe Cooking","B5","AFD","00-2206","4F","Code 3","3","(30222216, 97705176)"
"16022339","2016","Mar","10","Fire","ELEC - Electrical Fire","B5","AFD","00-2205","3F","Code 3","3","(30235512, 97696557)"
"16019900","2016","Mar","3","Fire","TRASH - Trash Fire","B5","AFD","00-3503","3F","Code 3","3","(30225513, 97726941)"
"16019950","2016","Mar","3","Fire","ELEC - Electrical Fire","B2","AFD","00-4401","3F","Left Blank","10","(30426687, 97765062)"
"16019952","2016","Mar","3","Fire","ELEC - Electrical Fire","B1","AFD","00-1003","3F","Code 3","10","(30284274, 97767086)"
"16022442","2016","Mar","11","Fire","ELEC - Electrical Fire","B5","AFD","00-2403","3F","Left Blank","2","(30181498, 97764033)"
"16019964","2016","Mar","3","Fire","ELEC - Electrical Fire","B2","AFD","00-1903","3F","Code 3","10","(30349992, 97755596)"
"16019992","2016","Mar","3","Fire","ELEC - Electrical Fire","B2","AFD","00-1603","3F","Code 3","4","(30338304, 97715525)"
"16020011","2016","Mar","4","Fire","GRASS - Small Grass Fire","B5","AFD","00-2205","3F","Code 3","3","(30234954, 97691637)"
"16022499","2016","Mar","11","Fire","ELEC - Electrical Fire","B1","AFD","00-0102","3F","Code 3","9","(30266263, 97749665)"
"16020077","2016","Mar","4","Fire","AUTO - Auto Fire","B3","AFD","00-2808","2F","Code 3","7","(30437458, 97698951)"
"16022527","2016","Mar","11","Fire","AUTO - Auto Fire","B3","AFD","00-2803","2F","Code 3","7","(30411388, 97686689)"
"16022616","2016","Mar","11","Fire","AUTO - Auto Fire","B5","AFD","00-4201","2F","Code 3","2","(30216728, 97664961)"
"16022644","2016","Mar","11","Fire","BBQ - Unsafe Cooking","B3","AFD","00-3004","4F","Code 1","1","(30378579, 97674641)"
"16020131","2016","Mar","4","Fire","TRASH - Trash Fire","B5","AFD","00-0501","3F","Code 3","3","(30269429, 97689702)"
"16020154","2016","Mar","4","Fire","TRASH - Trash Fire","B5","AFD","00-0503","3F","Code 3","1","(30295661, 97682206)"
"16022766","2016","Mar","12","Fire","AUTO - Auto Fire","B1","AFD","00-0401","2F","Code 3","9","(30267528, 97756563)"
"16020197","2016","Mar","4","Fire","TRASH - Trash Fire","B1","AFD","00-1206","3F","Code 3","10","(30308735, 97755887)"
"16020210","2016","Mar","4","Fire","AUTO - Auto Fire","B4","AFD","00-3610","2F","Code 3","5","(30167105, 97785859)"
"16022842","2016","Mar","12","Fire","DUMP - Dumpster Fire","B3","AFD","00-1802","3F","Code 3","1","(30310173, 97687854)"
"16022855","2016","Mar","12","Fire","AUTO - Auto Fire","B3","AFD","00-0804","2F","Code 3","7","(30356594, 97715723)"
"16020264","2016","Mar","4","Fire","GRASS - Small Grass Fire","B3","AFD","00-1401","3F","Code 3","9","(30294446, 97695056)"
"16022986","2016","Mar","12","Fire","ELEC - Electrical Fire","B3","AFD","00-2304","3F","Code 3","4","(30355673, 97683941)"
"16022988","2016","Mar","12","Fire","TRASH - Trash Fire","B4","AFD","00-2702","3F","Code 1","8","(30235666, 97848008)"
"16023214","2016","Mar","13","Fire","BOXL- Structure Fire","B2","AFD","00-3303","1F","Code 3","10","(30393079, 97756148)"
"16023227","2016","Mar","13","Fire","DUMP - Dumpster Fire","B5","AFD","00-0502","3F","Code 3","1","(30285549, 97684536)"
"16023237","2016","Mar","13","Fire","ELEC - Electrical Fire","B4","AFD","00-1705","3F","Code 3","5","(30229125, 97783748)"
"16023414","2016","Mar","14","Fire","DUMP - Dumpster Fire","B4","AFD","00-3604","3F","Code 3","5","(30156647, 97790886)"
"16023505","2016","Mar","14","Fire","TRASH - Trash Fire","B5","AFD","00-2205","3F","Code 1","3","(30239976, 97693049)"
"16023521","2016","Mar","14","Fire","BBQ - Unsafe Cooking","B5","AFD","00-2204","4F","Code 1","3","(30234437, 97701451)"
"16023658","2016","Mar","14","Fire","ELEC - Electrical Fire","B4","AFD","00-2901","3F","Code 3","8","(30200894, 97842828)"
"16023659","2016","Mar","14","Fire","TRASH - Trash Fire","B3","AFD","00-2303","3F","Code 3","1","(30342805, 97673837)"
"16023939","2016","Mar","15","Fire","TRASH - Trash Fire","B4","AFD","00-2005","3F","Code 3","2","(30206058, 97779114)"
"16023963","2016","Mar","15","Fire","AUTO - Auto Fire","B3","AFD","00-0804","2F","Code 3","7","(30348475, 97714723)"
"16024016","2016","Mar","15","Fire","TRASH - Trash Fire","B5","AFD","00-2403","3F","Code 3","2","(30190343, 97767086)"
"16024083","2016","Mar","16","Fire","AUTO - Auto Fire","B5","AFD","00-0505","2F","Code 3","1","(30285547, 97664791)"
"16024238","2016","Mar","16","Fire","ELEC - Electrical Fire","B4","AFD","00-3201","3F","Code 3","8","(30267364, 97788051)"
"16024265","2016","Mar","16","Fire","AUTO - Auto Fire","B3","AFD","00-2301","2F","Code 3","4","(30360779, 97686311)"
"16024339","2016","Mar","16","Fire","TRASH - Trash Fire","B3","AFD","00-0803","3F","Code 1","4","(30358785, 97713325)"
"16024586","2016","Mar","17","Fire","TRASH - Trash Fire","B2","AFD","00-1602","3F","Code 3","4","(30342106, 97706347)"
"16024857","2016","Mar","18","Fire","ELEC - Electrical Fire","B5","AFD","00-2202","3F","Code 3","3","(30240224, 97718653)"
"16024956","2016","Mar","18","Fire","AUTO - Auto Fire","B2","AFD","00-3303","2F","Code 3","10","(30388155, 97759838)"
"16025025","2016","Mar","18","Fire","AUTO - Auto Fire","B5","AFD","00-0505","2F","Code 3","1","(30282029, 97662453)"
"16025040","2016","Mar","18","Fire","BBQ - Unsafe Cooking","B4","AFD","00-2706","4F","Code 1","8","(30229185, 97883084)"
"16025313","2016","Mar","19","Fire","GRASS - Small Grass Fire","B4","AFD","00-1707","3F","Code 3","3","(30218879, 97755241)"
"16025411","2016","Mar","19","Fire","TRASH - Trash Fire","B4","AFD","00-2901","3F","Code 3","8","(30205522, 97838471)"
"16025446","2016","Mar","20","Fire","GRASS - Small Grass Fire","B2","AFD","00-1601","3F","Code 3","7","(30343895, 97734235)"
"16025585","2016","Mar","20","Fire","DUMP - Dumpster Fire","B1","AFD","00-0301","3F","Code 3","9","(30293462, 97744153)"
"16025673","2016","Mar","20","Fire","BBQ - Unsafe Cooking","B3","AFD","00-3004","4F","Code 3","1","(30394254, 97671294)"
"16025755","2016","Mar","21","Fire","TRASH - Trash Fire","B5","AFD","00-0702","3F","Code 3","3","(30260127, 97709495)"
"16025888","2016","Mar","21","Fire","TRASH - Trash Fire","B1","AFD","00-1202","3F","Code 3","7","(30325852, 97739613)"
"16025933","2016","Mar","21","Fire","AUTO - Auto Fire","B2","AFD","00-3802","2F","Code 3","6","(30462156, 97816017)"
"16025975","2016","Mar","21","Fire","GRASS - Small Grass Fire","B3","AFD","00-4006","3F","Code 3","7","(30439256, 97668765)"
"16025995","2016","Mar","21","Fire","ELEC - Electrical Fire","B1","AFD","00-0303","3F","Code 3","9","(30301884, 97736367)"
"16026039","2016","Mar","21","Fire","TRASH - Trash Fire","B3","AFD","00-2801","3F","Left Blank","7","(30417577, 97697814)"
"16026180","2016","Mar","22","Fire","AUTO - Auto Fire","B1","AFD","00-0301","2F","Code 3","19","(30287196, 97726743)"
"16026205","2016","Mar","22","Fire","GRASS - Small Grass Fire","B2","AFD","00-3404","3F","Code 3","6","(30475012, 97794365)"
"16026221","2016","Mar","22","Fire","GRASS - Small Grass Fire","B2","AFD","00-1606","3F","Left Blank","7","(30354356, 97736089)"
"16026228","2016","Mar","22","Fire","GRASS - Small Grass Fire","B1","AFD","00-1205","3F","Left Blank","9","(30312125, 97735224)"
"16026233","2016","Mar","22","Fire","GRASS - Small Grass Fire","B1","AFD","00-1205","3F","Code 3","9","(30311931, 97734882)"
"16026246","2016","Mar","22","Fire","TRASH - Trash Fire","B1","AFD","00-0301","3F","Code 3","9","(30289326, 97734688)"
"16026252","2016","Mar","22","Fire","TRASH - Trash Fire","B2","AFD","00-1901","3F","Left Blank","10","(30337114, 97757291)"
"16026272","2016","Mar","22","Fire","BRSHL - Brush Alarm / Light","B2","AFD","00-3809","2F","Code 3","6","(30450879, 97772725)"
"16026288","2016","Mar","22","Fire","GRASS - Small Grass Fire","B3","AFD","00-0805","3F","Code 3","7","(30360958, 97740542)"
"16026386","2016","Mar","23","Fire","TRASH - Trash Fire","B1","AFD","00-0902","3F","Code 1","9","(30313402, 97723774)"
"16026630","2016","Mar","23","Fire","TRASH - Trash Fire","B4","AFD","00-3201","3F","Code 3","8","(30259244, 97803418)"
"16026677","2016","Mar","23","Fire","AUTO - Auto Fire","B4","AFD","00-1706","2F","Code 3","3","(30227796, 97774864)"
"16026902","2016","Mar","24","Fire","GRASS - Small Grass Fire","B2","AFD","00-4504","3F","Code 3","6","(30498149, 97775717)"
"16027027","2016","Mar","24","Fire","TRASH - Trash Fire","B2","AFD","00-3906","3F","Left Blank","6","(30421362, 97845226)"
"16027082","2016","Mar","25","Fire","AUTO - Auto Fire","B2","AFD","00-3304","2F","Code 3","10","(30392165, 97746823)"
"16027190","2016","Mar","25","Fire","AUTO - Auto Fire","B1","AFD","00-1201","2F","Code 3","7","(30315516, 97741497)"
"16027347","2016","Mar","25","Fire","DUMP - Dumpster Fire","B3","AFD","00-1803","3F","Code 3","14","(30314095, 97692502)"
"16027464","2016","Mar","26","Fire","AUTO - Auto Fire","B1","AFD","00-0101","2F","Code 3","1","(30267301, 97732804)"
"16027545","2016","Mar","26","Fire","AUTO - Auto Fire","B5","AFD","00-0702","2F","Code 3","3","(30259768, 97705085)"
"16027593","2016","Mar","26","Fire","TRASH - Trash Fire","B4","AFD","00-1103","3F","Code 3","5","(30249559, 97795198)"
"16027633","2016","Mar","26","Fire","TRASH - Trash Fire","B5","AFD","00-2404","3F","Code 1","2","(30163993, 97739797)"
"16027664","2016","Mar","26","Fire","TRASH - Trash Fire","B5","AFD","00-2404","3F","Code 1","2","(30163993, 97739797)"
"16027676","2016","Mar","26","Fire","DUMP - Dumpster Fire","B2","AFD","00-3401","3F","Code 3","6","(30467138, 97787556)"
"16027845","2016","Mar","27","Fire","ELEC - Electrical Fire","B3","AFD","00-2806","3F","Code 3","7","(30410174, 97716976)"
"16027908","2016","Mar","27","Fire","AUTO - Auto Fire","B4","AFD","00-3604","2F","Code 3","2","(30167197, 97790934)"
"16027923","2016","Mar","27","Fire","TRASH - Trash Fire","B5","AFD","00-2201","3F","Code 3","3","(30223293, 97718847)"
"16027927","2016","Mar","27","Fire","DUMP - Dumpster Fire","B3","AFD","00-2803","3F","Code 3","7","(30409449, 97699192)"
"16027933","2016","Mar","27","Fire","TRASH - Trash Fire","B5","AFD","00-3502","3F","Left Blank","3","(30219087, 97735312)"
"16027942","2016","Mar","27","Fire","DUMP - Dumpster Fire","B5","AFD","00-3502","3F","Left Blank","3","(30229422, 97743267)"
"16027945","2016","Mar","27","Fire","TRASH - Trash Fire","B3","AFD","00-1403","3F","Code 3","1","(30284756, 97716237)"
"16027964","2016","Mar","27","Fire","AUTO - Auto Fire","B3","AFD","00-0802","2F","Code 3","4","(30367806, 97706021)"
"16028004","2016","Mar","28","Fire","ELEC - Electrical Fire","B2","AFD","00-2504","3F","Code 3","10","(30417027, 97749789)"
"16028150","2016","Mar","28","Fire","GRASS - Small Grass Fire","B4","AFD","00-2004","3F","Left Blank","5","(30214948, 97793351)"
"16028161","2016","Mar","28","Fire","GRASS - Small Grass Fire","B5","AFD","00-2202","3F","Left Blank","39","(30238195, 97732948)"
"16028164","2016","Mar","28","Fire","TRASH - Trash Fire","B5","AFD","00-1504","3F","Left Blank","1","(30275344, 97703546)"
"16028177","2016","Mar","28","Fire","DUMP - Dumpster Fire","B5","AFD","00-3501","3F","Left Blank","2","(30209512, 97728861)"
"16028207","2016","Mar","28","Fire","TRASH - Trash Fire","B4","AFD","00-1712","3F","Left Blank","5","(30229698, 97796742)"
"16028208","2016","Mar","28","Fire","TRASH - Trash Fire","B4","AFD","00-1712","3F","Left Blank","5","(30229056, 97801325)"
"16028211","2016","Mar","28","Fire","AUTO - Auto Fire","B2","AFD","00-3808","2F","Code 3","6","(30447827, 97789991)"
"16028237","2016","Mar","28","Fire","ELEC - Electrical Fire","B4","AFD","00-4302","3F","Left Blank","8","(30195799, 97889395)"
"16028241","2016","Mar","28","Fire","ELEC - Electrical Fire","B2","AFD","00-1606","3F","Code 3","7","(30357762, 97738696)"
"16028296","2016","Mar","28","Fire","BOXL- Structure Fire","B4","AFD","00-1101","1F","Left Blank","5","(30250254, 97775044)"
"16028344","2016","Mar","29","Fire","AUTO - Auto Fire","B5","AFD","00-3505","2F","Left Blank","2","(30193889, 97673333)"
"16028346","2016","Mar","29","Fire","GRASS - Small Grass Fire","B3","AFD","00-3001","3F","Left Blank","4","(30369536, 97700328)"
"16028354","2016","Mar","29","Fire","GRASS - Small Grass Fire","B3","AFD","00-3001","3F","Left Blank","4","(30370658, 97701938)"
"16008798","2016","Jan","29","Fire","ELEC - Electrical Fire","B4","AFD","00-4302","3F","Code 3","8","(3.01949E+7, 97899765)"
"16016238","2016","Feb","21","Fire","TRASH - Trash Fire","B3","AFD","00-0804","3F","Code 3","7","(3.035122E+7, 97720158)"
"16023991","2016","Mar","15","Fire","TRASH - Trash Fire","B5","AFD","00-0604","3F","Code 3","9","(3.025641E+7, 97747158)"
"16020366","2016","Mar","5","Fire","TRASH - Trash Fire","B5","AFD","00-1504","3F","Code 3","1","(3.027431E+7, 97702483)"
"16022854","2016","Mar","12","Fire","AUTO - Auto Fire","B2","AFD","00-1602","2F","Code 3","4","(30344935, 9.770714E+7)"
"16018586","2016","Feb","28","Fire","ELEC - Electrical Fire","B1","AFD","00-0202","3F","Code 3","19","(3.028034E+7, 97740867)"
"16022950","2016","Mar","12","Fire","ELEC - Electrical Fire","B3","AFD","00-2306","3F","Code 3","4","(30366921, 9.769326E+7)"
"16015042","2016","Feb","17","Fire","BBQ - Unsafe Cooking","B4","AFD","00-1702","4F","Code 1","2","(30210539, 9.778688E+7)"
"16008102","2016","Jan","27","Fire","ELEC - Electrical Fire","B3","AFD","00-1801","3F","Code 3","1","(30322288, 9.767972E+7)"
"16021640","2016","Mar","8","Fire","ELEC - Electrical Fire","B2","AFD","00-2501","3F","Code 3","6","(30414387, 9.773029E+7)"
"16005900","2016","Jan","20","Fire","TRASH - Trash Fire","B5","AFD","00-0701","3F","Code 3","3","(30257132, 9.772461E+7)"
"16027675","2016","Mar","26","Fire","TRASH - Trash Fire","B5","AFD","00-0701","3F","Code 3","1","(3.027303E+7, 97713703)"
"16020410","2016","Mar","5","Fire","GRASS - Small Grass Fire","B4","AFD","00-2702","3F","Code 3","8","(30220065, 9.783608E+7)"
"16020364","2016","Mar","5","Fire","AUTO - Auto Fire","B3","AFD","00-2305","2F","Code 3","4","(30340382, 9.770148E+7)"
"16016239","2016","Feb","21","Fire","TRASH - Trash Fire","B5","AFD","00-2404","3F","Left Blank","2","(3.015813E+7, 97743006)"
"16002953","2016","Jan","11","Fire","DUMP - Dumpster Fire","B1","AFD","00-0201","3F","Code 3","9","(3.028397E+7, 97743012)"
"16019726","2016","Mar","3","Fire","TRASH - Trash Fire","B5","AFD","00-0504","3F","Code 3","1","(3.028759E+7, 97669776)"
"16019588","2016","Mar","2","Fire","DUMP - Dumpster Fire","B5","AFD","00-2205","3F","Code 3","3","(3.022632E+7, 97693756)"
"16024301","2016","Mar","16","Fire","ELEC - Electrical Fire","B1","AFD","00-0903","3F","Code 3","9","(3.03188E+7, 97728586)"
"16009025","2016","Jan","30","Fire","TRASH - Trash Fire","B4","AFD","00-2005","3F","Code 1","2","(30202586, 9.779238E+7)"
"16022926","2016","Mar","12","Fire","AUTO - Auto Fire","B5","AFD","00-2401","2F","Code 3","2","(30179672, 9.77469E+7)"
"16013590","2016","Feb","13","Fire","ELEC - Electrical Fire","B2","AFD","00-3303","3F","Code 3","10","(3.040519E+7, 97747654)"
"16009527","2016","Feb","1","Fire","AUTO - Auto Fire","B4","AFD","00-27SV","2F","Code 3",,"(3.022774E+7, 97821525)"
"16023560","2016","Mar","14","Fire","DUMP - Dumpster Fire","B4","AFD","00-3203","3F","Code 3","8","(3.025866E+7, 97788282)"
"16009780","2016","Feb","2","Fire","GRASS - Small Grass Fire","B3","AFD","00-0807","3F","Code 3","7","(30396104, 9.773342E+7)"
"16018665","2016","Feb","28","Fire","TRASH - Trash Fire","B5","AFD","00-2402","3F","Code 1","2","(3.019711E+7, 97741993)"
"16027468","2016","Mar","26","Fire","TRASH - Trash Fire","B2","AFD","00-1903","3F","Code 1","10","(30346159, 9.775629E+7)"
"16010379","2016","Feb","4","Fire","AUTO - Auto Fire","B4","AFD","00-1706","2F","Code 3","3","(30239443, 9.776937E+7)"
"16018688","2016","Feb","28","Fire","ELEC - Electrical Fire","B5","AFD","00-2202","3F","Code 1","3","(30243304, 9.772271E+7)"
"16014493","2016","Feb","16","Fire","GRASS - Small Grass Fire","B2","AFD","00-3404","3F","Code 3","6","(3.047806E+7, 97782038)"
"16005649","2016","Jan","19","Fire","ELEC - Electrical Fire","B1","AFD","00-1205","3F","Code 3","9","(3.031509E+7, 97736182)"
"16012434","2016","Feb","10","Fire","TRASH - Trash Fire","B4","AFD","00-1102","3F","Code 3","5","(30240842, 9.778614E+7)"
"16011591","2016","Feb","7","Fire","BBQ - Unsafe Cooking","B3","AFD","00-4003","4F","Code 3","1","(30379306, 9.765421E+7)"
"16027307","2016","Mar","25","Fire","TRASH - Trash Fire","B5","AFD","00-1504","3F","Code 1","1","(30277963, 9.770351E+7)"
"16003790","2016","Jan","13","Fire","AUTO - Auto Fire","B3","AFD","00-3005","2F","Code 3","4","(3.036361E+7, 97685015)"
"16010517","2016","Feb","4","Fire","TRASH - Trash Fire","B4","AFD","00-2705","3F","Code 3","8","(3.022584E+7, 97868674)"
"16015634","2016","Feb","19","Fire","TRASH - Trash Fire","B2","AFD","00-1603","3F","Code 3","4","(30336767, 9.771228E+7)"
"16024015","2016","Mar","15","Fire","ELEC - Electrical Fire","B1","AFD","00-1204","3F","Code 3","7","(3.032549E+7, 97732597)"
"16005018","2016","Jan","17","Fire","TRASH - Trash Fire","B4","AFD","00-1101","3F","Code 3","5","(3.026185E+7, 97766304)"
"16012869","2016","Feb","11","Fire","AUTO - Auto Fire","B5","AFD","00-0701","2F","Code 3","3","(3.025889E+7, 97726708)"
"16012433","2016","Feb","10","Fire","AUTO - Auto Fire","B3","AFD","00-2301","2F","Code 3","4","(3.03579E+7, 97687501)"
"16009416","2016","Jan","31","Fire","TRASH - Trash Fire","B3","AFD","00-0803","3F","Left Blank","4","(30359425, 9.770985E+7)"
"16012757","2016","Feb","11","Fire","AUTO - Auto Fire","B4","AFD","00-1706","2F","Code 3","3","(3.023262E+7, 97758361)"
"16019921","2016","Mar","3","Fire","GRASS - Small Grass Fire","B4","AFD","00-4301","3F","Code 1","8","(3.017701E+7, 97884024)"
"16005050","2016","Jan","17","Fire","GRASS - Small Grass Fire","B3","AFD","00-1801","3F","Code 3","1","(30316863, 9.767117E+7)"
"16008087","2016","Jan","27","Fire","TRASH - Trash Fire","B4","AFD","00-3604","3F","Code 3","5","(30173997, 9.780253E+7)"
"16008126","2016","Jan","27","Fire","ELEC - Electrical Fire","B5","AFD","00-2402","3F","Code 3","2","(3.019843E+7, 97743018)"
"16011582","2016","Feb","7","Fire","BBQ - Unsafe Cooking","B5","AFD","00-2403","4F","Code 1","2","(3.019278E+7, 9.776531E+7)"
"16002349","2016","Jan","8","Fire","AUTO - Auto Fire","B3","AFD","00-2304","2F","Code 3","4","(3.03575E+7, 97688365)"
"16007495","2016","Jan","25","Fire","ELEC - Electrical Fire","B3","AFD","00-1401","3F","Code 3","9","(3.029822E+7, 97701227)"
"16027505","2016","Mar","26","Fire","TRASH - Trash Fire","B3","AFD","00-0804","3F","Code 1","7","(3.036353E+7, 97722035)"
"16022264","2016","Mar","10","Fire","TRASH - Trash Fire","B5","AFD","00-1504","3F","Code 3","1","(30277963, 9.770351E+7)"
"16006335","2016","Jan","21","Fire","ELEC - Electrical Fire","B5","AFD","00-2202","3F","Code 3","3","(30232698, 9.772909E+7)"
"16013664","2016","Feb","13","Fire","TRASH - Trash Fire","B4","AFD","00-3203","3F","Code 3","8","(3.025882E+7, 97785822)"
"16013709","2016","Feb","14","Fire","GRASS - Small Grass Fire","B2","AFD","00-4502","3F","Code 3","6","(3.048127E+7, 97766781)"
"16013012","2016","Feb","11","Fire","TRASH - Trash Fire","B5","AFD","00-2401","3F","Code 1","2","(3.019325E+7, 97760126)"
"16025283","2016","Mar","19","Fire","DUMP - Dumpster Fire","B5","AFD","00-2205","3F","Code 3","3","(3.022632E+7, 97693756)"
"16005980","2016","Jan","20","Fire","AUTO - Auto Fire","B3","AFD","00-0807","2F","Code 3","7","(3.038947E+7, 97744857)"
"16009338","2016","Jan","31","Fire","ELEC - Electrical Fire","B2","AFD","00-3907","3F","Code 3","6","(30431148, 9.784188E+7)"
"16003724","2016","Jan","13","Fire","ELEC - Electrical Fire","B5","AFD","00-0702","3F","Code 3","3","(30256464, 9.771593E+7)"
"16017805","2016","Feb","26","Fire","GRASS - Small Grass Fire","B2","AFD","00-1901","3F","Code 3","10","(30330857, 9.775576E+7)"
"16006720","2016","Jan","23","Fire","DUMP - Dumpster Fire","B2","AFD","00-3303","3F","Code 3","10","(30403561, 9.775192E+7)"
"16020634","2016","Mar","5","Fire","TRASH - Trash Fire","B4","AFD","00-2006","3F","Code 3","2","(30195447, 9.779642E+7)"
"16013335","2016","Feb","12","Fire","AUTO - Auto Fire","B3","AFD","00-1403","2F","Code 3","1","(30284076, 9.772042E+7)"
"16011164","2016","Feb","6","Fire","TRASH - Trash Fire","B3","AFD","00-2606","3F","Code 3","1","(3.02882E+7, 97643552)"
"16000890","2016","Jan","3","Fire","DUMP - Dumpster Fire","B5","AFD","00-2402","3F","Code 3","2","(3.020473E+7, 97756601)"
"16008410","2016","Jan","28","Fire","TRASH - Trash Fire","B3","AFD","00-2804","3F","Code 3","7","(30403679, 9.771047E+7)"
"16003029","2016","Jan","11","Fire","TRASH - Trash Fire","B2","AFD","00-1903","3F","Code 3","10","(30343245, 9.776051E+7)"
"16000303","2016","Jan","1","Fire","DUMP - Dumpster Fire","B3","AFD","00-1803","3F","Code 3","4","(3.031142E+7, 97707005)"
"16018994","2016","Feb","29","Fire","ELEC - Electrical Fire","B3","AFD","00-2601","3F","Code 3","1","(30294911, 9.762724E+7)"
"16017807","2016","Feb","26","Fire","GRASS - Small Grass Fire","B2","AFD","00-1905","3F","Code 3","10","(3.032617E+7, 97755968)"
"16011533","2016","Feb","7","Fire","BBQ - Unsafe Cooking","B2","AFD","00-4504","4F","Code 3","6","(3.049447E+7, 97781709)"
"16011191","2016","Feb","6","Fire","TRASH - Trash Fire","B3","AFD","00-1804","3F","Code 3","4","(30330138, 9.769827E+7)"
"16015411","2016","Feb","19","Fire","ELEC - Electrical Fire","B4","AFD","00-1703","3F","Code 3","5","(3.02259E+7, 97779056)"
"16014733","2016","Feb","17","Fire","TRASH - Trash Fire","B4","AFD","00-1104","3F","Code 3","8","(30266049, 9.77681E+7)"
"16008059","2016","Jan","27","Fire","ELEC - Electrical Fire","B4","AFD","00-2004","3F","Code 3","5","(3.021543E+7, 97797687)"
"16000213","2016","Jan","1","Fire","ELEC - Electrical Fire","B2","AFD","00-3906","3F","Code 3","6","(3.042516E+7, 97843922)"
"16013887","2016","Feb","14","Fire","BBQ - Unsafe Cooking","B3","AFD","00-0801","4F","Code 3","4","(3.037391E+7, 97712225)"
"16017831","2016","Feb","26","Fire","DUMP - Dumpster Fire","B4","AFD","00-1705","3F","Code 3","5","(30232818, 9.777752E+7)"
"16015600","2016","Feb","19","Fire","DUMP - Dumpster Fire","B5","AFD","00-0603","3F","Code 3","9","(30247421, 9.775584E+7)"
"16014237","2016","Feb","15","Fire","TRASH - Trash Fire","B3","AFD","00-3001","3F","Code 3","4","(3.037903E+7, 97689409)"
"16002689","2016","Jan","10","Fire","ELEC - Electrical Fire","B2","AFD","00-2101","3F","Code 3","10","(3.03637E+7, 97761026)"
"16012841","2016","Feb","11","Fire","TRASH - Trash Fire","B4","AFD","00-2005","3F","Code 1","2","(3.020445E+7, 97778689)"
"16022552","2016","Mar","11","Fire","ELEC - Electrical Fire","B3","AFD","00-2305","3F","Code 3","4","(3.034458E+7, 97701902)"
"16027891","2016","Mar","27","Fire","DUMP - Dumpster Fire","B5","AFD","00-0502","3F","Code 3","1","(3.026806E+7, 97696154)"
"16004896","2016","Jan","17","Fire","ELEC - Electrical Fire","B2","AFD","00-1903","3F","Code 3","10","(3.035242E+7, 97758319)"
"16027874","2016","Mar","27","Fire","TRASH - Trash Fire","B5","AFD","00-0502","3F","Code 3","1","(3.026806E+7, 97696154)"
"16002950","2016","Jan","11","Fire","DUMP - Dumpster Fire","B1","AFD","00-0201","3F","Code 3","9","(3.02849E+7, 9.774815E+7)"
"16013290","2016","Feb","12","Fire","ELEC - Electrical Fire","B1","AFD","00-0301","3F","Code 3","9","(3.029353E+7, 97744147)"
"16008482","2016","Jan","28","Fire","TRASH - Trash Fire","B5","AFD","00-4209","3F","Left Blank","2","(3.017287E+7, 97616589)"
"16004164","2016","Jan","14","Fire","AUTO - Auto Fire","B1","AFD","00-0903","2F","Code 3","79","(3.031877E+7, 97730821)"
"16013864","2016","Feb","14","Fire","AUTO - Auto Fire","B2","AFD","00-3401","2F","Code 3","6","(3.045666E+7, 97791716)"
"16015560","2016","Feb","19","Fire","TRASH - Trash Fire","B3","AFD","00-4001","3F","Code 3","7","(3.041678E+7, 97669255)"
"16006331","2016","Jan","21","Fire","TRASH - Trash Fire","B5","AFD","00-0604","3F","Code 1","9","(3.024799E+7, 97750255)"
"16011632","2016","Feb","7","Fire","BBQ - Unsafe Cooking","B3","AFD","00-1803","4F","Code 3","1","(30318808, 9.770286E+7)"
"16003511","2016","Jan","12","Fire","AUTO - Auto Fire","B2","AFD","00-2104","2F","Code 3","10","(3.036936E+7, 9.774493E+7)"
"16028116","2016","Mar","28","Fire","AUTO - Auto Fire","B5","AFD","00-2402","2F","Left Blank","2","(3.019583E+7, 97742085)"
"16017092","2016","Feb","24","Fire","AUTO - Auto Fire","B3","AFD","00-4003","2F","Code 3","1","(30372955, 9.76522E+7)"
"16021739","2016","Mar","9","Fire","ELEC - Electrical Fire","B1","AFD","00-0301","3F","Code 3","9","(3.029582E+7, 97746025)"
"16012641","2016","Feb","10","Fire","AUTO - Auto Fire","B4","AFD","00-1706","2F","Code 3","3","(3.023262E+7, 97758361)"
"16017987","2016","Feb","26","Fire","GRASS - Small Grass Fire","B3","AFD","00-3005","3F","Code 3","4","(3.036736E+7, 97694587)"
"16009401","2016","Jan","31","Fire","TRASH - Trash Fire","B1","AFD","00-0902","3F","Code 3","9","(30312046, 9.772136E+7)"
"16016296","2016","Feb","21","Fire","TRASH - Trash Fire","B4","AFD","00-1712","3F","Code 1","5","(3.022562E+7, 97802735)"
"16002424","2016","Jan","8","Fire","TRASH - Trash Fire","B5","AFD","00-2205","3F","Code 3","3","(3.023375E+7, 97693938)"
"16018347","2016","Feb","27","Fire","BBQ - Unsafe Cooking","B3","AFD","00-2806","4F","Code 1","7","(30422342, 9.770823E+7)"
"16001675","2016","Jan","6","Fire","AUTO - Auto Fire","B2","AFD","00-3106","2F","Left Blank","10","(3.03352E+7, 97806227)"
