"masterincidentnumber","calendaryear","month","dayofmonth","call_type","problem","battalion","jurisdiction","responsearea","prioritydescription","response_status","districts","location_1"
"16005363","2016","Jan","18","Fire","TRASH - Trash Fire","B1","AFD","00-0101","3F","Code 3","3","(30260567, 97734617)"
"16005394","2016","Jan","18","Fire","TRASH - Trash Fire","B5","AFD","00-0501","3F","Other","1","(30281006, 97684439)"
"16005408","2016","Jan","18","Fire","TRASH - Trash Fire","B5","AFD","00-0502","3F","Code 3","1","(30280198, 97696663)"
"16005414","2016","Jan","18","Fire","AUTO - Auto Fire","B2","AFD","00-3304","2F","Code 3","10","(30391818, 97746268)"
"16005601","2016","Jan","19","Fire","TRASH - Trash Fire","B3","AFD","00-2801","3F","Code 3","7","(30414464, 97689799)"
"16005685","2016","Jan","19","Fire","TRASH - Trash Fire","B2","AFD","00-1603","3F","Code 3","4","(30328828, 97715845)"
"16005688","2016","Jan","19","Fire","TRASH - Trash Fire","B2","AFD","00-1601","3F","Code 3","7","(30346841, 97724463)"
"16005779","2016","Jan","20","Fire","DUMP - Dumpster Fire","B3","AFD","00-1403","3F","Code 3","9","(30287392, 97724089)"
"16005885","2016","Jan","20","Fire","TRASH - Trash Fire","B3","AFD","00-2301","3F","Code 3","4","(30359633, 97682289)"
"16005952","2016","Jan","20","Fire","TRASH - Trash Fire","B1","AFD","00-0401","3F","Other","9","(30276599, 97755234)"
"16006016","2016","Jan","20","Fire","GRASS - Small Grass Fire","B3","AFD","00-4108","3F","Code 3","1","(30339442, 97589747)"
"16006040","2016","Jan","20","Fire","TRASH - Trash Fire","B5","AFD","00-0701","3F","Code 3","3","(30264331, 97730326)"
"16006074","2016","Jan","21","Fire","AUTO - Auto Fire","B3","AFD","00-2301","2F","Code 3","4","(30358603, 97678566)"
"16006267","2016","Jan","21","Fire","DUMP - Dumpster Fire","B1","AFD","00-1003","3F","Code 3","10","(30288142, 97772675)"
"16006341","2016","Jan","21","Fire","AUTO - Auto Fire","B5","AFD","00-4209","2F","Left Blank","2","(30169493, 97623065)"
"16006346","2016","Jan","21","Fire","AUTO - Auto Fire","B3","AFD","00-0803","2F","Code 3","4","(30363262, 97717261)"
"16006482","2016","Jan","22","Fire","AUTO - Auto Fire","B3","AFD","00-0804","2F","Code 3","7","(30353476, 97714777)"
"16006508","2016","Jan","22","Fire","AUTO - Auto Fire","B2","AFD","00-3403","2F","Code 3","6","(30478951, 97802934)"
"16006580","2016","Jan","22","Fire","AUTO - Auto Fire","B4","AFD","00-1712","2F","Code 3","5","(30235118, 97800028)"
"16006610","2016","Jan","22","Fire","TRASH - Trash Fire","B3","AFD","00-2305","3F","Code 1","4","(30353083, 97701822)"
"16006763","2016","Jan","23","Fire","TRASH - Trash Fire","B3","AFD","00-3005","3F","Code 3","4","(30375273, 97690138)"
"16006773","2016","Jan","23","Fire","TRASH - Trash Fire","B4","AFD","00-3209","3F","Code 3","8","(30283266, 97825297)"
"16006780","2016","Jan","23","Fire","TRASH - Trash Fire","B1","AFD","00-0102","3F","Code 3","9","(30264877, 97742506)"
"16006834","2016","Jan","23","Fire","TRASH - Trash Fire","B5","AFD","00-4201","3F","Code 3","2","(30206591, 97635998)"
"16006983","2016","Jan","23","Fire","TRASH - Trash Fire","B5","AFD","00-2205","3F","Code 3","3","(30221037, 97690879)"
"16006986","2016","Jan","23","Fire","ELEC - Electrical Fire","B5","AFD","00-2201","3F","Code 3","3","(30226728, 97722292)"
"16007075","2016","Jan","24","Fire","TRASH - Trash Fire","B3","AFD","00-3002","3F","Code 1","7","(30388492, 97690607)"
"16007136","2016","Jan","24","Fire","TRASH - Trash Fire","B2","AFD","00-2103","3F","Code 3","10","(30381894, 97747388)"
"16007146","2016","Jan","24","Fire","TRASH - Trash Fire","B2","AFD","00-2102","3F","Code 3","10","(30365736, 97763475)"
"16007166","2016","Jan","24","Fire","TRASH - Trash Fire","B5","AFD","00-4201","3F","Code 3","2","(30222797, 97664369)"
"16007169","2016","Jan","24","Fire","TRASH - Trash Fire","B2","AFD","00-3303","3F","Code 3","10","(30402116, 97767348)"
"16007180","2016","Jan","24","Fire","DUMP - Dumpster Fire","B2","AFD","00-2103","3F","Code 3","10","(30385905, 97765272)"
"16007191","2016","Jan","24","Fire","TRASH - Trash Fire","B5","AFD","00-2201","3F","Code 3","3","(30226728, 97722292)"
"16007233","2016","Jan","24","Fire","BBQ - Unsafe Cooking","B3","AFD","00-0803","4F","Code 3","4","(30355955, 97703248)"
"16007250","2016","Jan","24","Fire","AUTO - Auto Fire","B3","AFD","00-2601","2F","Code 3","1","(30295816, 97628216)"
"16007259","2016","Jan","24","Fire","TRASH - Trash Fire","B4","AFD","00-3601","3F","Code 3","2","(30175788, 97780798)"
"16007294","2016","Jan","25","Fire","TRASH - Trash Fire","B5","AFD","00-4204","3F","Left Blank","2","(30201882, 97638247)"
"16007364","2016","Jan","25","Fire","GRASS - Small Grass Fire","B4","AFD","00-1708","3F","Code 3","3","(30216444, 97757753)"
"16007377","2016","Jan","25","Fire","ELEC - Electrical Fire","B2","AFD","00-3810","3F","Code 3","6","(30460882, 97767191)"
"16007622","2016","Jan","26","Fire","TRASH - Trash Fire","B2","AFD","00-2501","3F","Code 3","6","(30426064, 97748897)"
"16007821","2016","Jan","26","Fire","ELEC - Electrical Fire","B3","AFD","00-1401","3F","Code 3","9","(30297009, 97688131)"
"16007919","2016","Jan","27","Fire","ELEC - Electrical Fire","B3","AFD","00-2304","3F","Code 3","4","(30352067, 97678101)"
"16007954","2016","Jan","27","Fire","TRASH - Trash Fire","B5","AFD","00-2403","3F","Code 3","2","(30188225, 97764379)"
"16007990","2016","Jan","27","Fire","AUTO - Auto Fire","B3","AFD","00-4002","2F","Code 3","1","(30376925, 97636117)"
"16008004","2016","Jan","27","Fire","ELEC - Electrical Fire","B5","AFD","00-0501","3F","Code 1","1","(30283051, 97681687)"
"16008054","2016","Jan","27","Fire","ELEC - Electrical Fire","B4","AFD","00-4302","3F","Code 3","8","(30192658, 97916377)"
"16008086","2016","Jan","27","Fire","AUTO - Auto Fire","B2","AFD","00-3908","2F","Code 3","10","(30392756, 97841892)"
"16008093","2016","Jan","27","Fire","GRASS - Small Grass Fire","B5","AFD","00-3502","3F","Code 3","3","(30221127, 97731718)"
"16008105","2016","Jan","27","Fire","ELEC - Electrical Fire","B2","AFD","00-3105","3F","Code 3","10","(30345678, 97799759)"
"16008145","2016","Jan","27","Fire","AUTO - Auto Fire","B3","AFD","00-1404","2F","Code 3","9","(30299696, 97716222)"
"16008218","2016","Jan","28","Fire","TRASH - Trash Fire","B3","AFD","00-1802","3F","Code 3","1","(30298433, 97676845)"
"16008403","2016","Jan","28","Fire","AUTO - Auto Fire","B2","AFD","00-2502","2F","Code 3","6","(30412233, 97745388)"
"16008404","2016","Jan","28","Fire","TRASH - Trash Fire","B5","AFD","00-0501","3F","Code 3","1","(30278372, 97671971)"
"16008447","2016","Jan","28","Fire","AUTO - Auto Fire","B3","AFD","00-1405","2F","Code 3","9","(30299921, 97716618)"
"16008453","2016","Jan","28","Fire","TRASH - Trash Fire","B3","AFD","00-2601","3F","Code 3","1","(30298534, 97644645)"
"16008456","2016","Jan","28","Fire","AUTO - Auto Fire","B3","AFD","00-1401","2F","Code 3","9","(30303832, 97698939)"
"16008490","2016","Jan","28","Fire","TRASH - Trash Fire","B5","AFD","00-0702","3F","Code 1","3","(30254392, 97716751)"
"16008598","2016","Jan","29","Fire","GRASS - Small Grass Fire","B1","AFD","00-0401","3F","Code 3","9","(30276486, 97767757)"
"16008603","2016","Jan","29","Fire","AUTO - Auto Fire","B3","AFD","00-1803","2F","Code 3","1","(30319983, 97701321)"
"16008644","2016","Jan","29","Fire","TRASH - Trash Fire","B1","AFD","00-0201","3F","Other","9","(30281908, 97742533)"
"16008645","2016","Jan","29","Fire","GRASS - Small Grass Fire","No data","AFD",,"3F","Code 3",,"(30282407, 97743858)"
"16008685","2016","Jan","29","Fire","AUTO - Auto Fire","B3","AFD","00-1804","2F","Code 3","4","(30336166, 97695831)"
"16008694","2016","Jan","29","Fire","TRASH - Trash Fire","B1","AFD","00-0102","3F","Code 3","9","(30268417, 97744128)"
"16008747","2016","Jan","29","Fire","TRASH - Trash Fire","B5","AFD","00-2205","3F","Code 3","3","(30229669, 97694768)"
"16008753","2016","Jan","29","Fire","GRASS - Small Grass Fire","B3","AFD","00-2803","3F","Code 3","7","(30408983, 97683403)"
"16008778","2016","Jan","29","Fire","TRASH - Trash Fire","B5","AFD","00-0701","3F","Code 3","3","(30252663, 97726843)"
"16008781","2016","Jan","29","Fire","TRASH - Trash Fire","B2","AFD","00-3802","3F","Code 3","6","(30457409, 97801728)"
"16008799","2016","Jan","29","Fire","AUTO - Auto Fire","B5","AFD","00-2202","2F","Code 3","3","(30235454, 97724774)"
"16008807","2016","Jan","29","Fire","GRASS - Small Grass Fire","B2","AFD","00-1903","3F","Code 3","10","(30352971, 97757926)"
"16009052","2016","Jan","30","Fire","BBQ - Unsafe Cooking","B4","AFD","00-3610","4F","Code 1","5","(30166201, 97780724)"
"16009094","2016","Jan","30","Fire","AUTO - Auto Fire","B5","AFD","00-2402","2F","Code 3","2","(30205303, 97757959)"
"16009111","2016","Jan","30","Fire","TRASH - Trash Fire","B5","AFD","00-0701","3F","Code 3","3","(30253576, 97726456)"
"16009200","2016","Jan","31","Fire","AUTO - Auto Fire","B4","AFD","00-2703","2F","Code 3","8","(30236739, 97833238)"
"16009264","2016","Jan","31","Fire","BBQ - Unsafe Cooking","B5","AFD","00-2201","4F","Code 1","3","(30232621, 97721286)"
"16009358","2016","Jan","31","Fire","AUTO - Auto Fire","B3","AFD","00-2301","2F","Code 3","1","(30375077, 97677241)"
"16009360","2016","Jan","31","Fire","AUTO - Auto Fire","B3","AFD","00-2801","2F","Code 3","7","(30412656, 97689189)"
"16009402","2016","Jan","31","Fire","ELEC - Electrical Fire","B4","AFD","00-2903","3F","Code 3","5","(30192016, 97835628)"
"16009658","2016","Feb","1","Fire","TRASH - Trash Fire","B4","AFD","00-1703","3F","Code 3","5","(30223867, 97780361)"
"16009659","2016","Feb","1","Fire","TRASH - Trash Fire","B1","AFD","00-1206","3F","Code 1","10","(30310168, 97748523)"
"16009700","2016","Feb","1","Fire","TRASH - Trash Fire","B3","AFD","00-1802","3F","Code 3","1","(30306468, 97680057)"
"16009736","2016","Feb","2","Fire","ELEC - Electrical Fire","B4","AFD","00-3608","3F","Code 1","5","(30158815, 97781598)"
"16009844","2016","Feb","2","Fire","TRASH - Trash Fire","B2","AFD","00-1602","3F","Code 3","4","(30343603, 97705222)"
"16009856","2016","Feb","2","Fire","TRASH - Trash Fire","B3","AFD","00-2303","3F","Code 3","1","(30340072, 97676723)"
"16009867","2016","Feb","2","Fire","TRASH - Trash Fire","B4","AFD","00-1101","3F","Code 3","5","(30249589, 97776974)"
"16010032","2016","Feb","3","Fire","GRASS - Small Grass Fire","B3","AFD","00-1802","3F","Code 3","1","(30308986, 97669063)"
