"arrive_date","depart_date","location","event_name","attendance","phone_number","website"
"2022-11-16T00:00:00.000","2022-11-21T00:00:00.000","Palmer Events Center","2022 A Christmas Affair",,"","www.jlaustin.org/a-christmas-affair"
"2022-11-20T00:00:00.000","2022-11-23T00:00:00.000","Austin Convention Center","Private",,"",""
"2022-11-22T00:00:00.000","2022-11-22T00:00:00.000","Palmer Events Center","2022 H-E-B Feast of Sharing",,"","www.heb.com"
"2022-11-26T00:00:00.000","2022-11-27T00:00:00.000","Palmer Events Center","2022 Horror For The Holidays 8",,"","http://www.bloodovertexas.com"
"2022-11-26T00:00:00.000","2022-11-27T00:00:00.000","Palmer Events Center","2022 City-Wide Vintage Sale",,"","www.citywidevintagesale.com"
"2022-11-29T00:00:00.000","2022-12-01T00:00:00.000","Austin Convention Center","Diversified Communication 2022 The Running Event",,"",""
"2022-12-02T00:00:00.000","2022-12-02T00:00:00.000","Austin Convention Center","2022 Visit Austin Annual Meeting",,"",""
"2022-12-02T00:00:00.000","2022-12-04T00:00:00.000","Palmer Events Center","POP Cats 2022",,"","www.popcats.org"
"2022-12-03T00:00:00.000","2022-12-03T00:00:00.000","Palmer Events Center","2022 Texas Roller Derby",,"","www.txrd.com"
"2022-12-05T00:00:00.000","2022-12-08T00:00:00.000","Austin Convention Center","Dealer Week: The 2022 MRAA Conference and Expo",,"",""
"2022-12-06T00:00:00.000","2022-12-07T00:00:00.000","Palmer Events Center","TRAFFIC show Dec 2022",,"","https://trafficshow.us/"
"2022-12-10T00:00:00.000","2022-12-10T00:00:00.000","Palmer Events Center","2022 TSBPA Swearing In Ceremony",,"","www.tsbpa.texas.gov"
"2022-12-10T00:00:00.000","2022-12-11T00:00:00.000","Palmer Events Center","2022 City-Wide Vintage Sale",,"","www.citywidevintagesale.com"
"2022-12-17T00:00:00.000","2022-12-23T00:00:00.000","Palmer Events Center","2022 Armadillo Christmas Bazaar",,"","www.armadillobazaar.com"
"2023-01-06T00:00:00.000","2023-01-08T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-01-07T00:00:00.000","2023-01-08T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-01-09T00:00:00.000","2023-01-12T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-01-13T00:00:00.000","2023-01-16T00:00:00.000","Austin Convention Center","AJV 2023 Tour of Texas",,"",""
"2023-01-14T00:00:00.000","2023-01-14T00:00:00.000","Palmer Events Center","2023 Texas Roller Derby",,"","www.txrd.com"
"2023-01-14T00:00:00.000","2023-01-15T00:00:00.000","Palmer Events Center","2023 City-Wide Vintage Sale",,"","www.citywidevintagesale.com"
"2023-01-18T00:00:00.000","2023-01-20T00:00:00.000","Austin Convention Center","Solution Tree 2023 RTI at Work Institutes",,"","www.solutiontree.com"
"2023-01-19T00:00:00.000","2023-01-21T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-01-19T00:00:00.000","2023-01-22T00:00:00.000","Palmer Events Center","2023 Le Garage Sale",,"","www.legaragesale.net"
"2023-01-20T00:00:00.000","2023-01-22T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-01-20T00:00:00.000","2023-01-21T00:00:00.000","Palmer Events Center","2023 3M Half Marathon Expo",,"",""
"2023-01-22T00:00:00.000","2023-01-22T00:00:00.000","Palmer Events Center","2023 AFNM Annual Camp Fair",,"",""
"2023-01-23T00:00:00.000","2023-01-26T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-01-25T00:00:00.000","2023-01-25T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-01-27T00:00:00.000","2023-01-29T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-01-27T00:00:00.000","2023-01-29T00:00:00.000","Palmer Events Center","2023 Star of Texas Tattoo Arts Revival",,"","www.golivefast.com"
"2023-01-28T00:00:00.000","2023-01-29T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-01-30T00:00:00.000","2023-02-01T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-02-01T00:00:00.000","2023-02-02T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-02-01T00:00:00.000","2023-02-02T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-02-02T00:00:00.000","2023-02-02T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-02-03T00:00:00.000","2023-02-05T00:00:00.000","Palmer Events Center","Body Mind Spirit Celebration",,"","www.bmse.net"
"2023-02-04T00:00:00.000","2023-02-05T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-02-04T00:00:00.000","2023-02-05T00:00:00.000","Austin Convention Center","AJV 2023 ATX Showcase",,"","www.austinsportscenter.com"
"2023-02-04T00:00:00.000","2023-02-05T00:00:00.000","Palmer Events Center","2023 City-Wide Vintage Sale",,"","www.citywidevintagesale.com"
"2023-02-07T00:00:00.000","2023-02-08T00:00:00.000","Palmer Events Center","2023 Central Texas African American Family Support Conference",,"","www.ctaafsc.com"
"2023-02-09T00:00:00.000","2023-02-12T00:00:00.000","Palmer Events Center","2023 Rodeo Austin Gala",,"","www.rodeoaustin.com"
"2023-02-16T00:00:00.000","2023-02-19T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-02-17T00:00:00.000","2023-02-18T00:00:00.000","Palmer Events Center","2023 Austin Marathon Expo",,"","https://youraustinmarathon.com/expo/"
"2023-02-21T00:00:00.000","2023-02-25T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-02-21T00:00:00.000","2023-02-22T00:00:00.000","Austin Convention Center","Texas Bar Exam 2023",,"",""
"2023-02-23T00:00:00.000","2023-02-25T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-02-26T00:00:00.000","2023-02-28T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-02-26T00:00:00.000","2023-02-26T00:00:00.000","Palmer Events Center","2023 Texas Roller Derby",,"","www.txrd.com"
"2023-02-28T00:00:00.000","2023-02-28T00:00:00.000","Palmer Events Center","2023 City of Austin African American Heritage Network Employee Black History Program",,"",""
"2023-03-04T00:00:00.000","2023-03-04T00:00:00.000","Palmer Events Center","2023 Crystal Ball",,"","http://helpinghandhome.org/"
"2023-03-07T00:00:00.000","2023-03-07T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-03-22T00:00:00.000","2023-03-22T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-03-23T00:00:00.000","2023-03-25T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-03-24T00:00:00.000","2023-03-26T00:00:00.000","Palmer Events Center","2023 Austin Spring Home & Garden Show",,"","www.austinspringhomeandgardenshow.com"
"2023-03-27T00:00:00.000","2023-03-29T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-03-28T00:00:00.000","2023-03-30T00:00:00.000","Palmer Events Center","2023 DIR Information Security Forum",,"",""
"2023-04-02T00:00:00.000","2023-04-02T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-04-02T00:00:00.000","2023-04-05T00:00:00.000","Austin Convention Center","Academic Internal Medicine Week",,"","www.im.org"
"2023-04-08T00:00:00.000","2023-04-08T00:00:00.000","Palmer Events Center","2023 Texas Roller Derby",,"","www.txrd.com"
"2023-04-11T00:00:00.000","2023-04-15T00:00:00.000","Austin Convention Center","NKF 2023 Spring Clinical Meetings",,"","www.nkfclinicalmeetings.org"
"2023-04-12T00:00:00.000","2023-04-12T00:00:00.000","Palmer Events Center","2023 City of Austin Career Expo",,"","www.austintexas.gov/department/human-resources"
"2023-04-14T00:00:00.000","2023-04-16T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-04-14T00:00:00.000","2023-04-16T00:00:00.000","Palmer Events Center","2023 Statesman Cap 10K Expo",,"","www.cap10k.com"
"2023-04-18T00:00:00.000","2023-04-22T00:00:00.000","Austin Convention Center","2023 TLA Annual Conference",,"","www.txla.org"
"2023-04-25T00:00:00.000","2023-04-27T00:00:00.000","Palmer Events Center","Marketplace 2023",,"",""
"2023-04-28T00:00:00.000","2023-04-30T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-05-03T00:00:00.000","2023-05-03T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-05-05T00:00:00.000","2023-05-07T00:00:00.000","Palmer Events Center","2023 Austin Record Convention",,"","www.austinrecordconvention.com"
"2023-05-06T00:00:00.000","2023-05-07T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-05-07T00:00:00.000","2023-05-10T00:00:00.000","Austin Convention Center","Accelerate, powered by NetVU",,"","www.netvu.org"
"2023-05-08T00:00:00.000","2023-05-11T00:00:00.000","Austin Convention Center","Informa Business Media, Inc. - Data Center World 2023",,"","www.datacenterworld.com"
"2023-05-11T00:00:00.000","2023-05-11T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-05-13T00:00:00.000","2023-05-13T00:00:00.000","Palmer Events Center","2023 Texas Roller Derby",,"","www.txrd.com"
"2023-05-15T00:00:00.000","2023-05-17T00:00:00.000","Austin Convention Center","2023 TCEQ Environmental Trade Fair & Conference",,"","www.tceq.texas.gov"
"2023-05-16T00:00:00.000","2023-05-18T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-05-20T00:00:00.000","2023-05-21T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-05-20T00:00:00.000","2023-05-21T00:00:00.000","Palmer Events Center","2023 City-Wide Vintage Sale",,"","www.citywidevintagesale.com"
"2023-05-22T00:00:00.000","2023-05-25T00:00:00.000","Austin Convention Center","2023 NI Connect",,"","www.ni.com/en-us/events/niweek"
"2023-05-24T00:00:00.000","2023-05-25T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-05-28T00:00:00.000","2023-05-29T00:00:00.000","Palmer Events Center","2023 CapTexTri",,"","www.highfiveevents.com"
"2023-06-03T00:00:00.000","2023-06-03T00:00:00.000","Palmer Events Center","Big Ole Queer Market",,"",""
"2023-06-04T00:00:00.000","2023-06-07T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-06-07T00:00:00.000","2023-06-08T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-06-10T00:00:00.000","2023-06-11T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-06-14T00:00:00.000","2023-06-16T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-06-14T00:00:00.000","2023-06-16T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-06-17T00:00:00.000","2023-06-17T00:00:00.000","Palmer Events Center","2023 Austin Oddities & Curiosities",,"","www.odditiesandcuriositiesexpo.com"
"2023-06-18T00:00:00.000","2023-06-18T00:00:00.000","Palmer Events Center","2023 Texas Roller Derby",,"","www.txrd.com"
"2023-06-19T00:00:00.000","2023-06-21T00:00:00.000","Austin Convention Center","NAPCS - 2023 National Charter Schools Conference",,"",""
"2023-06-24T00:00:00.000","2023-06-24T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-06-24T00:00:00.000","2023-06-25T00:00:00.000","Palmer Events Center","2023 City-Wide Vintage Sale",,"","www.citywidevintagesale.com"
"2023-06-29T00:00:00.000","2023-07-02T00:00:00.000","Palmer Events Center","Final Girl Festival Austin",,"","www.humbl3ent.com (company) www.finalgirlfest.com (event)"
"2023-07-04T00:00:00.000","2023-07-09T00:00:00.000","Palmer Events Center","Hall of Fame Dance Challenge Austin National",,"","https://www.halloffamedance.com/"
"2023-07-05T00:00:00.000","2023-07-10T00:00:00.000","Austin Convention Center","RTX Austin 2023",,"","www.rtxaustin.com"
"2023-07-11T00:00:00.000","2023-07-14T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-07-15T00:00:00.000","2023-07-15T00:00:00.000","Palmer Events Center","2023 Texas Roller Derby",,"","www.txrd.com"
"2023-07-15T00:00:00.000","2023-07-16T00:00:00.000","Palmer Events Center","2023 City-Wide Vintage Sale",,"","www.citywidevintagesale.com"
"2023-07-21T00:00:00.000","2023-07-24T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-07-22T00:00:00.000","2023-07-23T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-07-25T00:00:00.000","2023-07-28T00:00:00.000","Palmer Events Center","2023 Texas Bar Examinations - July",,"","www.ble.texas.gov"
"2023-07-28T00:00:00.000","2023-07-30T00:00:00.000","Palmer Events Center","Body Mind Spirit Celebration",,"","www.bmse.net"
"2023-08-10T00:00:00.000","2023-08-13T00:00:00.000","Palmer Events Center","Private",,"",""
"2023-08-13T00:00:00.000","2023-08-17T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-08-19T00:00:00.000","2023-08-20T00:00:00.000","Palmer Events Center","Slammedenuff Texas 2023",,"","www.slammedenuff.com"
"2023-08-21T00:00:00.000","2023-08-22T00:00:00.000","Austin Convention Center","Private",,"",""
"2023-08-25T00:00:00.000","2023-08-27T00:00:00.000","Austin Convention Center","2023 Austin Fall Home & Garden Show",,"","https://austinfallhomeandgardenshow.com/"
"2023-08-25T00:00:00.000","2023-08-27T00:00:00.000","Palmer Events Center","Texas Woodworking Festival 2023",,"","texaswoodworkingfestival.com"
"2023-08-26T00:00:00.000","2023-08-27T00:00:00.000","Palmer Events Center","2023 Le Garage Sale",,"","www.legaragesale.net"
"2023-08-29T00:00:00.000","2023-08-30T00:00:00.000","Austin Convention Center","Confluent Current 2023",,"","events.confluent.io"
"2023-08-29T00:00:00.000","2023-08-30T00:00:00.000","Palmer Events Center","Gardner Business Media, Inc.",,"",""
"2023-09-01T00:00:00.000","2023-09-03T00:00:00.000","Austin Convention Center","GalaxyCon Austin Comic-Con 2023",,"","https://galaxycon.com/"
