"unique_id","project_name","project_image","project_description","status","address","city","state","zip","country","latitude","longitude","mapping","council_district","planting_priority","project_category_mapping","project_category","project_subcategory","tree_inches_planted","trees_cared_for","people_taught","people_inspired","metrics_source","project_year","applicant","recipient","recipient_type","funding_channel","funding_source","amount_spent","project_hyperlink","resource_documents","created_by","created_date","modified_by","modified_date"
"37","Oak Wilt Tree Injection","https://dl.dropboxusercontent.com/s/09iwd5i177udioz/oak%20wilt.jpg?raw=0","Oak wilt tree injections at Summerset Dr.","Complete","Summerset Dr","Austin","TX","78749","United States","30.229084","-97.848763","Mapped","8","Moderate","Caring","Caring","Disease + Pest Control",,,,,,"2016","City of Austin Development Services","City of Austin Development Services","Government","Urban Forest Portal","Urban Forest Replenishment Fund","1049.75","http://www.austintexas.gov/page/oak-wilt-suppression",,"haltera","2018-06-26T11:04:00.000","haltera","2020-07-02T00:00:00.000"
"38","Doherty Memorial Tree Planting","https://dl.dropboxusercontent.com/s/whv79ppit788w1a/doherty%20memorial%20planting.jpg?raw=0","3 trees planted at Fire Station 7 in memory of Clarence Doherty.","Complete","201 Chicon St","Austin","TX","78702","United States","30.258161","-97.723847","Mapped","3","High","Growing","Growing","Tree Planting",,,,,,"2016","City of Austin Fire","City of Austin Fire","Government","Urban Forest Portal","Urban Forest Replenishment Fund","735.00","http://www.austintexas.gov/department/fire",,"haltera","2018-06-26T11:04:00.000","haltera","2020-07-02T00:00:00.000"
"39","Austin Community Tree Program","https://dl.dropboxusercontent.com/s/z0capr3xtkakupz/Think%20Trees.png?raw=0","Annual neighborhood tree planting through the City of Austin's Austin Community Tree Program. This year's plantings occurred in North Loop neighborhood.","Complete","200 W 51st St","Austin","TX","78751","United States","30.318744","-97.724451","Mapped","9","Lowest","Growing","Growing","Tree Planting",,,,,,"2016","City of Austin Housing and Planning","City of Austin Housing and Planning","Government","Urban Forest Portal","Austin Energy Heat Island Funding","9795.00","http://www.austintexas.gov/department/community-trees",,"haltera","2018-06-26T11:04:00.000","haltera","2020-07-02T00:00:00.000"
"40","Republic Square Silva Cell Project","https://dl.dropboxusercontent.com/s/y48ltb64f3yz60n/republic%20square%20silva%20cells.JPG?raw=0","Silva Cell installation along 4th St to increase soil volume for newly planted trees.","Complete","400 Lavaca St","Austin","TX","78701","United States","30.267402","-97.747319","Mapped","9","Lowest","Growing","Growing","Tree Planting",,,,,,"2016","City of Austin Parks and Recreation","City of Austin Parks and Recreation","Government","Urban Forest Portal","Urban Forest Replenishment Fund","103272.00","https://republicsquare.org/",,"haltera","2018-08-17T12:22:00.000","haltera","2020-07-02T00:00:00.000"
"41","Austin Nature & Science Center Trail of Trees","https://dl.dropboxusercontent.com/s/edfi527wi2r19hc/ansc%20tree%20trail.jpg?raw=0","Tree trail established at Austin Nature & Science Center with native tree species and educational interpretive signage.","Complete","2389 Stratford Dr","Austin","TX","78746","United States","30.271829","-97.775115","Mapped","8","Lowest","Informing","Informing","Education",,,,,,"2017","City of Austin Parks and Recreation","City of Austin Parks and Recreation","Government","Urban Forest Portal","Urban Forest Replenishment Fund","37502.48","https://www.austintexas.gov/nature-and-science-center-tree-trail-guide/austin-nature-and-science-center-tree-trail-guide",,"haltera","2018-06-29T14:15:00.000","haltera","2020-07-02T00:00:00.000"
"42","Oak Wilt Tree Injection","https://dl.dropboxusercontent.com/s/09iwd5i177udioz/oak%20wilt.jpg?raw=0","Oak wilt tree injections at Greyrock Golf Course.","Complete","TX-45","Austin","TX","78739","United States","30.182448","-97.912234","Mapped","8","Lowest","Caring","Caring","Disease + Pest Control",,,,,,"2017","City of Austin Development Services","City of Austin Parks and Recreation","Government","Urban Forest Portal","Urban Forest Replenishment Fund","2517.35","http://www.austintexas.gov/page/oak-wilt-suppression",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"43","Oak Wilt Tree Injection","https://dl.dropboxusercontent.com/s/09iwd5i177udioz/oak%20wilt.jpg?raw=0","Oak wilt tree injections at Lions Municipal Golf Course.","Complete","Enfield Rd","Austin","TX","78703","United States","30.289283","-97.77981","Mapped","10","Lowest","Caring","Caring","Disease + Pest Control",,,,,,"2017","City of Austin Development Services","City of Austin Parks and Recreation","Government","Urban Forest Portal","Urban Forest Replenishment Fund","527.35","http://www.austintexas.gov/page/oak-wilt-suppression",,"haltera","2018-08-17T12:22:00.000","haltera","2020-07-02T00:00:00.000"
"44","Oak Wilt Tree Injection","https://dl.dropboxusercontent.com/s/09iwd5i177udioz/oak%20wilt.jpg?raw=0","Oak wilt tree injections at Braided Rope Dr.","Complete","Braided Rope Dr","Austin","TX","78727","United States","30.414658","-97.683036","Mapped","7","Moderate","Caring","Caring","Disease + Pest Control",,,,,,"2015","City of Austin Development Services","City of Austin Development Services","Government","Urban Forest Grant","Urban Forest Replenishment Fund","2840.00","http://www.austintexas.gov/page/oak-wilt-suppression",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"45","Urban Forest Communication","https://dl.dropboxusercontent.com/s/pq4z2am5415vxb0/urban%20forest%20communication%202017.png?raw=0","Community engagement efforts supporting Imagine Austin and Austin's Urban Forest Plan visions.","Complete",,"Austin","TX",,"United States","30.330345","-97.532867","Not Mapped","(no district defined)","(not mapped)","Inspiring (Not Mapped)","Inspiring","Engagement",,,,,,"2017","City of Austin Development Services","City of Austin Development Services","Government","Urban Forest Portal","Urban Forest Replenishment Fund","10743.94","http://www.austintexas.gov/department/community-tree-preservation",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
"46","NeighborWoods","https://dl.dropboxusercontent.com/s/z0capr3xtkakupz/Think%20Trees.png?raw=0","Annual tree distribution to Austin Energy customers through TreeFolks.","Complete",,"Austin","TX",,"United States","30.426551","-97.530072","Not Mapped","(no district defined)","Individually Mapped","Growing (Not Mapped)","Growing","Tree Planting","3604",,,,,"2015","City of Austin Development Services","TreeFolks","Non-Profit","Contract","Austin Energy Heat Island Funding","128712.00","https://www.treefolks.org/nw/",,"kinge","2019-06-14T00:00:00.000","haltera","2020-07-02T00:00:00.000"
