"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","sump","curb_op","height","depressed","depression_a","st_length","st_width","width","inlet_loc","grate_length","grate_width","depth_to_bottom","manhole","grate_open_percent","inlet_type","marked","globalid","edit_status","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gutter_break","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","dem_calculated_sump","maximo_asset_number","maximo_site_id"
"POINT (-97.735706862342 30.271094373477)","106119","0","1","96693","508722","195",,,,"NO_SOURCE",,"DDAVIS","2013-01-02T07:53:26.000Z","DDAVIS","2013-01-02T07:54:01.000Z",,"WLR","J22","585T","273026","OTHER","OTHER","PHYS_INSP","DEM","GPS","3116528.9522","10071904.708","DIG06","SUB-M",,"477.76998901","N","CONCRETE","475.51998901","34","5","T","3","34","24","18","GRADE","35","18","27","NOTPRESENT","50","G3","NOTMARKED","903f784f-532f-4868-b4dc-0ad29560fb34","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LKAUFFMAN","2009-06-23T00:00:00.000Z",,"A_061206_0032.jpg","0",,,,"0",,,,,"1104940","WPD"
"POINT (-97.750339229306 30.250294182757)","106101","0","1","96739","2143698","199",,,,"NO_SOURCE",,"PCAMPMAN","2014-10-16T09:04:30.000Z","GDELANO","2020-09-17T12:54:34.000Z","GDELANO","EBO","H21","614H","3144705","CITY","CITY","PHYS_INSP","DEM","GPS","3112088.5367","10064235.109","DIG06","SUB-M",,"516.10998535","N","CONCRETE","513.44000244","40","8","T","5","30","28","16","GRADE","30","18","32","NOTPRESENT","50","G3","GOOD","9b0f7c81-37a4-45d7-8168-eeb627d4e0fa","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","LKAUFFMAN","2009-06-18T00:00:00.000Z",,"A_051906_0082.jpg","0",,,"2015-08-15T00:00:00.000Z","0",,,,,"1104974","WPD"
"POINT (-97.747678025319 30.280330896672)","106018","0","1","96696","395730","199",,"1955-05-17T00:00:00.000Z","1955","PLANNOEL",,"JHOLDER","2010-02-02T00:00:00.000Z","EWADSWORTH","2013-02-20T15:08:55.000Z","DDAVIS","SHL","J23","585J","3112106","CITY","CITY","PHYS_INSP","DEM","GPS","3112672.7466","10075175.014","DIG06","SUB-M",,"564.45001221","N","CONCRETE","561.7800293","40","7","T","9","30","29","18","GRADE","30","18","32","NOTPRESENT","50","G3","MARKED","366a2069-82b5-4093-be47-38ea6533eba8","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","4","N","LKAUFFMAN","2009-06-03T00:00:00.000Z",,"B_050906_0067.jpg","0",,,,"0",,,,,"1104943","WPD"
"POINT (-97.730832180529 30.295131619941)","106027","0","1","70950","1774946","301",,"1935-12-13T00:00:00.000Z","1935","APPLANEL",,"RODAVILA","2010-03-31T00:00:00.000Z","VVINCENT","2017-09-06T15:12:25.000Z","DDAVIS","WLR","J24","585B","131414","CITY","CITY","PHYS_INSP","APPLANEL","GPS_AERIAL","3117863.0357","10080689.525","DIG07","SUB-M","576.90002441","578.14001465","N","CONCRETE","572","70","8","T","6","57","24","20","SAG","59","18","67","NOTPRESENT","40","S3","GOOD","d639a5b7-b30a-4b86-bb68-7b287aef7e53","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-10-09T00:00:00.000Z",,"08022007_1_041.jpg","0",,,"2012-05-15T00:00:00.000Z","0",,,,,"1105044","WPD"
"POINT (-97.746426712497 30.272043274519)","105846","0","1","96668","2109330","105",,,,"NO_SOURCE",,"GDELANO","2018-12-20T13:13:31.000Z","MAMARAL","2019-06-25T18:12:49.000Z","GDELANO","SHL","J22","585S","181123","CITY","CITY","PHYS_INSP","DEM","GPS","3113128.8365","10072200.864","DIG06","SUB-M",,"517.05999756","N","CONCRETE","515.09997559","41","8","T","6","31","30",,"GRADE","30","18","20","NOTPRESENT","40","G3","GOOD","d7156d97-81bb-4e3d-a5b4-3d5047698216","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N",,"2006-06-19T00:00:00.000Z",,"B_051206_0064.jpg","0",,,"2010-11-01T00:00:00.000Z","0",,,,,"1104815","WPD"
"POINT (-97.751093024431 30.285634472989)","105795","0","1","70982","1859746","8","difficult to measure","1933-10-17T00:00:00.000Z","1933","PLANNOEL",,"MMCDONALD","2017-12-20T12:22:49.000Z","MMCDONALD","2017-12-20T12:22:52.000Z",,"SHL","H24","584H","3690865","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3111547.5943","10077064.763","DIG07","SUB-M",,"562.05999756","N","CONCRETE","559.64001465","73","7","T","12","60","28","17","GRADE","60","18","29","NOTPRESENT","40","G3","NODATA","3c77c09a-1d4f-4392-9caf-5aae58158963","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","DLEWIS","2008-10-29T00:00:00.000Z",,"08092007_2_002.jpg","0",,,,"0",,,,,"1104824","WPD"
"POINT (-97.740084084122 30.279198632653)","105822","0","1","57460","2106466","280","No field evidence, removed when road widened","1930-09-29T00:00:00.000Z","1930","SSM",,"GDELANO","2019-06-21T11:16:42.000Z","GDELANO","2019-06-21T12:04:04.000Z","GDELANO","WLR","J23","585N","253175","CITY","CITY","SSM","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"549.4699707","N","NODATA",,,,"N",,"36",,,"NODATA",,,,"NODATA",,"NODATA","NODATA","4d3acb02-d297-4cc1-afb6-da320a76a6d7","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.721706420117 30.405554684876)","106072","0","1","1730349","1902290","70",,,,"NO_SOURCE",,"PSTARKEL","2018-03-14T07:29:22.000Z","PSTARKEL","2018-03-14T07:29:42.000Z","SJOHNSON","WLN","K34","465Y","3774825","OTHER","OTHER","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","5be302bf-466d-4136-a166-c2a2d014373b","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.728397960155 30.374557219375)","106142","0","1","70914","1853989","29",,"1988-07-27T00:00:00.000Z","1988","PLANNOEL",,"NPULLIAS","2013-02-04T12:20:07.000Z","CWEYENBERG","2018-01-25T11:04:44.000Z","RODAVILA","SHL","K31","495U","386828","OTHER","TXDOT","PHYS_INSP","DEM","GPS","3117953.5257","10109573.018","DIG07","SUB-M",,"758.72998047","N","CONCRETE","753.15002441","113","4","T","5","125","94","17","GRADE","125","29","67","NOTPRESENT","90","G3","NOTMARKED","1f270290-9e25-4a5d-b9e6-fc0c1e2bf9b0","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RMOELLMER","2008-11-03T00:00:00.000Z",,"07162007_3_016.jpg","0",,,,"0",,,,,"1104861","WPD"
"POINT (-97.74251626021 30.302614262849)","105993","0","1","70943","1872229","299","Found in field to be decommissioned and removed; grate type inlet, Found in field to be decomissioned and removed","1930-11-12T00:00:00.000Z","1930","SSM",,"DWARDEN","2018-06-12T11:18:29.000Z","GDELANO","2018-10-29T17:29:34.000Z",,"SHL","J25","555W","627518","CITY","CITY","PHYS_INSP","DEM","GPS","3114112.4183","10083315.553","DIG07","SUB-M",,"606.84997559","N","CONCRETE","603.09997559","30","5","T","4","26","18","17","SAG","30","18","45","NOTPRESENT","50","S3","NOTMARKED","14fea2bf-687f-487b-b106-d36116a95d2c","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","LPUGH","2008-10-22T00:00:00.000Z",,"07252007_1_029.jpg","0",,,,"0",,,,,"1105037","WPD"
"POINT (-97.749021535245 30.270898081204)","105980","0","1","96689","2181011","193",,,,"NO_SOURCE","2019","MAMARAL","2018-12-13T16:53:16.000Z","DWARDEN","2022-03-09T13:51:57.000Z","SBURZYNSKI","SHL","J22","585S","5763120","CITY","CITY","PHYS_INSP","DEM","GPS","3112329.0029","10071732.181","DIG06","SUB-M",,"482.80999756","N","CONCRETE","480.45001221","43","7","T","7","30","30","19","GRADE","30","19","30","NOTPRESENT","50","G3","NOTMARKED","1f9c840a-1184-4ac1-b391-4927a1c8a343","ENTERED","2022-05-27T05:27:35.000Z","REMOVED","3",,,"2006-05-04T00:00:00.000Z",,"A_050406_0046.jpg","0",,,,"0",,,,,"1104936","WPD"
"POINT (-97.757447375979 30.275961756907)","106064","0","1","96757","2065202","29",,"1931-12-05T00:00:00.000Z","1931","SSM",,"GDELANO","2015-05-28T12:14:34.000Z","MAMARAL","2019-02-20T14:41:36.000Z","GDELANO","LBL","H23","584R","203750","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3109626.7662","10073514.841","DIG06","SUB-M",,"504.08999634","N","CONCRETE","501.42001343","72","8","T","9","60","31","19","GRADE","60","19","32","NOTPRESENT","50","G3","GOOD","93157045-e63e-4369-9656-d5a1560e19c8","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RODAVILA","2009-06-22T00:00:00.000Z",,"A_060206_0078.jpg","0",,,"2010-08-01T00:00:00.000Z","0",,,,,"1104992","WPD"
"POINT (-97.730383002151 30.264426513206)","105949","0","1","70999","936210","198",,,,"NO_SOURCE",,"NPULLIAS","2011-03-21T17:09:38.000Z","GDELANO","2014-11-17T12:16:42.000Z","DDAVIS","WLR","J22","585X","719391","CITY","CITY","PHYS_INSP","DEM","GPS","3118265.8711","10069519.552","DIG07","SUB-M",,"488.11999512","N","CONCRETE","484.95001221","18","4","T","5","21","21","17","GRADE","28","17","38","NOTPRESENT","40","G3","NODATA","651e661d-ff94-4894-b8d1-fc8f8d3df28a","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","ALBERT GENE ALLEN JR","2007-08-10T00:00:00.000Z",,"08102007_3_017.jpg","0",,,,"0",,,,,"1104783","WPD"
"POINT (-97.74593706144 30.276002877035)","106010","0","1","211193","2171458","12",,"1947-02-28T00:00:00.000Z","1947","PLANNOEL","2019","JHOLDER","2010-03-04T00:00:00.000Z","DWARDEN","2022-03-09T13:23:08.000Z","HCHOU","SHL","J23","585N","167360","CITY","CITY","PHYS_INSP","DEM","GPS","3113259.6791","10073615.6964","DIG09","SUB-M",,"510.25","N","CONCRETE","507.01998901","60","7","T","7","60","11","26","SAG","60","18","30","NOTPRESENT","40","S3","GOOD","199fed26-f598-4524-994a-76e1ba5734c3","ENTERED","2022-05-27T05:27:35.000Z","REMOVED","2","N","MARCUS ALLEN","2009-08-07T00:00:00.000Z","BILLY MULLINS","08072009_5_013.jpg","0","4.3915","2","2014-04-15T00:00:00.000Z","0","2009-08-07T00:00:00.000Z","09:26","5",,"1105009","WPD"
"POINT (-97.750118062661 30.271088084545)","105992","0","1","96754","2109330","17",,"1939-06-15T00:00:00.000Z","1939","PLANNOEL",,"JAMARTINEZ","2018-05-18T11:05:17.000Z","MAMARAL","2019-06-27T15:18:58.000Z","GDELANO","SHL","J22","585S","164996","CITY","CITY","PHYS_INSP","DEM","GPS","3111980.9345","10071797.057","DIG06","SUB-M",,"471.55999756","N","CONCRETE","468.80999756","40","7","T","6","32","30",,"GRADE","30","19","33","NOTPRESENT","50","G3","NOTMARKED","452b7f92-213f-4554-82e5-be5492374fad","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RODAVILA","2009-06-04T00:00:00.000Z",,"A_050806_0053.jpg","0",,,,"0",,,,,"1104989","WPD"
"POINT (-97.727947401662 30.291807776852)","106029","0","1","71015","2115411","296",,"1938-07-07T00:00:00.000Z","1938","PLANNOEL",,"JAMARTINEZ","2019-07-18T11:09:57.000Z","JAMARTINEZ","2019-07-18T11:11:54.000Z",,"WLR","K24","585C","549836","CITY","CITY","PHYS_INSP","SSM","GPS_AERIAL","3118796.8925","10079494.695","DIG07","SUB-M",,"550.97998047","N","CONCRETE","545.75","42","8","T","5","29","27","22","SAG","30","18","61","NOTPRESENT","50","S3","GOOD","df975d8e-750f-463c-bd88-1e709caf082e","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","DLEWIS","2008-10-22T00:00:00.000Z",,"08162007_1_024.jpg","0",,,"2012-04-15T00:00:00.000Z","0",,,,,"1104794","WPD"
"POINT (-97.733377038603 30.308256861333)","106037","0","1","70889","1879592","301","debris on bottom","1931-07-18T00:00:00.000Z","1931","SSM",,"RMOELLMER","2009-05-22T00:00:00.000Z","DWARDEN","2019-04-12T18:55:39.000Z","DWARDEN","WLR","J25","555T","758912","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3116942.237","10085445.487","DIG07","SUB-M",,"617.88000488","N","CONCRETE","615.38000488","28","8","T","7","44","12","19","GRADE","30","18","30","NOTPRESENT","50","G3","GOOD","c59dffab-205d-45a3-910d-2142ed11f92a","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","4","N","LPUGH","2008-10-17T00:00:00.000Z",,"07032007_2_022.jpg","0",,,,"0",,,,,"1104893","WPD"
"POINT (-97.730996988404 30.258333030962)","105963","0","1","62439","1105490","110",,"1931-08-18T00:00:00.000Z","1931","SSM","1950","GDELANO","2015-04-23T12:11:08.000Z","GDELANO","2015-05-01T14:05:51.000Z",,"LBL","J21","615B","106970","CITY","CITY","NO_SOURCE","NO_SOURCE","SSM",,,"NOGPS","NOGPS",,"465.51000977","N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","1983a96a-230a-4e31-9605-b99bc24fdbfc","ENTERED","2022-03-11T21:12:41.000Z","REMOVED","0","N",,,,,,,,,"0",,,,,,
"POINT (-97.760946487368 30.2742893433)","105871","0","1","96766","1120210","127",,,,"NO_SOURCE",,"PCAMPMAN","2014-07-25T14:49:48.000Z","GDELANO","2016-08-18T15:29:30.000Z","DDAVIS","LBL","H23","584Q","239474","CITY","CITY","PHYS_INSP","DEM","GPS","3108537.6307","10072881.192","DIG06","SUB-M",,"499.39001465","N","CONCRETE","494.47000122","57","6","T","1","57","24","17","GRADE","58","18","59","NOTPRESENT","50","G3","GOOD","cadc3d08-a87e-4e91-a28e-191b1c885e20","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RODAVILA","2009-06-22T00:00:00.000Z",,"A_060506_0023.jpg","0",,,"2010-08-01T00:00:00.000Z","0",,,,,"1105001","WPD"
"POINT (-97.76144723523 30.276881424394)","105808","0","1","211188","1127570","213",,"1932-01-30T00:00:00.000Z","1932","SSM",,"GDELANO","2015-05-29T15:27:35.000Z","GDELANO","2016-12-09T15:13:46.000Z","DDAVIS","LBL","H23","584Q","370575","CITY","CITY","PHYS_INSP","DEM","GPS","3108354.1246","10073816.0964","DIG09","SUB-M",,"543.89001465","N","CONCRETE","539.89001465","41","7","T","7","28","30","21","GRADE","30","18","48","NOTPRESENT","40","G3","GOOD","dd19ca42-1fba-4aba-95fb-977776355fe6","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","JOHN WADE","2009-07-23T00:00:00.000Z","PETER SORENSEN","07232009_6_037.jpg","0","2.3","2","2010-08-01T00:00:00.000Z","0","2009-07-23T00:00:00.000Z","13:55","6",,"1105050","WPD"
"POINT (-97.723211768963 30.278308559522)","106130","0","1","70975",,,,,,"NO_SOURCE",,"SJOHNSON","2008-10-16T00:00:00.000Z","WPDR_ADMIN","2021-09-27T15:17:48.000Z","DDAVIS","BOG","K23","585Q","489824","OTHER","OTHER","PHYS_INSP","DEM","GPS","3120409.815","10074617.027","DIG07","SUB-M",,"580.46002197","N","CONCRETE","578.38000488","67","6","F","0","57","24","16","SAG","59","18","25","NOTPRESENT","50","S3","NOTMARKED","ca5085dc-7d47-448c-b589-dab9329de451","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,,,"08092007_1_071.jpg","0",,,,"0",,,,,"1104922","WPD"
"POINT (-97.741361076894 30.287616362906)","106082","0","1","70863","2224227","354",,"1974-06-26T00:00:00.000Z","1974","PLANNOEL",,"MAMARAL","2021-06-25T13:51:10.000Z","MAMARAL","2021-06-25T13:51:10.000Z","GDELANO","SHL","J24","585E","517112","CITY","CITY","PHYS_INSP","DEM","GPS","3114607.418","10077869.071","DIG07","SUB-M",,"588.04998779","N","CONCRETE","585.38000488","18","6","T","4","23","20","18","GRADE","21","17","32","NOTPRESENT","60","G3","MARKED","4abc16ba-5454-4777-949f-e66104455ca1","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-10-09T00:00:00.000Z",,"08282007_5_015.jpg","0",,,,"0",,,,,"1104803","WPD"
"POINT (-97.748285855883 30.26968921775)","106123","0","1","96672","2202502","198","uncertain grate dimensions,","1938-12-08T00:00:00.000Z","1938","PLANNOEL","2013","CARMIJO","2014-05-19T13:37:55.000Z","GDELANO","2021-06-11T11:55:05.000Z","RODAVILA","SHL","J22","585S","129044","CITY","CITY","PHYS_INSP","DEM","GPS","3112571.0313","10071301.293","DIG06","SUB-M","475.45001221","476.02999878","N","CONCRETE","473.27999878","20","6","T","6","20","23","18","GRADE","21","18","33","NOTPRESENT","50","G3","FAIR","89eb195b-c6b3-4851-b8d0-004ea40efa79","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","3","N",,"2006-05-11T00:00:00.000Z",,"B_051106_0016.jpg","0",,,,"0",,,,,"1104819","WPD"
"POINT (-97.747984843587 30.296005415281)","105842","0","1","71000","1883442","275",,"1935-08-17T00:00:00.000Z","1935","PLANNOEL",,"VVINCENT","2018-02-02T09:03:11.000Z","VVINCENT","2018-02-02T09:04:27.000Z","ACOLEMAN","SHL","J24","585A","552206","CITY","CITY","PHYS_INSP","DEM","GPS","3112439.3944","10080871.26","DIG07","SUB-M","544.86999512","545.20001221","N","CONCRETE","543.45001221","59","5","T","5","56","29","18","SAG","60","18","21","NOTPRESENT","40","S3","GOOD","6a471c35-78e8-471c-9c52-85cfc5562f01","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DDAVIS","2008-10-09T00:00:00.000Z",,"08132007_1_054.jpg","0",,,"2013-08-15T00:00:00.000Z","0",,,,,"1104784","WPD"
"POINT (-97.72815583696 30.294500293492)","105858","0","1","70945","1863250","203","over grown with vegetation",,,"NO_SOURCE",,"CWEYENBERG","2017-12-29T13:02:02.000Z","CWEYENBERG","2018-02-26T15:13:05.000Z",,"WLR","K24","585C","5055541","CITY","CITY","PHYS_INSP","DEM","GPS","3118711.3139","10080467.196","DIG07","SUB-M","555.90997314","555.80999756","N","CONCRETE","550.55999756","73","8","T","7","58","28","26","SAG","60","18","63","NOTPRESENT","40","S3","POOR","f4e7aba8-fcfe-464e-a210-c3ed7bbde117","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","DLEWIS","2008-10-22T00:00:00.000Z",,"08022007_1_021.jpg","0",,,,"0",,,,,"1105039","WPD"
"POINT (-97.756114800999 30.245537365337)","106001","0","1","96763","1735571","197",,"1938-05-16T00:00:00.000Z","1938","APPLANEL",,"CWEYENBERG","2017-07-13T11:04:19.000Z","CWEYENBERG","2017-07-13T11:05:00.000Z",,"EBO","H20","614M","368120","CITY","CITY","PHYS_INSP","DEM","GPS","3110304.3331","10062463.6669","DIG06","SUB-M",,"517.47998047","N","CONCRETE","514.47998047","68","9","T","13","68","28","28","GRADE","68","20","36","NOTPRESENT","70","G3","FAIR","7baafdef-ed1a-4300-8bec-6ae778133f98","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","RODAVILA","2009-06-22T00:00:00.000Z",,"A_042606_0086.jpg","0",,,,"0",,,,,"1104998","WPD"
"POINT (-97.743240025054 30.265008340662)","105927","0","1","96747",,"19","No field evidence,",,"1953","SSM",,"GDELANO","2018-03-23T14:29:27.000Z","GDELANO","2018-03-23T14:30:31.000Z",,"LBL","J22","585W","154915","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3113993.18","10069766.206","DIG06","SUB-M",,"473.16000366","N","CONCRETE","468.82998657","19","6","T","3","19","23",,"GRADE","21","177","52","NOTPRESENT","50","G3","GOOD","d78543f4-2e31-4a84-b7e1-3e5cbc39cbc0","ENTERED","2022-02-08T14:52:57.000Z","REMOVED","2","N","LKAUFFMAN","2009-06-22T00:00:00.000Z",,"A_050206_0024.jpg","0",,,"2015-09-15T00:00:00.000Z","0",,,,,"1104982","WPD"
"POINT (-97.732440059239 30.307816839251)","105975","0","1","70874","1879592","299","box tapers","1931-07-18T00:00:00.000Z","1931","SSM",,"JAMARTINEZ","2018-05-08T15:43:20.000Z","DWARDEN","2018-09-17T15:43:43.000Z","DWARDEN","WLR","J25","555T","256407","CITY","CITY","PHYS_INSP","DEM","GPS","3117246.6582","10085285.769","DIG07","SUB-M",,"622.29998779","N","CONCRETE","619.63000488","40","6","T","5","27","13","19","GRADE","30","18","32","NOTPRESENT","50","G3","GOOD","a0a634a5-f754-4675-bcac-45b6c73e8c2b","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","LPUGH","2008-10-22T00:00:00.000Z",,"07022007_2_043.jpg","0",,,"2012-05-15T00:00:00.000Z","0",,,,,"1104878","WPD"
"POINT (-97.728607835388 30.263707080671)","105839","0","1","96767","172710","20",,"1931-11-09T00:00:00.000Z","1931","SSM",,"RODAVILA","2009-06-19T00:00:00.000Z","NPULLIAS","2011-03-21T16:20:29.000Z","HCHOU","TWN","K22","585Y","401486","CITY","CITY","PHYS_INSP","DEM","GPS","3118835.2149","10069271.543","DIG06","SUB-M",,"490.08999634","N","CONCRETE","487.26000977","18","5","T","5","21","22","17","GRADE","22","17","34","NOTPRESENT","50","G3","GOOD","547d000a-1ca0-4383-86e6-aea0c07b22c8","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N",,"2006-05-25T00:00:00.000Z",,"A_052506_0064.jpg","0",,,,"0",,,,,"1105002","WPD"
"POINT (-97.727329175999 30.306732268805)","105999","0","1","75048","1748100","207","moved from curb inlet FC","1951-04-12T00:00:00.000Z","1951","PLANNOEL",,"DDAVIS","2013-11-27T11:27:59.000Z","MMCDONALD","2017-08-04T13:50:40.000Z",,"WLR","K25","555U","245926","CITY","CITY","PHYS_INSP","DEM","GPS","3118869.2308","10084923.935","DIG07","SUB-M",,"613.91998291","N","CONCRETE","610.91998291","41","12","T","9","28","30","17","GRADE","28","18","36","NOTPRESENT","40","G3","GOOD","5bed2f86-7fac-46f0-9494-de672150a637","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","DLEWIS","2008-10-08T00:00:00.000Z",,"10212010_4_012.jpg","0",,,,"0",,,,,"401190218","WPD"
"POINT (-97.734348365678 30.299467858115)","105826","0","1","70892","960850","119",,"1949-06-09T00:00:00.000Z","1949","PLANNOEL",,"GDELANO","2014-10-30T17:31:58.000Z","GDELANO","2014-10-30T17:37:09.000Z","DDAVIS","WLR","J25","555X","669962","CITY","CITY","PHYS_INSP","DEM","GPS","3116716.5764","10082231.003","DIG07","SUB-M",,"605.98999023","N","CONCRETE","603.48999023","42","6","T","6","28","12","21","GRADE","30","18","30","NOTPRESENT","50","G3","FAIR","d53cede5-683e-4e18-ae28-a02c7aee0f64","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N","LPUGH","2008-10-20T00:00:00.000Z",,"07052007_2_062.jpg","0",,,"2013-01-15T00:00:00.000Z","0",,,,,"1104896","WPD"
"POINT (-97.72494493968 30.256216833819)","106050","0","1","96759","2052755","205",,"1931-05-28T00:00:00.000Z","1931","SSM",,"GDELANO","2015-12-07T12:33:44.000Z","GDELANO","2019-01-14T17:27:46.000Z","DDAVIS","LBL","K21","615C","175268","CITY","CITY","PHYS_INSP","DEM","GPS_AERIAL","3120052.1891","10066574.875","DIG06","SUB-M",,"461.48999023","N","CONCRETE","458.73999023","42","8","T","8","27","28","15","GRADE","30","18","33","NOTPRESENT","50","G3","GOOD","47da0cf1-0a5d-4ddd-ad0b-f337f92a82a9","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N",,"2006-05-30T00:00:00.000Z",,"A_053006_0036.jpg","0",,,,"0",,,,,"1104994","WPD"
"POINT (-97.7618845565 30.277001190492)","105816","0","1","96755","1127570","25",,,,"NO_SOURCE",,"PCAMPMAN","2014-08-04T10:47:14.000Z","GDELANO","2016-12-12T12:36:43.000Z","DDAVIS","LBL","H23","584Q","276434","CITY","CITY","PHYS_INSP","DEM","GPS","3108212.2723","10073865.747","DIG06","SUB-M",,"536.55999756","N","CONCRETE","534.22998047","42","8","T","6","30","28","16","GRADE","30","18","28","NOTPRESENT","50","G3","GOOD","86042b92-4d01-44b4-bb5b-1a7b7ace2493","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","3","N",,"2006-06-07T00:00:00.000Z",,"A_060706_0012.jpg",,,,"2010-08-01T00:00:00.000Z","0",,,,,"1104990","WPD"
"POINT (-97.749577378709 30.240736804652)","105898","0","1","70921",,"300",,,,"NO_SOURCE",,"JAMARTINEZ","2018-05-08T15:17:01.000Z","JAMARTINEZ","2018-05-08T15:17:42.000Z",,"BLU","J20","615N","412436","CITY","CITY","PHYS_INSP","DEM","GPS","3112403.4938","10060763.465","DIG07","SUB-M",,"559.34002686","N","CONCRETE","556.01000977","42","7","T","9","27","13","20","GRADE","30","18","40","NOTPRESENT","40","G3R","GOOD","471b0888-fb4b-437e-a351-5e314a65956a","ENTERED","2022-02-08T14:52:57.000Z","ACTIVE","2","N","RMOELLMER","2008-10-22T00:00:00.000Z",,"07242007_3_005.jpg","0",,,"2016-02-15T00:00:00.000Z","0",,,,,"1104867","WPD"
"POINT (-97.74931222986 30.268365434392)","105851","0","1","239855","2046290","200","observed in streetview",,,"NO_SOURCE",,"MAMARAL","2018-12-14T13:56:47.000Z","MAMARAL","2018-12-14T13:58:28.000Z",,"SHL","J22","585S","5059839","CITY","CITY","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,"461.75","N","NODATA",,,,"N",,,,,"NODATA",,,,"NODATA",,"NODATA","NODATA","2490d9c2-7be5-4e81-a393-5ad28c16f8d9","ENTERED","2022-03-11T21:12:41.000Z","ACTIVE","0","N",,,,,,,,,"0",,,,,,
