"animal_id","name","datetime","monthyear","date_of_birth","outcome_type","outcome_subtype","animal_type","sex_upon_outcome","age_upon_outcome","breed","color"
"A861666","*Midnight","2022-07-27T10:48:00.000","2022-07-27T10:48:00.000","2017-07-15T00:00:00.000","Transfer","Partner","Cat","Spayed Female","5 years","Domestic Medium Hair","Black"
"A862078","Stella","2022-07-27T10:48:00.000","2022-07-27T10:48:00.000","2021-07-21T00:00:00.000","Adoption",,"Dog","Spayed Female","1 year","German Shepherd/Siberian Husky","Black/Gray"
"A853040","Nina","2022-07-27T10:48:00.000","2022-07-27T10:48:00.000","2021-09-11T00:00:00.000","Transfer","Partner","Cat","Spayed Female","10 months","Domestic Shorthair Mix","White/Blue Tabby"
"A861187","*Millie","2022-07-27T10:48:00.000","2022-07-27T10:48:00.000","2020-07-08T00:00:00.000","Transfer","Partner","Cat","Intact Female","2 years","Domestic Shorthair Mix","Torbie"
"A861662","Dan","2022-07-27T10:48:00.000","2022-07-27T10:48:00.000","2021-09-15T00:00:00.000","Transfer","Partner","Cat","Neutered Male","10 months","Domestic Shorthair","Brown Tabby"
"A860536","Scratchy Sassy","2022-07-27T10:47:00.000","2022-07-27T10:47:00.000","2019-06-29T00:00:00.000","Transfer","Partner","Cat","Spayed Female","3 years","Domestic Shorthair Mix","Brown Tabby"
"A860612","Maddie","2022-07-27T10:13:00.000","2022-07-27T10:13:00.000","2022-04-15T00:00:00.000","Adoption",,"Dog","Spayed Female","3 months","American Bulldog Mix","White/Brown Brindle"
"A862472","A862472","2022-07-26T19:29:00.000","2022-07-26T19:29:00.000","2022-06-26T00:00:00.000","Transfer","Partner","Cat","Intact Male","4 weeks","Domestic Shorthair Mix","Black"
"A862465",,"2022-07-26T19:29:00.000","2022-07-26T19:29:00.000","2022-07-04T00:00:00.000","Transfer","Partner","Cat","Intact Female","3 weeks","Domestic Shorthair","Black/White"
"A862463","*Stripes-Tiny","2022-07-26T19:28:00.000","2022-07-26T19:28:00.000","2022-07-04T00:00:00.000","Transfer","Partner","Cat","Intact Female","3 weeks","Domestic Shorthair","Brown Tabby/White"
"A862464","*Wht/Brn","2022-07-26T19:28:00.000","2022-07-26T19:28:00.000","2022-07-04T00:00:00.000","Transfer","Partner","Cat","Intact Male","3 weeks","Domestic Shorthair","White/Brown Tabby"
"A862462","*Swirls","2022-07-26T19:27:00.000","2022-07-26T19:27:00.000","2022-07-04T00:00:00.000","Transfer","Partner","Cat","Intact Male","3 weeks","Domestic Shorthair","Brown Tabby/White"
"A861867","Poppy","2022-07-26T19:11:00.000","2022-07-26T19:11:00.000","2020-03-30T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Siberian Husky","Black/White"
"A854104","Echo","2022-07-26T19:06:00.000","2022-07-26T19:06:00.000","2020-03-30T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Siberian Husky","Black/White"
"A860194","*Buttercup","2022-07-26T19:03:00.000","2022-07-26T19:03:00.000","2021-06-24T00:00:00.000","Adoption",,"Cat","Spayed Female","1 year","Domestic Shorthair","Orange Tabby/White"
"A861886","*Pickles","2022-07-26T18:54:00.000","2022-07-26T18:54:00.000","2019-07-19T00:00:00.000","Adoption",,"Dog","Spayed Female","3 years","Pit Bull","Blue/Tan"
"A859409","*Nancy","2022-07-26T18:50:00.000","2022-07-26T18:50:00.000","2022-04-28T00:00:00.000","Adoption",,"Cat","Spayed Female","2 months","Domestic Shorthair","Tortie"
"A859416","*Mike","2022-07-26T18:49:00.000","2022-07-26T18:49:00.000","2022-04-28T00:00:00.000","Adoption",,"Cat","Neutered Male","2 months","Domestic Shorthair","Black/White"
"A861280","A861280","2022-07-26T18:34:00.000","2022-07-26T18:34:00.000","2022-04-26T00:00:00.000","Adoption",,"Cat","Neutered Male","2 months","Domestic Shorthair Mix","Black/White"
"A859901","*Sun","2022-07-26T18:21:00.000","2022-07-26T18:21:00.000","2022-05-20T00:00:00.000","Adoption",,"Cat","Neutered Male","2 months","Domestic Shorthair Mix","White/Black"
"A862197",,"2022-07-26T18:16:00.000","2022-07-26T18:16:00.000","2021-12-22T00:00:00.000","Adoption",,"Dog","Spayed Female","7 months","Yorkshire Terrier","Black/Tan"
"A862042","Murphy","2022-07-26T18:12:00.000","2022-07-26T18:12:00.000","2020-07-21T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Great Pyrenees","White"
"A862258","Flame","2022-07-26T17:56:00.000","2022-07-26T17:56:00.000","2020-07-23T00:00:00.000","Return to Owner",,"Dog","Intact Female","2 years","Labrador Retriever/Pit Bull","Black/White"
"A862394","Mickey","2022-07-26T17:47:00.000","2022-07-26T17:47:00.000","2015-07-25T00:00:00.000","Return to Owner",,"Cat","Neutered Male","7 years","Domestic Longhair Mix","Cream Tabby/White"
"A859337","Nellie","2022-07-26T17:45:00.000","2022-07-26T17:45:00.000","2020-06-12T00:00:00.000","Adoption","Foster","Dog","Spayed Female","2 years","German Shepherd/Collie Smooth","Brown/Tricolor"
"A858079","*Bastet","2022-07-26T17:42:00.000","2022-07-26T17:42:00.000","2022-03-25T00:00:00.000","Adoption",,"Cat","Spayed Female","4 months","Domestic Shorthair","Black"
"A789383","*Nina","2022-07-26T17:41:00.000","2022-07-26T17:41:00.000","2012-02-20T00:00:00.000","Adoption",,"Cat","Spayed Female","10 years","Domestic Shorthair Mix","Brown Tabby/White"
"A861846",,"2022-07-26T17:37:00.000","2022-07-26T17:37:00.000","2022-05-08T00:00:00.000","Adoption",,"Dog","Spayed Female","2 months","German Shepherd Mix","Tricolor"
"A859725","A859725","2022-07-26T17:22:00.000","2022-07-26T17:22:00.000","2021-06-17T00:00:00.000","Transfer","Snr","Cat","Neutered Male","1 year","Domestic Shorthair","Blue Tabby"
"A861452","Mister","2022-07-26T17:13:00.000","2022-07-26T17:13:00.000","2016-07-13T00:00:00.000","Adoption",,"Cat","Neutered Male","6 years","Domestic Shorthair","Black/White"
"A862259","Daisy","2022-07-26T17:10:00.000","2022-07-26T17:10:00.000","2014-07-26T00:00:00.000","Return to Owner",,"Dog","Intact Female","8 years","Labrador Retriever Mix","Tan/White"
"A860463","A860463","2022-07-26T16:16:00.000","2022-07-26T16:16:00.000","2022-03-29T00:00:00.000","Adoption",,"Cat","Intact Male","3 months","Domestic Shorthair Mix","Blue"
"A861942","*Esmeralda","2022-07-26T14:45:00.000","2022-07-26T14:45:00.000","2019-07-19T00:00:00.000","Transfer","Partner","Dog","Intact Female","3 years","Pit Bull Mix","Black/White"
"A858368","*Nancy","2022-07-26T14:31:00.000","2022-07-26T14:31:00.000","2022-04-28T00:00:00.000","Adoption","Foster","Cat","Spayed Female","2 months","Domestic Shorthair Mix","Brown Tabby/White"
"A858370","*Barb","2022-07-26T14:26:00.000","2022-07-26T14:26:00.000","2022-04-24T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair Mix","Brown Tabby/White"
"A858575","*Tulip","2022-07-26T14:19:00.000","2022-07-26T14:19:00.000","2022-04-25T00:00:00.000","Adoption","Foster","Cat","Spayed Female","3 months","Domestic Shorthair","Torbie"
"A862414","Mimi","2022-07-26T13:14:00.000","2022-07-26T13:14:00.000","2007-07-25T00:00:00.000","Transfer","Partner","Cat","Neutered Male","15 years","Domestic Shorthair Mix","Brown Tabby/White"
"A861639","A861639","2022-07-26T13:14:00.000","2022-07-26T13:14:00.000","2020-07-15T00:00:00.000","Transfer","Partner","Dog","Intact Female","2 years","Labrador Retriever Mix","Black/White"
"A859218","*Belle","2022-07-26T13:14:00.000","2022-07-26T13:14:00.000","2021-06-10T00:00:00.000","Transfer","Partner","Cat","Intact Female","1 year","Siamese","Lynx Point"
"A861859",,"2022-07-26T13:13:00.000","2022-07-26T13:13:00.000","2020-07-18T00:00:00.000","Transfer","Partner","Dog","Intact Female","2 years","Anatol Shepherd Mix","Black/Brown"
"A861604","A861604","2022-07-26T13:12:00.000","2022-07-26T13:12:00.000","2022-07-12T00:00:00.000","Transfer","Partner","Dog","Intact Male","2 weeks","Boxer","Brown/White"
"A861605","A861605","2022-07-26T13:12:00.000","2022-07-26T13:12:00.000","2022-07-12T00:00:00.000","Transfer","Partner","Dog","Intact Female","2 weeks","Boxer","Brown/White"
"A861536",,"2022-07-26T13:11:00.000","2022-07-26T13:11:00.000","2022-07-11T00:00:00.000","Transfer","Partner","Dog","Intact Female","2 weeks","Labrador Retriever","White"
"A861537",,"2022-07-26T13:11:00.000","2022-07-26T13:11:00.000","2022-07-11T00:00:00.000","Transfer","Partner","Dog","Intact Male","2 weeks","Labrador Retriever","White"
"A861540",,"2022-07-26T13:11:00.000","2022-07-26T13:11:00.000","2022-07-11T00:00:00.000","Transfer","Partner","Dog","Intact Male","2 weeks","Labrador Retriever","Chocolate"
"A861216","*June Bug","2022-07-26T13:10:00.000","2022-07-26T13:10:00.000","2020-07-09T00:00:00.000","Transfer","Partner","Dog","Intact Female","2 years","Labrador Retriever Mix","Brown"
"A861535",,"2022-07-26T13:10:00.000","2022-07-26T13:10:00.000","2022-07-11T00:00:00.000","Transfer","Partner","Dog","Intact Female","2 weeks","Labrador Retriever","White"
"A862183","Dennis","2022-07-26T11:31:00.000","2022-07-26T11:31:00.000","2020-07-22T00:00:00.000","Transfer","Partner","Dog","Intact Male","2 years","Dachshund Mix","Brown Brindle/White"
"A860761","*Duvalin","2022-07-26T11:15:00.000","2022-07-26T11:15:00.000","2022-04-03T00:00:00.000","Adoption",,"Cat","Neutered Male","3 months","Domestic Shorthair","Brown Tabby/White"
"A862120",,"2022-07-26T11:14:00.000","2022-07-26T11:14:00.000","2021-07-22T00:00:00.000","Euthanasia","Rabies Risk","Other","Unknown","1 year","Raccoon","Brown/Black"
"A862345","A862345","2022-07-26T10:31:00.000","2022-07-26T10:31:00.000","2017-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Male","5 years","Yorkshire Terrier","Black"
"A862338",,"2022-07-26T10:30:00.000","2022-07-26T10:30:00.000","2022-04-25T00:00:00.000","Transfer","Out State","Dog","Intact Female","3 months","Yorkshire Terrier","Black"
"A862337","*Saving Paws 3","2022-07-26T10:29:00.000","2022-07-26T10:29:00.000","2022-03-26T00:00:00.000","Transfer","Out State","Dog","Intact Female","4 months","Yorkshire Terrier","Cream"
"A862342","Snoopy","2022-07-26T10:29:00.000","2022-07-26T10:29:00.000","2021-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Male","1 year","Yorkshire Terrier","Black"
"A862334","*Saving Paws 4","2022-07-26T10:29:00.000","2022-07-26T10:29:00.000","2019-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Male","3 years","Yorkshire Terrier","Tan"
"A862193","Guerra","2022-07-26T10:29:00.000","2022-07-26T10:29:00.000","2017-07-22T00:00:00.000","Transfer","Out State","Dog","Intact Female","5 years","Yorkshire Terrier","Tan"
"A862347","*Saving Paws 5","2022-07-26T10:28:00.000","2022-07-26T10:28:00.000","2019-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Male","3 years","Yorkshire Terrier","Tan"
"A862346","*Saving Paws 6","2022-07-26T10:28:00.000","2022-07-26T10:28:00.000","2019-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Male","3 years","Yorkshire Terrier","Black"
"A862343","*Saving Paws 2","2022-07-26T10:28:00.000","2022-07-26T10:28:00.000","2021-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Female","1 year","Yorkshire Terrier","Black"
"A862327","*Saving Paws 1","2022-07-26T10:28:00.000","2022-07-26T10:28:00.000","2021-01-24T00:00:00.000","Transfer","Out State","Dog","Intact Female","1 year","Yorkshire Terrier","Gray/Tan"
"A862341","*Northwoods 1","2022-07-26T10:27:00.000","2022-07-26T10:27:00.000","2021-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Female","1 year","Yorkshire Terrier","Tan"
"A862308","*Northwoods 9","2022-07-26T10:27:00.000","2022-07-26T10:27:00.000","2022-04-24T00:00:00.000","Transfer","Out State","Dog","Intact Male","3 months","Yorkshire Terrier","Tan"
"A862336","*Northwoods 2","2022-07-26T10:26:00.000","2022-07-26T10:26:00.000","2020-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Male","2 years","Yorkshire Terrier","Tan"
"A862322","*Northwoods 7","2022-07-26T10:26:00.000","2022-07-26T10:26:00.000","2022-03-09T00:00:00.000","Transfer","Out State","Dog","Intact Male","4 months","Yorkshire Terrier","Tricolor"
"A862335","*Northwoods 10","2022-07-26T10:26:00.000","2022-07-26T10:26:00.000","2018-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Female","4 years","Yorkshire Terrier","Brown"
"A862332","*Northwoods 3","2022-07-26T10:23:00.000","2022-07-26T10:23:00.000","2016-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Female","6 years","Yorkshire Terrier","Tan"
"A862328","*Northwoods 5","2022-07-26T10:23:00.000","2022-07-26T10:23:00.000","2019-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Female","3 years","Yorkshire Terrier","Tan"
"A862329","*Northwoods 4","2022-07-26T10:23:00.000","2022-07-26T10:23:00.000","2015-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Male","7 years","Bichon Frise Mix","White"
"A862325","*Northwoods 6","2022-07-26T10:22:00.000","2022-07-26T10:22:00.000","2020-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Male","2 years","Yorkshire Terrier","Gray/Cream"
"A862344","A862344","2022-07-26T10:21:00.000","2022-07-26T10:21:00.000","2021-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Male","1 year","Yorkshire Terrier","Black"
"A862348",,"2022-07-26T10:21:00.000","2022-07-26T10:21:00.000","2018-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Male","4 years","Yorkshire Terrier","Tan"
"A862339",,"2022-07-26T10:20:00.000","2022-07-26T10:20:00.000","2022-04-25T00:00:00.000","Transfer","Out State","Dog","Intact Female","3 months","Yorkshire Terrier","Black"
"A862201","*Sw 1","2022-07-26T10:20:00.000","2022-07-26T10:20:00.000","2022-05-12T00:00:00.000","Transfer","Out State","Dog","Intact Male","2 months","Yorkshire Terrier","Tan"
"A862323","*Sw 3","2022-07-26T10:20:00.000","2022-07-26T10:20:00.000","2021-07-27T00:00:00.000","Transfer","Out State","Dog","Intact Female","11 months","Yorkshire Terrier","Tan"
"A862321","*Sw 4","2022-07-26T10:20:00.000","2022-07-26T10:20:00.000","2020-08-02T00:00:00.000","Transfer","Out State","Dog","Intact Female","1 year","Yorkshire Terrier","Black/Brown"
"A862333","A862333","2022-07-26T10:19:00.000","2022-07-26T10:19:00.000","2017-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Male","5 years","Yorkshire Terrier","Black"
"A862330","Chongo","2022-07-26T10:19:00.000","2022-07-26T10:19:00.000","2017-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Male","5 years","Chihuahua Shorthair","Black/Brown"
"A862324","*Sw 5","2022-07-26T10:18:00.000","2022-07-26T10:18:00.000","2018-07-27T00:00:00.000","Transfer","Out State","Dog","Intact Female","4 years","Yorkshire Terrier","Gray/Cream"
"A862326","*Sw 2","2022-07-26T10:18:00.000","2022-07-26T10:18:00.000","2018-07-24T00:00:00.000","Transfer","Out State","Dog","Intact Female","4 years","Yorkshire Terrier","Tan"
"A862310","*Northwoods 8","2022-07-26T09:49:00.000","2022-07-26T09:49:00.000","2022-04-24T00:00:00.000","Transfer","Out State","Dog","Intact Male","3 months","Yorkshire Terrier","Black/Cream"
"A860507","*Blanche","2022-07-25T19:38:00.000","2022-07-25T19:38:00.000","2017-06-29T00:00:00.000","Adoption",,"Dog","Intact Female","5 years","German Shepherd Mix","Black/Tan"
"A860613","*Rafael","2022-07-25T19:32:00.000","2022-07-25T19:32:00.000","2022-04-15T00:00:00.000","Adoption",,"Dog","Neutered Male","3 months","American Bulldog Mix","White/Brown Brindle"
"A860017","*Ned","2022-07-25T19:30:00.000","2022-07-25T19:30:00.000","2020-06-22T00:00:00.000","Adoption",,"Cat","Neutered Male","2 years","Domestic Shorthair","Orange/White"
"A829061","Luna","2022-07-25T18:55:00.000","2022-07-25T18:55:00.000","2018-02-01T00:00:00.000","Adoption","Foster","Dog","Spayed Female","4 years","Pit Bull Mix","Brown Brindle/White"
"A861393","Kale","2022-07-25T18:51:00.000","2022-07-25T18:51:00.000","2021-07-12T00:00:00.000","Adoption",,"Dog","Spayed Female","1 year","Basset Hound","Brown/Black"
"A854243","*Dutton","2022-07-25T18:49:00.000","2022-07-25T18:49:00.000","2020-04-01T00:00:00.000","Adoption","Foster","Dog","Neutered Male","2 years","Chihuahua Shorthair Mix","Black/Brown"
"A860390","*Ice","2022-07-25T18:43:00.000","2022-07-25T18:43:00.000","2022-05-27T00:00:00.000","Adoption",,"Cat","Spayed Female","1 month","Siamese Mix","Flame Point"
"A861311","*Allie","2022-07-25T18:38:00.000","2022-07-25T18:38:00.000","2020-07-11T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","German Shepherd","Black/Tan"
"A831927","Minnie","2022-07-25T18:29:00.000","2022-07-25T18:29:00.000","2018-04-05T00:00:00.000","Adoption",,"Dog","Spayed Female","4 years","Basset Hound Mix","Brown/White"
"A862202",,"2022-07-25T18:22:00.000","2022-07-25T18:22:00.000","2022-05-12T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Yorkshire Terrier","Tan"
"A861965",,"2022-07-25T18:15:00.000","2022-07-25T18:15:00.000","2022-05-20T00:00:00.000","Adoption",,"Dog","Spayed Female","2 months","Pit Bull Mix","Brown/White"
"A861783","*Layla","2022-07-25T18:13:00.000","2022-07-25T18:13:00.000","2022-01-18T00:00:00.000","Adoption",,"Dog","Spayed Female","6 months","Border Collie","Black/White"
"A861734","Ko","2022-07-25T18:06:00.000","2022-07-25T18:06:00.000","2022-02-11T00:00:00.000","Adoption",,"Dog","Spayed Female","5 months","Pit Bull","White/Black"
"A862203",,"2022-07-25T18:01:00.000","2022-07-25T18:01:00.000","2021-12-22T00:00:00.000","Adoption",,"Dog","Neutered Male","7 months","Yorkshire Terrier","Blue/White"
"A860983","*Armando","2022-07-25T18:00:00.000","2022-07-25T18:00:00.000","2022-04-21T00:00:00.000","Adoption",,"Dog","Intact Male","3 months","Anatol Shepherd/Black Mouth Cur","Brown/White"
"A861845","Maeve","2022-07-25T17:50:00.000","2022-07-25T17:50:00.000","2022-01-18T00:00:00.000","Adoption",,"Cat","Spayed Female","6 months","Domestic Shorthair","Brown Tabby"
"A861864","A861864","2022-07-25T17:42:00.000","2022-07-25T17:42:00.000","2022-05-04T00:00:00.000","Adoption",,"Cat","Spayed Female","2 months","Domestic Shorthair","Black/White"
"A862194",,"2022-07-25T17:29:00.000","2022-07-25T17:29:00.000","2022-05-12T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Yorkshire Terrier","Black/Tan"
"A861969","A861969","2022-07-25T17:19:00.000","2022-07-25T17:19:00.000","2022-05-10T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Chihuahua Shorthair Mix","Black/White"
"A861771","Merlin","2022-07-25T17:09:00.000","2022-07-25T17:09:00.000","2018-07-18T00:00:00.000","Rto-Adopt",,"Cat","Neutered Male","4 years","Domestic Shorthair","Black Tabby/Brown"
"A862199","Banjo","2022-07-25T17:04:00.000","2022-07-25T17:04:00.000","2022-05-12T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Yorkshire Terrier","Black/White"
"A862196",,"2022-07-25T16:46:00.000","2022-07-25T16:46:00.000","2021-12-22T00:00:00.000","Adoption",,"Dog","Neutered Male","7 months","Yorkshire Terrier","Black"
"A862195","Lily Grace","2022-07-25T16:39:00.000","2022-07-25T16:39:00.000","2021-12-22T00:00:00.000","Adoption",,"Dog","Spayed Female","7 months","Yorkshire Terrier","Black/Tan"
"A861960",,"2022-07-25T16:34:00.000","2022-07-25T16:34:00.000","2022-05-10T00:00:00.000","Adoption",,"Dog","Neutered Male","2 months","Doberman Pinsch/Pit Bull","Black/Black Brindle"
"A857989","*Trudy","2022-07-25T16:27:00.000","2022-07-25T16:27:00.000","2022-04-21T00:00:00.000","Adoption",,"Cat","Spayed Female","3 months","Domestic Shorthair","Black"
"A859654","*Tango","2022-07-25T16:27:00.000","2022-07-25T16:27:00.000","2022-01-29T00:00:00.000","Adoption",,"Dog","Neutered Male","5 months","Labrador Retriever Mix","Brown/Black"
"A861192","A861192","2022-07-25T16:21:00.000","2022-07-25T16:21:00.000","2022-04-24T00:00:00.000","Adoption",,"Cat","Neutered Male","3 months","Domestic Shorthair Mix","Brown Tabby"
"A862198",,"2022-07-25T15:58:00.000","2022-07-25T15:58:00.000","2022-05-12T00:00:00.000","Adoption",,"Dog","Spayed Female","2 months","Yorkshire Terrier","Black"
"A861555",,"2022-07-25T15:49:00.000","2022-07-25T15:49:00.000","2022-04-14T00:00:00.000","Adoption",,"Cat","Neutered Male","3 months","Domestic Shorthair","Blue"
"A862167","A862167","2022-07-25T15:12:00.000","2022-07-25T15:12:00.000","2022-03-22T00:00:00.000","Transfer","Snr","Cat","Intact Female","4 months","Domestic Shorthair Mix","Blue Tabby"
"A698663","Zeus","2022-07-25T13:43:00.000","2022-07-25T13:43:00.000","2014-12-15T00:00:00.000","Return to Owner",,"Dog","Neutered Male","7 years","Labrador Retriever","Yellow"
"A862003","Bubbles","2022-07-25T12:51:00.000","2022-07-25T12:51:00.000","2020-07-20T00:00:00.000","Adoption",,"Cat","Neutered Male","2 years","Maine Coon Mix","Blue Tabby/White"
"A840958","Rocky","2022-07-25T12:33:00.000","2022-07-25T12:33:00.000","2014-08-19T00:00:00.000","Return to Owner",,"Dog","Neutered Male","7 years","Labrador Retriever/Border Collie","Black/White"
"A862280","Ashley (Ash)","2022-07-25T12:26:00.000","2022-07-25T12:26:00.000","2021-07-23T00:00:00.000","Return to Owner",,"Dog","Intact Female","1 year","Belgian Malinois","Brown/Black"
"A861988","A861988","2022-07-25T11:43:00.000","2022-07-25T11:43:00.000","2020-07-20T00:00:00.000","Transfer","Partner","Dog","Intact Female","2 years","Pbgv Mix","Buff"
"A862331","A862331","2022-07-25T11:43:00.000","2022-07-25T11:43:00.000","2017-07-24T00:00:00.000","Transfer","Partner","Dog","Intact Female","5 years","Yorkshire Terrier","Black"
"A862089","Ella","2022-07-25T11:16:00.000","2022-07-25T11:16:00.000","2020-07-21T00:00:00.000","Return to Owner",,"Dog","Intact Female","2 years","Miniature Schnauzer Mix","Black/Tan"
"A862362",,"2022-07-25T11:05:00.000","2022-07-25T11:05:00.000","2021-09-25T00:00:00.000","Euthanasia","Suffering","Other","Unknown","9 months","Skunk","Black"
"A861541",,"2022-07-25T10:50:00.000","2022-07-25T10:50:00.000","2022-07-11T00:00:00.000","Died","In Kennel","Dog","Intact Female","2 weeks","Labrador Retriever","Chocolate"
"A859044","Girlie","2022-07-25T09:41:00.000","2022-07-25T09:41:00.000","2021-11-08T00:00:00.000","Adoption",,"Cat","Spayed Female","8 months","Domestic Shorthair","Black"
"A857362","*Angel","2022-07-25T09:08:00.000","2022-07-25T09:08:00.000","2021-05-16T00:00:00.000","Transfer","Snr","Cat","Intact Female","1 year","Domestic Shorthair Mix","Black/White"
"A862166","A862166","2022-07-25T09:07:00.000","2022-07-25T09:07:00.000","2022-03-22T00:00:00.000","Transfer","Snr","Cat","Intact Male","4 months","Domestic Shorthair Mix","White/Brown Tabby"
"A862100",,"2022-07-25T09:07:00.000","2022-07-25T09:07:00.000","2020-07-21T00:00:00.000","Transfer","Snr","Cat","Unknown","2 years","Domestic Shorthair","Blue/White"
"A862165","Maddie","2022-07-25T09:06:00.000","2022-07-25T09:06:00.000","2020-07-22T00:00:00.000","Transfer","Snr","Cat","Intact Female","2 years","Domestic Shorthair Mix","Blue Tabby"
"A862304",,"2022-07-25T08:27:00.000","2022-07-25T08:27:00.000","2021-07-24T00:00:00.000","Euthanasia","Suffering","Other","Unknown","1 year","Raccoon","Brown/Black"
"A862218",,"2022-07-25T08:06:00.000","2022-07-25T08:06:00.000","2021-07-22T00:00:00.000","Euthanasia","Rabies Risk","Other","Unknown","1 year","Bat","Brown"
"A862189",,"2022-07-25T06:38:00.000","2022-07-25T06:38:00.000","2022-07-22T00:00:00.000","Died","In Foster","Dog","Unknown","3 days","Yorkshire Terrier","Tan"
"A862188",,"2022-07-25T06:37:00.000","2022-07-25T06:37:00.000","2022-07-22T00:00:00.000","Died","In Foster","Dog","Unknown","3 days","Yorkshire Terrier","Tan"
"A838266","Raja","2022-07-25T00:00:00.000","2022-07-25T00:00:00.000","2006-07-06T00:00:00.000","Euthanasia","At Vet","Dog","Spayed Female","16 years","Siberian Husky Mix","Black/White"
"A861494","A861494","2022-07-24T15:25:00.000","2022-07-24T15:25:00.000","2022-06-01T00:00:00.000","Transfer","Partner","Cat","Intact Male","1 month","Domestic Shorthair","Brown Tabby/White"
"A862295","Jelly","2022-07-24T15:23:00.000","2022-07-24T15:23:00.000","2020-07-24T00:00:00.000","Transfer","Partner","Cat","Neutered Male","2 years","Manx","Cream Tabby/White"
"A861667","Lil Bit","2022-07-24T12:00:00.000","2022-07-24T12:00:00.000","2017-07-15T00:00:00.000","Adoption",,"Cat","Spayed Female","5 years","Domestic Shorthair","Tortie"
"A861964",,"2022-07-24T11:41:00.000","2022-07-24T11:41:00.000","2022-06-07T00:00:00.000","Died","In Kennel","Cat","Intact Female","1 month","Domestic Shorthair","Black"
"A860335",,"2022-07-24T05:37:00.000","2022-07-24T05:37:00.000","2022-05-16T00:00:00.000","Adoption","Foster","Dog","Spayed Female","2 months","Labrador Retriever","Brown/Black"
"A858283","*Ginger","2022-07-24T05:32:00.000","2022-07-24T05:32:00.000","2022-04-27T00:00:00.000","Adoption","Foster","Cat","Neutered Male","2 months","Domestic Shorthair Mix","Orange Tabby/White"
"A856329","*Lark","2022-07-24T05:29:00.000","2022-07-24T05:29:00.000","2022-04-30T00:00:00.000","Adoption","Foster","Dog","Spayed Female","2 months","Labrador Retriever Mix","Chocolate/Tan"
"A648493","Swiper","2022-07-24T05:25:00.000","2022-07-24T05:25:00.000","2011-02-27T00:00:00.000","Adoption","Foster","Dog","Neutered Male","11 years","Pit Bull Mix","White/Brown"
"A859137","*Shirley","2022-07-24T05:22:00.000","2022-07-24T05:22:00.000","2022-04-24T00:00:00.000","Adoption","Foster","Dog","Spayed Female","2 months","Jack Russell Terrier/Chihuahua Shorthair","Tricolor"
"A859138","*Laverne","2022-07-24T05:18:00.000","2022-07-24T05:18:00.000","2022-04-24T00:00:00.000","Adoption","Foster","Dog","Spayed Female","2 months","Jack Russell Terrier/Chihuahua Shorthair","Tricolor"
"A858783","*Plum","2022-07-23T19:13:00.000","2022-07-23T19:13:00.000","2020-06-03T00:00:00.000","Adoption",,"Dog","Spayed Female","2 years","Pit Bull","Blue/White"
"A860649","*Quatro","2022-07-23T18:33:00.000","2022-07-23T18:33:00.000","2022-05-11T00:00:00.000","Adoption",,"Cat","Intact Male","2 months","Domestic Shorthair","Orange Tabby"
"A860711","*Tres","2022-07-23T18:33:00.000","2022-07-23T18:33:00.000","2022-05-11T00:00:00.000","Adoption",,"Cat","Intact Female","2 months","Domestic Shorthair","Tortie"
"A860069","Rick","2022-07-23T18:17:00.000","2022-07-23T18:17:00.000","2020-06-22T00:00:00.000","Adoption",,"Dog","Neutered Male","2 years","Labrador Retriever Mix","Black/White"
"A861314",,"2022-07-23T17:53:00.000","2022-07-23T17:53:00.000","2022-04-20T00:00:00.000","Adoption",,"Cat","Neutered Male","3 months","Domestic Shorthair","Brown Tabby/White"
"A859970","*Mcshane","2022-07-23T17:15:00.000","2022-07-23T17:15:00.000","2021-01-21T00:00:00.000","Adoption",,"Dog","Neutered Male","1 year","Boxer Mix","Tan/Black"
