"naics_code","industry","jobs_2018","earnings_per_job_2018","change_of_earnings_per_job","total_earnings","national_lq_2018","white","black_or_african_american","amer_indian_or_ak_native","asian","hawaiian_or_other_pac_island","hispanic_or_latino","two_or_more_races","male","female","_0_24_age","_25_34_age","_35_44_age","_45_54_age","_55_64_age","_65_99_age","date_reported"
"711410","Agents and managers for artists, athletes, entertainers, and other public figures","616","77597","0.168","47840168","1.44","458","31","2","16","0","103","7","282","334","51","220","130","91","70","55","2019-12-31T00:00:00.000"
"711510","Independent artists, writers, and performers","12067","25361","0.007","306042468","1.78","8543","795","65","320","0","2185","159","6156","5912","954","3990","1725","2113","1829","1457","2019-12-31T00:00:00.000"
"712110","Museums","236","40082","0.046","9470889","0.44","168","7","0","9","0","49","4","89","148","55","79","35","27","19","20","2019-12-31T00:00:00.000"
"712120","Historical sites","10","60060","0.115","640958","0.13","9","0","0","0","0","2","0","4","7","2","4","1","1","0","3","2019-12-31T00:00:00.000"
"722330","Mobile food services *","1511","33041","0.013","49941448","2.19","496","82","6","130","1","786","11","675","836","220","278","278","410","275","50","2019-12-31T00:00:00.000"
"722511","Full-service restaurants *","32703","27569","0.038","901603263","1.13","15795","2824","122","2083","75","11215","589","17163","15541","10680","9404","5494","3482","2083","1559","2019-12-31T00:00:00.000"
"812921","Photofinishing laboratories (except one-hour)","53","25936","0","1379499","0.49","37","1","2","1","1","9","1","15","38","10","12","8","9","8","5","2019-12-31T00:00:00.000"
"813410","Civic and social organizations","2773","40131","0.074","111313843","1.29","1698","230","5","92","3","703","42","1121","1653","710","625","576","392","297","173","2019-12-31T00:00:00.000"
"323111","Commercial printing (except screen and books)","1949","59514","0.009","116011746","0.74","1161","128","4","98","1","536","20","1253","696","107","354","432","526","377","153","2018-12-31T00:00:00.000"
"323113","Commercial screen printing","549","40252","0.023","22113563","0.86","334","35","1","29","0","146","5","358","191","27","99","124","150","106","43","2018-12-31T00:00:00.000"
"323117","Books printing","52","51557","0.149","2695189","0.38","35","3","0","2","0","12","0","34","18","2","7","13","18","10","3","2018-12-31T00:00:00.000"
"323120","Support activities for printing","57","40307","-0.052","2325560","0.29","37","4","0","5","0","12","0","40","18","2","6","14","20","12","5","2018-12-31T00:00:00.000"
"327110","Pottery, ceramics, and plumbing fixture manufacturing","210","50577","-0.03","10663335","1.22","133","6","5","10","0","53","4","149","62","2","15","34","63","82","14","2018-12-31T00:00:00.000"
"327212","Other pressed and blown glass and glassware manufacturing","102","44112","0.386","4503911","0.81","59","9","0","3","0","30","1","59","44","4","25","25","19","21","9","2018-12-31T00:00:00.000"
"332323","Ornamental and architectural metal work manufacturing","237","57995","0.066","13747297","0.75","140","10","0","7","0","77","2","189","48","17","44","50","66","47","14","2018-12-31T00:00:00.000"
"339910","Jewelry and silverware manufacturing","445","93429","-0.003","41649080","1.33","294","14","3","17","2","111","4","272","174","16","83","93","91","106","56","2018-12-31T00:00:00.000"
"339992","Musical instrument manufacturing","141","57942","0.041","8211806","1.14","94","5","1","5","0","36","1","87","54","5","29","30","28","32","17","2018-12-31T00:00:00.000"
"423940","Jewelry, watch, precious stone, and precious metal merchant wholesalers","466","57329","-0.067","26729175","0.91","284","32","2","10","0","135","4","320","146","22","78","144","95","72","54","2018-12-31T00:00:00.000"
"424920","Book, periodical, and newspaper merchant wholesalers","224","28756","-0.004","6443949","0.63","150","12","0","8","0","52","2","139","85","12","45","36","51","46","34","2018-12-31T00:00:00.000"
"443142","Electronic stores","1344","72979","0.019","98137328","1.37","687","106","5","84","1","438","23","893","452","248","415","343","198","107","34","2018-12-31T00:00:00.000"
"448310","Jewelry stores","1329","43095","0.002","57277097","1.10","656","184","2","92","1","370","24","438","891","204","330","276","183","182","154","2018-12-31T00:00:00.000"
"451130","Sewing, needlework, and piece goods stores","652","20432","0.019","13336391","1.10","437","19","2","9","0","179","6","314","338","101","145","116","114","74","102","2018-12-31T00:00:00.000"
"451140","Musical instrument and supplies stores","335","41061","0.026","13773566","1.01","218","17","1","4","0","89","7","216","120","76","70","45","35","69","40","2018-12-31T00:00:00.000"
"451211","Book stores","807","22892","-0.036","18483637","1.19","495","37","1","45","1","199","29","324","483","272","192","106","125","77","36","2018-12-31T00:00:00.000"
"453920","Art dealers","537","35833","0.007","19255966","1.07","336","19","1","11","0","154","17","264","274","60","134","86","98","97","62","2018-12-31T00:00:00.000"
"511110","Newspaper publishers","914","51592","0.019","47205684","0.65","674","42","1","19","1","170","9","512","403","33","186","150","235","226","85","2018-12-31T00:00:00.000"
"511120","Periodical publishers","898","40217","-0.025","36128617","0.97","730","53","1","33","1","71","11","380","518","19","124","215","184","197","160","2018-12-31T00:00:00.000"
"511130","Book publishers","1041","86147","0.007","89724030","1.84","796","53","2","40","2","134","15","476","566","33","219","263","233","192","101","2018-12-31T00:00:00.000"
"511191","Greeting card publishers","0","40083","2.27","30881","0.02","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","2018-12-31T00:00:00.000"
"511199","All other publishers","228","57215","0.265","13058138","2.07","181","13","0","8","0","24","3","99","129","4","41","55","47","48","33","2018-12-31T00:00:00.000"
"512110","Motion picture and video production","2655","75394","0.142","200235779","1.23","1845","169","7","92","7","470","66","1888","768","423","843","603","449","253","84","2018-12-31T00:00:00.000"
"512120","Motion picture and video distribution","17","53135","-0.036","912305","0.28","16","0","0","0","0","2","0","16","2","1","8","4","4","1","0","2018-12-31T00:00:00.000"
"512131","Motion picture theaters (except drive-Ins)","2623","28970","-0.054","75993562","2.52","1682","186","12","105","2","587","49","1675","948","689","762","562","342","183","85","2018-12-31T00:00:00.000"
"512132","Drive-in motion picture theaters *","23","25189","-0.055","588351","1.13","19","1","0","1","0","3","0","19","4","1","10","6","5","2","0","2018-12-31T00:00:00.000"
"512191","Teleproduction and other postproduction services","394","78047","-0.261","30826654","2.07","279","25","1","13","1","67","10","287","108","60","128","88","68","39","12","2018-12-31T00:00:00.000"
"512199","Other motion picture and video industries","21","46397","-0.172","992877","0.69","18","1","0","0","0","2","0","19","2","1","8","5","4","2","0","2018-12-31T00:00:00.000"
"512230","Music publishers","93","66910","0.003","6281402","1.56","72","6","0","2","0","12","2","75","19","6","26","28","17","14","3","2018-12-31T00:00:00.000"
"512240","Sound recording studios","386","23811","0.107","9211631","3.03","284","28","0","7","0","58","10","317","70","37","101","101","66","63","19","2018-12-31T00:00:00.000"
"512250","Record Production and Distribution","65","65987","0.003","4319701","0.90","50","4","0","1","0","9","1","53","13","4","19","20","12","9","2","2018-12-31T00:00:00.000"
"512290","Other sound recording industries","96","35162","0.515","3381542","2.29","73","7","0","1","0","13","2","83","13","7","25","27","17","16","4","2018-12-31T00:00:00.000"
"515111","Radio networks","174","36995","0.101","6444939","0.93","107","28","0","1","0","29","9","142","32","5","37","39","45","38","10","2018-12-31T00:00:00.000"
"515112","Radio stations","601","69963","0.05","42091039","0.93","381","71","1","7","1","118","23","422","180","35","152","136","138","113","28","2018-12-31T00:00:00.000"
"515120","Television broadcasting","722","72175","0.011","52120900","0.70","474","62","2","10","2","154","19","458","264","49","203","165","156","122","28","2018-12-31T00:00:00.000"
"515210","Cable and other subscription programming","21","69848","0.331","1488105","0.05","16","3","0","0","0","3","0","20","2","0","2","5","8","6","1","2018-12-31T00:00:00.000"
"519110","News syndicates","112","91587","0.039","10258309","1.11","79","5","0","8","0","17","3","68","44","10","47","31","14","6","3","2018-12-31T00:00:00.000"
"519120","Libraries and archives","110","36874","0.495","4056468","0.42","73","4","0","8","0","24","1","56","54","28","27","10","17","11","17","2018-12-31T00:00:00.000"
"541420","Industrial design services","347","59943","-0.116","20810064","1.49","239","19","0","14","0","68","7","140","207","12","79","73","96","48","40","2018-12-31T00:00:00.000"
"541430","Graphic design services","2263","45662","0.047","103346495","1.47","1515","132","3","87","0","478","48","851","1412","83","509","431","634","310","296","2018-12-31T00:00:00.000"
"541490","Other specialized design services","464","43001","0.086","19991860","1.71","318","26","1","17","0","94","8","180","285","17","110","93","128","61","56","2018-12-31T00:00:00.000"
"541810","Advertising agencies","3555","83157","0.024","295684382","1.76","2644","158","7","166","3","526","51","1770","1786","375","972","832","660","458","259","2018-12-31T00:00:00.000"
"541921","Photography studios, portrait","2289","24349","0.022","55736176","1.53","1566","126","1","72","5","450","69","857","1432","220","653","582","361","323","150","2018-12-31T00:00:00.000"
"541922","Commercial photography","738","41749","0.038","30817258","1.39","505","41","0","22","1","146","22","276","463","66","214","189","116","105","49","2018-12-31T00:00:00.000"
"611610","Fine arts schools (private)","2476","12210","0.037","30233302","1.30","1867","81","5","180","1","284","58","828","1648","375","541","397","443","374","346","2018-12-31T00:00:00.000"
"711110","Theater companies and dinner theaters","848","24327","0.005","20631419","1.10","630","44","2","20","0","138","13","464","384","69","282","165","136","123","73","2018-12-31T00:00:00.000"
"711120","Dance companies","174","20611","-0.129","3605144","1.09","131","9","0","4","0","28","3","91","83","15","60","30","28","25","17","2018-12-31T00:00:00.000"
"711130","Musical groups and artists","1298","27010","-0.003","35083554","1.62","933","81","6","32","0","229","18","674","625","103","423","205","223","200","145","2018-12-31T00:00:00.000"
"711190","Other performing arts companies","185","28726","-0.027","5342220","1.92","141","9","0","5","0","28","3","105","81","14","65","38","28","26","14","2018-12-31T00:00:00.000"
"711310","Promoters of performing arts, sports, and similar events with facilities","441","30350","0.167","13406953","0.47","318","31","1","9","0","78","4","238","203","53","148","83","67","49","41","2018-12-31T00:00:00.000"
"711320","Promoters of performing arts, sports, and similar events without facilities","813","32642","0.043","26555764","1.24","583","51","3","20","0","146","10","417","397","58","279","132","136","116","92","2018-12-31T00:00:00.000"
"711410","Agents and managers for artists, athletes, entertainers, and other public figures","741","58871","0.048","43633496","1.29","550","39","2","18","0","125","8","348","393","58","263","145","116","90","71","2018-12-31T00:00:00.000"
"711510","Independent artists, writers, and performers","14800","23002","-0.067","340431551","1.63","10459","981","79","388","0","2696","197","7531","7269","1172","4860","2103","2601","2259","1805","2018-12-31T00:00:00.000"
"712110","Museums","258","38540","0.011","9952459","0.36","185","7","0","9","0","53","4","98","160","63","84","37","29","20","26","2018-12-31T00:00:00.000"
"712120","Historical sites","16","55142","0.232","910749","0.15","14","0","0","0","0","2","0","7","10","2","5","2","1","1","6","2018-12-31T00:00:00.000"
"722330","Mobile food services *","1668","32691","0.05","54533172","1.95","543","86","5","145","1","877","11","741","927","241","298","306","463","309","52","2018-12-31T00:00:00.000"
"722511","Full-service restaurants *","44832","25470","0.047","1141861260","1.14","21658","3882","165","2672","98","15546","811","23193","21639","15912","12044","7246","4707","2864","2059","2018-12-31T00:00:00.000"
"812921","Photofinishing laboratories (except one-hour)","85","21768","-0.016","1853562","0.57","63","2","3","1","1","14","2","22","63","16","21","12","16","13","8","2018-12-31T00:00:00.000"
"813410","Civic and social organizations","3604","32633","0.035","117608663","1.21","2224","321","8","110","5","879","57","1373","2231","1046","764","697","496","372","230","2018-12-31T00:00:00.000"
"323111","Commercial printing (except screen and books)","1945","58979","-0.006","114718298","0.74","1172","117","5","72","2","551","26","1259","686","96","423","431","456","398","140","2017-12-31T00:00:00.000"
"323113","Commercial screen printing","522","39346","0.03","20563035","0.83","322","31","1","19","0","143","7","343","179","22","121","118","117","108","37","2017-12-31T00:00:00.000"
"323117","Books printing","53","44875","-0.086","2387938","0.38","37","3","0","1","0","13","0","36","17","2","14","13","11","11","3","2017-12-31T00:00:00.000"
"323120","Support activities for printing","61","42507","-0.103","2631501","0.30","43","2","0","2","0","15","0","45","17","0","18","15","9","16","4","2017-12-31T00:00:00.000"
"327110","Pottery, ceramics, and plumbing fixture manufacturing","237","52119","0.212","12354720","1.47","136","33","3","9","0","56","0","160","77","13","20","25","78","83","19","2017-12-31T00:00:00.000"
"327212","Other pressed and blown glass and glassware manufacturing","61","31838","0.394","1965729","0.48","38","4","0","2","0","18","0","35","27","1","18","14","9","19","1","2017-12-31T00:00:00.000"
"332323","Ornamental and architectural metal work manufacturing","278","54419","0.037","15158042","0.91","162","12","1","9","0","93","2","221","58","21","56","59","69","48","25","2017-12-31T00:00:00.000"
"339910","Jewelry and silverware manufacturing","425","93746","0.154","39884300","1.32","281","13","7","15","1","105","3","265","161","18","90","84","88","95","50","2017-12-31T00:00:00.000"
"339992","Musical instrument manufacturing","135","55661","0.009","7569036","1.17","90","5","1","5","0","34","1","86","50","5","30","29","28","30","15","2017-12-31T00:00:00.000"
"423940","Jewelry, watch, precious stone, and precious metal merchant wholesalers","492","61467","0.207","30252339","0.94","362","13","3","33","0","79","2","314","178","36","128","82","86","95","65","2017-12-31T00:00:00.000"
"424920","Book, periodical, and newspaper merchant wholesalers","237","28868","-0.06","6851110","0.64","150","11","0","20","0","53","5","157","81","18","41","38","54","62","25","2017-12-31T00:00:00.000"
"443142","Electronic stores","1288","71628","0.092","92305856","1.30","662","102","5","87","1","408","23","855","434","239","400","318","190","102","40","2017-12-31T00:00:00.000"
"448310","Jewelry stores","1247","43014","0.036","53645808","1.05","579","123","3","91","1","429","22","534","713","196","303","253","236","195","65","2017-12-31T00:00:00.000"
"451130","Sewing, needlework, and piece goods stores","618","20050","0.013","12394179","1.05","276","32","0","6","0","298","6","348","270","116","73","92","144","131","62","2017-12-31T00:00:00.000"
"451140","Musical instrument and supplies stores","337","40006","-0.005","13519779","1.04","236","14","1","6","0","74","6","209","129","84","61","59","40","41","53","2017-12-31T00:00:00.000"
"451211","Book stores","828","23736","-0.021","19663032","1.18","553","42","1","37","1","179","16","323","505","260","191","133","93","97","54","2017-12-31T00:00:00.000"
"453920","Art dealers","524","35579","0.054","18664315","1.05","293","32","1","10","0","178","12","237","288","97","124","100","74","75","53","2017-12-31T00:00:00.000"
"511110","Newspaper publishers","1038","50629","-0.097","52594983","0.69","712","64","1","22","1","228","11","556","482","52","196","245","190","260","95","2017-12-31T00:00:00.000"
"511120","Periodical publishers","955","41266","-0.106","39410346","1.01","758","45","1","32","1","102","17","389","566","29","161","186","232","152","195","2017-12-31T00:00:00.000"
"511130","Book publishers","1026","85562","0.001","87854468","1.81","781","47","2","38","1","141","17","461","566","36","225","239","248","163","116","2017-12-31T00:00:00.000"
"511191","Greeting card publishers","2","12256","-0.648","26916","0.06","2","0","0","0","0","0","0","1","1","0","1","1","1","0","0","2017-12-31T00:00:00.000"
"511199","All other publishers","396","45218","-0.153","17907094","3.42","303","18","1","14","0","54","6","177","219","12","88","91","95","63","46","2017-12-31T00:00:00.000"
"512110","Motion picture and video production","2669","66014","-0.073","176194840","1.19","1717","225","8","120","2","548","48","1791","878","507","705","598","455","328","75","2017-12-31T00:00:00.000"
"512120","Motion picture and video distribution","17","55101","0.836","966552","0.29","13","1","0","0","0","3","0","14","3","1","6","4","4","3","0","2017-12-31T00:00:00.000"
"512131","Motion picture theaters (except drive-Ins)","2230","30611","0.072","68277095","2.20","1424","162","10","90","2","502","41","1415","815","605","635","473","289","160","70","2017-12-31T00:00:00.000"
"512132","Drive-in motion picture theaters *","18","26650","-0.475","499105","0.93","14","2","0","0","0","4","0","14","4","2","6","5","4","3","0","2017-12-31T00:00:00.000"
"512191","Teleproduction and other postproduction services","567","105638","0.33","59961315","3.09","368","46","2","26","0","116","10","382","186","102","156","132","95","66","16","2017-12-31T00:00:00.000"
"512199","Other motion picture and video industries","22","56017","-0.276","1248711","0.79","16","2","0","0","0","4","0","17","5","3","6","4","5","3","0","2017-12-31T00:00:00.000"
"512230","Music publishers","92","66697","0.089","6148259","1.57","68","6","0","2","0","9","6","72","20","5","33","25","15","11","3","2017-12-31T00:00:00.000"
"512240","Sound recording studios","403","21509","-0.33","8671738","3.20","280","33","0","9","0","46","36","319","84","30","142","95","66","53","16","2017-12-31T00:00:00.000"
"512250","Record Production and Distribution","63","65803","-0.021","4150188","0.86","46","4","0","1","0","7","4","49","14","3","24","18","10","7","1","2017-12-31T00:00:00.000"
"512290","Other sound recording industries","92","23211","-0.389","2138063","2.44","65","8","0","1","0","9","9","78","14","6","34","22","15","12","3","2017-12-31T00:00:00.000"
"515111","Radio networks","139","33595","-0.13","4674320","0.73","106","15","0","3","0","15","1","111","28","11","20","31","29","33","16","2017-12-31T00:00:00.000"
"515112","Radio stations","601","66620","-0.05","40051214","0.92","421","50","1","11","1","108","9","407","194","51","138","134","122","115","41","2017-12-31T00:00:00.000"
"515120","Television broadcasting","801","71359","-0.054","57207475","0.79","544","58","2","12","2","168","15","499","303","61","221","184","164","135","36","2017-12-31T00:00:00.000"
"515210","Cable and other subscription programming","49","52495","-0.327","2597886","0.12","37","4","0","1","0","8","0","41","8","0","6","11","16","13","4","2017-12-31T00:00:00.000"
"519110","News syndicates","73","88185","0.097","6452323","0.72","53","3","0","5","0","10","2","41","32","7","32","19","9","3","2","2017-12-31T00:00:00.000"
"519120","Libraries and archives","106","24672","-0.08","2629024","0.43","76","16","2","1","0","12","0","55","51","12","25","22","20","19","9","2017-12-31T00:00:00.000"
"541420","Industrial design services","390","67843","-0.045","26517930","1.79","265","7","1","13","0","98","7","173","218","24","102","88","98","57","22","2017-12-31T00:00:00.000"
"541430","Graphic design services","2208","43606","0.135","96322649","1.47","1435","33","14","54","0","628","45","901","1308","155","565","446","571","325","147","2017-12-31T00:00:00.000"
"541490","Other specialized design services","441","39591","-0.064","17492930","1.66","294","7","3","11","0","120","8","181","261","27","118","92","113","63","28","2017-12-31T00:00:00.000"
"541810","Advertising agencies","3471","81205","0.011","281890334","1.76","2530","110","7","212","3","523","86","1529","1943","265","972","867","696","423","249","2017-12-31T00:00:00.000"
"541921","Photography studios, portrait","2237","23835","0.134","53340216","1.52","1275","44","20","83","0","774","42","776","1462","253","503","577","448","299","157","2017-12-31T00:00:00.000"
"541922","Commercial photography","701","40227","0.194","28231103","1.35","393","13","6","25","0","252","13","239","463","75","155","185","143","94","50","2017-12-31T00:00:00.000"
"611610","Fine arts schools (private)","2407","11775","0.029","28350135","1.30","1673","210","8","188","0","262","67","622","1786","380","524","409","501","287","307","2017-12-31T00:00:00.000"
"711110","Theater companies and dinner theaters","838","24218","0.053","20306440","1.13","643","40","1","14","0","121","20","502","336","64","239","202","140","126","67","2017-12-31T00:00:00.000"
"711120","Dance companies","192","23653","0.064","4560255","1.27","150","9","0","3","0","26","4","119","74","14","54","48","33","29","15","2017-12-31T00:00:00.000"
"711130","Musical groups and artists","1264","27098","0.258","34260646","1.63","963","70","1","14","0","181","36","770","494","91","299","303","233","206","132","2017-12-31T00:00:00.000"
"711190","Other performing arts companies","156","29524","0.135","4629737","1.64","122","7","0","3","0","21","3","96","60","11","47","39","26","23","11","2017-12-31T00:00:00.000"
"711310","Promoters of performing arts, sports, and similar events with facilities","629","26018","0.067","16382263","0.71","446","52","0","9","0","111","12","380","250","85","181","144","95","72","53","2017-12-31T00:00:00.000"
"711320","Promoters of performing arts, sports, and similar events without facilities","807","31282","0.098","25271993","1.32","616","45","0","8","0","117","21","493","315","51","204","202","145","121","84","2017-12-31T00:00:00.000"
"711410","Agents and managers for artists, athletes, entertainers, and other public figures","726","56152","0.106","40795129","1.29","566","34","0","9","0","102","16","397","329","52","200","196","121","93","64","2017-12-31T00:00:00.000"
"711510","Independent artists, writers, and performers","14401","24652","0.115","355035714","1.64","10939","839","5","134","0","2045","440","8868","5534","1019","3194","3458","2750","2352","1629","2017-12-31T00:00:00.000"
"712110","Museums","250","38123","0.087","9557229","0.36","180","8","0","8","0","51","4","90","160","58","79","41","26","29","18","2017-12-31T00:00:00.000"
