"incidentnumber","calendaryear","month","incdate","call_type","problem","responsearea","jurisdiction","prioritydescription","council_district","location"
"20140129","2020","Dec","2020-12-31T00:00:00.000","Fire","TRASH - Trash Fire","00-1104","AFD","3F","5","POINT (-97.757114 30.260616)"
"19144699","2019","Dec","2019-12-26T00:00:00.000","Fire","TRASH - Trash Fire","00-2606","AFD","3F","1","POINT (-97.645568 30.279944)"
"18003543","2018","Jan","2018-01-09T00:00:00.000","Fire","TRASH - Trash Fire","04-2303","AFD","3F","-","POINT (-97.654383 30.333085)"
"21081123","2021","May","2021-05-31T00:00:00.000","Fire","TRASH - Trash Fire","00-0807","AFD","3F","10","POINT (-97.746516 30.394147)"
"21181396","2021","Dec","2021-12-29T00:00:00.000","Fire","ELEC - Electrical Fire","00-2903","AFD","3F","5","POINT (-97.826619 30.182007)"
"18020851","2018","Feb","2018-02-27T00:00:00.000","Fire","BOX -Structure Fire","00-3005","AFD","1F","4","POINT (-97.691617 30.370851)"
"20123986","2020","Nov","2020-11-19T00:00:00.000","Fire","AUTO - Auto Fire","00-2402","AFD","2F","2","POINT (-97.732332 30.193348)"
"20127392","2020","Nov","2020-11-28T00:00:00.000","Fire","TRASH - Trash Fire","00-2402","AFD","3F","2","POINT (-97.763657 30.198195)"
"18067589","2018","Jul","2018-07-03T00:00:00.000","Fire","ELEC - Electrical Fire","00-3105","AFD","3F","10","POINT (-97.810606 30.34555)"
"19105179","2019","Sep","2019-09-21T00:00:00.000","Fire","BOX -Structure Fire","00-1603","AFD","1F","4","POINT (-97.70463 30.332794)"
"18056561","2018","Jun","2018-06-04T00:00:00.000","Fire","BOXL- Structure Fire","00-0202","AFD","1F","9","POINT (-97.746936 30.280102)"
"19088254","2019","Aug","2019-08-13T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3005","AFD","3F","4","POINT (-97.683936 30.365329)"
"21019879","2021","Feb","2021-02-14T00:00:00.000","Fire","ELEC - Electrical Fire","00-2206","AFD","3F","3","POINT (-97.701706 30.215211)"
"20000898","2020","Jan","2020-01-02T00:00:00.000","Fire","ELEC - Electrical Fire","00-0801","AFD","3F","4","POINT (-97.712344 30.372032)"
"20122548","2020","Nov","2020-11-16T00:00:00.000","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","POINT (-97.744488 30.270575)"
"20136017","2020","Dec","2020-12-20T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-1707","AFD","4F","3","POINT (-97.751186 30.225385)"
"21015406","2021","Feb","2021-02-06T00:00:00.000","Fire","BOXS - Still Box Alarm","00-2202","AFD","1F","9","POINT (-97.737741 30.232667)"
"21171295","2021","Dec","2021-12-06T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-2403","AFD","4F","2","POINT (-97.76531 30.19278)"
"20084200","2020","Aug","2020-08-08T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-3606","AFD","4F","2","POINT (-97.789534 30.197798)"
"18085483","2018","Aug","2018-08-20T00:00:00.000","Fire","GRASS - Small Grass Fire","00-4608","AFD","3F","5","POINT (-97.832506 30.159123)"
"18077281","2018","Jul","2018-07-28T00:00:00.000","Fire","MIDRISE - Structure Fire","00-0101","AFD","1F","1","POINT (-97.731079 30.268667)"
"20120310","2020","Nov","2020-11-10T00:00:00.000","Fire","BOXL- Structure Fire","00-1804","AFD","1F","4","POINT (-97.699147 30.333089)"
"19135506","2019","Dec","2019-12-03T00:00:00.000","Fire","TRASH - Trash Fire","00-1702","AFD","3F","3","POINT (-97.778593 30.212699)"
"18021984","2018","Mar","2018-03-02T00:00:00.000","Fire","TRASH - Trash Fire","00-1201","AFD","3F","10","POINT (-97.754823 30.321235)"
"18125108","2018","Dec","2018-12-03T00:00:00.000","Fire","AUTO - Auto Fire","00-0801","AFD","2F","4","POINT (-97.715597 30.371971)"
"20120646","2020","Nov","2020-11-11T00:00:00.000","Fire","BOX -Structure Fire","00-2206","AFD","1F","3","POINT (-97.702592 30.214932)"
"19031557","2019","Mar","2019-03-26T00:00:00.000","Fire","TRASH - Trash Fire","00-1002","AFD","3F","10","POINT (-97.765281 30.2969)"
"21085466","2021","Jun","2021-06-09T00:00:00.000","Fire","AUTO - Auto Fire","00-0801","AFD","2F","4","POINT (-97.721395 30.371289)"
"20066550","2020","Jun","2020-06-24T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-3701","AFD","4F","8","POINT (-97.862839 30.243428)"
"19007143","2019","Jan","2019-01-20T00:00:00.000","Fire","TRASH - Trash Fire","00-3606","AFD","3F","2","POINT (-97.790408 30.192052)"
"19120293","2019","Oct","2019-10-27T00:00:00.000","Fire","TRASH - Trash Fire","00-3001","AFD","3F","4","POINT (-97.693125 30.369967)"
"21052972","2021","Mar","2021-03-30T00:00:00.000","Fire","TRASH - Trash Fire","00-0203","AFD","3F","1","POINT (-97.728438 30.274622)"
"18080271","2018","Aug","2018-08-05T00:00:00.000","Fire","TRASH - Trash Fire","00-2801","AFD","3F","7","POINT (-97.677784 30.412459)"
"18126702","2018","Dec","2018-12-07T00:00:00.000","Fire","BOX -Structure Fire","00-3204","AFD","1F","8","POINT (-97.797386 30.256691)"
"19120073","2019","Oct","2019-10-27T00:00:00.000","Fire","ELEC - Electrical Fire","00-4209","AFD","3F","2","POINT (-97.617948 30.169673)"
"21001638","2021","Jan","2021-01-05T00:00:00.000","Fire","TRASH - Trash Fire","00-1708","AFD","3F","3","POINT (-97.756068 30.218414)"
"19006793","2019","Jan","2019-01-19T00:00:00.000","Fire","BRSHL - Brush Alarm / Light","00-3301","AFD","2F","10","POINT (-97.767609 30.384616)"
"18017270","2018","Feb","2018-02-17T00:00:00.000","Fire","ELEC - Electrical Fire","00-2807","AFD","3F","6","POINT (-97.731763 30.434316)"
"19028037","2019","Mar","2019-03-17T00:00:00.000","Fire","BOX -Structure Fire","00-3005","AFD","1F","4","POINT (-97.686135 30.365143)"
"19036967","2019","Apr","2019-04-09T00:00:00.000","Fire","TRASH - Trash Fire","00-2202","AFD","3F","3","POINT (-97.72828 30.241779)"
"21088324","2021","Jun","2021-06-15T00:00:00.000","Fire","TRASH - Trash Fire","00-4204","AFD","3F","2","POINT (-97.665212 30.202181)"
"21148118","2021","Oct","2021-10-16T00:00:00.000","Fire","TRASH - Trash Fire","00-2301","AFD","3F","4","POINT (-97.681481 30.354111)"
"21143808","2021","Oct","2021-10-06T00:00:00.000","Fire","AUTO - Auto Fire","00-1801","AFD","2F","1","POINT (-97.667164 30.310064)"
"20106768","2020","Oct","2020-10-06T00:00:00.000","Fire","TRASH - Trash Fire","00-0902","AFD","3F","9","POINT (-97.722167 30.308123)"
"21165782","2021","Nov","2021-11-24T00:00:00.000","Fire","TRASH - Trash Fire","00-0501","AFD","3F","1","POINT (-97.685703 30.275182)"
"18010434","2018","Jan","2018-01-28T00:00:00.000","Fire","AUTO - Auto Fire","00-3204","AFD","2F","8","POINT (-97.806887 30.246884)"
"21057902","2021","Apr","2021-04-11T00:00:00.000","Fire","AUTO - Auto Fire","00-2501","AFD","2F","6","POINT (-97.763132 30.431499)"
"19073410","2019","Jul","2019-07-07T00:00:00.000","Fire","TRASH - Trash Fire","00-3605","AFD","3F","2","POINT (-97.797607 30.185019)"
"18032592","2018","Apr","2018-04-01T00:00:00.000","Fire","TRASH - Trash Fire","00-2902","AFD","3F","5","POINT (-97.828881 30.201344)"
"21156154","2021","Nov","2021-11-03T00:00:00.000","Fire","ELEC - Electrical Fire","00-0701","AFD","3F","3","POINT (-97.726361 30.258768)"
"19081981","2019","Jul","2019-07-29T00:00:00.000","Fire","GRASS - Small Grass Fire","00-1602","AFD","3F","-","POINT (-97.714964 30.343974)"
"21056456","2021","Apr","2021-04-08T00:00:00.000","Fire","DUMP - Dumpster Fire","00-3502","AFD","3F","3","POINT (-97.738509 30.231802)"
"19092677","2019","Aug","2019-08-23T00:00:00.000","Fire","ELEC - Electrical Fire","00-2801","AFD","3F","7","POINT (-97.673768 30.414257)"
"20085979","2020","Aug","2020-08-13T00:00:00.000","Fire","TRASH - Trash Fire","00-2006","AFD","3F","5","POINT (-97.800428 30.19268)"
"21001126","2021","Jan","2021-01-03T00:00:00.000","Fire","TRASH - Trash Fire","04-4702","AFD","3F","10","POINT (-97.828584 30.333712)"
"19040057","2019","Apr","2019-04-17T00:00:00.000","Fire","TRASH - Trash Fire","00-2608","AFD","3F","1","POINT (-97.655725 30.306743)"
"19122389","2019","Nov","2019-11-01T00:00:00.000","Fire","AUTO - Auto Fire","00-2202","AFD","2F","3","POINT (-97.723566 30.234754)"
"19088159","2019","Aug","2019-08-12T00:00:00.000","Fire","TRASH - Trash Fire","04-4802","AFD","3F","-","POINT (-97.631922 30.225326)"
"18058619","2018","Jun","2018-06-10T00:00:00.000","Fire","GRASS - Small Grass Fire","00-4001","AFD","3F","7","POINT (-97.667084 30.414882)"
"18000004","2018","Jan","2018-01-01T00:00:00.000","Fire","TRASH - Trash Fire","00-0701","AFD","3F","3","POINT (-97.726944 30.262222)"
"18048051","2018","May","2018-05-15T00:00:00.000","Fire","AUTO - Auto Fire","00-2402","AFD","2F","2","POINT (-97.757853 30.20543)"
"18077937","2018","Jul","2018-07-30T00:00:00.000","Fire","GRASS - Small Grass Fire","00-1905","AFD",,"10","POINT (-97.758059 30.326307)"
"20011229","2020","Jan","2020-01-29T00:00:00.000","Fire","PKG - Auto In Parking Garage","00-0807","AFD","2F","7","POINT (-97.735812 30.386361)"
"21155038","2021","Nov","2021-11-01T00:00:00.000","Fire","TRASH - Trash Fire","00-3402","AFD","3F","6","POINT (-97.797268 30.465011)"
"21046611","2021","Mar","2021-03-15T00:00:00.000","Fire","ELEC - Electrical Fire","00-2901","AFD","3F","8","POINT (-97.857983 30.196132)"
"20009227","2020","Jan","2020-01-24T00:00:00.000","Fire","TRASH - Trash Fire","00-0801","AFD","3F","4","POINT (-97.715677 30.366405)"
"20105754","2020","Oct","2020-10-03T00:00:00.000","Fire","BOXL- Structure Fire","00-3607","AFD","1F","2","POINT (-97.775475 30.191998)"
"19022106","2019","Mar","2019-03-02T00:00:00.000","Fire","BOXL- Structure Fire","00-3404","AFD","1F","6","POINT (-97.794342 30.477209)"
"19070291","2019","Jun","2019-06-30T00:00:00.000","Fire","TRASH - Trash Fire","00-2004","AFD","3F","5","POINT (-97.796639 30.216649)"
"20024220","2020","Feb","2020-02-29T00:00:00.000","Fire","GRASS - Small Grass Fire","00-0603","AFD","3F","9","POINT (-97.757738 30.24176)"
"20128140","2020","Nov","2020-11-30T00:00:00.000","Fire","TRASH - Trash Fire","00-0101","AFD","3F","1","POINT (-97.734283 30.266705)"
"19024124","2019","Mar","2019-03-07T00:00:00.000","Fire","GRASS - Small Grass Fire","00-0803","AFD","3F","4","POINT (-97.715069 30.355643)"
"18032321","2018","Mar","2018-03-31T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-4103","AFD","4F","1","POINT (-97.641973 30.32911)"
"21114675","2021","Aug","2021-08-09T00:00:00.000","Fire","ELEC - Electrical Fire","00-3802","AFD","3F","6","POINT (-97.797109 30.457593)"
"21116773","2021","Aug","2021-08-13T00:00:00.000","Fire","BOXL- Structure Fire","00-2805","AFD","1F","7","POINT (-97.727194 30.40102)"
"21143011","2021","Oct","2021-10-05T00:00:00.000","Fire","ELEC - Electrical Fire","00-4206","AFD","3F","2","POINT (-97.67056 30.218147)"
"21137485","2021","Sep","2021-09-23T00:00:00.000","Fire","ELEC - Electrical Fire","00-2401","AFD","3F","2","POINT (-97.748372 30.190707)"
"19007696","2019","Jan","2019-01-22T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3106","AFD","3F","10","POINT (-97.826068 30.315459)"
"20098646","2020","Sep","2020-09-14T00:00:00.000","Fire","AUTO - Auto Fire","00-0701","AFD","2F","3","POINT (-97.728567 30.256389)"
"21055527","2021","Apr","2021-04-06T00:00:00.000","Fire","AUTO - Auto Fire","00-0101","AFD","2F","3","POINT (-97.735985 30.260504)"
"19024805","2019","Mar","2019-03-09T00:00:00.000","Fire","TRASH - Trash Fire","00-3502","AFD","3F","3","POINT (-97.742154 30.221891)"
"20137733","2020","Dec","2020-12-24T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-2201","AFD","4F","3","POINT (-97.721286 30.232621)"
"18087259","2018","Aug","2018-08-24T00:00:00.000","Fire","BOX -Structure Fire","00-2804","AFD","1F","7","POINT (-97.720395 30.395216)"
"19084755","2019","Aug","2019-08-04T00:00:00.000","Fire","DUMP - Dumpster Fire","00-1712","AFD","3F","5","POINT (-97.789367 30.230041)"
"18020542","2018","Feb","2018-02-26T00:00:00.000","Fire","BOXL- Structure Fire","00-4101","AFD","1F","1","POINT (-97.616466 30.348926)"
"19135927","2019","Dec","2019-12-04T00:00:00.000","Fire","TRASH - Trash Fire","00-1802","AFD","3F","1","POINT (-97.682106 30.297788)"
"20016285","2020","Feb","2020-02-10T00:00:00.000","Fire","AUTO - Auto Fire","00-1712","AFD","2F","5","POINT (-97.800865 30.241455)"
"20118386","2020","Nov","2020-11-05T00:00:00.000","Fire","TRASH - Trash Fire","00-3005","AFD","3F","4","POINT (-97.691617 30.370851)"
"19086848","2019","Aug","2019-08-09T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3304","AFD","3F","10","POINT (-97.749833 30.393334)"
"18016512","2018","Feb","2018-02-15T00:00:00.000","Fire","AUTO - Auto Fire","00-1201","AFD","2F","-","POINT (-97.753479 30.320568)"
"19036190","2019","Apr","2019-04-07T00:00:00.000","Fire","BOX -Structure Fire","00-2304","AFD","1F","4","POINT (-97.689396 30.348562)"
"19127551","2019","Nov","2019-11-13T00:00:00.000","Fire","TRASH - Trash Fire","00-3502","AFD","3F","3","POINT (-97.732664 30.226211)"
"21006928","2021","Jan","2021-01-16T00:00:00.000","Fire","TRASH - Trash Fire","00-3604","AFD","3F","5","POINT (-97.791132 30.167162)"
"21167627","2021","Nov","2021-11-28T00:00:00.000","Fire","DUMP - Dumpster Fire","00-2101","AFD","3F","10","POINT (-97.753001 30.353664)"
"19099081","2019","Sep","2019-09-07T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3604","AFD","3F","5","POINT (-97.808417 30.169975)"
"21011339","2021","Jan","2021-01-27T00:00:00.000","Fire","TRASH - Trash Fire","00-2305","AFD","3F","4","POINT (-97.703181 30.353782)"
"18090659","2018","Sep","2018-09-02T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-2203","AFD","4F","3","POINT (-97.711338 30.236892)"
"18003311","2018","Jan","2018-01-09T00:00:00.000","Fire","MIDRISE - Structure Fire","00-1003","AFD","1F","10","POINT (-97.783566 30.293064)"
"19081154","2019","Jul","2019-07-27T00:00:00.000","Fire","TRASH - Trash Fire","00-1705","AFD","3F","3","POINT (-97.777628 30.233463)"
"20088335","2020","Aug","2020-08-19T00:00:00.000","Fire","BRUSH - Brush Fire","00-2706","AFD","1F","8","POINT (-97.879293 30.230783)"
"18098634","2018","Sep","2018-09-23T00:00:00.000","Fire","ELEC - Electrical Fire","00-1101","AFD","3F","5","POINT (-97.764581 30.258034)"
"20013926","2020","Feb","2020-02-05T00:00:00.000","Fire","BOXL- Structure Fire","00-3604","AFD","1F","5","POINT (-97.789771 30.160294)"
"21175179","2021","Dec","2021-12-14T00:00:00.000","Fire","TRASH - Trash Fire","00-2801","AFD","3F","7","POINT (-97.686575 30.41748)"
"18109582","2018","Oct","2018-10-22T00:00:00.000","Fire","ELEC - Electrical Fire","00-3201","AFD","3F","8","POINT (-97.798412 30.267322)"
"19144850","2019","Dec","2019-12-26T00:00:00.000","Fire","AUTO - Auto Fire","00-0802","AFD","2F","4","POINT (-97.698085 30.361117)"
"19084769","2019","Aug","2019-08-04T00:00:00.000","Fire","TRASH - Trash Fire","00-4302","AFD","3F","8","POINT (-97.91781 30.199349)"
"21068948","2021","May","2021-05-05T00:00:00.000","Fire","AUTO - Auto Fire","00-2704","AFD","2F","5","POINT (-97.830328 30.213933)"
"18084724","2018","Aug","2018-08-18T00:00:00.000","Fire","TRASH - Trash Fire","00-1502","AFD","3F","3","POINT (-97.681346 30.240931)"
"20010868","2020","Jan","2020-01-28T00:00:00.000","Fire","ELEC - Electrical Fire","00-1204","AFD","3F","7","POINT (-97.738758 30.33434)"
"18067211","2018","Jul","2018-07-03T00:00:00.000","Fire","BOX -Structure Fire","00-1403","AFD","1F","1","POINT (-97.721615 30.28184)"
"18038830","2018","Apr","2018-04-19T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3005","AFD","3F","1","POINT (-97.676992 30.376331)"
"20073259","2020","Jul","2020-07-11T00:00:00.000","Fire","AUTO - Auto Fire","00-1407","AFD","2F","9","POINT (-97.710115 30.310536)"
"19083016","2019","Jul","2019-07-31T00:00:00.000","Fire","TRASH - Trash Fire","00-2006","AFD","3F","5","POINT (-97.80313 30.187466)"
"20074336","2020","Jul","2020-07-13T00:00:00.000","Fire","TRASH - Trash Fire","00-2902","AFD","3F","5","POINT (-97.840054 30.198671)"
"19086514","2019","Aug","2019-08-09T00:00:00.000","Fire","BOX -Structure Fire","00-1801","AFD","1F","1","POINT (-97.679509 30.308513)"
"19125566","2019","Nov","2019-11-09T00:00:00.000","Fire","TRASH - Trash Fire","00-1712","AFD","3F","5","POINT (-97.800559 30.232066)"
"21116532","2021","Aug","2021-08-13T00:00:00.000","Fire","BOX -Structure Fire","00-3201","AFD","1F","8","POINT (-97.797871 30.260845)"
"18111197","2018","Oct","2018-10-26T00:00:00.000","Fire","ELEC - Electrical Fire","00-0101","AFD","3F","3","POINT (-97.733936 30.264649)"
"21124059","2021","Aug","2021-08-28T00:00:00.000","Fire","AUTO - Auto Fire","00-1710","AFD","2F","2","POINT (-97.769841 30.191968)"
"20051042","2020","May","2020-05-15T00:00:00.000","Fire","GRASS - Small Grass Fire","00-1709","AFD","3F","3","POINT (-97.768774 30.215157)"
"20104095","2020","Sep","2020-09-29T00:00:00.000","Fire","TRASH - Trash Fire","00-2305","AFD","3F","4","POINT (-97.70267 30.353519)"
"21039269","2021","Feb","2021-02-26T00:00:00.000","Fire","BOX -Structure Fire","00-2101","AFD","1F","10","POINT (-97.752528 30.358267)"
"18030038","2018","Mar","2018-03-25T00:00:00.000","Fire","AUTO - Auto Fire","00-1407","AFD","2F","9","POINT (-97.71534 30.312069)"
"18124888","2018","Dec","2018-12-02T00:00:00.000","Fire","ELEC - Electrical Fire","00-0801","AFD","3F","4","POINT (-97.717612 30.3688)"
"20020291","2020","Feb","2020-02-20T00:00:00.000","Fire","TRASH - Trash Fire","00-3601","AFD","3F","5","POINT (-97.794921 30.168626)"
"21143328","2021","Oct","2021-10-05T00:00:00.000","Fire","TRASH - Trash Fire","00-2001","AFD","3F","5","POINT (-97.810571 30.209898)"
"21131370","2021","Sep","2021-09-11T00:00:00.000","Fire","AUTO - Auto Fire","00-0801","AFD","2F","4","POINT (-97.718345 30.368367)"
"19074678","2019","Jul","2019-07-10T00:00:00.000","Fire","ELEC - Electrical Fire","00-0401","AFD","3F","9","POINT (-97.761374 30.282002)"
"18046356","2018","May","2018-05-10T00:00:00.000","Fire","TRASH - Trash Fire","04-2604","AFD","3F","-","POINT (-97.622529 30.270206)"
"20044104","2020","Apr","2020-04-25T00:00:00.000","Fire","TRASH - Trash Fire","00-2404","AFD","3F","2","POINT (-97.742529 30.16605)"
"18127358","2018","Dec","2018-12-09T00:00:00.000","Fire","BOX -Structure Fire","00-2101","AFD","1F","10","POINT (-97.753001 30.353664)"
"18089689","2018","Aug","2018-08-31T00:00:00.000","Fire","AUTO - Auto Fire","00-3611","AFD","2F","2","POINT (-97.770737 30.189957)"
"19109763","2019","Oct","2019-10-03T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3404","AFD","3F","6","POINT (-97.790191 30.471063)"
"20120715","2020","Nov","2020-11-11T00:00:00.000","Fire","BOXS - Still Box Alarm","00-3902","AFD","1F","10","POINT (-97.827687 30.395304)"
"18057685","2018","Jun","2018-06-07T00:00:00.000","Fire","ELEC - Electrical Fire","00-3603","AFD","3F","5","POINT (-97.800762 30.140336)"
"19003248","2019","Jan","2019-01-09T00:00:00.000","Fire","TRASH - Trash Fire","00-2205","AFD","3F","3","POINT (-97.697138 30.234463)"
"20099093","2020","Sep","2020-09-15T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-0501","AFD","4F","1","POINT (-97.685693 30.276979)"
"21132685","2021","Sep","2021-09-13T00:00:00.000","Fire","TRASH - Trash Fire","00-2404","AFD","3F","2","POINT (-97.743663 30.157687)"
"19076942","2019","Jul","2019-07-16T00:00:00.000","Fire","GRASS - Small Grass Fire","00-4907","AFD","3F","5","POINT (-97.807583 30.109413)"
"20059602","2020","Jun","2020-06-06T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-0801","AFD","4F","4","POINT (-97.718575 30.37294)"
"19131469","2019","Nov","2019-11-23T00:00:00.000","Fire","DUMP - Dumpster Fire","00-1705","AFD","3F","5","POINT (-97.785054 30.234957)"
"20075079","2020","Jul","2020-07-15T00:00:00.000","Fire","ELEC - Electrical Fire","00-1201","AFD","3F","10","POINT (-97.754939 30.328585)"
"19105901","2019","Sep","2019-09-23T00:00:00.000","Fire","TRASH - Trash Fire","00-3503","AFD","3F","3","POINT (-97.724289 30.214054)"
"19031488","2019","Mar","2019-03-26T00:00:00.000","Fire","TRASH - Trash Fire","00-0201","AFD","3F","9","POINT (-97.743086 30.283277)"
"18035755","2018","Apr","2018-04-11T00:00:00.000","Fire","TRASH - Trash Fire","00-1802","AFD","3F","1","POINT (-97.675745 30.298984)"
"18106628","2018","Oct","2018-10-15T00:00:00.000","Fire","AUTO - Auto Fire","00-3801","AFD","2F","6","POINT (-97.789158 30.445511)"
"21008100","2021","Jan","2021-01-19T00:00:00.000","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","POINT (-97.744567 30.263382)"
"20119785","2020","Nov","2020-11-09T00:00:00.000","Fire","DUMP - Dumpster Fire","00-2306","AFD","3F","4","POINT (-97.694535 30.367439)"
"18000056","2018","Jan","2018-01-01T00:00:00.000","Fire","DUMP - Dumpster Fire","00-0801","AFD","3F","4","POINT (-97.716986 30.369805)"
"20106208","2020","Oct","2020-10-04T00:00:00.000","Fire","GRASS - Small Grass Fire","00-2206","AFD","3F","3","POINT (-97.701706 30.215211)"
"19010070","2019","Jan","2019-01-28T00:00:00.000","Fire","TRASH - Trash Fire","00-3101","AFD","3F","10","POINT (-97.79397 30.354767)"
"18128130","2018","Dec","2018-12-11T00:00:00.000","Fire","BOX -Structure Fire","00-2206","AFD","1F","3","POINT (-97.71122 30.214012)"
"18133280","2018","Dec","2018-12-25T00:00:00.000","Fire","TRASH - Trash Fire","00-2202","AFD","3F","9","POINT (-97.735241 30.241735)"
"20082860","2020","Aug","2020-08-05T00:00:00.000","Fire","TRASH - Trash Fire","00-2903","AFD","3F","5","POINT (-97.832681 30.182445)"
"18077072","2018","Jul","2018-07-28T00:00:00.000","Fire","GRASS - Small Grass Fire","00-4608","AFD","3F","5","POINT (-97.832883 30.160841)"
"18112925","2018","Oct","2018-10-31T00:00:00.000","Fire","AUTO - Auto Fire","00-0302","AFD","2F","10","POINT (-97.756185 30.308315)"
"20117603","2020","Nov","2020-11-03T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-4401","AFD","4F","6","POINT (-97.780216 30.437888)"
"20089660","2020","Aug","2020-08-22T00:00:00.000","Fire","GRASS - Small Grass Fire","00-5003","AFD","3F","-","POINT (-97.611055 30.163682)"
"21167598","2021","Nov","2021-11-28T00:00:00.000","Fire","ELEC - Electrical Fire","00-0201","AFD","3F","9","POINT (-97.75057 30.287442)"
"20130132","2020","Dec","2020-12-05T00:00:00.000","Fire","ELEC - Electrical Fire","00-4901","AFD","3F","5","POINT (-97.800731 30.14036)"
"19083887","2019","Aug","2019-08-02T00:00:00.000","Fire","TRASH - Trash Fire","00-0102","AFD","3F","9","POINT (-97.742795 30.263928)"
"18125525","2018","Dec","2018-12-04T00:00:00.000","Fire","TRASH - Trash Fire","00-2803","AFD","3F","7","POINT (-97.704224 30.408621)"
"21009736","2021","Jan","2021-01-23T00:00:00.000","Fire","TRASH - Trash Fire","00-3703","AFD","3F","8","POINT (-97.888266 30.243528)"
"20013510","2020","Feb","2020-02-03T00:00:00.000","Fire","AUTO - Auto Fire","00-2304","AFD","2F","4","POINT (-97.693822 30.344718)"
"21161064","2021","Nov","2021-11-13T00:00:00.000","Fire","TRASH - Trash Fire","00-0805","AFD","3F","7","POINT (-97.731357 30.356425)"
"20122239","2020","Nov","2020-11-15T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3202","AFD","3F","8","POINT (-97.782304 30.265324)"
"20015663","2020","Feb","2020-02-09T00:00:00.000","Fire","ELEC - Electrical Fire","00-0803","AFD","3F","4","POINT (-97.704869 30.353926)"
"18050974","2018","May","2018-05-22T00:00:00.000","Fire","BOX -Structure Fire","00-3001","AFD","1F","4","POINT (-97.701938 30.370658)"
"18051990","2018","May","2018-05-24T00:00:00.000","Fire","TRASH - Trash Fire","00-2004","AFD","3F","5","POINT (-97.810054 30.214728)"
"18006456","2018","Jan","2018-01-17T00:00:00.000","Fire","ELEC - Electrical Fire","00-1710","AFD","3F","3","POINT (-97.768419 30.200671)"
"19057050","2019","May","2019-05-29T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3101","AFD","3F","10","POINT (-97.794049 30.361276)"
"18058281","2018","Jun","2018-06-09T00:00:00.000","Fire","TRASH - Trash Fire","00-3809","AFD","3F","6","POINT (-97.78062 30.449267)"
"18119188","2018","Nov","2018-11-16T00:00:00.000","Fire","AUTO - Auto Fire","00-0102","AFD","2F","9","POINT (-97.744567 30.263382)"
"21171340","2021","Dec","2021-12-06T00:00:00.000","Fire","TRASH - Trash Fire","00-2305","AFD","3F","4","POINT (-97.696442 30.349147)"
"19126453","2019","Nov","2019-11-11T00:00:00.000","Fire","BOXL- Structure Fire","00-3001","AFD","1F","4","POINT (-97.691416 30.3841)"
"18080243","2018","Aug","2018-08-05T00:00:00.000","Fire","GRASS - Small Grass Fire","00-2807","AFD","3F","6","POINT (-97.740421 30.434898)"
"21139544","2021","Sep","2021-09-27T00:00:00.000","Fire","ELEC - Electrical Fire","00-3004","AFD","3F","1","POINT (-97.671321 30.383884)"
"19076126","2019","Jul","2019-07-14T00:00:00.000","Fire","TRASH - Trash Fire","00-2404","AFD","3F","2","POINT (-97.741792 30.154285)"
"21093485","2021","Jun","2021-06-26T00:00:00.000","Fire","AUTO - Auto Fire","00-3607","AFD","2F","2","POINT (-97.772085 30.191005)"
"21081000","2021","May","2021-05-31T00:00:00.000","Fire","DUMP - Dumpster Fire","00-1206","AFD","3F","-","POINT (-97.740039 30.30995)"
"21179035","2021","Dec","2021-12-23T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3701","AFD","3F","8","POINT (-97.894253 30.249888)"
"19079829","2019","Jul","2019-07-23T00:00:00.000","Fire","TRASH - Trash Fire","00-1702","AFD","3F","3","POINT (-97.782997 30.213827)"
"20039845","2020","Apr","2020-04-12T00:00:00.000","Fire","GRASS - Small Grass Fire","00-3605","AFD","3F","2","POINT (-97.796222 30.1791)"
"18068019","2018","Jul","2018-07-04T00:00:00.000","Fire","BBQ - Unsafe Cooking","00-2205","AFD","4F","3","POINT (-97.701493 30.228001)"
"18055680","2018","Jun","2018-06-03T00:00:00.000","Fire","BOXL- Structure Fire","04-4801","AFD","1F","-","POINT (-97.571502 30.236197)"
"21093622","2021","Jun","2021-06-26T00:00:00.000","Fire","TRASH - Trash Fire","00-3502","AFD","3F","3","POINT (-97.737132 30.215876)"
"18013662","2018","Feb","2018-02-06T00:00:00.000","Fire","AUTO - Auto Fire","00-2102","AFD","2F","10","POINT (-97.763329 30.364738)"
