"animal_id","name","datetime","datetime2","found_location","intake_type","intake_condition","animal_type","sex_upon_intake","age_upon_intake","breed","color"
"A864020","*Ruger","2022-08-19T12:17:00.000","2022-08-19T12:17:00.000","1340 Airport Commerce in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Labrador Retriever Mix","Black"
"A864011","*Oliver","2022-08-19T12:15:00.000","2022-08-19T12:15:00.000","14000 Renaissance Ct in Travis (TX)","Stray","Normal","Dog","Intact Female","2 years","Labrador Retriever Mix","Black/White"
"A864018","*Rufio","2022-08-19T12:14:00.000","2022-08-19T12:14:00.000","1604 Haskell St in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Pit Bull","White/Black"
"A864017","*Pj","2022-08-19T12:14:00.000","2022-08-19T12:14:00.000","1604 Haskell St in Austin (TX)","Stray","Normal","Dog","Intact Male","5 months","Labrador Retriever Mix","Red"
"A864013","*Steaux","2022-08-19T11:55:00.000","2022-08-19T11:55:00.000","1201 West Braker Lane in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Chihuahua Shorthair","Tan/Brown"
"A864012","*Reaux","2022-08-19T11:55:00.000","2022-08-19T11:55:00.000","1201 West Braker Lane in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","Chihuahua Shorthair","Tan/Brown"
"A864016",,"2022-08-19T11:47:00.000","2022-08-19T11:47:00.000","7221 Black Panda in Travis (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Calico"
"A864015",,"2022-08-19T11:47:00.000","2022-08-19T11:47:00.000","7221 Black Panda in Travis (TX)","Stray","Normal","Cat","Intact Male","4 months","Domestic Shorthair","Black"
"A864014","Henri","2022-08-19T11:37:00.000","2022-08-19T11:37:00.000","Springdale Road And Us Highway 290 in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Redbone Hound/Labrador Retriever","Red/White"
"A864008",,"2022-08-19T11:27:00.000","2022-08-19T11:27:00.000","183 And Mckinney Falls in Austin (TX)","Stray","Injured","Dog","Intact Female","2 years","Cairn Terrier","Tricolor"
"A837929","Beamer","2022-08-19T11:15:00.000","2022-08-19T11:15:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","9 years","Jack Russell Terrier/Chihuahua Longhair","White/Tan"
"A864007","Gravy","2022-08-19T11:04:00.000","2022-08-19T11:04:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","1 year","Plott Hound","Brown Brindle"
"A864004",,"2022-08-19T08:30:00.000","2022-08-19T08:30:00.000","12124 Loma Vista Circle in Austin (TX)","Stray","Injured","Cat","Intact Male","1 month","Domestic Shorthair","Orange Tabby/White"
"A863997","Bubba","2022-08-19T00:11:00.000","2022-08-19T00:11:00.000","Outside Jurisdiction","Stray","Normal","Dog","Neutered Male","4 years","Pit Bull","Blue/White"
"A710633","Ruckus","2022-08-18T23:54:00.000","2022-08-18T23:54:00.000","Willow Creek And Woodland Ave in Austin (TX)","Public Assist","Injured","Dog","Spayed Female","8 years","Pit Bull Mix","Blue/White"
"A863993",,"2022-08-18T19:33:00.000","2022-08-18T19:33:00.000","1333 Shore District Drive in Austin (TX)","Wildlife","Normal","Other","Unknown","2 years","Bat","Brown"
"A861126","Simba","2022-08-18T18:31:00.000","2022-08-18T18:31:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","1 year","Siberian Husky","Gray"
"A859030","*Binky","2022-08-18T16:23:00.000","2022-08-18T16:23:00.000","Outside Jurisdiction","Owner Surrender","Normal","Dog","Spayed Female","2 years","Pointer Mix","Tan/White"
"A595061","Gypsy","2022-08-18T16:23:00.000","2022-08-18T16:23:00.000","Rollingwood Dr And South Mopac in Austin (TX)","Stray","Normal","Dog","Spayed Female","11 years","Labrador Retriever Mix","Red/White"
"A863983","285 Grams","2022-08-18T16:10:00.000","2022-08-18T16:10:00.000","1102 E 2Nd in Austin (TX)","Stray","Neurologic","Cat","Intact Male","3 weeks","Domestic Shorthair","Black/White"
"A863977","*Barbie","2022-08-18T15:13:00.000","2022-08-18T15:13:00.000","5203 Cueva Dr in Bee Cave (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Brown Tabby"
"A863978","*Ken","2022-08-18T15:13:00.000","2022-08-18T15:13:00.000","5203 Cueva Dr in Bee Cave (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Black Smoke"
"A863976","*Whispa","2022-08-18T15:03:00.000","2022-08-18T15:03:00.000","Mopac Service Road And Duval Road in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","Pointer Mix","Black/White"
"A863975","Otto","2022-08-18T14:45:00.000","2022-08-18T14:45:00.000","1430 Frontier Valley Dr Unit 100 in Austin (TX)","Stray","Normal","Dog","Intact Male","5 months","German Shepherd Mix","Black/Brown"
"A863974","*Alanzo","2022-08-18T14:10:00.000","2022-08-18T14:10:00.000","1020 Brid Creek Drive in Austin (TX)","Stray","Normal","Dog","Neutered Male","7 years","Catahoula Mix","Blue Merle/White"
"A806429","Duke","2022-08-18T13:53:00.000","2022-08-18T13:53:00.000","1700 Teri Rd in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","4 years","Boxer","Brown Brindle/White"
"A863957","Codi","2022-08-18T13:26:00.000","2022-08-18T13:26:00.000","1201 W 38Th Street in Austin (TX)","Stray","Normal","Dog","Neutered Male","2 years","Maltese","White/Tan"
"A863973","Asiago","2022-08-18T13:12:00.000","2022-08-18T13:12:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","2 years","Pit Bull","Blue/White"
"A863970","*Choo Choo","2022-08-18T12:50:00.000","2022-08-18T12:50:00.000","5800 Fence Row in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","Pit Bull","Blue/White"
"A863971","Fancy","2022-08-18T12:43:00.000","2022-08-18T12:43:00.000","Travis (TX)","Abandoned","Normal","Dog","Intact Female","3 years","Doberman Pinsch Mix","Black/Brown"
"A863969","*Nacho","2022-08-18T12:22:00.000","2022-08-18T12:22:00.000","10804 Mc Angus Rd in Travis (TX)","Stray","Normal","Dog","Neutered Male","2 years","Boxer","Brown Brindle"
"A863967","*Natalie","2022-08-18T12:13:00.000","2022-08-18T12:13:00.000","4804 Running Deer Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","3 years","Labrador Retriever","White/Tan"
"A863965",,"2022-08-18T11:58:00.000","2022-08-18T11:58:00.000","William Cannon in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair","Blue"
"A863966","Ghost","2022-08-18T11:44:00.000","2022-08-18T11:44:00.000","5701 Johnny Morris Rd in Austin (TX)","Stray","Normal","Dog","Intact Female","5 months","Siberian Husky Mix","White/Red"
"A863962",,"2022-08-18T11:37:00.000","2022-08-18T11:37:00.000","Waynesburg in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Blue Tabby"
"A863959","*Booker","2022-08-18T11:23:00.000","2022-08-18T11:23:00.000","12201 Tower Rd in Travis (TX)","Stray","Normal","Dog","Intact Male","9 months","Belgian Malinois Mix","Brown/Black"
"A861991","Luna Bird","2022-08-18T11:20:00.000","2022-08-18T11:20:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","6 months","Pit Bull Mix","Brown/White"
"A859757","Maddie","2022-08-18T11:05:00.000","2022-08-18T11:05:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Spayed Female","2 years","Labrador Retriever","Tan"
"A863956","217 Grams","2022-08-18T10:23:00.000","2022-08-18T10:23:00.000","1719 Mearns Meadow in Austin (TX)","Stray","Normal","Cat","Intact Male","1 weeks","Domestic Shorthair","Black"
"A863947",,"2022-08-18T08:32:00.000","2022-08-18T08:32:00.000","5405 Agua Caliente Cove in Austin (TX)","Stray","Injured","Dog","Unknown","1 year","Australian Shepherd Mix","Brown Brindle"
"A863946","Tony","2022-08-18T08:31:00.000","2022-08-18T08:31:00.000","7227 Northeast Drive in Austin (TX)","Abandoned","Normal","Dog","Intact Male","2 years","Anatol Shepherd Mix","White/Tan"
"A863944","Mini","2022-08-18T08:07:00.000","2022-08-18T08:07:00.000","7603 Callbram Lane in Austin (TX)","Stray","Injured","Dog","Spayed Female","6 years","Beagle","Tricolor"
"A863945","Barkley","2022-08-18T08:07:00.000","2022-08-18T08:07:00.000","7603 Callbram Lane in Austin (TX)","Stray","Injured","Dog","Neutered Male","6 years","Beagle","Tricolor"
"A863938","Chaz","2022-08-17T23:09:00.000","2022-08-17T23:09:00.000","8884 Honeysuckle in Austin (TX)","Public Assist","Normal","Dog","Intact Male","2 years","Rottweiler","Black/Brown"
"A725071","Timmy","2022-08-17T23:09:00.000","2022-08-17T23:09:00.000","8884 Honeysuckle in Austin (TX)","Public Assist","Normal","Dog","Neutered Male","9 years","Labrador Retriever Mix","Chocolate"
"A859822","Iyari","2022-08-17T20:51:00.000","2022-08-17T20:51:00.000","709 Lamar Place in Austin (TX)","Public Assist","Normal","Dog","Intact Female","11 months","Belgian Malinois","Brown/Black"
"A859823","Canila","2022-08-17T20:51:00.000","2022-08-17T20:51:00.000","709 Lamar Place in Austin (TX)","Public Assist","Normal","Dog","Intact Female","11 months","Belgian Malinois","Brown/Black"
"A863936",,"2022-08-17T18:44:00.000","2022-08-17T18:44:00.000","Glencrest Dr And Brookside Dr in Austin (TX)","Stray","Sick","Other","Intact Male","2 years","Rabbit Sh","White/Gray"
"A863935",,"2022-08-17T18:21:00.000","2022-08-17T18:21:00.000","23102 Windy Valley in Travis (TX)","Stray","Injured","Cat","Intact Female","1 year","Domestic Shorthair","Tortie"
"A863931","*Emma","2022-08-17T18:08:00.000","2022-08-17T18:08:00.000","504 Denson Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Calico"
"A863929",,"2022-08-17T17:50:00.000","2022-08-17T17:50:00.000","Austin (TX)","Stray","Neonatal","Cat","Intact Male","3 days","Domestic Shorthair","Black"
"A863930",,"2022-08-17T17:50:00.000","2022-08-17T17:50:00.000","Austin (TX)","Stray","Neonatal","Cat","Intact Female","3 days","Domestic Shorthair","Tortie"
"A863928",,"2022-08-17T17:43:00.000","2022-08-17T17:43:00.000","5201 Ross Rd in Travis (TX)","Stray","Normal","Cat","Intact Male","4 weeks","Domestic Shorthair","Brown Tabby"
"A806446",,"2022-08-17T17:31:00.000","2022-08-17T17:31:00.000","3201 Kay in Austin (TX)","Stray","Normal","Cat","Neutered Male","2 years","Domestic Medium Hair","Black"
"A863925",,"2022-08-17T17:08:00.000","2022-08-17T17:08:00.000","13012 Moore Road in Austin (TX)","Public Assist","Normal","Cat","Intact Female","4 months","Domestic Shorthair","Calico"
"A863926","*Sugar","2022-08-17T16:57:00.000","2022-08-17T16:57:00.000","909 E Koenig Ln in Austin (TX)","Stray","Injured","Dog","Intact Female","1 year","Pit Bull","White/Brown"
"A863924","*Hip Hop","2022-08-17T16:38:00.000","2022-08-17T16:38:00.000","Swearingen in Austin (TX)","Stray","Normal","Dog","Intact Female","6 months","Labrador Retriever Mix","Black"
"A863919",,"2022-08-17T15:11:00.000","2022-08-17T15:11:00.000","12312 Double Tree Ln in Austin (TX)","Stray","Normal","Cat","Unknown","1 year","Domestic Shorthair","Blue/White"
"A863916","Gia","2022-08-17T14:49:00.000","2022-08-17T14:49:00.000","7302 Decker Ln in Travis (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Tortie"
"A863917","*Onyx","2022-08-17T14:49:00.000","2022-08-17T14:49:00.000","7302 Decker Ln in Travis (TX)","Stray","Normal","Cat","Intact Female","3 weeks","Domestic Shorthair","Black"
"A863907","Bella","2022-08-17T14:35:00.000","2022-08-17T14:35:00.000","3229 Crispin Hall Ln in Travis (TX)","Public Assist","Normal","Dog","Spayed Female","7 years","Catahoula Mix","Brown Brindle"
"A863903","Kirby","2022-08-17T14:32:00.000","2022-08-17T14:32:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","3 months","Domestic Shorthair","Black/White"
"A863915","Prince","2022-08-17T14:30:00.000","2022-08-17T14:30:00.000","10Th And Trinity in Austin (TX)","Stray","Normal","Dog","Intact Male","3 months","Labrador Retriever","Black/White"
"A863910",,"2022-08-17T14:15:00.000","2022-08-17T14:15:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","1 year","Domestic Shorthair","Orange Tabby"
"A863914",,"2022-08-17T14:15:00.000","2022-08-17T14:15:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","1 year","Domestic Shorthair","Orange Tabby"
"A863906",,"2022-08-17T14:15:00.000","2022-08-17T14:15:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","3 years","Domestic Longhair","Brown Tabby"
"A863913",,"2022-08-17T14:15:00.000","2022-08-17T14:15:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","1 year","Domestic Longhair","Brown Tabby/White"
"A863905",,"2022-08-17T14:15:00.000","2022-08-17T14:15:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","1 year","Domestic Longhair","Brown Tabby"
"A863911",,"2022-08-17T14:15:00.000","2022-08-17T14:15:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Torbie"
"A863908",,"2022-08-17T14:15:00.000","2022-08-17T14:15:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","1 year","Domestic Shorthair","White/Brown Tabby"
"A863904",,"2022-08-17T14:15:00.000","2022-08-17T14:15:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Torbie/White"
"A863909","*Mei","2022-08-17T14:15:00.000","2022-08-17T14:15:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 years","Domestic Medium Hair","Blue Tabby"
"A863912",,"2022-08-17T14:15:00.000","2022-08-17T14:15:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","6 months","Domestic Shorthair","Blue Tabby"
"A863898","Shadow","2022-08-17T14:10:00.000","2022-08-17T14:10:00.000","Mc Kinney Falls Parkway in Austin (TX)","Stray","Injured","Dog","Intact Male","2 years","Pit Bull","Black"
"A863899","*Daisy","2022-08-17T13:57:00.000","2022-08-17T13:57:00.000","1308 Mckie Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","1 month","German Shepherd","Tan/Black"
"A863900","*Rosie","2022-08-17T13:57:00.000","2022-08-17T13:57:00.000","1308 Mckie Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","1 month","German Shepherd","Tan/Black"
"A856134","Chloe","2022-08-17T13:50:00.000","2022-08-17T13:50:00.000","Guadalupe in Austin (TX)","Stray","Normal","Dog","Intact Female","6 months","Australian Cattle Dog Mix","Blue Merle"
"A863892","*Lil Z","2022-08-17T13:19:00.000","2022-08-17T13:19:00.000","Brandt Drive in Travis (TX)","Stray","Normal","Dog","Intact Male","8 months","Labrador Retriever Mix","Black/White"
"A863894","*Hannah","2022-08-17T13:19:00.000","2022-08-17T13:19:00.000","Brandt Drive in Travis (TX)","Stray","Normal","Dog","Intact Female","1 month","Labrador Retriever Mix","Black/White"
"A863893","Logan","2022-08-17T13:19:00.000","2022-08-17T13:19:00.000","Brandt Drive in Travis (TX)","Stray","Normal","Dog","Intact Male","1 month","Labrador Retriever","White/Black"
"A863886","*Zelda","2022-08-17T12:44:00.000","2022-08-17T12:44:00.000","10700 Genome Dr in Manor (TX)","Stray","Normal","Dog","Intact Female","2 years","German Shepherd","Brown/Black"
"A863881","Tyson","2022-08-17T12:25:00.000","2022-08-17T12:25:00.000","8413 Riverstone Dr in Austin (TX)","Owner Surrender","Injured","Dog","Neutered Male","5 years","Pug","Tan"
"A863880",,"2022-08-17T12:24:00.000","2022-08-17T12:24:00.000","10017 Dianelle Lane in Austin (TX)","Wildlife","Sick","Other","Unknown","5 months","Coyote","Tan"
"A863884","Luna Bear","2022-08-17T12:22:00.000","2022-08-17T12:22:00.000","5906 Coolbrook in Austin (TX)","Stray","Normal","Dog","Intact Female","3 months","Siberian Husky Mix","Black/Brown"
"A810445","Sue","2022-08-17T12:11:00.000","2022-08-17T12:11:00.000","734 Gunter St in Austin (TX)","Stray","Normal","Dog","Spayed Female","5 years","Pit Bull","Blue/White"
"A823238","Lollipop","2022-08-17T12:11:00.000","2022-08-17T12:11:00.000","734 Gunter St in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","Labrador Retriever Mix","Black"
"A863878",,"2022-08-17T12:04:00.000","2022-08-17T12:04:00.000","Tuesday Morning in Austin (TX)","Stray","Normal","Cat","Intact Male","4 months","Domestic Shorthair","Black/White"
"A835010","Caturn","2022-08-17T12:02:00.000","2022-08-17T12:02:00.000","1811 Mearns Meadow in Austin (TX)","Stray","Injured","Cat","Neutered Male","5 years","Domestic Shorthair","Brown Tabby/White"
"A863873","Goose","2022-08-17T11:23:00.000","2022-08-17T11:23:00.000","8Th And Embassy in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Blue/White"
"A863874",,"2022-08-17T11:23:00.000","2022-08-17T11:23:00.000","8Th And Embassy in Austin (TX)","Stray","Normal","Cat","Intact Female","5 months","Domestic Shorthair","Torbie"
"A822018","Bombo","2022-08-17T11:19:00.000","2022-08-17T11:19:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","2 years","Domestic Shorthair","Brown Tabby/White"
"A863875","Kylo","2022-08-17T11:18:00.000","2022-08-17T11:18:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","2 years","German Shepherd","Black/Brown"
"A863869","*Dreamgirl","2022-08-17T11:18:00.000","2022-08-17T11:18:00.000","5501 Ross Rd in Austin (TX)","Stray","Normal","Cat","Intact Female","9 months","Domestic Shorthair","Cream Tabby"
"A863866","Pumpkin","2022-08-17T10:50:00.000","2022-08-17T10:50:00.000","7227 E 290 Svrd Apt 9101 in Austin (TX)","Public Assist","Normal","Cat","Spayed Female","10 years","Domestic Shorthair","Torbie"
"A863865","Kitsa","2022-08-17T10:50:00.000","2022-08-17T10:50:00.000","7227 E 290 Svrd Apt 9101 in Austin (TX)","Public Assist","Normal","Cat","Spayed Female","9 years","Domestic Shorthair","Calico"
"A863864","Bro","2022-08-17T10:50:00.000","2022-08-17T10:50:00.000","7227 E 290 Svrd Apt 9101 in Austin (TX)","Public Assist","Normal","Cat","Neutered Male","10 years","Domestic Shorthair","Brown Tabby"
"A863858","A863858","2022-08-17T10:29:00.000","2022-08-17T10:29:00.000","711 Yabers Court in Travis (TX)","Stray","Injured","Dog","Neutered Male","10 years","German Shepherd Mix","Brown/Black"
"A863854","*Thorin","2022-08-17T09:46:00.000","2022-08-17T09:46:00.000","4809 Spring Meadow Cove in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Border Terrier Mix","Tricolor/White"
"A863852","*Quintin","2022-08-17T08:42:00.000","2022-08-17T08:42:00.000","Brackenridge And Annie Street in Austin (TX)","Stray","Normal","Dog","Neutered Male","2 years","Pit Bull","Brown Brindle/White"
"A863850","Sami","2022-08-17T08:01:00.000","2022-08-17T08:01:00.000","2206 Blue Meadow Drive in Austin (TX)","Stray","Sick","Dog","Intact Male","3 months","Chihuahua Shorthair Mix","Red"
"A863847","Bam Bam","2022-08-17T07:59:00.000","2022-08-17T07:59:00.000","5010 West Gate Blvd in Austin (TX)","Owner Surrender","Injured","Dog","Intact Female","9 months","Pit Bull Mix","Tan/White"
"A863837",,"2022-08-16T20:20:00.000","2022-08-16T20:20:00.000","22700 Oak Ridge in Travis (TX)","Stray","Normal","Dog","Intact Female","4 months","Australian Cattle Dog Mix","Tricolor/Blue Merle"
"A863838",,"2022-08-16T20:20:00.000","2022-08-16T20:20:00.000","22700 Oak Ridge in Travis (TX)","Stray","Normal","Dog","Intact Male","4 months","Australian Cattle Dog Mix","Tricolor/Blue Merle"
"A863836","*Mouse","2022-08-16T20:20:00.000","2022-08-16T20:20:00.000","22700 Oak Ridge in Travis (TX)","Stray","Normal","Dog","Intact Female","4 months","Australian Cattle Dog Mix","Tricolor/Blue Merle"
"A863839","*Koala","2022-08-16T20:20:00.000","2022-08-16T20:20:00.000","22700 Oak Ridge in Travis (TX)","Stray","Normal","Dog","Intact Female","3 years","Australian Cattle Dog Mix","Tricolor/Blue Merle"
"A863835",,"2022-08-16T20:20:00.000","2022-08-16T20:20:00.000","22700 Oak Ridge in Travis (TX)","Stray","Normal","Dog","Intact Male","4 months","Australian Cattle Dog Mix","Tricolor/Blue Merle"
"A863832","*Lola","2022-08-16T18:14:00.000","2022-08-16T18:14:00.000","5001 Mendoza Dr in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Medium Hair","Brown Tabby"
"A863833","*Fett","2022-08-16T18:13:00.000","2022-08-16T18:13:00.000","7309 Lazy Creek Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","7 months","Chihuahua Shorthair","Buff/White"
"A863834","*Boba","2022-08-16T18:13:00.000","2022-08-16T18:13:00.000","7309 Lazy Creek Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","7 months","Chihuahua Shorthair","Tan/White"
"A863829","*Velvet","2022-08-16T17:46:00.000","2022-08-16T17:46:00.000","13700 Merseyside Dr in Travis (TX)","Stray","Normal","Other","Intact Female","4 months","Rabbit Sh","White/Chocolate"
"A863830","*Opie","2022-08-16T17:46:00.000","2022-08-16T17:46:00.000","13700 Merseyside Dr in Travis (TX)","Stray","Normal","Other","Intact Male","4 months","Rabbit Sh","White/Chocolate"
"A863826","*Shelly Cole","2022-08-16T17:41:00.000","2022-08-16T17:41:00.000","4800 Shaw Lane in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","Siberian Husky","Black/White"
"A863823","*Robert De Niro","2022-08-16T17:17:00.000","2022-08-16T17:17:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","3 years","Pit Bull","Brown Tiger"
"A863828","Chispa","2022-08-16T17:15:00.000","2022-08-16T17:15:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","6 months","Labrador Retriever","Chocolate"
"A863827","Choco","2022-08-16T17:15:00.000","2022-08-16T17:15:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","6 months","Labrador Retriever","Chocolate"
"A863821","Winter","2022-08-16T16:34:00.000","2022-08-16T16:34:00.000","8071 North Lamar in Austin (TX)","Abandoned","Normal","Dog","Spayed Female","2 years","Alaskan Husky","Black/White"
"A863820","Hershey","2022-08-16T16:34:00.000","2022-08-16T16:34:00.000","8071 North Lamar in Austin (TX)","Abandoned","Normal","Dog","Spayed Female","4 years","Miniature Poodle","Brown"
"A863815","Izzy","2022-08-16T16:13:00.000","2022-08-16T16:13:00.000","8303 Burnet Rd in Austin (TX)","Stray","Normal","Cat","Spayed Female","9 months","Domestic Shorthair","Black"
"A863817",,"2022-08-16T16:08:00.000","2022-08-16T16:08:00.000","1313  Montopolis in Austin (TX)","Stray","Normal","Dog","Intact Female","2 months","Labrador Retriever","Black/White"
"A863816",,"2022-08-16T16:08:00.000","2022-08-16T16:08:00.000","1313  Montopolis in Austin (TX)","Stray","Normal","Dog","Intact Female","2 months","Labrador Retriever","Black/White"
"A846498","Toox","2022-08-16T15:45:00.000","2022-08-16T15:45:00.000","6811 Old Bee Caves Rd in Austin (TX)","Stray","Normal","Dog","Spayed Female","1 year","Pit Bull Mix","Black"
"A863813","Peluche","2022-08-16T15:28:00.000","2022-08-16T15:28:00.000","15003 Breccia Rd in Manor (TX)","Stray","Normal","Dog","Intact Male","7 months","Great Pyrenees","White"
"A856643","Casper","2022-08-16T14:50:00.000","2022-08-16T14:50:00.000","11600 Research Boulevard in Travis (TX)","Stray","Normal","Dog","Neutered Male","8 months","Labrador Retriever Mix","White"
"A863808","*Herbie","2022-08-16T14:34:00.000","2022-08-16T14:34:00.000","Austin (TX)","Stray","Normal","Dog","Intact Male","5 months","Black Mouth Cur Mix","Tan"
"A863807",,"2022-08-16T14:16:00.000","2022-08-16T14:16:00.000","1306 Greenwood Ave in Austin (TX)","Stray","Normal","Cat","Neutered Male","15 years","Domestic Medium Hair","Gray/White"
"A863792","*Goober","2022-08-16T14:07:00.000","2022-08-16T14:07:00.000","1044 Norwood Park Blvd in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","St. Bernard Rough Coat","Brown/White"
"A863803","*Orzo","2022-08-16T13:51:00.000","2022-08-16T13:51:00.000","Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Tortie"
"A863804","*Spaghetti","2022-08-16T13:51:00.000","2022-08-16T13:51:00.000","Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Medium Hair","Lynx Point"
"A863805","*Ravioli","2022-08-16T13:51:00.000","2022-08-16T13:51:00.000","Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Lynx Point"
"A863802","*Farfalle","2022-08-16T13:51:00.000","2022-08-16T13:51:00.000","Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Brown Tabby"
"A863800","*Ziti","2022-08-16T13:51:00.000","2022-08-16T13:51:00.000","Austin (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Orange Tabby"
"A863798",,"2022-08-16T13:51:00.000","2022-08-16T13:51:00.000","Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Torbie"
"A863799",,"2022-08-16T13:36:00.000","2022-08-16T13:36:00.000","1030 Norwood Park Blvd in Austin (TX)","Stray","Normal","Dog","Intact Male","2 months","Pointer/Pit Bull","White/Black"
"A863797","*Finnigan","2022-08-16T13:36:00.000","2022-08-16T13:36:00.000","1030 Norwood Park Blvd in Austin (TX)","Stray","Normal","Dog","Intact Male","2 months","Pointer/Pit Bull","White/Brown Brindle"
"A863794","Loki","2022-08-16T13:23:00.000","2022-08-16T13:23:00.000","Terra Verde And Calaveras in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Pit Bull","Brown/White"
"A863795","Autumn","2022-08-16T13:11:00.000","2022-08-16T13:11:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","5 years","Domestic Shorthair","Tortie"
"A863796","Jack","2022-08-16T13:11:00.000","2022-08-16T13:11:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","1 year","Domestic Shorthair","Orange Tabby"
"A863788","*West","2022-08-16T12:27:00.000","2022-08-16T12:27:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","3 months","Domestic Shorthair","Black"
"A863791","Luna","2022-08-16T12:27:00.000","2022-08-16T12:27:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","3 months","Domestic Shorthair","Tortie"
"A852985","Ponchis","2022-08-16T12:25:00.000","2022-08-16T12:25:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","1 year","Flat Coat Retriever Mix","Black"
"A863786","Shadow","2022-08-16T12:06:00.000","2022-08-16T12:06:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Spayed Female","2 years","Domestic Shorthair","Tortie"
"A863787","Shorty","2022-08-16T12:06:00.000","2022-08-16T12:06:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 years","Domestic Shorthair","Blue Tabby/White"
"A863783",,"2022-08-16T11:56:00.000","2022-08-16T11:56:00.000","7201 Levander Loop in Austin (TX)","Stray","Normal","Cat","Intact Female","4 months","Domestic Shorthair","Torbie"
"A863785","*Quinn","2022-08-16T11:50:00.000","2022-08-16T11:50:00.000","South Glenn And Autumn Bay Drive in Austin (TX)","Stray","Normal","Other","Intact Male","5 months","English Spot Mix","White/Black"
