"animal_id","name","datetime","datetime2","found_location","intake_type","intake_condition","animal_type","sex_upon_intake","age_upon_intake","breed","color"
"A864862","A864862","2022-09-01T13:40:00.000","2022-09-01T13:40:00.000","10840 Fm 812 in Travis (TX)","Stray","Normal","Dog","Intact Male","1 year","German Shepherd","Sable/Tan"
"A864859","A864859","2022-09-01T13:28:00.000","2022-09-01T13:28:00.000","Westgate And 290 Hwy in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Alaskan Malamute","Black/White"
"A864853","A864853","2022-09-01T13:04:00.000","2022-09-01T13:04:00.000","2502 E William Cannon in Austin (TX)","Stray","Normal","Cat","Intact Female","4 weeks","Domestic Shorthair","Brown Tabby"
"A864857","Koko","2022-09-01T13:03:00.000","2022-09-01T13:03:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","1 year","Chihuahua Shorthair","Tan"
"A861176","*Kevin","2022-09-01T12:52:00.000","2022-09-01T12:52:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Neutered Male","3 months","Domestic Shorthair","Orange Tabby"
"A864855",,"2022-09-01T12:48:00.000","2022-09-01T12:48:00.000","13903 Fm 812 in Travis (TX)","Stray","Normal","Dog","Intact Male","2 months","Australian Shepherd Mix","Red/White"
"A864854",,"2022-09-01T12:48:00.000","2022-09-01T12:48:00.000","13903 Fm 812 in Travis (TX)","Stray","Normal","Dog","Intact Female","2 months","Australian Shepherd Mix","Brown Brindle/White"
"A864856",,"2022-09-01T12:48:00.000","2022-09-01T12:48:00.000","13903 Fm 812 in Travis (TX)","Stray","Normal","Dog","Intact Female","2 months","Australian Shepherd Mix","Red"
"A842965","Kane","2022-09-01T12:35:00.000","2022-09-01T12:35:00.000","14111 Dewberry Dr in Travis (TX)","Stray","Normal","Dog","Intact Male","2 years","Pit Bull Mix","Blue/White"
"A864848",,"2022-09-01T12:35:00.000","2022-09-01T12:35:00.000","14111 Dewberry Dr in Travis (TX)","Stray","Normal","Dog","Intact Male","2 years","Pit Bull","Blue/Tan"
"A864849",,"2022-09-01T12:35:00.000","2022-09-01T12:35:00.000","14111 Dewberry Dr in Travis (TX)","Stray","Normal","Dog","Intact Female","2 years","American Staffordshire Terrier","Fawn/White"
"A864850","A864850","2022-09-01T12:29:00.000","2022-09-01T12:29:00.000","6303 Melrose Trail in Austin (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Black/White"
"A864840","A864840","2022-09-01T12:04:00.000","2022-09-01T12:04:00.000","6600 Ed Bluestein Blvd in Austin (TX)","Stray","Normal","Dog","Intact Female","6 months","Black Mouth Cur","Brown/White"
"A864842","Sky","2022-09-01T11:56:00.000","2022-09-01T11:56:00.000","7259 Wardman Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","5 months","German Shepherd Mix","Brown Brindle"
"A864846",,"2022-09-01T11:56:00.000","2022-09-01T11:56:00.000","7259 Wardman Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","5 months","German Shepherd","Black/Tan"
"A864841",,"2022-09-01T11:21:00.000","2022-09-01T11:21:00.000","1044 Norwood Park Blvd in Austin (TX)","Stray","Normal","Dog","Intact Female","1 month","Pit Bull/Standard Schnauzer","Black/White"
"A864843",,"2022-09-01T11:21:00.000","2022-09-01T11:21:00.000","1044 Norwood Park Blvd in Austin (TX)","Stray","Normal","Dog","Intact Female","1 month","Pit Bull/Standard Schnauzer","Black/White"
"A864844",,"2022-09-01T11:21:00.000","2022-09-01T11:21:00.000","1044 Norwood Park Blvd in Austin (TX)","Stray","Normal","Dog","Intact Male","1 month","Pit Bull/Standard Schnauzer","Black/White"
"A864845",,"2022-09-01T11:21:00.000","2022-09-01T11:21:00.000","1044 Norwood Park Blvd in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","Pit Bull","Blue/White"
"A864829",,"2022-09-01T11:06:00.000","2022-09-01T11:06:00.000","8412 Garcreek Circle Unit A in Austin (TX)","Public Assist","Normal","Dog","Intact Male","3 years","Cardigan Welsh Corgi/Collie Rough","White/Brown"
"A864830","Meryl","2022-09-01T11:00:00.000","2022-09-01T11:00:00.000","1803 E Anderson Ln in Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","4 years","Domestic Shorthair","Black"
"A864837","A864837","2022-09-01T11:00:00.000","2022-09-01T11:00:00.000","1803 E Anderson Ln in Austin (TX)","Owner Surrender","Normal","Cat","Intact Male","2 months","Domestic Shorthair","Brown Tabby"
"A864833","A864833","2022-09-01T11:00:00.000","2022-09-01T11:00:00.000","1803 E Anderson Ln in Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Black"
"A864831","A864831","2022-09-01T11:00:00.000","2022-09-01T11:00:00.000","1803 E Anderson Ln in Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Black"
"A864834","A864834","2022-09-01T11:00:00.000","2022-09-01T11:00:00.000","1803 E Anderson Ln in Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Black"
"A864835","A864835","2022-09-01T11:00:00.000","2022-09-01T11:00:00.000","1803 E Anderson Ln in Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Blue Tabby/White"
"A864832","A864832","2022-09-01T11:00:00.000","2022-09-01T11:00:00.000","1803 E Anderson Ln in Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Black"
"A864836","A864836","2022-09-01T11:00:00.000","2022-09-01T11:00:00.000","1803 E Anderson Ln in Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Brown Tabby"
"A864823","A864823","2022-09-01T10:43:00.000","2022-09-01T10:43:00.000","8905 Linden Road in Travis (TX)","Stray","Injured","Dog","Intact Male","7 months","German Shepherd Mix","White"
"A663813",,"2022-09-01T09:33:00.000","2022-09-01T09:33:00.000","6813 Crystalbrook Dr in Austin (TX)","Stray","Sick","Dog","Neutered Male","9 years","Pit Bull Mix","Fawn/White"
"A864822",,"2022-09-01T08:41:00.000","2022-09-01T08:41:00.000","2200 Rogge Ln in Austin (TX)","Stray","Normal","Dog","Intact Female","5 months","Treeing Walker Coonhound Mix","Brown/White"
"A864812",,"2022-08-31T18:05:00.000","2022-08-31T18:05:00.000","8100 N Mopac Expy in Austin (TX)","Stray","Normal","Other","Unknown","1 year","Hamster","Black"
"A864806",,"2022-08-31T17:11:00.000","2022-08-31T17:11:00.000","Dessau Road in Austin (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair","Blue"
"A864803",,"2022-08-31T17:11:00.000","2022-08-31T17:11:00.000","Dessau Road in Austin (TX)","Stray","Normal","Cat","Intact Female","2 weeks","Domestic Shorthair","Blue/White"
"A864805",,"2022-08-31T17:11:00.000","2022-08-31T17:11:00.000","Dessau Road in Austin (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair","Blue"
"A864807",,"2022-08-31T17:11:00.000","2022-08-31T17:11:00.000","Dessau Road in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Shorthair","Blue"
"A864801","*Mila","2022-08-31T17:11:00.000","2022-08-31T17:11:00.000","Dessau Road in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Russian Blue Mix","Blue"
"A864804",,"2022-08-31T17:11:00.000","2022-08-31T17:11:00.000","Dessau Road in Austin (TX)","Stray","Normal","Cat","Intact Female","2 weeks","Domestic Shorthair","Blue/White"
"A864802",,"2022-08-31T17:11:00.000","2022-08-31T17:11:00.000","Dessau Road in Austin (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair","Blue/White"
"A864800","Spot","2022-08-31T17:08:00.000","2022-08-31T17:08:00.000","1010 Turtle Creek Blvd in Austin (TX)","Stray","Normal","Dog","Intact Male","3 years","Pit Bull","White/Black"
"A864813","Rosy","2022-08-31T17:08:00.000","2022-08-31T17:08:00.000","1010 Turtle Creek Blvd in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","Labrador Retriever","Red"
"A864799","Daisy","2022-08-31T16:50:00.000","2022-08-31T16:50:00.000","508 East Howard Lane in Travis (TX)","Owner Surrender","Normal","Dog","Intact Female","6 years","German Shepherd Mix","Brown/Black"
"A760881","Backup","2022-08-31T16:44:00.000","2022-08-31T16:44:00.000","Travis (TX)","Owner Surrender","Normal","Dog","Neutered Male","5 years","Belgian Malinois Mix","Tan/Black"
"A861508","Barry","2022-08-31T16:38:00.000","2022-08-31T16:38:00.000","Travis (TX)","Owner Surrender","Normal","Cat","Neutered Male","1 year","Domestic Shorthair Mix","Cream Tabby"
"A864795","A864795","2022-08-31T16:36:00.000","2022-08-31T16:36:00.000","508 East Howard Lane in Travis (TX)","Stray","Normal","Dog","Intact Female","5 months","Australian Kelpie","Black/Brown"
"A858069","Butter","2022-08-31T16:30:00.000","2022-08-31T16:30:00.000","508 East Howard Lane in Travis (TX)","Owner Surrender","Medical","Dog","Intact Female","5 years","Labrador Retriever/Great Pyrenees","Yellow"
"A864796","A864796","2022-08-31T15:59:00.000","2022-08-31T15:59:00.000","9300 Mission Circle in Travis (TX)","Stray","Injured","Cat","Intact Male","2 years","Domestic Shorthair","Black"
"A552059","Goldie","2022-08-31T15:56:00.000","2022-08-31T15:56:00.000","Austin (TX)","Stray","Aged","Dog","Intact Female","13 years","English Foxhound Mix","Brown/White"
"A605245","Squishi","2022-08-31T15:22:00.000","2022-08-31T15:22:00.000","Travis (TX)","Owner Surrender","Normal","Dog","Spayed Female","11 years","Pit Bull Mix","Brown Merle"
"A864794",,"2022-08-31T14:41:00.000","2022-08-31T14:41:00.000","21501 Quail Valley Cove in Travis (TX)","Stray","Normal","Cat","Intact Male","5 months","Domestic Shorthair","Brown Tabby"
"A864792",,"2022-08-31T14:41:00.000","2022-08-31T14:41:00.000","21501 Quail Valley Cove in Travis (TX)","Stray","Normal","Cat","Intact Male","5 months","Domestic Shorthair","Brown Tabby"
"A864793",,"2022-08-31T14:41:00.000","2022-08-31T14:41:00.000","21501 Quail Valley Cove in Travis (TX)","Stray","Normal","Cat","Intact Male","5 months","Domestic Shorthair","Brown Tabby"
"A864791",,"2022-08-31T14:41:00.000","2022-08-31T14:41:00.000","21501 Quail Valley Cove in Travis (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Brown Tabby/White"
"A864789",,"2022-08-31T14:18:00.000","2022-08-31T14:18:00.000","N Lamar Blvd And Mc Phaul St in Austin (TX)","Stray","Normal","Dog","Intact Male","9 months","Belgian Malinois","Black/Tan"
"A864786","A864786","2022-08-31T14:11:00.000","2022-08-31T14:11:00.000","14015 S Turnersville Rd in Travis (TX)","Stray","Normal","Dog","Intact Female","2 years","Great Pyrenees Mix","White/Tan"
"A614368","Barry","2022-08-31T14:00:00.000","2022-08-31T14:00:00.000","Austin (TX)","Owner Surrender","Aged","Dog","Neutered Male","11 years","Basset Hound Mix","Brown/White"
"A607627","Abby","2022-08-31T14:00:00.000","2022-08-31T14:00:00.000","Austin (TX)","Owner Surrender","Aged","Dog","Spayed Female","11 years","Pit Bull/Italian Greyhound","White/Black"
"A864781",,"2022-08-31T13:53:00.000","2022-08-31T13:53:00.000","3550 Far West Boulevard in Austin (TX)","Wildlife","Sick","Other","Unknown","2 years","Opossum","Gray"
"A864787","*Lark","2022-08-31T13:40:00.000","2022-08-31T13:40:00.000","5705 Palo Blanco in Austin (TX)","Stray","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Calico"
"A864783",,"2022-08-31T13:33:00.000","2022-08-31T13:33:00.000","7200 Ed Bluestein Blvd in Austin (TX)","Stray","Injured","Cat","Intact Female","1 month","Domestic Shorthair","Calico"
"A849582","Lucas","2022-08-31T13:06:00.000","2022-08-31T13:06:00.000","Travis (TX)","Owner Surrender","Normal","Dog","Neutered Male","9 months","Plott Hound Mix","Brown Brindle/White"
"A864780",,"2022-08-31T12:47:00.000","2022-08-31T12:47:00.000","8100 N Mopac Expy in Austin (TX)","Stray","Normal","Other","Unknown","1 year","Hamster","Orange/White"
"A850020","Shady","2022-08-31T12:24:00.000","2022-08-31T12:24:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Neutered Male","1 year","Pit Bull Mix","Black/White"
"A864774","A864774","2022-08-31T12:08:00.000","2022-08-31T12:08:00.000","515 S Pleasant Valley Rd in Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","3 years","Chihuahua Shorthair","White/Tan"
"A864131","Joker","2022-08-31T12:08:00.000","2022-08-31T12:08:00.000","515 S Pleasant Valley Rd in Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","4 years","Chihuahua Shorthair","White/Black"
"A863452","Amber","2022-08-31T11:55:00.000","2022-08-31T11:55:00.000","4200 Brookview in Austin (TX)","Stray","Normal","Dog","Intact Female","10 months","German Shepherd","White"
"A856954","Dot","2022-08-31T11:54:00.000","2022-08-31T11:54:00.000","Travis (TX)","Owner Surrender","Normal","Dog","Spayed Female","2 years","Pit Bull Mix","Blue/White"
"A864776","Biscuit","2022-08-31T10:59:00.000","2022-08-31T10:59:00.000","4511 Lucksinger Ln in Austin (TX)","Stray","Sick","Cat","Neutered Male","2 years","Domestic Shorthair","Black"
"A864765",,"2022-08-31T09:10:00.000","2022-08-31T09:10:00.000","1701 S Heatherwilde in Austin (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair","Orange Tabby"
"A864764",,"2022-08-31T09:10:00.000","2022-08-31T09:10:00.000","1701 S Heatherwilde in Austin (TX)","Stray","Normal","Cat","Intact Female","2 weeks","Domestic Shorthair","Brown Tabby/White"
"A864763",,"2022-08-31T09:10:00.000","2022-08-31T09:10:00.000","1701 S Heatherwilde in Austin (TX)","Stray","Normal","Cat","Intact Female","2 weeks","Domestic Shorthair","Torbie"
"A864766",,"2022-08-31T09:10:00.000","2022-08-31T09:10:00.000","1701 S Heatherwilde in Austin (TX)","Stray","Normal","Cat","Intact Male","2 weeks","Domestic Shorthair","Black/White"
"A864762",,"2022-08-31T09:10:00.000","2022-08-31T09:10:00.000","1701 S Heatherwilde in Austin (TX)","Stray","Normal","Cat","Intact Female","2 weeks","Domestic Shorthair","Torbie/White"
"A864761",,"2022-08-31T08:46:00.000","2022-08-31T08:46:00.000","7201 Levander Loop in Austin (TX)","Stray","Normal","Cat","Intact Male","1 year","Domestic Shorthair","Cream Tabby"
"A864750",,"2022-08-30T19:01:00.000","2022-08-30T19:01:00.000","2614 Davis Ln in Austin (TX)","Wildlife","Sick","Other","Unknown","1 year","Raccoon","Brown/Black"
"A864751","A864751","2022-08-30T18:53:00.000","2022-08-30T18:53:00.000","19801 Blake Manor Rd in Travis (TX)","Stray","Normal","Dog","Intact Female","3 years","German Shepherd","Black/Tan"
"A864748","A864748","2022-08-30T18:53:00.000","2022-08-30T18:53:00.000","19801 Blake Manor Rd in Travis (TX)","Stray","Normal","Dog","Intact Female","1 year","German Shepherd","Black/Tan"
"A864749",,"2022-08-30T18:47:00.000","2022-08-30T18:47:00.000","1773 Wells Branch Pwky in Travis (TX)","Stray","Normal","Dog","Intact Male","3 months","Pit Bull","Blue/White"
"A864745","Teddy","2022-08-30T18:04:00.000","2022-08-30T18:04:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","6 months","Domestic Shorthair","Brown Tabby"
"A864744","Duke","2022-08-30T17:42:00.000","2022-08-30T17:42:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","2 years","American Pit Bull Terrier","Black"
"A864735","A864735","2022-08-30T16:16:00.000","2022-08-30T16:16:00.000","Airport Blvd in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","Great Pyrenees Mix","White"
"A864736","A864736","2022-08-30T16:16:00.000","2022-08-30T16:16:00.000","Airport Blvd in Austin (TX)","Stray","Normal","Dog","Intact Female","4 months","Labrador Retriever Mix","White/Tan"
"A864734","A864734","2022-08-30T16:16:00.000","2022-08-30T16:16:00.000","Airport Blvd in Austin (TX)","Stray","Normal","Dog","Intact Male","1 year","Great Pyrenees Mix","White"
"A864741","Feito","2022-08-30T16:07:00.000","2022-08-30T16:07:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","9 months","Australian Cattle Dog","Tricolor"
"A809170","Cookie","2022-08-30T16:07:00.000","2022-08-30T16:07:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","3 years","Australian Cattle Dog Mix","White/Black"
"A864740","Grandulon","2022-08-30T16:07:00.000","2022-08-30T16:07:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","2 years","Blue Lacy","Blue/White"
"A864737",,"2022-08-30T16:07:00.000","2022-08-30T16:07:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","1 month","Australian Cattle Dog/Labrador Retriever","White"
"A864738",,"2022-08-30T16:07:00.000","2022-08-30T16:07:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","1 month","Australian Cattle Dog/Labrador Retriever","White/Black"
"A864731","A864731","2022-08-30T16:05:00.000","2022-08-30T16:05:00.000","Rutland Drive And Parkfield Dr in Austin (TX)","Stray","Normal","Dog","Intact Male","4 months","Boxer Mix","Tan/Black"
"A864729","A864729","2022-08-30T15:45:00.000","2022-08-30T15:45:00.000","10125 Milla Circle in Austin (TX)","Stray","Normal","Cat","Intact Female","3 months","Siamese","Tortie Point"
"A864728","Max","2022-08-30T15:18:00.000","2022-08-30T15:18:00.000","10106 N Ih 35 Hwy in Austin (TX)","Stray","Normal","Dog","Intact Male","5 years","Boxer","Tan/Black"
"A864790","A864790","2022-08-30T15:13:00.000","2022-08-30T15:13:00.000","304 Tamworth Ave in Austin (TX)","Stray","Injured","Cat","Intact Male","3 months","Domestic Shorthair","Blue Tabby/White"
"A864701",,"2022-08-30T14:12:00.000","2022-08-30T14:12:00.000","701 West Riverside Drive in Austin (TX)","Wildlife","Sick","Other","Unknown","2 years","Bat","Brown"
"A864686","Ox","2022-08-30T14:11:00.000","2022-08-30T14:11:00.000","1903 Woodland Avenue in Austin (TX)","Stray","Normal","Dog","Intact Male","2 years","Plott Hound Mix","Brown Brindle/White"
"A864722",,"2022-08-30T14:06:00.000","2022-08-30T14:06:00.000","7630 Wood Hollow Dr in Austin (TX)","Stray","Normal","Dog","Intact Female","2 years","German Shepherd/Labrador Retriever","Buff"
"A864711","A864711","2022-08-30T13:57:00.000","2022-08-30T13:57:00.000","7001 Providence Avenue in Austin (TX)","Stray","Injured","Dog","Intact Male","3 years","Cairn Terrier Mix","White/Black"
"A864712","A864712","2022-08-30T13:36:00.000","2022-08-30T13:36:00.000","Bitter Creek in Austin (TX)","Stray","Normal","Cat","Intact Female","3 months","Domestic Shorthair","Black"
"A864719","A864719","2022-08-30T13:36:00.000","2022-08-30T13:36:00.000","Bitter Creek in Austin (TX)","Stray","Normal","Cat","Intact Female","3 months","Domestic Shorthair","Brown Tabby"
"A864715","A864715","2022-08-30T13:36:00.000","2022-08-30T13:36:00.000","Bitter Creek in Austin (TX)","Stray","Normal","Cat","Intact Female","3 months","Domestic Shorthair","Blue"
"A864713","A864713","2022-08-30T13:36:00.000","2022-08-30T13:36:00.000","Bitter Creek in Austin (TX)","Stray","Normal","Cat","Intact Female","3 months","Domestic Shorthair","Blue Tabby/White"
"A864717","A864717","2022-08-30T13:36:00.000","2022-08-30T13:36:00.000","Bitter Creek in Austin (TX)","Stray","Normal","Cat","Intact Female","3 months","Domestic Shorthair","Brown Tabby"
"A864714","A864714","2022-08-30T13:36:00.000","2022-08-30T13:36:00.000","Bitter Creek in Austin (TX)","Stray","Normal","Cat","Intact Male","3 months","Domestic Medium Hair","Blue Tabby/White"
"A864708","Poncho","2022-08-30T13:15:00.000","2022-08-30T13:15:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","10 months","Labrador Retriever Mix","Brown"
"A864700","A864700","2022-08-30T12:48:00.000","2022-08-30T12:48:00.000","2602 Aftonshire Way in Austin (TX)","Stray","Normal","Cat","Unknown","1 year","Domestic Shorthair","Brown Tabby"
"A864702",,"2022-08-30T12:41:00.000","2022-08-30T12:41:00.000","12605 Ballerstedt in Travis (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Brown Tabby"
"A864705",,"2022-08-30T12:41:00.000","2022-08-30T12:41:00.000","12605 Ballerstedt in Travis (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Tortie"
"A864703",,"2022-08-30T12:41:00.000","2022-08-30T12:41:00.000","12605 Ballerstedt in Travis (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Shorthair","Orange Tabby/White"
"A864706",,"2022-08-30T12:41:00.000","2022-08-30T12:41:00.000","12605 Ballerstedt in Travis (TX)","Stray","Normal","Cat","Intact Female","1 month","Domestic Shorthair","Tortie"
"A864704",,"2022-08-30T12:41:00.000","2022-08-30T12:41:00.000","12605 Ballerstedt in Travis (TX)","Stray","Normal","Cat","Intact Male","1 month","Domestic Medium Hair","Cream Tabby/White"
"A864696","Bella","2022-08-30T12:21:00.000","2022-08-30T12:21:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","1 year","Domestic Shorthair","Blue Tabby/White"
"A864695","Carmela","2022-08-30T12:21:00.000","2022-08-30T12:21:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","2 years","Domestic Shorthair","Brown Tabby/White"
"A864698","Lucy","2022-08-30T12:21:00.000","2022-08-30T12:21:00.000","Austin (TX)","Owner Surrender","Normal","Cat","Intact Female","4 months","Domestic Shorthair","Brown Tabby/White"
"A864699","Bingo","2022-08-30T12:18:00.000","2022-08-30T12:18:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Male","4 months","Chihuahua Shorthair","Tan/White"
"A864697","Baby Girl","2022-08-30T12:18:00.000","2022-08-30T12:18:00.000","Austin (TX)","Owner Surrender","Normal","Dog","Intact Female","4 months","Chihuahua Shorthair","White/Tan"
"A864692",,"2022-08-30T12:09:00.000","2022-08-30T12:09:00.000","1156 Cesar Chavez St in Austin (TX)","Stray","Normal","Dog","Intact Female","1 year","Pit Bull","Brown"
"A864687","A864687","2022-08-30T11:38:00.000","2022-08-30T11:38:00.000","Wells Branch in Austin (TX)","Stray","Normal","Cat","Intact Female","5 months","Domestic Shorthair","Brown Tabby/White"
"A864690","A864690","2022-08-30T11:38:00.000","2022-08-30T11:38:00.000","Wells Branch in Austin (TX)","Stray","Normal","Cat","Intact Female","2 months","Domestic Shorthair","Blue"
