"animal_id","location","at_aac","intake_date","type","looks_like","color","sex","age","image"
"A864603","1201 W 38TH ST
AUSTIN,  78705
(30.30614, -97.745186)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Cat","Domestic Medium Hair","Black/White","Intact Female","3 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864603"
"A864608","405 MANTE CT
AUSTIN,  78748","Yes (come to the shelter)","2022-08-29T00:00:00.000","Cat","Domestic Shorthair","Brown Tabby","Intact Male","2 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864608"
"A864594","1156 W CESAR CHAVEZ ST
AUSTIN,  78703
(30.268935, -97.760486)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Australian Cattle Dog","Blue Tick","Intact Male","2 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864594"
"A864607","405 MANTE CT
AUSTIN,  78748","Yes (come to the shelter)","2022-08-29T00:00:00.000","Cat","Domestic Shorthair","Brown Tabby","Intact Female","2 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864607"
"A864611","14011 FM
AUSTIN,  78724","Yes (come to the shelter)","2022-08-29T00:00:00.000","Cat","Domestic Shorthair","Calico","Intact Female","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864611"
"A864624","
WALNUT CREEK PARK AUSTIN,  78753
(30.378511, -97.675352)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Pit Bull","Blue/White","Intact Male","2 years","http://www.petharbor.com/pet.asp?uaid=ASTN.A864624"
"A864617","71 AUSTIN
,  78735","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Pit Bull","Black/White","Intact Male","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864617"
"A864628","16601 ROUND MOUNTAIN RD
,  78641
(30.60081, -97.931653)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Australian Cattle Dog","Blue Tick","Intact Female","5 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864628"
"A864639","6301 MONSANTO
AUSTIN,  78741
(30.238939, -97.694162)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Australian Cattle Dog Mix","Tan/White","Intact Male","2 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864639"
"A864636","E 51ST
AUSTIN,  78723","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Havanese","Black/White","Intact Male","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864636"
"A864643","6301 MONSANTO
AUSTIN,  78741
(30.238939, -97.694162)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Australian Cattle Dog Mix","White","Intact Female","2 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864643"
"A864619","1201 PEYTON
GIN AUSTIN,  78758","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","German Shepherd Mix","Black Brindle/Brown","Intact Female","5 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864619"
"A864642","6301 MONSANTO
AUSTIN,  78741
(30.238939, -97.694162)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Treeing Walker Coonhound Mix","White/Black","Intact Female","2 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864642"
"A864632","6029 BLUE BLUFF RD
AUSTIN,  78724
(30.277572, -97.611784)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Alaskan Husky","Black/White","Intact Male","2 years","http://www.petharbor.com/pet.asp?uaid=ASTN.A864632"
"A864630","DOVE ROAD
AUSTIN,  78744","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Pit Bull","Brown/White","Intact Male","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864630"
"A864656","E CAMERON RD
AUSTIN,  78653","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Flat Coat Retriever Mix","Black/Tan","Intact Female","6 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864656"
"A864687","
WELLS BRANCH AUSTIN,  78728
(30.450836, -97.682765)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Shorthair","Brown Tabby/White","Intact Female","5 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864687"
"A864657","E CAMERON RD
AUSTIN,  78653","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Flat Coat Retriever Mix","Black/Tricolor","Intact Male","6 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864657"
"A864658","12330 N I35
AUSTIN,  78753
(30.401475, -97.674909)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Labrador Retriever","Black/White","Intact Female","7 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864658"
"A864690","
WELLS BRANCH AUSTIN,  78728
(30.450836, -97.682765)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Shorthair","Blue","Intact Female","2 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864690"
"A864654","2601 SCOFIELD RIDGE PKWY
AUSTIN,  78727
(30.429658, -97.696741)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Cat","Domestic Shorthair","Black/White","Intact Male","5 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864654"
"A864660","2503 W SLAUGHTER
AUSTIN,  78748
(30.176147, -97.831303)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","German Shepherd Mix","Brown/Black","Intact Female","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864660"
"A864689","
WELLS BRANCH AUSTIN,  78728
(30.450836, -97.682765)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Shorthair","Brown Tabby/White","Intact Male","5 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864689"
"A864714","
BITTER CREEK AUSTIN,  78744
(30.186349, -97.738673)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Medium Hair","Blue Tabby/White","Intact Male","3 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864714"
"A864692","1156 CESAR CHAVEZ ST
AUSTIN,  78703
(30.268935, -97.760486)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Dog","Pit Bull","Brown","Intact Female","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864692"
"A864706","12605 BALLERSTEDT
,  78621
(30.342802, -97.465194)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Shorthair","Tortie","Intact Female","8 weeks","http://www.petharbor.com/pet.asp?uaid=ASTN.A864706"
"A864715","
BITTER CREEK AUSTIN,  78744
(30.186349, -97.738673)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Shorthair","Blue","Intact Female","3 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864715"
"A864711","7001 PROVIDENCE AVENUE
AUSTIN,  78752
(30.32821, -97.698151)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Dog","Cairn Terrier Mix","White/Black","Intact Male","3 years","http://www.petharbor.com/pet.asp?uaid=ASTN.A864711"
"A864691","
WELLS BRANCH AUSTIN,  78728
(30.450836, -97.682765)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Shorthair","Black/White","Intact Female","5 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864691"
"A864712","
BITTER CREEK AUSTIN,  78744
(30.186349, -97.738673)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Shorthair","Black","Intact Female","3 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864712"
"A864703","12605 BALLERSTEDT
,  78621
(30.342802, -97.465194)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Shorthair","Orange Tabby/White","Intact Male","8 weeks","http://www.petharbor.com/pet.asp?uaid=ASTN.A864703"
"A864719","
BITTER CREEK AUSTIN,  78744
(30.186349, -97.738673)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Shorthair","Brown Tabby","Intact Female","3 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864719"
"A864792","21501 QUAIL VALLEY COVE
,  78641
(30.514136, -97.963468)","Yes (come to the shelter)","2022-08-31T00:00:00.000","Cat","Domestic Shorthair","Brown Tabby","Intact Male","5 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864792"
"A864751","19801 BLAKE MANOR RD
,  78653
(30.277846, -97.504331)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Dog","German Shepherd","Black/Tan","Intact Female","3 years","http://www.petharbor.com/pet.asp?uaid=ASTN.A864751"
"A864786","14015 S TURNERSVILLE RD
,  78610
(30.085594, -97.78165)","Yes (come to the shelter)","2022-08-31T00:00:00.000","Dog","Great Pyrenees Mix","White/Tan","Intact Female","2 years","http://www.petharbor.com/pet.asp?uaid=ASTN.A864786"
"A864728","10106 N IH 35 HWY
AUSTIN,  78753
(30.365803, -97.68363)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Dog","Boxer","Tan/Black","Intact Male","5 years","http://www.petharbor.com/pet.asp?uaid=ASTN.A864728"
"A864527","6500 LEVANDER LOOP
AUSTIN,  78702","Yes (come to the shelter)","2022-08-27T00:00:00.000","Dog","German Shepherd/Labrador Retriever","Tan/Black","Intact Female","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864527"
"A864761","7201 LEVANDER LOOP
AUSTIN,  78702
(30.251079, -97.691727)","Yes (come to the shelter)","2022-08-31T00:00:00.000","Cat","Domestic Shorthair","Cream Tabby","Intact Male","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864761"
"A864793","21501 QUAIL VALLEY COVE
,  78641
(30.514136, -97.963468)","Yes (come to the shelter)","2022-08-31T00:00:00.000","Cat","Domestic Shorthair","Brown Tabby","Intact Male","5 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864793"
"A809273","LOYOLA
MAWR AUSTIN,  78723","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Mastiff","White/Brown Brindle","Intact Male","4 years","http://www.petharbor.com/pet.asp?uaid=ASTN.A809273"
"A864543","9024 NORTHGATE BLVD
AUSTIN,  78758
(30.370068, -97.716816)","Yes (come to the shelter)","2022-08-27T00:00:00.000","Dog","German Shepherd","Tan","Intact Male","11 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864543"
"A864722","7630 WOOD HOLLOW DR
AUSTIN,  78731
(30.36049, -97.748471)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Dog","German Shepherd/Labrador Retriever","Buff","Intact Female","2 years","http://www.petharbor.com/pet.asp?uaid=ASTN.A864722"
"A864735","
AIRPORT BLVD AUSTIN,  78722
(30.290465, -97.715708)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Dog","Great Pyrenees Mix","White","Intact Female","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864735"
"A864783","7200 ED BLUESTEIN BLVD
AUSTIN,  78723
(30.313268, -97.662939)","Yes (come to the shelter)","2022-08-31T00:00:00.000","Cat","Domestic Shorthair","Calico","Intact Female","7 weeks","http://www.petharbor.com/pet.asp?uaid=ASTN.A864783"
"A864734","
AIRPORT BLVD AUSTIN,  78722
(30.290465, -97.715708)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Dog","Great Pyrenees Mix","White","Intact Male","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864734"
"A864539","27209 S PLEASANT VALLEY
AUSTIN,  78741","Yes (come to the shelter)","2022-08-27T00:00:00.000","Dog","Siberian Husky Mix","Red","Intact Female","4 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864539"
"A864561","7707 PEACEFUL HILL LANE
AUSTIN,  78747
(30.182658, -97.787156)","Yes (come to the shelter)","2022-08-28T00:00:00.000","Dog","Pit Bull","Blue/White","Intact Male","1 year","http://www.petharbor.com/pet.asp?uaid=ASTN.A864561"
"A864510","MCKINNEY FALLS
,  78744","Yes (come to the shelter)","2022-08-27T00:00:00.000","Cat","Domestic Shorthair","Black","Intact Female","5 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864510"
"A864621","2200 WILLOW CREEK DRIVE
AUSTIN,  78741
(30.230089, -97.730753)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Cat","Domestic Medium Hair","Blue","Intact Male","3 weeks","http://www.petharbor.com/pet.asp?uaid=ASTN.A864621"
"A864736","
AIRPORT BLVD AUSTIN,  78722
(30.290465, -97.715708)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Dog","Labrador Retriever Mix","White/Tan","Intact Female","4 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864736"
"A864645","8215 THANNAS WAY
AUSTIN,  78744","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","German Shepherd Mix","Black/Tan","Intact Male","4 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864645"
"A863452","4200 BROOKVIEW
AUSTIN,  78722
(30.296864, -97.709866)","Yes (come to the shelter)","2022-08-31T00:00:00.000","Dog","German Shepherd","White","Intact Female","10 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A863452"
"A864702","12605 BALLERSTEDT
,  78621
(30.342802, -97.465194)","Yes (come to the shelter)","2022-08-30T00:00:00.000","Cat","Domestic Shorthair","Brown Tabby","Intact Female","8 weeks","http://www.petharbor.com/pet.asp?uaid=ASTN.A864702"
"A864562","7707 PEACEFUL HILL LANE
AUSTIN,  78747
(30.182658, -97.787156)","Yes (come to the shelter)","2022-08-28T00:00:00.000","Dog","Pit Bull","Blue","Intact Female","3 years","http://www.petharbor.com/pet.asp?uaid=ASTN.A864562"
"A864641","6301 MONSANTO
AUSTIN,  78741
(30.238939, -97.694162)","Yes (come to the shelter)","2022-08-29T00:00:00.000","Dog","Australian Cattle Dog Mix","White/Black","Intact Female","2 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864641"
"A864731","RUTLAND DRIVE
AUSTIN,  78734","Yes (come to the shelter)","2022-08-30T00:00:00.000","Dog","Boxer Mix","Tan/Black","Intact Male","4 months","http://www.petharbor.com/pet.asp?uaid=ASTN.A864731"
