"the_geom","objectid","ancillaryrole","enabled","drainage_id","jtx_jobid","rotation","comments","date_built","year_built","year_source","year_abandoned","created_by","created_date","modified_by","modified_date","checked_by","watershed","map_index","mapsco","place_id","ownership","maintenance","dimen_source","elev_source","location_source","gps_x","gps_y","gps_source","gps_quality","top_elevation","surface_elevation","at_grade","material","curb_op","height","depressed","depression_a","width","inlet_loc","manhole","inlet_type","marked","edit_status","outfall","fme_date","status","observation","modeled","collected_by","last_date_visited","measured_by","photolink","gps_pdop","gps_satqual","marked_date","catch_basket","gps_date","gps_time","unit","maximo_asset_number","maximo_site_id","globalid"
"POINT (-97.687666032447 30.312398530821)","118476","0","1","79832","129588","173","BRIDGE INLET - diverts to creek","1963-07-29T00:00:00.000Z","1963","APPLANEL",,"JHOLDER","2010-11-29T00:00:00.000Z","JHOLDER","2010-11-29T00:00:00.000Z","DDAVIS","FOR","M26","556Q","3392852","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3131328.4551","10087279.683","DIG07","SUB-M",,"597.66998291","N","CONCRETE","150","5","T","4","14","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-29T00:00:00.000Z",,,,,,"0",,,,"40086","WPD","d12bc1b6-938e-4b0c-9d74-ae640c09c44a"
"POINT (-97.835989866499 30.165237256984)","118543","0","1","106640","1220690","347",,"2003-02-27T00:00:00.000Z","2003","ASBLTEL",,"SBURZYNSKI","2017-03-27T12:35:29.000Z","SBURZYNSKI","2017-03-27T12:42:55.000Z",,"SLA","D13","672V","3069651","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3085744.1575","10032690.1631","DIG08","SUB-M",,"700.09002686","N","CONCRETE","120","7","T","7","16","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"JENNIFER WOERTZ",,,,,,,"0",,,,"40360","WPD","be5acfd9-8fad-42bd-9596-5e872cf7a7bd"
"POINT (-97.741367344175 30.323406022)","118457","0","1","79014","432863","217","BRIDGE INLET - diverts to creek","1960-05-01T00:00:00.000Z","1960","APPLANEL",,"NPULLIAS","2011-04-07T16:23:33.000Z","APRUITT","2012-09-05T13:06:46.000Z","RODAVILA","SHL","J27","555E","3070267","CITY","CITY","PHYS_INSP","SUPP_INFO","GPS","3114299.2177","10090883.031","DIG07","SUB-M","634.5300293","629.28997803","N","CONCRETE","84","4","T","2","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-09T00:00:00.000Z",,,,,,"0",,,,"40392","WPD","f87d43f7-b8cd-4e3a-a748-3bed51977a14"
"POINT (-97.878746249978 30.199773698213)","118259","0","1","106598","619413","99",,"1986-12-23T00:00:00.000Z","1986","ASBLTEL",,"NPULLIAS","2013-05-20T15:32:07.000Z","NPULLIAS","2013-05-29T09:50:41.000Z","RODAVILA","SLA","B16","641V","585628","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3071958.2581","10044947.0194","DIG08","SUB-M",,"846.34002686","N","CONCRETE","114","3","T","3","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","JENNIFER WOERTZ",,,,,,,"0",,,,"401454596","WPD","eedd8297-3fea-4a14-89c4-254d7dd392d6"
"POINT (-97.692190112411 30.307376659056)","118488","0","1","79722","138787","160","BRIDGE INLET - diverts to creek; slot width is 6in.","1958-07-15T00:00:00.000Z","1958","APPLANEL",,"RMOELLMER","2010-09-30T00:00:00.000Z","PCAMPMAN","2013-11-08T13:23:58.000Z","DDAVIS","FOR","L25","556T","689108","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3129949.3264","10085423.299","DIG07","SUB-M",,"591.53997803","N","CONCRETE","60","3","T","2","16","GRADE","NOTPRESENT","G1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DERRICK STEENKEN","2007-08-03T00:00:00.000Z",,,,,,"0",,,,"40093","WPD","9690186c-19ee-4053-9b73-415df09ea03d"
"POINT (-97.734431611895 30.365772973142)","118250","0","1","75777","1713827","121","BRIDGE INLET - diverts to creek","1959-05-01T00:00:00.000Z","1959","APPLANEL",,"JHOLDER","2010-11-01T00:00:00.000Z","VVINCENT","2017-07-03T08:49:11.000Z","DDAVIS","SHL","J30","525B","719378","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3116128.414","10106341.304","DIG07","SUB-M",,"712.26000977","N","CONCRETE","145","7","T","7","16","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-27T00:00:00.000Z",,,,,,"0",,,,"40240","WPD","5c7c35d1-59a5-46c5-a36a-771f865071bf"
"POINT (-97.863385835284 30.21882928241)","118230","0","1","106644","943570","346",,"1984-06-01T00:00:00.000Z","1984","APPLANEL",,"AJURADO","2014-09-19T15:19:00.000Z","AJURADO","2014-09-24T12:11:18.000Z","TBARRINGTON","WMS","C18","642F","86745","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3076655.7538","10051983.0631","DIG08","SUB-M",,"793.44000244","N","CONCRETE","120","6","T","6","64","SAG","NOTPRESENT","S4","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"ISRAEL RAMIREZ",,,,,,,"0",,,,"40278","WPD","c8290a45-3bff-450e-aeed-81e1d082c2cb"
"POINT (-97.749341043922 30.347980180985)","118459","0","1","75314","1793826","106","BRIDGE INLET - diverts to creek; box open","1960-10-17T00:00:00.000Z","1960","APPLANEL",,"JHOLDER","2010-04-26T00:00:00.000Z","VVINCENT","2017-09-29T10:54:19.000Z","RODAVILA","SHL","J29","525N","5106071","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3111569.2212","10099769.837","DIG07","SUB-M",,"693.98999023","N","CONCRETE","60","5","T","4","17","GRADE","NOTPRESENT","G1","MARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-21T00:00:00.000Z",,,,,,"0",,,,"40067","WPD","8774fdec-7a5c-4cbc-b745-aef570d9316c"
"POINT (-97.71139080192 30.270925431608)","118242","0","1","81104","1846930","337","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMCDONALD","2017-12-07T10:04:55.000Z","MMCDONALD","2017-12-07T10:35:36.000Z",,"BOG","K22","585V","3323618","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3124205.4111","10072024.719","DIG07","SUB-M",,"491.67001343","N","CONCRETE","151","5","T","4","16","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"SJOHNSON","2008-10-28T00:00:00.000Z",,,,,,"0",,,,"40084","WPD","962911f4-dae2-4f65-8515-43d5bc884765"
"POINT (-97.800637715064 30.224076990324)","118422","0","1","106588","1719282","208",,,,"NO_SOURCE",,"JAMARTINEZ","2017-06-28T14:16:33.000Z","JAMARTINEZ","2017-07-04T10:54:12.000Z","SJOHNSON","WMS","F18","643D","3310308","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3096426.3131","10054336.7175","DIG08","SUB-M",,"644.15997314","N","CONCRETE","288","4","T","5","18","SAG","PRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"LUKE KUHR",,,,,,,"0",,,,"40386","WPD","5d8ba7f4-9ca1-4b1b-b446-5db9c9f901d7"
"POINT (-97.759316382425 30.363510353175)","118570","0","1","78923","1724050","299","BRIDGE INLET - diverts to creek","1972-03-28T00:00:00.000Z","1972","ASBLTEL",,"NPULLIAS","2009-10-19T00:00:00.000Z","GDELANO","2018-03-21T15:55:01.000Z","ACOLEMAN","SHL","H30","524D","135969","CITY","CITY","PHYS_INSP","ASBLTEL","GPS","3108300.4978","10105336.744","DIG07","SUB-M","819.15002441","817.09002686","N","CONCRETE","106","4","T","3","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","LPUGH","2008-10-16T00:00:00.000Z",,,,,,"0",,,,"40226","WPD","9c372ab3-0a8f-471f-ae4d-43495b6b7315"
"POINT (-97.707625826058 30.365414669254)","118303","0","1","73960","1821651","117","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"ACOLEMAN","2017-12-27T16:09:36.000Z","ACOLEMAN","2017-12-27T16:11:06.000Z",,"LWA","L30","526A","396902","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3124581.0293","10106406.647","DIG07","SUB-M",,"678.03997803","N","CONCRETE","164","6","T","6","17","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DLEWIS","2008-10-09T00:00:00.000Z",,,,,,"0",,,,"40139","WPD","f1e2c269-67fb-4115-9814-f19a02f32560"
"POINT (-97.704174173224 30.426607394671)","118469","0","1","106510","1800211","19",,"1972-12-05T00:00:00.000Z","1972","APPLANEL",,"MLEACH","2013-09-11T11:11:13.000Z","ACOLEMAN","2017-11-02T08:21:26.000Z","SBURZYNSKI","WLN","L36","466E","505454","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3125143.7769","10128680.9538","DIG08","SUB-M",,"725.13000488","N","CONCRETE","288","5","T","2","17","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","JULIA PRESAS",,,,,,,"0",,,,"40346","WPD","fbdb5a16-4a7f-406a-be51-12f98d77dc27"
"POINT (-97.73530219158 30.279945466026)","118353","0","1","227106","1761828","197","No field evidence",,,"NO_SOURCE",,"RMOELLMER","2010-03-17T00:00:00.000Z","GDELANO","2018-11-14T12:47:54.000Z","RODAVILA","WLR","J23","585K","515210","CITY","CITY","PLANNOEL","NO_SOURCE","PLANNOEL",,,"NOGPS","NOGPS",,"489.27999878","N","NODATA","10",,"N",,,"NODATA","NODATA","NODATA","NODATA","ENTERED","F","2022-03-11T21:12:44.000Z","REMOVED","0","N",,,,,,,,"0",,,,,,"614d50b2-720d-43d3-b8a6-2d8f7fdf8962"
"POINT (-97.898113322816 30.183749286531)","118369","0","1","106611","864538","147",,"2003-03-25T00:00:00.000Z","2003","APPLANEL",,"AJURADO","2014-05-06T09:09:34.000Z","GDELANO","2014-05-29T13:53:00.000Z","GDELANO","SLA","A15","671F","3282489","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3065969.0031","10038986.0063","DIG08","SUB-M","881.02001953","881.22998047","N","CONCRETE","108","6","T","5","35","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"JENNIFER WOERTZ",,,,,,,"0",,,,"40351","WPD","46d614c7-8e45-487b-9b9d-fa69b7c87270"
"POINT (-97.860430706824 30.196792811441)","118470","0","1","106626","1594148","224",,"1987-10-01T00:00:00.000Z","1987","APPLANEL",,"MMCDONALD","2016-01-12T12:55:28.000Z","MAMARAL","2016-12-13T14:35:28.000Z","DWARDEN","SLA","C16","642X","3429852","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3077767.05","10043991.3025","DIG08","SUB-M",,"814.55999756","N","CONCRETE","62","7","T","5","35","GRADE","PRESENT","G1R","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"GEETHA GANESAN",,,,,,"2018-09-15T00:00:00.000Z","0",,,,"40317","WPD","88acdf9e-8bd2-4542-9e58-c4d19ff918b6"
"POINT (-97.77091284288 30.288613985806)","118588","0","1","80309","2215634","160","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"JAMARTINEZ","2018-05-18T11:28:58.000Z","JAMARTINEZ","2021-02-08T14:55:17.000Z","GDELANO","JOH","H24","584G","191564","CITY","CITY","PHYS_INSP","PLANNOEL","GPS_AERIAL","3105291.9478","10078027.88","DIG07","SUB-M",,"526.08001709","N","CONCRETE","60","6","T","5","18","GRADE","PRESENT","G1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-28T00:00:00.000Z",,,,,"2012-10-15T00:00:00.000Z","0",,,,"40036","WPD","d4e94433-5486-4c2d-a469-448e6dcc085c"
"POINT (-97.726651395597 30.331586354215)","118529","0","1","77921","1407570","204","BRIDGE INLET - diverts to creek, asphalt on gutter.",,,"NO_SOURCE",,"GDELANO","2016-06-07T12:36:07.000Z","DDAVIS","2016-07-01T15:01:54.000Z","DDAVIS","SHL","K27","555C","250037","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3118870.4655","10093961.312","DIG07","SUB-M",,"677.28997803","N","CONCRETE","122","4","T","4","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DLEWIS","2008-10-20T00:00:00.000Z",,,,,,"0",,,,"40394","WPD","94e2749a-ea0c-4936-a60b-76d992ca1f2f"
"POINT (-97.676383225857 30.283980848416)","118539","0","1","76335","1716706","34","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"ABODIN","2017-06-21T10:12:48.000Z","ABODIN","2017-06-21T10:14:21.000Z",,"FOR","M23","586M","326240","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3135141.9414","10077033.126","DIG07","SUB-M",,"510.1000061","N","CONCRETE","126","7","T","5","17","SAG","PRESENT","S1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"RODAVILA","2008-10-15T00:00:00.000Z",,,,,"2012-09-15T00:00:00.000Z","0",,,,"40216","WPD","0190cedd-0d0b-48e4-a6ed-b6ce7f2b430a"
"POINT (-97.795156588973 30.21882015223)","118567","0","1","106632","185186","304","2-8' Inlets,","1965-10-01T00:00:00.000Z","1965","APPLANEL",,"SBURZYNSKI","2011-05-03T15:21:45.000Z","SBURZYNSKI","2011-05-03T15:34:42.000Z",,"WMS","F18","643H","909164","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3098200.6044","10052464.8031","DIG08","SUB-M","652.82000732","652.92999268","N","CONCRETE","193","5","T","2","18","SAG","NOTPRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","EZIO AMBROSETTI",,,,,,,"0",,,,"40322","WPD","617d2c43-4607-4dd0-b84f-6b70524bbda4"
"POINT (-97.830595930594 30.204949182915)","118479","0","1","106622","1821042","205",,,,"NO_SOURCE",,"MMARKOWSKI","2017-11-02T08:41:00.000Z","MMARKOWSKI","2017-11-02T08:46:04.000Z",,"WMS","E17","643N","319587","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3087123.435","10047167.7319","DIG08","SUB-M",,"738.61999512","N","CONCRETE","120","6","T","3","24","SAG","NOTPRESENT","S1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"EDWARD GALBAVY",,,,,,"2016-06-15T00:00:00.000Z","0",,,,"40274","WPD","2ced8a27-1ed1-4cd4-b101-07d4c5378bce"
"POINT (-97.832074588716 30.435123702004)","118258","0","1","1768166","1785220","43","Could be considered bridge inlet",,,"NO_SOURCE",,"SSTONE","2017-11-09T11:30:20.000Z","SSTONE","2017-11-09T11:30:21.000Z",,"BUL","E36","463A","3324220","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3084774.3456","10130847.9681","DIG08","SUB-M",,"944.77001953","N","CONCRETE","121","7","T","4","15","SAG","NOTPRESENT","S1","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"EZIO AMBROSETTI","2018-06-11T14:13:45.000Z",,"09082008_5_009.jpg",,,,"0",,,,"5000074785","WPD","b977c26e-b56c-4fe7-bcf5-dedcc75eeaee"
"POINT (-97.724962579883 30.355578586388)","118354","0","1","76973","1796052","125","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"GDELANO","2017-11-21T12:53:47.000Z","GDELANO","2017-11-21T12:55:06.000Z",,"SHL","K29","525L","601850","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS_AERIAL","3119219.2753","10102744.996","DIG07","SUB-M",,"740.16998291","N","CONCRETE","128","6","F","0","17","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2008-10-03T00:00:00.000Z",,,,,,"0",,,,"40135","WPD","9a8dd3ac-e2c1-42a1-933d-b315083f0307"
"POINT (-97.686166930772 30.353907343802)","118451","0","1","74145","610145","102","Two 10-ft inlets (plan shows one 20-ft inlet).,  BRIDGE INLET - diverts to creek","1970-09-04T00:00:00.000Z","1970","ASBLTEL",,"ARESOVSKY","2013-05-14T16:44:09.000Z","ARESOVSKY","2013-05-14T17:15:24.000Z","SBURZYNSKI","LWA","M29","526L","654292","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3131446.6736","10102382.909","DIG07","SUB-M",,"637.64001465","N","CONCRETE","114","6","T","5","19","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","LPUGH","2008-10-14T00:00:00.000Z",,,,,,"0",,,,"40390","WPD","0333b604-9f5e-4e01-bab5-c83b699a0b8d"
"POINT (-97.74926714042 30.347963380947)","118372","0","1","1768189","1793826","291",,"1960-10-17T00:00:00.000Z","1960","APPLANEL",,"JHOLDER","2010-04-26T00:00:00.000Z","VVINCENT","2017-09-29T10:54:27.000Z","RODAVILA","SHL","J29","525N","5106071","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3111601.6559","10099761.845","DIG07","SUB-M",,"693.7800293","N","CONCRETE","60","5","T","6","17","GRADE","NOTPRESENT","G1","MARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DLEWIS","2018-06-11T14:20:44.000Z",,"06282007_4_028.jpg",,,,"0",,,,"5000074786","WPD","c2124117-26f5-4324-ac82-e405606308f8"
"POINT (-97.822384112506 30.245669438847)","118227","0","1","106579","94002","229",,"1973-11-07T00:00:00.000Z","1973","APPLANEL",,"NPULLIAS","2010-07-08T00:00:00.000Z","PCAMPMAN","2017-06-08T15:48:02.000Z","HCHOU","BAR","E20","613K","918416","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3089379.7831","10062033.0988","DIG08","SUB-M","665.70001221","695.76000977","N","CONCRETE","144","5","T","4","13","SAG","NOTPRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DAVID PRITCHARD",,,,,,,"0",,,,"40378","WPD","25f82711-5b20-492e-8c81-8fca7fc60fc9"
"POINT (-97.840010414672 30.201579378802)","118576","0","1","106593","1876691","210",,,,"NO_SOURCE",,"MMARKOWSKI","2018-01-25T09:52:35.000Z","MMARKOWSKI","2018-01-25T09:57:01.000Z",,"WMS","D16","642V","538683","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3084177.6563","10045875.6919","DIG08","SUB-M",,"768.33001709","N","CONCRETE","60","7","T","7","36","GRADE","NOTPRESENT","G1R","GOOD","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"JENNIFER WOERTZ",,,,,,"2019-09-15T00:00:00.000Z","0",,,,"40402","WPD","7b30a064-b46f-42f5-bca3-33952641f5b3"
"POINT (-97.839777971154 30.171811284032)","118254","0","1","106639","1859459","41",,"2003-04-12T00:00:00.000Z","2003","ASBLTEL",,"GDELANO","2018-03-08T10:21:26.000Z","GDELANO","2018-03-08T10:22:06.000Z",,"SLA","D14","672R","3141260","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3084493.7306","10035053.6356","DIG08","SUB-M",,"713.35998535","N","CONCRETE","125","6","T","5","16","GRADE","PRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"JENNIFER WOERTZ",,,,,,,"0",,,,"40359","WPD","865f1ee1-9656-4e9c-9b5c-7102d96d5f32"
"POINT (-97.741937646655 30.274204381001)","118600","0","1","379115","203816","344",,,,"NO_SOURCE",,"JABAKER","2011-07-19T15:39:32.000Z","JABAKER","2011-07-19T16:13:13.000Z","RODAVILA","TWN","J23","585N","118641","OTHER","OTHER","NO_SOURCE","NO_SOURCE","SUPP_INFO",,,"NOGPS","NOGPS",,,"N","NODATA",,,"N",,,"NODATA","NODATA","S1","NODATA","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","0","N",,,,,,,,"0",,,,,,"15499073-f818-4148-81d0-eded53d75972"
"POINT (-97.823395373855 30.19549957701)","118382","0","1","106590","755107","210",,"1979-10-22T00:00:00.000Z","1979","APPLANEL",,"TBARRINGTON","2013-10-31T08:45:17.000Z","TBARRINGTON","2013-10-31T11:35:30.000Z","SJOHNSON","SBG","E16","643W","517503","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3089475.02","10043783.1081","DIG08","SUB-M",,"746.76000977","N","CONCRETE","116","6","T","7","33","SAG","NOTPRESENT","S1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","ISRAEL RAMIREZ",,,,,,,"0",,,,"40399","WPD","eca73480-9847-45ba-a4fa-fea24cf97002"
"POINT (-97.839267799406 30.201921814216)","118622","0","1","106595",,,,,,"NO_SOURCE",,"JENNIFER WOERTZ",,"WPDR_ADMIN","2018-06-29T10:12:06.000Z","J.T. STEWART","WMS","D16","642V","938547","OTHER","OTHER","PHYS_INSP","DEM","GPS","3084409.4025","10046005.46","DIG08","SUB-M",,"764.55999756","N","CONCRETE","45","8","T","2","23","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","N","2022-02-08T14:52:07.000Z","ACTIVE","3","N",,,,,,,,"0",,,,"40404","WPD","4dcd3e22-8158-481f-b099-31e5a6fc5282"
"POINT (-97.714847711854 30.273553718076)","118280","0","1","80789","1846930","175","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMCDONALD","2017-12-11T17:30:44.000Z","MMCDONALD","2017-12-12T07:51:34.000Z",,"BOG","K22","585V","638216","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3123088.4186","10072952.415","DIG07","SUB-M",,"512.80999756","N","CONCRETE","80","5","T","5","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","SJOHNSON","2008-10-21T00:00:00.000Z",,,,,,"0",,,,"40043","WPD","836ceca2-b085-42c8-9045-96e5c8e1caab"
"POINT (-97.732178457159 30.329840498276)","118381","0","1","77981","1696531","300","BRIDGE INLET - diverts to creek","1958-05-01T00:00:00.000Z","1958","APPLANEL",,"RODAVILA","2010-09-13T00:00:00.000Z","GDELANO","2017-05-23T15:58:16.000Z","GDELANO","SHL","J27","555B","843770","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3117144.1989","10093293.773","DIG07","SUB-M",,"659.69000244","N","CONCRETE","90","4","T","2","17","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-10T00:00:00.000Z",,,,,,"0",,,,"40220","WPD","de2cadb0-d060-45d4-b819-464e7398be67"
"POINT (-97.76065107965 30.23566114451)","118554","0","1","77812","1709012","188","BRIDGE INLET - diverts to creek","1965-07-16T00:00:00.000Z","1965","APPLANEL",,"JHOLDER","2010-01-19T00:00:00.000Z","GDELANO","2017-10-12T12:17:55.000Z","SJOHNSON","EBO","H19","614V","244936","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3108954.6298","10058838.419","DIG07","SUB-M",,"569.91998291","N","CONCRETE","98","5","T","2","18","SAG","NOTPRESENT","S1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","RODAVILA","2008-10-22T00:00:00.000Z",,,,,,"0",,,,"40019","WPD","549c98ba-459a-41ef-93ea-05372326c445"
"POINT (-97.849708182285 30.23402948007)","118623","0","1","106628","1866469","2",,,,"NO_SOURCE",,"ACORTEZ","2018-01-09T10:03:26.000Z","DWARDEN","2022-07-18T17:51:56.000Z",,"BAR","D19","612U","5392823","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3080851.3606","10057606.0375","DIG08","SUB-M",,"807.28997803","N","CONCRETE","71","6","T","4","41","GRADE","NOTPRESENT","G1R","GOOD","ENTERED","F","2022-07-23T05:26:24.000Z","ACTIVE","2",,"DANIEL WHEAT",,,,,,"2022-04-15T00:00:00.000Z","0",,,,"40319","WPD","add4d75a-912c-4f09-b1be-ebbb7c7ec885"
"POINT (-97.723397138656 30.32065314524)","118542","0","1","78316","1755426","205","BRIDGE INLET - diverts to creek",,,"NO_SOURCE",,"MMCDONALD","2017-08-09T14:50:28.000Z","GDELANO","2017-10-13T10:24:53.000Z",,"WLR","K27","555G","5413341","CITY","CITY","PHYS_INSP","NO_SOURCE","GPS","3119989.3176","10090010.028","DIG07","SUB-M",,"638.5","N","CONCRETE","268","5","T","2","19","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2",,"DLEWIS","2008-10-20T00:00:00.000Z",,,,,,"0",,,,"40230","WPD","942aa266-e3fc-449c-8906-55ecb66f6a34"
"POINT (-97.70805306871 30.443561499484)","118262","0","1","106552","1932706","29",,,,"NO_SOURCE",,"MMARKOWSKI","2018-04-30T08:56:01.000Z","GDELANO","2018-05-17T09:34:55.000Z","ACOLEMAN","WLN","L37","436W","5071507","OTHER","OTHER","PHYS_INSP","NO_SOURCE","GPS","3123776.0988","10134816.3563","DIG08","SUB-M",,"808.47998047","N","CONCRETE","119","7","T","5","34","GRADE","NOTPRESENT","G1R","NOTMARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2",,"HEATHER DAVIS",,,,,,,"0",,,,"40196","WPD","3e32c618-05a7-4e32-acde-b5956ed058dd"
"POINT (-97.777144239351 30.209401256373)","118387","0","1","106478","1716724","27","double inlet,","1964-02-25T00:00:00.000Z","1964","APPLANEL",,"SBURZYNSKI","2010-12-13T00:00:00.000Z","SJOHNSON","2017-09-27T13:18:59.000Z","SJOHNSON","WMS","G17","644K","827120","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3103960.4075","10049176.0306","DIG08","SUB-M","618.59002686","618.30999756","N","CONCRETE","144","4","T","3","17","SAG","NOTPRESENT","S1","MARKED","ENTERED","F","2022-02-08T14:52:07.000Z","ACTIVE","2","N","DARREN TJEPKEMA",,,,,,,"0",,,,"40258","WPD","aa95bdb6-2b71-40c3-b1a3-826f75788253"
"POINT (-97.714223790771 30.333704111834)","118319","0","1","75504","1716370","26","assuming these to bridge inlets as per the proposed culvert plan,  BRIDGE INLET - diverts to creek","1965-08-17T00:00:00.000Z","1965","APPLANEL",,"NPULLIAS","2011-08-25T10:42:49.000Z","MMCDONALD","2017-06-21T12:14:21.000Z","SJOHNSON","WLR","K28","525Z","849824","CITY","CITY","PHYS_INSP","APPLANEL","GPS","3122772.7659","10094827.869","DIG07","SUB-M","693.59997559","691.83001709","N","CONCRETE","110","4","T","3","18","GRADE","NOTPRESENT","G1","NOTMARKED","ENTERED","T","2022-02-08T14:52:07.000Z","ACTIVE","2","N","SJOHNSON","2008-10-22T00:00:00.000Z",,,,,,"0",,,,"40130","WPD","30289059-ff98-44b8-9b75-aa1940992130"
