"citation_number","citation_dates","citation_time","day_of_the_week","age","race","sex","tract"
"E202077","2018-12-28T00:00:00.000","2303","Fri","33","White","Female",
"SE587173","2018-12-28T00:00:00.000","1752","Fri","69","White","Male",
"SE587153","2018-12-28T00:00:00.000","758","Fri","42","White","Male",
"SE587160","2018-12-28T00:00:00.000","1008","Fri","41","Black","Male",
"SE587171","2018-12-28T00:00:00.000","1658","Fri","26","Black","Female",
"E202074","2018-12-28T00:00:00.000","1345","Fri","24","Black","Male",
"SE587147","2018-12-27T00:00:00.000","2028","Thu","59","White","Male",
"SE587141","2018-12-27T00:00:00.000","1413","Thu","33","Black","Male",
"E202064","2018-12-27T00:00:00.000","1503","Thu","54","White","Male",
"E202065","2018-12-27T00:00:00.000","1520","Thu","69","White","Female",
"SE587145","2018-12-27T00:00:00.000","2028","Thu","59","White","Male",
"SE587137","2018-12-27T00:00:00.000","941","Thu","44","White","Female",
"SE587148","2018-12-27T00:00:00.000","2028","Thu","59","White","Male",
"E202059","2018-12-27T00:00:00.000","1208","Thu","33","White","Male",
"SE587134","2018-12-27T00:00:00.000","739","Thu","26","White","Male",
"SE587135","2018-12-27T00:00:00.000","850","Thu","50","White","Female",
"EV85357","2018-12-27T00:00:00.000","1645","Thu",,"Asian","Male",
"SE587143","2018-12-27T00:00:00.000","1451","Thu","23","White","Female",
"YE720753","2018-12-27T00:00:00.000","1549","Thu","24","Black","Male",
"SE587138","2018-12-27T00:00:00.000","954","Thu","65","White","Male",
"E202060","2018-12-27T00:00:00.000","1221","Thu","70","White","Male",
"E202061","2018-12-27T00:00:00.000","1239","Thu","49","White","Female",
"SE587144","2018-12-27T00:00:00.000","1530","Thu","39","White","Female",
"E202063","2018-12-27T00:00:00.000","1437","Thu","27","White","Male",
"SE587140","2018-12-27T00:00:00.000","1356","Thu","43","Black","Female",
"E202058","2018-12-27T00:00:00.000","907","Thu","75","White","Female",
"YE720755","2018-12-27T00:00:00.000","1655","Thu","18","White","Female",
"E202062","2018-12-27T00:00:00.000","1253","Thu","83","White","Female",
"SE587142","2018-12-27T00:00:00.000","1425","Thu","43","White","Male",
"YE720754","2018-12-27T00:00:00.000","1655","Thu","18","White","Female",
"SE587136","2018-12-27T00:00:00.000","931","Thu","37","White","Female",
"SE587146","2018-12-27T00:00:00.000","2028","Thu","59","White","Male",
"E202055","2018-12-26T00:00:00.000","1646","Wed","73","White","Female",
"YE721162","2018-12-26T00:00:00.000","1536","Wed","42","Black","Female",
"E202053","2018-12-26T00:00:00.000","1521","Wed","22","White","Female",
"E202056","2018-12-26T00:00:00.000","1820","Wed","80","White","Female",
"SE587133","2018-12-26T00:00:00.000","1757","Wed","30","White","Female",
"SE587127","2018-12-26T00:00:00.000","1003","Wed","24","White","Male",
"YE721160","2018-12-26T00:00:00.000","1536","Wed","42","Black","Female",
"SE587132","2018-12-26T00:00:00.000","1757","Wed","30","White","Female",
"SE587128","2018-12-26T00:00:00.000","1610","Wed","25","Asian","Female",
"SE587129","2018-12-26T00:00:00.000","1659","Wed","18","Black","Female",
"SE587131","2018-12-26T00:00:00.000","1659","Wed","18","Black","Female",
"YE721161","2018-12-26T00:00:00.000","1536","Wed","42","Black","Female",
"E202057","2018-12-26T00:00:00.000","1938","Wed","49","Black","Male",
"YE721163","2018-12-26T00:00:00.000","1536","Wed","42","Black","Female",
"E202052","2018-12-26T00:00:00.000","1510","Wed","33","White","Female",
"E202054","2018-12-26T00:00:00.000","1537","Wed","29","White","Male",
"SE587130","2018-12-26T00:00:00.000","1659","Wed","18","Black","Female",
"SE587126","2018-12-25T00:00:00.000","1833","Tue","36","White","Male",
"SE587125","2018-12-25T00:00:00.000","1833","Tue","36","White","Male",
"YE739422","2018-12-24T00:00:00.000","658","Mon","38","Black","Female",
"SE587121","2018-12-24T00:00:00.000","914","Mon","45","White","Male",
"SE587124","2018-12-24T00:00:00.000","1514","Mon","55","Asian","Male",
"YE738727","2018-12-24T00:00:00.000","13","Mon","60","Black","Male",
"SE587123","2018-12-24T00:00:00.000","914","Mon","31","Black","Male",
"SE587117","2018-12-24T00:00:00.000","724","Mon","53","Black","Male",
"SE587119","2018-12-24T00:00:00.000","743","Mon","64","Black","Female",
"YE739423","2018-12-24T00:00:00.000","658","Mon","38","Black","Female",
"YE721426","2018-12-24T00:00:00.000","224","Mon","35","Black","Male",
"YE738725","2018-12-24T00:00:00.000","13","Mon","60","Black","Male",
"YE738726","2018-12-24T00:00:00.000","13","Mon","60","Black","Male",
"YE721424","2018-12-24T00:00:00.000","224","Mon","35","Black","Male",
"SE587118","2018-12-24T00:00:00.000","736","Mon","65","White","Female",
"SE587120","2018-12-24T00:00:00.000","759","Mon","21","Asian","Male",
"SE587122","2018-12-24T00:00:00.000","914","Mon","31","Black","Male",
"YE721427","2018-12-24T00:00:00.000","224","Mon","35","Black","Male",
"YE721425","2018-12-24T00:00:00.000","224","Mon","35","Black","Male",
"SE587116","2018-12-23T00:00:00.000","1839","Sun","39","White","Female",
"SE587113","2018-12-23T00:00:00.000","1612","Sun","29","White","Female",
"YE670358","2018-12-23T00:00:00.000","219","Sun","27","Asian","Female",
"SE587114","2018-12-23T00:00:00.000","1630","Sun","18","White","Male",
"YE670357","2018-12-23T00:00:00.000","219","Sun","27","Asian","Female",
"YE721314","2018-12-23T00:00:00.000","1037","Sun","20","White","Male",
"YE739255","2018-12-23T00:00:00.000","52","Sun","50","Black","Female",
"SE587115","2018-12-23T00:00:00.000","1800","Sun","25","White","Male",
"YE739256","2018-12-23T00:00:00.000","52","Sun","50","Black","Female",
"YE670755","2018-12-22T00:00:00.000","2223","Sat","35","White","Male",
"SE587104","2018-12-22T00:00:00.000","2305","Sat","30","Black","Female",
"SE587107","2018-12-22T00:00:00.000","2353","Sat","16","White","Female",
"YE670756","2018-12-22T00:00:00.000","2223","Sat","35","White","Male",
"SE587098","2018-12-22T00:00:00.000","1758","Sat","37","White","Male",
"SE587099","2018-12-22T00:00:00.000","1758","Sat","37","White","Male",
"SE587101","2018-12-22T00:00:00.000","1758","Sat","37","White","Male",
"SE587090","2018-12-22T00:00:00.000","1112","Sat","30","White","Male",
"SE587089","2018-12-22T00:00:00.000","1104","Sat","58","Black","Female",
"SE587092","2018-12-22T00:00:00.000","1234","Sat","18","Asian","Female",
"YE670757","2018-12-22T00:00:00.000","2223","Sat","35","White","Male",
"SE587103","2018-12-22T00:00:00.000","2239","Sat","64","White","Male",
"SE587106","2018-12-22T00:00:00.000","2335","Sat","29","White","Male",
"SE587088","2018-12-22T00:00:00.000","1052","Sat","24","White","Female",
"SE587091","2018-12-22T00:00:00.000","1131","Sat","22","Asian","Female",
"SE587093","2018-12-22T00:00:00.000","1243","Sat","58","White","Male",
"SE587100","2018-12-22T00:00:00.000","1758","Sat","37","White","Male",
"E202051","2018-12-22T00:00:00.000","2324","Sat","57","White","Male",
"SE587097","2018-12-22T00:00:00.000","1634","Sat","23","White","Male",
"SE587109","2018-12-22T00:00:00.000","2353","Sat","16","White","Female",
"SE587105","2018-12-22T00:00:00.000","2305","Sat","30","Black","Female",
"SE587095","2018-12-22T00:00:00.000","1313","Sat","53","Black","Male",
"SE587108","2018-12-22T00:00:00.000","2353","Sat","16","White","Female",
"SE587087","2018-12-22T00:00:00.000","1043","Sat","59","White","Female",
"SE587094","2018-12-22T00:00:00.000","1255","Sat","56","Asian","Female",
"SE587102","2018-12-22T00:00:00.000","2224","Sat","21","Black","Male",
"SE587096","2018-12-22T00:00:00.000","1602","Sat","53","Black","Male",
"SE587083","2018-12-21T00:00:00.000","1837","Fri","47","White","Female",
"YE721333","2018-12-21T00:00:00.000","1732","Fri","83","Black","Male",
"SE587080","2018-12-21T00:00:00.000","1727","Fri","47","White","Female",
"E202050","2018-12-21T00:00:00.000","1551","Fri","38","Black","Male",
"SE587082","2018-12-21T00:00:00.000","1833","Fri","47","White","Female",
"YE600299","2018-12-21T00:00:00.000","2302","Fri","23","White","Male",
"YE721335","2018-12-21T00:00:00.000","1732","Fri","83","Black","Male",
"YE721336","2018-12-21T00:00:00.000","1732","Fri","83","Black","Male",
"SE587086","2018-12-21T00:00:00.000","1555","Fri","47","White","Female",
"SE587084","2018-12-21T00:00:00.000","1839","Fri","47","White","Female",
"YE721334","2018-12-21T00:00:00.000","1732","Fri","83","Black","Male",
"SE587081","2018-12-21T00:00:00.000","1829","Fri","47","White","Female",
"SE587085","2018-12-21T00:00:00.000","1555","Fri","47","White","Female",
"YE739067","2018-12-20T00:00:00.000","1445","Thu","36","Black","Female",
"YE739068","2018-12-20T00:00:00.000","1445","Thu","36","Black","Female",
"YE670437","2018-12-20T00:00:00.000","1916","Thu","48","Black","Male",
"YE670436","2018-12-20T00:00:00.000","1916","Thu","48","Black","Male",
"YE739066","2018-12-20T00:00:00.000","1445","Thu","36","Black","Female",
"SE587078","2018-12-20T00:00:00.000","2130","Thu","19","White","Male",
"SE587075","2018-12-20T00:00:00.000","1747","Thu","33","White","Female",
"YE302322","2018-12-20T00:00:00.000","812","Thu","28","White","Male",
"SE587076","2018-12-20T00:00:00.000","1841","Thu","37","Black","Male",
"YE302323","2018-12-20T00:00:00.000","812","Thu","28","White","Male",
"YE739064","2018-12-20T00:00:00.000","1445","Thu","36","Black","Female",
"YE739065","2018-12-20T00:00:00.000","1445","Thu","36","Black","Female",
"EV86455","2018-12-20T00:00:00.000","155","Thu","58","White","Male",
"SE587077","2018-12-20T00:00:00.000","1841","Thu","37","Black","Male",
"E202047","2018-12-20T00:00:00.000","34","Thu","32","White","Male",
"SE587069","2018-12-20T00:00:00.000","25","Thu","29","Black","Male",
"E202048","2018-12-20T00:00:00.000","105","Thu","27","White","Male",
"E202049","2018-12-20T00:00:00.000","111","Thu","54","White","Female",
"SE587068","2018-12-20T00:00:00.000","5","Thu","21","Black","Female",
"SE587057","2018-12-19T00:00:00.000","1739","Wed","21","White","Male",
"SE587046","2018-12-19T00:00:00.000","1105","Wed","47","Black","Male",
"E202042","2018-12-19T00:00:00.000","2109","Wed","80","White","Female",
"SE587031","2018-12-19T00:00:00.000","821","Wed","53","White","Female",
"YE738940","2018-12-19T00:00:00.000","1742","Wed","64","Asian","Male",
"SE587050","2018-12-19T00:00:00.000","1330","Wed","32","White","Male",
"SE587038","2018-12-19T00:00:00.000","1015","Wed","64","Asian","Male",
"SE587052","2018-12-19T00:00:00.000","1542","Wed","29","White","Male",
"SE587047","2018-12-19T00:00:00.000","1105","Wed","47","Black","Male",
"SE587062","2018-12-19T00:00:00.000","2205","Wed","33","White","Male",
"SE587044","2018-12-19T00:00:00.000","1106","Wed","45","White","Female",
"SE587058","2018-12-19T00:00:00.000","1833","Wed","39","White","Male",
"SE587055","2018-12-19T00:00:00.000","1655","Wed","69","Black","Male",
"SE587032","2018-12-19T00:00:00.000","829","Wed","36","Black","Male",
"SE587042","2018-12-19T00:00:00.000","1046","Wed","29","White","Female",
"SE587048","2018-12-19T00:00:00.000","1241","Wed","21","White","Male",
"SE587045","2018-12-19T00:00:00.000","1105","Wed","47","Black","Male",
"SE587035","2018-12-19T00:00:00.000","858","Wed","34","White","Female",
"SE587054","2018-12-19T00:00:00.000","1648","Wed","47","White","Female",
"YE721559","2018-12-19T00:00:00.000","218","Wed","21","White","Male",
"YE721313","2018-12-19T00:00:00.000","919","Wed","21","White","Female",
"SE587036","2018-12-19T00:00:00.000","949","Wed","64","White","Female",
"YE721028","2018-12-19T00:00:00.000","1855","Wed","40","White","Male",
"YE721027","2018-12-19T00:00:00.000","1855","Wed","40","White","Male",
"SE587060","2018-12-19T00:00:00.000","2139","Wed","23","White","Female",
"SE587033","2018-12-19T00:00:00.000","836","Wed","39","White","Male",
"SE587029","2018-12-19T00:00:00.000","807","Wed","44","White","Male",
"SE587039","2018-12-19T00:00:00.000","1027","Wed","40","White","Male",
"E202037","2018-12-19T00:00:00.000","1429","Wed","35","Black","Female",
"SE587067","2018-12-19T00:00:00.000","2233","Wed","34","Black","Female",
"SE587040","2018-12-19T00:00:00.000","1027","Wed","40","White","Male",
"SE587066","2018-12-19T00:00:00.000","2233","Wed","34","Black","Female",
"SE587049","2018-12-19T00:00:00.000","1330","Wed","32","White","Male",
"YE721450","2018-12-19T00:00:00.000","2345","Wed","23","Black","Male",
"SE587053","2018-12-19T00:00:00.000","1542","Wed","29","White","Male",
"SE587059","2018-12-19T00:00:00.000","2121","Wed","25","White","Male",
"SE587043","2018-12-19T00:00:00.000","1054","Wed","21","Black","Female",
"SE587064","2018-12-19T00:00:00.000","2333","Wed","48","White","Male",
"E202044","2018-12-19T00:00:00.000","2207","Wed","34","Black","Male",
"SE587034","2018-12-19T00:00:00.000","846","Wed","46","White","Male",
"SE587051","2018-12-19T00:00:00.000","1241","Wed","21","White","Male",
"SE587056","2018-12-19T00:00:00.000","1741","Wed","20","White","Male",
"EV83502","2018-12-19T00:00:00.000","1441","Wed","45","White","Male",
"YE738872","2018-12-19T00:00:00.000","1216","Wed","56","White","Female",
"E202046","2018-12-19T00:00:00.000","2351","Wed","24","Asian","Female",
"SE587070","2018-12-19T00:00:00.000","2233","Wed","40","Black","Female",
"SE587065","2018-12-19T00:00:00.000","2342","Wed","34","Black","Female",
"SE587041","2018-12-19T00:00:00.000","1027","Wed","40","White","Male",
"E202045","2018-12-19T00:00:00.000","2211","Wed","29","Asian","Male",
"E202038","2018-12-19T00:00:00.000","1442","Wed","67","White","Male",
"SE587063","2018-12-19T00:00:00.000","2321","Wed","42","Black","Female",
"E202039","2018-12-19T00:00:00.000","1451","Wed","40","White","Male",
"E202040","2018-12-19T00:00:00.000","1506","Wed","52","White","Female",
"YE721449","2018-12-19T00:00:00.000","2345","Wed","23","Black","Male",
"SE587037","2018-12-19T00:00:00.000","959","Wed","55","White","Female",
"E202043","2018-12-19T00:00:00.000","2133","Wed","26","White","Female",
"E202041","2018-12-19T00:00:00.000","1726","Wed","31","Asian","Male",
"YE739266","2018-12-19T00:00:00.000","919","Wed","21","White","Female",
"SE587061","2018-12-19T00:00:00.000","2139","Wed","23","White","Female",
"SE587000","2018-12-18T00:00:00.000","704","Tue","27","White","Female",
"SE587023","2018-12-18T00:00:00.000","1106","Tue","52","White","Female",
"SE587019","2018-12-18T00:00:00.000","1029","Tue","64","White","Female",
"SE587028","2018-12-18T00:00:00.000","1647","Tue","19","Asian","Female",
"SE587015","2018-12-18T00:00:00.000","928","Tue","46","White","Female",
"SE587022","2018-12-18T00:00:00.000","1046","Tue","61","Black","Male",
"E202032","2018-12-18T00:00:00.000","1055","Tue","75","White","Male",
"SE587014","2018-12-18T00:00:00.000","928","Tue","46","White","Female",
"SE587016","2018-12-18T00:00:00.000","937","Tue","26","White","Male",
"SE587012","2018-12-18T00:00:00.000","902","Tue","60","White","Female",
"SE587025","2018-12-18T00:00:00.000","1529","Tue","62","Asian","Male",
"SE587017","2018-12-18T00:00:00.000","945","Tue","56","White","Female",
"SE587007","2018-12-18T00:00:00.000","808","Tue","47","Black","Male",
"SE587018","2018-12-18T00:00:00.000","1026","Tue","72","White","Male",
"E202035","2018-12-18T00:00:00.000","1503","Tue","21","White","Male",
"SE587001","2018-12-18T00:00:00.000","715","Tue","31","Asian","Male",
"SE587003","2018-12-18T00:00:00.000","740","Tue","32","Asian","Male",
"E202033","2018-12-18T00:00:00.000","1100","Tue","67","White","Male",
"SE587004","2018-12-18T00:00:00.000","751","Tue","47","Black","Female",
"E202031","2018-12-18T00:00:00.000","1038","Tue","46","Black","Female",
"SE587020","2018-12-18T00:00:00.000","1049","Tue","47","Black","Male",
"SE587026","2018-12-18T00:00:00.000","1529","Tue","62","Asian","Male",
"SE587002","2018-12-18T00:00:00.000","730","Tue","27","Black","Male",
"E202027","2018-12-18T00:00:00.000","832","Tue","29","White","Male",
"SE587027","2018-12-18T00:00:00.000","1641","Tue","18","White","Male",
"E202028","2018-12-18T00:00:00.000","909","Tue","53","White","Male",
"YE739238","2018-12-18T00:00:00.000","1650","Tue","58","Black","Male",
"SE587010","2018-12-18T00:00:00.000","828","Tue","29","Asian","Male",
"E202036","2018-12-18T00:00:00.000","1619","Tue","29","White","Female",
"E202029","2018-12-18T00:00:00.000","915","Tue","50","White","Female",
"SE587006","2018-12-18T00:00:00.000","808","Tue","47","Black","Male",
"SE587024","2018-12-18T00:00:00.000","1516","Tue","49","White","Male",
"SE587013","2018-12-18T00:00:00.000","902","Tue","60","White","Female",
"SE587005","2018-12-18T00:00:00.000","801","Tue","38","White","Male",
"SE587021","2018-12-18T00:00:00.000","1046","Tue","61","Black","Male",
"SE587008","2018-12-18T00:00:00.000","814","Tue","56","White","Female",
"SE587011","2018-12-18T00:00:00.000","902","Tue","60","White","Female",
"E202030","2018-12-18T00:00:00.000","1042","Tue","65","White","Male",
"SE587009","2018-12-18T00:00:00.000","808","Tue","47","Black","Male",
"E202034","2018-12-18T00:00:00.000","1108","Tue","44","White","Female",
"YE738990","2018-12-17T00:00:00.000","754","Mon","50","White","Male",
"YE738991","2018-12-17T00:00:00.000","803","Mon","24","White","Male",
"YE738993","2018-12-17T00:00:00.000","831","Mon","37","Black","Female",
"YE738989","2018-12-17T00:00:00.000","742","Mon","61","White","Female",
"EV87366","2018-12-17T00:00:00.000","1420","Mon","28","White","Male",
"EV87368","2018-12-17T00:00:00.000","1551","Mon","58","White","Male","71"
"SE586982","2018-12-17T00:00:00.000","1520","Mon","75","White","Female",
"SE586983","2018-12-17T00:00:00.000","1520","Mon","75","White","Female",
"SE586991","2018-12-17T00:00:00.000","1628","Mon","42","White","Male",
"E202008","2018-12-17T00:00:00.000","1551","Mon","34","Black","Male",
"SE586977","2018-12-17T00:00:00.000","1228","Mon","54","Black","Female",
"YE738995","2018-12-17T00:00:00.000","957","Mon","52","White","Female",
"YE738994","2018-12-17T00:00:00.000","852","Mon","44","Asian","Male",
"SE586999","2018-12-17T00:00:00.000","1710","Mon","36","White","Female",
"E201983","2018-12-17T00:00:00.000","1023","Mon","35","White","Female",
"E201981","2018-12-17T00:00:00.000","928","Mon","56","White","Male",
"SE586998","2018-12-17T00:00:00.000","1710","Mon","36","White","Female",
"YE739239","2018-12-17T00:00:00.000","1757","Mon","53","White","Female",
"EV82736","2018-12-17T00:00:00.000","1555","Mon","24","Black","Female",
"E202011","2018-12-17T00:00:00.000","1605","Mon","17","White","Female",
"E201987","2018-12-17T00:00:00.000","1426","Mon","37","White","Male",
"EV84940","2018-12-17T00:00:00.000","919","Mon","67","White","Male",
"EV82733","2018-12-17T00:00:00.000","1446","Mon","63","Black","Male","71"
"EV-87303","2018-12-17T00:00:00.000","511","Mon","31","White","Female","71"
"EV82735","2018-12-17T00:00:00.000","1510","Mon","30","White","Female","71"
"E202009","2018-12-17T00:00:00.000","1558","Mon","33","Black","Female",
"E202015","2018-12-17T00:00:00.000","1612","Mon","58","White","Male",
"E202001","2018-12-17T00:00:00.000","1518","Mon","58","White","Male",
"EV-87301","2018-12-17T00:00:00.000","446","Mon","34","White","Female","71"
"E202022","2018-12-17T00:00:00.000","1645","Mon","30","White","Female",
"SE586994","2018-12-17T00:00:00.000","1628","Mon","42","White","Male",
"E202025","2018-12-17T00:00:00.000","1704","Mon","45","White","Male",
"E202000","2018-12-17T00:00:00.000","1513","Mon","34","White","Male",
"E202019","2018-12-17T00:00:00.000","1637","Mon","69","White","Male",
"EV-86454","2018-12-17T00:00:00.000","1330","Mon","60","White","Male","74"
"EV-82722","2018-12-17T00:00:00.000","430","Mon","52","White","Female","71"
"EV-87302","2018-12-17T00:00:00.000","500","Mon","32","White","Female","71"
"E202018","2018-12-17T00:00:00.000","1634","Mon","33","White","Female",
"EV82734","2018-12-17T00:00:00.000","1500","Mon","25","Black","Female","71"
"E201980","2018-12-17T00:00:00.000","833","Mon","40","White","Female",
"E201982","2018-12-17T00:00:00.000","1013","Mon","51","White","Male",
"SE586986","2018-12-17T00:00:00.000","1547","Mon","22","White","Male",
"YE738996","2018-12-17T00:00:00.000","1026","Mon","70","White","Female",
"E201992","2018-12-17T00:00:00.000","1442","Mon","37","Black","Female",
"E201979","2018-12-17T00:00:00.000","815","Mon","59","White","Male",
"E202012","2018-12-17T00:00:00.000","1604","Mon","27","White","Female",
"E202021","2018-12-17T00:00:00.000","1645","Mon","35","White","Female",
"E202020","2018-12-17T00:00:00.000","1640","Mon","45","Black","Female",
"E201994","2018-12-17T00:00:00.000","1450","Mon","40","Black","Female",
"SE586993","2018-12-17T00:00:00.000","1628","Mon","42","White","Male",
"E201996","2018-12-17T00:00:00.000","1548","Mon","47","Black","Male",
