"year","grade_level","description","gender","percent"
"2010-01-01T00:00:00.000","7th Grade","Neither Safe nor Unsafe","Male","24.5"
"2010-01-01T00:00:00.000","9th Grade","Neither Safe nor Unsafe","Male","26.2"
"2010-01-01T00:00:00.000","11th Grade","Neither Safe nor Unsafe","Male","23.2"
"2010-01-01T00:00:00.000","Non-Traditional","Neither Safe nor Unsafe","Male","39.4"
"2010-01-01T00:00:00.000","7th Grade","Unsafe","Male","5.6"
"2010-01-01T00:00:00.000","9th Grade","Unsafe","Male","2.9"
"2010-01-01T00:00:00.000","11th Grade","Unsafe","Male","2.5"
"2010-01-01T00:00:00.000","Non-Traditional","Unsafe","Male","5"
"2010-01-01T00:00:00.000","7th Grade","Very Unsafe","Male","3.7"
"2010-01-01T00:00:00.000","9th Grade","Very Unsafe","Male","2.5"
"2010-01-01T00:00:00.000","11th Grade","Very Unsafe","Male","2.2999999999999998"
"2010-01-01T00:00:00.000","Non-Traditional","Very Unsafe","Male","6.4"
"2008-01-01T00:00:00.000","7th Grade","Very Safe","Female","22.6"
"2008-01-01T00:00:00.000","9th Grade","Very Safe","Female","13.8"
"2008-01-01T00:00:00.000","11th Grade","Very Safe","Female","18.2"
"2008-01-01T00:00:00.000","Non-Traditional","Very Safe","Female","27.3"
"2008-01-01T00:00:00.000","7th Grade","Safe","Female","43.4"
"2008-01-01T00:00:00.000","9th Grade","Safe","Female","50.3"
"2008-01-01T00:00:00.000","11th Grade","Safe","Female","49.4"
"2008-01-01T00:00:00.000","Non-Traditional","Safe","Female","37.700000000000003"
"2008-01-01T00:00:00.000","7th Grade","Neither Safe nor Unsafe","Female","28.1"
"2008-01-01T00:00:00.000","9th Grade","Neither Safe nor Unsafe","Female","32.6"
"2008-01-01T00:00:00.000","11th Grade","Neither Safe nor Unsafe","Female","29.5"
"2008-01-01T00:00:00.000","Non-Traditional","Neither Safe nor Unsafe","Female","30.6"
"2008-01-01T00:00:00.000","7th Grade","Unsafe","Female","3.8"
"2008-01-01T00:00:00.000","9th Grade","Unsafe","Female","2.1"
"2008-01-01T00:00:00.000","11th Grade","Unsafe","Female","2"
"2008-01-01T00:00:00.000","Non-Traditional","Unsafe","Female","2.6"
"2008-01-01T00:00:00.000","7th Grade","Very Unsafe","Female","2.1"
"2008-01-01T00:00:00.000","9th Grade","Very Unsafe","Female","1.3"
"2008-01-01T00:00:00.000","11th Grade","Very Unsafe","Female","1"
"2008-01-01T00:00:00.000","Non-Traditional","Very Unsafe","Female","1.7"
"2008-01-01T00:00:00.000","7th Grade","Very Safe","Male","23.8"
"2008-01-01T00:00:00.000","9th Grade","Very Safe","Male","19.899999999999999"
"2008-01-01T00:00:00.000","11th Grade","Very Safe","Male","22.4"
"2008-01-01T00:00:00.000","Non-Traditional","Very Safe","Male","17.7"
"2008-01-01T00:00:00.000","7th Grade","Safe","Male","42.1"
"2008-01-01T00:00:00.000","9th Grade","Safe","Male","44.6"
"2008-01-01T00:00:00.000","11th Grade","Safe","Male","43.5"
"2008-01-01T00:00:00.000","Non-Traditional","Safe","Male","33.5"
"2008-01-01T00:00:00.000","7th Grade","Neither Safe nor Unsafe","Male","24.9"
"2008-01-01T00:00:00.000","9th Grade","Neither Safe nor Unsafe","Male","28.9"
"2008-01-01T00:00:00.000","11th Grade","Neither Safe nor Unsafe","Male","27.6"
"2008-01-01T00:00:00.000","Non-Traditional","Neither Safe nor Unsafe","Male","40.700000000000003"
"2008-01-01T00:00:00.000","7th Grade","Unsafe","Male","4.9000000000000004"
"2008-01-01T00:00:00.000","9th Grade","Unsafe","Male","3.9"
"2008-01-01T00:00:00.000","11th Grade","Unsafe","Male","3.5"
"2008-01-01T00:00:00.000","Non-Traditional","Unsafe","Male","3.6"
"2008-01-01T00:00:00.000","7th Grade","Very Unsafe","Male","4.3"
"2008-01-01T00:00:00.000","9th Grade","Very Unsafe","Male","2.7"
"2008-01-01T00:00:00.000","11th Grade","Very Unsafe","Male","3"
"2008-01-01T00:00:00.000","Non-Traditional","Very Unsafe","Male","4.4000000000000004"
"2006-01-01T00:00:00.000","7th Grade","Very Safe","Female","23.8"
"2006-01-01T00:00:00.000","9th Grade","Very Safe","Female","13.7"
"2006-01-01T00:00:00.000","11th Grade","Very Safe","Female","16"
"2006-01-01T00:00:00.000","Non-Traditional","Very Safe","Female","18.8"
"2006-01-01T00:00:00.000","7th Grade","Safe","Female","41.5"
"2006-01-01T00:00:00.000","9th Grade","Safe","Female","43.1"
"2006-01-01T00:00:00.000","11th Grade","Safe","Female","45.1"
"2006-01-01T00:00:00.000","Non-Traditional","Safe","Female","31.5"
"2006-01-01T00:00:00.000","7th Grade","Neither Safe nor Unsafe","Female","29.9"
"2006-01-01T00:00:00.000","9th Grade","Neither Safe nor Unsafe","Female","38.200000000000003"
"2006-01-01T00:00:00.000","11th Grade","Neither Safe nor Unsafe","Female","34.4"
"2006-01-01T00:00:00.000","Non-Traditional","Neither Safe nor Unsafe","Female","45.3"
"2006-01-01T00:00:00.000","7th Grade","Unsafe","Female","3.4"
"2006-01-01T00:00:00.000","9th Grade","Unsafe","Female","3.2"
"2006-01-01T00:00:00.000","11th Grade","Unsafe","Female","3.5"
"2006-01-01T00:00:00.000","Non-Traditional","Unsafe","Female","2.9"
"2006-01-01T00:00:00.000","7th Grade","Very Unsafe","Female","2.2000000000000002"
"2006-01-01T00:00:00.000","9th Grade","Very Unsafe","Female","1.8"
"2006-01-01T00:00:00.000","11th Grade","Very Unsafe","Female","1"
"2006-01-01T00:00:00.000","Non-Traditional","Very Unsafe","Female","1.6"
"2006-01-01T00:00:00.000","7th Grade","Very Safe","Male","28.5"
"2006-01-01T00:00:00.000","9th Grade","Very Safe","Male","17.899999999999999"
"2006-01-01T00:00:00.000","11th Grade","Very Safe","Male","21.3"
"2006-01-01T00:00:00.000","Non-Traditional","Very Safe","Male","24.9"
"2006-01-01T00:00:00.000","7th Grade","Safe","Male","37.299999999999997"
"2006-01-01T00:00:00.000","9th Grade","Safe","Male","39.6"
"2006-01-01T00:00:00.000","11th Grade","Safe","Male","43.6"
"2006-01-01T00:00:00.000","Non-Traditional","Safe","Male","27.7"
"2006-01-01T00:00:00.000","7th Grade","Neither Safe nor Unsafe","Male","25.9"
"2006-01-01T00:00:00.000","9th Grade","Neither Safe nor Unsafe","Male","34.4"
"2006-01-01T00:00:00.000","11th Grade","Neither Safe nor Unsafe","Male","28.6"
"2006-01-01T00:00:00.000","Non-Traditional","Neither Safe nor Unsafe","Male","35.299999999999997"
"2006-01-01T00:00:00.000","7th Grade","Unsafe","Male","5.0999999999999996"
"2006-01-01T00:00:00.000","9th Grade","Unsafe","Male","4.5999999999999996"
"2006-01-01T00:00:00.000","11th Grade","Unsafe","Male","3.9"
"2006-01-01T00:00:00.000","Non-Traditional","Unsafe","Male","9"
"2006-01-01T00:00:00.000","7th Grade","Very Unsafe","Male","3.3"
"2006-01-01T00:00:00.000","9th Grade","Very Unsafe","Male","3.5"
"2006-01-01T00:00:00.000","11th Grade","Very Unsafe","Male","2.5"
"2006-01-01T00:00:00.000","Non-Traditional","Very Unsafe","Male","3.2"
