"licnum","tradename","add1","citycounty","st","postalcode","ctycnty","estabdesc","privdesc","statusdesc","wine_beereffectdate","wine_beerexpirdate","mixbevstatusdesc","mixbeveffdate","mixbevexpirdate","origdate"
"81514","LUCKYS AT COWARDIN","418 COWARDIN AVE","RICHMOND","VA","23224-2026","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises & Keg Permit","Active","2018-01-01T00:00:00.000","2018-12-31T00:00:00.000",,,,"2013-01-07T00:00:00.000"
"81591","CHIPOTLE MEXICAN GRILL","10 N NANSEMOND ST","RICHMOND","VA","23221-2725","Richmond City","Restaurant","Beer On Premises","Active","2018-02-01T00:00:00.000","2019-01-31T00:00:00.000","Voluntary  Surrendered","2014-03-21T00:00:00.000","2014-03-31T00:00:00.000","2012-12-14T00:00:00.000"
"81653","THE DAILY KITCHEN & BAR","2934 W CARY ST","RICHMOND","VA","23221-3516","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2013-07-12T00:00:00.000"
"81665","DINAMO","821 W CARY ST","RICHMOND","VA","23220-5403","Richmond City","Restaurant","Wine and Beer On & Off Premises & Delivery Permit","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2012-12-21T00:00:00.000"
"81673","LEMON CUISINE OF INDIA","3215 W BROAD ST","RICHMOND","VA","23230-5001","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","2012-11-27T00:00:00.000"
"81706","SAISON","23 W MARSHALL ST STE A","RICHMOND","VA","23220-3927","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","2013-01-03T00:00:00.000"
"81747","THE ONE BED & BREAKFAST","1 N BOULEVARD","RICHMOND","VA","23220-4301","Richmond City","Bed & Breakfast","Bed & Breakfast","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2013-03-08T00:00:00.000"
"81941","FOUR CORNERS EXPRESS","415 E BROAD ROCK ROAD","RICHMOND","VA","23224-3511","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2014-05-13T00:00:00.000"
"81952","SHOCKOE HEIGHTS MARKET","2000 E MAIN ST","RICHMOND","VA","23223-7463","Richmond City","Gourmet Shop","Wine & Beer Off Premises & Keg Permit","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2013-07-01T00:00:00.000"
"82090","S & S FAST MART","2201 JEFFERSON DAVIS HWY","RICHMOND","VA","23224-7611","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000",,,,"2013-02-27T00:00:00.000"
"82189","SOUTHERN RAILWAY TAPHOUSE","111 VIRGINIA ST STE 100","RICHMOND","VA","23219-4163","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2013-08-02T00:00:00.000"
"82294","7 ELEVEN STORE 34547 B","221 W MAIN ST","RICHMOND","VA","23220","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2013-05-06T00:00:00.000"
"82339","SODEXOMAGIC LLC","701 E CARY ST","RICHMOND","VA","23219-3927","Richmond City","Caterers Establishment","Annual Caterers License","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2013-07-15T00:00:00.000"
"82385","TOWN MARKET","250 E LADIES MILE RD","RICHMOND","VA","23222-2047","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2013-07-02T00:00:00.000"
"82387","LITTLE HOUSE GREEN GROCERY","1227 BELLEVUE AVE","RICHMOND","VA","23227-4001","Richmond City","Gourmet Shop","Wine and Beer Off Premises & Delivery Permit","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2013-04-10T00:00:00.000"
"82610","OMG CONVENIENCE STORE","3050 NINE MILE RD","RICHMOND","VA","23223-5416","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2014-01-30T00:00:00.000"
"82640","ELLWOOD THOMPSONS LOCAL MARKET","4 N THOMPSON ST","RICHMOND","VA","23221-2718","Richmond City","Restaurant","Wine & Beer On & Off Premises & Keg Permit","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2013-05-30T00:00:00.000"
"82716","THE CASK CAFE AND MARKET","206 208 S ROBINSON ST","RICHMOND","VA","23220-5116","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000",,,,"2013-11-05T00:00:00.000"
"82761","MUSEUM OF THE CONFEDERACY","1201 E CLAY ST","RICHMOND","VA","23219-1615","Richmond City","Gift Shop","Wine & Beer Off Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000",,,,"2013-06-05T00:00:00.000"
"82775","STIR CRAZY CAFE","4015 MACARTHUR AVE","RICHMOND","VA","23227-4050","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2013-07-03T00:00:00.000"
"82787","EL GATO SPORTS BAR & RESTAURANT","5742 HULL STREET RD","RICHMOND","VA","23224-2842","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2013-08-21T00:00:00.000"
"82819","METRO BAR & GRILL","301 N ROBINSON ST","RICHMOND","VA","23220-4020","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","2013-06-21T00:00:00.000"
"82980","MY NOODLE & BAR","1600 MONUMENT AVE","RICHMOND","VA","23220-2914","Richmond City","Restaurant","Wine and Beer On & Off Premises & Delivery Permit","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2013-12-17T00:00:00.000"
"83057","MAXS ON BROAD","305 BROOK RD","RICHMOND","VA","23220-4224","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2013-10-22T00:00:00.000"
"83117","TAZA COFFEE N CREME","5047 FOREST HILL AVE","RICHMOND","VA","23225-3147","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2013-08-22T00:00:00.000"
"83122","TRIPLE SEVEN FOOD STORE","404 WESTOVER HILLS BLVD","RICHMOND","VA","23225-6345","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2013-07-30T00:00:00.000"
"83130","LEVEL RESTAURANT & BAR","2007 W BROAD ST","RICHMOND","VA","23220-2005","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","2013-11-05T00:00:00.000"
"83278","FAST MART & DELI","2003 WILLIAMSBURG RD","RICHMOND","VA","23231-3431","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2013-08-27T00:00:00.000"
"83457","COLLEGE MART","1501 CHAMBERLAYNE AVE","RICHMOND","VA","23222-5205","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2013-09-20T00:00:00.000"
"83461","SPARC","2106 N HAMILTON ST STE A","RICHMOND","VA","23230-4120","Richmond City","Annual MB Special Event","Annual Mixed Beverage Special Event","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2014-01-16T00:00:00.000"
"83461","SPARC","2106 N HAMILTON ST STE A","RICHMOND","VA","23230-4120","Richmond City","Annual MB Special Event","Fairground","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2014-01-16T00:00:00.000"
"83569","LUCYS RESTAURANT","404 N 2ND ST","RICHMOND","VA","23219-1704","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2013-12-17T00:00:00.000"
"83572","PUPATELLA","1 N MORRIS ST","RICHMOND","VA","23220-4816","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","2014-06-06T00:00:00.000"
"83573","ISLEY BREWING COMPANY","1715 SUMMIT AVE","RICHMOND","VA","23230-4515","Richmond City","Brewery",,"Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2013-09-30T00:00:00.000"
"83618","PLANET CHEVERISIMO SALAMATECO","4707 WALMSLEY BLVD","RICHMOND","VA","23234-2348","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","2013-11-13T00:00:00.000"
"83721","MAMA JS","101 E CLAY ST","RICHMOND","VA","23219-1331","Richmond City","Caterers Establishment","Annual Caterers License","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2013-10-09T00:00:00.000"
"83818","UNION MARKET","2306 JEFFERSON AVE","RICHMOND","VA","23223-7222","Richmond City","Restaurant","Wine and Beer On & Off Premises & Keg Permit & Delivery Permit","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2014-01-15T00:00:00.000"
"83828","IMPERIAL PLAZA","1717 BELLEVUE AVE","RICHMOND","VA","23227-3961","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000",,,,"2013-11-14T00:00:00.000"
"83913","JAMES RIVER DISTILLERY LLC","2700 HARDY ST","RICHMOND","VA","23220-1131","Richmond City","Distillery","Distillery-Limited (5,000 gals or less annually)","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2014-01-22T00:00:00.000"
"83949","MOSAIC CATERING AND EVENTS","3001 CUTSHAW AVE","RICHMOND","VA","23230-5108","Richmond City","Caterers Establishment","Annual Caterers License","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2013-11-26T00:00:00.000"
"83956","F W SULLIVANS FAN BAR & GRILLE","2401 W MAIN ST","RICHMOND","VA","23220-4436","Richmond City","Caterers Establishment","Mixed Beverage Caterer Limited","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2014-01-15T00:00:00.000"
"83957","F W SULLIVANS FAN BAR & GRILLE","2401 W MAIN ST","RICHMOND","VA","23220-4436","Richmond City","Restaurant","Wine & Beer On Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","2014-01-15T00:00:00.000"
"84035","THE ROGUE GENTLEMEN","618 N 1ST ST","RICHMOND","VA","23219-1304","Richmond City","Restaurant","Wine & Beer On Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000","2014-01-07T00:00:00.000"
"84068","ARDENT CRAFT ALES","3200 W LEIGH ST","RICHMOND","VA","23230-4410","Richmond City","Brewery",,"Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2014-04-10T00:00:00.000"
"84087","TRIPLE CROSSING BREWING COMPANY","113 S FOUSHEE ST","RICHMOND","VA","23220-5616","Richmond City","Brewery",,"Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2014-01-22T00:00:00.000"
"84152","AMANECER LATINO MARKET","5301 OLD MIDLOTHIAN TPKE","RICHMOND","VA","23224-1001","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2015-01-15T00:00:00.000"
"84158","CLAY EXPRESS MART","801 W CLAY ST","RICHMOND","VA","23220-3115","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2013-12-13T00:00:00.000"
"84282","DOLLAR GENERAL STORE 9624","5201 HULL STREET RD","RICHMOND","VA","23224-2423","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2014-01-24T00:00:00.000"
"84293","DOLLAR GENERAL STORE 12648","3301 JEFFERSON DAVIS HWY","RICHMOND","VA","23234-2131","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2014-01-30T00:00:00.000"
"84295","DOLLAR GENERAL STORE 13122","3903 WALMSLEY BLVD","RICHMOND","VA","23234-2417","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2014-01-30T00:00:00.000"
"84297","DOLLAR GENERAL STORE 13789","2910 NORTH AVE","RICHMOND","VA","23222-3613","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2014-02-04T00:00:00.000"
"84317","EL AVENTURERO","3111 BROAD ROCK BLVD","RICHMOND","VA","23224-6013","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","2014-03-03T00:00:00.000"
"84344","LOPOSSUM","626 CHINA ST","RICHMOND","VA","23220-6217","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2014-07-25T00:00:00.000"
"84453","360 CONVENIENCE STORE","3075 HULL ST","RICHMOND","VA","23224-3575","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2019-01-01T00:00:00.000","2019-12-31T00:00:00.000",,,,"2014-01-31T00:00:00.000"
"84458","CANNON EXPRESS MART","6110 JAHNKE RD","RICHMOND","VA","23225-2639","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises & Keg Permit","Active","2019-02-01T00:00:00.000","2020-01-31T00:00:00.000",,,,"2014-02-28T00:00:00.000"
"84472","FAN NOODLE BAR","2301 W MAIN ST","RICHMOND","VA","23220-4434","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","2014-06-05T00:00:00.000"
"84484","FOO DOG","1537 W MAIN ST","RICHMOND","VA","23220-4630","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","2014-03-25T00:00:00.000"
"84493","GREENLEAFS POOL ROOM","100 N 6TH ST","RICHMOND","VA","23219-2302","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2014-08-20T00:00:00.000"
"84632","MO CONVENIENCE STORE","2905 NINE MILE RD","RICHMOND","VA","23223-5357","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000",,,,"2014-03-07T00:00:00.000"
"84640","THE TOP","10 WALNUT ALY","RICHMOND","VA","23223-6795","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","2014-06-03T00:00:00.000"
"84641","THE BROADBERRY","2729 W BROAD ST","RICHMOND","VA","23220-1905","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","2014-03-28T00:00:00.000"
"84658","DEMIS","4017 MACARTHUR AVE","RICHMOND","VA","23227-4050","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","Active","2018-03-01T00:00:00.000","2019-02-28T00:00:00.000","2014-03-17T00:00:00.000"
"84676","BOKA TAKO BAR","304 N ROBINSON ST","RICHMOND","VA","23220-4021","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","2014-04-01T00:00:00.000"
"84692","FREE RUN WINE MERCHANTS","1715 RHOADMILLER ST","RICHMOND","VA","23220","Richmond City","Beer Wholesaler","Wholesale Beer (300,000 cases or less annually)","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2014-05-19T00:00:00.000"
"84693","FREE RUN WINE MERCHANTS","1715 RHOADMILLER ST","RICHMOND","VA","23220","Richmond City","Beer Imported","Beer Imported - In-State","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2014-05-19T00:00:00.000"
"84741","25TH STREET DELI","1009 N 25TH ST","RICHMOND","VA","23223-5261","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000",,,,"2014-05-30T00:00:00.000"
"84826","BELLE ISLE CRAFT SPIRITS INC","615 MAURY ST","RICHMOND","VA","23224-4121","Richmond City","Distillery","Distillery-Limited (5,000 gals or less annually)","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2014-12-16T00:00:00.000"
"84887","MOMS SIAM 2","1309 E CARY ST","RICHMOND","VA","23219-4153","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","Active","2018-05-01T00:00:00.000","2019-04-30T00:00:00.000","2014-05-21T00:00:00.000"
"84899","804 MARKET","1601 MECHANICSVILLE TPKE","RICHMOND","VA","23223-3901","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000",,,,"2014-04-30T00:00:00.000"
"84945","HILTON RICHMOND DOWNTOWN","501 E BROAD ST","RICHMOND","VA","23219-1809","Richmond City","Hotel","Wine & Beer On Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2014-07-09T00:00:00.000"
"84982","SOUTHSIDE BAR AND GRILL","3053 HULL ST","RICHMOND","VA","23224-3571","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","2014-06-18T00:00:00.000"
"85051","THE VINE WINE CLUB","10 S 20TH ST","RICHMOND","VA","23223-7273","Richmond City","Internet Wine Retail - In State","Internet Wine Retailer - In State","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2014-08-05T00:00:00.000"
"85104","URBAN FARMHOUSE MARKET & CAFE","3031 NORFOLK ST","RICHMOND","VA","23230-4509","Richmond City","Restaurant","Wine and Beer On & Off Premises & Delivery Permit","Active","2018-01-01T00:00:00.000","2018-12-31T00:00:00.000",,,,"2015-01-09T00:00:00.000"
"85164","METZGER BAR AND BUTCHERY","801 N 23RD ST","RICHMOND","VA","23223-6405","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","2014-06-20T00:00:00.000"
"85179","PARCHED GROUP LLC","1603 OWNBY LN","RICHMOND","VA","23220-1318","Richmond City","Distillery","Distillery-Limited (5,000 gals or less annually)","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2014-10-31T00:00:00.000"
"85194","10 ITALIAN CAFE","26 S AUBURN AVE","RICHMOND","VA","23221-2910","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","Withdrawn","2014-06-06T00:00:00.000",,"2014-06-06T00:00:00.000"
"85196","SWAN DIVE","805 N DAVIS AVE","RICHMOND","VA","23220-1907","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000","2014-09-05T00:00:00.000"
"85206","7 HEAVEN","1621 WILLIAMSBURG RD","RICHMOND","VA","23231-1524","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000",,,,"2014-11-04T00:00:00.000"
"85219","CHRISTIANS PIZZA","404 N HARRISON ST","RICHMOND","VA","23220-3615","Richmond City","Restaurant","Beer On Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2014-08-08T00:00:00.000"
"85257","PERLYS","111 E GRACE ST","RICHMOND","VA","23219-1741","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2014-08-12T00:00:00.000"
"85303","TIGER MART","200 W HILL ST","RICHMOND","VA","23222-2420","Richmond City","Grocery Store","Wine & Beer Off Premises","Active","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000",,,,"2014-06-20T00:00:00.000"
"85351","LES CREPES","9200 STONY POINT PKWY STE 152","RICHMOND","VA","23235-1971","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","2014-08-18T00:00:00.000"
"85359","GWARBAR","217 W CLAY ST","RICHMOND","VA","23220-3914","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2014-12-24T00:00:00.000"
"85485","GOLDEN FOOD MART","1401 CHESTNUT ST","RICHMOND","VA","23222-5124","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2014-07-17T00:00:00.000"
"85490","BLUE NINE MARKET","16 E BROAD ST","RICHMOND","VA","23219-1732","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-09-01T00:00:00.000","2019-08-31T00:00:00.000",,,,"2014-09-16T00:00:00.000"
"85524","NINE MILE CONVENIENT","2800 NINE MILE RD","RICHMOND","VA","23223-5356","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2014-08-13T00:00:00.000"
"85653","SOUTHERN KITCHEN","1726 E MAIN ST","RICHMOND","VA","23223-6960","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000","2014-08-11T00:00:00.000"
"85748","COALITION THEATER","8 W BROAD ST","RICHMOND","VA","23220-4237","Richmond City","Performing Arts Facility","Annual Mixed Beverage Special Event","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2014-08-27T00:00:00.000"
"85748","COALITION THEATER","8 W BROAD ST","RICHMOND","VA","23220-4237","Richmond City","Performing Arts Facility","Fairground","Active","2018-08-01T00:00:00.000","2019-07-31T00:00:00.000",,,,"2014-08-27T00:00:00.000"
"85797","SOUTHBOUND","3036 STONY POINT RD","RICHMOND","VA","23235-2349","Richmond City","Restaurant","Wine & Beer On & Off Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","2014-11-20T00:00:00.000"
"85808","ELEPHANT THAI RESTAURANT","4401 W BROAD ST","RICHMOND","VA","23230-3201","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","Active","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","2014-11-18T00:00:00.000"
"85917","VAGABOND","700 E BROAD ST","RICHMOND","VA","23219-1836","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000","2014-12-01T00:00:00.000"
"85958","RED MINI MART","3729 E BROAD ROCK RD","RICHMOND","VA","23224-3427","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-01-01T00:00:00.000","2018-12-31T00:00:00.000",,,,"2017-01-19T00:00:00.000"
"86014","GARDEN GROVE BREWING CO","3445 W CARY ST","RICHMOND","VA","23221-2726","Richmond City","Brewery",,"Active","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000",,,,"2014-12-19T00:00:00.000"
"86015","GARDEN GROVE BREWING CO","3445 W CARY ST","RICHMOND","VA","23221-2726","Richmond City","Shipper - In State","Beer Shipper - In State","Active","2018-12-01T00:00:00.000","2019-11-30T00:00:00.000",,,,"2014-12-19T00:00:00.000"
"86017","SHYNDIGZ","1903 W CARY ST","RICHMOND","VA","23220-5330","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","Active","2018-04-01T00:00:00.000","2019-03-31T00:00:00.000","2014-09-22T00:00:00.000"
"86062","7 ELEVEN STORE 30471 A","6824 FOREST HILL AVE","RICHMOND","VA","23225-1604","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2014-10-21T00:00:00.000"
"86064","SIX POINT EXPRESS MART","2933 2ND AVE","RICHMOND","VA","23222-3910","Richmond City","Convenience Grocery Store","Wine & Beer Off Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000",,,,"2014-10-20T00:00:00.000"
"86072","BELLE AND JAMES","700 E MAIN ST","RICHMOND","VA","23219-2696","Richmond City","Restaurant","Wine & Beer On Premises","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","Active","2018-10-01T00:00:00.000","2019-09-30T00:00:00.000","2015-10-19T00:00:00.000"
"86090","UNIVERSITY DINING SERVICES & MODLIN CENTER FOR T","28 WESTHAMPTON WAY CRENSHAW WAY MODL","RICHMOND","VA","23173-0001","Richmond City","Performing Arts Facility","Annual Mixed Beverage Special Event","Active","2018-03-01T00:00:00.000","2019-04-30T00:00:00.000",,,,"2015-03-04T00:00:00.000"
