"publication_year","department","dataset_name","status","url"
"FY17","Permitting Services","Site Specific Vendors License","Published","https://data.montgomerycountymd.gov/Licenses-Permits/Site-Specific-Vendor-s-License/wevq-nzst/data"
"FY17","Police Department","Community Policing","Published","https://data.montgomerycountymd.gov/Public-Safety/Police-Community-Event-Data/3vk5-sf3t"
"FY17","Public Libraries","Library Inventory","Published","https://data.montgomerycountymd.gov/Education/Library-Services/ee7s-jhig"
"FY17","Recreation Department","Open Gym Activities Fall","Published","https://data.montgomerycountymd.gov/Community-Recreation/Gym-Activities/3n2i-j4wu"
"FY17","Recreation Department","Open Gym Activities Summer","Published","https://data.montgomerycountymd.gov/Community-Recreation/Recreation-Summer-Programs/bjnn-2jr5"
"FY17","Recreation Department","Open Gym Activities Winter","Published","https://data.montgomerycountymd.gov/Community-Recreation/Winter-2017-Open-Gym-Schedule/4z6a-8zhq/data"
"FY17","Technology  Enterprise Business Solutions","Board of Education Districts","Published","https://data.montgomerycountymd.gov/Education/Board-of-Education-Districts/cz3q-cuy7"
"FY17","Technology  Enterprise Business Solutions","Building Footprints","Published","https://data.montgomerycountymd.gov/Government/Building-Footprints-in-the-County/hng3-ptfc"
"FY17","Technology  Enterprise Business Solutions","Inventory of created Cable Content/Programs","Published","https://data.montgomerycountymd.gov/Community-Recreation/Montgomery-Cable-Schedule/9why-cbxu"
"FY17","Technology  Enterprise Business Solutions","Rail Lines","Published","https://data.montgomerycountymd.gov/dataset/Railway-arcgis_rest_services_general_railway_MapSe/35v5-rdrf"
"FY17","Technology  Enterprise Business Solutions","Recreation Centers","Published","https://data.montgomerycountymd.gov/Community-Recreation/Recreation-Centers-County-in-dark-green-municipal-/4cfy-a6bg"
