"fiscal_year","effective_date","salary_schedule","grade","minimum","midpoint","maximum","performance_longevity_maximum","longevity_increment","gwa"
"2020","2019-12-08T00:00:00.000","GSS","34","$99,199","$129,337","$159,475","$162,665","2%","2.25%"
"2020","2019-07-07T00:00:00.000","GSS","34","$97,016","$126,491","$155,966","$159,085","2%","N/A"
"2020","2019-07-07T00:00:00.000","GSS","35","$101,509","$130,925","$160,340","$163,547","2%","N/A"
"2020","2019-12-08T00:00:00.000","GSS","35","$103,793","$133,871","$163,948","$167,227","2%","2.25%"
"2020","2019-12-08T00:00:00.000","GSS","36","$108,618","$138,521","$168,423","$171,792","2%","2.25%"
"2020","2019-07-07T00:00:00.000","GSS","36","$106,228","$135,473","$164,717","$168,011","2%","N/A"
"2020","2019-12-08T00:00:00.000","GSS","37","$113,677","$143,285","$172,891","$176,349","2%","2.25%"
"2020","2019-07-07T00:00:00.000","GSS","37","$111,176","$140,132","$169,087","$172,469","2%","N/A"
"2020","2019-07-07T00:00:00.000","GSS","38","$116,374","$144,675","$172,976","$176,436","2%","N/A"
"2020","2019-12-08T00:00:00.000","GSS","38","$118,992","$147,930","$176,868","$180,405","2%","2.25%"
"2020","2019-07-07T00:00:00.000","GSS","39","$121,833","$148,678","$175,523","$179,033","2%","N/A"
"2020","2019-12-08T00:00:00.000","GSS","39","$124,574","$152,023","$179,472","$183,062","2%","2.25%"
"2020","2019-07-07T00:00:00.000","GSS","40","$127,565","$152,817","$178,068","$181,629","2%","N/A"
"2020","2019-12-08T00:00:00.000","GSS","40","$130,435","$156,255","$182,075","$185,716","2%","2.25%"
"2020","2019-12-08T00:00:00.000","GSS","5","$31,998","$37,873","$43,748","$44,623","2%","2.25%"
"2020","2019-07-07T00:00:00.000","GSS","5","$31,294","$37,040","$42,785","$43,641","2%","N/A"
"2020","2019-07-07T00:00:00.000","GSS","6","$31,294","$37,931","$44,568","$45,459","2%","N/A"
"2020","2019-12-08T00:00:00.000","GSS","6","$31,998","$38,784","$45,571","$46,482","2%","2.25%"
"2020","2019-12-08T00:00:00.000","GSS","7","$31,998","$39,759","$47,519","$48,469","2%","2.25%"
"2020","2019-07-07T00:00:00.000","GSS","7","$31,294","$38,884","$46,473","$47,402","2%","N/A"
"2020","2019-12-08T00:00:00.000","GSS","8","$31,998","$40,840","$49,681","$50,675","2%","2.25%"
"2020","2019-07-07T00:00:00.000","GSS","8","$31,294","$39,941","$48,588","$49,560","2%","N/A"
"2020","2019-12-08T00:00:00.000","GSS","9","$32,993","$42,475","$51,955","$52,994","2%","2.25%"
"2020","2019-07-07T00:00:00.000","GSS","9","$32,267","$41,540","$50,812","$51,828","2%","N/A"
"2020","2019-07-07T00:00:00.000","PLS","A2","$77,453","$109,510","$141,566","N/A","N/A","N/A"
"2020","2019-12-08T00:00:00.000","PLS","A2","$79,196","$111,973","$144,751","N/A","N/A","2.25%"
"2020","2019-07-07T00:00:00.000","PLS","A3","$90,156","$126,910","$163,663","N/A","N/A","N/A"
"2020","2019-12-08T00:00:00.000","PLS","A3","$92,185","$129,765","$167,345","N/A","N/A","2.25%"
"2020","2019-07-07T00:00:00.000","MLS","M1","$103,099","$143,106","$183,113","N/A","N/A","N/A"
"2020","2019-12-08T00:00:00.000","MLS","M1","$105,419","$146,326","$187,233","N/A","N/A","2.25%"
"2020","2019-07-07T00:00:00.000","MLS","M2","$90,156","$126,910","$163,663","N/A","N/A","N/A"
"2020","2019-12-08T00:00:00.000","MLS","M2","$92,185","$129,765","$167,345","N/A","N/A","2.25%"
"2020","2019-07-07T00:00:00.000","MLS","M3","$77,453","$109,510","$141,566","N/A","N/A","N/A"
"2020","2019-12-08T00:00:00.000","MLS","M3","$79,196","$111,973","$144,751","N/A","N/A","2.25%"
"2019","2018-12-09T00:00:00.000","GSS","10","$33,561","$43,386","$53,210","$54,274","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","10","$32,903","$42,535","$52,167","$53,210","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","11","$34,918","$45,316","$55,713","$56,827","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","11","$34,233","$44,427","$54,621","$55,713","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","12","$36,333","$47,340","$58,347","$59,514","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","12","$35,621","$46,412","$57,203","$58,347","2%","N/A"
"2019","2018-07-01T00:00:00.000","GSS","13","$37,088","$48,502","$59,915","$61,113","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","13","$37,830","$49,472","$61,113","$62,335","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","14","$38,629","$50,699","$62,768","$64,023","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","14","$39,402","$51,713","$64,023","$65,303","2%","2%"
"2019","2018-12-09T00:00:00.000","GSS","15","$41,047","$54,057","$67,066","$68,407","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","15","$40,242","$52,997","$65,751","$67,066","2%","N/A"
"2019","2018-07-01T00:00:00.000","GSS","16","$41,963","$55,428","$68,893","$70,271","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","16","$42,802","$56,537","$70,271","$71,676","2%","2%"
"2019","2018-12-09T00:00:00.000","GSS","17","$44,743","$59,188","$73,633","$75,106","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","17","$43,866","$58,028","$72,189","$73,633","2%","N/A"
"2019","2018-07-01T00:00:00.000","GSS","18","$45,877","$60,765","$75,653","$77,166","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","18","$46,795","$61,981","$77,166","$78,709","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","19","$48,039","$63,662","$79,285","$80,871","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","19","$49,000","$64,936","$80,871","$82,488","2%","2%"
"2019","2018-12-09T00:00:00.000","GSS","20","$51,305","$68,034","$84,762","$86,457","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","20","$50,299","$66,700","$83,100","$84,762","2%","N/A"
"2019","2018-07-01T00:00:00.000","GSS","21","$52,684","$69,896","$87,107","$88,849","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","21","$53,738","$71,294","$88,849","$90,626","2%","2%"
"2019","2018-12-09T00:00:00.000","GSS","22","$56,280","$74,710","$93,140","$95,003","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","22","$55,176","$73,245","$91,314","$93,140","2%","N/A"
"2019","2018-07-01T00:00:00.000","GSS","23","$57,802","$76,771","$95,740","$97,655","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","23","$58,958","$78,307","$97,655","$99,608","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","24","$60,554","$80,462","$100,370","$102,377","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","24","$61,765","$82,071","$102,377","$104,425","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","25","$63,439","$84,340","$105,241","$107,346","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","25","$64,708","$86,027","$107,346","$109,493","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","26","$66,481","$88,420","$110,359","$112,566","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","26","$67,811","$90,189","$112,566","$114,817","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","27","$69,645","$92,689","$115,732","$118,047","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","27","$71,038","$94,543","$118,047","$120,408","2%","2%"
"2019","2018-12-09T00:00:00.000","GSS","28","$74,227","$99,013","$123,799","$126,275","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","28","$72,772","$97,072","$121,372","$123,799","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","29","$77,575","$103,707","$129,838","$132,435","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","29","$76,054","$101,673","$127,292","$129,838","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","30","$81,096","$108,640","$136,184","$138,908","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","30","$79,506","$106,510","$133,514","$136,184","2%","N/A"
"2019","2018-07-01T00:00:00.000","GSS","31","$83,128","$111,585","$140,042","$142,843","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","31","$84,791","$113,817","$142,843","$145,700","2%","2%"
"2019","2018-12-09T00:00:00.000","GSS","32","$88,665","$117,940","$147,215","$150,159","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","32","$86,926","$115,627","$144,328","$147,215","2%","N/A"
"2019","2018-07-01T00:00:00.000","GSS","33","$90,919","$119,768","$148,617","$151,589","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","33","$92,737","$122,163","$151,589","$154,621","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","34","$95,114","$124,011","$152,908","$155,966","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","34","$97,016","$126,491","$155,966","$159,085","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","35","$99,519","$128,358","$157,196","$160,340","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","35","$101,509","$130,925","$160,340","$163,547","2%","2%"
"2019","2018-12-09T00:00:00.000","GSS","36","$106,228","$135,473","$164,717","$168,011","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","36","$104,145","$132,816","$161,487","$164,717","2%","N/A"
"2019","2018-07-01T00:00:00.000","GSS","37","$108,996","$137,384","$165,772","$169,087","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","37","$111,176","$140,132","$169,087","$172,469","2%","2%"
"2019","2018-12-09T00:00:00.000","GSS","38","$116,374","$144,675","$172,976","$176,436","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","38","$114,092","$141,838","$169,584","$172,976","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","39","$121,833","$148,678","$175,523","$179,033","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","39","$119,444","$145,763","$172,081","$175,523","2%","N/A"
"2019","2018-07-01T00:00:00.000","GSS","40","$125,064","$149,820","$174,576","$178,068","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","40","$127,565","$152,817","$178,068","$181,629","2%","2%"
"2019","2018-12-09T00:00:00.000","GSS","5","$31,294","$37,040","$42,785","$43,641","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","5","$30,680","$36,313","$41,946","$42,785","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","6","$31,294","$37,931","$44,568","$45,459","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","6","$30,680","$37,187","$43,694","$44,568","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","7","$31,294","$38,884","$46,473","$47,402","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","7","$30,680","$38,121","$45,562","$46,473","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","8","$31,294","$39,941","$48,588","$49,560","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","8","$30,680","$39,158","$47,635","$48,588","2%","N/A"
"2019","2018-12-09T00:00:00.000","GSS","9","$32,267","$41,540","$50,812","$51,828","2%","2%"
"2019","2018-07-01T00:00:00.000","GSS","9","$31,634","$40,725","$49,816","$50,812","2%","N/A"
"2019","2018-07-08T00:00:00.000","PLS","A2","$77,453","$109,510","$141,566","N/A","N/A","2%"
"2019","2018-07-08T00:00:00.000","PLS","A3","$90,156","$126,910","$163,663","N/A","N/A","2%"
"2019","2018-12-09T00:00:00.000","MLS","M1","$103,099","$143,106","$183,113","N/A","N/A","2%"
"2019","2018-12-09T00:00:00.000","MLS","M2","$90,156","$126,910","$163,663","N/A","N/A","2%"
"2019","2018-12-09T00:00:00.000","MLS","M3","$77,453","$109,510","$141,566","N/A","N/A","2%"
"2018","2017-08-06T00:00:00.000","GSS","10","$32,903","$42,535","$52,167","$53,210","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","11","$34,233","$44,427","$54,621","$55,713","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","12","$35,621","$46,412","$57,203","$58,347","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","13","$37,088","$48,502","$59,915","$61,113","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","14","$38,629","$50,699","$62,768","$64,023","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","15","$40,242","$52,997","$65,751","$67,066","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","16","$41,963","$55,428","$68,893","$70,271","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","17","$43,866","$58,028","$72,189","$73,633","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","18","$45,877","$60,765","$75,653","$77,166","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","19","$48,039","$63,662","$79,285","$80,871","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","20","$50,299","$66,700","$83,100","$84,762","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","21","$52,684","$69,896","$87,107","$88,849","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","22","$55,176","$73,245","$91,314","$93,140","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","23","$57,802","$76,771","$95,740","$97,655","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","24","$60,554","$80,462","$100,370","$102,377","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","25","$63,439","$84,340","$105,241","$107,346","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","26","$66,481","$88,420","$110,359","$112,566","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","27","$69,645","$92,689","$115,732","$118,047","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","28","$72,772","$97,072","$121,372","$123,799","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","29","$76,054","$101,673","$127,292","$129,838","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","30","$79,506","$106,510","$133,514","$136,184","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","31","$83,128","$111,585","$140,042","$142,843","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","32","$86,926","$115,627","$144,328","$147,215","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","33","$90,919","$119,768","$148,617","$151,589","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","34","$95,114","$124,011","$152,908","$155,966","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","35","$99,519","$128,358","$157,196","$160,340","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","36","$104,145","$132,816","$161,487","$164,717","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","37","$108,996","$137,384","$165,772","$169,087","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","38","$114,092","$141,838","$169,584","$172,976","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","39","$119,444","$145,763","$172,081","$175,523","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","40","$125,064","$149,820","$174,576","$178,068","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","5","$27,153","$34,550","$41,946","$42,785","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","6","$28,195","$35,945","$43,694","$44,568","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","7","$29,292","$37,427","$45,562","$46,473","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","8","$30,432","$39,034","$47,635","$48,588","2%","2%"
"2018","2017-08-06T00:00:00.000","GSS","9","$31,634","$40,725","$49,816","$50,812","2%","2%"
"2018","2017-07-09T00:00:00.000","PLS","A2","$81,473","N/A","$122,718","$127,013","3.5%","2%"
"2018","2017-07-09T00:00:00.000","PLS","A3","$92,787","N/A","$140,186","$145,092","3.5%","2%"
"2018","2017-08-06T00:00:00.000","MLS","M1","$101,077","$140,300","$179,523","N/A","N/A","2%"
"2018","2017-08-06T00:00:00.000","MLS","M2","$88,388","$124,421","$160,454","N/A","N/A","2%"
"2018","2017-08-06T00:00:00.000","MLS","M3","$75,934","$107,362","$138,790","N/A","N/A","2%"
"2017","2017-01-08T00:00:00.000","GSS","10","$32,258","$41,701","$51,144","$52,167","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","10","$32,098","$41,494","$50,890","$51,908","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","11","$33,395","$43,340","$53,284","$54,350","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","11","$33,562","$43,556","$53,550","$54,621","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","12","$34,923","$45,502","$56,081","$57,203","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","12","$34,749","$45,276","$55,802","$56,918","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","13","$36,361","$47,551","$58,740","$59,915","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","13","$36,180","$47,314","$58,448","$59,617","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","14","$37,872","$49,705","$61,537","$62,768","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","14","$37,684","$49,458","$61,231","$62,456","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","15","$39,257","$51,699","$64,141","$65,424","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","15","$39,453","$51,958","$64,462","$65,751","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","16","$40,935","$54,071","$67,206","$68,550","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","16","$41,140","$54,341","$67,542","$68,893","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","17","$43,006","$56,890","$70,774","$72,189","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","17","$42,792","$56,607","$70,422","$71,830","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","18","$44,753","$59,277","$73,801","$75,277","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","18","$44,977","$59,574","$74,170","$75,653","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","19","$46,863","$62,103","$77,343","$78,890","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","19","$47,097","$62,414","$77,730","$79,285","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","20","$49,068","$65,067","$81,066","$82,687","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","20","$49,313","$65,392","$81,471","$83,100","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","21","$51,651","$68,525","$85,399","$87,107","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","21","$51,394","$68,184","$84,974","$86,673","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","22","$54,094","$71,809","$89,524","$91,314","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","22","$53,825","$71,452","$89,079","$90,861","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","23","$56,669","$75,266","$93,863","$95,740","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","23","$56,387","$74,892","$93,396","$95,264","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","24","$59,072","$78,492","$97,912","$99,870","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","24","$59,367","$78,885","$98,402","$100,370","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","25","$62,195","$82,686","$103,177","$105,241","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","25","$61,886","$82,275","$102,664","$104,717","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","26","$64,853","$86,255","$107,657","$109,810","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","26","$65,177","$86,686","$108,195","$110,359","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","27","$68,279","$90,871","$113,463","$115,732","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","27","$67,939","$90,419","$112,899","$115,157","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","28","$70,990","$94,695","$118,400","$120,768","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","28","$71,345","$95,169","$118,992","$121,372","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","29","$74,192","$99,184","$124,175","$126,659","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","29","$74,563","$99,680","$124,796","$127,292","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","30","$77,559","$103,902","$130,245","$132,850","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","30","$77,947","$104,422","$130,896","$133,514","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","31","$81,093","$108,853","$136,613","$139,345","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","31","$81,498","$109,397","$137,296","$140,042","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","32","$84,798","$112,796","$140,794","$143,610","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","32","$85,222","$113,360","$141,498","$144,328","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","33","$88,693","$116,836","$144,978","$147,878","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","33","$89,136","$117,420","$145,703","$148,617","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","34","$92,785","$120,975","$149,164","$152,147","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","34","$93,249","$121,580","$149,910","$152,908","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","35","$97,568","$125,841","$154,114","$157,196","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","35","$97,083","$125,215","$153,347","$156,414","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","36","$101,595","$129,564","$157,533","$160,684","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","36","$102,103","$130,212","$158,321","$161,487","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","37","$106,859","$134,691","$162,522","$165,772","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","37","$106,327","$134,020","$161,713","$164,947","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","38","$111,299","$138,366","$165,432","$168,741","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","38","$111,855","$139,057","$166,259","$169,584","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","39","$117,102","$142,905","$168,707","$172,081","2%","0.5%"
"2017","2016-07-10T00:00:00.000","GSS","39","$116,519","$142,194","$167,868","$171,225","2%","0.5%"
"2017","2017-01-08T00:00:00.000","GSS","40","$122,612","$146,883","$171,153","$174,576","2%","0.5%"
