"idhighwayl","route","direction","poletype","lightprese","sideofroad","image","date","elevation","latitude","longitude","geolocation"
"5491-21528","S Harrell's Ferry Rd","5","Metal","Yes","Median","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AI0TTQX00/000000000184/000000616202.jpg","20131018","47.073","30.4315836","-91.03485028","(30.4315836, -91.03485028)"
"5491-13811","Landmark Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137912EWH00/000000000046/000000304141.jpg","20130709","25.738","30.33204429","-91.13187563","(30.33204429, -91.13187563)"
"5491-25718","Tonya Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13B40PTXS00/000000000123/000000124009.jpg","20131104","45.774","30.43148263","-91.02897492","(30.43148263, -91.02897492)"
"5491-11647","Gsri Ave","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137A15EHI00/000000000033/000000348021.jpg","20130710","27.368","30.35478716","-91.12312538000001","(30.35478716, -91.12312538)"
"5491-26967","Westchester Dr","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/138S19F6L00/000000000177/000000240073.jpg","20130828","38.12300000000001","30.35523865","-91.07099556999999","(30.35523865, -91.07099557)"
"5491-11388","Hermadel Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BJ10TQP00/000000000002/000000104169.jpg","20131119","44.642","30.43721281","-91.04953952","(30.43721281, -91.04953952)"
"5491-16414","North Blvd","5","Concrete","Yes","Median","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BD0VT7500/000000000239/000000624143.jpg","20131113","46.069","30.44721818","-91.18059384999999","(30.44721818, -91.18059385)"
"5491-15463","Missionary Ridge Ct","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AT1AT5D00/000000000023/000000200149.jpg","20131029","46.466","30.40490702","-91.00381965","(30.40490702, -91.00381965)"
"5491-23309","Stumberg Ln","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AP0STW300/000000000029/000001188156.jpg","20131025","50.285","30.40991224","-91.03592639999999","(30.40991224, -91.0359264)"
"5491-22671","Springtree Ave","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/13790TE0V00/000000004016/000000444141.jpg","20130709","21.131","30.34034288","-91.11203057","(30.34034288, -91.11203057)"
"5491-15673","Meredith Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13C10MT2O00/000000000030/000000228189.jpg","20131201","52.486","30.44803189","-91.08462398","(30.44803189, -91.08462398)"
"5491-4808","Connells Park Ln","5","Concrete","Yes","Median","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13C50STKI00/000000000011/000000248229.jpg","20131205","54.615","30.44415519","-91.09601364","(30.44415519, -91.09601364)"
"5491-14996","Maxine Dr","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/138A1AE5U00/000000000027/000000696112.jpg","20130810","41.528","30.3828523","-91.12343129","(30.3828523, -91.12343129)"
"5491-15022","Major Oak Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BT0NTUH00/000000000021/000000108164.jpg","20131129","44.842","30.44117999","-91.05807258","(30.44117999, -91.05807258)"
"5491-10048","Highland Rd","6","Wood","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137A0MEJ100/000004000262/000005284029.jpg","20130710","47.883","30.39101028","-91.15594453","(30.39101028, -91.15594453)"
"5491-20840","Richland Ave","6","Concrete","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BE0UTWZ00/000000000024/000000180142.jpg","20131114","56.938","30.42982878","-91.14802032","(30.42982878, -91.14802032)"
"5491-28253","Windermere Oaks Ct","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/13960UFBL00/000000000010/000000076012.jpg","20130906","48.966","30.36895282","-91.0789178","(30.36895282, -91.0789178)"
"5491-21683","Santa Maria Pkwy","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AK0YTF300/000000000164/000000840070.jpg","20131020","29.265","30.33872602","-91.01241799","(30.33872602, -91.01241799)"
"5491-16904","Oakdale Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/13960PFAJ00/000000000160/000000068096.jpg","20130906","41.01600000000001","30.37542793","-91.08337335","(30.37542793, -91.08337335)"
"5491-15639","Mallory Ave","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AI0QTT200/000000000143/000000160194.jpg","20131018","44.12","30.42848636","-91.04620439","(30.42848636, -91.04620439)"
"5491-8451","Fairhaven Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BS0PTRM00/000000000059/000000096198.jpg","20131128","51.023","30.45020203","-91.05352043000001","(30.45020203, -91.05352043)"
"5491-16728","N Oak Hills Pkwy","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/13990VF1V00/000000000021/000000284003.jpg","20130909","43.795","30.3622502","-91.08237127","(30.3622502, -91.08237127)"
"5491-26034","Thibodeaux Ave","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CB0NTWD00/000000000054/000000136062.jpg","20131211","54.314","30.43765964","-91.11380226999999","(30.43765964, -91.11380227)"
"5491-14522","Magnolia Wood Ave","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/138A1CEKS00/000000000046/000000788116.jpg","20130810","38.828","30.38044997","-91.12141524000001","(30.38044997, -91.12141524)"
"5491-14532","Memorial Tower Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137B0QEGQ00/000000004006/000000512134.jpg","20130711","26.656","30.3251845","-91.12019388","(30.3251845, -91.12019388)"
"5491-26295","Timberwood Dr","5","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13B210T5L00/000000004031/000000064185.jpg","20131102","46.039","30.43912561","-91.01161371000001","(30.43912561, -91.01161371)"
"5491-3696","Capital Heights Ave","6","Wood","Yes","Left","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BE0VTPZ00/000000000022/000000172025.jpg","20131114","55.603","30.44270052","-91.13255517","(30.44270052, -91.13255517)"
"5491-12104","Inniswold Rd","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/139F0QFOZ00/000000000028/000000584116.jpg","20130915","39.481","30.40656946","-91.07687858","(30.40656946, -91.07687858)"
"5491-26126","Tasmania Ave","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/13891CEZD00/000000000148/000000264154.jpg","20130809","30.442","30.39205906","-91.10435265","(30.39205906, -91.10435265)"
"5491-2491","Briargrove Ave","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/13990VFVN00/000000000161/000000088099.jpg","20130909","50.77","30.35970245","-91.07479304","(30.35970245, -91.07479304)"
"5491-8674","Elise Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BU12T7400/000000000110/000000080029.jpg","20131130","47.77800000000001","30.4353744","-91.07097056000001","(30.4353744, -91.07097056)"
"5491-3665","Chevelle Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BT18T3I00/000000000154/000000296046.jpg","20131129","54.402","30.4341859","-91.09848843","(30.4341859, -91.09848843)"
"5491-15480","Millburn Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BS0STZZ00/000000000038/000000340064.jpg","20131128","45.304","30.44775263","-91.05593028","(30.44775263, -91.05593028)"
"5491-21345","Richards Dr","6","Wood","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CC0STDB00/000000004032/000000340167.jpg","20131212","36.728","30.42064364","-91.11191126","(30.42064364, -91.11191126)"
"5491-22879","Shakespeare Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AU12TKI00/000000000024/000000104007.jpg","20131030","42.854","30.40155753","-91.02127801","(30.40155753, -91.02127801)"
"5491-8583","Florline Blvd","5","Metal","Yes","Median","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/141C0WT1L00/000000000006/000000148220.jpg","20140112","58.08300000000001","30.45814606","-91.09753255","(30.45814606, -91.09753255)"
"5491-12585","Janice St","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/139E19FXR00/000000004032/000000124069.jpg","20130914","52.253","30.42081566","-91.0712676","(30.42081566, -91.0712676)"
"5491-23269","S Flannery Rd","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BF0NT6300/000000000115/000000776063.jpg","20131115","44.45800000000001","30.44612679","-91.03432318","(30.44612679, -91.03432318)"
"5491-22651","St Alban's Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/13970OF8W00/000000000021/000000380097.jpg","20130907","44.819","30.36122921","-91.05684469000001","(30.36122921, -91.05684469)"
"5491-3303","Cortana Pl","5","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/141C0WT1I00/000000000165/000001352054.jpg","20140112","56.239","30.45569314","-91.09614313","(30.45569314, -91.09614313)"
"5491-5605","Country Meadow Ave","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AT11TOZ00/000000000090/000000100076.jpg","20131029","39.383","30.41566272","-91.03171141999999","(30.41566272, -91.03171142)"
"5491-10287","Highland Park Dr","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137N0OE3F00/000000000098/000000144088.jpg","20130723","31.377","30.39128121","-91.13251756","(30.39128121, -91.13251756)"
"5491-10628","Highland Rd","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137A0MEJ100/000006000154/000007744062.jpg","20130710","29.497","30.41913847","-91.17690353","(30.41913847, -91.17690353)"
"5491-11210","Hidden Lake Ct","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/138U0YFW400/000000000110/000000224141.jpg","20130830","39.438","30.36408816","-91.10289107","(30.36408816, -91.10289107)"
"5491-23206","S Flannery Rd","5","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BF0NT6300/000000000115/000000228151.jpg","20131115","47.31200000000001","30.44438048","-91.02741678","(30.44438048, -91.02741678)"
"5491-8615","Emerald Rd","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/13950ZFEH00/000000000010/000000140213.jpg","20130905","56.453","30.3667734","-91.11378062","(30.3667734, -91.11378062)"
"5491-26793","West Dr","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BD11TAA00/000000000245/000000156059.jpg","20131113","70.62900000000001","30.44673595","-91.15190225000001","(30.44673595, -91.15190225)"
"5491-20666","Rosebank Ave","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/138V19FLQ00/000000000064/000000108216.jpg","20130831","43.103","30.37563151","-91.10656705","(30.37563151, -91.10656705)"
"5491-17082","Oakley Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13C20PTNC00/000000000575/000000616160.jpg","20131202","50.003","30.4339801","-91.09047677","(30.4339801, -91.09047677)"
"5491-3250","Claycut Rd","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BE0OTCD00/000000000095/000001648180.jpg","20131114","49.32","30.4399418","-91.15741","(30.4399418, -91.15741)"
"5491-23379","Sherwood Forest Blvd","5","Metal","Unknown","Median","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BK15TM000/000000000126/000001304074.jpg","20131120","45.423","30.44083364","-91.05743788","(30.44083364, -91.05743788)"
"5491-15322","Mossy Oak Ave","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/13990SFEW00/000000000083/000000156115.jpg","20130909","41.243","30.3576605","-91.08584796","(30.3576605, -91.08584796)"
"5491-17510","Oakcrest Dr","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/141G14TOL00/000000000285/000000120258.jpg","20140116","60.31800000000001","30.48045185","-91.0975265","(30.48045185, -91.0975265)"
"5491-12063","Ingleside Dr","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CD16TAF00/000000000155/000000180025.jpg","20131213","64.09700000000001","30.43201318","-91.14500774","(30.43201318, -91.14500774)"
"5491-8534","Evans St","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CB13T3700/000000000023/000000164128.jpg","20131211","61.407","30.44578553","-91.12812168000001","(30.44578553, -91.12812168)"
"5491-24042","Seabord Dr","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137A1CE4S00/000000004051/000000128076.jpg","20130710","26.351","30.35530783","-91.12554531000001","(30.35530783, -91.12554531)"
"5491-26981","Westchester Dr","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/138S19F6L00/000000000177/000000364203.jpg","20130828","38.428","30.35678038","-91.07015730000001","(30.35678038, -91.0701573)"
"5491-21122","Rainford Rd","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/138B0YEIJ00/000000000100/000000148191.jpg","20130811","38.851","30.36758218","-91.11453794000001","(30.36758218, -91.11453794)"
"5491-8641","Elm Ridge Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AT17T9N00/000000000102/000000036196.jpg","20131029","46.689","30.40624853","-91.02949614000001","(30.40624853, -91.02949614)"
"5491-1450","Board Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AQ13TK600/000000000024/000000380005.jpg","20131026","34.06800000000001","30.38193419","-91.01966777","(30.38193419, -91.01966777)"
"5491-8326","E Holly St","6","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13B80ZT5G00/000000000065/000000144128.jpg","20131108","48.044","30.46108423","-91.02396932000001","(30.46108423, -91.02396932)"
"5491-27617","W Lee Dr","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137C0MEXS00/000000000046/000000368040.jpg","20130712","30.633","30.39098631","-91.16339633","(30.39098631, -91.16339633)"
"5491-18647","Park Rowe Ave","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/138R1DF4U00/000000000037/000000144005.jpg","20130827","32.44","30.3805246","-91.09621241000001","(30.3805246, -91.09621241)"
"5491-11001","Goodwood Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BD18TYJ00/000000000146/000000156071.jpg","20131113","47.296","30.44991979","-91.03231701","(30.44991979, -91.03231701)"
"5491-13737","Lombard Dr","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137T13ES600/000000000002/000000284156.jpg","20130729","36.886","30.36371526","-91.07470519","(30.36371526, -91.07470519)"
"5491-23438","Steele Blvd","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13BD11TAC00/000000000013/000000128062.jpg","20131113","60.40900000000001","30.44724451","-91.15073424000001","(30.44724451, -91.15073424)"
"5491-25685","Van Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13C10NTP900/000000000022/000000108054.jpg","20131201","52.709","30.4448604","-91.07796587","(30.4448604, -91.07796587)"
"5491-1607","Beckenham Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137N1AE1G00/000000000041/000000492008.jpg","20130723","34.287","30.39255176","-91.13041056","(30.39255176, -91.13041056)"
"5491-12318","King James Ave","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/13960TFYW00/000000000244/000000200046.jpg","20130906","47.03","30.36427648","-91.07978874","(30.36427648, -91.07978874)"
"5491-4963","Carl Ave","6","Wood","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137O0XETF00/000000000002/000000140142.jpg","20130724","46.978","30.4139176","-91.15209175","(30.4139176, -91.15209175)"
"5491-25348","Tall Oaks Ct","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AG0UTGK00/000000000228/000000676130.jpg","20131016","27.942","30.36609284","-90.97441752","(30.36609284, -90.97441752)"
"5491-28043","Willow Bay Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ForwardRight/139C10FBU20/000000000021/000000288135.jpg","20130912","54.383","30.41497687","-91.07842918","(30.41497687, -91.07842918)"
"5491-11728","Highland Rd","5","Wood","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/137815EER00/000004000020/000004388026.jpg","20130708","52.204","30.38703651","-91.15054243","(30.38703651, -91.15054243)"
"5491-28285","W Jamaica Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/141E0TTT400/000000000107/000000116056.jpg","20140114","52.148","30.46234218","-91.08094549000001","(30.46234218, -91.08094549)"
"5491-27575","W Tams Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/141E0WT3Y00/000000000052/000000884067.jpg","20140114","51.00700000000001","30.46843741","-91.08587184","(30.46843741, -91.08587184)"
"5491-24441","S Fairfax Dr","6","Wood","Unknown","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13CB14T6Y00/000000000019/000000076118.jpg","20131211","58.054","30.44714507","-91.13284650999999","(30.44714507, -91.13284651)"
"5491-5559","Cypress Vine Ave","5","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/139D0SF0900/000000000016/000000108125.jpg","20130913","40.026","30.39636079","-91.06616629","(30.39636079, -91.06616629)"
"5491-18858","Quail Hollow Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1735/ROW/13990VFVP00/000000000147/000000148112.jpg","20130909","54.186","30.35950922","-91.07832719","(30.35950922, -91.07832719)"
"5491-3473","Congress Blvd","5","Metal","Yes","Median","https://s3.amazonaws.com/5491la13-locals/12a/1734/ROW/138111EZ700/000000000008/000000100129.jpg","20130801","27.782","30.41883764","-91.12499566","(30.41883764, -91.12499566)"
"5491-3379","Chadsford Ave","6","Concrete","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13AT0VTSF00/000000000034/000000484224.jpg","20131029","41.06200000000001","30.40418614","-90.99542400999999","(30.40418614, -90.99542401)"
"5491-25016","Shades Dr","6","Metal","Yes","Right","https://s3.amazonaws.com/5491la13-locals/12a/1749/ROW/13C20RTIG00/000000000001/000000064012.jpg","20131202","56.056","30.44110783","-91.09379601000001","(30.44110783, -91.09379601)"
