"objectid","type","subtype","start_date","end_date","description","severity","street","direction","from_cross_street","end_cross_street","recurring","major_event","full_closure","route","alt_route","sidewalk","agency","city","contact"
"19226","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-23T08:00:00.000","2022-08-26T17:00:00.000","Sewer point repair-Supplemental 15-024","MINOR","Cottonwood Ave","BOTH","Hillsdale Dr","Dogwood Ave","Daily","Cottonwood Ave","Full","Cottonwood Ave","Ebony Ave to Brywood Ave to Kalurah St",,"DPW","Baton Rouge","Grady Crawford"
"19224","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-22T08:00:00.000","2022-08-22T16:00:00.000","Tree removal overhanging road","MINOR","Capital Heights Ave","BOTH","Mouton St","Moore St","Daily","Capital Heights Ave","Full","Capital Heights Ave","Herbert to Government to Mouton",,"DPW","Baton Rouge","Bayou Tree Service"
"19530","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-22T07:00:00.000","2024-02-02T17:00:00.000","Impetus is building a 277 unit multi-family establishment over the course of the next 20 months","MINOR","Galerie St","BOTH","Tupello St","Rouzan Square Ave","Daily","Galerie St","Full","Galerie St","Glasgow Ave",,"DPW","Baton Rouge","Impetus"
"19527","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-19T23:30:00.000","2022-08-20T06:00:00.000","Concrete placement via pump truck, working on 6 story cast-in-place garage","MINOR","W Parker Blvd","SOUTH","Gourrier Ave","Janet Ave","Daily","W Parker Blvd","Partial","W Parker Blvd","Gourrier Ave to Janet Ave back to W Parker Blvd",,"DPW","Baton Rouge","MW Builders"
"19528","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-18T23:30:00.000","2022-08-19T06:00:00.000","Concrete placement via pump truck, working on 6 story cast-in-place garage","MINOR","W Parker Blvd","SOUTH","Gourrier Ave","Janet Ave","Daily","W Parker Blvd","Partial","W Parker Blvd","Gourrier Ave to Janet Ave back to W Parker Blvd",,"DPW","Baton Rouge","MW Builders"
"19230","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-17T07:00:00.000","2022-08-18T15:00:00.000",,"MINOR","Osborne Ave","BOTH","N Foster Dr","Doughtry Dr","Daily","Osborne Ave","Partial","Osborne Ave",,,"DPW","Baton Rouge","Mtn-Street,East"
"19529","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-16T10:00:00.000","2022-08-16T19:00:00.000","Emergency Point Repair/Concrete Restoration","MINOR","Tulip St","BOTH","Park Blvd","S 18th St","Daily","Tulip St","Full","Tulip St","Park Blvd",,"DPW","Baton Rouge","WWC DPW"
"19229","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-16T07:30:00.000","2022-08-19T17:00:00.000","Restoration of supplemental sewer repair 14-008","MINOR","Ingleside Dr","NORTH","Woodside Dr","Broussard St","Daily","Ingleside Dr","Partial","Ingleside Dr",,,"DPW","Baton Rouge","Grady Crawford"
"19227","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-16T07:30:00.000","2022-08-19T17:00:00.000","Restoration supplemental sewer repair 13-039","MINOR","Hillsdale Dr","BOTH","Lake Hills Pkwy","Cottonwood Ave","Daily","Hillsdale Dr","Full","Hillsdale Dr","Hillsdale Dr to Lake Hills Pkwy or Hillsdale Dr to Cottonwood Ave to Baywood to Kalurah St to Christian St",,"DPW","Baton Rouge","Grady Crawford"
"19228","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-16T07:30:00.000","2022-08-19T17:00:00.000","Sewer repair 13-022 supplemental restoration","MINOR","Weldwood Dr","BOTH","Millerville Rd","Chimneywood Ave","Daily","Weldwood Dr","Full","Weldwood Dr","Chimneywood Ave to Palmwood Dr to Lynbrook Ave to Stonewood Dr to S Harrells Ferry to Millerville Rd",,"DPW","Baton Rouge","Grady Crawford"
"19526","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-16T06:00:00.000","2022-08-19T18:00:00.000","Installing 2 grease traps on the side of our building","MINOR","Janet Ave","WEST","Gourrier Ave","W Parker Blvd","Daily","Janet Ave","Partial","Janet Ave","Gourrier Ave",,"DPW","Baton Rouge","MW Builders"
"19221","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-16T06:00:00.000","2022-08-19T18:00:00.000","Installing 2 grease traps on the side of our building","MINOR","Janet Ave","WEST","Parker Blvd","Gourrier Ave","Daily","Janet Ave","Partial","Janet Ave","Gourrier Ave",,"DPW","Baton Rouge","MW Builders"
"19212","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-15T09:00:00.000","2022-08-18T16:00:00.000","Drilling/Excavation 20' deep foundations for mast arm installation","MINOR","Greenwell St","BOTH","Satin Ct","Silverleaf Ave","Daily","Greenwell St","Full","Greenwell St",,,"DPW","Baton Rouge","Diamond Electrical Company"
"19209","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-15T09:00:00.000","2022-08-18T16:00:00.000","Drilling/Excavation 20' deep foundations for mast arm installation","MINOR","Hollywood St","BOTH","Douglas Ave","Breckenridge Ave","Daily","Hollywood St","Full","Hollywood St",,,"DPW","Baton Rouge","Diamond Electrical Company"
"19211","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-15T09:00:00.000","2022-08-18T16:00:00.000","Drilling/Excavation 20' deep foundations for mast arm installation","MINOR","Evangeline St","BOTH","Hammond St","Bank St","Daily","Evangeline St","Full","Evangeline St",,,"DPW","Baton Rouge","Diamond Electrical Company"
"19210","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-15T09:00:00.000","2022-08-18T16:00:00.000","Drilling/Excavation 20' deep foundations for mast arm installation","MINOR","Evangeline St","BOTH","Brookstown Dr","Airline Hwy","Daily","Evangeline St","Full","Evangeline St",,,"DPW","Baton Rouge","Diamond Electrical Company"
"19213","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-15T09:00:00.000","2022-08-18T16:00:00.000","Drilling/Excavation 20' deep foundations for mast arm installation","MINOR","Prescott Rd","BOTH","Fairwoods Dr","Joseph St","Daily","Prescott Rd","Full","Prescott Rd",,,"DPW","Baton Rouge","Diamond Electrical Company"
"19214","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-15T09:00:00.000","2022-08-18T16:00:00.000","Drilling/Excavation 20' deep foundations for mast arm installation","MINOR","N Foster Dr","BOTH","Sherwood St","Prescott Rd","Daily","N Foster Dr","Full","N Foster Dr",,,"DPW","Baton Rouge","Diamond Electrical Company"
"19522","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-12T07:30:00.000","2022-08-19T17:00:00.000","Sewer repairs-Supplemental 15-002 thru 15-006","MINOR","Monarch Ave","BOTH","Kissel St","Winchester Ave","Daily","Monarch Ave","Full","Monarch Ave","Beechwood Dr to Crown Ave to Winchester Ave",,"DPW","Baton Rouge","Grady Crawford"
"19218","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-12T07:30:00.000","2022-08-19T17:00:00.000","Sewer repairs-supplemental 15-002 thru 15-006","MINOR","Monarch Ave","BOTH","Kissel St","Winchester Ave","Daily","Monarch Ave","Full","Monarch Ave","Beechwood Dr to Crown Ave to Winchester Ave",,"DPW","Baton Rouge","Grady Crawford"
"19206","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-11T23:30:00.000","2022-08-12T06:00:00.000","Concrete placement via pump truck working on 6 story cast-in-place garage","MINOR","W Parker Blvd","SOUTH","Gourrier Ave","Janet Ave","Daily","W Parker Blvd","Partial","W Parker Blvd","Gourrier Ave to Janet Ave back to W Parker Blvd",,"DPW","Baton Rouge","MW Builders"
"19220","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-11T09:00:00.000","2022-08-12T17:00:00.000","Sewer and drainage repair 15-008","MINOR","Ave K","BOTH","Elmer Ave","Woodcock St","Daily","Ave K","Full","Ave K","Woodcock St to Ave J to Elmer Ave",,"DPW","Baton Rouge","Grady Crawford"
"19525","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-11T09:00:00.000","2022-08-12T17:00:00.000","Sewer and Drainage repair 15-008","MINOR","Ave K","BOTH","Elmer Ave","Woodcock St","Daily","Ave K","Full","Ave K","Woodcock St to Ave J to Elmer Ave",,"DPW","Baton Rouge","Grady Crawford"
"19205","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-10T23:30:00.000","2022-08-11T06:00:00.000","Concrete placement via pump truck working on 6 story cast-in-place garage","MINOR","W Parker Blvd","SOUTH","Gourrier Ave","Janet Ave","Daily","W Parker Blvd","Partial","W Parker Blvd","Gourrier Ave to Janet Ave back to W Parker Blvd",,"DPW","Baton Rouge","MW Builders"
"19204","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-09T08:00:00.000","2022-08-12T17:00:00.000","Cleaning out ditches","MINOR","Perkins Rd","EAST","Old Perkins Rd","La Crete Ln","Daily","Perkins Rd","Partial","Perkins Rd",,,"DPW","Baton Rouge","Grady Crawford"
"19207","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-09T07:30:00.000","2022-08-12T17:00:00.000","Drainage repair 1-021","MINOR","Boone Ave","BOTH","Menlo Dr","Dentation Dr","Daily","Boone Ave","Full","Boone Ave","Nelson Dr to Chandler Dr",,"DPW","Baton Rouge","Grady Crawford"
"18889","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-08T09:00:00.000","2022-08-11T16:00:00.000","Drilling/Excavation 20' deep foundations for mast arm installations","MINOR","N Foster Dr","BOTH","Sycamore St","Denham St","Daily","N Foster Dr","Full","N Foster Dr",,,"DPW","Baton Rouge","Diamond Electrical Company"
"18888","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-08T08:00:00.000","2022-11-14T16:00:00.000","Road widening and drainage installation-Lane Closure will be a flagged operation","MINOR","S Choctaw Dr","BOTH","Central Thruway","Flannery Rd","Daily","S Choctaw Dr","Partial","S Choctaw Dr",,,"DPW","Baton Rouge","RJ Daigle and Sons"
"19203","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-08T07:30:00.000","2022-08-09T17:00:00.000","Supplemental sewer repair 14-037","MINOR","S Flannery Rd","BOTH","Florida Blvd","Darwin Blvd","Daily","S Flannery Rd","Full","S Flannery Rd","Goodwood to Sherwood Forest to Florida Blvd",,"DPW","Baton Rouge","Grady Crawford"
"19208","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-08T07:00:00.000","2023-08-08T07:00:00.000","Closing lanes but still allowing at least for 2 lanes of traffic to patch concrete panels","MINOR","Tom Dr","BOTH","Airline Hwy","Airway Dr","Daily","Tom Dr","Partial","Tom Dr",,,"DPW","Baton Rouge","RJ Daigle and Sons"
"19202","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-08T07:00:00.000","2022-08-12T19:00:00.000","Preform annual sewer point repairs and pavement restoration","MINOR","Shada Ave","BOTH","Scenic Hwy","Barksdale St","Daily","Shada Ave","Full","Shada Ave","E Mason Ave and Casper St",,"DPW","Baton Rouge","Allen & Leblanc"
"18884","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-05T23:30:00.000","2022-08-06T06:00:00.000","Concrete placement via pump truck, working on 6 story cast-in-place garage","MINOR","W Parker Blvd","SOUTH","Gourrier Ave","Janet Ave","Daily","W Parker Blvd","Partial","W Parker Blvd","Gourrier Ave to Janet Ave back to W Parker Blvd",,"DPW","Baton Rouge","MW Builders"
"19215","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-05T07:00:00.000","2022-08-05T19:00:00.000","Emergency Point Repair/Concrete Restoration","MINOR","Letitia St","BOTH","Belmont Ave","Broussard St","Daily","Letitia St","Full","Letitia St","St Rose Ave/S Eugene St",,"DPW","Baton Rouge","WWC DPW"
"18886","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-04T23:30:00.000","2022-08-05T06:00:00.000","Concrete placement via pump truck, working on 6 story cast in place garage","MINOR","W Parker Blvd","SOUTH","Gourrier Ave","Janet Ave","Daily","W Parker Blvd","Partial","W Parker Blvd","Gourrier Ave to Janet AVe back to W Parker Blvd",,"DPW","Baton Rouge","MW Builders"
"19201","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-04T08:30:00.000","2022-08-05T14:30:00.000","Pressure washing South Face of West Parking Garage","MINOR","Government St","WEST","St Louis St","St Philip St","Daily","Government St","Partial","Government St","Shift lanes over to ensure both directions of traffic are open",,"DPW","Baton Rouge","Building Maintenance"
"19216","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-04T07:30:00.000","2022-08-05T17:00:00.000","Sewer repair 13-022 supplemental restoration","MINOR","Weldwood Dr","BOTH","Millerville Rd","Chimneywood Ave","Daily","Weldwood Dr","Full","Weldwood Dr","Chimneywood Ave to Palmwood Dr to Lynbrook Ave to Stonewood Dr to S Harrells Ferry Rd to Millerville Rd",,"DPW","Baton Rouge","Grady Crawford"
"18881","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-04T07:30:00.000","2022-08-05T17:00:00.000","Sewer Repair 13-022 Supplemental-Restoration","MINOR","Weldwood Dr","BOTH","Millerville Rd","Chimneywood Ave","Daily","Weldwood Dr","Full","Weldwood Dr","Chimneywood Ave to Palmwood Dr to Lynbrook Ave to Stonewood Dr to S Harrells Ferry Rd to Millerville Rd",,"DPW","Baton Rouge","Grady Crawford"
"19217","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-03T07:30:00.000","2022-08-05T17:00:00.000","Sewer repair supplementla 14-024-restoration","MINOR","Churchill Ave","BOTH","Ramsey Dr","Richland Ave","Daily","Churchill Ave","Full","Churchill Ave","Ramsey Dr to Richland Ave",,"DPW","Baton Rouge","Grady Crawford"
"18883","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-03T07:30:00.000","2022-08-05T17:00:00.000","Sewer repair supplemental 14-024 restoration","MINOR","Churchill Ave","BOTH","Richland Ave","Ramsey Dr","Daily","Churchill Ave","Full","Churchill Ave","Ramsey Dr to Richland Ave",,"DPW","Baton Rouge","Grady Crawford"
"18891","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-02T09:00:00.000","2022-08-09T15:00:00.000","Cleaning out ditches","MINOR","Perkins Rd","EAST","La Crete Ln","Old Perkins Rd","Daily","Perkins Rd","Partial","Perkins Rd",,,"DPW","Baton Rouge","Grady Crawford"
"18890","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-02T07:30:00.000","2022-08-09T17:00:00.000","Cleaning out ditches","MINOR","River Rd","NORTH","Warehouse Ln","Aster St","Daily","River Rd","Partial","River Rd",,,"DPW","Baton Rouge","Grady Crawford"
"18563","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-01T10:00:00.000","2022-08-01T11:00:00.000",,"MINOR","Corporate Blvd","BOTH","Bocage Lake Dr","Commerce Cir","Daily","Corporate Blvd","Full","Corporate Blvd",,,"DPW","Baton Rouge","Entergy"
"18562","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-08-01T08:30:00.000","2022-08-19T16:00:00.000","Pruning trees for city of Baton Rouge overhanging roadway","MINOR","North Blvd","NORTH","4th St","9th St","Daily","North Blvd","Partial","North Blvd","Working hours shall only be 8:30 to 11:30 am and 1pm to 4pm only",,"DPW","Baton Rouge","Bayou Tree Service"
"18882","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-01T07:30:00.000","2022-08-03T17:00:00.000","Supplemental Sewer repair 14-037","MINOR","S Flannery Rd","BOTH","Darwin Blvd","Florida Blvd","Daily","S Flannery Rd","Full","S Flannery Rd","Goodwood to Sherwood Forest to Florida Blvd",,"DPW","Baton Rouge","Grady Crawford"
"18561","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-01T07:00:00.000","2022-08-12T17:00:00.000","Roadway concrete panel replacement, curb replacement, joint sealing","MINOR","Florline Blvd","BOTH","Airline Hwy","Cortana Pl","Daily","Florline Blvd","Full","Florline Blvd","Florida Blvd east bound and loop back around to cortana place",,"DPW","Baton Rouge","RJ Daigle and Sons"
"19219","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-01T07:00:00.000","2022-08-24T17:00:00.000","Roadway concrete panel replacement, curb replacemnt, joint sealing","MINOR","Florline Blvd","BOTH","Airline Hwy","Cortana Place Blvd","Daily","Florline Blvd","Full","Florline Blvd",,,"DPW","Baton Rouge","RJ Daigle and Sons"
"19524","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-01T07:00:00.000","2022-08-24T17:00:00.000","Roadway concrete panel replacement, curb replacement, joint sealing","MINOR","Florline Blvd","BOTH","Cortana Pl","Airline Hwy","Daily","Florline Blvd","Full","Florline Blvd","Florida blvd east bound and loop back around to cortana pl and Harry dr",,"DPW","Baton Rouge","RJ Daigle and Sons"
"18885","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-08-01T07:00:00.000","2022-08-05T19:00:00.000","Preform annual sewer point repairs and pavement restoration","MINOR","Shada Ave","BOTH","Scenic Hwy","Barksdale St","Daily","Shada Ave","Full","Shada Ave","E Mason Ave and Casper St",,"DPW","Baton Rouge","Allen & Leblanc"
"15694","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-07-29T18:30:00.000","2022-07-31T22:00:00.000","Setup of 800 Ton Crane for erection of structural steel & pool for 451 Florida rooftop work","MINOR","N 4th St","BOTH","Laurel St","Main St","Daily","N 4th St","Full","N 4th St","E.P Breaux",,"DPW","Baton Rouge","The Lemoine Company LLC"
"18567","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-07-29T07:00:00.000","2022-08-01T07:00:00.000","Repairing street panel","MINOR","Coursey Blvd","BOTH","Hickory Ridge Blvd","Millwood Dr","Daily","Coursey Blvd","Full","Coursey Blvd","Use opposite lane",,"DPW","Baton Rouge","Mtn-Street,East"
"18568","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-07-28T07:00:00.000","2022-07-29T19:00:00.000","Preform annual sewer point repairs and pavement restoration","MINOR","Shada Ave","BOTH","Scenic Hwy","Barksdale St","Daily","Shada Ave","Full","Shada Ave","E Mason Ave and Casper St",,"DPW","Baton Rouge","Allen & Leblanc"
"18569","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-07-27T09:00:00.000","2022-07-27T18:00:00.000","Emergency Point Repair/Restoration","MINOR","Oxford Ave","BOTH","Amherst Ave","Cornell Ave","Daily","Oxford Ave","Full","Oxford Ave","Emory Ave to Cornell Ave",,"DPW","Baton Rouge","WWC DPW"
"18250","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-07-27T08:30:00.000","2022-07-27T15:30:00.000","Powerline Maintenance in Entergy ROW","MINOR","Millerville Rd","NORTH","Avalon Ave","Breton Blvd","Daily","Millerville Rd","Partial","Millerville Rd",,,"DPW","Baton Rouge","Utility Lines Construction Services"
"18565","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-07-27T06:00:00.000","2022-07-27T18:00:00.000",,"MINOR","3rd St","BOTH","Main St","Laurel St","Daily","3rd St","Full","3rd St",,,"DPW","Baton Rouge","Entergy"
"18564","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-07-26T08:00:00.000","2022-07-27T18:00:00.000","Emergency Point Repair/Restoration","MINOR","Perkins Rd","BOTH","Christian St","Hollydale Ave","Daily","Perkins Rd","Full","Perkins Rd",,,"DPW","Baton Rouge","WWC DPW"
"18252","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-07-25T08:00:00.000","2022-07-29T17:00:00.000","Manholes installation","MINOR","Elm Grove Garden Dr","BOTH","McBan Cir","N Elm Grove Pl","Daily","Elm Grove Garden Dr","Full","Elm Grove Garden Dr","Plank Rd to Bradley Rd which intersects with Elm Grove Garden Dr",,"DPW","Baton Rouge","Ted Hebert LLC"
"18245","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-07-25T07:30:00.000","2022-08-09T17:00:00.000","Sewer Repair 12-054 Supplemental","MINOR","S Flannery Rd","BOTH","Florida Blvd","Darwin Blvd","Daily","S Flannery Rd","Full","S Flannery Rd","Goodwood to Sherwood to Florida",,"DPW","Baton Rouge","Grady Crawford"
"18887","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-07-25T07:30:00.000","2022-08-05T17:00:00.000","Supplemental sewer repair 14-037","MINOR","S Flannery Rd","BOTH","Darwin Blvd","Florida Blvd","Daily","S Flannery Rd","Full","S Flannery Rd","Goodwood to Sherwood Forest to Florida Blvd",,"DPW","Baton Rouge","Grady Crawford"
"17606","OTHER","ROAD_CLOSED_HAZARD","2022-07-23T07:00:00.000","2022-07-23T09:30:00.000","Triathlon","HEAVY","River Road","BOTH","Pointe-Marie","6 miles east","No","rocketkidz.com","Full","Pointe- Marie to River Road, 6 miles, u-turn back to Pointe-Marie","Nicholson Dr","false","EBRSO","Baton Rouge","Rocketkidz Foundation"
"18244","BRIDGE",,"2022-07-22T07:00:00.000","2022-05-23T00:00:00.000","Bridge Closure","MINOR","Sarasota","BOTH","Biscayne","Flamingo","Daily",,"Bridge",,"GWS to Monticello to Catalina","true","DPW","Baton Rouge","City of Baton Rouge Engineering - Bridges"
"18251","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-07-21T07:00:00.000","2022-07-22T18:00:00.000","Motor City Apartments","MINOR","Scenic Hwy","SOUTH","Gayosa St","North St","Daily","Scenic Hwy","Partial","Scenic Hwy",,,"DPW","Baton Rouge","Milton J Womack"
"18249","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-07-21T00:00:00.000","2022-08-02T14:00:00.000","Road Buckle","MINOR","Tom Dr","EAST","Commercial Ave","Airline Hwy","Daily","Tom Dr","Partial","Tom Dr",,,"DPW","Baton Rouge","Dept Mtn-Street"
"17293","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2022-07-20T06:00:00.000","2022-08-31T22:00:00.000","Removing furniture & move out trash","MINOR","W Chimes St","BOTH","Alaska St","Iowa St","Daily","Chimes St","Full","Chimes St",,,"DPW","Baton Rouge","Property Management-ION BR"
"18248","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2022-07-20T05:00:00.000","2022-07-20T18:30:00.000","Motor City Apartments","MINOR","North St","WEST","N 20th St","Scenic Hwy","Daily","North St","Partial","North St",,,"DPW","Baton Rouge","Milton J Womack"
