"objectid","type","subtype","start_date","end_date","description","severity","street","direction","from_cross_street","end_cross_street","recurring","major_event","full_closure","route","alt_route","sidewalk","agency","city","contact"
"7367","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-27T07:00:00.000","2021-12-31T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","Kentucky St","BOTH","E Harrison St","E Polk St","Daily","Kentucky St","Full","Kentucky St","Georgia St or Virginia St",,"DPW","Baton Rouge","Allen and Leblanc"
"7370","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2021-12-27T07:00:00.000","2021-12-27T18:00:00.000","Emergency Point Repair/ Restoration","MINOR","Government St","WEST","Richland Ave","East Dr","Daily","Government St","Partial","Government St",,,"DPW","Baton Rouge","WWC DPW"
"7376","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-23T07:00:00.000","2021-12-23T17:00:00.000","Emergency Point Repair","MINOR","Tupello Street","BOTH","Pickett","Stuart","Daily",,"Full","Tupello Street","Tupello Street","false","DPW","Baton Rouge","DES - WWC - Grady Crawford"
"7055","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-21T07:00:00.000","2021-12-21T18:00:00.000","Emergency Point Repair","MINOR","Merlot Ave.","BOTH","Cabernet Dr.","Merlot Ave.",,,"Full",,,"false","DPW","Baton Rouge","WWC DPW"
"7365","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-21T06:00:00.000","2022-01-07T06:00:00.000","Utility","MINOR","Convention St","BOTH","4th St","5th St","Daily","Convention St","Full","Convention St",,,"DPW","Baton Rouge","Entergy"
"6735","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-20T07:00:00.000","2021-12-20T19:00:00.000","Rehab Railroad Crossing","MINOR","Terrace Ave","BOTH","14th St","15th St","Daily","Terrace Ave","Full","Terrace Ave","Myrtle Walk",,"DPW","Baton Rouge","Cwtw Contractors"
"7046","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-20T07:00:00.000","2021-12-24T19:00:00.000","Perform annual sewer repair- Digging sewer repair and pavement restoration","MINOR","S. 19th St","BOTH","Spanish St","Government St","Daily","S. 19th St","Full","S 19th St",,,"DPW","Baton Rouge","Allen & Leblanc"
"6743","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-20T07:00:00.000","2021-12-20T19:00:00.000","Rehab Railroad Crossing","MINOR","Orange St","BOTH","S 13th St","Dead End","Daily","Orange St","Full","Orange St",,,"DPW","Baton Rouge","Cwtw Contractors"
"7054","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-20T07:00:00.000","2021-12-20T18:00:00.000","Emergency Point Repair","MINOR","Government St.","WEST","East Dr.","Richland Ave.",,,"Partial",,,"false","DPW","Baton Rouge","WWC DPW"
"6742","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-19T07:00:00.000","2021-12-19T19:00:00.000","Rehab Railroad Crossing","MINOR","Apple St","BOTH","S 17th St","Fannie St","Daily","Apple St","Full","Apple St","Louise St",,"DPW","Baton Rouge","Cwtw Contractors"
"6741","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-19T07:00:00.000","2021-12-19T19:00:00.000","Rehab Railroad Crossing","MINOR","Julia St","BOTH","S 14th St","S 15th St","Daily","Julia St","Full","Julia St","Terrace Ave",,"DPW","Baton Rouge","Cwtw Contractors"
"6744","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-19T07:00:00.000","2021-12-19T19:00:00.000","Rehab Railroad Crossing","MINOR","Smith St","BOTH","Terrace St","S 15th St","Daily","Smith St","Full","Smith St","Terrace Ave",,"DPW","Baton Rouge","Cwtw Contractors"
"6725","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2021-12-18T08:30:00.000","2021-12-18T15:00:00.000","Installing detectors in center of middle lane (30 min of work)","MINOR","Corporate Blvd","WEST","College Dr","Trust Dr","Daily","Corporate Blvd","Full","Corporate Blvd",,,"DPW","Baton Rouge","Ernest P. Breaux Electrical LLC"
"6723","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-18T08:30:00.000","2021-12-18T15:00:00.000","Installing detectors in center of straight thru lanes (30 min of work per lane, 2 lanes)","MINOR","Lobdell Blvd","SOUTH","Kornmeyer Plaza Dr","Florida Blvd","Daily","Lobdell Blvd","Full","Lobdell Blvd","N/A",,"DPW","Baton Rouge","Ernest P. Breaux Electrical LLC"
"6755","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2021-12-18T08:30:00.000","2021-12-18T15:00:00.000","Installing detectors in center of middle lane","MINOR","Corporate Blvd","WEST","College Dr","Trust Dr","Daily","Corporate Blvd","Partial","Corporate Blvd",,,"DPW","Baton Rouge","Ernest P. Breaux Electrical LLC"
"6740","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-18T07:00:00.000","2021-12-18T19:00:00.000","Rehab Railroad Crossing","MINOR","Myrtle Walk St","BOTH","S 14th St","S 15th St","Daily","Myrtle Walk St","Full","Myrtle Walk St","Terrace Ave",,"DPW","Baton Rouge","Cwtw Contractors"
"6734","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-18T07:00:00.000","2021-12-18T19:00:00.000","Rehab Railroad Crossing","MINOR","South St","BOTH","14th St","15th St","Daily","South St","Full","South St","Government st",,"DPW","Baton Rouge","Cwtw contractors"
"7364","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-17T10:30:00.000","2021-12-17T18:00:00.000","Emergency Point Repair/Restoration","MINOR","Stephanie Ave","BOTH","Cul De Sac","Cul De Sac","Daily","Stephanie Ave","Full","Stephanie Ave",,,"DPW","Baton Rouge","WWC DPW"
"7363","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-17T07:00:00.000","2021-12-22T13:30:00.000","Removing roadway and prepping for pavement","MINOR","Toledo Bend","BOTH","Lassen Dr","N Sherwood Forest Dr","Daily","Toledo Bend","Full","Toledo Bend","N Sherwood Forest Dr",,"DPW","Baton Rouge","Command Construction Industries"
"6738","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-17T07:00:00.000","2021-12-17T19:00:00.000","Rehab Railroad Crossing","MINOR","Laurel St","BOTH","N 14th St","N 15th St","Daily","Laurel St","Full","Laurel St","Florida St",,"DPW","Baton Rouge","Cwtw Contractors"
"6739","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-17T07:00:00.000","2021-12-17T19:00:00.000","Rehab Railroad Crossing","MINOR","Wisteria St","BOTH","S 14th St","Marcellious Ln","Daily","Wisteria St","Full","Wisteria St","Government St or South St",,"DPW","Baton Rouge","Cwtw Contractors"
"7047","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-16T07:00:00.000","2021-12-24T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","N 32nd St","BOTH","Lula Ave","Bogan Walk St","Daily","N 32nd St","Full","N 32nd St","N. Acadian Thruway or N 31st St",,"DPW","Baton Rouge","Allen & Leblanc"
"7045","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-16T07:00:00.000","2021-12-16T15:00:00.000","Department f Maintenance to put up the New Year's Eve Ball","MINOR","North Blvd","WEST","3rd St","North Blvd","Daily","North Blvd","Full","North Blvd",,,"DPW","Baton Rouge","Landscape Maintenance"
"6753","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-16T07:00:00.000","2021-12-16T19:00:00.000","Rehab Railroad Crossing","MINOR","Main St","BOTH","N 15th St","N 17th St","Daily","Main St","Full","Main St","Florida St",,"DPW","Baton Rouge","Cwtw Contractors"
"7044","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-16T07:00:00.000","2021-12-16T15:00:00.000","Department of Maintenance to put up the New Years Eve Ball","MINOR","3rd St","WEST","Convention St","North Blvd","Daily","3rd St","Full","3rd St",,,"DPW","Baton Rouge","Landscape Maintenance"
"7050","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-16T07:00:00.000","2021-12-24T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","Kentucky St","BOTH","E Polk St","E. Harrison St","Daily","Kentucky St","Full","Kentucky St","Georgia St or Virginia St",,"DPW","Baton Rouge","Allen & Leblanc"
"6737","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-16T07:00:00.000","2021-12-16T19:00:00.000","Rehab Railroad Crossing","MINOR","Convention St","BOTH","N 15th St","N 16th St","Daily","Convention St","Full","Convention St",,,"DPW","Baton Rouge","Cwtw Contractors"
"6736","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-16T07:00:00.000","2021-12-16T19:00:00.000","Rehab Railroad Crossing","MINOR","Choctaw Dr","BOTH","Lockwood Ave","Phlox Ave","Daily","Choctaw Dr","Full","Choctaw Dr","Chippewa St",,"DPW","Baton Rouge","Cwtw Contractors"
"6093","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-16T07:00:00.000","2021-12-17T17:00:00.000","Replacing RR tracks/ Road surface @ location","MINOR","Oak Villa Blvd","BOTH","Syble Dr","Choctaw Dr","Daily","Oak Villa Blvd","Full","Oak Villa Blvd @ RR crossing",,"false","DPW","Baton Rouge","CN Railroad"
"7052","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2021-12-15T09:00:00.000","2021-12-15T14:00:00.000","Street restoration -supplemental repair 8-035","MINOR","E. Buchanan St","EAST","Missouri St","Virginia St","Daily","E. Buchanan St","Partial","E. Buchanan St",,,"DPW","Baton Rouge","Grady Crawford"
"13454","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2021-12-15T07:00:00.000","2022-02-15T17:00:00.000","Closure of parking lane intermittenly while performing demo work on South Elevation of Bldg","MINOR","Florida St","NORTH","4th St","5th St","Daily","Florida St","Partial","Florida St",,,"DPW","Baton Rouge","The Lemoine Company"
"6754","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2021-12-15T07:00:00.000","2022-02-15T17:00:00.000","Closure of parking lane intermittenly while performing demo work on south elevation of BLD","MINOR","Florida St","WEST","N 4th St","N 5th St","Daily","Florida St","Partial","Florida St","Closing of parking lane only",,"DPW","Baton Rouge","The Lemoine Company"
"7051","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2021-12-14T07:00:00.000","2021-12-14T18:00:00.000","Emergency Point Repair/ Restoration","MINOR","S. Eugene St","NORTH","Government St","Oleander St","Daily","S Eugene St","Partial","S Eugene St",,,"DPW","Baton Rouge","WWC DPW"
"7053","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2021-12-14T07:00:00.000","2021-12-16T18:00:00.000","Emergency Point Repair/ Restoration","MINOR","N. Ardenwood Dr","BOTH","Blueberry St","Greenwell Springs Rd","Daily","N. Ardenwood Dr","Partial","N. Ardenwood Dr","Williamson St-Blueberry Dt-N. Ardenwood Dr.",,"DPW","Baton Rouge","WWC DPW"
"6721","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-14T07:00:00.000","2021-12-17T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","Country Ridge Ave","BOTH","Brogdon Ln","Stumberg Dr","Daily","Country Ridge Ave","Full","Country Ridge Ave","Brogdon Ln or Stumberg Ln",,"DPW","Baton Rouge","Allen & Leblanc"
"6091","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-14T07:00:00.000","2021-12-15T17:00:00.000","Replacing RR Tracks/ Rd Surface @ location","MINOR","Greenwell Springs Rd","BOTH","Lobdell Blvd","Smiley Ave","Daily","Greenwell Springs Rd","Full","Greenwell Springs Rd",,"false","DPW","Baton Rouge","CN Railroad"
"7043","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-13T13:30:00.000","2021-12-13T18:00:00.000","Emergency Point Repair/ Restoration","MINOR","Mason Ave","BOTH","Bacon St","Scenic Hwy","Daily","Mason Ave","Full","Mason Ave","Bacon St.-Rhoderick St.",,"DPW","Baton Rouge","WWC DPW"
"6759","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-13T12:00:00.000","2021-12-14T18:00:00.000","Emergency Point Repair / Restoration","MINOR","Avenue B","BOTH","Elmer Ave","Woodcock St","Daily","10181 Avenue B","Full","10181 Avenue B","Avenue C- Merganzer Ave","false","DPW","Baton Rouge","WWC DPW"
"7042","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-13T07:30:00.000","2021-12-14T17:00:00.000","Restoration of street supplemental 8-008","MINOR","Mayflower St","BOTH","St Joseph","Napoleon St","Daily","Mayflower St","Full","Mayflower St","Napoleon St or St Joseph to Europe St",,"DPW","Baton Rouge","Grady Crawford"
"7041","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2021-12-13T07:00:00.000","2021-12-15T19:00:00.000","Emergency Point Repair -Potholing for future wye installation","MINOR","N 9th St","SOUTH","Main St","Laurel St","Daily","N 9th St","Partial","N 9th St",,,"DPW","Baton Rouge","Grady Crawford"
"6732","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-13T07:00:00.000","2021-12-19T17:00:00.000","Removing existing roadway & prepping for new pavement","MINOR","Toledo Bend Ave","BOTH","Redlands Dr","N Sherwood Forest","Daily","Toledo Bend Ave","Full","Toledo Bend Ave","Big Bend Ave N Sherwood Forest Dr",,"DPW","Baton Rouge","Command Construction Industries"
"6758","CONSTRUCTION",,"2021-12-13T07:00:00.000","2021-12-13T19:00:00.000","Emergency Point Repair","MINOR","N. Manchester Dr.","BOTH","Harrell's Ferry Rd.","Manchester Ave.",,,"Full",,,"false","DPW","Baton Rouge","Grady Crawford Construction"
"6426","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-13T07:00:00.000","2021-12-17T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","Janet Ave","BOTH","W Parker Blvd","E Boyd Ave","Daily","Janet Ave","Full","Janet Ave","Dodson Ave",,"DPW","Baton Rouge","Allen & Leblanc"
"6757","OTHER","ROAD_CLOSED_HAZARD","2021-12-12T14:15:00.000","2021-12-12T16:30:00.000","Jones Creek Christmas Parade","HEAVY","Jones Creek Road","BOTH","Millerville Road","Tiger Bend Road","Yes","Yes","Full","Jones Creek at Tiger Bend to Jones Creek at Millerville","Sherwood Forest, Coursey Blvd","false","EBRSO","Baton Rouge","NA"
"5766","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2021-12-10T09:00:00.000","2021-12-10T14:00:00.000","Installing detectors in center of straight thru lanes (30 min of work per lane, 2 lanes)","MINOR","Lobdell Ave","SOUTH","Florida Blvd","Airport Ave","Daily","Lobdell @ Florida Blvd","Full","Lobdell @ Florida Blvd",,"false","DPW","Baton Rouge","Ernest P. Breaux Electrical LLC"
"6726","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-10T08:00:00.000","2021-12-13T15:00:00.000","Demoing/Repairing concrete panels","MINOR","Exchequer Dr","BOTH","Rieger Rd","Mercantile Dr","Daily","Exchequer Dr","Full","Exchequer Dr",,,"DPW","Baton Rouge","Mtn-Street,East"
"5763","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-10T07:00:00.000","2021-12-13T18:00:00.000","Emergency Point Repair / Restoration","MINOR","Avenue B","BOTH","Elmer Ave","Woodcock St","Daily","10181 Avenue B","Full","10181 Avenue B","Avenue C- Merganzer Ave","false","DPW","Baton Rouge","WWC DPW"
"6092","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-09T07:00:00.000","2021-12-10T17:00:00.000","Replacing RR tracks/ rd surface @ location","MINOR","Lobdell Blvd","BOTH","Choctaw Dr","S. Choctaw Dr","Daily","Lobdell Blvd","Full","Lobdell Blvd",,"false","DPW","Baton Rouge","CN Railroad"
"6727","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-09T07:00:00.000","2021-12-10T18:00:00.000","Emergency Point Repair/Restoration","MINOR","N. Ardenwood Dr","BOTH","Blueberry St","Greenwell Springs Rd","Daily","N Ardenwood Dr","Full","N Ardenwood Dr","Williamson St.-Blueberry St.-N. Ardenwood Dr",,"DPW","Baton Rouge","WWC DPW"
"5764","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-09T07:00:00.000","2021-12-10T18:00:00.000","Emergency Point Repair / Restoration","MINOR","Bernardo St","BOTH","North St","Main St","Daily","578 Bernardo St","Full","578 Bernardo St","Lofaso St","false","DPW","Baton Rouge","WWC DPW"
"6733","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-08T07:00:00.000","2021-12-08T18:00:00.000","Emergency Point Repair/ Restoration","MINOR","St Rose Ave","BOTH","Belmont Ave","Hundred Oaks Ave","Daily","St Rose Ave","Full","St Rose Ave","Letitia St",,"DPW","Baton Rouge","WWC DPW"
"6730","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-08T07:00:00.000","2021-12-14T19:00:00.000","Perform anual sewer repair-Digging sewer repair and pavement restoration","MINOR","St. Rose Ave","BOTH","Terrance Ave","Broussard St","Daily","St Rose Ave","Full","St Rose Ave","S. Eugene St and Drehr Ave",,"DPW","Baton Rouge","Allen & Leblanc"
"6728","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-08T07:00:00.000","2021-12-09T18:00:00.000","Emergency Point Repair/ Restoration","MINOR","Bernardo St","BOTH","North St","Main St","Daily","Bernardo St","Full","Bernardo St","Lofaso St",,"DPW","Baton Rouge","WWC DPW"
"6731","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-07T15:00:00.000","2021-12-08T18:00:00.000","Emergency Point Repair/ Restoration","MINOR","Wilmot St","BOTH","Addison St","N Foster Dr","Daily","Wilmot St","Full","Wilmot St","Frey St",,"DPW","Baton Rouge","WWC DPW"
"6729","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-07T07:00:00.000","2021-12-10T19:00:00.000","Perform annual sewer repair-Digging sewer repair and pavement restoration","MINOR","St. Rose Ave","BOTH","Terrance Ave","Kleinert Ave","Daily","St. Rose Ave","Full","St. Rose Ave","Drehr Ave and S. Eugene St",,"DPW","Baton Rouge","Allen & Leblanc"
"6094","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-07T07:00:00.000","2021-12-08T17:00:00.000","Replacing RR tracks/ Road surface @ location","MINOR","Sherwood Forest Dr","BOTH","Richcroft Ave","Darryl Dr","Daily","Sherwood Forest Dr","Full","Sherwood Forest Dr @ RR",,"false","DPW","Baton Rouge","CN Railroad"
"5765","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-07T07:00:00.000","2021-12-08T18:00:00.000","Emergency Point Repair / Restoration","MINOR","Dickens Drive","BOTH","Hanks Dr","Dickens Dr","Daily","4959 Dickens Dr","Full","4959 Dickens Dr","Lanier Dr to Prescott Rd to Dickens Dr","false","DPW","Baton Rouge","WWC DPW"
"7361","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-06T08:00:00.000","2022-01-03T17:00:00.000","Powerline Infrastructure Upgrade","MAJOR","Highland Rd.","BOTH","Pecue Ln.","Bluebonnet Blvd.","Daily",,"Partial","Highland Rd.",,"false","DPW","Baton Rouge","Linetech"
"7056","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-06T08:00:00.000","2022-01-03T17:00:00.000","Powerline Infrastructure Upgrade Highland Rd.","MINOR","Highland Rd.","BOTH","Pecue Ln.","Bluebonnet Blvd.","Daily",,"Partial",,,"false","DPW","Baton Rouge","Linetech"
"5121","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-06T08:00:00.000","2021-12-10T17:00:00.000","Maintenance work on existing pipeline","MINOR","Merganzer Ave","BOTH","Avenue A","Woodpecker St","Daily",,"Full","Merganzer Ave","Avenue A to Woodpecker St to Merganzer Ave","false","DPW","Baton Rouge","Kinder Morgan"
"5768","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2021-12-06T07:30:00.000","2021-12-10T17:00:00.000","Sewer Repair- Supplemental Repair 15-031","MINOR","Government St","WEST","Marion Dr","S Ardenwood Dr","Daily","Government Street","Partial","Government St","Government St/ Hebert St/ Bienville St","false","DPW","Baton Rouge","Grady Crawford"
"5770","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-06T07:00:00.000","2021-12-09T17:00:00.000","Storm Drain Road Crossing- New Install","MINOR","Pointe Marie Drive","BOTH","Honeybee Lane","Honeybee Lane (loop)","Daily","2843 Pointe Marie Dr","Full","2843 Pointe Marie Dr","Pointe Marie Drive to Honeybee Lane to Pointe Marie Dr","false","DPW","Baton Rouge","Highmark Construction, LLC"
"5767","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-06T07:00:00.000","2021-12-06T18:00:00.000","Emergency Point Repair / Restoration","MINOR","W Garfield St","BOTH","Nicholson Dr","Iowa St","Daily","852 W Garfield St","Full","852 W Garfield St","W Grant St / W Roosevelt St","false","DPW","Baton Rouge","WWC DPW"
"6086","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-06T07:00:00.000","2021-12-12T17:00:00.000","Removing existing roadway and prepping for pavement","MINOR","Toledo Bend Ave","BOTH","N Sherwood Forest Dr","Redlands Dr","Daily","Toledo Bend Ave","Full","Toledo Bend Ave",,"false","DPW","Baton Rouge","Command Construction Industries"
"6087","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-06T07:00:00.000","2021-12-06T17:00:00.000","Replacing crossdrain drainage pipe that crosses under Cora Dr","MINOR","Cora Dr","BOTH","Woodbine Dr","Riveroaks Dr","Daily","Cora Dr","Full","437 Cora Dr",,"false","DPW","Baton Rouge","Department of Maintenance- Drainage"
"5771","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-06T07:00:00.000","2021-12-10T19:00:00.000","Perform Pavement Restoration","MINOR","Live Oak Blvd","BOTH","Convention St","North Blvd","Daily","Live Oak Blvd","Full","Live Oak Blvd","Jasmine Blvd or N Leo St","false","DPW","Baton Rouge","Allen & Leblanc"
"840","Other","ROAD_CLOSED_HAZARD","2021-12-04T12:00:00.000","2021-12-04T14:30:00.000","Trailride","MINOR","W Port Hudson-Plains Rd","ALL","281 W Plains Port Hudson","Paper Mill","No",,"Partial","West Port Hudson-Plains Rd to East Port Hudson-Plains Road and back","N/A","false","DPW","Zachary","Smith's Ponderosa"
"5762","OTHER","ROAD_CLOSED_HAZARD","2021-12-04T11:00:00.000","2021-12-04T14:00:00.000","Broadmoor Christmas Parade","MAJOR","Goodwood Boulevard","BOTH","Woodhaven St","Cora Dr","Yes","Yes","Other","Woodhaven to Goodwood to Woodhaven to S River Oaks to Cora Dr to Goodwood to Woodhaven","None needed","false","All","Baton Rouge","NA"
"6412","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-04T07:00:00.000","2021-12-04T16:00:00.000","Road Repairs; Asphalt","MINOR","Plank Rd","BOTH","N 22nd St","Scenic Hwy","Daily","Plank Rd","Full","Plank Rd",,,"DPW","Baton Rouge","DPW Street Maint."
"5776","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-04T07:00:00.000","2021-12-04T16:00:00.000","Road repairs, asphalt","MINOR","Plank Rd","BOTH","Plank Road","Scenic Hwy","Daily","Plank Rd","Full","Plank at 22nd to Scenic Hwy",,"false","DPW","Baton Rouge","DPW Street Maintenance"
"6081","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-03T08:00:00.000","2021-12-04T17:00:00.000","Demo/ repairing concrete panels","MINOR","Exchequer Dr","BOTH","Reiger Rd","Mercantile Dr","Daily","7266 Exchequer Dr","Full","7266 Exchequer Dr",,"false","DPW","Baton Rouge","Street Maintenance"
"5769","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-03T07:30:00.000","2021-12-03T17:00:00.000","Sewer Repair- Supplemental 2-031","MINOR","South 17th St","BOTH","Lehmann St","Terrace Ave","Daily","1240 S 17th St","Full","1240 South 17th St","Terrace Ave or Lehmann Street using South 16th St","false","DPW","Baton Rouge","Grady Crawford"
"5775","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-03T07:00:00.000","2021-12-10T19:00:00.000","Perform annual sewer repair","MINOR","Kenner Ave","BOTH","Metairie Dr","Orleans Dr","Daily","Kenner Ave","Full","Kenner Ave","Perkins Rd and Chalmatte Ave","false","DPW","Baton Rouge","Allen & Leblanc"
"5774","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-03T07:00:00.000","2021-12-10T19:00:00.000","Perform annual sewer repair","MINOR","Castile Ave","BOTH","Pershing Dr","Foch St","Daily","Castile Ave","Full","Castile Ave","Burgundy Ave","false","DPW","Baton Rouge","Allen & Leblanc"
"5773","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-02T07:00:00.000","2021-12-10T19:00:00.000","Perform annual sewer repair- Diggng sewer repair and pavement restoration","MINOR","Gentilly Ct","BOTH","Dumaine Ave","Dumaine Ave","Daily","Gentilly Ct","Full","Gentilly Ct","Dumaine Ave","false","DPW","Baton Rouge","Allen & Leblanc"
"5772","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-02T07:00:00.000","2021-12-09T19:00:00.000","Perform 2 annual sewer repairs","MINOR","Jasmine Blvd","BOTH","Florida Blvd","Convention St","Daily","Jasmine Blvd","Full","Jasmine Blvd","Live Oak Blvd and Wabash Blvd","false","DPW","Baton Rouge","Allen & Leblanc"
"6083","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-02T07:00:00.000","2021-12-02T15:00:00.000","Asphalt repair in roadway from rehabilitation dig on Marathon Pipeline on New Rafe Mayer Rd","MINOR","New Rafe Mayer Rd","BOTH","Greely Rd","Abraham Dr","Daily","New Rafe Mayer Rd","Full","New Rafe Mayer Rd",,"false","DPW","Baton Rouge","Marathon Petroleum"
"6082","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2021-12-02T07:00:00.000","2021-12-03T18:00:00.000","Emergency Point Repair/ Restoration","MINOR","Highland Rd","BOTH","Staring Ln","Magnolia Wood Ave","Daily","8635 Highland Rd","Full","8635 Highland Rd",,"false","DPW","Baton Rouge","WWC DPW"
"6084","CONSTRUCTION","HAZARD_ON_ROAD_CONSTRUCTION","2021-12-01T09:00:00.000","2021-12-01T11:00:00.000","Guardrail repair","MINOR","Bluebonnet Blvd","SOUTH","Private Driveway","Park Rowe Ave","Daily","Bluebonnet Blvd","Partial","Bluebonnet Blvd SB at Dawson Creek",,"false","DPW","Baton Rouge","Traffic Solutions"
"6085","CONSTRUCTION","ROAD_CLOSED_CONSTRUCTION","2021-12-01T07:00:00.000","2021-12-01T15:00:00.000","Asphalt repair in roadway from rehabilitation dig on Marathon Pipeline on New Rafe Mayer Rd","MINOR","New Rafe Mayer Rd","BOTH","Abraham Dr","Greely Rd","Daily","New Rafe Mayer Rd","Full","New Rafe Mayer Rd",,"false","DPW","Baton Rouge","Marathon Petroleum"
