"the_geom","id","facility_name","classification","full_address","city","state","zip","parkid"
"MULTIPOLYGON (((-90.990451357661 30.347254499095, -90.988030578251 30.34882756719, -90.987655060848 30.348401142611, -90.987131110525 30.348748210397, -90.985548148891 30.346978161243, -90.987228035091 30.345861128696, -90.987500615512 30.345626203886, -90.987697342465 30.34543964775, -90.987864689702 30.345244510323, -90.987928945849 30.345091620431, -90.987988787387 30.344798416855, -90.988033494488 30.344628469257, -90.988053796351 30.344428696419, -90.988044626657 30.34424585218, -90.988005795601 30.344135207289, -90.98801118705 30.343994919245, -90.988060661655 30.343863247877, -90.988144512419 30.343714663378, -90.988296998538 30.34356200375, -90.988493676702 30.343388199317, -90.988601857645 30.343290694033, -90.988783592353 30.343184878137, -90.989009383236 30.343096184264, -90.989382129865 30.343037630521, -90.990185621829 30.343010516898, -90.990701565023 30.342954057928, -90.992561887229 30.345160782978, -90.989854089691 30.346894508929, -90.990451357661 30.347254499095)))","67","Bayou Manchac Park","Neighborhood","19010 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70817","MNCHC"
"MULTIPOLYGON (((-91.170695346021 30.454161026632, -91.170700381169 30.45428004661, -91.170705302905 30.454396481091, -91.170709435352 30.454512939855, -91.170361271522 30.454521925398, -91.170356347064 30.454405488199, -91.170351421574 30.454289052799, -91.170346409019 30.454170478461, -91.170695346021 30.454161026632)))","50","North 18th Street Park","Neighborhood","1801 GAYOSA ST","BATON ROUGE","LOUISIANA","70802","NEGTN"
"MULTIPOLYGON (((-91.112113977055 30.641109833985, -91.111287946701 30.641109863284, -91.110282772304 30.641103941166, -91.110395647043 30.640503873527, -91.112113103931 30.640503819155, -91.112113977055 30.641109833985)))","88","Little Farms Park","Neighborhood","3754 LITTLE FARMS DR","ZACHARY","LOUISIANA","70791","LTLFR"
"MULTIPOLYGON (((-91.160578637701 30.638677325891, -91.160364751118 30.6386445244, -91.160269475929 30.639128832191, -91.160225090171 30.639122561976, -91.160313516767 30.638636666732, -91.160353318086 30.638417963325, -91.1612006371 30.638541202564, -91.161098633282 30.638771739322, -91.160838704477 30.638734870152, -91.160841824277 30.638717687942, -91.160578637701 30.638677325891)))","62","Hunters Point Drive Park","Neighborhood","4366 HUNTERS POINT DR","ZACHARY","LOUISIANA","70791","HNTPT"
"MULTIPOLYGON (((-91.010674122552 30.425598783515, -91.010670074555 30.425569242899, -91.010498342255 30.424316062936, -91.010451728906 30.423985235569, -91.010393461136 30.423571688886, -91.010368489224 30.423394457792, -91.010344868557 30.423226812867, -91.010320332288 30.423052668854, -91.01029342756 30.422861710431, -91.01023776262 30.422466632045, -91.010214953272 30.422304741652, -91.010157406761 30.421896304955, -91.010150494555 30.421847239703, -91.010095773889 30.421458850633, -91.01005225404 30.421149961093, -91.010029660981 30.42098960198, -91.010008381419 30.420838569156, -91.00998760555 30.420691102609, -91.009968901085 30.420558347872, -91.010309635735 30.420590608633, -91.010565774976 30.420157395263, -91.010768524914 30.419571128072, -91.012019394659 30.419495182418, -91.012080764941 30.420184337181, -91.012073843801 30.420871711128, -91.012068329 30.421419387317, -91.012063041246 30.421944481993, -91.012057684062 30.422476541447, -91.012052291731 30.423012046712, -91.012046966889 30.423540830603, -91.012048194961 30.424056313716, -91.01202086513 30.424056107482, -91.012046076035 30.42408611265, -91.012253173167 30.424296966362, -91.012196134783 30.424449792168, -91.012148713514 30.424576827161, -91.012152729998 30.424674809061, -91.012133264035 30.424841685892, -91.012124091119 30.424920276041, -91.012343765914 30.425126875194, -91.012439227157 30.425236334376, -91.012536202711 30.42534754811, -91.012494104229 30.425543709545, -91.012507250932 30.42562920341, -91.012539696281 30.425832120106, -91.012576675217 30.426023713953, -91.012096551436 30.425990758828, -91.011398970523 30.425712849384, -91.010674122552 30.425598783515)))","75","South Harrell's Ferry Nature Reserve","Conservation","15750 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816","SHRLF"
"MULTIPOLYGON (((-91.182962384724 30.436658149382, -91.182864644897 30.436659220835, -91.18276584734 30.436660303641, -91.182759320176 30.436495390219, -91.182752791993 30.436330475886, -91.182949328722 30.436328323451, -91.183145871687 30.436326171633, -91.183345039535 30.436324439262, -91.183357038954 30.436653700154, -91.18315892522 30.436655996639, -91.182962384724 30.436658149382)))","170","Terrace Street Park","Neighborhood","701 TERRACE ST","BATON ROUGE","LOUISIANA","70802","TRRCE"
"MULTIPOLYGON (((-90.999888654407 30.393594384415, -90.999951855233 30.393196669047, -91.000094798265 30.392275740498, -91.000714894234 30.392353627813, -91.000996396482 30.39238216555, -91.001313281642 30.392421132296, -91.001529088074 30.392448237318, -91.001732139176 30.392473740342, -91.001719952986 30.392540076974, -91.001669275164 30.392831444097, -91.001621759619 30.39310530312, -91.001595906011 30.393255777287, -91.002063343068 30.393488264999, -91.002051490521 30.393557555941, -91.002032896605 30.393666253372, -91.001535246327 30.393604987794, -91.001490766283 30.393864905227, -91.001442241575 30.394148678313, -91.001404235037 30.394369567433, -91.001356517114 30.394649053013, -91.001346812319 30.394705724439, -91.001078895734 30.394675686266, -91.000811772348 30.394645621579, -91.000538307886 30.394614852991, -91.000286244922 30.394586557182, -91.000034975044 30.394558262891, -90.999842361676 30.394536467777, -90.999805899646 30.394532416482, -90.999603636028 30.394550794951, -90.999225283609 30.394585254533, -90.99895480526 30.394609839191, -90.998730328468 30.394631267849, -90.998478089315 30.394655375386, -90.998348003311 30.394667913271, -90.998257578237 30.394676456058, -90.998020409972 30.394699061048, -90.997781655154 30.394721826669, -90.997545280268 30.394744239773, -90.997277177017 30.394769679513, -90.997234345546 30.394773269205, -90.997191514073 30.394776858884, -90.997103474055 30.394783508937, -90.996851228908 30.394809152331, -90.996610095842 30.394831580518, -90.996373721547 30.394853662264, -90.996168281875 30.394872907826, -90.995947772719 30.39489313217, -90.995727257026 30.394915253237, -90.995506741797 30.394937208854, -90.995271955235 30.394958605291, -90.995200567434 30.394965103617, -90.995050652761 30.39497882611, -90.994830143143 30.39499904859, -90.994593766836 30.395021484379, -90.994357389955 30.395044056862, -90.99413687648 30.395065323704, -90.993964747282 30.395082424042, -90.993760266061 30.394821018263, -90.993428960196 30.394314406782, -90.992963546929 30.393606564998, -90.992956826316 30.393596351302, -90.993919462964 30.39359609961, -90.994618263285 30.393595912929, -90.9952021016 30.39359575418, -90.996322870823 30.393595441966, -90.997202665841 30.39359518967, -90.997397099974 30.393595132781, -90.997987885367 30.393594959537, -90.998160649915 30.393594908792, -90.998350405481 30.393594852168, -90.998539441986 30.393594796158, -90.998731370338 30.393594738176, -90.99892186057 30.393594680788, -90.999110892915 30.393594623047, -90.999301262438 30.393594564807, -90.999491481071 30.393594506814, -90.999684891243 30.393594447582, -90.999888654407 30.393594384415)))","42","Antioch Boulevard Park","Neighborhood","6229 ANTIOCH BLVD","BATON ROUGE","LOUISIANA","70817","ANTOC"
"MULTIPOLYGON (((-91.194625129254 30.534430864561, -91.194230501188 30.53444208427, -91.194227094566 30.534359651781, -91.194223687946 30.534277221996, -91.194220281335 30.534194789503, -91.194216873684 30.534112359712, -91.194209842869 30.533942171457, -91.194185026991 30.533411740357, -91.194162515274 30.532799685466, -91.194553781351 30.532784759497, -91.194934561527 30.532770234551, -91.194980326822 30.533629374899, -91.194995332863 30.53409022544, -91.194998020018 30.534172673401, -91.195000706127 30.534255127673, -91.195003392245 30.534337578334, -91.195006079407 30.534420031701, -91.194625129254 30.534430864561)))","111","Mills Avenue Park","Neighborhood","401 MILLS AVE","BATON ROUGE","LOUISIANA","70807","MLSAV"
"MULTIPOLYGON (((-91.013446596743 30.343329260296, -91.013191570552 30.343014768668, -91.012945032972 30.342872886534, -91.012475927502 30.342602914572, -91.012361665865 30.342734789478, -91.012228459018 30.342844762874, -91.012143149122 30.342986036644, -91.01214759496 30.343150968056, -91.012081132769 30.343260451318, -91.012064574221 30.343271227322, -91.011985537769 30.343322664519, -91.011866391763 30.343319074749, -91.011741833701 30.343258757098, -91.01160893172 30.343183836441, -91.01153971462 30.343098382613, -91.011533317718 30.34309048622, -91.01152692186 30.343082588927, -91.011454023081 30.342960510437, -91.011426380294 30.342828112013, -91.011530475795 30.342733099434, -91.011679248322 30.342628789277, -91.011796464432 30.342499842269, -91.011267173215 30.342216988936, -91.010784356632 30.341958968296, -91.010688389179 30.341978739101, -91.010601000282 30.342149966737, -91.010571275341 30.342208209977, -91.010545295784 30.342164894042, -91.010399292822 30.341921465171, -91.010147088609 30.34175488494, -91.009950856554 30.341700358559, -91.009754623675 30.341645831882, -91.009547169558 30.34158818679, -91.009109716507 30.341441386495, -91.009196320704 30.34123806088, -91.009285575969 30.341062707955, -91.009303251358 30.341031549193, -91.00945677768 30.341107276046, -91.009550801996 30.34096386655, -91.009610875714 30.340993497369, -91.00969969752 30.340858022588, -91.013634757405 30.343121975732, -91.013446596743 30.343329260296)))","176","Santa Maria Park","Neighborhood","18460 SANTA MARIA PKWY","BATON ROUGE","LOUISIANA","70809","STMPG"
"MULTIPOLYGON (((-91.121108786096 30.501541192738, -91.121903282914 30.501731212682, -91.121976972681 30.503684297595, -91.121377311921 30.50370060761, -91.120886890789 30.503713943023, -91.120879665694 30.503521999998, -91.120872455282 30.503330510723, -91.120865523945 30.503146385441, -91.120858481152 30.502959348104, -91.120850919855 30.502758567863, -91.120843880078 30.502571607183, -91.120836483602 30.502375127328, -91.120828963969 30.502175364647, -91.120820687259 30.501955548729, -91.120802188114 30.501487163996, -91.120905305535 30.501501111325, -91.121108786096 30.501541192738)))","142","Rio Drive Park","Neighborhood","6900 RIO DR","BATON ROUGE","LOUISIANA","70812","RIODR"
"MULTIPOLYGON (((-91.157254581034 30.658854386149, -91.157202037742 30.659177930638, -91.156966849926 30.660626100546, -91.154540974123 30.660314981109, -91.154790992222 30.659010791048, -91.155546708357 30.659089651009, -91.155618919629 30.658624782778, -91.156700390793 30.658754821882, -91.157254581034 30.658854386149)))","146","Rollins Road Park","Neighborhood","5794 ROLLINS RD","ZACHARY","LOUISIANA","70791","RLLNS"
"MULTIPOLYGON (((-91.166809662369 30.454267923776, -91.16682896713 30.45474333387, -91.166702097713 30.454747200971, -91.166559369348 30.454751550412, -91.166518137138 30.45475281184, -91.166517778168 30.454743982756, -91.166513927691 30.454649156034, -91.166510210202 30.454557604921, -91.166506428759 30.454464459753, -91.166502660275 30.454371661899, -91.166498832831 30.45427739719, -91.166540065877 30.45427614028, -91.166682793559 30.454271790859, -91.166809662369 30.454267923776)))","51","Gayosa Street Park","Neighborhood","2129 GAYOSA ST","BATON ROUGE","LOUISIANA","70802","GAYSA"
"MULTIPOLYGON (((-91.098553990924 30.637242123929, -91.10322600315 30.637838754426, -91.106952507933 30.638826779277, -91.108207157441 30.639140594256, -91.107602023425 30.641063368865, -91.107567120653 30.641237964779, -91.094932718358 30.639932739798, -91.095569996592 30.639084251956, -91.095987583021 30.638784616191, -91.096380969671 30.638736578336, -91.096747190345 30.63853659877, -91.097237027133 30.638171342964, -91.098003414007 30.63782471283, -91.098289558608 30.637668794097, -91.098414732947 30.637399236421, -91.098553990924 30.637242123929)))","123","Plank Road Park","Neighborhood","19550 PLANK RD","ZACHARY","LOUISIANA","70791","PLANK"
"MULTIPOLYGON (((-91.046676147704 30.405404377913, -91.046262407163 30.405070333957, -91.045260666359 30.404749583758, -91.045215509365 30.404728098549, -91.044724865937 30.404521399112, -91.045018150374 30.40411604708, -91.045093617457 30.403996372303, -91.045345553594 30.403595317107, -91.045798955254 30.403799778203, -91.04688079636 30.404348513273, -91.046676147704 30.405404377913)))","153","Parklawn Park","Neighborhood","12228 PARKLAWN AVE","BATON ROUGE","LOUISIANA","70816","PRKLN"
"MULTIPOLYGON (((-91.146362138081 30.467433854474, -91.146154814528 30.467462651367, -91.145918200795 30.467495466677, -91.145849063954 30.467408821898, -91.145812392373 30.467357309287, -91.145726611276 30.467223364031, -91.145685855993 30.467147936109, -91.145641369952 30.467049157194, -91.146052485059 30.466933165704, -91.146080356539 30.46701639807, -91.146088234584 30.467044516055, -91.146134401318 30.467209282131, -91.146403024806 30.467273931187, -91.146615773292 30.467154428967, -91.146665085759 30.467199109747, -91.146732479514 30.467252171929, -91.146803980077 30.467301038005, -91.146816040851 30.467311795108, -91.146822864078 30.467325576696, -91.146823547177 30.467340562918, -91.146818000152 30.467354769983, -91.146806958616 30.467366319007, -91.146791877117 30.467373683022, -91.14678388445 30.467375403734, -91.146362138081 30.467433854474)))","78","Belfair Park","Neighborhood","4390 FAIRFIELDS AVE","BATON ROUGE","LOUISIANA","70802","BELFR"
"MULTIPOLYGON (((-91.118536670986 30.542948851684, -91.120235453385 30.54316740618, -91.120204163513 30.543349625671, -91.119916582015 30.543535100885, -91.119601968439 30.543738006408, -91.119410927901 30.543861214229, -91.119219886882 30.543984424475, -91.119028845393 30.544107632636, -91.118837804473 30.544230839617, -91.118646746439 30.544354030053, -91.118455985261 30.544477558962, -91.118265218391 30.544601090288, -91.118074456263 30.544724618637, -91.11788369157 30.544848149409, -91.117692925359 30.544971679899, -91.117478937174 30.545110247362, -91.11721179732 30.54480174323, -91.117097180246 30.544668498706, -91.117449541281 30.544440330182, -91.117469335129 30.544314566607, -91.117518293323 30.544003467764, -91.117550449345 30.543799136508, -91.117582605234 30.543594805231, -91.117614760991 30.543390473932, -91.117646916609 30.543186145319, -91.117679073144 30.54298181398, -91.117707797187 30.54279928418, -91.118289147896 30.542865955226, -91.118224268961 30.543286306985, -91.118482096587 30.543314557628, -91.118536670986 30.542948851684)), ((-91.116973976963 30.544755469137, -91.11708455427 30.544884013784, -91.117351777115 30.54519261482, -91.117136371536 30.545332183394, -91.116945645048 30.545455759763, -91.116754772553 30.545579164224, -91.11656368438 30.545702324499, -91.11637259886 30.545825484498, -91.116181511831 30.545948640607, -91.115990425367 30.546071797339, -91.115799335299 30.546194955589, -91.115609882073 30.546320006051, -91.115420502186 30.546445138446, -91.115130153962 30.546636989599, -91.115114425019 30.546647381482, -91.114652851113 30.546749787644, -91.114655135012 30.547087089656, -91.114625370197 30.547091458743, -91.114602178707 30.547096259941, -91.114581409917 30.547100789111, -91.113939348038 30.547248835069, -91.113833354927 30.546914436251, -91.114421691108 30.546487278109, -91.115006680793 30.546062542817, -91.115421047104 30.545761687244, -91.115611772965 30.545638107666, -91.115802495218 30.545514530509, -91.115993220128 30.545390950371, -91.116183940388 30.545267372654, -91.116374664339 30.545143795565, -91.116565387817 30.545020217295, -91.11675611082 30.544896638745, -91.116973976963 30.544755469137)))","152","James Watson Park","Neighborhood","10555 N PARK AVE","BATON ROUGE","LOUISIANA","70811","JMWAT"
"MULTIPOLYGON (((-91.140211341673 30.598517341921, -91.140215750997 30.598517588291, -91.140224572769 30.59851808284, -91.140228981052 30.598518328306, -91.140237802826 30.598518821952, -91.140242211101 30.598519071026, -91.140255441158 30.598519810136, -91.140264259802 30.598520304677, -91.140387164818 30.598534843286, -91.140395984507 30.59853533782, -91.14043398018 30.598540787338, -91.140438971048 30.598542266731, -91.140443962959 30.598543746124, -91.140465705175 30.598549763701, -91.140487447395 30.598555780372, -91.140548327744 30.598570680438, -91.140604516082 30.598589147521, -91.140617459273 30.598593702696, -91.140634812834 30.598598506032, -91.140656290939 30.59860736912, -91.140664825848 30.598611678838, -91.14067776905 30.598616231302, -91.140699532991 30.598621280084, -91.140721297976 30.598626329765, -91.140743059834 30.598631379439, -91.140760413412 30.598636180052, -91.140790997062 30.598641723328, -91.140799816764 30.598642216934, -91.140813045797 30.598642956889, -91.1408218655 30.598643450493, -91.140835094533 30.598644190445, -91.140857431175 30.598641610604, -91.140870944985 30.598638537155, -91.14088005051 30.598635215554, -91.140929985364 30.598618857489, -91.140957012978 30.598612707868, -91.140997557519 30.598603484784, -91.141011074448 30.598600411325, -91.141020176836 30.598597089709, -91.141024871981 30.598593521753, -91.141038672639 30.598586633086, -91.141057452164 30.59857236306, -91.141066842451 30.598565225341, -91.141090602922 30.59854357215, -91.14109558596 30.598536189894, -91.141105259966 30.598525238771, -91.14111024196 30.598517855611, -91.141124611098 30.598503337429, -91.141149170563 30.598479392408, -91.143175144304 30.598460987633, -91.143262260427 30.598715827165, -91.14348373889 30.59869930465, -91.143567477943 30.599065017491, -91.143617454698 30.599058247128, -91.143739931002 30.599557034132, -91.141108198928 30.599974131565, -91.141093204415 30.599959356996, -91.141059641114 30.599934480628, -91.14104314373 30.599918225434, -91.141017825498 30.59990147394, -91.140925377662 30.599834969638, -91.140908878234 30.59981871262, -91.140798790948 30.59975122013, -91.140747015488 30.599732987769, -91.140729945477 30.599724365639, -91.140696379218 30.599699489171, -91.140653995274 30.599674116378, -91.140569796 30.599615739445, -91.140409077267 30.599514746161, -91.140392005235 30.599506124885, -91.140230641585 30.599384156282, -91.140226517034 30.599380092907, -91.140210302581 30.599360032326, -91.140206178028 30.599355970755, -91.140186126966 30.599328035207, -91.140182286181 30.599320158433, -91.140166362819 30.599296279948, -91.140162522028 30.599288407684, -91.14012625867 30.599240407029, -91.140090279111 30.599188593868, -91.140082027942 30.599180471617, -91.140053726833 30.599144411993, -91.140002170191 30.599070892914, -91.139992481847 30.599055424175, -91.139982055841 30.599036971323, -91.139966701159 30.599005464213, -91.139959024857 30.598989714267, -91.139947218819 30.598969901832, -91.139943379112 30.59896202415, -91.139939538362 30.598954146466, -91.139935987639 30.598942456296, -91.139932718606 30.59892695092, -91.139941217227 30.598812499349, -91.139976869653 30.598691921087, -91.139982422409 30.598676909374, -91.139992955163 30.598654513638, -91.140012876189 30.598624983862, -91.14003720653 30.598595700458, -91.140058283635 30.598576490763, -91.140061558444 30.598572458925, -91.140064998849 30.598568531064, -91.140068599623 30.598564712582, -91.140072355546 30.598561007984, -91.140076263478 30.598557422676, -91.140080318196 30.598553961161, -91.140084512395 30.598550627037, -91.140088842935 30.598547425711, -91.140093303553 30.598544360782, -91.140097887986 30.598541435849, -91.140102591011 30.598538655415, -91.140107406366 30.598536022177, -91.140112327786 30.598533540636, -91.140117349009 30.598531213488, -91.140122463773 30.598529043431, -91.140127664774 30.59852703316, -91.140132945749 30.598525186275, -91.140138299396 30.598523503666, -91.140143720494 30.598521988933, -91.140149199658 30.598520642967, -91.14015473271 30.598519468465, -91.140160309224 30.598518465414, -91.140165925021 30.598517637415, -91.140171570719 30.598516983553, -91.140177241102 30.598516504722, -91.140182926781 30.598516202712, -91.1401886215 30.598516077514, -91.14019431692 30.598516128214, -91.140200007822 30.598516356608, -91.140211341673 30.598517341921)))","163","Tristian Nature Reserve","Conservation","5209 TRISTIAN AVE","BAKER","LOUISIANA","70714","TRSTN"
"MULTIPOLYGON (((-91.148908504852 30.49302406196, -91.148874036146 30.493078227257, -91.148850596687 30.493129407647, -91.148830248125 30.493192721538, -91.148817665584 30.493264133287, -91.148811315415 30.493331509758, -91.148812761368 30.493390810969, -91.148828208289 30.493452827079, -91.148849890133 30.493509461125, -91.148879374192 30.493555324537, -91.148910425984 30.493594450783, -91.149289777958 30.493795788138, -91.149354449254 30.49384451212, -91.149442020375 30.493941551939, -91.149495424754 30.494008564936, -91.149522668142 30.494091260089, -91.149525543448 30.494219296259, -91.149449367826 30.494223380521, -91.149246794115 30.494230418221, -91.149056449181 30.494237029728, -91.148866103174 30.494243643666, -91.14867575819 30.494250254625, -91.148485412138 30.494256865309, -91.148295067097 30.494263478427, -91.148104720995 30.494270088563, -91.147914375908 30.494276698427, -91.147724029748 30.494283311623, -91.147533687736 30.494289920944, -91.147343341532 30.494296529985, -91.147152999465 30.494303141464, -91.146985215958 30.494308964462, -91.14692932925 30.493102693844, -91.148908504852 30.49302406196)))","77","Evangeline Street Park","Neighborhood","4201 EVANGELINE ST","BATON ROUGE","LOUISIANA","70805","EVNGL"
"MULTIPOLYGON (((-91.040858217639 30.492374107278, -91.040866376205 30.49331089616, -91.038982115108 30.492661644655, -91.038578245966 30.492791827985, -91.038573672588 30.492465533935, -91.038361899151 30.492402296021, -91.038363188746 30.492402280855, -91.038427424683 30.492401556247, -91.038667683913 30.492398844966, -91.038889911733 30.492396337586, -91.039112139545 30.492393828931, -91.03930262126 30.492391678746, -91.039493101926 30.492389528285, -91.039683583625 30.492387377552, -91.039874064277 30.49238522564, -91.040064545959 30.492383074358, -91.040255026592 30.4923809228, -91.040413761139 30.492379130078, -91.040858217639 30.492374107278)))","161","Sugarland Park","Neighborhood","4700 SUGAR LAND DR","BATON ROUGE","LOUISIANA","70814","SGRLD"
"MULTIPOLYGON (((-91.043128755442 30.424070351299, -91.043087478981 30.424080928782, -91.043048565007 30.424097340728, -91.043013600356 30.424119425539, -91.042984173873 30.424146334235, -91.042959494393 30.42417737679, -91.042554065854 30.423944505956, -91.042554742144 30.423713544222, -91.042783179781 30.423713000875, -91.043125836145 30.423712214431, -91.043128755442 30.424070351299)))","112","Camelot Park","Neighborhood","3166 LANCELOT DR","BATON ROUGE","LOUISIANA","70816","CAMLT"
