"the_geom","id","facility_name","classification","full_address","city","state","zip","parkid"
"MULTIPOLYGON (((-91.073638130181 30.428286896958, -91.073636471532 30.428306151423, -91.073633897029 30.428325330119, -91.073626018498 30.428363329434, -91.073620051043 30.428384265945, -91.073604806966 30.428425313371, -91.073577894911 30.428489344665, -91.073532407155 30.428477215164, -91.073513744551 30.428529774592, -91.073561992098 30.428542639309, -91.073559291434 30.428554327738, -91.073554690274 30.42857783246, -91.073552657329 30.428590538851, -91.073549527011 30.428616050896, -91.073017091393 30.428610541163, -91.073016392113 30.428661272174, -91.072961529696 30.428660529088, -91.072379078678 30.428654497018, -91.072220442178 30.428652855986, -91.071927304494 30.428649818621, -91.071684940865 30.428647307772, -91.071690678979 30.428231583058, -91.071692573483 30.42809411707, -91.071697525967 30.427735148169, -91.073634869079 30.427761003477, -91.073638130181 30.428286896958)))","140","Cedarcrest Park","Neighborhood","2490 SILVEREST AVE","BATON ROUGE","LOUISIANA","70816","CDRCR"
"MULTIPOLYGON (((-91.174600727653 30.553770344201, -91.174209849143 30.555789068881, -91.172590412192 30.55579586081, -91.172532064045 30.556093473445, -91.17109852299 30.556112774013, -91.171508233512 30.553611808798, -91.171587865436 30.553615890458, -91.171747130339 30.553624058145, -91.171906393187 30.553632222932, -91.17206565814 30.553640391138, -91.172224921041 30.553648555541, -91.17238418918 30.55365671976, -91.172543452129 30.553664886486, -91.172702717193 30.553673050318, -91.172861980194 30.553681216661, -91.173021246352 30.553689381013, -91.173180508363 30.553697546972, -91.173339774575 30.553705710038, -91.173499042892 30.553713875621, -91.173658306029 30.553722038301, -91.173817571277 30.553730200791, -91.17397683446 30.553738366695, -91.17413609976 30.553746528802, -91.174600727653 30.553770344201)))","134","Clifford T. Seymour, Sr. Park","Neighborhood","12000 SCOTLAND-ZACHARY HWY","BATON ROUGE","LOUISIANA","70807","CLFTS"
"MULTIPOLYGON (((-91.121671793613 30.579134228308, -91.121016269122 30.579136411941, -91.12101382381 30.578586545025, -91.121125040068 30.578586173033, -91.12129742679 30.578049460917, -91.120598349815 30.578051787421, -91.120600729496 30.578587918927, -91.120282966074 30.578588974969, -91.119965199517 30.578590031146, -91.119647436082 30.578591085663, -91.119329669518 30.578592136707, -91.119011902946 30.57859318789, -91.119014337142 30.579143061156, -91.11882367426 30.579143692403, -91.118821241127 30.578593816427, -91.118503478709 30.578594869103, -91.118185712121 30.578595917402, -91.117867948648 30.57859696765, -91.11787037544 30.579146849053, -91.117393728616 30.579148423456, -91.117391303426 30.578598542043, -91.117375799699 30.578598566375, -91.117316942701 30.578598643578, -91.117243932557 30.578595651463, -91.117173753799 30.578589389511, -91.117104076536 30.578579770936, -91.11703513631 30.578566832204, -91.116967185315 30.578550623341, -91.116900417349 30.57853119969, -91.116835034541 30.578508621117, -91.116771242092 30.578482971851, -91.116715326461 30.57845715142, -91.116709250398 30.578454345147, -91.116649270851 30.578422854111, -91.116591467959 30.578388598238, -91.11653602804 30.578351714044, -91.116483139478 30.578312347071, -91.116418790923 30.578258880408, -91.116390206591 30.578230748464, -91.116359797585 30.578200822967, -91.116316599726 30.578153292071, -91.116276416265 30.578103684184, -91.116237832712 30.578049987237, -91.116220439708 30.57802300386, -91.116216222379 30.578016458934, -91.116174002346 30.57794285061, -91.116161385321 30.577920590037, -91.116017943828 30.577669391773, -91.115920800711 30.577250434184, -91.116132255026 30.576506603971, -91.116103176555 30.576476353138, -91.116030657271 30.576400914391, -91.116032651353 30.575491078038, -91.115079888589 30.575492038795, -91.115079679331 30.575354566895, -91.115028273156 30.572757050667, -91.115005871242 30.572196507203, -91.116140500955 30.572178434156, -91.121242002426 30.572100301345, -91.121247014813 30.57210022458, -91.121279974808 30.572099718997, -91.125020562715 30.572046387947, -91.125103205323 30.572045208151, -91.125121037394 30.57204495385, -91.125120754665 30.572062433236, -91.125114832006 30.572427469858, -91.1251129399 30.572445343612, -91.125099108136 30.572575962341, -91.125096906413 30.57259085525, -91.125060741867 30.572835451019, -91.125059533122 30.57284363247, -91.125028483589 30.573053627498, -91.125027273797 30.573061808946, -91.124996225167 30.573271804856, -91.124963966607 30.573489980386, -91.124931707903 30.573708156794, -91.124899448015 30.573926333178, -91.124867189027 30.574144509539, -91.124834860108 30.574363153929, -91.124802599794 30.574581330242, -91.124770000908 30.574801801701, -91.124735029814 30.575038301434, -91.124734201754 30.575043899119, -91.124733947936 30.575045618015, -91.124733706808 30.575047251238, -91.124708337082 30.575215364053, -91.124704231837 30.575243531134, -91.124702937112 30.575252415132, -91.124702015782 30.575258737913, -91.124673262018 30.575456049059, -91.124643017766 30.575660589525, -91.124612773389 30.575865129971, -91.124582528887 30.576069670396, -91.124552284261 30.576274210801, -91.12452203951 30.576478751185, -91.124497041326 30.576647812516, -91.124367867895 30.576719323946, -91.124167120574 30.576830459057, -91.123966372804 30.57694159386, -91.123765624583 30.577052728354, -91.123621785397 30.577132358589, -91.1235710664 30.577160436461, -91.123370317293 30.577271570348, -91.123169567735 30.577382703926, -91.122928668505 30.577516064717, -91.123167112778 30.577838521585, -91.123083254403 30.577959413849, -91.123082574533 30.577958494489, -91.122707838951 30.578165942726, -91.122844843969 30.578351220159, -91.122896220982 30.578420699608, -91.123016100962 30.578582816735, -91.123089229362 30.578541424424, -91.123388408011 30.578372083071, -91.123510382039 30.57830272703, -91.123749709482 30.578167261868, -91.123949147998 30.578054373596, -91.12414858606 30.577941485019, -91.124348023668 30.577828596138, -91.124547460821 30.577715706953, -91.124746898563 30.577602817464, -91.12494633585 30.577489927671, -91.12494931687 30.577488240128, -91.124951798965 30.577486835042, -91.125008963322 30.577454477566, -91.12489805576 30.577811965121, -91.124897183505 30.577814775418, -91.12485825304 30.577940258745, -91.124671564312 30.57854189736, -91.124462467983 30.579215737672, -91.124462101647 30.579216917868, -91.124455837174 30.579237105634, -91.124266573434 30.579205520533, -91.124076267368 30.579179813932, -91.123900110802 30.579161550543, -91.123896661758 30.579161193292, -91.123885023194 30.579159986895, -91.123693084784 30.579146064159, -91.123500696024 30.579138063246, -91.123308098728 30.57913599446, -91.123181983423 30.579138525786, -91.123115538899 30.579139859996, -91.123102896077 30.579138301041, -91.121671793613 30.579134228308)))","157","T. D. Bickham, Jr. Park","Neighborhood","6850 PETTIT RD","BAKER","LOUISIANA","70714","TDBHM"
"MULTIPOLYGON (((-91.157628691247 30.58663726009, -91.15755652531 30.587058538052, -91.157079040274 30.587047990979, -91.157143128625 30.586626285785, -91.156386163196 30.58659989143, -91.156828055088 30.583682861433, -91.15808550381 30.583788075672, -91.157869533395 30.585202685312, -91.157823682668 30.585475799498, -91.157628691247 30.58663726009)))","74","Harding Street Park","Neighborhood","4037 HARDING ST","BAKER","LOUISIANA","70714","HRDNG"
"MULTIPOLYGON (((-91.006010063227 30.520438122044, -91.007169746679 30.520582935237, -91.008176577776 30.520708744272, -91.009803607598 30.520912032954, -91.010815425917 30.52103844387, -91.01094812477 30.521055022312, -91.010908084841 30.521085858288, -91.010827345544 30.521146190838, -91.010687677899 30.521246921973, -91.010638484632 30.521281189548, -91.010545922124 30.521342464618, -91.01039913409 30.521436218671, -91.010386878589 30.52144394199, -91.010317753879 30.521485524342, -91.010236381159 30.521539543253, -91.010159088702 30.521596414474, -91.010038887498 30.521694590896, -91.010007447759 30.52172431822, -91.009960120037 30.521776201048, -91.009929569251 30.521816728204, -91.00988788515 30.521879322344, -91.009867475338 30.521926643337, -91.00985782572 30.521954478127, -91.009847794848 30.521984197293, -91.00984274876 30.522006219622, -91.009831655744 30.522061938119, -91.009826028082 30.52212330876, -91.009814910873 30.522391560134, -91.009053202266 30.522278520639, -91.008744665744 30.522232730735, -91.008429512149 30.522185958661, -91.008122877875 30.522140452515, -91.007807549911 30.522093650565, -91.007492222232 30.522046851472, -91.007176890687 30.522000050714, -91.006861563612 30.52195324741, -91.006546233703 30.521906445151, -91.006128211821 30.52184439875, -91.006115081741 30.521743771058, -91.006102560949 30.521660284946, -91.006088647777 30.521561114845, -91.006073716058 30.52145770253, -91.006059831343 30.521356556072, -91.006046540407 30.521257352316, -91.006032194742 30.5210881324, -91.006014507658 30.520819742326, -91.006008044608 30.520675713022, -91.006006862209 30.520571758255, -91.006008099933 30.520471998646, -91.006010063227 30.520438122044)), ((-91.011172244071 30.521083020468, -91.01155859277 30.521131286069, -91.010791429542 30.52253646732, -91.010004464524 30.522419687741, -91.010016353743 30.522132761055, -91.01002096675 30.52208248058, -91.01003017201 30.522036241733, -91.010033108333 30.522023421588, -91.010040578308 30.522001292415, -91.010048227276 30.521979230431, -91.010060914068 30.521949816319, -91.010112371277 30.521875484009, -91.010152730526 30.521831240814, -91.010174766883 30.521810401064, -91.010286302071 30.521719305303, -91.010356177913 30.521667890526, -91.010430199477 30.521618751805, -91.010497334387 30.521578366089, -91.010511749067 30.521569283207, -91.010660481341 30.521474285319, -91.010756148273 30.521410959232, -91.010808461977 30.521374513523, -91.010950601742 30.521272003105, -91.011079492575 30.521175689915, -91.011172244071 30.521083020468)))","137","Greenwell Springs Park","Neighborhood","7550 SHADY PARK DR","GREENWELL SPRINGS","LOUISIANA","70739","GRWSP"
"MULTIPOLYGON (((-91.111595801444 30.386081235921, -91.111427735078 30.386003868893, -91.111613644416 30.385700307294, -91.111781710413 30.385777674092, -91.11194978084 30.385855037974, -91.112018443116 30.385886644218, -91.111822731537 30.386185693898, -91.111763871199 30.386158600032, -91.111595801444 30.386081235921)))","96","Mary Ruth Park","Neighborhood","8808 MARY RUTH AVE","BATON ROUGE","LOUISIANA","70810","MYRTH"
"MULTIPOLYGON (((-90.998091365095 30.382146543598, -90.998270052916 30.382150832445, -90.998260158266 30.382322866432, -90.998248843228 30.382519605288, -90.998351233236 30.382524031633, -90.998453623251 30.3825284588, -90.998492752432 30.38253014924, -90.998705323593 30.382539337835, -90.998938794136 30.38254943145, -90.99916248555 30.382559101199, -90.999440354719 30.382571110375, -90.999696502711 30.382582183688, -90.999685808432 30.382823568163, -90.999651786808 30.38359140882, -90.999644480163 30.38375628581, -90.999627950313 30.384129369917, -91.000313273427 30.384162845108, -91.000548827663 30.384173323604, -91.000633552837 30.384177092073, -91.000807956286 30.384184237169, -91.000918745664 30.38418877737, -91.00102953505 30.38419331838, -91.001235258717 30.384201745955, -91.001374610299 30.38420745449, -91.001427090898 30.384210399935, -91.001461013377 30.384212304649, -91.001642323165 30.384217778159, -91.001705599575 30.384216509823, -91.001768875982 30.384215241457, -91.00190097695 30.384204854958, -91.002102753906 30.384188989513, -91.002304797236 30.384173102776, -91.00250460491 30.384157391457, -91.002700760428 30.384141967489, -91.002930005332 30.384123943114, -91.003098463547 30.384110695539, -91.003190700969 30.384154300647, -91.003362447761 30.384235490766, -91.003557355559 30.384327632185, -91.003752262687 30.384419770606, -91.003609835395 30.384646229851, -91.003178455855 30.384578048627, -91.00294177324 30.385885775002, -91.002796485832 30.385880162438, -91.00236931406 30.385986723635, -91.002156407859 30.386039834472, -91.001713977697 30.385996703641, -91.001508739501 30.385976696012, -91.000601073899 30.385396948019, -91.00048292992 30.385334929916, -90.999599758052 30.385171869618, -90.999274048047 30.385127355484, -90.998835839153 30.385151956978, -90.998489496821 30.385174840355, -90.998438487647 30.385178210355, -90.998066687982 30.385224791181, -90.997690510083 30.385288435653, -90.997162154756 30.38538775886, -90.997029625046 30.385404306275, -90.99669776905 30.385400021762, -90.996306697262 30.38423970829, -90.996098986658 30.383623414328, -90.996097731045 30.383115430504, -90.996093990135 30.382428010154, -90.996082553534 30.381740691822, -90.996283579865 30.38173817719, -90.996883780713 30.38173066563, -90.997541050096 30.381722435748, -90.997721729932 30.381720173947, -90.998002933809 30.381716652362, -90.997965287922 30.381878547611, -90.997958031564 30.381877016379, -90.997950716189 30.381875707814, -90.99794335324 30.381874621947, -90.997935951032 30.381873761505, -90.997928517886 30.38187312741, -90.997921063166 30.381872719687, -90.997913597274 30.381872539264, -90.997906128537 30.38187258526, -90.997898667353 30.381872859506, -90.997891219968 30.381873361116, -90.997883798871 30.381874089218, -90.997876411351 30.381875042028, -90.997869066772 30.381876219569, -90.997861774504 30.381877620061, -90.997854543916 30.381879242625, -90.997847383345 30.381881082772, -90.997840302153 30.381883141429, -90.997833307642 30.3818854132, -90.997826410219 30.381887897211, -90.997819617183 30.381890588968, -90.997812937904 30.381893486693, -90.997806379681 30.381896585893, -90.997799951889 30.381899882983, -90.997793660788 30.38190337347, -90.997787514713 30.381907053764, -90.997781522006 30.381910918476, -90.997775689965 30.381914963113, -90.997770024849 30.381919183181, -90.99776453396 30.381923573286, -90.997759224598 30.381928128033, -90.997754104069 30.381932841127, -90.997749176553 30.381937707165, -90.99774444831 30.381942720751, -90.99773992769 30.38194787469, -90.997735617831 30.381953163576, -90.997731525002 30.381958580209, -90.997727654425 30.381964118288, -90.997724010287 30.381969770606, -90.997720596771 30.381975530859, -90.997717420148 30.381981390944, -90.997714481479 30.38198734455, -90.997711787035 30.381993383573, -90.997709337878 30.381999501701, -90.9977071382 30.382005689925, -90.997705191146 30.382011941035, -90.997703497782 30.382018247817, -90.997702061254 30.382024603063, -90.997699965066 30.382037423778, -90.997698481932 30.382065581728, -90.997698759108 30.382071928696, -90.997699292284 30.382078263685, -90.997700082528 30.382084578578, -90.997701128826 30.382090865254, -90.997702428083 30.382097116489, -90.997703979283 30.38210332416, -90.997705782453 30.382109481052, -90.997707832417 30.382115579032, -90.997710129203 30.382121609982, -90.997712668666 30.382127568477, -90.997715446676 30.382133445488, -90.997718462214 30.382139234695, -90.997721710104 30.382144927968, -90.997725187247 30.382150518984, -90.997728887425 30.38215600051, -90.997732808576 30.382161366227, -90.997736944481 30.382166609803, -90.99774128996 30.382171724009, -90.997745839837 30.382176701615, -90.99775058788 30.382181538996, -90.997755529955 30.382186228024, -90.997760658793 30.382190764169, -90.997765967134 30.382195141098, -90.997771450833 30.382199353387, -90.99777710054 30.382203396504, -90.997782912114 30.382207265024, -90.997788875163 30.382210954411, -90.997794985541 30.382214460144, -90.997801232862 30.382217776783, -90.997807610892 30.382220901606, -90.99781411236 30.382223830988, -90.99782072792 30.38222655949, -90.99782744925 30.382229086191, -90.997834270127 30.382231405661, -90.997841180152 30.382233516071, -90.997848171006 30.382235415594, -90.997855234379 30.382237100601, -90.997862361952 30.382238569268, -90.997869545407 30.382239819768, -90.997876774344 30.382240851173, -90.997884040443 30.382241661657, -90.997891335382 30.382242251201, -90.997898648765 30.38224261707, -90.997905973301 30.382242761051, -90.997913299634 30.382242681316, -90.997920617354 30.38224237874, -90.997927918135 30.382241854204, -90.997935193657 30.382241106786, -90.997942434548 30.382240138265, -90.997949631439 30.382238950422, -90.997956776002 30.382237544138, -90.997963858867 30.382235921194, -90.997970871705 30.382234083371, -90.99797780514 30.382232033354, -90.997984651885 30.382229772928, -90.997991403604 30.382227305679, -90.997998049878 30.382224635191, -90.998004585499 30.382221763253, -90.998010999008 30.382218694348, -90.99801728519 30.38221543207, -90.998023435708 30.382211980007, -90.998029442223 30.382208342649, -90.998035297434 30.382204525388, -90.998040994045 30.382200531816, -90.998046525796 30.382196367328, -90.998051886424 30.382192037323, -90.998057066551 30.382187546285, -90.998062063034 30.382182900523, -90.998066867531 30.382178105427, -90.998071474817 30.382173167299, -90.998075879673 30.382168091538, -90.998080075834 30.382162884444, -90.998084059114 30.382157553222, -90.998091365095 30.382146543598)))","166","Woodlawn Acres Park","Neighborhood","16600 WOODLAWN ACRES AVE","BATON ROUGE","LOUISIANA","70817","WDLNA"
"MULTIPOLYGON (((-91.177557415601 30.576614006124, -91.177178588448 30.579116452741, -91.176435743552 30.579031305968, -91.176439923588 30.579004003388, -91.176076834509 30.578961938978, -91.176433553277 30.576683987714, -91.176650894813 30.576709412035, -91.176902670916 30.576738863708, -91.176952969603 30.576416942403, -91.177296889285 30.57653979412, -91.177479315983 30.576603455044, -91.177557415601 30.576614006124)))","94","South Magnolia Park","Neighborhood","2409 S MAGNOLIA DR","BAKER","LOUISIANA","70714","STHMG"
"MULTIPOLYGON (((-91.132149530275 30.516600927763, -91.132093955529 30.516602569818, -91.132100204428 30.516828762996, -91.130731002244 30.516821254522, -91.130723647881 30.516407325337, -91.13070984253 30.515558610725, -91.130695310531 30.514707177767, -91.130690908141 30.514634469372, -91.130689636948 30.514611569494, -91.130682585517 30.514584047622, -91.130668956089 30.514552773023, -91.130646067945 30.514513153704, -91.130640890198 30.514504823354, -91.130633788081 30.514491411449, -91.130630540071 30.514485027094, -91.130607034634 30.514427315073, -91.13058998604 30.514375037938, -91.130573343363 30.514306657816, -91.130572645268 30.514301580845, -91.13057148303 30.514275343502, -91.1319996751 30.514244821409, -91.13202857534 30.514236155062, -91.132101982058 30.514214139123, -91.132103760454 30.514385225942, -91.132107070281 30.514703799443, -91.132109072039 30.514896271748, -91.132111069648 30.515088738622, -91.132113070375 30.515281213609, -91.132118505023 30.515477859523, -91.132124199639 30.515684010841, -91.132129895315 30.515890164853, -91.132134773641 30.516066785028, -91.132149530275 30.516600927763)))","155","Fortune Addition Park","Neighborhood","5900 PEERLESS ST","BATON ROUGE","LOUISIANA","70811","FRTAD"
"MULTIPOLYGON (((-91.092867244922 30.531154676711, -91.092097267752 30.532010363768, -91.092027071055 30.532128897848, -91.091607845098 30.532836798089, -91.091454912677 30.533372767257, -91.091566681621 30.533604608821, -91.091831299901 30.533964645376, -91.091893859415 30.534083417839, -91.09226083107 30.534293447693, -91.092688893934 30.534563721382, -91.093306350825 30.534787868671, -91.093564378631 30.534963988323, -91.09472459088 30.53540471321, -91.095457599766 30.536139815431, -91.095476546478 30.536239196516, -91.090856672858 30.536246510655, -91.09085232937 30.536246518034, -91.088170577912 30.536250763337, -91.087979943812 30.536251062333, -91.08799052838 30.535852521043, -91.08799839863 30.535556192992, -91.087994782078 30.535207122035, -91.087567500312 30.535204767985, -91.086982821985 30.535173687818, -91.086944279187 30.535171638777, -91.086951553641 30.534897832158, -91.086977713672 30.533913282354, -91.086988676695 30.533500663144, -91.087536337277 30.533199854732, -91.087762836749 30.533061437709, -91.087780077764 30.533050901192, -91.088103699338 30.532829753834, -91.08842689032 30.532579410697, -91.089324206878 30.531866084583, -91.089481425753 30.531752020486, -91.089505260394 30.531734729554, -91.089829037518 30.531542831912, -91.089997228965 30.531470033053, -91.09021768954 30.531374610769, -91.090472696175 30.531291739586, -91.090760436746 30.531221850776, -91.090925993382 30.531189696226, -91.092867244922 30.531154676711)))","46","Blackwater Conservation Area","Conservation","9385 BLACKWATER RD","BAKER","LOUISIANA","70714","BLWTR"
"MULTIPOLYGON (((-91.104299522443 30.484412898154, -91.10411629114 30.484376784883, -91.1039590321 30.4843492617, -91.103901086298 30.484338886647, -91.103781419395 30.484320259704, -91.103660797352 30.484307067773, -91.103620681572 30.484304512023, -91.103612064702 30.484031875154, -91.103603345139 30.483755927485, -91.103594660574 30.483481079478, -91.103585976057 30.483206231447, -91.103576833651 30.482916840315, -91.103568157901 30.482642297152, -91.103559473537 30.482367446344, -91.103550789216 30.482092598219, -91.10354210494 30.481817750973, -91.103533420721 30.481542900095, -91.103527705878 30.481362079033, -91.104207942224 30.481346737407, -91.104208608162 30.481369118945, -91.104221247291 30.481792200441, -91.104228634524 30.482039583649, -91.104235612941 30.482273227592, -91.10424382313 30.482548102797, -91.104252032326 30.482822977075, -91.104260242609 30.483097851331, -91.104268862829 30.48338646932, -91.104276663308 30.483647600677, -91.104284869713 30.483922409006, -91.1042926703 30.484183530398, -91.104299522443 30.484412898154)))","105","Thomas Maher Park","Neighborhood","8200 OAK VIEW DR","BATON ROUGE","LOUISIANA","70814","TMSAM"
"MULTIPOLYGON (((-91.062679653612 30.345412699368, -91.062485156623 30.345728528617, -91.06242574302 30.345825006109, -91.061618138738 30.345450430552, -91.061878410089 30.345041074743, -91.062131548103 30.344628409247, -91.062933563139 30.345000391195, -91.062679653612 30.345412699368)))","65","Lafitte Hill Park","Neighborhood","618 JEAN LAFITTE AVE","BATON ROUGE","LOUISIANA","70810","LFTHL"
"MULTIPOLYGON (((-91.132892351319 30.492147033525, -91.132533240852 30.492153373618, -91.132342781368 30.492156736015, -91.132152317706 30.49216009723, -91.131961858196 30.492163459079, -91.131771395548 30.492166820649, -91.131580934971 30.492170181949, -91.131390475424 30.492173542073, -91.131200011696 30.49217690282, -91.131009552122 30.492180263298, -91.130819092535 30.492183623502, -91.130646761185 30.492186661201, -91.130481616331 30.492189572578, -91.130305833895 30.492192671295, -91.130115371135 30.492196030481, -91.129924907321 30.492199389392, -91.12973444141 30.492202748025, -91.129543977572 30.492206105486, -91.129353514761 30.492209463575, -91.12916304777 30.492212821385, -91.128972584934 30.492216178024, -91.128782125209 30.492219535296, -91.128417247514 30.492225962649, -91.128402756592 30.491825315625, -91.128639949063 30.49182113545, -91.128834472623 30.491817707988, -91.129024582613 30.49181435822, -91.12921513009 30.491811000735, -91.129409365066 30.491807578297, -91.129583196847 30.491804512949, -91.129782352643 30.491801003727, -91.12997224278 30.491797654965, -91.130162363107 30.49179430448, -91.13035276155 30.491790947834, -91.130546350615 30.491787533562, -91.130575929861 30.491787011491, -91.130765969942 30.491783660016, -91.130956225635 30.491780304989, -91.13114185318 30.49177703102, -91.131335725521 30.491773612417, -91.131531625984 30.491770155128, -91.131714360776 30.49176693097, -91.13191192267 30.491763445881, -91.132097333482 30.491760175654, -91.132296990148 30.491756651682, -91.132486598862 30.491753305199, -91.132878645442 30.491746385492, -91.132883990064 30.491902628135, -91.132885702069 30.491916768838, -91.132886877274 30.491986781005, -91.132892351319 30.492147033525)))","3","West Brookstown Park","Neighborhood","4550 W BROOKSTOWN DR","BATON ROUGE","LOUISIANA","70805","WBRKT"
"MULTIPOLYGON (((-91.167882177079 30.466526703777, -91.167888635647 30.466645403174, -91.167894610146 30.466755264341, -91.167900587781 30.46686512641, -91.167906562305 30.466974988471, -91.167912539971 30.467084847826, -91.167526700218 30.467103504071, -91.167520602166 30.466993652666, -91.167514504134 30.466883796748, -91.167125721944 30.466902590663, -91.167119624351 30.466792737429, -91.167113523653 30.46668288058, -91.167502304992 30.466664083091, -91.167495608435 30.466543499845, -91.167882177079 30.466526703777)))","133","Pawnee Street Park","Neighborhood","2100 SCENIC HWY","BATON ROUGE","LOUISIANA","70802","PWNEE"
"MULTIPOLYGON (((-91.123785362941 30.584077749755, -91.124840909998 30.584326898829, -91.1249455523 30.584436382829, -91.124909831735 30.584548892378, -91.124767606322 30.584686817938, -91.124684401802 30.584881119204, -91.124677863544 30.585177873284, -91.12485795237 30.585391407546, -91.124616571451 30.586054921528, -91.124221616319 30.586113916239, -91.123488339423 30.586580419612, -91.123032529604 30.586521917327, -91.123070277196 30.586399365541, -91.123131880464 30.586199368988, -91.12319301946 30.586000875359, -91.123254702024 30.585800618158, -91.123316046292 30.585601458164, -91.123377505794 30.585401923964, -91.123438724637 30.585203170509, -91.123500102815 30.585003895885, -91.123561463941 30.584804678924, -91.123622761836 30.584605664781, -91.123785362941 30.584077749755)))","122","Brown Heights Park","Neighborhood","15206 PLANK RD","BAKER","LOUISIANA","70714","BRNHT"
"MULTIPOLYGON (((-91.130862949504 30.355830855882, -91.129112361982 30.355018745703, -91.127750852828 30.354387109108, -91.127768762042 30.354361853735, -91.127831336043 30.354283266052, -91.127864889427 30.354245556208, -91.127898442786 30.354207846354, -91.127969820714 30.354135818852, -91.128071383866 30.354043597723, -91.128187942069 30.353952432705, -91.128304500057 30.353861267582, -91.128368988827 30.353819241232, -91.128381689268 30.353813298934, -91.128423440746 30.35379539831, -91.128447356783 30.35378223673, -91.129085203733 30.353364671029, -91.129134193291 30.353332704951, -91.129414910098 30.353150152294, -91.129485573915 30.353182453787, -91.129820112078 30.353335378009, -91.130046551548 30.353438888396, -91.130267485745 30.353539881182, -91.130445592303 30.353621295351, -91.130613895191 30.353698229728, -91.130782202501 30.353775162994, -91.130950505916 30.353852094234, -91.131118810627 30.353929027063, -91.131287117677 30.354005960581, -91.131452894479 30.35408173713, -91.131621203087 30.354158670222, -91.131809326889 30.354244662468, -91.130862949504 30.355830855882)))","49","Hartley/Vey Park at Gardere","Neighborhood","1702 GARDERE LN","BATON ROUGE","LOUISIANA","70820","HVGDR"
"MULTIPOLYGON (((-91.183936176886 30.448479384472, -91.183960235267 30.449028896686, -91.183757258714 30.449035183001, -91.183489520668 30.449043474938, -91.18346546489 30.448493961738, -91.183936176886 30.448479384472)))","25","Convention Street Park","Neighborhood","717 CONVENTION ST","BATON ROUGE","LOUISIANA","70801","CNVNT"
"MULTIPOLYGON (((-91.163485122916 30.48681403329, -91.163521643905 30.487479904332, -91.163372526596 30.487484572309, -91.163213879812 30.487489233279, -91.162896571302 30.487498130655, -91.162759340086 30.487501839018, -91.162598269485 30.487507097805, -91.162435980143 30.487512395414, -91.162274252226 30.487517677312, -91.162126224017 30.487522508568, -91.161964492948 30.487527787378, -91.16180478057 30.48753300005, -91.161646849386 30.487538156206, -91.16149040774 30.48754326269, -91.161332851518 30.487548405427, -91.161172177633 30.487553649462, -91.161011942263 30.48755887944, -91.160853595386 30.487564044933, -91.160741700705 30.487567696729, -91.160727566795 30.487295570167, -91.160720578534 30.487160989529, -91.16052002092 30.487168044408, -91.160524012464 30.487080002294, -91.16051447275 30.486970468756, -91.160500145723 30.486939416167, -91.160708546846 30.486930664839, -91.160814813519 30.486926201989, -91.161132318703 30.486912868075, -91.161295174348 30.486906027557, -91.161611260667 30.486892751989, -91.161928075019 30.486879445037, -91.162084258751 30.486872884469, -91.162401895884 30.486859541364, -91.162718093364 30.486846258785, -91.162878697773 30.486839511741, -91.163485122916 30.48681403329)))","53","Kerr Warren Park","Neighborhood","4100 GERONIMO ST","BATON ROUGE","LOUISIANA","70805","KRWRN"
"MULTIPOLYGON (((-91.169301677727 30.451902678578, -91.1661430078 30.451976066727, -91.1660608613 30.450072113849, -91.169221108875 30.44997583039, -91.169301677727 30.451902678578)))","30","Magnolia Cemetery","Special Facility","422 N 19TH ST","BATON ROUGE","LOUISIANA","70802","MGCTY"
"MULTIPOLYGON (((-91.15869475967 30.456764307303, -91.158205633267 30.456776663124, -91.158151524934 30.455501012036, -91.15813542284 30.455118800389, -91.158120550796 30.454838526885, -91.158615615706 30.454823542457, -91.158688867573 30.456613143899, -91.15869475967 30.456764307303)))","31","Mary J. Lands Park","Neighborhood","802 N 30TH ST","BATON ROUGE","LOUISIANA","70802","MJLAN"
"MULTIPOLYGON (((-91.174976541874 30.447682526775, -91.174992234156 30.448034524195, -91.174787644516 30.448040605376, -91.174584661454 30.448046639456, -91.174484444891 30.448049617769, -91.174381677326 30.448052673224, -91.17436759975 30.447700817494, -91.174570580136 30.447694720598, -91.174773560496 30.447688624293, -91.174976541874 30.447682526775)))","29","North 14th Street Park","Neighborhood","100 N 14TH ST","BATON ROUGE","LOUISIANA","70802","NFRTN"
"MULTIPOLYGON (((-91.009695415376 30.388747671904, -91.010093750544 30.387477245698, -91.010677818428 30.387614389677, -91.010097934781 30.389419936783, -91.009865149727 30.389373312567, -91.009608563469 30.389327858304, -91.009600008405 30.389364448942, -91.009380886711 30.389332365755, -91.009112194729 30.389293023233, -91.008800271738 30.389247354068, -91.008493961335 30.389201828763, -91.008228514917 30.389163634472, -91.008137277527 30.388930377697, -91.007513983114 30.3888581499, -91.007520920891 30.388539494082, -91.007521211267 30.388435094224, -91.007521606706 30.388292632448, -91.007523317108 30.388232748253, -91.009695415376 30.388747671904)))","43","Claycut Bayou Park","Neighborhood","6998 ANTIOCH RD","BATON ROUGE","LOUISIANA","70817","LACLA"
