"id","year","month","main","baker","bluebonnet","carver","central","delmont_gardens","eden_park","fairwood","greenwell_springs","jones_creek","pride","river_center","scotlandville","zachary","total"
"201901","2019","January","10185","2107","4904","1905","1094","3567","3014","2522","2365","3657","321","1053","3453","2419","42566"
"201812","2018","December","7403","1566","3371","1510","765","2601","2162","1855","1596","2472","253","1336","2477","1775","31142"
"201811","2018","November","9028","1908","4113","1709","899","3370","2530","2243","2014","3020","361","1229","3276","2343","38043"
"201810","2018","October","10340","2250","4782","2071","1113","3966","3088","2873","2284","3450","418","1184","3776","2487","44082"
"201809","2018","September","10445","2043","4779","1960","1107","3637","3016","2816","2197","3319","404","998","3671","2632","43024"
"201808","2018","August","12395","2791","5749","2402","1402","4473","3822","3306","2768","4457","374","1094","4044","3337","52414"
"201807","2018","July","9408","2050","4001","2063","1024","3623","2815","2484","2132","3060","252","1025","2871","2459","39267"
"201806","2018","June","11187","2022","4231","2457","1203","3753","3440","2752","2209","3246","394","1104","3047","2518","43563"
"201805","2018","May","10610","2097","4346","1952","1215","3564","3201","2570","2002","3169","370","1030","3124","2538","41788"
"201804","2018","April","12631","2187","4958","2095","1391","3720","3382","2903","2671","3887","463","1012","4156","2830","48286"
"201803","2018","March","11021","1911","3975","1780","997","3215","2041","2549","2100","3200","391","1164","3263","2594","40201"
"201802","2018","February","11488","2428","4964","2371","1376","3916","6050","3206","2779","4072","394","1037","4063","2693","50837"
"201801","2018","January","10263","2170","4709","2144","1228","2313","6646","2893","2226","3348","293","1169","4119","2359","45880"
"201712","2017","December","8772","1977","3930","1900","955","3476","3003","698","2151","2878","283","1084","3180","2315","36602"
"201711","2017","November","10798","2188","4667","2119","1188","3789","3370","2586","2385","3294","393","1156","3686","2703","44322"
"201710","2017","October","13672","2687","5076","2480","1592","4605","3773","2479","2917","3978","486","1330","4365","3139","52579"
"201709","2017","September","12157","2330","4529","2285","1270","3901","3662","3486","2504","3677","356","1227","3938","2951","48273"
"201708","2017","August","12632","3127","6781","2780","1631","5020","4461","4246","3146","4308","436","1386","3335","3690","56979"
"201707","2017","July","12618","2823","5994","4235","1339","4461","4174","3678","2627","3650","361","1327","3538","3024","53849"
"201706","2017","June","12003","2608","5859","3116","1440","4810","4028","3615","2578","3464","467","1163","4383","2728","52262"
"201705","2017","May","10498","2766","5986","2334","1244","4043","3454","3905","2531","2683","437","932","3910","2634","47357"
"201704","2017","April","13383","2435","6273","2799","1623","4991","4089","3974","2616","3755","406","1264","4950","3020","55578"
"201703","2017","March","13056","2512","6563","2994","1712","4791","4019","4126","1775","3801","395","1150","4592","3153","54639"
"201702","2017","February","12921","2646","5568","2890","1682","4295","4000","3683","0","3549","311","872","4137","2722","49276"
"201701","2017","January","13066","2630","6132","2815","1597","4561","4247","3838","0","3462","326","1034","4372","2786","50866"
"201612","2016","December","11161","2303","4959","2399","1500","4019","4046","3275","0","2891","295","958","3449","2408","43663"
"201611","2016","November","12887","2553","5582","2528","1594","4544","4049","3742","0","3045","301","1143","4587","2657","49212"
"201610","2016","October","14462","3083","6155","2695","1940","5339","4558","4223","0","3754","386","1190","5080","3101","55966"
"201609","2016","September","13795","2865","5944","2745","2003","5148","4650","3871","0","3818","378","892","5136","3185","54430"
"201608","2016","August","10612","2124","5061","2507","1455","4536","3973","3101","1451","3269","293","780","4095","2844","46101"
"201607","2016","July","11744","2652","5373","2971","1459","5200","4418","3944","4030","3505","403","311","3948","2601","52559"
"201606","2016","June","12879","2952","6052","3089","1565","5309","4299","4495","4521","3865","507","1958","4302","2964","58757"
"201605","2016","May","11566","3082","5275","2510","1502","4950","3762","4145","4132","3652","520","2049","3578","2689","53412"
"201604","2016","April","12305","2784","5650","2679","1638","4618","3990","4418","3939","4249","532","1890","4662","2798","56152"
"201603","2016","March","11683","2724","5361","2468","1469","4544","3778","5081","4534","4170","634","1952","4976","2628","56002"
"201602","2016","February","12111","2972","5624","2548","1504","4718","4169","3752","3845","3939","514","2049","6170","2499","56414"
"201601","2016","January","11718","2969","5719","2665","1532","4727","4183","4145","3828","4264","570","2187","4719","2641","55867"
"201512","2015","December","10491","2582","4421","2640","1347","4639","3725","3554","3398","3445","541","2201","3481","2133","48598"
"201511","2015","November","11669","2628","5104","2707","1451","4647","3696","3835","3563","4013","520","1802","4516","2294","52445"
"201510","2015","October","12871","3089","5683","2953","1527","5726","4051","4279","3721","4445","562","2279","4132","2730","58048"
"201509","2015","September","13371","3144","5818","2876","1610","5589","4711","4644","2817","4487","481","2111","4902","2974","59535"
"201508","2015","August","12735","3269","6127","2812","1713","5505","4598","4531","4411","4782","590","2437","4683","3036","61229"
"201507","2015","July","11986","3015","6022","2889","1593","5347","4513","4250","3887","4259","467","2737","4006","2926","57897"
"201506","2015","June","11700","2872","6097","2994","1557","5182","4170","4332","3752","4356","488","2621","3816","2846","56783"
"201505","2015","May","10038","2667","5619","2480","1494","4912","4315","3921","3502","4035","450","2216","3510","2603","51762"
"201504","2015","April","10957","2931","5896","2779","1572","5182","4461","4524","3728","4220","500","2190","4341","2675","55956"
"201503","2015","March","11058","3022","6145","2688","1716","5498","4455","4501","3797","4525","489","2639","4486","3032","58051"
"201502","2015","February","10413","3084","5968","2726","1606","5252","4555","4297","3888","4317","533","2179","4536","2837","56191"
"201501","2015","January","10836","3310","6997","3127","1700","6126","5851","3694","4213","4970","602","2584","5002","3040","62052"
"201412","2014","December","9181","3038","5623","3005","1517","5167","5215","4093","3709","4064","489","2445","4037","2659","54242"
"201411","2014","November","8214","3061","6201","3423","1537","5505","5176","4715","4066","4486","477","2289","4869","2948","56967"
"201410","2014","October","10104","3922","7453","4388","2150","6395","6638","5594","5143","5810","665","2835","6146","3672","70915"
"201409","2014","September","10463","3994","8233","3869","2193","7562","6535","5513","4996","5697","685","2581","5609","3688","71618"
"201408","2014","August","9809","3917","7668","3802","1809","6494","6283","4475","5197","5787","782","2817","5835","3827","68502"
"201407","2014","July","10101","3737","7600","4637","2128","6560","6073","5037","5191","5559","644","3034","5290","3446","69037"
"201406","2014","June","10061","3837","7346","4617","2151","6208","5850","4878","4623","5328","655","2806","4796","3251","66407"
"201405","2014","May","8814","3750","6924","3781","2060","6202","5868","4449","3996","4894","669","2411","4699","3226","61743"
"201404","2014","April","8997","3714","7002","3795","1994","5864","5738","4613","4317","5041","656","2219","5421","3152","62523"
"201403","2014","March","9058","3522","7122","3933","2020","5547","5588","4517","4020","4949","759","2242","4966","3391","61634"
"201402","2014","February","8466","3941","7476","3796","2214","6280","5887","4463","4378","5131","746","2060","5372","3238","63448"
"201401","2014","January","2779","2662","6304","3223","1586","5760","5428","4365","3602","3806","638","1959","3634","2465","48211"
"201312","2013","December","8105","2985","5391","3536","1596","6028","4971","3704","3702","4091","703","2323","4584","2383","54102"
"201311","2013","November","10194","3164","6557","3999","1846","6514","5200","4141","3815","4604","736","2458","5718","2683","61629"
"201310","2013","October","12762","4010","7616","5128","2157","7494","6346","4661","4928","5944","802","2965","7009","3266","75088"
"201309","2013","September","12975","4132","7672","4904","2342","8133","6293","5167","5069","6151","789","2918","6799","3650","76994"
"201308","2013","August","12483","4342","8120","5677","2203","8111","6201","5442","4737","6505","773","3421","6809","3740","78564"
"201307","2013","July","11960","4328","8036","6398","2072","7433","6299","5199","4498","5785","767","3233","6401","3259","75668"
"201306","2013","June","11439","4264","7450","5111","1822","7096","5514","4565","4339","5490","785","2900","5733","3225","69733"
"201305","2013","May","11881","3731","7181","4560","1991","6601","5688","3254","4212","5686","707","2922","5724","3030","67168"
"201304","2013","April","12509","3679","7222","4236","2040","6057","5296","4066","4662","5985","627","2691","6060","3303","68433"
"201303","2013","March","12174","3342","4966","4016","1932","2883","5334","1013","4214","6138","418","2648","5952","3053","58083"
"201302","2013","February","12841","3670","6035","4289","2027","0","6124","0","4769","6120","472","2666","6826","3101","58940"
"201301","2013","January","14363","3177","1303","4664","1884","5191","6220","0","4676","5766","516","2347","6341","3135","59583"
