"the_geom","id","address_id","full_address","city","state","zip_code","address_authority","latitude","longitude"
"POINT (-91.092735910712 30.447895487606)","168","0","BILLBD 8888 AIRLINE HWY","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.173375932272 30.447765484435)","167","0","BILLBD 1503 NORTH BLVD","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.071575901004 30.367585470497)","365","0","BILLBD 13226 MEADOWLANE DR","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.103145910951 30.405005477623)","28","0","BILLBD 4675 ESSEN LN","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.166605930857 30.462805488096)","313","0","BILLBD 1630 POCAHONTAS ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.161440929259 30.450245485515)","349","0","BILLBD 2604 FLORIDA ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.060425902584 30.458875490948)","78","0","BILLBD 11179 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.137385922585 30.444535485329)","364","0","BILLBD 5035 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.159025927265 30.425385480469)","202","0","BILLBD 2929 PERKINS RD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.118575917369 30.451885487025)","232","0","BILLBD 7003 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.073195901352 30.370895471148)","203","0","BILLBD 8716 SIEGEN LN","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.188630937046 30.467845488712)","133","0","BILLBD 2400 N 3RD ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.182195933998 30.430595481068)","59","0","BILLBD 1824 HIGHLAND RD","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.172325931722 30.447625484996)","347","0","BILLBD 1690 NORTH BLVD","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.148250924307 30.423565480053)","384","0","BILLBD 2864 YAZOO ST","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.173403202225 30.511284766095)","57","0","BILLBD 6720 SCENIC HWY","BATON ROUGE","LOUISIANA","70807","BATON ROUGE","31","-91"
"POINT (-91.01137588421 30.360510471087)","169","0","BILLBD 14801 AIRLINE HWY","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.211165948467 30.577115511145)","377","0","BILLBD 14400 SCENIC HWY","BATON ROUGE","LOUISIANA","70807","PARISH","31","-91"
"POINT (-91.051935898737 30.423255483204)","13","0","BILLBD 3232 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.048455897854 30.431755485042)","265","0","BILLBD 12000 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.154795927561 30.452545486129)","127","0","BILLBD 500 N ACADIAN THWY","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.134675926681 30.555355508477)","212","0","BILLBD 5661 BROWNFIELDS DR","BATON ROUGE","LOUISIANA","70811","PARISH","31","-91"
"POINT (-91.171065931643 30.450095485121)","65","0","BILLBD 1719 FLORIDA ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.127515920648 30.456575488033)","103","0","BILLBD 6113 VILLA ASHLEY DR","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.126465915728 30.355985466222)","357","0","BILLBD 1557 GARDERE LN","BATON ROUGE","LOUISIANA","70820","PARISH","30","-91"
"POINT (-91.102375911202 30.418135481137)","329","0","BILLBD 7750 OFFICE PARK BLVD","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.121820726577 30.359012403954)","231","0","9528 BURBANK DR","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.102055908951 30.370895470851)","159","0","BILLBD 8748 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.166755932059 30.480325491873)","267","0","BILLBD 3540 HIAWATHA ST","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.052925898516 30.432265485505)","284","0","BILLBD 11631 N HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.113905919708 30.527525503208)","111","0","BILLBD 7524 HOOPER RD","BATON ROUGE","LOUISIANA","70811","PARISH","31","-91"
"POINT (-91.165255930551 30.461065487332)","183","0","BILLBD 2276 WILLOW ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.141565922767 30.422715480147)","35","0","BILLBD 2950 COLLEGE DR","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.048255895908 30.395265477336)","225","0","BILLBD 11855 AIRLINE HWY","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.101255913646 30.461155490269)","269","0","BILLBD 8287 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.098735909269 30.377575471871)","233","0","BILLBD 8101 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.179625933149 30.437885481842)","273","0","BILLBD 962 MYRTLE ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.04376589479 30.38811547617)","387","0","BILLBD 12485 AIRLINE HWY","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.105115922747 30.648625529881)","22","0","BILLBD 20150 PLANK RD","ZACHARY","LOUISIANA","70791","ZACHARY","31","-91"
"POINT (-91.111045914063 30.43076548349)","281","0","BILLBD 7415 CORPORATE BLVD","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.177375932326 30.434415482044)","38","0","BILLBD 945 LOUISE ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.064575901628 30.427905484181)","15","0","BILLBD 10795 MEAD RD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.173695931279 30.430935481181)","238","0","BILLBD 1220 E WASHINGTON ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.041175892729 30.359845470364)","323","0","BILLBD 16191 OLD PERKINS RD","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.166715931955 30.482745492086)","240","0","BILLBD 3764 PONTIAC ST","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.055299283759 30.411597212345)","324","0","BILLBD 11450 COURSEY BLVD","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.076975906075 30.456145489641)","310","0","BILLBD 9895 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.050935898934 30.432252485122)","381","0","BILLBD 11855 N HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.10554591097 30.388835474723)","149","0","BILLBD 8342 PERKINS RD","BATON ROUGE","LOUISIANA","70810","BATON ROUGE","30","-91"
"POINT (-91.130115919981 30.442505484991)","376","0","BILLBD 711 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.110785915011 30.435425484153)","124","0","BILLBD 1500 LOBDELL AVE","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.150235929008 30.507505498132)","211","0","BILLBD 6224 PLANK RD","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","31","-91"
"POINT (-91.12787592213 30.498445496552)","401","0","BILLBD 6310 MERRYDALE AVE","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.087965909326 30.45458048893)","191","0","BILLBD 577 OAK VILLA BLVD","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.17108593144 30.457125486298)","298","0","BILLBD 1760 FUQUA ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.066305899122 30.365365470993)","198","0","BILLBD 13796 PERKINS RD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.068835903222 30.434095485181)","144","0","BILLBD 10495 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.024185891619 30.429615485368)","146","0","BILLBD 14546 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.146335923442 30.417875479019)","164","0","BILLBD 4222 PERKINS RD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-90.995195879171 30.346415469143)","396","0","BILLBD 16165 AIRLINE HWY","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-90.985935885919 30.534755509215)","161","0","BILLBD 18750 MAGNOLIA BRIDGE RD","GREENWELL SPRINGS","LOUISIANA","70739","CENTRAL","31","-91"
"POINT (-91.034355891628 30.390655477322)","362","0","BILLBD 13460 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.041505894242 30.385955475565)","85","0","BILLBD 12555 AIRLINE HWY","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.129845920112 30.444025485596)","116","0","BILLBD 573 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.016565888387 30.409205482149)","270","0","BILLBD 4970 JONES CREEK RD","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.059605900583 30.428775484084)","276","0","BILLBD 10920 MEAD RD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.099453912902 30.45172548818)","37","0","BILLBD 8424 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.151095935641 30.663935531304)","219","0","BILLBD 6565 ZACHARY-SLAUGHTER HWY","ZACHARY","LOUISIANA","70791","ZACHARY","31","-91"
"POINT (-91.111490916326 30.473985492324)","289","0","BILLBD 7600 AIRLINE HWY","BATON ROUGE","LOUISIANA","70814","BATON ROUGE","30","-91"
"POINT (-91.146495927466 30.509035498373)","389","0","BILLBD 4388 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","31","-91"
"POINT (-91.078315908198 30.487095496285)","255","0","BILLBD 9726 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","BATON ROUGE","30","-91"
"POINT (-91.00212588715 30.46792549452)","148","0","BILLBD 16825 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70819","PARISH","30","-91"
"POINT (-91.118285919223 30.479715493485)","67","0","BILLBD 7171 WINBOURNE AVE","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.084725909292 30.473165492616)","61","0","BILLBD 2651 MONTERREY DR","BATON ROUGE","LOUISIANA","70814","BATON ROUGE","30","-91"
"POINT (-91.036735893432 30.41044548138)","378","0","BILLBD 12891 COURSEY BLVD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.167485932004 30.471445490048)","180","0","BILLBD 2623 POCAHONTAS ST","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.15779592734 30.424865479979)","74","0","BILLBD 3033 PERKINS RD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.0321758921 30.409155481461)","300","0","BILLBD 13180 COURSEY BLVD","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.267565968479 30.688695532533)","213","0","BILLBD 22120 SAMUELS RD","ZACHARY","LOUISIANA","70791","PARISH","31","-91"
"POINT (-91.165955930311 30.453765485871)","372","0","BILLBD 622 N 22ND ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.178895010525 30.423584781416)","121","0","BILLBD 2771 HIGHLAND RD","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.100395912564 30.452445487799)","223","0","BILLBD 8325 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.080920905965 30.421765481792)","176","0","BILLBD 9336 INTERLINE AVE","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.055245899477 30.43134548511)","192","0","BILLBD 11444 REULET AVE","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.137110921243 30.422325480527)","23","0","BILLBD 4646 CONSTITUTION AVE","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.056355899529 30.427545484206)","243","0","BILLBD 2510 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.098095912458 30.471455492157)","220","0","BILLBD 8536 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.005815882855 30.360495471782)","246","0","BILLBD 20280 HIGHLAND RD","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-90.996455885172 30.46724549438)","120","0","BILLBD 17331 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70819","PARISH","30","-91"
"POINT (-91.111025915036 30.443885486159)","175","0","BILLBD 654 LOBDELL AVE","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.077065904759 30.410545480072)","64","0","BILLBD 9724 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.137585921924 30.426785481227)","339","0","BILLBD 2374 COLLEGE DR","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.038165891821 30.351735468708)","256","0","BILLBD 17031 PERKINS RD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
