"the_geom","id","address_id","full_address","city","state","zip_code","address_authority","latitude","longitude"
"POINT (-91.024135891049 30.430285485856)","147","0","BILLBD 3255 MILLERVILLE RD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.038975891673 30.358795470511)","320","0","BILLBD 16205 OLD PERKINS RD","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.145805923161 30.417405478833)","340","0","BILLBD 4270 PERKINS RD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.093895912163 30.471555492309)","318","0","BILLBD 8784 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.082925906477 30.420995481996)","178","0","BILLBD 9224 INTERLINE AVE","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.178065930586 30.397085473475)","19","0","BILLBD 4383 NICHOLSON DR","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.108905915498 30.470585491227)","79","0","BILLBD 7700 AIRLINE HWY","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.085985906939 30.41984548119)","333","0","BILLBD 9059 INTERLINE AVE","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.036275897576 30.506275501487)","369","0","BILLBD 13450 GREENWELL SPRINGS RD","GREENWELL SPRINGS","LOUISIANA","70739","CENTRAL","31","-91"
"POINT (-91.092175909357 30.417585481089)","283","0","BILLBD 3460 SAN FELIPE DR","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.117885918829 30.482785494038)","236","0","BILLBD 7186 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.050290896674 30.394120477513)","385","0","BILLBD 11770 AIRLINE HWY","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.036515895879 30.462615492433)","226","0","BILLBD 13475 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.140925925374 30.498455496645)","53","0","BILLBD 5397 N FOSTER DR","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","30","-91"
"POINT (-91.158764616262 30.394572498006)","99","0","152 LEE DR","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.080065906051 30.430195483852)","288","0","BILLBD 9712 AIRLINE HWY","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.06505590218 30.435025485934)","68","0","BILLBD 10759 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.110905914286 30.434295483929)","317","0","BILLBD 1670 LOBDELL AVE","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.1730459316 30.429465481117)","272","0","BILLBD 1201 E HARRISON ST","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.048225893974 30.358005469525)","88","0","BILLBD 15717 PERKINS RD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.057465897933 30.377705473198)","244","0","BILLBD 11025 RIEGER RD","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.027885897339 30.540235509002)","241","0","BILLBD 10200 SULLIVAN RD","CENTRAL","LOUISIANA","70818","CENTRAL","31","-91"
"POINT (-91.13565592495 30.506745498004)","166","0","BILLBD 5455 AIRLINE HWY","BATON ROUGE","LOUISIANA","70811","BATON ROUGE","31","-91"
"POINT (-91.140135925636 30.50866549887)","200","0","BILLBD 5035 AIRLINE HWY","BATON ROUGE","LOUISIANA","70811","BATON ROUGE","31","-91"
"POINT (-91.053735897646 30.397625478103)","36","0","BILLBD 11450 AIRLINE HWY","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.058925899689 30.40344047883)","55","0","BILLBD 11020 AIRLINE HWY","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.083765909354 30.485455495257)","316","0","BILLBD 9409 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","PARISH","30","-91"
"POINT (-91.052985899081 30.437875486986)","107","0","BILLBD 11810 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.012565888201 30.440655488739)","328","0","BILLBD 16040 HATTERAS AVE","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.171115934415 30.50772549704)","311","0","BILLBD 6450 SCENIC HWY","BATON ROUGE","LOUISIANA","70805","BATON ROUGE","31","-91"
"POINT (-91.138135921524 30.41458547847)","294","0","BILLBD 4851 PERKINS RD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.057295898133 30.395995477665)","63","0","BILLBD 5801 SIEGEN LN","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.081325906911 30.433305485024)","194","0","BILLBD 9625 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.104595914261 30.45144548814)","43","0","BILLBD 8046 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.085905905173 30.371945471802)","66","0","BILLBD 11440 PERKINS RD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.091155906952 30.376685472345)","261","0","BILLBD 10761 PERKINS RD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.108775910946 30.357675467562)","97","0","BILLBD 9804 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.056075898036 30.400145478202)","285","0","BILLBD 11238 AIRLINE HWY","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.097284786468 30.416306285488)","402","0","8610 QUARTERS LAKE RD","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.0934359072 30.376845471767)","280","0","BILLBD 10380 PERKINS RD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.004795887597 30.461675493011)","45","0","BILLBD 16270 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.019825890226 30.439835488321)","292","0","BILLBD 2301 MILLERVILLE RD","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.083645906673 30.419655481993)","263","0","BILLBD 8939 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-90.998405884484 30.445045490235)","275","0","BILLBD 16572 COMMERCIAL AVE","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.04157589359 30.39177547757)","366","0","BILLBD 6638 PECUE LN","BATON ROUGE","LOUISIANA","70816","PARISH","30","-91"
"POINT (-91.072368118305 30.425625128362)","441","0","BILLBD 10332 PLAZA AMERICANA DR","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.146618550314 30.44453635759)","427","0","BILLBD 4149 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.034475681334 30.447073107554)","415","0","BILLBD 1215 S FLANNERY RD","BATON ROUGE","LOUISIANA","70815","PARISH","30","-91"
"POINT (-91.180208632154 30.446266968636)","403","0","165 S T.J. JEMISON BLVD","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.033411861548 30.435414780699)","443","0","BILLBD 13465 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.083072175455 30.43561919783)","435","0","BILLBD 9585 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.152333026465 30.422292998227)","430","0","BILLBD 3535 PERKINS RD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.021793666591 30.408400837275)","417","0","BILLBD 14041 COURSEY BLVD","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.159214535881 30.394870778427)","416","0","BILLBD 133 LEE DR","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.006611179775 30.358924701117)","422","0","BILLBD 15055 AIRLINE HWY","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.088476076488 30.416939398081)","425","0","BILLBD 8939 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.094634073535 30.401603600652)","419","0","BILLBD 8410 ONE CALAIS AVE","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.049188236165 30.498738204146)","404","0","12189 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","PARISH","30","-91"
"POINT (-91.149345935162 30.655185529614)","314","0","BILLBD 5328 ZACHARY-SLAUGHTER HWY","ZACHARY","LOUISIANA","70791","ZACHARY","31","-91"
"POINT (-91.018248148448 30.4088344649)","408","0","14355 COURSEY BLVD","BATON ROUGE","LOUISIANA","70817","PARISH","30","-91"
"POINT (-91.050565585959 30.460438010685)","444","0","BILLBD 11939 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.083395332191 30.420766011378)","438","0","BILLBD 9190 INTERLINE AVE","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.076034369061 30.426474274559)","407","0","10085 GWENADELLE DR","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.060324934906 30.379393457947)","418","0","BILLBD 10897 RIEGER RD","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.078195082854 30.421795335799)","409","0","9450 N INTERSTATE DR","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.098677146617 30.456034146191)","433","0","BILLBD 8484 AIRLINE HWY","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.093257264457 30.452736557357)","426","0","BILLBD 8878 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.163480630192 30.469708146905)","413","0","2450 PLANK RD","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.026904299969 30.438078846977)","429","0","13550 MILLERVILLE GREENS BLVD","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.085412856335 30.348640147805)","414","0","12791 BURBANK DR","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.036140650238 30.353456251232)","437","0","BILLBD 16560 OLD PERKINS RD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.05776325943 30.470882592943)","412","0","BILLBD 2398 N SHERWOOD FOREST DR","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.007828410802 30.425942378007)","423","0","BILLBD 2924 O'NEAL LN","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.059568008511 30.39373357837)","428","0","BILLBD 6212 SIEGEN LN","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.03723861873 30.354643099236)","436","0","BILLBD 16500 OLD PERKINS RD","BATON ROUGE","LOUISIANA","70810","PARISH","30","-91"
"POINT (-91.109975912966 30.395475475801)","405","0","7555 PERKINS RD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.097545698359 30.456207022605)","434","0","8503 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.106667631406 30.400495385325)","439","0","BILLBD 5230 ESSEN LN","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.057920898317 30.396291760663)","421","0","5960 SIEGEN LN, STE BB","BATON ROUGE","LOUISIANA","70809","PARISH","30","-91"
"POINT (-91.158896025727 30.393028263966)","411","0","5428 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
"POINT (-91.099675809523 30.45180434141)","424","0","BILLBD 8312 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","BATON ROUGE","30","-91"
"POINT (-91.085068609085 30.438488530939)","440","0","BILLBD 9469 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815","BATON ROUGE","30","-91"
"POINT (-91.050947273819 30.373233515514)","410","0","BILLBD 11575 RIEGER RD","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.007655887052 30.433605486891)","406","0","BILLBD 2434 O'NEAL LN","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.101770367384 30.406756735275)","431","0","BILLBD 7931 ONE CALAIS AVE","BATON ROUGE","LOUISIANA","70809","BATON ROUGE","30","-91"
"POINT (-91.187793491877 30.422143334491)","442","0","BILLBD 2820 NICHOLSON DR","BATON ROUGE","LOUISIANA","70802","BATON ROUGE","30","-91"
"POINT (-91.079662368547 30.43093590659)","420","0","BILLBD 9745 AIRLINE HWY","BATON ROUGE","LOUISIANA","70816","BATON ROUGE","30","-91"
"POINT (-91.132148019747 30.424794652063)","432","0","BILLBD 5522 CORPORATE BLVD","BATON ROUGE","LOUISIANA","70808","BATON ROUGE","30","-91"
