"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"S16626200124","2014-01-02T00:00:00.000","2616","Hy-Vee Food and Drug / Clinton","901 SOUTH 4TH ST","CLINTON","52732","POINT (-90.193204 41.836268000000004)","23","Clinton","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","434","Luxco-St Louis","45248","Paramount Gold Rum","6","1750","8.00","12.00","12","144.00","21.00","5.55"
"S16627300007","2014-01-02T00:00:00.000","3829","Gary's Foods / Mt Vernon","715  1ST AVE S","MOUNT VERNON","52314","POINT (-91.422487 41.916708)","57","Linn","1031080","VODKA 80 PROOF","260","Diageo Americas","37998","Smirnoff Vodka 80 Prf","6","1750","14.75","22.12","6","132.72","10.50","2.77"
"S16630700022","2014-01-02T00:00:00.000","2561","Hy-Vee Food Store / Fleur / DSM","4605 FLEUR DRIVE","DES MOINES","50321","POINT (-93.64494300000001 41.542748)","77","Polk","1011100","BLENDED WHISKIES","65","Jim Beam Brands","22786","Beam's 8 Star Bl Whiskey","12","750","3.46","5.19","12","62.28","9.00","2.38"
"S16623700016","2014-01-02T00:00:00.000","3769","Wal-Mart 0753 / Cedar Fall","525 BRANDILYNN BLVD","CEDAR FALLS","50613","POINT (-92.440394 42.485042)","07","Black Hawk","1062300","FLAVORED RUM","370","Pernod Ricard USA/Austin Nichols","42716","Malibu Coconut Rum","12","750","7.50","11.24","12","134.88","9.00","2.38"
"S16637600052","2014-01-02T00:00:00.000","2549","Hy-Vee Food Store / Indianola","910 N JEFFERSON","INDIANOLA","50125",,"91","Warren","1032200","IMPORTED VODKA - MISC","370","Pernod Ricard USA/Austin Nichols","34029","Absolut Citron (lemon Vodka)","12","1000","15.00","22.49","12","269.88","12.00","3.17"
"S16626900018","2014-01-02T00:00:00.000","4139","University Groceries","2121 UNIVERSITY AVE","DES MOINES","50314",,"77","Polk","1032200","IMPORTED VODKA - MISC","260","Diageo Americas","64722","Ciroc Peach","24","200","5.00","7.50","24","180.00","4.80","1.27"
"S16627100025","2014-01-02T00:00:00.000","2510","Hy-Vee Drugstore #3 / Cedar Rapids","2405 MT VERNON RD SE","CEDAR RAPIDS","52403","POINT (-91.632647 41.976952)","57","Linn","1032200","IMPORTED VODKA - MISC","395","Proximo","35964","Three Olives Loopy Flavored Vodka","12","750","11.17","16.76","5","83.80","3.75","0.99"
"S16629600047","2014-01-02T00:00:00.000","3920","Smokin' Joe's #11 Tobacco and Liquor","1606 CAMANCHE AVE","CLINTON","52732","POINT (-90.204748 41.827845)","23","Clinton","1081600","WHISKEY LIQUEUR","85","Brown-Forman Corporation","86884","Southern Comfort","24","375","4.54","6.80","1","6.80","0.38","0.10"
"S16627400041","2014-01-02T00:00:00.000","2953","Dahl's / E. Euclid","1320 E. EUCLID","DES MOINES","50316","POINT (-93.602851 41.627778)","77","Polk","1052010","IMPORTED GRAPE BRANDIES","420","Moet Hennessy USA, Inc.","48105","Hennessy VS","12","375","9.50","14.25","12","171.00","4.50","1.19"
"S16629800013","2014-01-02T00:00:00.000","4597","Quik Trip #523 / Army Post DM","850 ARMY POST RD","DES MOINES","50315","POINT (-93.62509300000002 41.526428)","77","Polk","1031200","VODKA FLAVORED","380","Phillips Beverage Company","41601","Uv Blue (raspberry) Vodka","12","375","3.45","5.18","4","20.72","1.50","0.40"
"S16637500053","2014-01-02T00:00:00.000","2552","Hy-Vee Food Store #3 / Cedar Rapids","20 WILSON AVENUE WEST","CEDAR RAPIDS","52404","POINT (-91.658577 41.955859)","57","Linn","1011100","BLENDED WHISKIES","65","Jim Beam Brands","25878","Sunny Brook Blend Whiskey","6","1750","7.87","11.80","6","70.80","10.50","2.77"
"S16636800087","2014-01-02T00:00:00.000","4829","Central City 2","1501 MICHIGAN AVE","DES MOINES","50314","POINT (-93.613739 41.60572)","77","Polk","1082900","MISC. IMPORTED CORDIALS & LIQUEURS","410","The Patron Spirits Company","64736","Citronge","12","750","13.75","20.63","12","247.56","9.00","2.38"
"S16616000013","2014-01-02T00:00:00.000","4050","Five Star Snacks and Liquor","437 SULLIVAN","WATERLOO","50701","POINT (-92.355915 42.487326)","07","Black Hawk","1041100","AMERICAN DRY GINS","370","Pernod Ricard USA/Austin Nichols","32234","Seagrams Extra Dry Gin","24","375","3.39","5.09","24","122.16","9.00","2.38"
"S16616500017","2014-01-02T00:00:00.000","2844","CVS Pharmacy #8547 / Iowa City","2425 MUSCATINE AVE","IOWA CITY","52240","POINT (-91.50008800000002 41.649547)","52","Johnson","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","35","Bacardi U.S.A., Inc.","43125","Bacardi Superior Rum Pet","12","750","7.54","11.31","12","135.72","9.00","2.38"
"S16624700001","2014-01-02T00:00:00.000","4269","Tipton Family Foods","610 CEDAR ST","TIPTON","52772","POINT (-91.128389 41.771753)","16","Cedar","1081390","IMPORTED SCHNAPPS","421","Sazerac Co., Inc.","69638","Dr. Mcgillicuddy's Cherry Schnapps","6","1750","14.66","21.99","6","131.94","10.50","2.77"
"S16636800101","2014-01-02T00:00:00.000","4829","Central City 2","1501 MICHIGAN AVE","DES MOINES","50314","POINT (-93.613739 41.60572)","77","Polk","1081200","CREAM LIQUEURS","260","Diageo Americas","68037","Bailey's Original Irish Cream","12","1000","17.25","25.88","36","931.68","36.00","9.51"
"S16640100006","2014-01-02T00:00:00.000","3909","D And S Grocery","104 SE  A ST","MELCHER-DALLAS","50163","POINT (-93.24163400000002 41.222471)","63","Marion","1031080","VODKA 80 PROOF","260","Diageo Americas","37997","Smirnoff Vodka 80 Prf","12","1000","9.25","13.87","12","166.44","12.00","3.17"
"S16638000023","2014-01-02T00:00:00.000","2612","Hy-Vee Store / Perry","1215  141 ST","PERRY","50220","POINT (-94.104501 41.830292)","25","Dallas","1012100","CANADIAN WHISKIES","115","Constellation Wine Company, Inc.","11586","Black Velvet Reserve","12","750","6.75","10.12","3","30.36","2.25","0.59"
"S16638100001","2014-01-02T00:00:00.000","2627","Hy-Vee Wine and Spirits #1","3424 MARTIN LUTHER KING JR PKW","DES MOINES","50310","POINT (-93.65129 41.626668)","77","Polk","1081700","DISTILLED SPIRITS SPECIALTY","384","Piedmont Distillers","76036","Midnight Moon Apple Pie","6","750","10.42","15.63","6","93.78","4.50","1.19"
"S16640200025","2014-01-02T00:00:00.000","2528","Hy-Vee Food Store #3 / Des Moines","3221 SE 14TH ST","DES MOINES","50315",,"77","Polk","1031080","VODKA 80 PROOF","205","E AND J GALLO WINERY","36969","New Amsterdam Vodka","12","750","6.90","10.35","12","124.20","9.00","2.38"
"S16640700057","2014-01-02T00:00:00.000","3698","Ingersoll Wine Merchants","1300  50TH ST","WEST DES MOINES","50266","POINT (-93.771159 41.590871)","77","Polk","1081900","MISC. AMERICAN CORDIALS & LIQUEURS","322","Prestige Wine and Spirits Group","75211","Kinky Liqueur","12","750","10.00","15.00","1","15.00","0.75","0.20"
"S16635800080","2014-01-02T00:00:00.000","4349","Southside Food Mart","1101 ARMY POST RD","DES MOINES","50315","POINT (-93.628783 41.526511)","77","Polk","1012200","SCOTCH WHISKIES","260","Diageo Americas","4616","Buchanan Special Reserve 18YR","6","750","39.07","58.61","3","175.83","2.25","0.59"
"S16635100129","2014-01-02T00:00:00.000","2595","Hy-Vee Wine and Spirits / Denison","1620  4TH AVE, SOUTH","DENISON","51442","POINT (-95.348601 42.012395)","24","Crawford","1081600","WHISKEY LIQUEUR","259","Heaven Hill Brands","86796","Southern Host Whiskey Liqueur","12","750","5.37","8.05","12","96.60","9.00","2.38"
"S16640900024","2014-01-02T00:00:00.000","2633","Hy-Vee #3 / BDI / Des Moines","3221 SE 14TH ST","DES MOINES","50320","POINT (-93.596754 41.554101)","77","Polk","1031200","VODKA FLAVORED","260","Diageo Americas","77375","Smirnoff Sorbet Light Mango Passion Fruit","12","750","8.25","12.37","1","12.37","0.75","0.20"
"S16632000149","2014-01-02T00:00:00.000","2587","Hy-Vee Food Store / Johnston","5750 MERLE HAY ROAD","JOHNSTON","50131","POINT (-93.697731 41.665172)","77","Polk","1042100","IMPORTED DRY GINS","35","Bacardi U.S.A., Inc.","28236","Bombay Sapphire Gin","12","750","13.64","20.46","3","61.38","2.25","0.59"
"S16612400016","2014-01-02T00:00:00.000","2633","Hy-Vee #3 / BDI / Des Moines","3221 SE 14TH ST","DES MOINES","50320","POINT (-93.596754 41.554101)","77","Polk","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","434","Luxco-St Louis","45277","Paramount White Rum","12","1000","4.59","6.89","36","248.04","36.00","9.51"
"S16626900024","2014-01-02T00:00:00.000","4139","University Groceries","2121 UNIVERSITY AVE","DES MOINES","50314",,"77","Polk","1051010","AMERICAN GRAPE BRANDIES","115","Constellation Wine Company, Inc.","53213","Paul Masson Grande Amber Brandy","24","200","1.78","2.67","24","64.08","4.80","1.27"
"S16640700051","2014-01-02T00:00:00.000","3698","Ingersoll Wine Merchants","1300  50TH ST","WEST DES MOINES","50266","POINT (-93.771159 41.590871)","77","Polk","1081390","IMPORTED SCHNAPPS","260","Diageo Americas","69946","Rumple Minze Peppermint Schnapps Liqueur","12","750","12.75","19.13","2","38.26","1.50","0.40"
"S16627900086","2014-01-02T00:00:00.000","2551","Hy-Vee Food Store / Chariton","2001 WEST COURT","CHARITON","50049",,"59","Lucas","1062300","FLAVORED RUM","65","Jim Beam Brands","44419","Cruzan Black Cherry Rum","12","750","6.83","10.25","2","20.50","1.50","0.40"
"S16619000014","2014-01-02T00:00:00.000","2956","Dahl's / Fleur Dr","4121 FLEUR DRIVE","DES MOINES","50300","POINT (-93.64492 41.546838)","77","Polk","1071100","AMERICAN COCKTAILS","395","Proximo","58838","Jose Cuervo Authentic Lime Margarita","6","1750","8.20","12.30","6","73.80","10.50","2.77"
"S16638800029","2014-01-02T00:00:00.000","2599","Hy-Vee Wine and Spirits / Coralville","1914 8TH STREET","CORALVILLE","52241","POINT (-91.590715 41.682013)","52","Johnson","1031080","VODKA 80 PROOF","301","Fifth Generation Inc.","38177","Titos Handmade Vodka","12","1000","11.92","17.88","12","214.56","12.00","3.17"
"S16630300005","2014-01-02T00:00:00.000","4829","Central City 2","1501 MICHIGAN AVE","DES MOINES","50314","POINT (-93.613739 41.60572)","77","Polk","1031200","VODKA FLAVORED","380","Phillips Beverage Company","41604","Uv Grape Vodka","12","750","6.50","9.74","24","233.76","18.00","4.76"
"S16626200197","2014-01-02T00:00:00.000","2616","Hy-Vee Food and Drug / Clinton","901 SOUTH 4TH ST","CLINTON","52732","POINT (-90.193204 41.836268000000004)","23","Clinton","1052010","IMPORTED GRAPE BRANDIES","389","REMY COINTREAU USA         .","49185","Remy Martin Vsop (flask)","12","375","10.08","15.12","5","75.60","1.88","0.50"
"S16633300055","2014-01-02T00:00:00.000","3773","Benz Distributing","501 7TH AVE SE","CEDAR RAPIDS","52401","POINT (-91.659875 41.97574)","57","Linn","1031200","VODKA FLAVORED","260","Diageo Americas","41797","Smirnoff Raspberry Vodka","12","1000","9.25","13.87","12","166.44","12.00","3.17"
"S16624200004","2014-01-02T00:00:00.000","4001","Wal-Mart 1787 / Carroll","2014 KITTY HAWK AVE","CARROLL","51401","POINT (-94.893501 42.081312)","14","Carroll","1062310","SPICED RUM","260","Diageo Americas","43338","Captain Morgan Spiced Rum","6","1750","16.75","25.62","6","153.72","10.50","2.77"
"S16625200145","2014-01-02T00:00:00.000","3692","Wilkie Liquors","724  1ST ST E","MT VERNON","52314","POINT (-91.960918 41.994458)","57","Linn","1081900","MISC. AMERICAN CORDIALS & LIQUEURS","322","Prestige Wine and Spirits Group","75211","Kinky Liqueur","12","750","10.00","15.00","3","45.00","2.25","0.59"
"S16630500091","2014-01-02T00:00:00.000","2593","Hy-Vee Food Store / Carroll","905 US HIGHWAY 30 WEST","CARROLL","51401","POINT (-94.853591 42.064155)","14","Carroll","1031200","VODKA FLAVORED","260","Diageo Americas","41806","Smirnoff Vanilla Vodka","12","750","8.25","12.37","3","37.11","2.25","0.59"
"S16639700088","2014-01-02T00:00:00.000","3925","Johncy's Liquor Store Inc","585 HWY 965 S  STE E","NORTH LIBERTY","52317","POINT (-91.60761 41.738129)","48","Iowa","1032200","IMPORTED VODKA - MISC","370","Pernod Ricard USA/Austin Nichols","34026","Absolut Peppar","12","750","11.49","17.24","4","68.96","3.00","0.79"
"S16640900190","2014-01-02T00:00:00.000","2633","Hy-Vee #3 / BDI / Des Moines","3221 SE 14TH ST","DES MOINES","50320","POINT (-93.596754 41.554101)","77","Polk","1022100","TEQUILA","65","Jim Beam Brands","89787","Sauza Gold","12","1000","11.55","17.32","36","623.52","36.00","9.51"
"S16636800100","2014-01-02T00:00:00.000","4829","Central City 2","1501 MICHIGAN AVE","DES MOINES","50314","POINT (-93.613739 41.60572)","77","Polk","1081030","COFFEE LIQUEURS","410","The Patron Spirits Company","67595","Patron Xo Cafe","6","750","14.50","21.75","6","130.50","4.50","1.19"
"S16631500039","2014-01-02T00:00:00.000","2665","Hy-Vee / Waukee","1005 E HICKMAN RD","WAUKEE","50263","POINT (-93.854477 41.615059)","25","Dallas","1031080","VODKA 80 PROOF","461","Campari(skyy)","37986","Skyy Vodka","12","750","10.01","15.01","12","180.12","9.00","2.38"
"S16632400016","2014-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","DES MOINES","50314","POINT (-93.619787 41.60566)","77","Polk","1052010","IMPORTED GRAPE BRANDIES","389","REMY COINTREAU USA         .","66296","Remy Martin V","6","750","20.84","31.26","2","62.52","1.50","0.40"
"S16622700225","2014-01-02T00:00:00.000","2512","Hy-Vee Wine and Spirits / Iowa City","1720 WATERFRONT DR","IOWA CITY","52240","POINT (-91.53046300000001 41.642764)","52","Johnson","1051010","AMERICAN GRAPE BRANDIES","205","E AND J GALLO WINERY","52582","E & J Vsop Superior Reserve","12","750","7.00","10.50","3","31.50","2.25","0.59"
"S16634900001","2014-01-02T00:00:00.000","4301","Sahota Food Mart","1805 SE 14TH ST","DES MOINES","50320","POINT (-93.59684900000002 41.57222)","77","Polk","1011100","BLENDED WHISKIES","260","Diageo Americas","25604","Seagrams 7 Crown Bl Whiskey","24","375","3.50","5.25","24","126.00","9.00","2.38"
"S16622700055","2014-01-02T00:00:00.000","2512","Hy-Vee Wine and Spirits / Iowa City","1720 WATERFRONT DR","IOWA CITY","52240","POINT (-91.53046300000001 41.642764)","52","Johnson","1011100","BLENDED WHISKIES","125","Cedar Ridge Vineyards,LLC","27512","Griff's Cowboy Whiskey","6","750","12.59","18.89","6","113.34","4.50","1.19"
"S16640900046","2014-01-02T00:00:00.000","2633","Hy-Vee #3 / BDI / Des Moines","3221 SE 14TH ST","DES MOINES","50320","POINT (-93.596754 41.554101)","77","Polk","1011100","BLENDED WHISKIES","260","Diageo Americas","27562","Seagrams Seven Crown Stone Cherry","12","750","8.18","12.27","12","147.24","9.00","2.38"
"S16632900042","2014-01-02T00:00:00.000","2564","Hy-Vee Food Store #4 / Waterloo","4000 UNIVERSITY","WATERLOO","50701","POINT (-92.403843 42.505197)","07","Black Hawk","1082900","MISC. IMPORTED CORDIALS & LIQUEURS","330","Gemini Spirits","66936","Grangala Triple Orange Liqueur","12","750","11.03","16.55","12","198.60","9.00","2.38"
"S16636800012","2014-01-02T00:00:00.000","4829","Central City 2","1501 MICHIGAN AVE","DES MOINES","50314","POINT (-93.613739 41.60572)","77","Polk","1012300","IRISH WHISKIES","370","Pernod Ricard USA/Austin Nichols","15677","Powers Irish Whiskey","12","1000","15.99","23.99","12","287.88","12.00","3.17"
"S16625800005","2014-01-02T00:00:00.000","4686","Sunny's Mart / Clinton","630 N 3rd ST","CLINTON","52732","POINT (-90.189909 41.850694000000004)","23","Clinton","1031080","VODKA 80 PROOF","300","Mccormick Distilling Company","36904","Mccormick Vodka Pet","24","375","1.80","2.69","24","64.56","9.00","2.38"
"S16612400027","2014-01-02T00:00:00.000","2633","Hy-Vee #3 / BDI / Des Moines","3221 SE 14TH ST","DES MOINES","50320","POINT (-93.596754 41.554101)","77","Polk","1081400","TRIPLE SEC","434","Luxco-St Louis","86251","Juarez Triple Sec","12","1000","2.21","3.31","12","39.72","12.00","3.17"
"S16626300076","2014-01-02T00:00:00.000","2487","Anamosa Family Foods","402 EAST MAIN","ANAMOSA","52205","POINT (-91.281344 42.108275)","53","Jones","1081900","MISC. AMERICAN CORDIALS & LIQUEURS","65","Jim Beam Brands","85526","Dekuyper Signature Blue Curacao","12","750","5.25","7.87","3","23.61","2.25","0.59"
"S16617900006","2014-01-02T00:00:00.000","2846","CVS Pharmacy #8443 / Cedar Rapids","3419 16th AVE SW","CEDAR RAPIDS","52404","POINT (-91.716615 41.963516)","57","Linn","1011100","BLENDED WHISKIES","260","Diageo Americas","25608","Seagrams 7 Crown Bl Whiskey","6","1750","11.96","17.93","6","107.58","10.50","2.77"
"S16629500004","2014-01-02T00:00:00.000","4969","Lake Liquors Wine and Spirits","910 N 8TH ST W","CLEAR LAKE","50428","POINT (-93.396651 43.142775)","17","Cerro Gordo","1022100","TEQUILA","55","Sazerac North America","88147","Montezuma White Tequila","12","1000","7.02","10.53","36","379.08","36.00","9.51"
"S16636100009","2014-01-02T00:00:00.000","4768","Kum & Go #777 / Urbandale","8228 DOUGLAS AVE","URBANDALE","50322","POINT (-93.731344 41.629152)","77","Polk","1022100","TEQUILA","395","Proximo","89191","Jose Cuervo Especial Reposado Tequila Mini","12","500","11.50","17.25","2","34.50","1.00","0.26"
"S16624100016","2014-01-02T00:00:00.000","3618","Wal-Mart 2716 / Cedar Rapids","3601 29TH AVE SW","CEDAR RAPIDS","52404","POINT (-91.718042 41.949215)","57","Linn","1031080","VODKA 80 PROOF","434","Luxco-St Louis","36308","Hawkeye Vodka","6","1750","7.17","10.76","18","193.68","31.50","8.32"
"S16640200072","2014-01-02T00:00:00.000","2528","Hy-Vee Food Store #3 / Des Moines","3221 SE 14TH ST","DES MOINES","50315",,"77","Polk","1031080","VODKA 80 PROOF","434","Luxco-St Louis","36304","Hawkeye Vodka","24","375","2.07","3.11","24","74.64","9.00","2.38"
"S16622700036","2014-01-02T00:00:00.000","2512","Hy-Vee Wine and Spirits / Iowa City","1720 WATERFRONT DR","IOWA CITY","52240","POINT (-91.53046300000001 41.642764)","52","Johnson","1062310","SPICED RUM","259","Heaven Hill Brands","43028","Admiral Nelson Spiced Rum","6","1750","11.55","17.32","6","103.92","10.50","2.77"
"S16629600098","2014-01-02T00:00:00.000","3920","Smokin' Joe's #11 Tobacco and Liquor","1606 CAMANCHE AVE","CLINTON","52732","POINT (-90.204748 41.827845)","23","Clinton","1012100","CANADIAN WHISKIES","55","Sazerac North America","12406","Canadian Ltd Whisky","12","750","3.84","6.01","2","12.02","1.50","0.40"
"S16630500122","2014-01-02T00:00:00.000","2593","Hy-Vee Food Store / Carroll","905 US HIGHWAY 30 WEST","CARROLL","51401","POINT (-94.853591 42.064155)","14","Carroll","1071100","AMERICAN COCKTAILS","395","Proximo","58868","Jose Cuervo Authentic Strawberry Margarita","6","1750","8.20","12.30","6","73.80","10.50","2.77"
"S16630000007","2014-01-02T00:00:00.000","4158","Fareway Stores #409 / Carroll","709 MONTEREY DR","CARROLL","51401","POINT (-94.850616 42.065252)","14","Carroll","1011100","BLENDED WHISKIES","297","Laird And Company","23828","Five Star","6","1750","7.46","11.19","6","67.14","10.50","2.77"
"S16617200093","2014-01-02T00:00:00.000","2285","John's Grocery","401 EAST MARKET ST","IOWA CITY","52240","POINT (-91.529854 41.663541)","52","Johnson","1012210","SINGLE MALT SCOTCH","305","MHW Ltd","5486","Macallan 12 Yr Single Malt Scotch","12","750","28.49","42.74","2","85.48","1.50","0.40"
"S16637500035","2014-01-02T00:00:00.000","2552","Hy-Vee Food Store #3 / Cedar Rapids","20 WILSON AVENUE WEST","CEDAR RAPIDS","52404","POINT (-91.658577 41.955859)","57","Linn","1062050","BARBADOS RUM","205","E AND J GALLO WINERY","42437","Shellback Silver","12","750","8.00","12.00","12","144.00","9.00","2.38"
"S16622700122","2014-01-02T00:00:00.000","2512","Hy-Vee Wine and Spirits / Iowa City","1720 WATERFRONT DR","IOWA CITY","52240","POINT (-91.53046300000001 41.642764)","52","Johnson","1081400","TRIPLE SEC","434","Luxco-St Louis","86507","Paramount Triple Sec","12","1000","3.75","5.62","12","67.44","12.00","3.17"
"S16631200012","2014-01-02T00:00:00.000","2572","Hy-Vee Food Store / Cedar Falls","6301 UNIVERSITY","CEDAR FALLS","50613","POINT (-92.435236 42.512789)","07","Black Hawk","1041100","AMERICAN DRY GINS","434","Luxco-St Louis","29728","Calvert Gin","6","1750","6.82","10.23","6","61.38","10.50","2.77"
"S16625500008","2014-01-02T00:00:00.000","2545","Hy-Vee Drugstore / Iowa City","310 N 1ST ST","IOWA CITY","52245","POINT (-91.528105 42.207428)","52","Johnson","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","434","Luxco-St Louis","45248","Paramount Gold Rum","6","1750","8.00","12.00","6","72.00","10.50","2.77"
"S16624300001","2014-01-02T00:00:00.000","4014","Wal-Mart 1732 / Denison","510 C AVE","DENISON","51442",,"24","Crawford","1062310","SPICED RUM","259","Heaven Hill Brands","43028","Admiral Nelson Spiced Rum","6","1750","11.55","17.32","6","103.92","10.50","2.77"
"S16625200119","2014-01-02T00:00:00.000","3692","Wilkie Liquors","724  1ST ST E","MT VERNON","52314","POINT (-91.960918 41.994458)","57","Linn","1032080","IMPORTED VODKA","260","Diageo Americas","36871","Ciroc Luxury Vodka","12","750","18.75","28.12","3","84.36","2.25","0.59"
"S16640700034","2014-01-02T00:00:00.000","3698","Ingersoll Wine Merchants","1300  50TH ST","WEST DES MOINES","50266","POINT (-93.771159 41.590871)","77","Polk","1031200","VODKA FLAVORED","260","Diageo Americas","41592","Smirnoff Lime Vodka","12","750","8.25","12.37","2","24.74","1.50","0.40"
"S16624000002","2014-01-02T00:00:00.000","3670","Wal-Mart 2827 / Coralville","2801 COMMERCE DR","CORALVILLE","52241","POINT (-91.610774 41.695806)","52","Johnson","1012100","CANADIAN WHISKIES","260","Diageo Americas","11296","Crown Royal","12","750","14.75","22.13","12","265.56","9.00","2.38"
"S16638000024","2014-01-02T00:00:00.000","2612","Hy-Vee Store / Perry","1215  141 ST","PERRY","50220","POINT (-94.104501 41.830292)","25","Dallas","1012100","CANADIAN WHISKIES","65","Jim Beam Brands","15248","Windsor Canadian Pet","6","1750","8.92","13.38","3","40.14","5.25","1.39"
"S16636800066","2014-01-02T00:00:00.000","4829","Central City 2","1501 MICHIGAN AVE","DES MOINES","50314","POINT (-93.613739 41.60572)","77","Polk","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","35","Bacardi U.S.A., Inc.","43127","Bacardi Superior Rum","12","1000","9.43","14.14","36","509.04","36.00","9.51"
"S16622600013","2014-01-02T00:00:00.000","4935","Ali's Liquor","1117 E 4TH ST","WATERLOO","50703","POINT (-92.332774 42.507683)","07","Black Hawk","1012100","CANADIAN WHISKIES","65","Jim Beam Brands","10628","Canadian Club Whisky","6","1750","15.75","23.62","6","141.72","10.50","2.77"
"S16623700012","2014-01-02T00:00:00.000","3769","Wal-Mart 0753 / Cedar Fall","525 BRANDILYNN BLVD","CEDAR FALLS","50613","POINT (-92.440394 42.485042)","07","Black Hawk","1062310","SPICED RUM","260","Diageo Americas","43338","Captain Morgan Spiced Rum","6","1750","16.75","25.62","12","307.44","21.00","5.55"
"S16637500022","2014-01-02T00:00:00.000","2552","Hy-Vee Food Store #3 / Cedar Rapids","20 WILSON AVENUE WEST","CEDAR RAPIDS","52404","POINT (-91.658577 41.955859)","57","Linn","1031080","VODKA 80 PROOF","297","Laird And Company","35918","Five O'clock Vodka","6","1750","7.20","10.79","12","129.48","21.00","5.55"
"S16635100045","2014-01-02T00:00:00.000","2595","Hy-Vee Wine and Spirits / Denison","1620  4TH AVE, SOUTH","DENISON","51442","POINT (-95.348601 42.012395)","24","Crawford","1022100","TEQUILA","410","The Patron Spirits Company","88290","Patron Silver Tequila","12","200","8.50","12.75","4","51.00","0.80","0.21"
"S16617200080","2014-01-02T00:00:00.000","2285","John's Grocery","401 EAST MARKET ST","IOWA CITY","52240","POINT (-91.529854 41.663541)","52","Johnson","1022100","TEQUILA","395","Proximo","89199","Jose Cuervo Especial Reposado Square","12","375","5.50","8.25","3","24.75","1.12","0.30"
"S16616900011","2014-01-02T00:00:00.000","3565","Hartig Drug Store #10","701 MORMON TREK BLVD","IOWA CITY","52246","POINT (-91.574025 41.651984)","52","Johnson","1031080","VODKA 80 PROOF","434","Luxco-St Louis","36306","Hawkeye Vodka","12","750","3.34","5.01","12","60.12","9.00","2.38"
"S16622700159","2014-01-02T00:00:00.000","2512","Hy-Vee Wine and Spirits / Iowa City","1720 WATERFRONT DR","IOWA CITY","52240","POINT (-91.53046300000001 41.642764)","52","Johnson","1012100","CANADIAN WHISKIES","65","Jim Beam Brands","10627","Canadian Club Whisky","12","1000","9.71","14.56","12","174.72","12.00","3.17"
"S16633300040","2014-01-02T00:00:00.000","3773","Benz Distributing","501 7TH AVE SE","CEDAR RAPIDS","52401","POINT (-91.659875 41.97574)","57","Linn","1081030","COFFEE LIQUEURS","370","Pernod Ricard USA/Austin Nichols","67527","Kahlua Coffee Liqueur","12","1000","15.25","22.87","12","274.44","12.00","3.17"
"S16636600015","2014-01-02T00:00:00.000","4140","Fareway Stores #900 / Euclid","100 EUCLID AVE","DES MOINES","50313","POINT (-93.618724 41.627684)","77","Polk","1031080","VODKA 80 PROOF","434","Luxco-St Louis","36306","Hawkeye Vodka","12","750","3.34","5.01","12","60.12","9.00","2.38"
"S16639700004","2014-01-02T00:00:00.000","3925","Johncy's Liquor Store Inc","585 HWY 965 S  STE E","NORTH LIBERTY","52317","POINT (-91.60761 41.738129)","48","Iowa","1011100","BLENDED WHISKIES","125","Cedar Ridge Vineyards,LLC","27512","Griff's Cowboy Whiskey","6","750","12.59","18.89","6","113.34","4.50","1.19"
"S16629100037","2014-01-02T00:00:00.000","2130","Sycamore Convenience","617 SYCAMORE","WATERLOO","50703","POINT (-92.335358 42.497854)","07","Black Hawk","1031200","VODKA FLAVORED","380","Phillips Beverage Company","41705","Uv Red (cherry) Vodka","12","1000","7.50","11.25","12","135.00","12.00","3.17"
"S16624700053","2014-01-02T00:00:00.000","4269","Tipton Family Foods","610 CEDAR ST","TIPTON","52772","POINT (-91.128389 41.771753)","16","Cedar","1081330","PEACH SCHNAPPS","434","Luxco-St Louis","82126","Arrow Peach Schnapps","12","750","4.09","6.14","3","18.42","2.25","0.59"
"S16624700045","2014-01-02T00:00:00.000","4269","Tipton Family Foods","610 CEDAR ST","TIPTON","52772","POINT (-91.128389 41.771753)","16","Cedar","1032080","IMPORTED VODKA","35","Bacardi U.S.A., Inc.","34433","Grey Goose Vodka","12","750","18.49","27.74","4","110.96","3.00","0.79"
"S16617500022","2014-01-02T00:00:00.000","2954","Dahl's / Ingersoll","3425 INGERSOLL","DES MOINES","50300","POINT (-93.663337 41.586313)","77","Polk","1062200","PUERTO RICO & VIRGIN ISLANDS RUM","125","Cedar Ridge Vineyards,LLC","46112","Cedar Ridge Dark Rum","6","750","17.50","26.25","3","78.75","2.25","0.59"
"S16624000020","2014-01-02T00:00:00.000","3670","Wal-Mart 2827 / Coralville","2801 COMMERCE DR","CORALVILLE","52241","POINT (-91.610774 41.695806)","52","Johnson","1011200","STRAIGHT BOURBON WHISKIES","65","Jim Beam Brands","19066","Jim Beam","12","750","9.70","14.95","24","358.80","18.00","4.76"
