"levy_authority_code","levy_authority_name","fiscal_year","urban_renewal_area_number","debt_title","debt_type","principal_remaining_prior_to_yearly_pymt","interest_remaining_prior_to_yearly_pymt","annual_appropriation","fiscal_year_debt_was_incurred","fiscal_year_debt_will_be_paid_in_full","coordinates"
"01G001","ADAIR","2021","01004","5th Street Bridge/Engineering","General Obligation Bonds/Notes","485000","148150","YES","2017-11-13T00:00:00.000","2032","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2021","01010","Wilson Welding","Rebates","500000","0","YES","2020-11-01T00:00:00.000","2029","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2021","01010","Interfund Loan- UR Director","Internal Loans","92000","0","YES","2018-11-14T00:00:00.000","2035","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2021","01004","Roads and Bridges","Internal Loans","311951","0","YES","2016-11-09T00:00:00.000","2024","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2021","01010","Interfund Loan for Housing Program","Internal Loans","165513","0","YES","2018-07-01T00:00:00.000","2035","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2021","01004","Downtown CDBG","Internal Loans","235000","0","YES","2015-11-18T00:00:00.000","2024","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2021","01010","Street Note","General Obligation Bonds/Notes","500000","29550","NO","2020-11-01T00:00:00.000","2024","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2020","1004","FY 2019 Internal Loan","Internal Loans","450000","0","YES","2017-11-29T00:00:00.000","2024","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2019","1004","5th Street Bridge/Engineering","General Obligation Bonds/Notes","470000","118470","NO","2013-11-13T00:00:00.000","2032","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2020","1010","Iowa Realty and Condo Project","Internal Loans","120000","0","YES","2018-11-14T00:00:00.000","2035","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2020","1004","5th Street Bridge/Engineering","General Obligation Bonds/Notes","485000","148150","YES","2017-11-13T00:00:00.000","2032","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2019","1010","Urban Renewal Internal Loan","Internal Loans","198162","0","YES","2018-07-01T00:00:00.000","2035","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2020","1004","FY 2017 Internal Loan","Internal Loans","8191","0","YES","2015-11-18T00:00:00.000","2024","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2020","1010","Interfund Loan for Housing Program","Internal Loans","513","0","YES","2018-07-01T00:00:00.000","2035","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2020","1010","Interfund Loan- UR Director","Internal Loans","28000","0","YES","2019-11-27T00:00:00.000","2035","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2019","1004","Downtown/Bridge Projects","Internal Loans","847257","0","YES","2015-11-18T00:00:00.000","2024","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2020","1004","FY 2018 Internal Loan","Internal Loans","235000","0","YES","2016-11-09T00:00:00.000","2024","POINT (-94.6435862 41.5005428)"
"01G001","ADAIR","2020","1010","Interfund Loan- UR Director","Internal Loans","28000","0","YES","2018-11-14T00:00:00.000","2035","POINT (-94.6435862 41.5005428)"
"01G003","FONTANELLE","2012","1005","11,000","Rebates","11000","0","YES","2012-11-13T00:00:00.000","2013","POINT (-94.561636 41.2897097)"
"01G003","FONTANELLE","2013","1005","Summerset Estates Rebate","Rebates","5300","0","YES","2012-11-13T00:00:00.000","2013","POINT (-94.561636 41.2897097)"
"01G004","GREENFIELD","2016","1002","ADCO Enterprises","Rebates","0","0","YES","2010-10-19T00:00:00.000","2025","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2015","1002","ADCO Enterprises","Rebates","152487","0","YES","2010-10-19T00:00:00.000","2025","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2017","1002","ADCO Enterprises","Rebates","144000","0","YES","2010-10-19T00:00:00.000","2025","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2012","1002","Opera House Loan","TIF Revenue Bonds/Notes","150000","68007","NO","2011-01-18T00:00:00.000","2027","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2013","1002","Public Square Improvements","General Obligation Bonds/Notes","300000","14508","NO","2007-11-05T00:00:00.000","2018","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2015","1002","Opera House Loan","TIF Revenue Bonds/Notes","139182","44924","NO","2011-01-18T00:00:00.000","2027","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2018","1002","Public Square Improvements","General Obligation Bonds/Notes","305000","3812","0","2007-11-05T00:00:00.000","2018","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2016","1002","Public Square Improvements","General Obligation Bonds/Notes","910000","20543","NO","2007-11-05T00:00:00.000","2018","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2014","1002","Public Square Improvements","General Obligation Bonds/Notes","1510000","46123","NO","2007-11-05T00:00:00.000","2018","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2014","1002","ADCO Enterprises","Rebates","315000","0","YES","2010-10-19T00:00:00.000","2025","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2012","1002","Public Square Improvements","General Obligation Bonds/Notes","1810000","60630","NO","2007-11-05T00:00:00.000","2018","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2017","1002","Public Square Improvements","General Obligation Bonds/Notes","315000","12285","NO","2007-11-05T00:00:00.000","2018","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2018","1002","Opera House Loan","Other Debt","8844","5027","0","2011-01-18T00:00:00.000","2027","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2013","1002","Opera House Loan","TIF Revenue Bonds/Notes","3459","3477","NO","2011-01-18T00:00:00.000","2027","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2015","1002","Public Square Improvements","General Obligation Bonds/Notes","1210000","32508","NO","2007-11-05T00:00:00.000","2018","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2016","1002","Opera House Loan","TIF Revenue Bonds/Notes","131488","41909","NO","2011-01-18T00:00:00.000","2027","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2012","1002","ADCO Enterprises","Rebates","5273","0","YES","2010-10-19T00:00:00.000","2025","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2014","1002","Opera House Loan","TIF Revenue Bonds/Notes","146541","54600","NO","2011-01-18T00:00:00.000","2027","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2017","1002","Opera House Loan","Other Debt","110711","30602","NO","2011-01-18T00:00:00.000","2027","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2018","1002","ADCO Enterprises","Rebates","16993","0","1","2010-10-19T00:00:00.000","2025","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2013","1002","ADCO Enterprises","Rebates","0","0","YES","2010-10-19T00:00:00.000","2025","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2021","01002","Opera House Loan","Other Debt","87515","313","NO","2011-01-18T00:00:00.000","2027","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2021","01002","ADCO Enterprises","Rebates","0","0","YES","2010-10-19T00:00:00.000","2025","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2019","1002","Opera House Loan","Other Debt","106259","25522","NO","2011-01-18T00:00:00.000","2027","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2020","1002","Public Square Improvements","General Obligation Bonds/Notes","0","0","NO","2007-11-05T00:00:00.000","2018","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2020","1002","Opera House Loan","Other Debt","97067","20842","NO","2011-01-18T00:00:00.000","2027","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2019","1002","Public Square Improvements","General Obligation Bonds/Notes","0","0","NO","2007-11-05T00:00:00.000","2018","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2020","1002","ADCO Enterprises","Rebates","106200","0","YES","2010-10-19T00:00:00.000","2025","POINT (-94.4613543 41.3052657)"
"01G004","GREENFIELD","2019","1002","ADCO Enterprises","Rebates","17251","0","YES","2010-10-19T00:00:00.000","2025","POINT (-94.4613543 41.3052657)"
"01G005","ORIENT","2014","1006","MUTUAL BONDS","TIF Revenue Bonds/Notes","25000","850","NO","2003-09-08T00:00:00.000","2014","POINT (-94.4146845 41.203044)"
"01G005","ORIENT","2017","1006","Interfund Loan - Electric","Internal Loans","8012","0","NO","2003-09-08T00:00:00.000","2017","POINT (-94.4146845 41.203044)"
"01G005","ORIENT","2012","1006","MUTUAL BONDS","TIF Revenue Bonds/Notes","20000","2580","NO","2003-09-08T00:00:00.000","2014","POINT (-94.4146845 41.203044)"
"01G005","ORIENT","2013","1006","MUTUAL BONDS","TIF Revenue Bonds/Notes","25000","850","NO","2003-09-08T00:00:00.000","2014","POINT (-94.4146845 41.203044)"
"03G011","LANSING","2014","3007","KNOLLS SUBDIVISION LLC","Rebates","93798","0","YES","2011-12-01T00:00:00.000","2022","POINT (-91.2165203 43.3621985)"
"03G011","LANSING","2013","3007","KNOLLS SUBDIVISION LLC","Rebates","100326","0","YES","2012-12-17T00:00:00.000","2021","POINT (-91.2165203 43.3621985)"
"03G011","LANSING","2017","3007","KNOLLS SUBDIVISION LLC","Rebates","55784","0","YES","2011-12-01T00:00:00.000","2022","POINT (-91.2165203 43.3621985)"
"03G011","LANSING","2018","3007","KNOLLS SUBDIVISION LLC","Rebates","37880","0","1","2011-12-01T00:00:00.000","2022","POINT (-91.2165203 43.3621985)"
"03G011","LANSING","2016","3007","KNOLLS SUBDIVISION LLC","Rebates","73929","0","YES","2011-12-01T00:00:00.000","2022","POINT (-91.2165203 43.3621985)"
"03G011","LANSING","2015","3007","KNOLLS SUBDIVISION LLC","Rebates","87401","0","YES","2011-12-01T00:00:00.000","2022","POINT (-91.2165203 43.3621985)"
"03G011","LANSING","2012","3007","KNOLLS SUBDIVISION LLC","Rebates","101325","0","YES","2009-01-01T00:00:00.000","2021","POINT (-91.2165203 43.3621985)"
"03G011","LANSING","2021","03007","KNOLL'S SUBDIVISION LLC","Rebates","0","0","YES","2010-01-18T00:00:00.000","2019","POINT (-91.2165203 43.3621985)"
"03G011","LANSING","2019","3007","KNOLL'S SUBDIVISION LLC","Rebates","35877","0","YES","2010-01-18T00:00:00.000","2019","POINT (-91.2165203 43.3621985)"
"03G011","LANSING","2020","3007","KNOLL'S SUBDIVISION LLC","Rebates","0","0","YES","2010-01-18T00:00:00.000","2019","POINT (-91.2165203 43.3621985)"
"03G013","POSTVILLE","2017","3005","12 GO BOND","General Obligation Bonds/Notes","44246","276","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2018","3002","GO 2017B Refinance","General Obligation Bonds/Notes","240000","10954","1","2017-07-12T00:00:00.000","2021","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2016","3005","12 GO BOND","General Obligation Bonds/Notes","130800","1642","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2012","3005","265419","General Obligation Bonds/Notes","244350","21069","YES","2002-06-01T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2015","3005","12 GO BOND","General Obligation Bonds/Notes","130800","1642","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2017","3002","06 Bond","General Obligation Bonds/Notes","275000","29583","YES","2006-08-01T00:00:00.000","2021","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2013","3005","12 GO BOND","General Obligation Bonds/Notes","216000","7491","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2017","3002","12 Bond","General Obligation Bonds/Notes","205000","1281","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2016","3002","06 Bond","General Obligation Bonds/Notes","365000","53040","YES","2006-08-01T00:00:00.000","2021","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2014","3002","12 Bond","General Obligation Bonds/Notes","320200","11065","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2017","22011","12 GO Bond","General Obligation Bonds/Notes","37600","235","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2018","22011","12 GO Bond","General Obligation Bonds/Notes","0","0","1","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2018","3002","Internal Loan Water Fund","Internal Loans","108000","0","0","2015-02-09T00:00:00.000","2020","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2013","22011","12 GO Bond","General Obligation Bonds/Notes","184000","6381","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2015","3002","12 Bond","General Obligation Bonds/Notes","242050","3041","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2012","3002","630290","General Obligation Bonds/Notes","515000","115290","YES","2006-08-01T00:00:00.000","2021","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2016","22011","12 GO Bond","General Obligation Bonds/Notes","74750","702","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2017","3002","Internal Loan Water Fund","Internal Loans","108000","0","NO","2015-02-09T00:00:00.000","2020","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2016","3002","Internal Loan Water Fund","Internal Loans","128000","0","NO","2016-06-13T00:00:00.000","2020","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2014","3002","06 Bond","General Obligation Bonds/Notes","305000","106080","YES","2006-08-01T00:00:00.000","2021","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2018","3002","Internal Loan Water Fund","Internal Loans","62000","0","0","2015-02-09T00:00:00.000","2020","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2015","3002","06 Bond","General Obligation Bonds/Notes","140000","53040","YES","2006-08-01T00:00:00.000","2021","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2014","22011","12 GO Bond","General Obligation Bonds/Notes","111450","1398","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2013","3002","06 Bond","General Obligation Bonds/Notes","220000","388690","YES","2006-08-01T00:00:00.000","2021","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2012","3002","797227","General Obligation Bonds/Notes","722840","74387","YES","2002-06-01T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2018","3005","INTERFUND LOAN","Internal Loans","20000","0","0","2016-06-01T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2017","3002","Internal Loan Water Fund","Internal Loans","62000","0","NO","2015-02-09T00:00:00.000","2020","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2017","3005","INTERFUND LOAN","Internal Loans","20000","0","NO","2016-06-01T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2018","3002","Internal Loan Water Fund","Internal Loans","128000","0","0","2016-02-08T00:00:00.000","2020","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2013","3002","12 Bond","General Obligation Bonds/Notes","400000","13872","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2018","3005","12 GO BOND","General Obligation Bonds/Notes","0","0","1","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2014","3005","12 GO BOND","General Obligation Bonds/Notes","173350","2725","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2012","22011","226098","General Obligation Bonds/Notes","208150","17948","YES","2002-06-01T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2015","22011","12 GO Bond","General Obligation Bonds/Notes","112848","1398","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2016","3002","12 Bond","General Obligation Bonds/Notes","194400","2132","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2017","3002","Internal Loan Water Fund","Internal Loans","128000","0","NO","2016-02-08T00:00:00.000","2020","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2021","03002","Internal Loan Water Fund","Internal Loans","11000","0","NO","2015-02-09T00:00:00.000","2021","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2021","03002","Internal Loan Water Fund","Internal Loans","128000","0","NO","2016-02-08T00:00:00.000","2022","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2021","22011","12 GO Bond","General Obligation Bonds/Notes","0","0","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2021","03002","Internal Loan Water Fund","Internal Loans","62000","0","NO","2015-02-09T00:00:00.000","2022","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2021","03002","GO 2017B Refinance","General Obligation Bonds/Notes","60000","600","YES","2017-07-12T00:00:00.000","2021","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2020","3002","Internal Loan Water Fund","Internal Loans","62000","0","NO","2015-02-09T00:00:00.000","2022","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2019","3002","Internal Loan Water Fund","Internal Loans","62000","0","NO","2015-02-09T00:00:00.000","2022","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2020","3002","Internal Loan Water Fund","Internal Loans","128000","0","NO","2016-02-08T00:00:00.000","2022","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2019","3002","Internal Loan Water Fund","Internal Loans","63000","0","NO","2015-02-09T00:00:00.000","2020","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2020","22011","12 GO Bond","General Obligation Bonds/Notes","0","0","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2019","3002","GO 2017B Refinance","General Obligation Bonds/Notes","121800","1800","YES","2017-07-12T00:00:00.000","2021","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2020","3002","GO 2017B Refinance","General Obligation Bonds/Notes","120000","2400","YES","2017-07-12T00:00:00.000","2021","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2019","3002","Internal Loan Water Fund","Internal Loans","128000","0","NO","2016-02-08T00:00:00.000","2022","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2020","3002","Internal Loan Water Fund","Internal Loans","63000","0","NO","2015-02-09T00:00:00.000","2020","POINT (-91.5682015 43.084702)"
"03G013","POSTVILLE","2019","22011","12 GO Bond","General Obligation Bonds/Notes","0","0","YES","2012-08-29T00:00:00.000","2017","POINT (-91.5682015 43.084702)"
"03G015","WAUKON","2016","3001","Former Penney's Bldg- re-roof","Internal Loans","50000","0","NO","2015-09-23T00:00:00.000","2015","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2009 Internal Loan - 1","Internal Loans","142348","0","NO","2010-07-06T00:00:00.000","2012","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","2013 - Internal Loan - 4  Library","Internal Loans","315150","0","NO","2012-10-01T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2017","3001","2015 G.O. - Refunding of 2006 GO Wellness","General Obligation Bonds/Notes","2225000","237015","YES","2015-10-20T00:00:00.000","2026","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2011 G. O. Bonds / Utilities","General Obligation Bonds/Notes","925000","371380","NO","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2017","3001","Innovative Ag Tax Rebate -1","Rebates","65073","0","YES","2010-06-14T00:00:00.000","2022","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","Innovative Ag Tax Rebate- 2","Rebates","240000","0","1","2014-08-08T00:00:00.000","2022","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","2013 - Westside G.O. Anticipation Note","General Obligation Bonds/Notes","215044","4557","NO","2013-06-10T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2016","3001","2015 G.O. - Refunding of 2006 GO Wellness","General Obligation Bonds/Notes","2225000","259497","NO","2015-10-20T00:00:00.000","2026","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","2014 - Internal Loan - Attorney Fees","Internal Loans","8150","0","NO","2014-06-16T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","2014 - Fire Station $320,000 Loan","General Obligation Bonds/Notes","232000","0","0","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2012 Internal Loan - 3","Internal Loans","50000","0","NO","2012-03-05T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2013 - Internal Loan -  2 DOT","Internal Loans","98524","0","NO","2013-06-17T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","Fire Station (Equalization Payment)","Internal Loans","0","46657","0","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2016","3001","2011 G. O. Bonds / Sports Complex","General Obligation Bonds/Notes","110000","14350","NO","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","2015 G.O. - Refunding of 2006 GO Wellness","General Obligation Bonds/Notes","2015000","200393","0","2015-10-20T00:00:00.000","2026","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","2014 - Fire Station","General Obligation Bonds/Notes","750000","71000","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","Fareway Tax Rebate - 2","Rebates","51348","0","NO","2011-11-28T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2013 - Internal Loan - 3 (2013 Atty Fees)","Internal Loans","16967","0","NO","2013-06-17T00:00:00.000","2013","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2015","3001","2014 - Fire Station $360,000 Loan","General Obligation Bonds/Notes","360000","0","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2014","3001","2005 G. O. Bonds - Clinic","General Obligation Bonds/Notes","1002606","0","NO","2005-05-20T00:00:00.000","2025","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2012 Internal Loan - 3 WWHomestead","Internal Loans","50000","0","NO","2012-03-05T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2015","3001","Aveka - co-sign loan","TIF Revenue Bonds/Notes","175160","0","NO","2015-04-20T00:00:00.000","2020","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","2010 Internal Loan - 1  CMart","Internal Loans","0","0","NO","2010-10-18T00:00:00.000","2012","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2016","3001","2011 G. O. Bonds / Utilities","General Obligation Bonds/Notes","855000","312694","NO","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2013","3001","Fareway Tax Rebate - 2","Rebates","24584","0","NO","2011-11-28T00:00:00.000","2014","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2015","3001","2014 - Fire Station - $70,000 Loan","General Obligation Bonds/Notes","70000","12466","NO","2014-06-02T00:00:00.000","2024","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2016","3001","Legal Fees - FY 2016","Internal Loans","740","0","YES","2015-07-01T00:00:00.000","2016","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2017","3001","2011 G. O. Bonds / Sports Complex","General Obligation Bonds/Notes","100000","14360","YES","2011-06-06T00:00:00.000","2031","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2015","3001","Innovative Ag Tax Rebate -1","Rebates","99558","0","YES","2010-06-14T00:00:00.000","2022","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2012","3001","2010 Internal Loan - 3","Internal Loans","75473","0","NO","2010-05-17T00:00:00.000","2012","POINT (-91.47569500000002 43.2694208)"
"03G015","WAUKON","2018","3001","2005 G. O. Bonds - Clinic","General Obligation Bonds/Notes","728081","145092","0","2005-05-20T00:00:00.000","2025","POINT (-91.47569500000002 43.2694208)"
