"levy_authority_code","levy_authority_name","fiscal_year","urban_renewal_area_number","debt_title","debt_type","principal_remaining_prior_to_yearly_pymt","interest_remaining_prior_to_yearly_pymt","annual_appropriation","fiscal_year_debt_was_incurred","fiscal_year_debt_will_be_paid_in_full","coordinates"
"04G016","CENTERVILLE","2013","4001","ADMINSTRATIVE EXPENSES","Internal Loans","651","0","NO","2010-12-01T00:00:00.000","2013","POINT (-92.8740876 40.7341804)"
"04Z001","SUNDOWN LAKE RIZ","2021","04002","TIIZ Certificates Series 2017B","TIF Revenue Bonds/Notes","861000","101043","NO","2017-09-06T00:00:00.000","2026","POINT (-92.8686104 40.7431635)"
"04Z001","SUNDOWN LAKE RIZ","2021","04002","TIIZ Certificates Series 2019","TIF Revenue Bonds/Notes","940000","0","NO","2019-08-28T00:00:00.000","2028","POINT (-92.8686104 40.7431635)"
"04Z001","SUNDOWN LAKE RIZ","2019","4002","TIIZ Certificates Series 2017B","TIF Revenue Bonds/Notes","1120000","190766","NO","2017-09-06T00:00:00.000","2026","POINT (-92.8686104 40.7431635)"
"04Z001","SUNDOWN LAKE RIZ","2020","4002","TIIZ Certificates Series 2017B","TIF Revenue Bonds/Notes","1007000","33967","NO","2017-09-06T00:00:00.000","2026","POINT (-92.8686104 40.7431635)"
"04Z001","SUNDOWN LAKE RIZ","2020","4002","TIIZ Certificates Series 2019","TIF Revenue Bonds/Notes","940000","0","NO","2019-08-28T00:00:00.000","2028","POINT (-92.8686104 40.7431635)"
"05G027","AUDUBON","2015","5001","Park Stage","Other Debt","62204","0","NO","2011-05-10T00:00:00.000","2016","POINT (-94.93248680000002 41.7180421)"
"05G027","AUDUBON","2013","5003","Third Ave Paving Bonds","TIF Revenue Bonds/Notes","140000","9330","YES","2003-12-08T00:00:00.000","2014","POINT (-94.93248680000002 41.7180421)"
"05G027","AUDUBON","2014","5001","Rec Center","Other Debt","180000","0","YES","2013-04-08T00:00:00.000","2023","POINT (-94.93248680000002 41.7180421)"
"05G027","AUDUBON","2013","5001","Rec Center","Other Debt","200000","0","YES","2013-04-08T00:00:00.000","2023","POINT (-94.93248680000002 41.7180421)"
"05G027","AUDUBON","2012","5001","Downtown Grants","Other Debt","52000","0","NO","2011-10-24T00:00:00.000","2012","POINT (-94.93248680000002 41.7180421)"
"05G027","AUDUBON","2015","5001","Rec Center","Other Debt","180000","0","YES","2013-04-08T00:00:00.000","2023","POINT (-94.93248680000002 41.7180421)"
"05G027","AUDUBON","2012","5003","Third Ave Paving Bonds","TIF Revenue Bonds/Notes","205000","16300","YES","2003-12-08T00:00:00.000","2014","POINT (-94.93248680000002 41.7180421)"
"05G027","AUDUBON","2017","5001","Rec Center","Rebates","140000","0","YES","2013-04-08T00:00:00.000","2023","POINT (-94.93248680000002 41.7180421)"
"05G027","AUDUBON","2014","5003","Third Ave Paving Bonds","TIF Revenue Bonds/Notes","70000","8300","YES","2003-12-08T00:00:00.000","2014","POINT (-94.93248680000002 41.7180421)"
"05G027","AUDUBON","2016","5001","Rec Center","Rebates","160000","0","YES","2013-04-08T00:00:00.000","2023","POINT (-94.93248680000002 41.7180421)"
"05G027","AUDUBON","2018","5001","Rec Center","Rebates","100000","0","1","2013-04-08T00:00:00.000","2023","POINT (-94.93248680000002 41.7180421)"
"05G027","AUDUBON","2014","5001","Park Stage","Other Debt","62347","0","NO","2011-05-10T00:00:00.000","2016","POINT (-94.93248680000002 41.7180421)"
"05G027","AUDUBON","2021","05001","Rec Center","Other Debt","100000","0","NO","2018-02-15T00:00:00.000","2021","POINT (-94.9324868 41.7180421)"
"05G027","AUDUBON","2019","5001","Rec Center","Rebates","0","0","YES","2013-04-08T00:00:00.000","2023","POINT (-94.93248680000002 41.7180421)"
"05G029","EXIRA","2021","05004","Catalyst Grant Match","Internal Loans","2500","0","YES","2021-11-30T00:00:00.000","2023","POINT (-94.8755397 41.5908207)"
"05G029","EXIRA","2021","05004","H2B Rebate","Internal Loans","13140","0","YES","2021-11-30T00:00:00.000","2023","POINT (-94.8755397 41.5908207)"
"05G029","EXIRA","2021","05004","Workforce Housing Grant","Internal Loans","20000","0","YES","2021-11-30T00:00:00.000","2025","POINT (-94.8755397 41.5908207)"
"05G029","EXIRA","2021","05004","Legal","Internal Loans","2500","0","YES","2020-06-30T00:00:00.000","2021","POINT (-94.8755397 41.5908207)"
"05G029","EXIRA","2021","05004","Sewer Study","Internal Loans","25000","0","YES","2021-11-30T00:00:00.000","2024","POINT (-94.8755397 41.5908207)"
"05G029","EXIRA","2021","05004","CDBG Housing Rehab","Internal Loans","1000","0","YES","2021-11-30T00:00:00.000","2023","POINT (-94.8755397 41.5908207)"
"05G029","EXIRA","2020","5900","Legal Expenses","Internal Loans","2500","0","YES","2019-11-26T00:00:00.000","2021","POINT (-94.8810861 41.5919759)"
"06G032","ATKINS","2012","6001","2007 G O Bonds","General Obligation Bonds/Notes","1810000","601319","YES","2007-01-10T00:00:00.000","2026","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2014","6001","2010 G O Bonds","General Obligation Bonds/Notes","1120000","394841","YES","2010-05-06T00:00:00.000","2027","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2013","6001","2010 G O Bonds","General Obligation Bonds/Notes","155000","453553","YES","2010-05-06T00:00:00.000","2027","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2016","6001","Cardinal Ave Ext","Internal Loans","0","0","YES","2014-06-30T00:00:00.000","2015","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2014","6001","2007 G O Bonds","General Obligation Bonds/Notes","1510000","489044","YES","2007-01-10T00:00:00.000","2026","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2012","6001","City Hall/Library","General Obligation Bonds/Notes","700000","100604","YES","2011-11-01T00:00:00.000","2020","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2018","6001","2016AG O Bonds","General Obligation Bonds/Notes","955000","141437","1","2010-05-06T00:00:00.000","2027","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2015","6001","City Hall/Library","General Obligation Bonds/Notes","455000","46750","YES","2011-11-01T00:00:00.000","2020","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2017","6001","2010 G O Bonds","General Obligation Bonds/Notes","0","0","YES","2010-05-06T00:00:00.000","2027","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2018","6002","KEG Properties","Rebates","0","0","1","2015-05-19T00:00:00.000","2022","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2014","6001","City Hall/Library","General Obligation Bonds/Notes","540000","61600","YES","2011-11-01T00:00:00.000","2020","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2016","6001","City Hall/Library","General Obligation Bonds/Notes","455000","38225","YES","2011-11-01T00:00:00.000","2020","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2017","6001","Cardinal Ave Ext","Internal Loans","0","0","YES","2014-06-30T00:00:00.000","2015","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2017","6001","2007 G O Bonds","General Obligation Bonds/Notes","0","0","YES","2007-01-10T00:00:00.000","2026","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2013","6001","City Hall/Library","General Obligation Bonds/Notes","540000","53075","YES","2011-11-01T00:00:00.000","2020","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2015","6001","Cardinal Ave Ext","Internal Loans","171733","0","YES","2014-06-30T00:00:00.000","2015","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2015","6001","2007 G O Bonds","General Obligation Bonds/Notes","1390000","424261","YES","2007-01-10T00:00:00.000","2026","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2016","6001","2007 G O Bonds","General Obligation Bonds/Notes","1390000","388771","YES","2007-01-10T00:00:00.000","2026","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2018","6001","2016 GO Bond","General Obligation Bonds/Notes","1750000","370640","1","2016-07-08T00:00:00.000","2036","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2018","6001","2015A G O Bonds","General Obligation Bonds/Notes","1215000","147532","1","2007-01-10T00:00:00.000","2026","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2012","6001","2010 G O Bonds","General Obligation Bonds/Notes","1250000","468627","YES","2010-05-06T00:00:00.000","2027","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2015","6001","2010 G O Bonds","General Obligation Bonds/Notes","1050000","348358","YES","2010-05-06T00:00:00.000","2027","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2016","6001","2010 G O Bonds","General Obligation Bonds/Notes","1050000","324305","YES","2010-05-06T00:00:00.000","2027","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2013","6001","2007 G O Bonds","General Obligation Bonds/Notes","65000","370787","YES","2007-01-10T00:00:00.000","2026","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2017","6001","City Hall/Library","General Obligation Bonds/Notes","0","0","YES","2011-11-01T00:00:00.000","2020","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2021","06001","2016AG O Bonds","General Obligation Bonds/Notes","700000","93555","NO","2010-05-06T00:00:00.000","2027","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2021","06001","2015A G O Bonds","General Obligation Bonds/Notes","830000","73251","NO","2007-01-10T00:00:00.000","2026","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2021","06001","2016 GO Bond","General Obligation Bonds/Notes","1595000","302180","NO","2016-07-08T00:00:00.000","2036","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2021","06001","Stone Ridge 3rd & 4th Additions","Rebates","0","0","YES","2021-08-01T00:00:00.000","2035","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2019","6001","2016AG O Bonds","General Obligation Bonds/Notes","840000","101943","YES","2010-05-06T00:00:00.000","2027","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2020","6001","2015A G O Bonds","General Obligation Bonds/Notes","960000","95478","YES","2007-01-10T00:00:00.000","2026","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2020","6001","2016 GO Bond","General Obligation Bonds/Notes","1595000","302180","YES","2016-07-08T00:00:00.000","2036","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2019","6001","2016 GO Bond","General Obligation Bonds/Notes","1673000","335640","YES","2016-07-08T00:00:00.000","2036","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2019","6001","2015A G O Bonds","General Obligation Bonds/Notes","1085000","120205","YES","2007-01-10T00:00:00.000","2026","POINT (-91.8621262 41.9969436)"
"06G032","ATKINS","2020","6001","2016AG O Bonds","General Obligation Bonds/Notes","770000","106920","YES","2010-05-06T00:00:00.000","2027","POINT (-91.8621262 41.9969436)"
"06G033","BELLE PLAINE","2018","6003","Downtown Streetscape","General Obligation Bonds/Notes","1390000","331800","0","2011-05-03T00:00:00.000","2028","POINT (-92.2782405 41.896941700000006)"
"06G033","BELLE PLAINE","2013","6003","Downtown Streetscape","General Obligation Bonds/Notes","1900000","630243","NO","2011-05-03T00:00:00.000","2028","POINT (-92.2782405 41.896941700000006)"
"06G033","BELLE PLAINE","2014","6003","Downtown Streetscape","General Obligation Bonds/Notes","1800000","533091","NO","2011-05-03T00:00:00.000","2028","POINT (-92.2782405 41.896941700000006)"
"06G033","BELLE PLAINE","2015","6003","Downtown Streetscape","General Obligation Bonds/Notes","1700000","501743","NO","2011-05-03T00:00:00.000","2028","POINT (-92.2782405 41.896941700000006)"
"06G033","BELLE PLAINE","2016","6003","Downtown Streetscape","General Obligation Bonds/Notes","1600000","442045","NO","2011-05-03T00:00:00.000","2028","POINT (-92.2782405 41.896941700000006)"
"06G033","BELLE PLAINE","2017","6003","Downtown Streetscape","General Obligation Bonds/Notes","1495000","385348","NO","2011-05-03T00:00:00.000","2028","POINT (-92.2782405 41.896941700000006)"
"06G033","BELLE PLAINE","2012","6003","Downtown Streetscape","General Obligation Bonds/Notes","1900000","570399","NO","2011-05-03T00:00:00.000","2028","POINT (-92.2782405 41.896941700000006)"
"06G033","BELLE PLAINE","2021","06003","Downtown Streetscape","General Obligation Bonds/Notes","1115000","86870","NO","2011-05-03T00:00:00.000","2028","POINT (-92.2782405 41.8969417)"
"06G033","BELLE PLAINE","2019","6003","Downtown Streetscape","General Obligation Bonds/Notes","1285000","422497","NO","2011-05-03T00:00:00.000","2028","POINT (-92.2782405 41.896941700000006)"
"06G033","BELLE PLAINE","2020","6003","Downtown Streetscape","General Obligation Bonds/Notes","1353035","0","NO","2011-05-03T00:00:00.000","2028","POINT (-92.2782405 41.896941700000006)"
"06G034","BLAIRSTOWN","2014","6004","2010 Streets Project Bonds","General Obligation Bonds/Notes","658000","233322","NO","2010-05-30T00:00:00.000","2025","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2015","6004","2000 Water Project Bonds","General Obligation Bonds/Notes","219000","14202","NO","2000-11-29T00:00:00.000","2020","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2013","6004","2000 Water Project Bonds","General Obligation Bonds/Notes","282000","40321","NO","2000-12-01T00:00:00.000","2020","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2017","6004","2010 Streets Project Bonds","General Obligation Bonds/Notes","534000","113805","NO","2010-05-30T00:00:00.000","2025","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2016","6004","2010 Streets Project Bonds","General Obligation Bonds/Notes","558000","171312","NO","2010-05-30T00:00:00.000","2025","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2012","6004","2010 Streets Project Bonds","General Obligation Bonds/Notes","828000","305865","YES","2010-06-01T00:00:00.000","2025","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2015","6004","2010 Streets Project Bonds","General Obligation Bonds/Notes","610000","200112","NO","2010-05-30T00:00:00.000","2025","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2016","6004","2000 Water Project Bonds","General Obligation Bonds/Notes","184000","10854","NO","2000-11-29T00:00:00.000","2020","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2017","6004","2000 Water Project Bonds","General Obligation Bonds/Notes","115000","4194","NO","2000-11-29T00:00:00.000","2020","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2012","6004","2000 Water Project Bonds","General Obligation Bonds/Notes","312000","49837","YES","2000-12-01T00:00:00.000","2020","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2014","6004","2000 Water Project Bonds","General Obligation Bonds/Notes","251000","18720","NO","2000-11-29T00:00:00.000","2020","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2018","6004","2010 Streets Project Bonds","General Obligation Bonds/Notes","477000","89775","0","2010-05-30T00:00:00.000","2025","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2013","6004","2010 Streets Project Bonds","General Obligation Bonds/Notes","784000","268604","NO","2010-06-01T00:00:00.000","2025","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2018","6004","2000 Water Project Bonds","General Obligation Bonds/Notes","78000","2124","0","2000-11-29T00:00:00.000","2020","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2021","06004","2010 Streets Project Bonds","General Obligation Bonds/Notes","356000","14455","NO","2010-05-30T00:00:00.000","2025","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2020","6004","2010 Streets Project Bonds","General Obligation Bonds/Notes","418000","22465","NO","2010-05-30T00:00:00.000","2025","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2019","6004","2010 Streets Project Bonds","General Obligation Bonds/Notes","477000","89775","NO","2010-05-30T00:00:00.000","2025","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2019","6004","2000 Water Project Bonds","General Obligation Bonds/Notes","78000","2124","NO","2000-11-29T00:00:00.000","2020","POINT (-92.0843487 41.9094449)"
"06G034","BLAIRSTOWN","2020","6004","2000 Water Project Bonds","General Obligation Bonds/Notes","40000","720","NO","2000-11-29T00:00:00.000","2020","POINT (-92.0843487 41.9094449)"
"06G036","KEYSTONE","2014","6005","3563","Internal Loans","0","0","YES","2005-10-05T00:00:00.000","2014","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2018","6005","2002 Sewer Project Bond","General Obligation Bonds/Notes","41000","820","0","2002-12-05T00:00:00.000","2018","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2013","6005","95835","Internal Loans","0","95835","YES","2005-10-05T00:00:00.000","2016","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2017","6005","2002 Sewer Project Bond","General Obligation Bonds/Notes","80000","1703","NO","2002-12-05T00:00:00.000","2018","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2012","6005","294808","General Obligation Bonds/Notes","260000","34808","NO","2002-12-05T00:00:00.000","2018","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2015","6005","Internal Loan - General Fund","Internal Loans","140000","0","NO","2005-12-01T00:00:00.000","2015","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2014","6005","279720","General Obligation Bonds/Notes","209000","50505","NO","2005-09-29T00:00:00.000","2026","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2016","6005","2005 Water Project Bond","General Obligation Bonds/Notes","182000","37343","NO","2005-09-29T00:00:00.000","2026","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2014","6005","294808","General Obligation Bonds/Notes","191000","12894","NO","2002-12-05T00:00:00.000","2018","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2018","6005","2005 Water Project Bond","General Obligation Bonds/Notes","153000","15980","0","2005-09-29T00:00:00.000","2026","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2013","6005","294808","General Obligation Bonds/Notes","191000","12894","NO","2002-12-05T00:00:00.000","2018","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2012","6005","95835","Internal Loans","0","95835","YES","2005-10-05T00:00:00.000","2016","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2016","6005","2002 Sewer Project Bond","General Obligation Bonds/Notes","118000","4780","NO","2002-12-05T00:00:00.000","2018","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2013","6005","279720","General Obligation Bonds/Notes","209000","50505","NO","2005-09-29T00:00:00.000","2026","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2017","6005","2005 Water Project Bond","General Obligation Bonds/Notes","168000","31428","NO","2005-09-29T00:00:00.000","2026","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2015","6005","2002 Sewer Project Bond","General Obligation Bonds/Notes","155000","7880","NO","2002-12-05T00:00:00.000","2018","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2012","6005","3563","Internal Loans","3563","0","YES","2005-10-05T00:00:00.000","2014","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2013","6005","3563","Internal Loans","3563","0","YES","2005-10-05T00:00:00.000","2014","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2014","6005","95835","Internal Loans","0","56445","YES","2005-10-05T00:00:00.000","2016","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2012","6005","279720","General Obligation Bonds/Notes","222000","57720","NO","2005-09-29T00:00:00.000","2026","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2015","6005","2005 Water Project Bond","General Obligation Bonds/Notes","196000","43713","NO","2005-09-29T00:00:00.000","2026","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2021","06005","2005 Water Project Bond","General Obligation Bonds/Notes","107000","6738","NO","2005-09-29T00:00:00.000","2026","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2021","06005","Lagoon Solar Panel Project","Internal Loans","230000","0","NO","2019-06-01T00:00:00.000","2023","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2020","6005","Lagoon Solar Panel Project","Internal Loans","230000","0","NO","2019-06-01T00:00:00.000","2023","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2019","6005","2005 Water Project Bond","General Obligation Bonds/Notes","138000","12920","NO","2005-09-29T00:00:00.000","2026","POINT (-92.1974066 41.9983295)"
"06G036","KEYSTONE","2020","6005","2005 Water Project Bond","General Obligation Bonds/Notes","123000","10160","NO","2005-09-29T00:00:00.000","2026","POINT (-92.1974066 41.9983295)"
"06G039","NEWHALL","2015","6006","LMI Requirement","Outstanding LMI Housing Obligation","161151","0","NO","2001-11-26T00:00:00.000","2020","POINT (-91.9676815 41.9955551)"
"06G039","NEWHALL","2018","6006","LMI Requirement","Outstanding LMI Housing Obligation","161151","0","0","2001-11-26T00:00:00.000","2020","POINT (-91.9676815 41.9955551)"
"06G039","NEWHALL","2013","6006","Grovert Rebate Agreement","Rebates","5084","0","NO","2001-11-26T00:00:00.000","2013","POINT (-91.9676815 41.9955551)"
"06G039","NEWHALL","2016","6006","LMI Requirement","Outstanding LMI Housing Obligation","161151","0","NO","2001-11-26T00:00:00.000","2020","POINT (-91.9676815 41.9955551)"
"06G039","NEWHALL","2014","6006","LMI Requirement","Outstanding LMI Housing Obligation","161151","0","NO","2001-11-26T00:00:00.000","2020","POINT (-91.9676815 41.9955551)"
"06G039","NEWHALL","2017","6006","LMI Requirement","Outstanding LMI Housing Obligation","0","0","NO","2001-11-26T00:00:00.000","2020","POINT (-91.9676815 41.9955551)"
"06G039","NEWHALL","2013","6006","LMI Requirement","Outstanding LMI Housing Obligation","149270","0","NO","2001-11-26T00:00:00.000","2020","POINT (-91.9676815 41.9955551)"
"06G039","NEWHALL","2020","6006","LMI Requirement","Outstanding LMI Housing Obligation","0","0","NO","2001-11-26T00:00:00.000","2020","POINT (-91.9673411 41.9933287)"
"06G039","NEWHALL","2019","6006","LMI Requirement","Outstanding LMI Housing Obligation","161151","0","NO","2001-11-26T00:00:00.000","2020","POINT (-91.9673411 41.9933287)"
"06G041","SHELLSBURG","2017","6008","Refinance GO","General Obligation Bonds/Notes","1435000","256470","NO","2013-05-21T00:00:00.000","2038","POINT (-91.8693468 42.0944408)"
"06G041","SHELLSBURG","2012","6008","Municipal Building","General Obligation Bonds/Notes","25000","6775","NO","2000-04-01T00:00:00.000","2015","POINT (-91.8693468 42.0944408)"
"06G041","SHELLSBURG","2014","6008","Refinance GO","General Obligation Bonds/Notes","1656925","15025","NO","2014-05-17T00:00:00.000","2033","POINT (-91.8693468 42.0944408)"
"06G041","SHELLSBURG","2013","6008","Municipal Building","General Obligation Bonds/Notes","90525","2958","NO","2000-04-01T00:00:00.000","2015","POINT (-91.8693468 42.0944408)"
"06G041","SHELLSBURG","2012","6008","Water Storage & Building","General Obligation Bonds/Notes","39000","7179","NO","2010-12-22T00:00:00.000","2030","POINT (-91.8693468 42.0944408)"
"06G041","SHELLSBURG","2018","6008","Refinance GO","General Obligation Bonds/Notes","524900","107510","0","2013-05-21T00:00:00.000","2038","POINT (-91.8693468 42.0944408)"
"06G041","SHELLSBURG","2016","6008","Refinance GO","General Obligation Bonds/Notes","1535000","270995","NO","2013-05-21T00:00:00.000","2038","POINT (-91.8693468 42.0944408)"
"06G041","SHELLSBURG","2013","6008","Water Storage & Building","General Obligation Bonds/Notes","52785","0","NO","2010-12-22T00:00:00.000","2030","POINT (-91.8693468 42.0944408)"
"06G041","SHELLSBURG","2015","6008","Refinance GO","General Obligation Bonds/Notes","1556925","29650","NO","2014-05-17T00:00:00.000","2033","POINT (-91.8693468 42.0944408)"
"06G041","SHELLSBURG","2021","06008","Refinance GO","General Obligation Bonds/Notes","945450","143021","NO","2013-05-21T00:00:00.000","2032","POINT (-91.8693468 42.0944408)"
"06G041","SHELLSBURG","2019","6008","Refinance GO","General Obligation Bonds/Notes","1160325","191821","NO","2013-05-21T00:00:00.000","2032","POINT (-91.8693468 42.0944408)"
"06G041","SHELLSBURG","2020","6008","Refinance GO","General Obligation Bonds/Notes","1055275","185103","NO","2013-05-21T00:00:00.000","2032","POINT (-91.8693468 42.0944408)"
"06G042","URBANA","2012","6009","RICHS 8TH ADDITION","Rebates","8210","0","NO","2003-07-07T00:00:00.000","2012","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2018","6009","SEWER PLANT","Other Debt","0","0","0","2012-07-01T00:00:00.000","2031","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2016","6009","WARBUCKS FIRST ADDITION","Rebates","76942","0","NO","2005-01-19T00:00:00.000","2017","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2015","6009","CLICKSTOP","Rebates","214826","0","YES","2010-04-10T00:00:00.000","2021","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2017","6009","SEWER PLANT","Other Debt","100000","0","NO","2012-07-01T00:00:00.000","2031","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2014","6009","LMI REQUIREMENTS","Outstanding LMI Housing Obligation","0","0","NO","1996-01-01T00:00:00.000","2017","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2013","6009","CLICKSTOP","Rebates","315000","0","YES","2010-04-10T00:00:00.000","2021","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2014","6009","SEWER PLANT","Other Debt","0","0","NO","2012-07-01T00:00:00.000","2031","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2012","6009","KINGS BUILDING","Rebates","5000","0","NO","2007-01-01T00:00:00.000","2013","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2018","6009","CLICKSTOP#2","Rebates","0","0","1","2012-11-01T00:00:00.000","2021","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2016","6009","LMI REQUIREMENTS","Outstanding LMI Housing Obligation","44226","0","NO","1996-01-01T00:00:00.000","2017","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2013","6009","KINGS BUILDING","Rebates","1242","0","NO","2007-01-01T00:00:00.000","2013","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2015","6009","WARBUCKS FIRST ADDITION","Rebates","115412","0","NO","2005-01-19T00:00:00.000","2017","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2016","6009","SEWER PLANT","Other Debt","100000","0","NO","2012-07-01T00:00:00.000","2031","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2017","6009","LMI REQUIREMENTS","Outstanding LMI Housing Obligation","102377","0","NO","1996-01-01T00:00:00.000","2017","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2017","6009","WARBUCKS FIRST ADDITION","Rebates","38471","0","NO","2005-01-19T00:00:00.000","2017","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2016","6009","CLICKSTOP#2","Rebates","68570","0","YES","2012-11-01T00:00:00.000","2021","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2015","6009","LMI REQUIREMENTS","Outstanding LMI Housing Obligation","372711","0","NO","1996-01-01T00:00:00.000","2017","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2012","6009","CLICKSTOP","Rebates","315000","0","YES","2010-04-10T00:00:00.000","2021","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2015","6009","SEWER PLANT","Other Debt","500000","0","NO","2012-07-01T00:00:00.000","2031","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2017","6009","CLICKSTOP#2","Rebates","57140","0","YES","2012-11-01T00:00:00.000","2021","POINT (-91.8743444 42.2241596)"
"06G042","URBANA","2013","6009","WARBUCKS FIRST ADDITION","Rebates","192354","0","NO","2005-01-19T00:00:00.000","2017","POINT (-91.8743444 42.2241596)"
