"invoice_line_no","date","store","name","address","city","zipcode","store_location","county_number","county","category","category_name","vendor_no","vendor_name","itemno","im_desc","pack","bottle_volume_ml","state_bottle_cost","state_bottle_retail","sale_bottles","sale_dollars","sale_liters","sale_gallons"
"INV-16679100108","2019-01-02T00:00:00.000","2549","Hy-Vee Food Store / Indianola","910 N Jefferson","Indianola","50125",,"91","WARREN","1062500","Flavored Rum","260","DIAGEO AMERICAS","72903","Captain Morgan Apple Smash Mini","12","500","4.96","7.44","1","7.44","0.50","0.13"
"INV-16685000002","2019-01-02T00:00:00.000","2524","Hy-Vee Food Store / Dubuque","3500 Dodge St","Dubuque","52001",,"31","DUBUQUE","1032100","Imported Vodkas","260","DIAGEO AMERICAS","34454","Ketel One","12","375","5.99","8.99","120","1078.80","45.00","11.88"
"INV-16693000020","2019-01-02T00:00:00.000","5004","Ida Grove Food Pride","200 Susan Lawrence Dr","Ida Grove","51445",,"47","IDA","1081200","Cream Liqueurs","260","DIAGEO AMERICAS","68036","Baileys Original Irish Cream","12","750","13.00","19.50","4","78.00","3.00","0.79"
"INV-16693100036","2019-01-02T00:00:00.000","5151","IDA Liquor","500, Hwy 175","Ida Grove","51445",,"47","IDA","1011200","Straight Bourbon Whiskies","065","Jim Beam Brands","20248","Old Crow","6","1750","10.50","15.75","6","94.44","10.50","2.77"
"INV-16692900011","2019-01-02T00:00:00.000","4116","Lake View Foods","223 Main St","Lake View","51450",,"81","SAC","1081300","American Cordials & Liqueur","434","LUXCO INC","76486","Paramount Amaretto","12","750","3.50","5.25","12","63.00","9.00","2.37"
"INV-16692900001","2019-01-02T00:00:00.000","4116","Lake View Foods","223 Main St","Lake View","51450",,"81","SAC","1011200","Straight Bourbon Whiskies","085","Brown Forman Corp.","22215","Woodford Reserve","12","750","22.49","33.74","2","67.48","1.50","0.39"
"INV-16692900010","2019-01-02T00:00:00.000","4116","Lake View Foods","223 Main St","Lake View","51450",,"81","SAC","1012100","Canadian Whiskies","434","LUXCO INC","13038","Canadian Reserve Whisky","6","1750","9.00","13.50","6","81.00","10.50","2.77"
"INV-16702300022","2019-01-02T00:00:00.000","3705","Liquor Locker","507 1st Ave #100","Rock Rapids","51246",,"60","LYON","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","11296","Crown Royal","12","750","15.59","23.39","3","70.17","2.25","0.59"
"INV-16702300013","2019-01-02T00:00:00.000","3705","Liquor Locker","507 1st Ave #100","Rock Rapids","51246",,"60","LYON","1052100","Imported Brandies","420","MOET HENNESSY USA","48105","Hennessy VS","12","375","10.74","16.11","1","15.74","0.37","0.09"
"INV-16678900006","2019-01-02T00:00:00.000","3651","Wal-Mart 1491 / Indianola","1500 North Jefferson","Indianola","50125",,"91","WARREN","1031100","American Vodkas","055","SAZERAC NORTH AMERICA","35318","Barton Vodka","6","1750","6.92","10.38","6","62.28","10.50","2.77"
"INV-16678900013","2019-01-02T00:00:00.000","3651","Wal-Mart 1491 / Indianola","1500 North Jefferson","Indianola","50125",,"91","WARREN","1031100","American Vodkas","297","Laird & Company","35918","Five O'Clock Vodka","6","1750","7.20","10.80","6","64.80","10.50","2.77"
"INV-16678900001","2019-01-02T00:00:00.000","3651","Wal-Mart 1491 / Indianola","1500 North Jefferson","Indianola","50125",,"91","WARREN","1062200","White Rum","434","LUXCO INC","45278","Paramount White Rum","6","1750","7.84","11.76","6","70.56","10.50","2.77"
"INV-16678800049","2019-01-02T00:00:00.000","2527","Hy-Vee Food Store #5 / Des Moines","1107 SE Army Post Rd","Des Moines","50315","POINT (-93.602372 41.526289)","77","POLK","1041100","American Dry Gins","370","PERNOD RICARD USA","32238","Seagrams Extra Dry Gin","6","1750","11.99","17.99","6","107.94","10.50","2.77"
"INV-16676700070","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1012300","Single Malt Scotch","065","Jim Beam Brands","5404","Laphroaig Select","6","750","21.50","32.25","3","106.29","2.25","0.59"
"INV-16678800065","2019-01-02T00:00:00.000","2527","Hy-Vee Food Store #5 / Des Moines","1107 SE Army Post Rd","Des Moines","50315","POINT (-93.602372 41.526289)","77","POLK","1031200","American Flavored Vodka","260","DIAGEO AMERICAS","77740","Smirnoff Raspberry","12","750","8.25","12.38","12","148.56","9.00","2.37"
"INV-16676700058","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1022200","100% Agave Tequila","410","Patron Spirits Company","89646","Patron Anejo","12","750","31.00","46.50","2","93.00","1.50","0.39"
"INV-16679900120","2019-01-02T00:00:00.000","5142","Smokin' Joe's #13 Tobacco and Liquor Outlet","2315 Mt Vernon Rd SE","Cedar Rapids","52303",,"57","Linn","1082200","Imported Schnapps","260","DIAGEO AMERICAS","69940","Rumple Minze Peppermint Mini","12","500","13.50","20.25","12","243.00","6.00","1.58"
"INV-16676900018","2019-01-02T00:00:00.000","4617","Lickety Liquor","2501 HUBBELL AVE","Des Moines","50317","POINT (-93.570489 41.607817)","77","POLK","1022200","100% Agave Tequila","410","Patron Spirits Company","89646","Patron Anejo","12","750","31.00","46.50","1","46.50","0.75","0.19"
"INV-16676700010","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1041100","American Dry Gins","297","Laird & Company","29997","Five O'Clock Gin","12","1000","4.33","6.50","12","78.00","12.00","3.17"
"INV-16677000027","2019-01-02T00:00:00.000","3456","Quick Shop / Clear Lake","904 N 8th St","Clear Lake","50428","POINT (-93.378772 43.142868)","17","Cerro Gord","1011100","Blended Whiskies","065","Jim Beam Brands","22788","Beam's 8 Star Bl Whiskey","6","1750","8.00","12.00","6","72.00","10.50","2.77"
"INV-16677000010","2019-01-02T00:00:00.000","3456","Quick Shop / Clear Lake","904 N 8th St","Clear Lake","50428","POINT (-93.378772 43.142868)","17","Cerro Gord","1012400","Irish Whiskies","370","PERNOD RICARD USA","15667","Jameson Black Barrel","12","750","20.98","31.47","2","62.94","1.50","0.39"
"INV-16677200001","2019-01-02T00:00:00.000","4301","Sahota Food Mart","1805 SE 14th St","Des Moines","50320","POINT (-93.59684900000002 41.57222)","77","POLK","1022100","Mixto Tequila","395","PROXIMO","89199","Jose Cuervo Especial Reposado Square","12","375","5.50","8.25","12","99.00","4.50","1.18"
"INV-16677100010","2019-01-02T00:00:00.000","5299","Pearl City Tobacco & Liquor Outlet","200, Green Street","Muscatine","52761","POINT (-91.05788 41.413877)","70","MUSCATINE","1022200","100% Agave Tequila","395","PROXIMO","89206","1800 Reposado","12","750","15.46","23.19","2","46.38","1.50","0.39"
"INV-16677100022","2019-01-02T00:00:00.000","5299","Pearl City Tobacco & Liquor Outlet","200, Green Street","Muscatine","52761","POINT (-91.05788 41.413877)","70","MUSCATINE","1031100","American Vodkas","434","LUXCO INC","36308","Hawkeye Vodka","6","1750","7.17","10.76","6","64.56","10.50","2.77"
"INV-16676900020","2019-01-02T00:00:00.000","4617","Lickety Liquor","2501 HUBBELL AVE","Des Moines","50317","POINT (-93.570489 41.607817)","77","POLK","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","10807","Crown Royal Regal Apple","12","750","15.59","23.39","12","280.68","9.00","2.37"
"INV-16679600094","2019-01-02T00:00:00.000","2647","Hy-Vee #7 / Cedar Rapids","5050 Edgewood Rd","Cedar Rapids","52411","POINT (-91.701581 42.030129)","57","LINN","1031200","American Flavored Vodka","380","Phillips Beverage","41694","UV Blue Raspberry","12","1000","7.50","11.25","4","45.00","4.00","1.05"
"INV-16677000020","2019-01-02T00:00:00.000","3456","Quick Shop / Clear Lake","904 N 8th St","Clear Lake","50428","POINT (-93.378772 43.142868)","17","Cerro Gord","1031100","American Vodkas","421","SAZERAC COMPANY  INC","38088","Platinum 7x Vodka","6","1750","9.44","14.16","6","84.96","10.50","2.77"
"INV-16676700053","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1081400","American Schnapps","065","Jim Beam Brands","82626","Dekuyper Cherry Pucker","12","750","6.50","9.75","2","19.42","1.50","0.39"
"INV-16676700027","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1011400","Tennessee Whiskies","085","Brown Forman Corp.","86668","Jack Daniels Tennessee Honey Mini","12","500","9.06","13.59","1","13.59","0.50","0.13"
"INV-16676800026","2019-01-02T00:00:00.000","5092","Kum & Go #2035 / West Des Moines","7265 Vista Dr","West Des Moines","50265","POINT (-93.80783900000002 41.589057)","77","POLK","1022200","100% Agave Tequila","410","Patron Spirits Company","88296","Patron Silver","12","750","27.50","41.25","2","82.50","1.50","0.39"
"INV-16676800025","2019-01-02T00:00:00.000","5092","Kum & Go #2035 / West Des Moines","7265 Vista Dr","West Des Moines","50265","POINT (-93.80783900000002 41.589057)","77","POLK","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","11294","Crown Royal","24","375","8.00","12.00","3","36.00","1.12","0.29"
"INV-16676600020","2019-01-02T00:00:00.000","4829","Central City 2","1501 Michigan Ave","Des Moines","50314","POINT (-93.613739 41.60572)","77","POLK","1041100","American Dry Gins","055","SAZERAC NORTH AMERICA","30057","Fleischmann's Dry Gin","12","1000","3.50","5.25","2","12.00","2.00","0.52"
"INV-16676600011","2019-01-02T00:00:00.000","4829","Central City 2","1501 Michigan Ave","Des Moines","50314","POINT (-93.613739 41.60572)","77","POLK","1032200","Imported Flavored Vodka","260","DIAGEO AMERICAS","75165","Ketel One Botanical Cucumber & Mint","12","750","12.50","18.75","12","225.00","9.00","2.37"
"INV-16676700023","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1052100","Imported Brandies","420","MOET HENNESSY USA","48105","Hennessy VS","12","375","10.74","16.11","12","188.88","4.50","1.18"
"INV-16676800015","2019-01-02T00:00:00.000","5092","Kum & Go #2035 / West Des Moines","7265 Vista Dr","West Des Moines","50265","POINT (-93.80783900000002 41.589057)","77","POLK","1081300","American Cordials & Liqueur","322","Prestige Wine & Spirits Group","75208","Kinky Mini","6","500","4.84","7.26","1","7.26","0.50","0.13"
"INV-16676700004","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1032100","Imported Vodkas","370","PERNOD RICARD USA","34006","Absolut Swedish Vodka 80prf","12","750","11.49","17.24","12","206.88","9.00","2.37"
"INV-16685400103","2019-01-02T00:00:00.000","2524","Hy-Vee Food Store / Dubuque","3500 Dodge St","Dubuque","52001",,"31","DUBUQUE","1081600","Whiskey Liqueur","421","SAZERAC COMPANY  INC","86887","Southern Comfort","12","1000","12.97","19.46","24","467.04","24.00","6.34"
"INV-16676600004","2019-01-02T00:00:00.000","4829","Central City 2","1501 Michigan Ave","Des Moines","50314","POINT (-93.613739 41.60572)","77","POLK","1052100","Imported Brandies","479","Vin Divino Ltd","51506","Presidente Grape Brandy (pedro Domecq)","12","750","8.49","12.74","24","305.76","18.00","4.75"
"INV-16676700056","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1082000","Imported Cordials & Liqueurs","410","Patron Spirits Company","65016","Patron Citronge Pineapple","12","750","13.75","20.63","2","41.26","1.50","0.39"
"INV-16677000009","2019-01-02T00:00:00.000","3456","Quick Shop / Clear Lake","904 N 8th St","Clear Lake","50428","POINT (-93.378772 43.142868)","17","Cerro Gord","1032200","Imported Flavored Vodka","370","PERNOD RICARD USA","34029","Absolut Citron","12","1000","14.99","22.49","4","89.96","4.00","1.05"
"INV-16676600002","2019-01-02T00:00:00.000","4829","Central City 2","1501 Michigan Ave","Des Moines","50314","POINT (-93.613739 41.60572)","77","POLK","1062200","White Rum","154","DUNKEL CORPORATION","46939","Steel Drum","12","750","12.09","18.14","12","217.68","9.00","2.37"
"INV-16677000007","2019-01-02T00:00:00.000","3456","Quick Shop / Clear Lake","904 N 8th St","Clear Lake","50428","POINT (-93.378772 43.142868)","17","Cerro Gord","1012100","Canadian Whiskies","115","CONSTELLATION BRANDS INC","11777","Black Velvet","12","1000","6.63","9.95","12","119.40","12.00","3.17"
"INV-16677000003","2019-01-02T00:00:00.000","3456","Quick Shop / Clear Lake","904 N 8th St","Clear Lake","50428","POINT (-93.378772 43.142868)","17","Cerro Gord","1062200","White Rum","035","BACARDI USA INC","43127","Bacardi Superior","12","1000","9.50","14.25","12","171.00","12.00","3.17"
"INV-16676900015","2019-01-02T00:00:00.000","4617","Lickety Liquor","2501 HUBBELL AVE","Des Moines","50317","POINT (-93.570489 41.607817)","77","POLK","1032100","Imported Vodkas","035","BACARDI USA INC","34433","Grey Goose","12","750","18.49","27.74","2","55.48","1.50","0.39"
"INV-16685400077","2019-01-02T00:00:00.000","2524","Hy-Vee Food Store / Dubuque","3500 Dodge St","Dubuque","52001",,"31","DUBUQUE","1052100","Imported Brandies","389","REMY COINTREAU USA INC","66296","Remy Martin V","6","750","16.83","25.25","2","50.50","1.50","0.39"
"INV-16676900010","2019-01-02T00:00:00.000","4617","Lickety Liquor","2501 HUBBELL AVE","Des Moines","50317","POINT (-93.570489 41.607817)","77","POLK","1052100","Imported Brandies","420","MOET HENNESSY USA","48106","Hennessy VS","12","750","19.99","29.99","12","359.88","9.00","2.37"
"INV-16686100006","2019-01-02T00:00:00.000","5637","Catfish Charlie's","1630 East 16th St","Dubuque","52001",,"31","DUBUQUE","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","11297","Crown Royal","12","1000","18.89","28.34","1","28.34","1.00","0.26"
"INV-16679600082","2019-01-02T00:00:00.000","2647","Hy-Vee #7 / Cedar Rapids","5050 Edgewood Rd","Cedar Rapids","52411","POINT (-91.701581 42.030129)","57","LINN","1031200","American Flavored Vodka","521","JEM Beverage Company","39825","Western Son Blueberry","12","750","9.01","13.52","4","54.08","3.00","0.79"
"INV-16676800020","2019-01-02T00:00:00.000","5092","Kum & Go #2035 / West Des Moines","7265 Vista Dr","West Des Moines","50265","POINT (-93.80783900000002 41.589057)","77","POLK","1012100","Canadian Whiskies","260","DIAGEO AMERICAS","10803","Crown Royal Regal Apple Mini","10","300","7.35","11.03","1","11.03","0.30","0.07"
"INV-16676700017","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1022200","100% Agave Tequila","085","Brown Forman Corp.","89274","El Jimador Anejo Tequila","6","750","14.37","21.56","6","129.36","4.50","1.18"
"INV-16676900009","2019-01-02T00:00:00.000","4617","Lickety Liquor","2501 HUBBELL AVE","Des Moines","50317","POINT (-93.570489 41.607817)","77","POLK","1012100","Canadian Whiskies","115","CONSTELLATION BRANDS INC","11771","Black Velvet Mini","10","600","6.80","10.20","10","102.00","6.00","1.58"
"INV-16676700005","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1032100","Imported Vodkas","421","SAZERAC COMPANY  INC","34366","Fris Danish Vodka","12","750","4.99","7.49","12","89.88","9.00","2.37"
"INV-16676900016","2019-01-02T00:00:00.000","4617","Lickety Liquor","2501 HUBBELL AVE","Des Moines","50317","POINT (-93.570489 41.607817)","77","POLK","1022200","100% Agave Tequila","410","Patron Spirits Company","88294","Patron Silver","12","375","14.50","21.75","3","65.25","1.12","0.29"
"INV-16679600186","2019-01-02T00:00:00.000","2647","Hy-Vee #7 / Cedar Rapids","5050 Edgewood Rd","Cedar Rapids","52411","POINT (-91.701581 42.030129)","57","LINN","1081400","American Schnapps","065","Jim Beam Brands","82787","Dekuyper Buttershots","12","1000","7.87","11.81","2","23.62","2.00","0.52"
"INV-16676600013","2019-01-02T00:00:00.000","4829","Central City 2","1501 Michigan Ave","Des Moines","50314","POINT (-93.613739 41.60572)","77","POLK","1081400","American Schnapps","434","LUXCO INC","82127","Arrow Peach Schnapps","12","1000","5.00","7.50","12","90.00","12.00","3.17"
"INV-16676600017","2019-01-02T00:00:00.000","4829","Central City 2","1501 Michigan Ave","Des Moines","50314","POINT (-93.613739 41.60572)","77","POLK","1052100","Imported Brandies","420","MOET HENNESSY USA","48164","Hennessy VSOP Privilege","12","750","30.49","45.74","12","539.88","9.00","2.37"
"INV-16677100029","2019-01-02T00:00:00.000","5299","Pearl City Tobacco & Liquor Outlet","200, Green Street","Muscatine","52761","POINT (-91.05788 41.413877)","70","MUSCATINE","1041100","American Dry Gins","205","E & J Gallo Winery","31472","New Amsterdam Gin","24","200","1.99","2.99","24","89.76","4.80","1.26"
"INV-16676700003","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1042100","Imported Dry Gins","370","PERNOD RICARD USA","28795","Plymouth Gin","6","750","17.49","26.24","6","157.44","4.50","1.18"
"INV-16680000016","2019-01-02T00:00:00.000","2588","Hy-Vee Food and Drug #6 / Cedar Rapids","4035 Mt Vernon Rd SE","Cedar Rapids","52403","POINT (-91.60978 41.976835)","57","LINN","1081200","Cream Liqueurs","260","DIAGEO AMERICAS","68031","Baileys Original Irish Cream Mini","4","1000","25.25","37.88","1","37.88","1.00","0.26"
"INV-16676800023","2019-01-02T00:00:00.000","5092","Kum & Go #2035 / West Des Moines","7265 Vista Dr","West Des Moines","50265","POINT (-93.80783900000002 41.589057)","77","POLK","1081600","Whiskey Liqueur","421","SAZERAC COMPANY  INC","64864","Fireball Cinnamon Whisky","24","375","5.33","8.00","12","96.00","4.50","1.18"
"INV-16676700031","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1082000","Imported Cordials & Liqueurs","035","BACARDI USA INC","47863","D'usse VSOP","12","375","16.34","24.51","2","49.02","0.75","0.19"
"INV-16677000004","2019-01-02T00:00:00.000","3456","Quick Shop / Clear Lake","904 N 8th St","Clear Lake","50428","POINT (-93.378772 43.142868)","17","Cerro Gord","1012100","Canadian Whiskies","065","Jim Beam Brands","10627","Canadian Club Whisky","12","1000","9.71","14.57","12","174.84","12.00","3.17"
"INV-16676700022","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1031100","American Vodkas","300","McCormick Distilling Co.","36904","Mccormick Vodka Pet","24","375","1.80","2.70","24","64.80","9.00","2.37"
"INV-16685400013","2019-01-02T00:00:00.000","2524","Hy-Vee Food Store / Dubuque","3500 Dodge St","Dubuque","52001",,"31","DUBUQUE","1011200","Straight Bourbon Whiskies","461","Skyy Spirits Inc","22156","Wild Turkey 101","12","750","14.00","21.00","3","63.00","2.25","0.59"
"INV-16678600021","2019-01-02T00:00:00.000","4641","Kum & Go #573 / SE 14th DM","5830 SE 14th St","Des Moines","50315",,"77","POLK","1031100","American Vodkas","205","E & J Gallo Winery","36968","New Amsterdam 80prf","24","375","3.50","5.25","6","31.50","2.25","0.59"
"INV-16676700069","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1022200","100% Agave Tequila","065","Jim Beam Brands","88548","Hornitos Plata","12","750","13.50","20.25","2","37.50","1.50","0.39"
"INV-16677100011","2019-01-02T00:00:00.000","5299","Pearl City Tobacco & Liquor Outlet","200, Green Street","Muscatine","52761","POINT (-91.05788 41.413877)","70","MUSCATINE","1022200","100% Agave Tequila","410","Patron Spirits Company","88294","Patron Silver","12","375","14.50","21.75","1","21.75","0.37","0.09"
"INV-16676700029","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1022200","100% Agave Tequila","410","Patron Spirits Company","88291","Patron Silver Mini","10","300","20.30","30.45","1","30.45","0.30","0.07"
"INV-16678600041","2019-01-02T00:00:00.000","4641","Kum & Go #573 / SE 14th DM","5830 SE 14th St","Des Moines","50315",,"77","POLK","1031100","American Vodkas","260","DIAGEO AMERICAS","38008","Smirnoff 80prf PET","6","1750","14.75","22.13","6","132.78","10.50","2.77"
"INV-16680000074","2019-01-02T00:00:00.000","2588","Hy-Vee Food and Drug #6 / Cedar Rapids","4035 Mt Vernon Rd SE","Cedar Rapids","52403","POINT (-91.60978 41.976835)","57","LINN","1032200","Imported Flavored Vodka","370","PERNOD RICARD USA","34030","Absolut Citron","12","750","11.49","17.24","4","68.96","3.00","0.79"
"INV-16677100008","2019-01-02T00:00:00.000","5299","Pearl City Tobacco & Liquor Outlet","200, Green Street","Muscatine","52761","POINT (-91.05788 41.413877)","70","MUSCATINE","1081300","American Cordials & Liqueur","434","LUXCO INC","76486","Paramount Amaretto","12","750","3.50","5.25","2","10.50","1.50","0.39"
"INV-16676700059","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1022200","100% Agave Tequila","330","Gemini Spirits","89882","Siete Leguas Reposado","6","750","29.50","44.25","1","44.25","0.75","0.19"
"INV-16677100001","2019-01-02T00:00:00.000","5299","Pearl City Tobacco & Liquor Outlet","200, Green Street","Muscatine","52761","POINT (-91.05788 41.413877)","70","MUSCATINE","1701100","Temporary & Specialty Packages","065","Jim Beam Brands","100427","Knob Creek w/Mugs","6","750","20.00","30.00","2","60.00","1.50","0.39"
"INV-16679900048","2019-01-02T00:00:00.000","5142","Smokin' Joe's #13 Tobacco and Liquor Outlet","2315 Mt Vernon Rd SE","Cedar Rapids","52303",,"57","Linn","1081600","Whiskey Liqueur","421","SAZERAC COMPANY  INC","64868","Fireball Cinnamon Whiskey","6","1750","15.33","23.00","1","23.00","1.75","0.46"
"INV-16676900014","2019-01-02T00:00:00.000","4617","Lickety Liquor","2501 HUBBELL AVE","Des Moines","50317","POINT (-93.570489 41.607817)","77","POLK","1012200","Scotch Whiskies","260","DIAGEO AMERICAS","4626","Buchanan's 12 Yr Deluxe Scotch","12","750","20.99","31.49","2","62.98","1.50","0.39"
"INV-16676700037","2019-01-02T00:00:00.000","2190","Central City Liquor, Inc.","1460 2ND AVE","Des Moines","50314","POINT (-93.619787 41.60566)","77","POLK","1051100","American Brandies","205","E & J Gallo Winery","73755","E & J Apple","12","750","6.50","9.75","2","19.50","1.50","0.39"
