"budget_line_code","fiscal_year","function","dept_name","fund","appropriation","budget_unit_code","budget_unit","object_class","gov_recommendation","dept_request","adopted_budget"
"2013-0017-04L-616004L-05P","2013","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","04L - ISU - Biorenewables Cmplx-Agricultural&BiosystemsEngineering","616004L","ISU - Agricultural and Biosystems Engineering","05P - Previously Enacted Appropriation","20800000","20800000","0"
"2013-0017-05L-616005L-05A","2013","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","05L - UNI - Bartlett Hall Renovation/Baker Hall Demolition","616005L","UNI - Baker Hall Renovation","05A - Appropriation","0","0","7786000"
"2013-0017-05L-616005L-05P","2013","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","05L - UNI - Bartlett Hall Renovation/Baker Hall Demolition","616005L","UNI - Baker Hall Renovation","05P - Previously Enacted Appropriation","8286000","8286000","0"
"2013-0017-13L-616013L-05A","2013","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","13L - SUI - Dental Science Building Renovation","616013L","SUI - Dental Science Building Renewal/Expansion","05A - Appropriation","0","0","10250000"
"2013-0017-13L-616013L-05P","2013","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","13L - SUI - Dental Science Building Renovation","616013L","SUI - Dental Science Building Renewal/Expansion","05P - Previously Enacted Appropriation","12000000","12000000","0"
"2013-0017-23L-61623L0-05A","2013","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","23L - SUI - Pharmacy Building Renovation","61623L0","SUI Pharmacy Building Renovation","05A - Appropriation","0","5000000","0"
"2013-0017-37L-616037L-05A","2013","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","37L - UNI - Schindler Education Center Renovation","616037L","UNI - Schindler Education Center Renovation","05A - Appropriation","0","2000000","0"
"2013-0017-38L-616038L-05A","2013","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","38L - ISU - Biosciences Building","616038L","ISU - Biosciences Building","05A - Appropriation","0","4000000","0"
"2013-0017-42L-616042L-05A","2013","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","42L - Innovation/Commercialization of Research-262B","616042L","Innovation/Commercialization of Research-262B","05A - Appropriation","0","0","3000000"
"2013-0017-43L-616043L-05A","2013","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","43L - ISU Research Park Bldg 5 Improvements","616043L","ISU-Research Park Bldg 5 Improvements","05A - Appropriation","0","0","1000000"
"2013-0017-63F-61663F9-05A","2013","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","63F - BOR - Capitals","61663F9","All Fire Safety and Deferred Maint FY09","05A - Appropriation","0","75000000","2000000"
"2013-0017-63F-61663F9-05P","2013","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","63F - BOR - Capitals","61663F9","All Fire Safety and Deferred Maint FY09","05P - Previously Enacted Appropriation","2000000","2000000","0"
"2014-0017-04L-616004L-05A","2014","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","04L - ISU - Biorenewables Cmplx-Agricultural&BiosystemsEngineering","616004L","ISU - Agricultural and Biosystems Engineering","05A - Appropriation","21750000","21750000","21750000"
"2014-0017-05L-616005L-05A","2014","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","05L - UNI - Bartlett Hall Renovation/Baker Hall Demolition","616005L","UNI - Baker Hall Renovation","05A - Appropriation","10267000","10267000","10267000"
"2014-0017-13L-616013L-05A","2014","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","13L - SUI - Dental Science Building Renovation","616013L","SUI - Dental Science Building Renewal/Expansion","05A - Appropriation","9750000","9750000","9750000"
"2014-0017-23L-61623L0-05A","2014","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","23L - SUI - Pharmacy Building Renovation","61623L0","SUI Pharmacy Building Renovation","05A - Appropriation","0","6000000","0"
"2014-0017-37L-616037L-05A","2014","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","37L - UNI - Schindler Education Center Renovation","616037L","UNI - Schindler Education Center Renovation","05A - Appropriation","0","3000000","0"
"2014-0017-38L-616038L-05A","2014","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","38L - ISU - Biosciences Building","616038L","ISU - Biosciences Building","05A - Appropriation","0","5000000","0"
"2014-0017-63F-616063F-05A","2014","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","63F - BOR - Capitals","616063F","All Fire Safety and Deferred Maint","05A - Appropriation","2000000","75000000","0"
"2015-0017-04L-616004L-05A","2015","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","04L - ISU - Biorenewables Cmplx-Agricultural&BiosystemsEngineering","616004L","ISU - Agricultural and Biosystems Engineering","05A - Appropriation","0","0","18600000"
"2015-0017-04L-616004L-05P","2015","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","04L - ISU - Biorenewables Cmplx-Agricultural&BiosystemsEngineering","616004L","ISU - Agricultural and Biosystems Engineering","05P - Previously Enacted Appropriation","18600000","18600000","0"
"2015-0017-05L-616005L-05A","2015","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","05L - UNI - Bartlett Hall Renovation/Baker Hall Demolition","616005L","UNI - Baker Hall Renovation","05A - Appropriation","0","0","1947000"
"2015-0017-05L-616005L-05P","2015","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","05L - UNI - Bartlett Hall Renovation/Baker Hall Demolition","616005L","UNI - Baker Hall Renovation","05P - Previously Enacted Appropriation","1947000","1947000","0"
"2015-0017-13L-616013L-05A","2015","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","13L - SUI - Dental Science Building Renovation","616013L","SUI - Dental Science Building Renewal/Expansion","05A - Appropriation","0","0","8000000"
"2015-0017-13L-616013L-05P","2015","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","13L - SUI - Dental Science Building Renovation","616013L","SUI - Dental Science Building Renewal/Expansion","05P - Previously Enacted Appropriation","8000000","8000000","0"
"2015-0017-23L-61623L0-05A","2015","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","23L - SUI - Pharmacy Building Replacement/Improvements","61623L0","SUI Pharmacy Building Renovation","05A - Appropriation","2000000","6000000","0"
"2015-0017-37L-616037L-05A","2015","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","37L - UNI - Schindler Education Center Renovation","616037L","UNI - Schindler Education Center Renovation","05A - Appropriation","2000000","3000000","0"
"2015-0017-38L-616038L-05A","2015","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","38L - ISU - Biosciences Facilities","616038L","ISU - Biosciences Building","05A - Appropriation","2000000","5000000","0"
"2015-0017-63F-616063F-05A","2015","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","63F - Fire & Env Safety, Def Main, Campus Security, Reg Compliance","616063F","All Fire Safety and Deferred Maint","05A - Appropriation","0","75000000","0"
"2016-0017-23L-61623L0-05P","2016","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","23L - SUI - Pharmacy Building Replacement/Improvements","61623L0","SUI Pharmacy Building Renovation","05P - Previously Enacted Appropriation","13000000","13000000","13000000"
"2016-0017-37L-616037L-05A","2016","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","37L - UNI - Schindler Education Center Renovation","616037L","UNI - Schindler Education Center Renovation","05A - Appropriation","4000000","0","4000000"
"2016-0017-37L-616037L-05P","2016","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","37L - UNI - Schindler Education Center Renovation","616037L","UNI - Schindler Education Center Renovation","05P - Previously Enacted Appropriation","11000000","11000000","11000000"
"2016-0017-38L-616038L-05P","2016","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","38L - ISU - Biosciences Facilities","616038L","ISU - Biosciences Building","05P - Previously Enacted Appropriation","11000000","11000000","11000000"
"2016-0017-40L-616040L-05A","2016","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","40L - ISU - Student Innovation Center","616040L","ISU - Student Innovation Center","05A - Appropriation","0","8000000","0"
"2016-0017-63F-616063F-05A","2016","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","63F - F&ES-Def Maint-Cmpus Sec-Reg Comp-IPR-Sweeney Hall-Enrgy Cmp","616063F","All Fire Safety and Deferred Maint","05A - Appropriation","0","50000000","0"
"2017-0017-23L-61623L0-05A","2017","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","23L - SUI - Pharmacy Building Replacement/Improvements","61623L0","SUI Pharmacy Building Renovation","05A - Appropriation","23000000","29000000","23000000"
"2017-0017-37L-616037L-05A","2017","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","37L - UNI - Schindler Education Center Renovation","616037L","UNI - Schindler Education Center Renovation","05A - Appropriation","15900000","15900000","15900000"
"2017-0017-38L-616038L-05A","2017","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","38L - ISU - Biosciences Facilities","616038L","ISU - Biosciences Building","05A - Appropriation","19500000","19500000","15500000"
"2017-0017-40L-616040L-05A","2017","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","40L - ISU - Student Innovation Center","616040L","ISU - Student Innovation Center","05A - Appropriation","1000000","1000000","1000000"
"2018-0017-23L-61623L0-05A","2018","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","23L - SUI - Pharmacy Building Replacement/Improvements","61623L0","SUI Pharmacy Building Renovation","05A - Appropriation","23300000","28300000","22800000"
"2018-0017-38L-616038L-05A","2018","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","38L - ISU - Biosciences Facilities","616038L","ISU - Biosciences Building","05A - Appropriation","20500000","23500000","19500000"
"2018-0017-40L-616040L-05A","2018","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","40L - ISU - Student Innovation Center","616040L","ISU - Student Innovation Center","05A - Appropriation","7000000","9000000","6000000"
"2018-0017-44L-616044L-05A","2018","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","44L - ISU - Veterinary Diagnostic Laboratory","616044L","ISU - Veterinary Diagnostic Laboratory","05A - Appropriation","0","20000000",
"2018-0017-48L-61648L1-05A","2018","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","48L - SUI - Main Library - Modernization","61648L1","SUI - Main Library Modernization","05A - Appropriation","0","15000000",
"2018-0017-51L-61651L1-05A","2018","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","51L - UNI - Rod Library Modernization / Crossroads, Phase 1","61651L1","UNI - Rod Library Renovation/Student Success Center, Phase 1","05A - Appropriation","0","11300000",
"2018-0017-52L-616052L-05A","2018","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","52L - ISD - Long Hall Renovation","616052L","ISD - Long Hall Renovation","05A - Appropriation","0","4600000",
"2018-0017-55L-616055L-05A","2018","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","55L - BOR - Fire Safety / Deferred Maintenance","616055L","Regents - Fire Safety/Deferred Maintenance","05A - Appropriation","0","15000000",
"2019-0017-23L-61623L0-05A","2019","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","23L - SUI - Pharmacy Building Replacement/Improvements","61623L0","SUI Pharmacy Building Renovation","05A - Appropriation","5500000","5500000","5500000"
"2019-0017-38L-616038L-05A","2019","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","38L - ISU - Biosciences Facilities","616038L","ISU - Biosciences Building","05A - Appropriation","4000000","4000000","4000000"
"2019-0017-40L-616040L-05A","2019","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","40L - ISU - Student Innovation Center","616040L","ISU - Student Innovation Center","05A - Appropriation","10000000","10000000","6000000"
"2019-0017-44L-616044L-05A","2019","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","44L - ISU - Veterinary Diagnostic Laboratory","616044L","ISU - Veterinary Diagnostic Laboratory","05A - Appropriation","0","20000000","1000000"
"2019-0017-48L-61648L1-05A","2019","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","48L - SUI - Main Library - Modernization","61648L1","SUI - Main Library Modernization","05A - Appropriation","0","15600000",
"2019-0017-52L-616052L-05A","2019","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","52L - ISD - Long Hall Renovation","616052L","ISD - Long Hall Renovation","05A - Appropriation","0","4119000",
"2019-0017-55L-616055L-05A","2019","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","55L - BOR - Fire Safety / Deferred Maintenance","616055L","Regents - Fire Safety/Deferred Maintenance","05A - Appropriation","3000000","20000000",
"2019-0017-57L-616057L-05A","2019","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","57L - UNI - Industrial Technology Center Renovation/Addition","616057L","UNI - Industrial Technology Center Renovation/Addition","05A - Appropriation","0","2100000",
"2020-0017-40L-616040L-05A","2020","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","40L - ISU - Student Innovation Center","616040L","ISU - Student Innovation Center","05A - Appropriation","10000000","10000000","7000000"
"2020-0017-44L-616044L-05A","2020","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","44L - ISU - Veterinary Diagnostic Laboratory","616044L","ISU - Veterinary Diagnostic Laboratory","05A - Appropriation","12500000","12500000","12500000"
"2020-0017-48L-61648L1-05A","2020","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","48L - SUI - Main Library - Modernization","61648L1","SUI - Main Library Modernization","05A - Appropriation","0","16380000",
"2020-0017-52L-616052L-05A","2020","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","52L - ISD - Long Hall Renovation","616052L","ISD - Long Hall Renovation","05A - Appropriation","4325000","4325000","3000000"
"2020-0017-55L-616055L-05A","2020","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","55L - BOR - Fire Safety / Deferred Maintenance","616055L","Regents - Fire Safety/Deferred Maintenance","05A - Appropriation","0","20000000",
"2020-0017-57L-616057L-05A","2020","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","57L - UNI - Industrial Technology Center Modernization","616057L","UNI - Industrial Technology Center Renovation/Addition","05A - Appropriation","1000000","2205000",
"2020-0017-60L-61660L1-05A","2020","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","60L - ISU - Parks Library Student Learning Hub","61660L1","ISU - Parks Library Student Learning Hub","05A - Appropriation","0","10000000",
"2020-0017-61L-61661L1-05A","2020","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","61L - IPR - Replace Transmission Equipment","61661L1","IPR - Equipment","05A - Appropriation","0","1430000",
"2021-0017-03L-616003L-05A","2021","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","03L - SUI - Pentacrest Modernization","616003L","SUI - Pentacrest Modernization","05A - Appropriation","0","3355000",
"2021-0017-25L-61625L0-05A","2021","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","25L - ISU - LeBaron/MacKay Complex","61625L0","ISU - LeBaron/MacKay Complex","05A - Appropriation","0","10000000",
"2021-0017-40L-616040L-05A","2021","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","40L - ISU - Student Innovation Center","616040L","ISU - Student Innovation Center","05A - Appropriation","10000000","10000000","6625000"
"2021-0017-44L-616044L-05A","2021","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","44L - ISU - Veterinary Diagnostic Laboratory","616044L","ISU - Veterinary Diagnostic Laboratory","05A - Appropriation","12500000","12500000","8900000"
"2021-0017-52L-616052L-05A","2021","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","52L - ISD - Long Hall Renovation","616052L","ISD - Long Hall Renovation","05A - Appropriation","1325000","1325000","1325000"
"2021-0017-53L-616053L-05A","2021","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","53L - ISD - Girls Dormitory HVAC / Electrical","616053L","ISD - Girls Dormitory HVAC/Electrical","05A - Appropriation","0","4823000",
"2021-0017-57L-616057L-05A","2021","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","57L - UNI - Industrial Technology Center Modernization","616057L","UNI - Industrial Technology Center Renovation/Addition","05A - Appropriation","1000000","1000000","1000000"
"2021-0017-61L-61661L1-05A","2021","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","61L - IPR - Replace Transmission Equipment","61661L1","IPR - Equipment","05A - Appropriation","0","1200000",
"2021-0017-63F-616063F-05A","2021","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","63F - Deferred Maintenance - Fire and Environmental Safety","616063F","All Fire Safety and Deferred Maint","05A - Appropriation","0","20000000",
"2022-0017-40L-616040L-05A","2022","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","40L - ISU - Student Innovation Center","616040L","ISU - Student Innovation Center","05A - Appropriation","13375000","13375000","11375000"
"2022-0017-44L-616044L-05A","2022","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","44L - ISU - Veterinary Diagnostic Laboratory","616044L","ISU - Veterinary Diagnostic Laboratory","05A - Appropriation","12500000","12500000","12500000"
"2022-0017-57L-616057L-05A","2022","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","57L - UNI - Industrial Technology Center Modernization","616057L","UNI - Industrial Technology Center Renovation/Addition","05A - Appropriation","13000000","13000000","13000000"
"2022-0017-63F-616063F-05A","2022","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","63F - Deferred Maintenance - Fire and Environmental Safety","616063F","All Fire Safety and Deferred Maint","05A - Appropriation","0","30000000",
"2023-0017-03L-616003L-05A","2023","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","03L - SUI - Pentacrest Mod Phase 1 (Maclean)","616003L","SUI - Pentacrest Mod Phase 1 (Maclean)","05A - Appropriation","2800000","2800000",
"2023-0017-11L-61611L1-05A","2023","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","11L - ISU - Vet Diagnostic Lab Addition","61611L1","ISU Vet Diagnostic Lab Addition","05A - Appropriation","15700000","15700000",
"2023-0017-40L-616040L-05A","2023","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","40L - ISU - Student Innovation Center","616040L","ISU - Student Innovation Center","05A - Appropriation","2000000","2000000","2000000"
"2023-0017-44L-616044L-05A","2023","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","44L - ISU - Veterinary Diagnostic Laboratory","616044L","ISU - Veterinary Diagnostic Laboratory","05A - Appropriation","12500000","12500000","28600000"
"2023-0017-53L-616053L-05A","2023","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","53L - ISD - Girls Dormitory HVAC / Electrical","616053L","ISD - Girls Dormitory HVAC/Electrical","05A - Appropriation","5180000","5180000",
"2023-0017-57L-616057L-05A","2023","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","57L - UNI - Industrial Technology Center Modernization","616057L","UNI - Industrial Technology Center Renovation/Addition","05A - Appropriation","18000000","18000000","26500000"
"2023-0017-61L-61661L1-05A","2023","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","61L - IPR - Replace Transmission Equipment","61661L1","IPR - Equipment","05A - Appropriation","0","520000",
"2023-0017-63F-616063F-05A","2023","Capital","Regents Capital","0017 - Rebuild Iowa Infrastructure Fund","63F - Deferred Maintenance - Fire and Environmental Safety","616063F","All Fire Safety and Deferred Maint","05A - Appropriation","0","20000000",
