"id_number","term_at_admission_category","total_max_term","gender","county","race_ethnicity","age"
"62","3-5 Years","5Y","M","HUDSON","BL","26"
"63","6-10 Years","10Y","M","ESSEX","BL","26"
"64","3-5 Years","3Y","F","OCEAN","WH","39"
"65","11-14 Years","12Y","M","CAMDEN","BL","23"
"66","6-10 Years","8Y","M","MERCER","BL","27"
"67","6-10 Years","10Y","M","ESSEX","HS","41"
"68","6-10 Years","10Y","M","CAPE MAY","WH","33"
"69","21+ Years","30Y +","M","ATLANTIC","BL","53"
"70","21+ Years","44Y","M","PASSAIC","BL","59"
"71","15-20 Years","20Y","M","HUDSON","BL","35"
"72","3-5 Years","5Y","M","CAMDEN","BL","32"
"73","21+ Years","60Y","F","ESSEX","BL","47"
"74","6-10 Years","10Y","M","SOMERSET","HS","37"
"75","6-10 Years","6Y","M","CUMBERLAND","WH","34"
"76","3-5 Years","5Y","M","MERCER","BL","41"
"77","11-14 Years","12Y","M","ESSEX","BL","58"
"78","3-5 Years","5Y","M","MIDDLESEX","BL","27"
"79","3-5 Years","3Y 6M 12D","M","ESSEX","BL","25"
"80","6-10 Years","10Y","M","UNION","WH","26"
"81","6-10 Years","7Y","M","MIDDLESEX","BL","28"
"82","15-20 Years","20Y","M","UNION","HB","45"
"83","1-2 Years","2Y 19D","M","ESSEX","BL","25"
"84","1-2 Years","1Y 10M","M","UNION","BL","29"
"85","3-5 Years","5Y","M","CUMBERLAND","BL","45"
"86","21+ Years","30Y","M","UNION","HS","44"
"87","3-5 Years","4Y","M","UNION","HS","21"
"88","3-5 Years","4Y","M","ESSEX","BL","45"
"89","6-10 Years","7Y","M","MIDDLESEX","HS","44"
"90","3-5 Years","5Y","M","ATLANTIC","BL","34"
"91","15-20 Years","20Y","M","CAMDEN","BL","32"
"92","21+ Years","30Y +","M","PASSAIC","BL","45"
"93","3-5 Years","5Y","M","MERCER","BL","28"
"94","21+ Years","30Y +","M","ESSEX","BL","52"
"95","21+ Years","30Y","M","UNION","BL","55"
"96","6-10 Years","10Y 9M 20D","M","CAMDEN","WH","45"
"97","21+ Years","60Y","M","ESSEX","BL","44"
"98","3-5 Years","3Y 3M 4D","M","MONMOUTH","BL","26"
"99","6-10 Years","6Y 6M","M","MIDDLESEX","BL","24"
"100","21+ Years","LIFE WOP_3 STRIKES","M","ESSEX","BL","71"
"101","11-14 Years","13Y 6M","M","MONMOUTH","BL","44"
"102","3-5 Years","5Y","M","SOMERSET","OA","54"
"103","6-10 Years","7Y","M","CAMDEN","WH","23"
"104","1-2 Years","1Y 6M 26D","M","MERCER","BL","48"
"105","15-20 Years","20Y","M","CAMDEN","HS","45"
"106","21+ Years","30Y +","M","ESSEX","BL","72"
"107","21+ Years","34Y","M","CAMDEN","BL","37"
"108","11-14 Years","13Y","M","BURLINGTON","WH","27"
"109","6-10 Years","6Y","M","SUSSEX","WH","35"
"110","15-20 Years","20Y","M","BERGEN","HS","52"
"111","3-5 Years","4Y","M","ESSEX","BL","36"
"112","21+ Years","30Y +","M","ESSEX","BL","46"
"113","3-5 Years","5Y","F","MONMOUTH","BL","22"
"114","3-5 Years","5Y","M","MERCER","BL","39"
"115","6-10 Years","7Y","F","PASSAIC","BL","32"
"116","15-20 Years","18Y","M","ESSEX","BL","45"
"117","21+ Years","30Y","M","ESSEX","BL","44"
"118","6-10 Years","8Y","M","BERGEN","WH","60"
"119","3-5 Years","5Y","M","BURLINGTON","BL","34"
"120","3-5 Years","3Y","M","CAMDEN","BL","59"
"121","6-10 Years","6Y","M","ESSEX","HS","58"
"122","3-5 Years","5Y","M","ATLANTIC","HS","21"
"123","3-5 Years","4Y","M","MIDDLESEX","BL","43"
"124","11-14 Years","13Y","M","PASSAIC","BL","45"
"125","21+ Years","30Y +","M","UNION","BL","46"
"126","21+ Years","30Y +","M","CAMDEN","BL","46"
"127","21+ Years","45Y","M","CAMDEN","BL","46"
"128","3-5 Years","5Y","M","ATLANTIC","WH","26"
"129","21+ Years","30Y","M","BERGEN","WH","63"
"130","11-14 Years","13Y","M","PASSAIC","HS","39"
"131","1-2 Years","1Y 2M","F","MERCER","BL","28"
"132","3-5 Years","5Y","M","BERGEN","WH","61"
"133","3-5 Years","3Y","M","CAMDEN","BL","42"
"134","1-2 Years","1Y 6M","M","SALEM","BL","57"
"135","6-10 Years","10Y","M","CUMBERLAND","HS","32"
"136","1-2 Years","1Y 4M","M","ATLANTIC","BL","59"
"137","21+ Years","30Y +","M","ESSEX","BL","46"
"138","3-5 Years","5Y","M","ESSEX","BL","32"
"139","3-5 Years","5Y","M","OCEAN","BL","34"
"140","15-20 Years","20Y","M","HUDSON","BL","42"
"141","6-10 Years","10Y 4M 5D","M","HUDSON","BL","42"
"142","21+ Years","28Y","M","BERGEN","WH","53"
"143","11-14 Years","11Y 6M","M","ATLANTIC","HS","71"
"144","3-5 Years","4Y","M","CAMDEN","HS","57"
"145","3-5 Years","4Y","M","CUMBERLAND","BL","34"
"146","21+ Years","80Y","M","OCEAN","BL","58"
"147","6-10 Years","8Y","M","CAPE MAY","HS","36"
"148","6-10 Years","10Y","M","ESSEX","BL","28"
"149","21+ Years","26Y 6M","M","BURLINGTON","WH","33"
"150","1-2 Years","1Y","M","ATLANTIC","BL","57"
"151","11-14 Years","11Y","F","CAPE MAY","WH","53"
"152","3-5 Years","5Y","M","CUMBERLAND","HS","37"
"153","15-20 Years","16Y 1M 24D","M","MERCER","BL","24"
"154","21+ Years","37Y","M","MERCER","WH","36"
"155","6-10 Years","7Y","M","OCEAN","WH","30"
"156","3-5 Years","5Y","M","SALEM","BL","25"
"157","15-20 Years","20Y","M","CAMDEN","HS","47"
"158","15-20 Years","15Y","M","HUDSON","BL","42"
"159","6-10 Years","7Y","M","UNION","BL","24"
"160","11-14 Years","12Y","M","CAPE MAY","BL","31"
"161","3-5 Years","5Y","M","UNION","BL","38"
"162","21+ Years","30Y","M","HUDSON","HS","36"
"163","11-14 Years","12Y","M","HUDSON","BL","44"
"164","6-10 Years","10Y","M","HUDSON","HS","41"
"165","15-20 Years","20Y","M","HUDSON","BL","41"
"166","3-5 Years","5Y","M","BERGEN","BL","22"
"167","3-5 Years","5Y","M","ATLANTIC","WH","26"
"168","6-10 Years","7Y","M","ESSEX","WH","33"
"169","1-2 Years","1Y 11M 12D","M","BURLINGTON","WH","41"
"170","1-2 Years","2Y 4M 10D","M","ATLANTIC","BL","43"
"171","3-5 Years","4Y","M","MIDDLESEX","HW","59"
"172","3-5 Years","4Y 5M 27D","M","HUDSON","BL","35"
"173","21+ Years","40Y","M","ESSEX","BL","34"
"174","3-5 Years","4Y","M","BERGEN","HS","55"
"175","6-10 Years","6Y","M","MONMOUTH","WH","36"
"176","21+ Years","60Y","M","ESSEX","BL","29"
"177","21+ Years","30Y +","M","CUMBERLAND","BL","57"
"178","6-10 Years","8Y","M","MERCER","BL","43"
"179","3-5 Years","3Y","M","SUSSEX","WH","46"
"180","21+ Years","29Y","M","MERCER","BL","51"
"181","6-10 Years","10Y","M","UNION","BL","26"
"182","3-5 Years","3Y","M","CAMDEN","WH","48"
"183","21+ Years","30Y +","M","CAMDEN","BL","43"
"184","6-10 Years","7Y","M","MIDDLESEX","BL","28"
"185","21+ Years","30Y +","M","BERGEN","BL","79"
"186","6-10 Years","10Y","M","UNION","HS","49"
"187","6-10 Years","10Y","F","MIDDLESEX","BL","44"
"188","21+ Years","30Y +","M","PASSAIC","BL","44"
"189","3-5 Years","4Y 6M 14D","M","PASSAIC","BL","42"
"190","1-2 Years","1Y 2M","M","CUMBERLAND","WH","44"
"191","11-14 Years","14Y","M","MIDDLESEX","BL","36"
"192","21+ Years","30Y","M","BERGEN","HW","69"
"193","21+ Years","30Y +","M","BERGEN","BL","48"
"194","11-14 Years","12Y","M","BERGEN","HS","65"
"195","1-2 Years","2Y 5M 29D","M","MIDDLESEX","BL","32"
"196","6-10 Years","7Y","M","MIDDLESEX","WH","22"
"197","3-5 Years","4Y 7M 13D","M","PASSAIC","HS","59"
"198","21+ Years","60Y","M","MERCER","BL","32"
"199","1-2 Years","1Y","M","BERGEN","HS","27"
"201","21+ Years","27Y","M","BERGEN","WH","41"
"202","21+ Years","35Y","M","PASSAIC","BL","45"
"204","3-5 Years","5Y","M","UNION","BL","24"
"205","6-10 Years","10Y","F","MONMOUTH","HS","20"
"206","1-2 Years","2Y 8M 21D","M","PASSAIC","BL","33"
"207","6-10 Years","8Y","M","MIDDLESEX","WH","23"
"208","21+ Years","30Y","M","BERGEN","WH","49"
"209","3-5 Years","4Y 8M 15D","M","PASSAIC","HS","47"
"210","6-10 Years","8Y","M","BURLINGTON","BL","45"
"211","15-20 Years","20Y","M","WARREN","WH","44"
"212","3-5 Years","5Y","M","ESSEX","HS","43"
"213","3-5 Years","5Y","M","ATLANTIC","BL","23"
"215","21+ Years","40Y","M","MIDDLESEX","BL","61"
"216","3-5 Years","5Y","M","PASSAIC","BL","28"
"217","21+ Years","80Y","M","UNION","BL","58"
"218","6-10 Years","8Y","M","CAMDEN","HS","76"
"219","1-2 Years","2Y 1M 9D","M","ESSEX","BL","27"
"220","21+ Years","30Y +","M","MONMOUTH","WH","81"
"221","6-10 Years","6Y","M","HUDSON","BL","28"
"222","21+ Years","40Y","M","HUDSON","BL","30"
"223","15-20 Years","20Y","M","ATLANTIC","HS","61"
"224","15-20 Years","15Y","M","ESSEX","BL","30"
"225","1-2 Years","1Y 7M 8D","M","CAMDEN","BL","33"
"226","3-5 Years","4Y","M","SOMERSET","WH","31"
"227","6-10 Years","8Y","M","BERGEN","WH","27"
"228","1-2 Years","2Y 9M 10D","F","ATLANTIC","BL","28"
"229","15-20 Years","15Y","M","ESSEX","BL","22"
"230","21+ Years","25Y","M","MERCER","WH","47"
"231","6-10 Years","10Y","M","MIDDLESEX","BL","38"
"232","21+ Years","30Y +","M","ESSEX","BL","57"
"233","6-10 Years","10Y","M","CAMDEN","WH","28"
"234","6-10 Years","7Y","M","ESSEX","BL","57"
"235","6-10 Years","10Y","M","ESSEX","BL","28"
"236","1-2 Years","1Y 8M 9D","M","CAMDEN","BL","35"
"237","3-5 Years","5Y","M","BERGEN","HS","41"
"238","21+ Years","30Y +","M","ATLANTIC","WH","64"
"239","6-10 Years","6Y","M","BERGEN","BL","28"
"240","6-10 Years","8Y","M","HUDSON","BL","38"
"241","21+ Years","LIFE WOP_UNSPECIFIED","M","CAMDEN","HS","29"
"242","15-20 Years","16Y 6M 11D","M","MIDDLESEX","BL","34"
"244","3-5 Years","4Y","M","OCEAN","WH","71"
"246","6-10 Years","6Y 6M","M","CUMBERLAND","BL","24"
"247","1-2 Years","1Y 4M 14D","M","BURLINGTON","BL","24"
"249","6-10 Years","9Y","M","CUMBERLAND","WH","47"
"250","3-5 Years","5Y","M","CAMDEN","BL","34"
"251","21+ Years","30Y","M","MONMOUTH","BL","58"
"253","3-5 Years","4Y","M","BERGEN","WH","29"
"254","3-5 Years","3Y","M","BERGEN","HS","31"
"255","1-2 Years","2Y 7M 7D","M","CAMDEN","BL","33"
"256","6-10 Years","8Y","M","MIDDLESEX","WH","57"
"257","6-10 Years","7Y","M","CUMBERLAND","BL","27"
"258","21+ Years","112Y","M","BERGEN","WH","77"
"259","21+ Years","23Y","M","PASSAIC","HS","34"
"260","6-10 Years","7Y","M","PASSAIC","BL","33"
"261","11-14 Years","12Y","M","CAMDEN","HS","34"
"263","3-5 Years","4Y","M","CAMDEN","BL","36"
"264","15-20 Years","20Y","M","ATLANTIC","BL","38"
"265","1-2 Years","2Y 4M 3D","M","CAMDEN","BL","23"
"266","6-10 Years","7Y","M","UNION","BL","23"
"267","1-2 Years","2Y 11M 24D","M","HUDSON","HS","25"
"268","6-10 Years","10Y 4M 29D","M","MONMOUTH","WH","58"
"269","6-10 Years","10Y","F","MIDDLESEX","WH","44"
"270","1-2 Years","1Y 3M 1D","M","PASSAIC","BL","59"
"271","21+ Years","45Y","M","BERGEN","WH","35"
"272","1-2 Years","2Y 9M 23D","M","HUDSON","BL","23"
"273","11-14 Years","11Y","M","MIDDLESEX","HS","29"
"274","6-10 Years","10Y","M","CAMDEN","WH","57"
"275","15-20 Years","15Y","M","ESSEX","BL","28"
"276","15-20 Years","19Y","M","ATLANTIC","BL","33"
"277","6-10 Years","10Y","M","ATLANTIC","HS","46"
"278","21+ Years","30Y","M","PASSAIC","BL","51"
"279","21+ Years","38Y","M","UNION","WH","31"
"280","21+ Years","30Y +","M","UNION","BL","69"
"281","15-20 Years","18Y","M","HUDSON","HS","40"
"283","21+ Years","58Y","M","BERGEN","BL","60"
"284","11-14 Years","14Y 8M","M","BERGEN","HS","53"
"285","3-5 Years","5Y","M","HUNTERDON","HS","36"
"286","1-2 Years","1Y 6M","M","BURLINGTON","BL","39"
"287","3-5 Years","3Y","M","MIDDLESEX","BL","33"
"288","11-14 Years","12Y","M","CAMDEN","BL","28"
"289","6-10 Years","6Y","M","CUMBERLAND","HS","36"
"290","15-20 Years","16Y","F","MIDDLESEX","HS","62"
"291","21+ Years","25Y","M","CUMBERLAND","BL","35"
"292","3-5 Years","5Y","M","CAMDEN","BL","27"
"293","11-14 Years","12Y","M","PASSAIC","BL","21"
"294","3-5 Years","5Y","M","CAMDEN","HS","33"
"295","1-2 Years","1Y 11D","M","MERCER","BL","23"
"296","15-20 Years","18Y","M","MORRIS","BL","36"
"297","21+ Years","30Y","M","MONMOUTH","BL","33"
"298","21+ Years","30Y +","M","HUDSON","BL","57"
"299","21+ Years","28Y","M","ESSEX","BL","32"
"300","15-20 Years","19Y 9M 24D","M","PASSAIC","BL","34"
"301","6-10 Years","6Y","M","CUMBERLAND","BL","57"
"303","1-2 Years","1Y 1M 27D","M","CAPE MAY","WH","58"
"304","21+ Years","37Y","M","CAMDEN","BL","28"
"305","6-10 Years","10Y","M","OCEAN","OA","41"
"306","21+ Years","115Y","M","CAMDEN","BL","60"
"307","6-10 Years","8Y","M","SOMERSET","HS","29"
"308","21+ Years","37Y","M","BURLINGTON","WH","48"
"309","3-5 Years","4Y","M","ATLANTIC","BL","22"
"310","21+ Years","45Y","M","ESSEX","BL","30"
"311","3-5 Years","4Y","M","BERGEN","WH","27"
"312","11-14 Years","13Y","M","ESSEX","BL","35"
"313","3-5 Years","3Y 7M 4D","M","ESSEX","BL","28"
"314","3-5 Years","3Y","M","ATLANTIC","BL","28"
"315","21+ Years","25Y","M","ESSEX","HS","36"
"316","15-20 Years","15Y","M","CAMDEN","BL","59"
"318","3-5 Years","5Y","M","HUDSON","WH","26"
"319","3-5 Years","5Y","M","GLOUCESTER","WH","74"
"320","3-5 Years","5Y","M","SALEM","WH","40"
"321","6-10 Years","6Y","M","PASSAIC","BL","26"
"322","21+ Years","25Y","M","BERGEN","HS","36"
"323","11-14 Years","13Y","M","CAPE MAY","HS","32"
"325","3-5 Years","4Y","F","UNION","BL","33"
"326","6-10 Years","9Y","M","PASSAIC","BL","26"
"327","3-5 Years","3Y","M","ESSEX","BL","27"
"328","6-10 Years","6Y","M","MERCER","BL","30"
"329","3-5 Years","5Y","F","CUMBERLAND","BL","23"
"330","6-10 Years","7Y","M","CAMDEN","BL","27"
"331","3-5 Years","5Y 6M","M","CUMBERLAND","HS","22"
"332","3-5 Years","5Y","F","CAMDEN","WH","25"
"333","3-5 Years","3Y","M","MERCER","BL","20"
"335","1-2 Years","1Y 6M","M","SUSSEX","WH","34"
"336","3-5 Years","5Y","M","CUMBERLAND","HS","35"
"337","21+ Years","30Y +","M","SOMERSET","HW","57"
"338","11-14 Years","12Y","M","OCEAN","BL","27"
"339","21+ Years","30Y +","M","MIDDLESEX","WH","70"
"340","11-14 Years","11Y","M","OCEAN","BL","28"
"341","15-20 Years","20Y","M","CAMDEN","BL","33"
"342","3-5 Years","3Y","M","CAMDEN","BL","35"
"343","3-5 Years","5Y","M","MERCER","BL","26"
"345","6-10 Years","8Y","M","CAMDEN","WH","33"
"346","6-10 Years","8Y","M","HUNTERDON","WH","41"
"347","21+ Years","30Y +","M","ESSEX","BL","57"
"348","6-10 Years","10Y","M","PASSAIC","BL","29"
"349","6-10 Years","7Y","M","ESSEX","BL","33"
"350","3-5 Years","3Y","M","GLOUCESTER","BL","28"
"351","3-5 Years","5Y","M","SALEM","HS","20"
"352","3-5 Years","3Y","M","ESSEX","BL","20"
"353","15-20 Years","17Y","M","CAPE MAY","BL","44"
"354","3-5 Years","5Y","M","PASSAIC","HS","24"
"355","6-10 Years","7Y","M","ESSEX","BL","23"
"357","3-5 Years","5Y","M","HUDSON","BL","28"
"358","15-20 Years","17Y","M","MONMOUTH","BL","31"
"359","3-5 Years","3Y","M","BURLINGTON","WH","41"
"360","6-10 Years","8Y","M","UNION","WH","35"
"361","3-5 Years","4Y","M","ESSEX","HS","20"
"362","15-20 Years","15Y","M","CAMDEN","BL","25"
"363","3-5 Years","5Y","M","WARREN","WH","49"
"364","3-5 Years","5Y","M","MERCER","BL","22"
"365","6-10 Years","6Y","M","PASSAIC","BL","47"
"366","15-20 Years","20Y","M","ESSEX","BL","37"
"367","11-14 Years","12Y","M","ATLANTIC","BL","27"
"368","3-5 Years","5Y","M","CUMBERLAND","BL","34"
"369","1-2 Years","1Y 27D","M","UNION","WH","32"
"370","6-10 Years","7Y","M","MERCER","BL","34"
"371","15-20 Years","17Y","M","ESSEX","BL","31"
"372","3-5 Years","5Y","M","OCEAN","WH","35"
"373","15-20 Years","20Y","M","MERCER","BL","32"
"374","21+ Years","30Y +","M","PASSAIC","HS","47"
"375","1-2 Years","1Y 6M 6D","M","BURLINGTON","BL","60"
"376","6-10 Years","10Y","M","ESSEX","BL","37"
"377","6-10 Years","8Y","M","CUMBERLAND","WH","63"
"378","21+ Years","55Y","M","ESSEX","HS","37"
"379","6-10 Years","8Y","M","OCEAN","BL","36"
"380","21+ Years","30Y +","M","OCEAN","WH","69"
"381","3-5 Years","4Y 7M 5D","M","MERCER","BL","32"
"382","15-20 Years","20Y","M","CAMDEN","WH","28"
"384","21+ Years","79Y","M","UNION","HS","66"
"385","3-5 Years","4Y","M","PASSAIC","BL","28"
"386","3-5 Years","4Y","M","ESSEX","BL","29"
"387","6-10 Years","7Y","M","UNION","BL","27"
"388","15-20 Years","17Y","M","PASSAIC","BL","27"
"389","6-10 Years","8Y 6M","M","CAMDEN","BL","29"
"390","3-5 Years","4Y","M","CUMBERLAND","HS","36"
"391","3-5 Years","5Y","M","SALEM","BL","28"
"392","15-20 Years","15Y","M","SALEM","BL","30"
"393","11-14 Years","12Y","M","CAMDEN","BL","26"
"394","21+ Years","50Y","M","ESSEX","BL","58"
"395","15-20 Years","20Y","M","CAMDEN","WH","57"
"396","6-10 Years","10Y","M","HUDSON","HS","47"
"397","6-10 Years","6Y","M","MIDDLESEX","WH","32"
"398","21+ Years","LIFE WOP_UNSPECIFIED","M","MIDDLESEX","WH","57"
"399","3-5 Years","5Y","M","GLOUCESTER","BL","27"
"400","6-10 Years","7Y","M","MONMOUTH","BL","32"
"401","6-10 Years","8Y","M","HUDSON","HS","62"
"402","3-5 Years","5Y","M","ESSEX","BL","20"
"403","3-5 Years","5Y","M","CAPE MAY","BL","57"
"404","1-2 Years","2Y 8M 20D","M","ESSEX","BL","56"
"405","1-2 Years","2Y 8M 8D","M","CAMDEN","BL","41"
"406","6-10 Years","10Y","M","UNION","BL","36"
"407","3-5 Years","3Y 6M","F","PASSAIC","BL","21"
"408","3-5 Years","3Y 6M 24D","M","ESSEX","BL","35"
"409","21+ Years","26Y","M","BERGEN","HS","31"
"410","6-10 Years","10Y","M","BURLINGTON","BL","25"
"411","3-5 Years","3Y 9M","M","PASSAIC","BL","32"
"413","3-5 Years","4Y","M","CAMDEN","BL","28"
"414","21+ Years","30Y +","M","ESSEX","BL","57"
"415","3-5 Years","5Y","M","ESSEX","BL","25"
"416","3-5 Years","4Y","M","SOMERSET","WH","31"
"417","6-10 Years","7Y","M","ESSEX","HS","38"
"418","6-10 Years","7Y","M","ESSEX","BL","36"
"419","15-20 Years","20Y","M","HUDSON","WH","57"
"420","6-10 Years","6Y","M","ATLANTIC","BL","22"
"421","6-10 Years","7Y","M","HUDSON","BL","28"
"423","6-10 Years","7Y 6M","M","PASSAIC","HS","46"
"424","3-5 Years","5Y","M","MERCER","BL","29"
"425","21+ Years","30Y +","M","UNION","BL","43"
"426","21+ Years","26Y 6M","M","ATLANTIC","WH","73"
"427","6-10 Years","10Y","M","ESSEX","BL","33"
"428","21+ Years","30Y","M","ESSEX","BL","30"
"429","15-20 Years","15Y","M","BERGEN","WH","40"
"430","3-5 Years","5Y","M","CUMBERLAND","HS","58"
"431","15-20 Years","20Y","M","ESSEX","HS","62"
"432","3-5 Years","5Y","M","HUDSON","WH","41"
"433","11-14 Years","11Y","M","ESSEX","BL","56"
"434","21+ Years","30Y +","M","PASSAIC","BL","57"
"435","15-20 Years","15Y","M","MONMOUTH","BL","57"
"436","11-14 Years","14Y","M","ATLANTIC","BL","29"
"437","1-2 Years","1Y 7M 19D","M","MERCER","BL","30"
"439","1-2 Years","1Y","M","MIDDLESEX","BL","30"
"440","6-10 Years","10Y","M","ATLANTIC","BL","35"
"441","6-10 Years","6Y","M","MIDDLESEX","BL","28"
"442","3-5 Years","5Y","M","MERCER","BL","22"
"443","3-5 Years","3Y","M","UNION","BL","20"
"444","1-2 Years","1Y 30D","M","BERGEN","WH","33"
"445","6-10 Years","7Y","M","UNION","HS","47"
"446","1-2 Years","1Y 7M 7D","M","BERGEN","BL","45"
"447","6-10 Years","6Y","M","ATLANTIC","BL","56"
"448","15-20 Years","20Y","F","CAMDEN","BL","32"
"449","1-2 Years","2Y 6M 14D","M","ESSEX","BL","25"
"450","6-10 Years","8Y","M","UNION","BL","25"
"451","1-2 Years","1Y","M","MIDDLESEX","WH","57"
"452","21+ Years","30Y +","M","ESSEX","BL","57"
"453","1-2 Years","2Y 10M 28D","M","CAMDEN","WH","31"
"454","21+ Years","30Y +","M","BURLINGTON","WH","57"
"455","15-20 Years","20Y","M","CAMDEN","BL","35"
"456","11-14 Years","11Y","M","ATLANTIC","BL","27"
"457","6-10 Years","10Y","M","MIDDLESEX","BL","29"
"458","6-10 Years","8Y","M","MIDDLESEX","HS","29"
"459","6-10 Years","8Y","M","MIDDLESEX","HS","38"
"460","15-20 Years","18Y","M","CAMDEN","BL","33"
"461","21+ Years","30Y +","M","ESSEX","BL","43"
"462","21+ Years","30Y +","M","MERCER","BL","71"
"463","1-2 Years","2Y 7M 24D","M","MERCER","BL","32"
"464","6-10 Years","6Y","M","MONMOUTH","BL","33"
"465","3-5 Years","5Y","M","CAMDEN","WH","36"
"466","3-5 Years","5Y","M","MIDDLESEX","WH","44"
"467","3-5 Years","3Y","M","CUMBERLAND","WH","45"
"468","3-5 Years","4Y 10M 1D","M","ATLANTIC","BL","29"
"469","11-14 Years","13Y","M","CUMBERLAND","BL","28"
"470","3-5 Years","4Y 2D","M","HUDSON","BL","41"
"471","3-5 Years","4Y","M","HUDSON","BL","44"
"472","6-10 Years","8Y","M","CUMBERLAND","BL","27"
"473","15-20 Years","15Y","M","MIDDLESEX","WH","31"
"474","21+ Years","30Y +","M","HUDSON","BL","70"
"475","21+ Years","30Y +","F","PASSAIC","BL","71"
"476","6-10 Years","7Y","M","MIDDLESEX","HS","25"
"477","3-5 Years","3Y","M","BERGEN","WH","55"
"478","1-2 Years","1Y 11M 29D","M","UNION","BL","28"
"479","21+ Years","30Y +","M","HUDSON","HW","48"
"480","3-5 Years","5Y","M","HUNTERDON","BL","28"
"481","21+ Years","30Y +","M","CAMDEN","HS","42"
"482","21+ Years","30Y","M","ESSEX","BL","45"
"483","6-10 Years","6Y","M","MIDDLESEX","BL","33"
"484","21+ Years","70Y","M","UNION","BL","46"
"485","6-10 Years","8Y","M","MERCER","BL","53"
"486","21+ Years","68Y","M","CAMDEN","BL","42"
"487","21+ Years","59Y","M","CAMDEN","BL","47"
"488","11-14 Years","12Y","M","CAMDEN","BL","34"
"489","3-5 Years","3Y","M","CUMBERLAND","WH","32"
"490","3-5 Years","3Y","M","PASSAIC","BL","34"
"491","6-10 Years","10Y","M","ESSEX","BL","71"
"492","21+ Years","25Y","M","UNION","BL","25"
"493","15-20 Years","18Y","M","PASSAIC","BL","38"
