"address","street_number","direction","street_name","street_type","complaints","neshaps_demolition_notices","enforcement","inspections","permits","tanks","holds","latitude","longitude","location"
"2000 S PRAIRIE AVE","2000","S","PRAIRIE","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2000%20and%20direction=%27S%27%20and%20street_name=%27PRAIRIE%27%20and%20street_type=%27AVE%27)",,,,,,,"41.85547297896005","-87.62086403044765","POINT (-87.62086403044765 41.85547297896005)"
"2006 W 71ST ST","2006","W","71ST","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2006%20and%20direction=%27W%27%20and%20street_name=%2771ST%27%20and%20street_type=%27ST%27)",,"41.76491346137087","-87.67382997010095","POINT (-87.67382997010095 41.76491346137087)"
"2040 W WASHINGTON ST","2040","W","WASHINGTON","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2040%20and%20direction=%27W%27%20and%20street_name=%27WASHINGTON%27%20and%20street_type=%27ST%27)",,"41.883230573688735","-87.67833009399837","POINT (-87.67833009399837 41.883230573688735)"
"2042 W 52ND PL","2042","W","52ND","PL",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2042%20and%20direction=%27W%27%20and%20street_name=%2752ND%27%20and%20street_type=%27PL%27)",,,,,,"41.79812301634378","-87.67622571089412","POINT (-87.67622571089412 41.79812301634378)"
"2050 W WASHBURNE AVE","2050","W","WASHBURNE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2050%20and%20direction=%27W%27%20and%20street_name=%27WASHBURNE%27%20and%20street_type=%27AVE%27)",,,,,,"41.86592670718402","-87.67824441871281","POINT (-87.67824441871281 41.86592670718402)"
"210 N DESPLAINES ST","210","N","DESPLAINES","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=210%20and%20direction=%27N%27%20and%20street_name=%27DESPLAINES%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=210%20and%20direction=%27N%27%20and%20street_name=%27DESPLAINES%27%20and%20street_type=%27ST%27)",,,,"41.886141442592816","-87.64440526748824","POINT (-87.64440526748824 41.886141442592816)"
"2107 S PULASKI RD","2107","S","PULASKI","RD",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2107%20and%20direction=%27S%27%20and%20street_name=%27PULASKI%27%20and%20street_type=%27RD%27)",,,,,,"41.853185912264536","-87.72464857310757","POINT (-87.72464857310757 41.853185912264536)"
"211 W SCHUBERT AVE","211","W","SCHUBERT","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=211%20and%20direction=%27W%27%20and%20street_name=%27SCHUBERT%27%20and%20street_type=%27AVE%27)",,,,
"2123 W BERWYN AVE","2123","W","BERWYN","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2123%20and%20direction=%27W%27%20and%20street_name=%27BERWYN%27%20and%20street_type=%27AVE%27)",,,,,,,"41.97769283970633","-87.68285786849965","POINT (-87.68285786849965 41.97769283970633)"
"2134 N DAMEN AVE","2134","N","DAMEN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2134%20and%20direction=%27N%27%20and%20street_name=%27DAMEN%27%20and%20street_type=%27AVE%27)",,,,,,"41.92057085501556","-87.67787188176507","POINT (-87.67787188176507 41.92057085501556)"
"2159 W BERTEAU AVE","2159","W","BERTEAU","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2159%20and%20direction=%27W%27%20and%20street_name=%27BERTEAU%27%20and%20street_type=%27AVE%27)","Y (https://data.cityofchicago.org/resource/yqn4-3th2.csv?street_number=2159%20and%20direction=%27W%27%20and%20street_name=%27BERTEAU%27%20and%20street_type=%27AVE%27)","Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2159%20and%20direction=%27W%27%20and%20street_name=%27BERTEAU%27%20and%20street_type=%27AVE%27)",,,,"41.95762889878626","-87.68359484788738","POINT (-87.68359484788738 41.95762889878626)"
"230 S STATE ST","230","S","STATE","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=230%20and%20direction=%27S%27%20and%20street_name=%27STATE%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=230%20and%20direction=%27S%27%20and%20street_name=%27STATE%27%20and%20street_type=%27ST%27)",,,"41.87871973858168","-87.62783943584724","POINT (-87.62783943584724 41.87871973858168)"
"2300 W GARFIELD BLVD","2300","W","GARFIELD","BLVD",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2300%20and%20direction=%27W%27%20and%20street_name=%27GARFIELD%27%20and%20street_type=%27BLVD%27)",,"41.79394840225581","-87.68133972357032","POINT (-87.68133972357032 41.79394840225581)"
"2315 W 95TH ST","2315","W","95TH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2315%20and%20direction=%27W%27%20and%20street_name=%2795TH%27%20and%20street_type=%27ST%27)",,"41.72085565606109","-87.68031796923918","POINT (-87.68031796923918 41.72085565606109)"
"2318 W FULLERTON AVE","2318","W","FULLERTON","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2318%20and%20direction=%27W%27%20and%20street_name=%27FULLERTON%27%20and%20street_type=%27AVE%27)",,"41.925030479892435","-87.68598303030667","POINT (-87.68598303030667 41.925030479892435)"
"2334 W THOMAS ST","2334","W","THOMAS","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2334%20and%20direction=%27W%27%20and%20street_name=%27THOMAS%27%20and%20street_type=%27ST%27)",,,"41.90132343621526","-87.6859501369132","POINT (-87.6859501369132 41.90132343621526)"
"2352 W CHICAGO AVE","2352","W","CHICAGO","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2352%20and%20direction=%27W%27%20and%20street_name=%27CHICAGO%27%20and%20street_type=%27AVE%27)",,,,,,"41.895858519411334","-87.68649566287402","POINT (-87.68649566287402 41.895858519411334)"
"2359 W 95TH ST","2359","W","95TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2359%20and%20direction=%27W%27%20and%20street_name=%2795TH%27%20and%20street_type=%27ST%27)",,,,"41.720828183948925","-87.68200146981209","POINT (-87.68200146981209 41.720828183948925)"
"24 N PEORIA ST","24","N","PEORIA","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=24%20and%20direction=%27N%27%20and%20street_name=%27PEORIA%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=24%20and%20direction=%27N%27%20and%20street_name=%27PEORIA%27%20and%20street_type=%27ST%27)",,,,"41.88248042837055","-87.64986527749659","POINT (-87.64986527749659 41.88248042837055)"
"2416 W 67TH PL","2416","W","67TH","PL",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2416%20and%20direction=%27W%27%20and%20street_name=%2767TH%27%20and%20street_type=%27PL%27)",,,,,,
"2419 W 21ST ST","2419","W","21ST","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2419%20and%20direction=%27W%27%20and%20street_name=%2721ST%27%20and%20street_type=%27ST%27)",,,,,,"41.85376405040983","-87.68651916850547","POINT (-87.68651916850547 41.85376405040983)"
"2424 E 75TH ST","2424","E","75TH","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2424%20and%20direction=%27E%27%20and%20street_name=%2775TH%27%20and%20street_type=%27ST%27)",,"41.759109590638374","-87.56538341238438","POINT (-87.56538341238438 41.759109590638374)"
"2426 W FLETCHER ST","2426","W","FLETCHER","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2426%20and%20direction=%27W%27%20and%20street_name=%27FLETCHER%27%20and%20street_type=%27ST%27)",,"41.9386196710382","-87.68906691822946","POINT (-87.68906691822946 41.9386196710382)"
"2445 N KIMBALL AVE","2445","N","KIMBALL","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2445%20and%20direction=%27N%27%20and%20street_name=%27KIMBALL%27%20and%20street_type=%27AVE%27)",,,,"41.92599672730325","-87.71199765819495","POINT (-87.71199765819495 41.92599672730325)"
"2458 W 111TH ST","2458","W","111TH","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2458%20and%20direction=%27W%27%20and%20street_name=%27111TH%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2458%20and%20direction=%27W%27%20and%20street_name=%27111TH%27%20and%20street_type=%27ST%27)",,,,"41.691879790616376","-87.68358987446554","POINT (-87.68358987446554 41.691879790616376)"
"2501 W 71ST ST","2501","W","71ST","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2501%20and%20direction=%27W%27%20and%20street_name=%2771ST%27%20and%20street_type=%27ST%27)",,,"41.764547157441456","-87.68574595379714","POINT (-87.68574595379714 41.764547157441456)"
"2510 W MADISON ST","2510","W","MADISON","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2510%20and%20direction=%27W%27%20and%20street_name=%27MADISON%27%20and%20street_type=%27ST%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2510%20and%20direction=%27W%27%20and%20street_name=%27MADISON%27%20and%20street_type=%27ST%27)",,,,"41.881239314988534","-87.68910103479655","POINT (-87.68910103479655 41.881239314988534)"
"2540 S ASHLAND AVE","2540","S","ASHLAND","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2540%20and%20direction=%27S%27%20and%20street_name=%27ASHLAND%27%20and%20street_type=%27AVE%27)",,,,"41.845445380156214","-87.66603538725872","POINT (-87.66603538725872 41.845445380156214)"
"2606 S LAWNDALE AVE","2606","S","LAWNDALE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2606%20and%20direction=%27S%27%20and%20street_name=%27LAWNDALE%27%20and%20street_type=%27AVE%27)",,,"41.84408434833491","-87.71737180403306","POINT (-87.71737180403306 41.84408434833491)"
"2631 W VAN BUREN ST","2631","W","VAN BUREN","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2631%20and%20direction=%27W%27%20and%20street_name=%27VAN%20BUREN%27%20and%20street_type=%27ST%27)",,,,"41.87591279906442","-87.69256957314565","POINT (-87.69256957314565 41.87591279906442)"
"2636 N WASHTENAW AVE","2636","N","WASHTENAW","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2636%20and%20direction=%27N%27%20and%20street_name=%27WASHTENAW%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2636%20and%20direction=%27N%27%20and%20street_name=%27WASHTENAW%27%20and%20street_type=%27AVE%27)",,,,"41.92981985153304","-87.69529203922497","POINT (-87.69529203922497 41.92981985153304)"
"2640 W FOSTER AVE","2640","W","FOSTER","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2640%20and%20direction=%27W%27%20and%20street_name=%27FOSTER%27%20and%20street_type=%27AVE%27)",,"41.975952561024535","-87.69569302098175","POINT (-87.69569302098175 41.975952561024535)"
"2653 N AVERS AVE","2653","N","AVERS","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2653%20and%20direction=%27N%27%20and%20street_name=%27AVERS%27%20and%20street_type=%27AVE%27)",,,,"41.92978253211989","-87.72310706680379","POINT (-87.72310706680379 41.92978253211989)"
"2664 W FOSTER AVE","2664","W","FOSTER","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2664%20and%20direction=%27W%27%20and%20street_name=%27FOSTER%27%20and%20street_type=%27AVE%27)",,,,"41.97594789271787","-87.69636521245779","POINT (-87.69636521245779 41.97594789271787)"
"2714 N WAYNE AVE","2714","N","WAYNE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2714%20and%20direction=%27N%27%20and%20street_name=%27WAYNE%27%20and%20street_type=%27AVE%27)",,,,,,"41.93116528218345","-87.66245182864725","POINT (-87.66245182864725 41.93116528218345)"
"2728 S KOLIN AVE","2728","S","KOLIN","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2728%20and%20direction=%27S%27%20and%20street_name=%27KOLIN%27%20and%20street_type=%27AVE%27)",,,,"41.84140549319158","-87.73313638053573","POINT (-87.73313638053573 41.84140549319158)"
"2743 N SOUTHPORT AVE","2743","N","SOUTHPORT","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2743%20and%20direction=%27N%27%20and%20street_name=%27SOUTHPORT%27%20and%20street_type=%27AVE%27)",,,,,,"41.93193135395415","-87.66339838185131","POINT (-87.66339838185131 41.93193135395415)"
"2748 N MAGNOLIA AVE","2748","N","MAGNOLIA","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2748%20and%20direction=%27N%27%20and%20street_name=%27MAGNOLIA%27%20and%20street_type=%27AVE%27)",,,"41.932161415576985","-87.66005281175521","POINT (-87.66005281175521 41.932161415576985)"
"2812 S THROOP ST","2812","S","THROOP","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2812%20and%20direction=%27S%27%20and%20street_name=%27THROOP%27%20and%20street_type=%27ST%27)",,,"41.843056441921696","-87.65392414339294","POINT (-87.65392414339294 41.843056441921696)"
"2833 W CONGRESS PKWY","2833","W","CONGRESS","PKWY","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2833%20and%20direction=%27W%27%20and%20street_name=%27CONGRESS%27%20and%20street_type=%27PKWY%27)",,,,,,,"41.874781626629115","-87.69746126810895","POINT (-87.69746126810895 41.874781626629115)"
"2842 N NAGLE AVE","2842","N","NAGLE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2842%20and%20direction=%27N%27%20and%20street_name=%27NAGLE%27%20and%20street_type=%27AVE%27)",,,"41.93226221257261","-87.78710198094912","POINT (-87.78710198094912 41.93226221257261)"
"288 N CLINTON ST","288","N","CLINTON","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=288%20and%20direction=%27N%27%20and%20street_name=%27CLINTON%27%20and%20street_type=%27ST%27)",,,"41.88675780624816","-87.64148178565073","POINT (-87.64148178565073 41.88675780624816)"
"2924 S KEELEY ST","2924","S","KEELEY","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2924%20and%20direction=%27S%27%20and%20street_name=%27KEELEY%27%20and%20street_type=%27ST%27)",,,,,,"41.84013400678123","-87.65332903318874","POINT (-87.65332903318874 41.84013400678123)"
"2949 N ASHLAND AVE","2949","N","ASHLAND","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2949%20and%20direction=%27N%27%20and%20street_name=%27ASHLAND%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2949%20and%20direction=%27N%27%20and%20street_name=%27ASHLAND%27%20and%20street_type=%27AVE%27)",,,"41.93569066906511","-87.66836913621323","POINT (-87.66836913621323 41.93569066906511)"
"2965 S LYMAN ST","2965","S","LYMAN","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2965%20and%20direction=%27S%27%20and%20street_name=%27LYMAN%27%20and%20street_type=%27ST%27)",,,"41.84028850002827","-87.65450029401705","POINT (-87.65450029401705 41.84028850002827)"
"2959 W LAKE ST","2959","W","LAKE","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2959%20and%20direction=%27W%27%20and%20street_name=%27LAKE%27%20and%20street_type=%27ST%27)",,,,"41.88396390878679","-87.70117155371284","POINT (-87.70117155371284 41.88396390878679)"
"3000 W TOUHY AVE","3000","W","TOUHY","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=3000%20and%20direction=%27W%27%20and%20street_name=%27TOUHY%27%20and%20street_type=%27AVE%27)",,,,"42.01207140800165","-87.70457584484954","POINT (-87.70457584484954 42.01207140800165)"
"3008 S WENTWORTH AVE","3008","S","WENTWORTH","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=3008%20and%20direction=%27S%27%20and%20street_name=%27WENTWORTH%27%20and%20street_type=%27AVE%27)",,,,,,,"41.83939868327561","-87.63185444815907","POINT (-87.63185444815907 41.83939868327561)"
"3010 N ODELL AVE","3010","N","ODELL","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=3010%20and%20direction=%27N%27%20and%20street_name=%27ODELL%27%20and%20street_type=%27AVE%27)",,,,,,"41.93481330293689","-87.81044608824614","POINT (-87.81044608824614 41.93481330293689)"
"3013 N HONORE ST","3013","N","HONORE","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=3013%20and%20direction=%27N%27%20and%20street_name=%27HONORE%27%20and%20street_type=%27ST%27)",,,,,,"41.936376594413446","-87.67405204401531","POINT (-87.67405204401531 41.936376594413446)"
"3018 N LARAMIE AVE","3018","N","LARAMIE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=3018%20and%20direction=%27N%27%20and%20street_name=%27LARAMIE%27%20and%20street_type=%27AVE%27)",,,"41.935622928374","-87.75672477592333","POINT (-87.75672477592333 41.935622928374)"
"3030 W LYNDALE ST","3030","W","LYNDALE","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=3030%20and%20direction=%27W%27%20and%20street_name=%27LYNDALE%27%20and%20street_type=%27ST%27)",,,,,,"41.92248192178344","-87.70345816373742","POINT (-87.70345816373742 41.92248192178344)"
"307 W 108TH ST","307","W","108TH","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=307%20and%20direction=%27W%27%20and%20street_name=%27108TH%27%20and%20street_type=%27ST%27)",,,,,,"41.697851493561615","-87.6307781149077","POINT (-87.6307781149077 41.697851493561615)"
"310 N LAMON AVE","310","N","LAMON","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=310%20and%20direction=%27N%27%20and%20street_name=%27LAMON%27%20and%20street_type=%27AVE%27)",,,,,,"41.88607800561048","-87.74807828065485","POINT (-87.74807828065485 41.88607800561048)"
"3104 N CICERO AVE","3104","N","CICERO","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=3104%20and%20direction=%27N%27%20and%20street_name=%27CICERO%27%20and%20street_type=%27AVE%27)",,,,,,,"41.93716214504601","-87.74696891042964","POINT (-87.74696891042964 41.93716214504601)"
"311 S HALSTED ST","311","S","HALSTED","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=311%20and%20direction=%27S%27%20and%20street_name=%27HALSTED%27%20and%20street_type=%27ST%27)",,,,,,,"41.877510715599506","-87.64708252765568","POINT (-87.64708252765568 41.877510715599506)"
"3144 S INDIANA AVE","3144","S","INDIANA","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=3144%20and%20direction=%27S%27%20and%20street_name=%27INDIANA%27%20and%20street_type=%27AVE%27)",,,,,,"41.83700433112543","-87.62203567116251","POINT (-87.62203567116251 41.83700433112543)"
