Loan Date,Lender,Block,Street Direction,Street Name,Street Type,City,State,Zip,Ward,Industry,Location,Historical Wards 2003-2015,Wards,Community Areas,Zip Codes,Census Tracts
12/11/2015,WBDC,022XX,S,Throop,Street,Chicago,IL,60608,25,Retail Sales - Other,"(41.850962, -87.65881)",8,26,33,14920,126
08/28/2013,Accion,045XX,W,Irving Pk.,Rd.,Chicago,IL,60657,45,Retail Sales - Other,"(41.953584, -87.742578)",25,50,16,22618,363
04/24/2013,Accion,040XX,N,Drake,Avenue,Chicago,IL,60618,35,Other Services,"(41.955305, -87.71678)",2,12,16,21538,23
06/26/2014,Accion,012XX,W,Lake,Street,Chicago,IL,60607,27,Entertainment,"(41.885584, -87.658759)",41,46,29,14917,63
01/15/2016,CNI,008XX,E,40th ,Street,Chicago,IL,60653,4,Other Services,"(41.821835, -87.604472)",1,10,2,4301,220
03/23/2015,Accion,047XX,N,Sawyer,Avenue,Chicago,IL,60625,33,Other Services,"(41.968126, -87.709827)",2,20,14,21849,118
08/06/2015,CNI,089XX,S,Blackstone,Street,Chicago,IL,60619,8,Transportation,"(41.731729, -87.588168)",9,35,44,21546,491
02/12/2015,Accion,014XX,N,Milwaukee,Avenue,Chicago,IL,60622,1,Retail sales,"(41.908162, -87.674229)",24,41,25,21560,481
12/04/2014,Accion,018XX,N,Monitor,Street,Chicago,IL,60639,29,Construction/Repair,"(41.914456, -87.771788)",52,7,26,22615,597
11/30/2013,Accion,041XX,S,Ashland,Avenue,Chicago,IL,60609,12,Other Services,"(41.818055, -87.665342)",29,1,59,14924,706
03/18/2013,Accion,014XX,W,63rd,Street,Chicago,IL,60636,16,Beauty/Salon Services,"(41.779624, -87.66139)",19,2,65,22257,277
07/18/2014,Accion,024XX,N,Western,Avenue,Chicago,IL,60647,1,Retail Stores,"(41.926433, -87.687847)",24,41,23,22535,240
10/08/2015,WBDC,010XX,E,43rd ,Street,Chicago,IL,60653,4,Retail Sales - Other,"(41.817001, -87.599814)",1,10,2,4301,220
08/28/2015,Accion,080XX,S,Normal,Avenue,Chicago,IL,60620,17,Other Services,"(41.747412, -87.636788)",18,31,40,21554,1
02/23/2015,Accion,019XX,W,103rd,Street,Chicago,IL,60643,19,Other Services,"(41.706669, -87.671083)",33,42,71,22212,628
02/28/2013,CNI,052XX,S,May,Street,Chicago,IL,60643,16,Construction/Repair,"(41.798138, -87.653909)",19,4,59,14924,791
06/28/2013,Accion,007XX,N,Austin,Avenue,Chicago,IL,60644,29,Medical Services,"(41.894323, -87.775263)",,,,26615,
04/05/2013,Accion,002XX,S,Wacker,Drive,Chicago,IL,60606,42,Other Services,"(41.878138, -87.637065)",48,36,38,14914,92
02/27/2013,Accion,016XX,W,18th,Street,Chicago,IL,60608,25,Food/Beverage,"(41.857871, -87.668271)",8,26,33,14920,343
02/20/2013,Accion,005XX,N,Michigan,Avenue,Chicago,IL,60611,42,Food/Beverage,"(41.892511, -87.624331)",22,36,37,21182,626
08/08/2013,WBDC,010XX,S,Western,Avenue,Chicago,IL,60612,25,Retail Sales - Other,"(41.868456, -87.686236)",11,23,29,21184,756
08/30/2013,Accion,041XX,W,81st,Street,Chicago,IL,60652,18,Professional/Off Svc,"(41.74582, -87.72601)",23,30,69,4300,235
05/31/2013,Accion,043XX,N,Lincoln,Avenue,Chicago,IL,60618,47,Medical Services,"(41.961199, -87.68387)",13,18,46,21538,623
03/12/2015,Accion,039XX,W,Armitage,Avenue,Chicago ,IL,60647,26,Auto/Vehicle,"(41.917281, -87.726186)",27,49,21,22535,76
11/24/2014,Accion,048XX,S,Evans,Street,Chicago,IL,60615,4,Medical Services,"(41.806193, -87.60786)",1,10,4,21192,165
06/30/2014,Accion,017XX,W,North,Avenue,Chicago,IL,60622,32,Retail Stores,"(41.910677, -87.672126)",16,40,25,21560,437
10/07/2013,WBDC,006XX,W,Cermak,Avenue,Chicago,IL,60608,25,Other Services,"(41.852791, -87.643642)",8,26,33,21194,249
03/30/2015,Accion,013XX,W,Wrightwood,Avenue,Chicago,IL,60614,32,Retail Sales ,"(41.928965, -87.66305)",16,40,68,21190,796
10/20/2014,Accion,111XX,S,Western,Avenue,Chicago,IL,60643,19,Medical Services,"(41.690214, -87.681252)",33,42,74,22212,379
06/14/2013,Accion,017XX,W,Chicago,Avenue,Chicago,IL,60622,1,Other Services,"(41.89611, -87.671695)",24,41,25,21560,518
10/07/2013,WBDC,011XX,S,State,Street,Chicago,IL,60605,2,Other Services,"(41.867936, -87.62758)",48,10,38,14913,12
04/26/2013,Accion,011XX,W,111th,Street,Chicago,IL,60643,34,Food/Beverage,"(41.692353, -87.651688)",45,22,74,22212,315
11/06/2014,Accion,111XX,S,Longwood,Drive,Chicago,IL,60643,19,Professional/Off Svc,"(41.690442, -87.672331)",33,42,74,22212,378
08/31/2015,Accion,087XX,S,Racine,Avenue,Chicago,IL,60620,21,Retail Services - Other,"(41.734425, -87.653443)",18,13,70,21554,533
05/01/2015,WBDC,027XX,W,Potomac,Avenue,Chicago,IL,60622,26,Retail Sales - Other,"(41.904865, -87.696498)",10,49,25,21560,543
10/07/2013,WBDC,000XX,E,14th,Street,Chicago,IL,60605,2,Professional/Off Svc,"(41.864181, -87.625403)",48,9,34,14913,374
07/15/2013,WBDC,003XX,W,18th,Street,Chicago,IL,60616,25,Construction/Repair,"(41.857814, -87.636747)",8,26,29,21194,97
12/23/2015,CNI,000XX,N,Wacker,Drive,Chicago,IL,60606,42,Professional/Off Svc,"(41.883134, -87.637192)",22,36,38,14914,92
08/30/2013,Accion,004XX,E,Randolph,Street,Chicago,IL,60601,42,Auto/Vehicle,"(41.884484, -87.615456)",22,36,38,14309,580
08/15/2014,Accion,038XX,N,Lincoln,Avenue,Chicago,IL,60613,47,Education,"(41.951798, -87.67728)",13,18,46,21186,644
11/09/2015,WBDC,049XX,N,Francisco,Avenue,Chicago,IL,60625,40,Enviromental Consulting,"(41.972083, -87.701396)",46,24,6,21849,620
03/15/2013,CNI,003XX,E,79th,Street,Chicago,IL,60619,6,Retail Sales - Other,"(41.751207, -87.616146)",31,32,67,21546,475
12/11/2015,CNI,089XX,S,Euclid,Avenue,Chicago,IL,60617,8,Other Services - Education,"(41.731883, -87.576954)",9,35,44,21202,492
04/09/2014,Accion,073XX,S,Artesian,Avenue,Chicago,IL,60629,18,Retail Sales - Other,"(41.759524, -87.684474)",6,30,64,21867,333
05/07/2013,Accion,093XX,S,Halsted,Street,Chicago,IL,60620,21,Beauty/Salon Services,"(41.723571, -87.643414)",18,13,72,21554,151
05/20/2014,Accion,055XX,W,Belmont,Avenue,Chicago,IL,60641,31,Professional/Off Svc,"(41.938689, -87.766123)",25,21,15,22618,361
07/25/2014,Accion,046XX,S,Kolin,Avenue,Chicago,IL,60632,14,Retail Sales - Other,"(41.808076, -87.732539)",49,8,54,22248,591
08/14/2014,Accion,000XX,E,102nd,Place,Chicago,IL,60628,9,Professional/Off Svc,"(41.708212, -87.621624)",30,43,45,21861,570
04/24/2013,Accion,006XX,S,Wabash,Avenue,Chicago,IL,60605,4,Retail Sales - Other,"(41.873347, -87.626118)",48,10,38,14913,368
06/29/2015,CNI,009XX,W,North,Avenue,Chicago,IL,60642,21,Transportation,"(41.910951, -87.653011)",16,11,68,22620,168
05/15/2015,WBDC,010XX,S,Western,Avenue,Chicago,IL,60612,25,Retail Sales - Other,"(41.868456, -87.686236)",11,23,29,21184,756
11/10/2012,Accion,017XX,E,71st,Street,Chicago,IL,60649,7,Professional/Off Svc,"(41.766297, -87.581684)",32,33,39,22538,381
11/03/2015,WBDC,000XX,W,Schiller,Street,Chicago,IL,60610,2,Entertainment/Manufacturing,"(41.907963, -87.630585)",22,11,37,14926,100
08/04/2015,CNI,056XX,,Mannheim,Road,Chicago,IL,60666,16,Other Services - Barbershop,"(41.981356, -87.879183)",34,29,75,16197,668
10/20/2012,Accion,032XX,W,Douglas,Boulevard,Chicago,IL,60623,24,Professional/Off Svc,"(41.863049, -87.707581)",36,14,30,21569,34
12/10/2012,Accion,007XX,E,75th,Street,Chicago,IL,60619,6,Medical Services,"(41.758681, -87.605797)",31,32,67,21546,515
11/10/2012,Accion,043XX,N,Campbell,Street,Chicago,IL,60618,47,Wholesale,"(41.96101, -87.691944)",13,18,46,21538,624
09/12/2013,CNI,117XX,S,Elizabeth,Street,Chicago,IL,60628,34,Construction/Repair,"(41.679801, -87.653079)",45,22,50,22212,642
12/09/2013,Accion,006XX,W,Cermak,Rd.,Chicago,IL,60616,25,Wholesale,"(41.852791, -87.643642)",8,26,33,21194,249
01/15/2015,CNI,053XX,S,Greenwood,Avenue,Chicago,IL,60615,5,Service,"(41.798023, -87.599856)",32,33,8,21192,441
10/06/2015,Accion,017XX,W,Chicago,Avenue,Chicago,IL,60622,1,Entertainment,"(41.89611, -87.671695)",24,41,25,21560,518
04/19/2013,WBDC,020XX,W,Greenleaf,Street,Chicago,IL,60645,49,,"(42.010263, -87.682413)",42,27,20,22528,268
11/10/2012,Accion,017XX,N,Damen,Avenue,Chicago,IL,60647,32,Clothing/Material Production,"(41.913788, -87.677684)",16,40,25,22535,179
02/13/2015,Accion,035XX,W,63rd,Street,Chicago,IL,60629,23,Restaurant - Full Service,"(41.778938, -87.712384)",44,6,64,21867,344
07/23/2013,WBDC,054XX,W,Devon,Avenue,Chicago,IL,60646,39,Day Care,"(41.997459, -87.765754)",34,29,12,22532,781
04/29/2013,Accion,002XX,W,St. Paul,Street,Chicago,IL,60614,43,Professional/Off Svc,"(41.913708, -87.636696)",51,34,68,21190,271
,WBDC,038XX,N,Cicero,Avenue,Chicago,IL,60641,38,Retail Sales - Other,"(41.951291, -87.747405)",20,50,15,22618,360
01/30/2015,WBDC,007XX,W,Washington,Street,Chicago,IL,60661,42,Professional/Off Svc,"(41.883256, -87.647366)",41,46,29,4452,784
05/20/2013,Accion,006XX,N,Milwaukee,Avenue,Chicago,IL,60642,27,Clothing/Material Production,"(41.893223, -87.65096)",41,46,25,22620,522
05/01/2014,CNI,003XX,E,115th,Street,Chicago,IL,60628,9,Construction/Repair,"(41.685533, -87.613552)",30,43,45,21861,253
12/23/2015,WBDC,036XX,S,Halsted,Street,Chicago,IL,60609,11,Day Care,"(41.827682, -87.646182)",26,48,58,14924,172
05/18/2013,Accion,040XX,S,Kedzie,Avenue,Chicago,IL,60632,12,Food/Beverage,"(41.819319, -87.704558)",49,8,55,22248,640
04/07/2015,WBDC,011XX,S,State,Street,Chicago,IL,60605,2,Other Services,"(41.867936, -87.62758)",48,10,38,14913,12
05/10/2013,Accion,009XX,E,47th,Street,Chicago,IL,60653,4,Beauty/Salon Services,"(41.809697, -87.601758)",1,10,5,4301,398
01/18/2016,Accion,001XX,N,Clark,St,Chicago,IL,60601,42,Other Services,"(41.884536, -87.631085)",22,36,38,14309,92
02/18/2015,Accion,010XX,N,California,Avenue,Chicago,IL,60622,26,Restaurant - Full Service,"(41.900761, -87.696975)",10,49,25,21560,301
12/11/2015,CNI,017XX,W,104th,Place,Chicago,IL,60643,19,Manufacturing,"(41.704015, -87.666696)",33,42,71,22212,630
09/22/2015,CNI,067XX,S,South Chicago,Avenue,Chicago,IL,60637,7,Other Services,"(41.771819, -87.614078)",53,4,67,22260,480
02/28/2013,Accion,113XX,S.,Bell,Avenue,Chicago,IL,60643,19,Professional/Off Svc,"(41.686897, -87.677)",33,42,74,22212,378
02/16/2016,Accion,029XX,W,Pershing,Rd.,Chicago,IL,60632,12,Food/Beverage,"(41.822807, -87.699114)",49,1,55,22248,639
11/19/2014,Accion,037XX,W,Cermak,Rd.,CHICAGO,IL,60623,22,Retail Stores,"(41.851723, -87.719449)",36,14,30,21569,157
06/25/2013,WBDC,003XX,W,18th,Street,Chicago,IL,60616,25,Retail Sales - Other,"(41.857814, -87.636747)",8,26,29,21194,97
05/02/2013,CNI,000XX,E,Washington,Street,Chicago,IL,60602,42,Professional/Off Svc,"(41.883331, -87.62604)",22,36,38,14310,580
12/11/2015,Accion,043XX,N,Lincoln,Avenue,Chicago,IL,60618,47,Medical Services,"(41.961199, -87.68387)",13,18,46,21538,623
06/03/2015,Accion,059XX,S,Michigan,Avenue,Chicago,IL,60637,20,Construction/Repair,"(41.7859, -87.622384)",53,4,7,22260,164
04/30/2013,Accion,017XX,N,Western,Avenue,Chicago,IL,60645,1,Day Care,"(41.913606, -87.687454)",24,41,25,22535,287
07/03/2013,CNI,034XX,W,76th,Place,Chicago,IL,60652,18,Construction/Repair,"(41.754695, -87.709449)",6,30,69,4300,498
08/30/2013,Accion,030XX,N,Lincoln,Avenue,Chicago,IL,60641,47,Retail Sales - Other,"(41.937149, -87.665352)",16,40,57,4449,712
08/21/2013,Accion,033XX,N,Paulina,Street,Chicago,IL,60626,47,Professional/Off Svc,"(41.942987, -87.671332)",16,18,57,4449,742
05/30/2013,CNI,048XX,S,Forestville,Avenue,Chicago,IL,60615,4,Education,"(41.806119, -87.612741)",12,9,4,21192,447
12/16/2015,Accion,038XX,W,Montrose,Avenue,Chicago,IL,60618,35,Food/Beverage,"(41.961092, -87.725007)",28,12,14,21538,117
03/20/2013,Accion,033XX,W,59th ,Street,Chicago,IL,60629,23,Beauty/Salon Services,"(41.786288, -87.707837)",49,6,61,21867,801
05/13/2013,Accion,002XX,N,Pulaski,Avenue,Chicago,IL,60624,28,Food/Beverage,"(41.884873, -87.725936)",11,23,27,21572,659
11/10/2012,Accion,018XX,S,Clark,Street,Chicago,IL,60616,43,Clothing/Material Production,"(41.856636, -87.630345)",8,26,35,21194,3
12/20/2012,Accion,006XX,E,75th,Street,Chicago,IL,60619,6,Food/Beverage,"(41.758642, -87.608239)",31,32,67,21546,515
04/16/2015,Accion,001XX,S,Hamlin,Boulevard,Chicago,IL,60624,28,Other Services,"(41.878284, -87.720804)",11,23,27,21572,736
04/07/2015,WBDC,017XX,W,Lawrence,Avenue,Chicago,IL,60660,47,,"(41.968946, -87.672994)",13,18,31,22616,610
02/26/2015,Accion,008XX,S,Wabash,Avenue,Chicago,IL,60605,4,Electronics,"(41.871184, -87.626069)",48,10,38,14913,368
01/10/2012,Accion,016XX,W,21st ,Street,Chicago,IL,60608,25,Retail Stores,"(41.854223, -87.668174)",8,26,33,14920,343
05/21/2014,Accion,080XX,S,Stony Island,Avenue,Chicago,IL,60617,8,Auto/Vehicle,"(41.748144, -87.586047)",9,35,41,21202,133
11/10/2014,Accion,106XX,S,Halsted,Street,Chicago,IL,60628,34,Day Care,"(41.699955, -87.642763)",45,22,72,21861,595
08/28/2013,WBDC,064XX,S,Washtenaw,Avenue,Chicago,IL,60629,15,Transportation,"(41.775723, -87.691016)",44,31,64,21867,319
11/27/2013,Accion,045XX,S,Leamington,Street,Chicago,IL,60638,22,Professional/Off Svc,"(41.809651, -87.751917)",35,28,53,22268,604
03/19/2015,Accion,016XX,N,Tripp,Avenue,Chicago,IL,60639,26,Transportation,"(41.911306, -87.732634)",27,49,24,22615,285
07/24/2014,Accion,034XX,W,Armitage,Avenue,Chicago,IL,60647,26,Retail Sales - Other,"(41.917435, -87.713445)",10,49,23,22535,321
10/07/2013,WBDC,020XX,W,Belmont,Avenue,Chicago,IL,60618,32,Retail Sales - Other,"(41.939658, -87.68036)",16,40,46,21538,647
04/10/2012,Accion,038XX,N,Lincoln,Avenue,Chicago,IL,60613,47,Day Care,"(41.951798, -87.67728)",13,18,46,21186,644
10/22/2014,Accion,053XX,S,Hyde Park,BLVD,Chicago,IL,60615,5,Retail Stores,"(41.798217, -87.584168)",32,33,8,21192,501
03/04/2015,Accion,060XX,W,Irving Pk.,Road,Chicago,IL,60634,38,Retail Stores,"(41.953128, -87.778825)",25,19,15,22254,131
04/29/2014,Accion,011XX,W,Thorndale,Avenue,Chicago,IL,60660,48,Professional/Off Svc,"(41.990117, -87.660175)",40,16,76,4451,213
04/27/2013,Accion,092XX,S,Anthony,Avenue,Chicago,IL,60617,10,Day Care,"(41.726626, -87.554414)",43,47,44,21202,493
10/30/2013,CNI,107XX,S,Eberhart,Street,Chicago,IL,60628,9,Transportation,"(41.698514, -87.61123)",30,43,45,21861,237
04/24/2015,CNI,021XX,S,Canalport,Street,Chicago,IL,60608,25,Other Services - Cosmetology,"(41.853301, -87.64993)",8,26,33,14920,250
10/06/2015,Accion,016XX,W,18th,Street,Chicago,IL,60608,25,Food/Beverage,"(41.857871, -87.668271)",8,26,33,14920,343
07/30/2014,Accion,069XX,W,Grand,Avenue,Chicago,IL,60707,36,Auto/Vehicle,"(41.923673, -87.799706)",39,44,18,4454,136
08/05/2013,CNI,009XX,W,Washington,Street,Chicago,IL,60607,27,Other Services,"(41.883179, -87.651753)",41,46,29,14917,63
08/05/2013,CNI,009XX,W,Washington,Street,Chicago,IL,60607,27,Other Services,"(41.883179, -87.651753)",41,46,29,14917,63
12/05/2014,Accion,019XX,N,Austin,Avenue,Chicago,IL,60639,29,Food/Beverage,"(41.916228, -87.775606)",52,7,26,22615,597
12/05/2014,Accion,094XX,S,Perry,Avenue,Chicago,IL,60620,21,Day Care,"(41.722007, -87.62639)",18,13,45,21861,187
12/04/2012,CNI,069XX,S,Cornell,Avenue,Chicago,IL,60649,5,Food/Beverage,"(41.768211, -87.584545)",32,33,39,22538,381
02/02/2015,Accion,029XX,N,Lincoln,Avenue,Chicago,IL,60657,32,Retail Stores,"(41.935398, -87.662898)",16,40,57,4449,679
11/19/2013,Accion,012XX,S,Michigan,Avenue,Chicago,IL,60605,3,Food/Beverage,"(41.866074, -87.624268)",48,9,34,14913,374
08/26/2014,Accion,037XX,N,Saint Louis,Avenue,Chicago,IL,60618,35,Retail Stores,"(41.949861, -87.715401)",15,12,16,21538,325
10/04/2013,CNI,043XX,S,Vincennes,Avenue,Chicago,IL,60653,3,Food/Beverage,"(41.815184, -87.614192)",12,9,4,4301,161
04/26/2013,Accion,020XX,N,Seminary,Avenue,Chicago,IL,60614,43,Wholesale,"(41.919567, -87.65599)",51,34,68,21190,797
01/10/2012,Accion,059XX,W,Patterson,Avenue,Chicago,IL,60634,39,Medical Services,"(41.946796, -87.776117)",25,44,15,22254,311
03/23/2015,Accion,041XX,S,Maplewood,Avenue,Chicago,IL,60632,12,Manufacturing,"(41.817756, -87.688525)",29,1,55,22248,718
02/25/2015,Accion,033XX,W,BRYN MAWR,Avenue,CHICAGO,IL,60659,39,Restaurant - Full Service,"(41.983121, -87.713368)",28,38,13,4450,799
02/06/2015,Accion,003XX,E,71st,Street,Chicago,IL,60619,6,Clothing Design/Mfg,"(41.765795, -87.616487)",31,32,67,22260,514
10/17/2014,Accion,054XX,W,Ferdinand,Street,Chicago,IL,60651,37,Auto/Vehicle,"(41.888994, -87.762246)",4,45,26,22216,673
04/22/2013,CNI,095XX,S,King,Drive,Chicago,IL,60628,6,Professional/Off Svc,"(41.720391, -87.614254)",31,43,45,21861,567
05/26/2015,WBDC,005XX,E,43rd,Street,Chicago,IL,60653,4,,"(41.816831, -87.612018)",1,10,4,4301,583
09/19/2013,WBDC,043XX,W,Fullerton,Avenue,Chicago,IL,60639,31,Professional/Off Svc,"(41.924479, -87.736194)",7,17,21,22615,439
10/31/2013,Accion,029XX,W,Pershing,Rd.,Chicago,IL,60632,12,Food/Beverage,"(41.822807, -87.699114)",49,1,55,22248,639
05/30/2013,CNI,039XX,W,87th,Street,Chicago,IL,60652,18,Transportation,"(41.734977, -87.720972)",6,30,69,4300,198
01/28/2016,Accion,015XX,S,Western,Avenue,Chicago,IL,60603,28,Arts/Crafts Production,"(41.859679, -87.685989)",11,23,29,14920,96
07/29/2014,Accion,018XX,E,87th,Street,Chicago,IL,60619,8,Beauty/Salon Services,"(41.737125, -87.578602)",9,35,41,21202,431
11/25/2013,Accion,055XX,S,State,Street,Chicago,IL,60621,3,Beauty/Salon Services,"(41.792915, -87.625802)",12,9,7,21559,164
06/10/2013,WBDC,014XX,N,Ashland,Avenue,Chicago,IL,60622,1,Professional/Off Svc,"(41.908378, -87.667773)",24,11,25,21560,482
09/18/2013,WBDC,019XX,W,87th,Street,Chicago,IL,60620,18,Professional/Off Svc,"(41.735767, -87.672396)",6,13,70,21554,532
01/13/2016,WBDC,074XX,S,Merrill,Street,Chicago,IL,60649,5,Construction/Repair,"(41.759233, -87.572592)",32,37,39,22538,418
05/30/2013,CNI,005XX,E,61st,Street,Chicago,IL,60637,20,Other Services,"(41.784072, -87.611277)",53,4,9,22260,331
12/11/2013,CNI,015XX,S,Western,Avenue,Chicago,IL,60608,28,IT/Manufacturing,"(41.859679, -87.685989)",11,23,29,14920,96
11/15/2013,Accion,036XX,N,Halsted,Street,Chicago,IL,60613,46,Beauty/Salon Services,"(41.948799, -87.649678)",38,25,57,21186,727
12/16/2013,Accion,007XX,N,Franklin,Street,Chicago,IL,60654,42,Retail Stores,"(41.896318, -87.63584)",22,36,37,4446,652
12/17/2012,Accion,048XX,N,Broadway,Street,Chicago,IL,60640,46,Food/Beverage,"(41.970449, -87.659856)",40,39,31,22616,633
11/18/2014,Accion,095XX,S,Constance,Street,Chicago,IL,60617,7,Day Care,"(41.720988, -87.579112)",43,37,48,21202,252
05/07/2015,WBDC,014XX,N,Ashland,Avenue,Chicago,IL,60622,1,Professional/Off Svc,"(41.908378, -87.667773)",24,11,25,21560,482
03/03/2014,CNI,000XX,N,Wacker,Drive,Chicago,IL,60606,42,Professional/Off Svc,"(41.883134, -87.637192)",22,36,38,14914,92
09/30/2014,Accion,040XX,S,Indiana,Street,Chicago,IL,60653,3,Day Care,"(41.820489, -87.621662)",12,9,4,4301,163
05/30/2013,CNI,000XX,W,Polk,Street,Chicago,IL,60605,2,Transportation,"(41.872386, -87.629583)",48,10,38,14913,12
04/24/2013,Accion,030XX,N,Central,Park,Chicago,IL,60618,35,Other Services,"(41.936722, -87.717465)",15,21,22,21538,215
11/06/2013,WBDC,017XX,W,Lawrence,Avenue,Chicago,IL,60660,47,,"(41.968946, -87.672994)",13,18,31,22616,610
11/25/2015,Accion,038XX,N,Broadway,Street,Chicago,IL,60613,46,Beauty/Salon Services,"(41.952667, -87.649798)",37,39,57,21186,83
12/10/2012,Accion,015XX,N,Damen,Avenue,Chicago,IL,60622,1,Other Services,"(41.909679, -87.67759)",24,41,25,21560,481
05/06/2013,Accion,011XX,W,Chicago,Avenue,Chicago,IL,60642,27,Food/Beverage,"(41.896343, -87.657212)",41,46,25,22620,109
04/19/2013,WBDC,009XX,W,Van Buren,Street,Chicago,IL,60607,2,Beauty/Salon Services,"(41.876717, -87.651575)",48,26,29,14917,91
05/29/2013,Accion,015XX,W,Victoria,Street,Chicago,IL,60660,48,Wholesale,"(41.987249, -87.669539)",40,16,76,4451,539
06/13/2014,Accion,006XX,E,71st ,Street,Chicago,IL,60637,6,Construction/Repair,"(41.765935, -87.608486)",31,32,67,21546,480
11/20/2012,Accion,018XX,W,63rd,Street,Chicago,IL,60636,15,Beauty/Salon Services,"(41.779466, -87.671102)",44,3,65,22257,275
02/02/2016,Accion,031XX,N,Broadway,Avenue,Chicago,IL,60657,44,Food/Beverage,"(41.93912, -87.644515)",38,25,57,4449,682
12/17/2013,Accion,008XX,S,Wabash,Avenue,Chicago,IL,60605,4,Retail Sales - Other,"(41.871184, -87.626069)",48,10,38,14913,368
09/16/2014,CNI,050XX,S,State,Street,Chicago,IL,60609,3,Catering,"(41.802247, -87.626044)",12,9,4,14924,415
10/07/2013,CNI,108XX,S,Langley,Street,Chicago,IL,60628,9,Transportation,"(41.696426, -87.606215)",30,43,47,21861,254
08/05/2013,CNI,009XX,W,Washington,Street,Chicago,IL,60607,27,Construction/Repair,"(41.883179, -87.651753)",41,46,29,14917,63
04/17/2013,Accion,022XX,S,Troop,Street,Chicago,IL,60608,25,Other Services,"(41.850962, -87.65881)",8,26,33,14920,126
08/16/2013,CNI,028XX,E,79th,Street,Chicago,IL,60649,7,Other Services,"(41.751994, -87.554961)",43,37,39,22538,246
01/07/2015,CNI,021XX,S,Canalport,Street,Chicago,IL,60608,6,Construction,"(41.853301, -87.64993)",8,26,33,14920,250
05/25/2013,CNI,045XX,S,St Lawrence,Street,Chicago,IL,60653,3,Construction/Repair,"(41.811594, -87.611652)",12,9,4,4301,161
10/18/2013,CNI,039XX,W,Lawrence,Avenue,Chicago,IL,60625,39,Professional/Off Svc,"(41.968356, -87.727656)",28,12,14,21849,120
11/25/2014,Accion,074XX,W,Irving Pk.,Rd.,Chicago,IL,60634,38,Other Services,"(41.952712, -87.814246)",21,,,4453,
09/03/2014,Accion,059XX,W,Patterson,Avenue,Chicago,IL,60634,36,Medical Services,"(41.946796, -87.776117)",25,44,15,22254,311
10/31/2013,WBDC,003XX,S,Michigan,Avenue,Chicago,IL,60604,2,Transportation,"(41.877067, -87.624439)",48,36,38,14912,367
09/29/2015,Accion,021XX,N,Milwaukee,Avenue,Chicago,IL,60647,1,Retail Stores,"(41.92023, -87.693217)",24,41,23,22535,294
