"service_request_type","service_request_number","date_service_request_was_received","location_of_building_on_the_lot_if_garage_change_type_code_to_bgd_","is_the_building_dangerous_or_hazardous_","is_building_open_or_boarded_","if_the_building_is_open_where_is_the_entry_point_","is_the_building_currently_vacant_or_occupied_","is_the_building_vacant_due_to_fire_","any_people_using_property_homeless_childen_gangs_","address_street_number","address_street_direction","address_street_name","address_street_suffix","zip_code","x_coordinate","y_coordinate","ward","police_district","community_area","latitude","longitude","location"
"Vacant/Abandoned Building","18-03359550","2018-12-14T00:00:00.000","Front",,"Boarded",,"Vacant","false","true","11011","S","HALSTED","ST","60628","1172943.85292896","1831833.09041267","34","22","49","41.693975158872775","-87.64243042404436","(41.693975158873, -87.642430424044)"
"Vacant/Abandoned Building","18-03359363","2018-12-14T00:00:00.000","Front",,"Open",,"Vacant","false","true","518","N","TROY","ST","60612","1155283.80007764","1903354.41499462","27","12","23","41.890610439730644","-87.70517548483271","(41.890610439731, -87.705175484833)"
"Vacant/Abandoned Building","18-03359445","2018-12-14T00:00:00.000","Front",,"Open",,"Vacant","false","true","313","W","111TH","ST","60628","1176113.18920959","1831318.67067932","34","5","49","41.69249316777304","-87.63084208645157","(41.692493167773, -87.630842086452)"
"Vacant/Abandoned Building","18-03359335","2018-12-14T00:00:00.000","Front",,"Boarded",,"Vacant","false","false","1001","W","102ND","ST","60643","1171439.32790894","1837182.86602592","34","22","73","41.70868875534945","-87.64778294981589","(41.708688755349, -87.647782949816)"
"Vacant/Abandoned Building","18-03361069","2018-12-14T00:00:00.000","Rear",,"Boarded","REAR","Vacant","false","true","1346","S","SPRINGFIELD","AVE","60623","1150594.68011069","1893450.773621","24","10","29","41.863526655535594","-87.72265509755377","(41.863526655536, -87.722655097554)"
"Vacant/Abandoned Building","18-03359362","2018-12-14T00:00:00.000","Front",,"Boarded",,"Vacant","false","false","11137","S","ASHLAND","AVE","60643","1167487.0451952","1830768.03249619","34","22","75","41.69117083675283","-87.66243956877904","(41.691170836753, -87.662439568779)"
"Vacant/Abandoned Building","18-03359458","2018-12-14T00:00:00.000","Front",,"Open","ENTERING THROUGH THE FRONT AND THE GARAGE.","Vacant","false","true","5545","S","HONORE","ST","60636","1164966.15990611","1867830.87323263","15","7","67","41.79293027719823","-87.67062383489181","(41.792930277198, -87.670623834892)"
"Vacant/Abandoned Building","18-03347062","2018-12-13T00:00:00.000","Front",,"Open","FRONT DOOR","Vacant","false","true","520","W","80TH","ST","60620","1174138.19841638","1851859.42299151","17","6","44","41.74890383194506","-87.63746496902881","(41.748903831945, -87.637464969029)"
"Vacant/Abandoned Building","18-03352788","2018-12-13T00:00:00.000","Front",,"Open",,"Vacant","false","false","3019","E","79TH","PL","60617","1197681.15416792","1852835.05008824","7","4","46","41.75102614948269","-87.55116376859912","(41.751026149483, -87.551163768599)"
"Vacant/Abandoned Building","18-03346803","2018-12-13T00:00:00.000","Rear",,"Open",,"Vacant","true","true","6619","S","DREXEL","AVE","60637","1183363.2597724","1861313.2638171","5","3","42","41.77463640738812","-87.6033672227895","(41.774636407388, -87.603367222789)"
"Vacant/Abandoned Building","18-03355620","2018-12-13T00:00:00.000","Front",,"Open","ALL OVER","Vacant","false","false","8446","S","ESCANABA","AVE","60617","1196953.10003234","1849525.09009641","10","4","46","41.741961500943894","-87.55394152277069","(41.741961500944, -87.553941522771)"
"Vacant/Abandoned Building","18-03353930","2018-12-13T00:00:00.000","Rear",,"Open","FRONT","Vacant","false","true","2023","N","DRAKE","AVE","60647","1152489.38197035","1913326.07520016","26","14","22","41.91802929260706","-87.71517410233075","(41.918029292607, -87.715174102331)"
"Vacant/Abandoned Building","18-03346905","2018-12-13T00:00:00.000",,,,,,,,"3035","W","40TH","ST","60632","1156769.75623048","1877948.58877546","12","9","58","41.820864088648285","-87.7004060763233","(41.820864088648, -87.700406076323)"
"Vacant/Abandoned Building","18-03353495","2018-12-13T00:00:00.000","Front",,"Open","WINDOWS 2ND FLOOR","Vacant","false","true","333","S","STATE","ST","60604","1176425.81530555","1898835.89000324","4","1","32","41.87776039667963","-87.62766878242829","(41.87776039668, -87.627668782428)"
"Vacant/Abandoned Building","18-03353470","2018-12-13T00:00:00.000","Front",,"Open","DOORS AND WINDOWS","Vacant","false","true","2045","W","WASHINGTON","BLVD","60612","1162758.53216616","1900683.87769246","27","12","28","41.88312882669272","-87.67779956801577","(41.883128826693, -87.677799568016)"
"Vacant/Abandoned Building","18-03346875","2018-12-13T00:00:00.000","Front",,"Open","FRONT AND REAR","Vacant","false","true","7200","S","PEORIA","ST","60621","1171550.98778148","1857101.50699916","6","7","68","41.76334580794629","-87.64679216512872","(41.763345807946, -87.646792165129)"
"Vacant/Abandoned Building","18-03350823","2018-12-13T00:00:00.000","Front",,"Boarded","NONE","Vacant","false","false","126","N","KARLOV","AVE","60624","1149044.47928215","1900303.35098624","28","11","26","41.88236104030603","-87.72816847417342","(41.882361040306, -87.728168474173)"
"Vacant/Abandoned Building","18-03352344","2018-12-13T00:00:00.000","Front",,"Boarded",,"Vacant",,"false","9312","S","KENWOOD","AVE",,"1186736.38002676","1843505.51387212","8","4","47","41.72569097261967","-87.59156485690048","(41.72569097262, -87.5915648569)"
"Vacant/Abandoned Building","18-03352756","2018-12-13T00:00:00.000","Front",,"Open",,"Vacant","false","false","1732","W","19TH","ST","60608","1165069.58899167","1890786.23190288","25","12","31","41.855920076446914","-87.66959428509033","(41.855920076447, -87.66959428509)"
"Vacant/Abandoned Building","18-03354258","2018-12-13T00:00:00.000","Front",,"Boarded",,"Vacant","false","false","4600","S","LA CROSSE","AVE","60638","1144798.7538191","1873696.56893299","22","8","56","41.80942948853799","-87.74442895073008","(41.809429488538, -87.74442895073)"
"Vacant/Abandoned Building","18-03354063","2018-12-13T00:00:00.000","Front",,"Open","DOORS AND WINDOWS ARE OPEN","Occupied","false","true","2948","N","MEADE","AVE","60634","1135220.76632624","1918962.19537624","30","25","19","41.93381948918451","-87.77848686640841","(41.933819489185, -87.778486866408)"
"Vacant/Abandoned Building","18-03340203","2018-12-12T00:00:00.000","Front",,"Open","DOOR","Vacant","false","false","3249","N","NATCHEZ","AVE","60634","1132477.3803066","1920899.46542872","36","16","17","41.93918385717417","-87.78852364680844","(41.939183857174, -87.788523646808)"
"Vacant/Abandoned Building","18-03341237","2018-12-12T00:00:00.000","Front",,"Open",,"Vacant","false","false","7339","S","PEORIA","ST","60621","1171576.4802302","1856176.87388582","17","7","68","41.76080794077911","-87.64672578078462","(41.760807940779, -87.646725780785)"
"Vacant/Abandoned Building","18-03341155","2018-12-12T00:00:00.000",,,,,,,,"1657","S","CENTRAL PARK","AVE","60623","1152646.17998163","1891421.23011668","24","10","29","41.85791706349085","-87.71517777201443","(41.857917063491, -87.715177772014)"
"Vacant/Abandoned Building","18-03342082","2018-12-12T00:00:00.000","Front",,"Open",,"Vacant","false","false","6556","S","RHODES","AVE","60637","1181028.39369864","1861660.17010717","20","3","42","41.77564241745815","-87.61191571416062","(41.775642417458, -87.611915714161)"
"Vacant/Abandoned Building","18-03343200","2018-12-12T00:00:00.000","Front",,"Open","FRONT","Vacant","false","false","2101","N","KENMORE","AVE","60614","1168957.86239518","1914140.96120129","43","18","7","41.91992370797405","-87.65464445430905","(41.919923707974, -87.654644454309)"
"Vacant/Abandoned Building","18-03343007","2018-12-12T00:00:00.000",,,,,,,,"1611","N","RICHMOND","ST","60647","1156573.15776955","1910584.56937538","1","14","24","41.91042462220579","-87.70024437570922","(41.910424622206, -87.700244375709)"
"Vacant/Abandoned Building","18-03341192","2018-12-12T00:00:00.000",,,,,,,,"255","E","135TH","PL","60827","1180549.4600243","1815480.37999166","9","5","54","41.648930091978244","-87.61508356929987","(41.648930091978, -87.6150835693)"
"Vacant/Abandoned Building","18-03344216","2018-12-12T00:00:00.000","Front",,"Open","FRONT DOOR","Vacant","false","true","5239","W","RACE","AVE","60644","1141341.82526916","1903050.75979482","37","15","25","41.890045835100715","-87.75638522082959","(41.890045835101, -87.75638522083)"
"Vacant/Abandoned Building","18-03341382","2018-12-12T00:00:00.000",,,,,,,,"7337","S","PEORIA","ST","60621","1171576.1802302","1856190.27388582","17","7","68","41.76084471863247","-87.64672648830411","(41.760844718632, -87.646726488304)"
"Vacant/Abandoned Building","18-03342983","2018-12-12T00:00:00.000",,,,,,,,"1609","N","RICHMOND","ST","60647","1156573.65776955","1910568.76937538","1","14","24","41.91038125556045","-87.70024296731303","(41.91038125556, -87.700242967313)"
"Vacant/Abandoned Building","18-03340611","2018-12-12T00:00:00.000","Rear",,"Open",,"Vacant","false","true","1644","N","KEELER","AVE","60639","1148136.85039178","1910598.78261318","26","25","23","41.91063031259775","-87.73123601895907","(41.910630312598, -87.731236018959)"
"Vacant/Abandoned Building","18-03344094","2018-12-12T00:00:00.000","Front",,"Open",,"Vacant","false","true","11732","S","LA SALLE","ST","60628","1177364.27671768","1827152.40019211","34","5","53","41.681032209811725","-87.62638684034347","(41.681032209812, -87.626386840343)"
"Vacant/Abandoned Building","18-03340390","2018-12-12T00:00:00.000","Rear",,"Boarded",,"Vacant","false","false","5404","W","WASHINGTON","BLVD","60644","1140282.78140074","1900222.73568423","28","15","25","41.88230485670628","-87.76034391051103","(41.882304856706, -87.760343910511)"
"Vacant/Abandoned Building","18-03340579","2018-12-12T00:00:00.000","Front",,"Open",,"Vacant","false","false","116","W","113TH","PL","60628","1177442.42227733","1829695.08798406","34","5","49","41.68800796673822","-87.62602437292767","(41.688007966738, -87.626024372928)"
"Vacant/Abandoned Building","18-03340682","2018-12-12T00:00:00.000","Front",,"Open",,"Vacant","false","true","3329","S","MORGAN","ST","60608","1170188.04691575","1882782.96986921","11","9","60","41.83384831277552","-87.65104047753914","(41.833848312776, -87.651040477539)"
"Vacant/Abandoned Building","18-03344030","2018-12-12T00:00:00.000","Front",,"Open",,"Vacant","false","true","9704","S","OGLESBY","AVE","60617","1193644.33161237","1840900.58478873","10","4","51","41.71837666638995","-87.566346114495","(41.71837666639, -87.566346114495)"
"Vacant/Abandoned Building","18-03340326","2018-12-12T00:00:00.000","Front",,"Boarded",,"Vacant","false","false","822","N","LOCKWOOD","AVE","60651","1140872.54652052","1904968.35381705","37","15","25","41.89531659116624","-87.75806143179561","(41.895316591166, -87.758061431796)"
"Vacant/Abandoned Building","18-03342446","2018-12-12T00:00:00.000","Rear",,"Open",,"Vacant","false","false","1822","N","WOLCOTT","AVE","60622","1163400.11666784","1912157.71602001","32","14","22","41.91460043255167","-87.67512038849571","(41.914600432552, -87.675120388496)"
"Vacant/Abandoned Building","18-03341010","2018-12-12T00:00:00.000","Garage",,"Open","FRONT","Vacant","false","false","105","W","113TH","PL","60628","1177505.72227733","1829696.58798406","34","5","49","41.688010656495386","-87.6257925932164","(41.688010656495, -87.625792593216)"
"Vacant/Abandoned Building","18-03338123","2018-12-12T00:00:00.000",,,,,,,,"1348","S","KEELER","AVE","60623","1148599.9610772","1893386.92463292","24","10","29","41.86339014863851","-87.72997928694787","(41.863390148639, -87.729979286948)"
"Vacant/Abandoned Building","18-03341165","2018-12-12T00:00:00.000",,,,,,,,"1920","W","22ND","PL","60608","1163919.67162573","1889092.35999629","25","10","31","41.851296243560746","-87.67386279512448","(41.851296243561, -87.673862795124)"
"Vacant/Abandoned Building","18-03341033","2018-12-12T00:00:00.000","Rear",,"Open",,"Vacant","false","false","5435","S","JUSTINE","ST","60609","1166928.98147224","1868682.86187692","16","9","61","41.7952264892587","-87.66340204040289","(41.795226489259, -87.663402040403)"
"Vacant/Abandoned Building","18-03341066","2018-12-12T00:00:00.000",,,,,,,,"1023","W","IRVING PARK","RD","60613","1168636.53009842","1926729.11513118","46","19","6","41.95447315490379","-87.65545935687348","(41.954473154904, -87.655459356873)"
"Vacant/Abandoned Building","18-03344283","2018-12-12T00:00:00.000","Front",,"Open","REAR ENTRY","Vacant","false","true","1240","W","97TH","ST","60643","1169757.00467048","1840605.24597721","21","22","73","41.7181168760097","-87.65384485900712","(41.71811687601, -87.653844859007)"
"Vacant/Abandoned Building","18-03338053","2018-12-12T00:00:00.000",,,,,,,,"2400","S","DRAKE","AVE","60623","1153081.55718592","1887826.71756684","22","10","30","41.848044684349006","-87.71367487505916","(41.848044684349, -87.713674875059)"
"Vacant/Abandoned Building","18-03332099","2018-12-11T00:00:00.000","Rear",,"Boarded","BACKYARD","Vacant","false","false","1154","W","88TH","ST","60620","1170085.33828754","1846440.08781274","21","22","71","41.73412141391355","-87.652473263681","(41.734121413914, -87.652473263681)"
"Vacant/Abandoned Building","18-03331043","2018-12-11T00:00:00.000","Front",,"Open",,"Vacant","false","false","4050","W","MONROE","ST","60624","1149740.49601598","1899361.02220854","28","11","26","41.87976168925944","-87.72563717401626","(41.879761689259, -87.725637174016)"
"Vacant/Abandoned Building","18-03331069","2018-12-11T00:00:00.000","Front",,"Open",,"Vacant","false","false","4036","W","MONROE","ST","60624","1149497.79601598","1899355.22220854","28","11","26","41.879750485676894","-87.72652849280153","(41.879750485677, -87.726528492802)"
"Vacant/Abandoned Building","18-03334134","2018-12-11T00:00:00.000","Front",,"Open","REAR DOOR","Vacant","false","false","2039","W","69TH","PL","60636","1163963.33231873","1858564.40010064","17","7","67","41.76752300754574","-87.67456141259406","(41.767523007546, -87.674561412594)"
"Vacant/Abandoned Building","18-03335620","2018-12-11T00:00:00.000",,,,,,,,"5206","S","HERMITAGE","AVE","60609","1165561.06053277","1870176.3363247","16","9","61","41.79935390649467","-87.66837587063084","(41.799353906495, -87.668375870631)"
"Vacant/Abandoned Building","18-03331077","2018-12-11T00:00:00.000","Front",,"Open",,"Vacant","false","false","4248","W","ADAMS","ST","60624","1148102.60607873","1898672.44009933","28","11","26","41.87790380805121","-87.73166905808284","(41.877903808051, -87.731669058083)"
"Vacant/Abandoned Building","18-03330589","2018-12-11T00:00:00.000","Front",,"Open",,"Vacant","false","false","4245","W","WILCOX","ST","60624","1148112.12052565","1898998.1815713","28","11","26","41.878797497090616","-87.73162573781974","(41.878797497091, -87.73162573782)"
"Vacant/Abandoned Building","18-03334552","2018-12-11T00:00:00.000","Front",,"Open",,"Vacant","false","false","1544","S","KEELER","AVE","60623","1148638.08801695","1892084.2216233","24","10","29","41.85981463705009","-87.7298729377818","(41.85981463705, -87.729872937782)"
"Vacant/Abandoned Building","18-03332791","2018-12-11T00:00:00.000","Front",,"Boarded",,"Vacant","false","false","2455","W","79TH","ST","60652","1161300.99827339","1852211.85307749","18","8","70","41.750146222516385","-87.68449569715884","(41.750146222516, -87.684495697159)"
"Vacant/Abandoned Building","18-03330694","2018-12-11T00:00:00.000","Front",,"Open",,"Vacant","false","false","4129","W","ADAMS","ST","60624","1148898.5405974","1898690.92592853","28","11","26","41.87793918692421","-87.72874607717007","(41.877939186924, -87.72874607717)"
"Vacant/Abandoned Building","18-03334688","2018-12-11T00:00:00.000","Rear",,"Open","DOORS AND WINDOWS","Vacant","false","false","1820","N","WOLCOTT","AVE","60622","1163400.51666784","1912144.61602001","32","14","22","41.91456447683911","-87.67511928831286","(41.914564476839, -87.675119288313)"
"Vacant/Abandoned Building","18-03330480","2018-12-11T00:00:00.000","Front",,"Open",,"Vacant","false","false","5020","W","FULTON","ST","60644","1142857.41411046","1901473.94338956","28","15","25","41.88569076291841","-87.75085853095912","(41.885690762918, -87.750858530959)"
"Vacant/Abandoned Building","18-03331065","2018-12-11T00:00:00.000","Front",,"Open",,"Vacant","false","false","4011","W","WILCOX","ST","60624","1149676.85756937","1899034.2821832","28","11","26","41.87886631441963","-87.72587933915493","(41.87886631442, -87.725879339155)"
"Vacant/Abandoned Building","18-03331935","2018-12-11T00:00:00.000","Front",,"Open",,"Vacant","false","false","4138","W","JACKSON","BLVD","60624","1148848.33006794","1898364.81947818","28","11","26","41.87704528405048","-87.72893887162722","(41.87704528405, -87.728938871627)"
"Vacant/Abandoned Building","18-03332485","2018-12-11T00:00:00.000","Front",,"Open",,"Vacant","false","false","1330","W","CARMEN","AVE","60640","1166509.68701548","1934036.05683054","47","20","3","41.97456957240278","-87.66306778169483","(41.974569572403, -87.663067781695)"
"Vacant/Abandoned Building","18-03334213","2018-12-11T00:00:00.000","Rear",,"Boarded","REAR","Vacant","false","false","1342","S","HEATH","AVE","60608","1161026.88987642","1893815.92430431","28","12","28","41.864318648905225","-87.68434893521496","(41.864318648905, -87.684348935215)"
"Vacant/Abandoned Building","18-03335450","2018-12-11T00:00:00.000","Rear",,"Open",,"Vacant","true","true","6152","S","ARTESIAN","AVE","60629","1161093.91946913","1863794.12740174","16","8","66","41.781933939776096","-87.68493458506542","(41.781933939776, -87.684934585065)"
"Vacant/Abandoned Building","18-03330614","2018-12-11T00:00:00.000","Front",,"Open",,"Vacant","false","false","4211","W","WILCOX","ST","60624","1148340.92052565","1899003.2815713","28","11","26","41.87880708724883","-87.73078548933479","(41.878807087249, -87.730785489335)"
"Vacant/Abandoned Building","18-03327605","2018-12-10T00:00:00.000",,,,,,,,"3026","W","LYNDALE","ST","60647","1155824.92209441","1914935.32692496","32","14","22","41.92237857953285","-87.70287562373414","(41.922378579533, -87.702875623734)"
"Vacant/Abandoned Building","18-03325427","2018-12-10T00:00:00.000","Front",,"Open","FRONT","Vacant","false","false","7222","S","SANGAMON","ST","60621","1171224.49727624","1856945.10840275","6","7","68","41.76292377510562","-87.64799338212674","(41.762923775106, -87.647993382127)"
"Vacant/Abandoned Building","18-03327165","2018-12-10T00:00:00.000","Front",,"Open",,"Vacant","true","true","5817","S","CARPENTER","ST","60621","1170309.86237999","1866153.82689113","16","7","68","41.78821356147027","-87.65107790894805","(41.78821356147, -87.651077908948)"
"Vacant/Abandoned Building","18-03327788","2018-12-10T00:00:00.000","Rear",,"Boarded",,"Vacant","false","false","7241","S","VERNON","AVE","60619","1180500.12846621","1857103.27398026","6","3","69","41.76314997331833","-87.61399197724661","(41.763149973318, -87.613991977247)"
"Vacant/Abandoned Building","18-03322110","2018-12-10T00:00:00.000","Front",,"Boarded",,"Vacant","false","false","1500","W","71ST","ST","60636","1167563.64988289","1857652.0138733","17","7","67","41.76494287198542","-87.66139078541126","(41.764942871985, -87.661390785411)"
"Vacant/Abandoned Building","18-03328260","2018-12-10T00:00:00.000","Front",,"Boarded","IS NOT OPEN","Vacant","false","false","10231","S","PEORIA","ST","60643","1172119.584998","1836988.9507047","34","22","73","41.70814173408057","-87.64529746593065","(41.708141734081, -87.645297465931)"
"Vacant/Abandoned Building","18-03324149","2018-12-10T00:00:00.000","Front",,"Open","FRONT","Vacant","false","false","3347","W","GLADYS","AVE","60624","1154031.68257233","1898094.70598375","28","11","27","41.87620232604238","-87.70991420978403","(41.876202326042, -87.709914209784)"
"Vacant/Abandoned Building","18-03326721","2018-12-10T00:00:00.000","Front",,"Open",,"Vacant","false","false","5752","W","DAKIN","ST","60634","1137297.35998439","1925669.78881154","38","16","15","41.95218868548402","-87.77069353995407","(41.952188685484, -87.770693539954)"
"Vacant/Abandoned Building","18-03326732","2018-12-10T00:00:00.000","Front",,"Open","FRONT AND REAR DOORS..","Vacant","false","true","6045","S","THROOP","ST","60636","1168693.23552786","1864680.06673076","16","7","67","41.78420443781608","-87.65704795647696","(41.784204437816, -87.657047956477)"
"Vacant/Abandoned Building","18-03327093","2018-12-10T00:00:00.000","Front",,"Open","FRONT","Vacant","false","false","7941","S","ESCANABA","AVE","60617","1196886.59397156","1852870.22869465","7","4","46","41.75114246663151","-87.55407419711135","(41.751142466632, -87.554074197111)"
"Vacant/Abandoned Building","18-03324524","2018-12-10T00:00:00.000","Rear",,"Open","REAR DOOR","Vacant","false","false","5005","W","PENSACOLA","AVE","60641","1142336.17812626","1928460.43398841","45","16","15","41.95975419399279","-87.75210093166174","(41.959754193993, -87.752100931662)"
"Vacant/Abandoned Building","18-03326891","2018-12-10T00:00:00.000","Front",,"Open","FRONT DOOR","Vacant","false","false","10110","S","MORGAN","ST","60643","1171433.72666969","1837778.08043174","34","22","73","41.71032223578719","-87.64778610839826","(41.710322235787, -87.647786108398)"
"Vacant/Abandoned Building","18-03326500","2018-12-10T00:00:00.000","Rear",,"Open",,"Vacant","false","false","1345","S","KEELER","AVE","60623","1148599.3610772","1893407.02463292","24","10","29","41.86344531704913","-87.72998097096334","(41.863445317049, -87.729980970963)"
"Vacant/Abandoned Building","18-03328912","2018-12-10T00:00:00.000","Front",,"Open",,"Vacant","false","false","2110","S","HALSTED","ST","60608","1171360.78528632","1890045.37990149","11","12","31","41.85375134704904","-87.64652435605906","(41.853751347049, -87.646524356059)"
"Vacant/Abandoned Building","18-03325912","2018-12-10T00:00:00.000","Front",,"Open",,"Vacant","false","false","2037","E","75TH","ST","60649","1191201.37920001","1855643.52738582","8","4","43","41.75889204285267","-87.5748176818621","(41.758892042853, -87.574817681862)"
"Vacant/Abandoned Building","18-03326968","2018-12-10T00:00:00.000",,,,,,,,"8009","S","FRANCISCO","AVE","60652","1158437.02281434","1851382.39319233","18","8","70","41.74792884058323","-87.69501320560346","(41.747928840583, -87.695013205603)"
"Vacant/Abandoned Building","18-03323616","2018-12-10T00:00:00.000","Front",,"Boarded",,"Vacant","false","true","10817","S","HOXIE","AVE","60617","1195234.27022223","1833820.81143262","10","4","51","41.69891005857356","-87.56075550772383","(41.698910058574, -87.560755507724)"
"Vacant/Abandoned Building","18-03319053","2018-12-09T00:00:00.000","Garage",,"Open","GARAGE","Vacant","false","true","8435","S","MARSHFIELD","AVE","60620","1166810.31448714","1848772.10927174","21","6","71","41.74059129189018","-87.66440503539503","(41.74059129189, -87.664405035395)"
"Vacant/Abandoned Building","18-03317316","2018-12-09T00:00:00.000","Front",,"Open","REAR DOOR","Vacant","false","false","1014","S","INDEPENDENCE","BLVD","60624","1151414.6278189","1895297.19653254","24","11","29","41.86857740762303","-87.71959664485563","(41.868577407623, -87.719596644856)"
