Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
HL364387,01/01/2005 12:00:00 AM,023XX W WOLFRAM ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1432,1,26,1160216,1918873,2005,41.9330941,-87.68663232,"(41.9330941, -87.68663232)"
HL688721,01/01/2005 12:00:00 AM,068XX S PAULINA ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,true,0725,17,17,1166189,1859376,2005,41.769703078,-87.666380284,"(41.769703078, -87.666380284)"
HL692512,01/01/2005 12:00:00 AM,011XX W 50TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,0921,16,06,1169689,1871646,2005,41.8032982,-87.653195042,"(41.8032982, -87.653195042)"
HL566389,01/01/2005 12:00:00 AM,011XX N DEARBORN ST,0842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,false,false,1824,42,06,1175734,1907790,2005,41.902346538,-87.629939417,"(41.902346538, -87.629939417)"
HL655271,01/01/2005 12:00:00 AM,057XX W FULTON ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,1512,29,06,1137940,1901430,2005,41.885660349,-87.768917598,"(41.885660349, -87.768917598)"
HL655374,01/01/2005 12:00:00 AM,013XX N MASON AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,2531,29,20,1136447,1908328,2005,41.904616157,-87.774235214,"(41.904616157, -87.774235214)"
HL657892,01/01/2005 12:00:00 AM,071XX S EAST END AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0324,8,06,1188768,1858016,2005,41.765460845,-87.583659956,"(41.765460845, -87.583659956)"
HL668454,01/01/2005 12:00:00 AM,051XX S MICHIGAN AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0232,3,06,1178027,1871047,2005,41.801469366,-87.622633979,"(41.801469366, -87.622633979)"
HL660227,01/01/2005 12:00:00 AM,027XX S WENTWORTH AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2113,11,06,1175402,1886187,2005,41.843074007,-87.631807419,"(41.843074007, -87.631807419)"
HL737904,01/01/2005 12:00:00 AM,069XX S BISHOP ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0734,17,06,1167867,1858640,2005,41.767647527,-87.660250581,"(41.767647527, -87.660250581)"
HL734953,01/01/2005 12:00:00 AM,016XX S RIDGEWAY AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,1014,24,20,1151637,1891534,2005,41.858246395,-87.718879143,"(41.858246395, -87.718879143)"
HL776500,01/01/2005 12:00:00 AM,073XX N DAMEN AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,true,true,2424,49,26,1161661,1948675,2005,42.014842024,-87.680487438,"(42.014842024, -87.680487438)"
HL801979,01/01/2005 12:00:00 AM,122XX S PRINCETON AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,false,0523,34,20,1176491,1823741,2005,41.671690414,-87.629685447,"(41.671690414, -87.629685447)"
HL815012,01/01/2005 12:00:00 AM,032XX W DIVERSEY AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,true,1412,35,02,1154350,1918440,2005,41.932025309,-87.708201077,"(41.932025309, -87.708201077)"
HL815870,01/01/2005 12:00:00 AM,015XX W 80TH ST,0842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,false,true,0612,21,06,1167549,1851682,2005,41.748560656,-87.661615335,"(41.748560656, -87.661615335)"
HM103642,01/01/2005 12:00:00 AM,016XX N MOODY AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,true,2513,29,02,1135165,1910304,2005,41.910061378,-87.778897532,"(41.910061378, -87.778897532)"
HM105818,01/01/2005 12:00:00 AM,001XX W 117TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0522,34,26,1177450,1827369,2005,41.681624662,-87.626066542,"(41.681624662, -87.626066542)"
HL813152,01/01/2005 12:00:00 AM,029XX W 40TH ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0912,14,17,1157512,1877981,2005,41.820937993,-87.697682271,"(41.820937993, -87.697682271)"
HM116390,01/01/2005 12:00:00 AM,095XX S UNION AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,2223,21,08B,1173322,1841516,2005,41.720538163,-87.640760812,"(41.720538163, -87.640760812)"
HM116202,01/01/2005 12:00:00 AM,030XX W ARDMORE AVE,1195,DECEPTIVE PRACTICE,FINAN EXPLOIT-ELDERLY/DISABLED,RESIDENCE,false,false,2011,40,11,1155146,1938381,2005,41.986728696,-87.704738322,"(41.986728696, -87.704738322)"
HM120098,01/01/2005 12:00:00 AM,104XX S CALUMET AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,true,0512,9,02,1180427,1835754,2005,41.704566691,-87.614913156,"(41.704566691, -87.614913156)"
HM121545,01/01/2005 12:00:00 AM,051XX S BLACKSTONE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2132,4,26,1186789,1871251,2005,41.80182586,-87.590494422,"(41.80182586, -87.590494422)"
HM220232,01/01/2005 12:00:00 AM,020XX W COULTER ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,1034,25,08B,1163079,1888246,2005,41.848991422,-87.676971995,"(41.848991422, -87.676971995)"
HM260493,01/01/2005 12:00:00 AM,091XX S GREEN ST,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,2223,21,17,1172250,1844209,2005,41.727951735,-87.644608368,"(41.727951735, -87.644608368)"
HM261322,01/01/2005 12:00:00 AM,047XX W CONGRESS PKWY,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,1131,24,06,1144840,1897273,2005,41.874125711,-87.74368398,"(41.874125711, -87.74368398)"
HM279172,01/01/2005 12:00:00 AM,110XX S EWING AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0433,10,06,1202204,1832454,2005,41.694985013,-87.535282612,"(41.694985013, -87.535282612)"
HM798742,01/01/2005 12:00:00 AM,032XX W 66TH PL,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0831,15,06,,,2005,,,
HM315710,01/01/2005 12:00:00 AM,067XX S NORMAL BLVD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0722,6,06,1174117,1859984,2005,41.771199121,-87.637301763,"(41.771199121, -87.637301763)"
HN120900,01/01/2005 12:00:00 AM,052XX S LOWE AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,true,true,0934,3,17,,,2005,,,
HN138999,01/01/2005 12:00:00 AM,104XX S AVENUE L,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0432,10,06,,,2005,,,
HM355507,01/01/2005 12:00:00 AM,051XX N AUSTIN AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,false,false,1622,45,02,1135201,1933744,2005,41.97438261,-87.778207628,"(41.97438261, -87.778207628)"
HN459316,01/01/2005 12:00:00 AM,092XX S SAGINAW AVE,0842,THEFT,AGG: FINANCIAL ID THEFT,STREET,false,false,0423,7,06,,,2005,,,
HN536388,01/01/2005 12:00:00 AM,006XX E 38TH PL,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0212,4,06,,,2005,,,
HN739968,01/01/2005 12:00:00 AM,098XX S YATES AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0431,7,06,,,2005,,,
HP431663,01/01/2005 12:00:00 AM,014XX W 123RD ST,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,true,0524,34,20,,,2005,,,
HR488886,01/01/2005 12:00:00 AM,053XX W DRUMMOND PL,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,2514,31,06,,,2005,,,
HS147814,01/01/2005 12:00:00 AM,063XX S CALIFORNIA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,false,false,0825,15,06,,,2005,,,
HX350099,01/01/2005 12:00:00 AM,075XX S CALUMET AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,APARTMENT,false,true,0623,6,17,,,2005,,,
HM420518,01/01/2005 12:00:00 AM,079XX S MARQUETTE AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0422,7,06,,,2005,,,
HM469747,01/01/2005 12:00:00 AM,065XX S INGLESIDE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0321,20,06,,,2005,,,
HM505502,01/01/2005 12:00:00 AM,062XX W GRAND AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,true,2512,29,02,,,2005,,,
HN109727,01/01/2005 12:00:00 AM,079XX S SOUTH SHORE DR,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,false,false,0422,7,06,,,2005,,,
HN508201,01/01/2005 12:00:00 AM,028XX S AVERS AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,1031,22,02,,,2005,,,
HN628281,01/01/2005 12:00:00 AM,082XX S HOUSTON AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0424,10,06,,,2005,,,
HN755159,01/01/2005 12:00:00 AM,081XX S MARSHFIELD AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,APARTMENT,false,false,0614,18,02,,,2005,,,
HN566810,01/01/2005 12:00:00 AM,065XX S DREXEL AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,0321,20,17,,,2005,,,
HN767233,01/01/2005 12:00:00 AM,023XX W MONROE ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,1211,2,06,,,2005,,,
HP219963,01/01/2005 12:00:00 AM,062XX S TROY ST,0842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,false,false,0823,15,06,,,2005,,,
