Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
HN105150,01/01/2007 12:00:00 AM,076XX S BISHOP ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,0612,17,26,1167881,1854165,2007,41.755367231,-87.660327596,"(41.755367231, -87.660327596)"
HN103380,01/01/2007 12:00:00 AM,014XX W WINNEMAC AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,true,false,2033,46,26,1165645,1933599,2007,41.973388794,-87.666260001,"(41.973388794, -87.666260001)"
HN106320,01/01/2007 12:00:00 AM,009XX N RACINE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1323,27,26,1168222,1906256,2007,41.898302845,-87.657576357,"(41.898302845, -87.657576357)"
HN106097,01/01/2007 12:00:00 AM,009XX E 86TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0632,8,11,1184160,1848163,2007,41.738532171,-87.600856976,"(41.738532171, -87.600856976)"
HN104421,01/01/2007 12:00:00 AM,102XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0511,9,14,1179024,1837171,2007,41.708487135,-87.620007718,"(41.708487135, -87.620007718)"
HN112732,01/01/2007 12:00:00 AM,025XX W NORTH AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,SMALL RETAIL STORE,false,false,1434,1,11,1159333,1910556,2007,41.91028988,-87.690106536,"(41.91028988, -87.690106536)"
HN117684,01/01/2007 12:00:00 AM,015XX W 51ST ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0932,16,06,1167117,1870914,2007,41.80134497,-87.662648738,"(41.80134497, -87.662648738)"
HN117865,01/01/2007 12:00:00 AM,082XX S RHODES AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0631,6,11,1181341,1850428,2007,41.744812964,-87.611115437,"(41.744812964, -87.611115437)"
HN199772,01/01/2007 12:00:00 AM,021XX W VAN BUREN ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1211,2,06,1162277,1898147,2007,41.876177493,-87.679638733,"(41.876177493, -87.679638733)"
HN198313,01/01/2007 12:00:00 AM,057XX N BROADWAY,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,2022,48,06,1167261,1938590,2007,41.987049555,-87.660173382,"(41.987049555, -87.660173382)"
HN203881,01/01/2007 12:00:00 AM,022XX N LEAVITT ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,1432,32,11,1161332,1914671,2007,41.921540363,-87.682648294,"(41.921540363, -87.682648294)"
HN205846,01/01/2007 12:00:00 AM,0000X E WACKER DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOTEL/MOTEL,false,false,0122,42,11,1176956,1902517,2007,41.887849586,-87.625610638,"(41.887849586, -87.625610638)"
HN216638,01/01/2007 12:00:00 AM,086XX S SAGINAW AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0423,7,06,1195325,1848177,2007,41.73830254,-87.559951109,"(41.73830254, -87.559951109)"
HN233714,01/01/2007 12:00:00 AM,013XX E MADISON AVENUE PARK,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2124,4,26,1186201,1871757,2007,41.803228286,-87.592634825,"(41.803228286, -87.592634825)"
HN240752,01/01/2007 12:00:00 AM,090XX S ESCANABA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,0423,10,06,1196962,1845511,2007,41.730946294,-87.554042087,"(41.730946294, -87.554042087)"
HN242170,01/01/2007 12:00:00 AM,019XX N SAWYER AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,1422,35,02,1154277,1912614,2007,41.916039752,-87.708625319,"(41.916039752, -87.708625319)"
HN250905,01/01/2007 12:00:00 AM,072XX S EVANS AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0323,6,06,1182476,1857193,2007,41.76335062,-87.606747337,"(41.76335062, -87.606747337)"
HN255018,01/01/2007 12:00:00 AM,092XX S BENNETT AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0413,8,06,1190462,1843989,2007,41.7269288,-87.577902381,"(41.7269288, -87.577902381)"
HN256032,01/01/2007 12:00:00 AM,036XX W 60TH ST,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,APARTMENT,true,false,0823,13,20,1153070,1864578,2007,41.784247274,-87.714331926,"(41.784247274, -87.714331926)"
HN261270,01/01/2007 12:00:00 AM,073XX N WESTERN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,true,false,2411,50,11,1159015,1948528,2007,42.014493615,-87.690227788,"(42.014493615, -87.690227788)"
HN119867,01/01/2007 12:00:00 AM,076XX N EASTLAKE TER,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,false,false,2422,49,06,1165940,1950476,2007,42.01969336,-87.664690615,"(42.01969336, -87.664690615)"
HN126482,01/01/2007 12:00:00 AM,057XX S CAMPBELL AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0824,16,06,1160685,1866493,2007,41.789348465,-87.686359343,"(41.789348465, -87.686359343)"
HN128060,01/01/2007 12:00:00 AM,078XX S OGLESBY AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0414,7,26,1193226,1853482,2007,41.752911413,-87.567468224,"(41.752911413, -87.567468224)"
HN132463,01/01/2007 12:00:00 AM,053XX W KINZIE ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1523,28,05,1140675,1902214,2007,41.88776194,-87.758854711,"(41.88776194, -87.758854711)"
HN137837,01/01/2007 12:00:00 AM,005XX N MICHIGAN AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,SMALL RETAIL STORE,false,false,1834,42,11,1177342,1903838,2007,41.891465732,-87.624153044,"(41.891465732, -87.624153044)"
HN138304,01/01/2007 12:00:00 AM,038XX S CALUMET AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0211,3,06,1179155,1879616,2007,41.824957752,-87.618235714,"(41.824957752, -87.618235714)"
HN139634,01/01/2007 12:00:00 AM,043XX W FORD CITY DR,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0833,13,06,1148765,1853235,2007,41.753204151,-87.73040747,"(41.753204151, -87.73040747)"
HN142523,01/01/2007 12:00:00 AM,020XX W 70TH PL,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,STREET,false,false,0735,17,06,1163881,1857900,2007,41.765701532,-87.67488184,"(41.765701532, -87.67488184)"
HN158457,01/01/2007 12:00:00 AM,038XX W 76TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0833,18,06,1151864,1853909,2007,41.754993563,-87.719033029,"(41.754993563, -87.719033029)"
HN163851,01/01/2007 12:00:00 AM,007XX W EVERGREEN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1822,27,26,1171225,1909217,2007,41.906362563,-87.646459564,"(41.906362563, -87.646459564)"
HN164359,01/01/2007 12:00:00 AM,006XX N KEDZIE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1121,27,06,1154925,1904130,2007,41.892745919,-87.706472369,"(41.892745919, -87.706472369)"
HN167088,01/01/2007 12:00:00 AM,036XX S RHODES AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0212,4,06,1180182,1880913,2007,41.828493299,-87.614428166,"(41.828493299, -87.614428166)"
HN173303,01/01/2007 12:00:00 AM,023XX N CLYBOURN AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,1811,32,05,1165441,1915547,2007,41.923857611,-87.667525821,"(41.923857611, -87.667525821)"
HN179245,01/01/2007 12:00:00 AM,021XX N KARLOV AVE,0820,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,false,false,2525,30,06,1148702,1913848,2007,41.919535572,-87.729075751,"(41.919535572, -87.729075751)"
HN186327,01/01/2007 12:00:00 AM,014XX N WIELAND ST,0843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,1821,27,06,1174174,1909868,2007,41.90808363,-87.635607398,"(41.90808363, -87.635607398)"
HN166178,01/01/2007 12:00:00 AM,034XX W LE MOYNE ST,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,1422,26,17,1153076,1909753,2007,41.908212834,-87.713113754,"(41.908212834, -87.713113754)"
HN402564,01/01/2007 12:00:00 AM,038XX W 80TH PL,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0834,18,06,1152236,1850934,2007,41.746822363,-87.717747741,"(41.746822363, -87.717747741)"
HN419085,01/01/2007 12:00:00 AM,014XX N NORTH PARK AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1821,27,26,1173910,1909930,2007,41.90825965,-87.636575338,"(41.90825965, -87.636575338)"
HN427016,01/01/2007 12:00:00 AM,025XX N AVERS AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,false,true,2524,35,20,1150289,1916535,2007,41.926878107,-87.723174596,"(41.926878107, -87.723174596)"
HN428057,01/01/2007 12:00:00 AM,043XX N HAZEL ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2322,46,06,1169474,1929172,2007,41.961158296,-87.652309344,"(41.961158296, -87.652309344)"
HN432429,01/01/2007 12:00:00 AM,025XX W DIVISION ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1312,26,06,1159062,1907889,2007,41.90297699,-87.691175432,"(41.90297699, -87.691175432)"
HN290751,01/01/2007 12:00:00 AM,081XX S WOOD ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0614,18,06,1165762,1850773,2007,41.746104325,-87.6681893,"(41.746104325, -87.6681893)"
HN290156,01/01/2007 12:00:00 AM,078XX S MARSHFIELD AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,true,true,0611,17,26,1166704,1852787,2007,41.751610993,-87.664680253,"(41.751610993, -87.664680253)"
HN295394,01/01/2007 12:00:00 AM,039XX W 64TH PL,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,true,false,0823,13,02,1151259,1861539,2007,41.775943366,-87.721051172,"(41.775943366, -87.721051172)"
HN304006,01/01/2007 12:00:00 AM,003XX E WACKER DR,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,COMMERCIAL / BUSINESS OFFICE,false,true,0124,42,26,1178335,1902515,2007,41.887812777,-87.620546628,"(41.887812777, -87.620546628)"
HN313734,01/01/2007 12:00:00 AM,0000X N KEDZIE AVE,0843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,false,false,1331,28,06,1155039,1900265,2007,41.882137696,-87.706157436,"(41.882137696, -87.706157436)"
HN306981,01/01/2007 12:00:00 AM,107XX S SANGAMON ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2234,34,06,1171897,1833415,2007,41.698339145,-87.646217008,"(41.698339145, -87.646217008)"
HN317841,01/01/2007 12:00:00 AM,053XX S RIDGEWAY AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0822,23,06,1152281,1868899,2007,41.796120296,-87.717111187,"(41.796120296, -87.717111187)"
HN322297,01/01/2007 12:00:00 AM,050XX W WASHINGTON BLVD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1532,28,06,1142697,1900032,2007,41.88173688,-87.751483513,"(41.88173688, -87.751483513)"
HN331804,01/01/2007 12:00:00 AM,075XX S PERRY AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0623,6,06,1176698,1855061,2007,41.757632145,-87.627988765,"(41.757632145, -87.627988765)"
HN332107,01/01/2007 12:00:00 AM,075XX S YALE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,0623,17,26,1175814,1854960,2007,41.757374833,-87.631231515,"(41.757374833, -87.631231515)"
HN341653,01/01/2007 12:00:00 AM,057XX W LAWRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1622,45,14,1137241,1931337,2007,41.967741067,-87.770763952,"(41.967741067, -87.770763952)"
HN343580,01/01/2007 12:00:00 AM,036XX W 56TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0822,14,06,1152969,1867229,2007,41.791524009,-87.714632292,"(41.791524009, -87.714632292)"
HN358369,01/01/2007 12:00:00 AM,028XX N PINE GROVE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2333,44,06,1172533,1919093,2007,41.933433923,-87.641362086,"(41.933433923, -87.641362086)"
HN372392,01/01/2007 12:00:00 AM,029XX E 83RD ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0423,7,06,1197053,1850498,2007,41.744628757,-87.553543197,"(41.744628757, -87.553543197)"
HN378230,01/01/2007 12:00:00 AM,008XX W RANDOLPH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,COMMERCIAL / BUSINESS OFFICE,false,false,1212,27,06,1170603,1901202,2007,41.884382549,-87.648979235,"(41.884382549, -87.648979235)"
HN380686,01/01/2007 12:00:00 AM,051XX S HYDE PARK BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,2132,4,26,1188373,1871076,2007,41.801307936,-87.584690956,"(41.801307936, -87.584690956)"
HN381964,01/01/2007 12:00:00 AM,039XX W CONGRESS PKWY,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1132,24,26,1150237,1897402,2007,41.874376252,-87.723865145,"(41.874376252, -87.723865145)"
HN392122,01/01/2007 12:00:00 AM,020XX N LARRABEE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1812,43,26,1171940,1913870,2007,41.919114892,-87.643695682,"(41.919114892, -87.643695682)"
HN402261,01/01/2007 12:00:00 AM,035XX W CORTLAND ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1422,26,06,1152391,1912396,2007,41.915479029,-87.71556018,"(41.915479029, -87.71556018)"
HN404614,01/01/2007 12:00:00 AM,070XX S SANGAMON ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0733,17,06,1171189,1858205,2007,41.766381851,-87.648086699,"(41.766381851, -87.648086699)"
HN544416,01/01/2007 12:00:00 AM,0000X N CENTRAL AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,false,false,1513,29,02,1139048,1899783,2007,41.881120698,-87.7648888,"(41.881120698, -87.7648888)"
HN553181,01/01/2007 12:00:00 AM,040XX S CALUMET AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0214,3,06,1179098,1878294,2007,41.821331381,-87.618485182,"(41.821331381, -87.618485182)"
HN584926,01/01/2007 12:00:00 AM,120XX S MICHIGAN AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0532,9,06,1179005,1825203,2007,41.675645663,-87.62044002,"(41.675645663, -87.62044002)"
HN599630,01/01/2007 12:00:00 AM,005XX N SPRINGFIELD AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,false,false,1122,27,06,1150293,1903358,2007,41.890719073,-87.723504144,"(41.890719073, -87.723504144)"
HN448143,01/01/2007 12:00:00 AM,008XX E 49TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,2124,4,06,1182798,1872706,2007,41.805912213,-87.605085586,"(41.805912213, -87.605085586)"
HN450523,01/01/2007 12:00:00 AM,013XX N HUDSON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,1821,27,26,1173068,1909520,2007,41.907153315,-87.639680572,"(41.907153315, -87.639680572)"
HN421832,01/01/2007 12:00:00 AM,070XX N RAVENSWOOD AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,true,true,2424,49,02,1163057,1947175,2007,42.010696662,-87.675393116,"(42.010696662, -87.675393116)"
HN250291,01/01/2007 12:00:00 AM,033XX W 61ST PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0823,15,26,1155174,1863648,2007,41.781653392,-87.706642618,"(41.781653392, -87.706642618)"
HN473555,01/01/2007 12:00:00 AM,082XX S CLYDE AVE,1120,DECEPTIVE PRACTICE,FORGERY,HOSPITAL BUILDING/GROUNDS,false,false,0414,8,10,1191620,1850776,2007,41.745524994,-87.573441045,"(41.745524994, -87.573441045)"
HN520696,01/01/2007 12:00:00 AM,031XX N LINCOLN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1932,32,26,1165424,1920988,2007,41.93878838,-87.66743301,"(41.93878838, -87.66743301)"
HN615856,01/01/2007 12:00:00 AM,114XX S HARVARD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0522,34,26,1176001,1829103,2007,41.686415543,-87.631318936,"(41.686415543, -87.631318936)"
HN628409,01/01/2007 12:00:00 AM,019XX S RIDGEWAY AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1014,24,06,1151682,1889993,2007,41.854016824,-87.71875445,"(41.854016824, -87.71875445)"
HN409118,01/01/2007 12:00:00 AM,039XX W 63RD ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,false,false,0823,13,11,1151287,1862539,2007,41.778686977,-87.720922418,"(41.778686977, -87.720922418)"
HN668826,01/01/2007 12:00:00 AM,064XX S ABERDEEN ST,0810,THEFT,OVER $500,RESIDENCE,false,false,0724,16,06,1170087,1862188,2007,41.777335714,-87.652010277,"(41.777335714, -87.652010277)"
HN670346,01/01/2007 12:00:00 AM,0000X S STATE ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,STREET,false,false,0123,42,06,1176389,1900278,2007,41.88171846,-87.627760426,"(41.88171846, -87.627760426)"
HN682527,01/01/2007 12:00:00 AM,048XX W HUBBARD ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1532,28,06,1143940,1902569,2007,41.888675495,-87.746855526,"(41.888675495, -87.746855526)"
HN692340,01/01/2007 12:00:00 AM,095XX S CLYDE AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0431,7,06,1192177,1841962,2007,41.721325041,-87.571685928,"(41.721325041, -87.571685928)"
HN692704,01/01/2007 12:00:00 AM,041XX W WILCOX ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1115,28,06,1148800,1899014,2007,41.878827643,-87.729099546,"(41.878827643, -87.729099546)"
HN720865,01/01/2007 12:00:00 AM,042XX N BERNARD ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,true,true,1723,33,20,1152628,1927977,2007,41.958229824,-87.714276097,"(41.958229824, -87.714276097)"
HP127691,01/01/2007 12:00:00 AM,135XX S AVENUE K,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0433,10,06,1202427,1815919,2007,41.649605674,-87.535027004,"(41.649605674, -87.535027004)"
HP162147,01/01/2007 12:00:00 AM,023XX E 70TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,false,false,0331,5,11,1192692,1858995,2007,41.768052546,-87.569245636,"(41.768052546, -87.569245636)"
HP194168,01/01/2007 12:00:00 AM,107XX S AVENUE O,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,0432,10,06,1200875,1834267,2007,41.699993734,-87.540087235,"(41.699993734, -87.540087235)"
HP233068,01/01/2007 12:00:00 AM,048XX N DAMEN AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,false,false,2032,47,06,1162136,1932144,2007,41.969470464,-87.679204249,"(41.969470464, -87.679204249)"
HN765511,01/01/2007 12:00:00 AM,043XX S MARSHFIELD AVE,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,false,false,0914,12,20,1166064,1875908,2007,41.815071557,-87.666368344,"(41.815071557, -87.666368344)"
HN770584,01/01/2007 12:00:00 AM,075XX S HOYNE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0611,18,06,1163666,1854517,2007,41.756422614,-87.675764676,"(41.756422614, -87.675764676)"
HP344710,01/01/2007 12:00:00 AM,094XX S ADA ST,0842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,false,false,2222,21,06,1168984,1842242,2007,41.722625082,-87.656628964,"(41.722625082, -87.656628964)"
HP402826,01/01/2007 12:00:00 AM,007XX E 40TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,0213,4,06,1181778,1878371,2007,41.821481069,-87.608651309,"(41.821481069, -87.608651309)"
