CREATION DATE,STATUS,COMPLETION DATE,SERVICE REQUEST NUMBER,TYPE OF SERVICE REQUEST,CURRENT ACTIVITY,MOST RECENT ACTION,NUMBER OF POTHOLES FILLED ON BLOCK,STREET ADDRESS,ZIP,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,SSA,LATITUDE,LONGITUDE,LOCATION,Historical Wards 2003-2015,Zip Codes,Community Areas,Census Tracts,Wards
12/17/2018,Open,,18-03384577,Pothole in Street,Complaint Crew,Create Work Order,,6905 W SHAKESPEARE AVE,60707,1130011.38989836,1913602.79313107,29,25,25,,41.91909363651703,-87.79775670427124,"(41.919093636517, -87.797756704271)",39,4454,26,598,7
12/17/2018,Open,,18-03382675,Pothole in Street,,,,2640 W MONROE ST,60612,1158767.89741961,1899585.94372418,27,11,27,,41.88030732516948,-87.69303585630158,"(41.880307325169, -87.693035856302)",48,21184,28,38,46
12/17/2018,Open,,18-03378942,Pothole in Street,,,,1940 W NORTH AVE,60622,1163043.404925,1910661.152875,2,14,24,33,41.91061014015064,-87.67661047795522,"(41.910610140151, -87.676610477955)",16,21560,25,438,11
12/17/2018,Open,,18-03381588,Pothole in Street,,,,6231 W GUNNISON ST,60630,1133536.98998085,1931573.32769506,38,16,15,,41.968345033215186,-87.78443621708955,"(41.968345033215, -87.78443621709)",25,21869,15,95,19
12/17/2018,Open,,18-03379679,Pothole in Street,,,,1934 W SCHOOL ST,60657,1162864.43878611,1921925.99639869,32,19,5,,41.941520660599636,-87.67738366493512,"(41.9415206606, -87.677383664935)",16,4449,46,648,40
12/17/2018,Open,,18-03383626,Pothole in Street,,,,10359 S FAIRFIELD AVE,60655,1159974.15138761,1835841.0185009,19,22,72,,41.70460766628284,-87.68963711958753,"(41.704607666283, -87.689637119588)",33,4447,71,553,42
12/17/2018,Open,,18-03382923,Pothole in Street,,,,5046 N AVERS AVE,60625,1149804.01901532,1933256.08799748,39,17,14,,41.9733138637925,-87.72467756176701,"(41.973313863793, -87.724677561767)",28,21849,14,127,38
12/17/2018,Open,,18-03383449,Pothole in Street,,,,3411 S EMERALD AVE,60616,1171858.5224911,1882265.31648973,11,9,60,,41.83222094054088,-87.64477592217438,"(41.832220940541, -87.644775922174)",26,21194,58,171,48
12/17/2018,Open,,18-03380286,Pothole in Street,,,,3542 N PULASKI RD,60641,1149096.31226721,1923380.65009403,30,17,16,,41.94583563191895,-87.72753030453865,"(41.945835631919, -87.727530304539)",27,22618,16,329,21
12/17/2018,Open,,18-03385110,Pothole in Street,,,,4180 W 82ND ST,60652,1149961.97427802,1849732.88718016,18,8,70,,41.74365709218734,-87.72643422579526,"(41.743657092187, -87.726434225795)",23,4300,69,235,30
12/17/2018,Open,,18-03380795,Pothole in Street,,,,1900 S HAMLIN AVE,60623,1151356.47092888,1890364.48000742,24,10,29,,41.85493775984957,-87.72008458950238,"(41.85493775985, -87.720084589502)",36,21569,30,752,14
12/17/2018,Open,,18-03385464,Pothole in Street,,,,5001 S LA CROSSE AVE,60638,1144869.98971519,1871031.38837191,22,8,56,,41.80204240167932,-87.74408775005476,"(41.802042401679, -87.744087750055)",35,22268,53,605,28
12/17/2018,Open,,18-03378165,Pothole in Street,,,,1121 N LATROBE AVE,60651,1141154.95651471,1906966.11871833,37,15,25,,41.90106680798959,-87.75683367384009,"(41.90106680799, -87.75683367384)",4,4299,26,562,45
12/17/2018,Open,,18-03384523,Pothole in Street,,,,300 S HOMAN AVE,60624,1153764.16231857,1898484.48919117,28,11,27,,41.877259891814624,-87.71103208695621,"(41.877259891815, -87.711032086956)",11,21572,28,783,23
12/17/2018,Open,,18-03381920,Pothole in Street,,,,2370 N NEWLAND AVE,60707,1129700.9822229,1914748.25856803,36,25,18,,41.9232620326082,-87.79904448015613,"(41.923262032608, -87.799044480156)",39,4454,18,136,44
12/17/2018,Open,,18-03385654,Pothole in Street,,,,4155 W 82ND PL,60652,1150049.87000743,1849468.21099262,18,8,70,,41.74272561139866,-87.7262279068276,"(41.742725611399, -87.726227906828)",23,4300,69,235,30
12/17/2018,Open,,18-03382273,Pothole in Street,,,,1354 W SCHUBERT AVE,60614,1166737.94839691,1918042.18477973,32,19,7,,41.93077804482135,-87.66327897374005,"(41.930778044821, -87.66327897374)",16,21190,68,796,40
12/17/2018,Open,,18-03379762,Pothole in Street,,,,2065 W JARVIS AVE,60645,1161148.69001115,1948778.63523113,49,24,1,,42.01503302456836,-87.68306810914865,"(42.015033024568, -87.683068109149)",3,22528,10,52,5
12/17/2018,Open,,18-03379342,Pothole in Street,,,,4830 S KEATING AVE,60632,1145506.57919804,1872182.16020474,14,8,56,,41.8048706782867,-87.74200549806393,"(41.804870678287, -87.742005498064)",35,22248,53,606,8
12/17/2018,Open,,18-03378285,Pothole in Street,,,,10556 S INDIANAPOLIS AVE,60617,1204904.60220407,1835673.07937259,10,4,52,,41.70312195660828,-87.5251248470275,"(41.703121956608, -87.525124847027)",47,21202,49,705,47
12/17/2018,Open,,18-03382605,Pothole in Street,,,,9036 S CLAREMONT AVE,60643,1162287.24363194,1844663.99651457,19,22,72,,41.728964651476446,-87.68122368217455,"(41.728964651476, -87.681223682175)",33,22212,71,627,42
12/17/2018,Open,,18-03384843,Pothole in Street,,,,4711 N VIRGINIA AVE,60625,1156969.44120777,1931187.49999078,40,19,4,,41.96703545019651,-87.6981260789065,"(41.967035450197, -87.698126078906)",13,21849,6,666,24
12/17/2018,Open,,18-03384650,Pothole in Street,,,,6447 S STONY ISLAND AVE,60637,1187987.30001998,1862549.51996782,5,3,42,,41.77740716847427,-87.58620654970282,"(41.777407168474, -87.586206549703)",32,22260,9,134,33
12/17/2018,Open,,18-03383524,Pothole in Street,,,,4834 N LONG AVE,60630,1139493.99281089,1931476.56901999,45,16,11,,41.968742301512435,-87.7624442097803,"(41.968742301512, -87.76244420978)",20,21869,11,129,50
12/17/2018,Open,,18-03382491,Pothole in Street,,,,3800 N OLCOTT AVE,60634,1125397.36032319,1924343.06227072,38,16,17,,41.94882449625926,-87.8146176172865,"(41.948824496259, -87.814617617286)",39,22254,17,392,19
12/17/2018,Open,,18-03378054,Pothole in Street,,,,4142 N WESTERN AVE,60618,1159628.42662471,1927545.24998883,47,19,5,38,41.95711542660115,-87.68870484915179,"(41.957115426601, -87.688704849152)",13,21538,46,624,18
12/17/2018,Open,,18-03381825,Pothole in Street,,,,7558 W DEVON AVE,60631,1125036.81682883,1941926.20672501,41,16,9,,41.99710778572572,-87.81587891536907,"(41.997107785726, -87.815878915369)",34,22243,77,655,29
12/17/2018,Open,,18-03382504,Pothole in Street,,,,7200 W WAVELAND AVE,60634,1127417.48761115,1923637.35986669,38,16,17,,41.94689279880797,-87.80712131872366,"(41.946892798808, -87.807121318724)",39,22254,17,392,19
12/17/2018,Open,,18-03382581,Pothole in Street,,,,1415 W ELMDALE AVE,60660,1165792.9041323,1939964.19139685,48,20,77,,41.99074014010267,-87.66581300476278,"(41.990740140103, -87.665813004763)",40,4451,76,539,16
12/17/2018,Open,,18-03382135,Pothole in Street,,,,4756 W 85TH ST,60652,1146134.84970985,1847749.85468136,18,8,70,,41.73829900990952,-87.74082751260164,"(41.73829900991, -87.740827512602)",6,4300,69,197,30
12/17/2018,Open,,18-03380110,Pothole in Street,,,,4399 W FLOURNOY ST,60624,1147158.45161224,1896674.22997204,24,11,26,,41.87233045967298,-87.73506179588367,"(41.872330459673, -87.735061795884)",36,21572,27,703,14
12/17/2018,Open,,18-03378283,Pothole in Street,,,,5603 W SEMINOLE ST,60646,1137835.15556751,1937545.06988387,45,16,11,,41.98465596005587,-87.7684540439741,"(41.984655960056, -87.768454043974)",20,22532,11,701,50
12/17/2018,Open,,18-03382611,Pothole in Street,,,,3021 N NEWLAND AVE,60634,1129559.36468945,1919405.52007994,36,25,18,,41.9351089372232,-87.79913507224762,"(41.935108937223, -87.799135072248)",39,22254,18,397,44
12/17/2018,Completed,12/18/2018,18-03378491,Pothole in Street,Final Outcome,Completed Upon Arrival,0,719 N DRAKE AVE,60624,1152585.37098817,1904606.18652342,27,11,23,63,41.89433511721722,-87.71491241815832,"(41.894335117217, -87.714912418158)",41,21572,24,584,46
12/17/2018,Open,,18-03382926,Pothole in Street,,,,2550 N PULASKI RD,60639,1149297.78061043,1916324.97000707,31,25,22,,41.9278135092499,-87.72701303431263,"(41.92781350925, -87.727013034313)",7,22615,23,107,17
12/17/2018,Open,,18-03383000,Pothole in Street,,,,5042 W AINSLIE ST,60630,1141874.20677771,1932111.23581739,45,16,11,,41.9698828327875,-87.7543828774266,"(41.969882832788, -87.754382877427)",20,21869,11,129,50
12/17/2018,Open,,18-03386050,Pothole in Street,,,,1053 E 92ND ST,60619,1184927.05809962,1844194.53478883,8,4,47,,41.72752282915539,-87.59764889828494,"(41.727522829155, -87.597648898285)",9,21546,43,472,35
12/17/2018,Open,,18-03385440,Pothole in Street,,,,750 N OGDEN AVE,60642,1168868.34681368,1905263.17281397,27,12,24,29,41.89554260169958,-87.65542424816536,"(41.8955426017, -87.655424248165)",41,22620,25,522,46
12/17/2018,Open,,18-03378166,Pothole in Street,,,,4400 W CONGRESS PKWY,60624,1147139.13706566,1897327.23090185,28,11,26,,41.87433990121701,-87.73536535884803,"(41.874339901217, -87.735365358848)",36,21572,27,716,23
12/17/2018,Open,,18-03382643,Pothole in Street,,,,3623 N NORA AVE,60634,1128770.77960261,1923280.91542125,38,16,17,,41.94607502129917,-87.8019563939807,"(41.946075021299, -87.801956393981)",39,22254,17,444,19
12/17/2018,Open,,18-03379483,Pothole in Street,,,,9900 S GREEN ST,60643,1172391.93988806,1839200.82380657,34,22,73,,41.714111405033535,-87.64437988550142,"(41.714111405034, -87.644379885501)",45,22212,72,594,22
12/17/2018,Open,,18-03382525,Pothole in Street,,,,6962 W NELSON ST,60634,1129324.46468945,1919490.82007994,36,25,18,,41.93547671289403,-87.80053763462963,"(41.935476712894, -87.80053763463)",39,22254,18,397,44
12/17/2018,Open,,18-03380220,Pothole in Street,,,,10300 S GREEN ST,60643,1172466.46091697,1836541.04927145,34,22,73,45,41.7068134420736,-87.64418616762808,"(41.706813442074, -87.644186167628)",45,22212,72,595,22
12/17/2018,Open,,18-03383522,Pothole in Street,,,,7926 S COTTAGE GROVE AVE,60619,1182934.68363419,1852625.24381547,6,6,44,51,41.75045635343617,-87.6053632541433,"(41.750456353436, -87.605363254143)",31,21546,40,11,32
12/17/2018,Open,,18-03381921,Pothole in Street,,,,4400 W BELDEN AVE,60639,1146675.32900141,1914926.85461004,31,25,20,,41.92264432557193,-87.7365574418826,"(41.922644325572, -87.736557441883)",7,22615,21,463,17
12/17/2018,Open,,18-03385577,Pothole in Street,,,,333 N GREEN ST,60607,1170671.59523026,1902416.9381036,27,12,28,,41.887808158349756,-87.64854522138359,"(41.88780815835, -87.648545221384)",41,14917,29,63,46
12/17/2018,Open,,18-03382506,Pothole in Street,,,,7300 W WAVELAND AVE,60634,1126760.51431053,1923602.85586689,38,16,17,,41.94680751945703,-87.80954293156405,"(41.946807519457, -87.809542931564)",39,22254,17,392,19
12/17/2018,Open,,18-03380123,Pothole in Street,,,,10300 S WALLACE ST,60628,1174121.86607922,1836581.70509004,34,22,49,,41.70693203286429,-87.63812235867432,"(41.706932032864, -87.638122358674)",45,21861,45,525,22
12/17/2018,Open,,18-03379552,Pothole in Street,,,,2802 W 54TH ST,60632,1158604.646832,1868724.35603331,14,9,63,,41.79562231141972,-87.69400448637434,"(41.79562231142, -87.694004486374)",49,22248,61,777,8
12/17/2018,Open,,18-03379758,Pothole in Street,,,,1402 W WARNER AVE,60613,1166208.79999918,1927666.13998033,47,19,6,,41.95720274382897,-87.6645329321541,"(41.957202743829, -87.664532932154)",13,21186,57,650,18
12/17/2018,Open,,18-03382010,Pothole in Street,,,,1001 S RACINE AVE,60607,1168528.71277242,1895727.02482459,25,12,28,,41.86935997046203,-87.65660659387558,"(41.869359970462, -87.656606593876)",8,14917,29,87,26
12/17/2018,Open,,18-03383660,Pothole in Street,,,,4700 W BARRY AVE,60641,1144499.44599419,1920197.04501826,31,25,19,,41.93714716613836,-87.74441834629596,"(41.937147166138, -87.744418346296)",7,22618,19,460,17
12/17/2018,Open,,18-03379941,Pothole in Street,,,,6200 N OLCOTT AVE,60631,1125515.4554321,1940661.89250271,41,16,10,,41.99358085119744,-87.81381698262697,"(41.993580851197, -87.813816982627)",34,22243,36,733,29
12/17/2018,Open,,18-03378386,Pothole in Street,,,,2138 N DAYTON ST,60614,1170270.61581711,1914425.39773396,43,18,7,,41.92113902648173,-87.64997515730734,"(41.921139026482, -87.649975157307)",51,21190,68,744,34
12/17/2018,Open,,18-03385374,Pothole in Street,,,,10800 S SANGAMON ST,60643,1171903.68002667,1833208.49000147,34,22,75,,41.697678793022924,-87.64634214647918,"(41.697678793023, -87.646342146479)",45,22212,74,315,22
12/17/2018,Open,,18-03383018,Pothole in Street,,,,10300 S COTTAGE GROVE AVE,60628,1182710.77469903,1836817.85018685,9,5,49,41,41.70740511783126,-87.6066722152349,"(41.707405117831, -87.606672215235)",30,21861,45,236,43
12/17/2018,Open,,18-03382231,Pothole in Street,,,,1344 E 88TH ST,60619,1186717.17058041,1846902.79442069,8,4,48,50,41.73512813995258,-87.59118119252408,"(41.735128139953, -87.591181192524)",9,21546,44,490,35
12/17/2018,Open,,18-03380032,Pothole in Street,,,,7940 S WOLCOTT AVE,60620,1165069.59537199,1852014.84090198,17,6,71,,41.74903930606346,-87.67082665285308,"(41.749039306063, -87.670826652853)",6,21554,70,574,31
12/17/2018,Open,,18-03381396,Pothole in Street,,,,3116 N SACRAMENTO AVE,60618,1155832.64361066,1920677.84419468,33,14,21,,41.93810949639904,-87.70283848162448,"(41.938109496399, -87.702838481624)",2,21538,22,465,20
12/17/2018,Open,,18-03384245,Pothole in Street,,,,5709 N CENTRAL AVE,60646,1137869.61600844,1937631.06608789,39,16,11,,41.9850426420961,-87.76815215478614,"(41.985042642096, -87.768152154786)",20,22532,11,701,38
12/17/2018,Open,,18-03377810,Pothole in Street,,,,945 W DIVERSEY PKWY,60614,1169394.49998166,1918783.89989337,43,19,7,17,41.93254031399874,-87.65320388258459,"(41.932540313999, -87.653203882585)",51,21190,68,769,34
12/17/2018,Open,,18-03386292,Pothole in Street,,,,2356 E 71ST ST,60649,1193227.469982,1858258.3814703,5,3,43,42,41.76643484190554,-87.5667285266227,"(41.766434841906, -87.566728526623)",32,22538,39,142,33
12/17/2018,Open,,18-03382580,Pothole in Street,,,,5508 S WHIPPLE ST,60629,1156983.41987588,1867954.63147321,14,8,63,,41.793262715166,-87.70003353845321,"(41.793262715166, -87.700033538453)",49,22248,61,764,8
12/17/2018,Open,,18-03381370,Pothole in Street,,,,2300 N WESTERN AVE,60647,1159980.1389127,1915330.37997532,1,14,22,33,41.923335003623606,-87.6877427986446,"(41.923335003624, -87.687742798645)",24,22535,23,323,41
12/17/2018,Open,,18-03383529,Pothole in Street,,,,5499 W GALE ST,60630,1138791.6002086,1932040.48628687,45,16,11,,41.96959568063578,-87.76490591295338,"(41.969595680636, -87.764905912953)",20,21869,11,129,50
12/17/2018,Open,,18-03385116,Pothole in Street,,,,4503 S KILDARE BLVD,60632,1148398.25010894,1874430.9871155,14,8,57,,41.81128664727795,-87.73105647147105,"(41.811286647278, -87.731056471471)",49,22248,54,591,8
12/17/2018,Open,,18-03380063,Pothole in Street,,,,6030 N NAGLE AVE,60646,1132611.38529668,1939606.43299118,41,16,10,,41.99104440231843,-87.78773227744551,"(41.991044402318, -87.787732277446)",34,22243,36,657,29
12/17/2018,Open,,18-03377087,Pothole in Street,,,,756 W 45TH ST,60609,1171931.22027118,1875015.78561719,11,9,61,,41.812605574173304,-87.64549895462976,"(41.812605574173, -87.64549895463)",26,14924,59,123,48
12/17/2018,Open,,18-03379292,Pothole in Street,,,,854 E 40TH ST,60653,1182837.77511855,1878432.60420368,4,2,36,,41.82188761389607,-87.60432147305595,"(41.821887613896, -87.604321473056)",1,4301,2,220,10
12/17/2018,Open,,18-03382660,Pothole in Street,,,,1517 W WEBSTER AVE,60614,1165561.67002725,1914721.13048926,2,18,7,,41.921483884349286,-87.6670918851356,"(41.921483884349, -87.667091885136)",16,21190,68,210,11
12/17/2018,Open,,18-03383604,Pothole in Street,,,,1646 N NATOMA AVE,60707,1131831.74507466,1910229.35507342,29,25,25,,41.910452736392216,-87.7913085628961,"(41.910452736392, -87.791308562896)",39,4454,26,598,7
12/17/2018,Completed,12/18/2018,18-03378095,Pothole in Street,Final Outcome,Pothole Patched,7,600 W LAKE ST,60661,1172288.98249819,1901697.439973,42,12,28,,41.88581472403691,-87.64284713389955,"(41.885814724037, -87.6428471339)",22,4452,29,784,36
12/17/2018,Open,,18-03380164,Pothole in Street,,,,10000 S LOWE AVE,60628,1173734.22041523,1838565.30998811,34,22,73,,41.71233837166806,-87.63948165944346,"(41.712338371668, -87.639481659443)",45,21861,72,593,22
12/17/2018,Open,,18-03382198,Pothole in Street,,,,1348 E 89TH ST,60619,1186757.03007687,1846238.33683425,8,4,48,,41.73330381435226,-87.59106354295659,"(41.733303814352, -87.591063542957)",9,21546,44,490,35
12/17/2018,Open,,18-03382759,Pothole in Street,,,,5300 N PIONEER AVE,60656,1120641.61580457,1934042.88859656,41,16,10,,41.97547435696111,-87.83188863773381,"(41.975474356961, -87.831888637734)",34,4448,36,735,29
12/17/2018,Open,,18-03378466,Pothole in Street,,,,1405 W BELLE PLAINE AVE,60613,1166191.5288731,1927333.52757783,47,19,6,,41.9560719242627,-87.66458335711005,"(41.956071924263, -87.66458335711)",13,21186,57,650,18
12/17/2018,Open,,18-03378454,Pothole in Street,,,,4100 S WESTERN AVE,60609,1161049.85397488,1877405.8530677,12,9,58,,41.819196100264044,-87.68486377651183,"(41.819196100264, -87.684863776512)",29,14924,55,718,1
12/17/2018,Open,,18-03379830,Pothole in Street,,,,2305 W 34TH ST,60608,1161524.13052066,1882086.55220144,12,9,59,,41.83201089933672,-87.68289224737207,"(41.832010899337, -87.682892247372)",26,14920,56,2,1
12/17/2018,Open,,18-03379926,Pothole in Street,,,,7500 W HORTENSE AVE,60631,1125534.73477741,1941718.51813291,41,16,10,,41.9965379038021,-87.813736474474,"(41.996537903802, -87.813736474474)",34,22243,36,733,29
12/17/2018,Open,,18-03383637,Pothole in Street,,,,2251 S SPRINGFIELD AVE,60623,1150736.86688949,1888751.87172451,22,10,30,,41.85010451857165,-87.7220917483531,"(41.850104518572, -87.722091748353)",14,21569,32,771,28
12/17/2018,Open,,18-03384615,Pothole in Street,,,,3707 E 116TH ST,60617,1202649.03596908,1828663.15979885,10,4,52,,41.68446143369229,-87.5337230146384,"(41.684461433692, -87.533723014638)",47,21202,52,552,47
12/17/2018,Open,,18-03381490,Pothole in Street,,,,1105 N CHRISTIANA AVE,60651,1153787.83338314,1907168.57506816,26,11,23,,41.90122253739984,-87.71042463658812,"(41.9012225374, -87.710424636588)",10,4299,24,150,49
12/17/2018,Open,,18-03383135,Pothole in Street,,,,3925 W 68TH PL,60629,1151380.93958865,1858890.69367215,13,8,65,3,41.76855589052605,-87.72108699237371,"(41.768555890526, -87.721086992374)",23,21867,63,317,15
12/17/2018,Open,,18-03378282,Pothole in Street,,,,5606 W BRYN MAWR AVE,60646,1137798.72709535,1936879.05288981,45,16,11,,41.98304770582163,-87.76867807380378,"(41.983047705822, -87.768678073804)",20,22532,11,701,50
12/17/2018,Open,,18-03379518,Pothole in Street,,,,10200 S HALSTED ST,60628,1172777.87178041,1837211.18950197,34,22,73,45,41.708643985185354,-87.64302434778298,"(41.708643985185, -87.643024347783)",45,21861,72,594,22
12/16/2018,Open,,18-03372563,Pothole in Street,,,,3836 W BERTEAU AVE,60618,1149941.38748807,1927636.62083204,39,17,16,,41.95745634268154,-87.72433992542699,"(41.957456342682, -87.724339925427)",28,21538,16,364,38
12/16/2018,Open,,18-03376377,Pothole in Street,,,,1941 N HUMBOLDT BLVD,60647,1156063.70679559,1912750.30978247,1,14,22,,41.91684730632842,-87.70192436398962,"(41.916847306328, -87.70192436399)",15,22535,23,350,41
12/16/2018,Open,,18-03373241,Pothole in Street,,,,1600 N KOLMAR AVE,60639,1145817.93982855,1910245.47219794,37,25,23,,41.909791994943355,-87.73991372042484,"(41.909791994943, -87.739913720425)",4,22615,24,285,45
12/16/2018,Open,,18-03372661,Pothole in Street,,,,3935 W IRVING PARK RD,60618,1149328.71342739,1926289.82441232,45,17,16,,41.95355394833411,-87.72652629768923,"(41.953553948334, -87.726526297689)",28,21538,16,326,50
12/16/2018,Open,,18-03372827,Pothole in Street,,,,7056 W SCHOOL ST,60634,1128456.91470141,1921123.36840388,29,16,17,,41.939974093808104,-87.8034832463987,"(41.939974093808, -87.803483246399)",39,22254,17,396,7
12/16/2018,Open,,18-03374196,Pothole in Street,,,,1400 W 81ST ST,60620,1168406.09353152,1851042.05311252,21,6,71,,41.74689466168462,-87.65855751772956,"(41.746894661685, -87.65855751773)",18,21554,70,558,13
