"record","driller","community","well_name","well_field","pid","date","depth_ft","diam_in","casing_ft","wtr_lvl_ft","rate_igpm","drive_shoe","latitude","longitude","location_1","coordinates"
"115826","MOORE WELL DRILLING","Cape Wolfe",,,"446781","1992-05-06T00:00:00.000","25","5","0","0","0","No",,,,"None provided"
"115217","MOORE WELL DRILLING","Charlottetown",,,"710848","1991-06-03T00:00:00.000","48","5","40","0","0","No","46.283972","-63.028558","(46.283972, -63.028558)","On land"
"114924","MOORE WELL DRILLING","York",,,,"1989-11-15T00:00:00.000","135","5","58","70","10","No","46.316334","-63.097415","(46.316334, -63.097415)","On land"
"114263","H. MURPHY","North Bedeque",,,,"1989-09-22T00:00:00.000","80","5","37","16","6","No","46.386879","-63.740010","(46.386879, -63.74001)","On land"
"114264","H. MURPHY","Wilmot",,,,"1989-09-05T00:00:00.000","150","5","42","26","8","No","46.396554","-63.773961","(46.396554, -63.773961)","On land"
"114136","MOORE WELL DRILLING","Harrington",,,,"1989-06-06T00:00:00.000","140","5","60","50","10","No","46.361696","-63.171592","(46.361696, -63.171592)","On land"
"113086","H. MURPHY","Charlottetown",,,,"1988-09-23T00:00:00.000","90","4","44","35","6","No",,,,"None provided"
"113088","H. MURPHY","Summerfield",,,,"1988-09-14T00:00:00.000","100","5","44","0","6","No","46.404549","-63.560716","(46.404549, -63.560716)","On land"
"113313","MOORE WELL DRILLING","Hope River",,,,"1988-08-31T00:00:00.000","100","8","44","45","10","No","46.434437","-63.410027","(46.434437, -63.410027)","On land"
"113125","H. MURPHY","Malpeque",,,,"1988-06-20T00:00:00.000","125","5","45","60","6","No","46.522249","-63.505863","(46.522249, -63.505863)","On land"
"112622","BERNARD'S WELL DRILLING","Conway",,,,"1987-05-13T00:00:00.000","51","4","32","20","15","No","46.660403","-63.986854","(46.660403, -63.986854)","On land"
,,,,,,"1986-10-09T00:00:00.000","120","5","44","50","8","No","46.312751","-63.329242","(46.312751, -63.329242)","On land"
,,,,,,"1986-09-29T00:00:00.000","60","5","42","28","10","No",,,,"None provided"
,,,,,,"1986-07-14T00:00:00.000","70","5","44","15","0","No","46.622967","-64.385871","(46.622967, -64.385871)","On land"
,,,,,,"1986-07-05T00:00:00.000","73","5","44","27","8","No","46.174874","-63.215059","(46.174874, -63.215059)","On land"
,,,,,,"1986-06-27T00:00:00.000","63","4","34","30","0","No","46.714859","-64.377755","(46.714859, -64.377755)","On land"
"111917","ROY'S WELL DRILLING","Murray River",,,,"1986-05-15T00:00:00.000","60","4","30","25","6","No","46.005288","-62.634484","(46.005288, -62.634484)","On land"
,,,,,,"1986-05-12T00:00:00.000","200","8","53","22","0","No","46.213604","-63.495243","(46.213604, -63.495243)","On land"
,,,,,,"1986-01-22T00:00:00.000","66","4","31","30","0","No","46.506897","-63.941059","(46.506897, -63.941059)","On land"
"111031","H. MURPHY","Granville",,,,"1985-06-25T00:00:00.000","78","4","37","36","6","No","46.425202","-63.471127","(46.425202, -63.471127)","On land"
"110595","H. MURPHY","Borden",,,,"1984-09-24T00:00:00.000","83","4","43","29","10","No","46.250377","-63.692766","(46.250377, -63.692766)","On land"
"110613","H. MURPHY","Kensington",,,,"1984-07-10T00:00:00.000","152","4","31","56","6","No","46.436042","-63.646952","(46.436042, -63.646952)","On land"
"109511","H. MURPHY","Grand River",,,,"1982-03-19T00:00:00.000","75","4","34","10","10","No","46.495015","-63.963008","(46.495015, -63.963008)","On land"
"108927","H. MURPHY","South Freetown",,,,"1981-05-26T00:00:00.000","85","4","35","39","6","No","46.347739","-63.665404","(46.347739, -63.665404)","On land"
"108027","H. MURPHY","Fernwood",,,,"1980-11-26T00:00:00.000","60","4","28","12","10","No","46.325374","-63.785948","(46.325374, -63.785948)","On land"
"107159","JOHN MOORE & SONS","York",,,,"1980-10-14T00:00:00.000","130","4","51","45","7","No","46.303731","-63.101288","(46.303731, -63.101288)","On land"
"106965","C. REYNOLDS","Georgetown",,,,"1980-06-04T00:00:00.000","95","4","65","20","10","No","46.177725","-62.533582","(46.177725, -62.533582)","In the sea"
"109160","H. MURPHY","Northam",,,,"1978-07-20T00:00:00.000","68","4","30","50","6","No","46.538895","-63.988562","(46.538895, -63.988562)","On land"
"104664","H. MURPHY","Wilmot",,,,"1977-09-09T00:00:00.000","80","4","20","36","6","No","46.401132","-63.762318","(46.401132, -63.762318)","On land"
"104596","NEW HAVEN P.& H.","Charlottetown",,,,"1977-06-11T00:00:00.000","99","4","37","30","10","No",,,,"None provided"
"100764","H. MURPHY","Albany",,,,"1973-01-20T00:00:00.000","70","4","30","18","10","No","46.284829","-63.638705","(46.284829, -63.638705)","On land"
"116195","JOHN MOORE & SONS","China Point",,,,"1971-06-25T00:00:00.000","72","4","21","17","15","No",,,,"None provided"
"100099","C. REYNOLDS","Mount Vernon",,,,"1973-07-06T00:00:00.000","195","4","25","170","6","No","46.025306","-62.732534","(46.025306, -62.732534)","On land"
"116196","CLARENCE REYNOLDS","Pinette",,,,"1971-05-17T00:00:00.000","75","4","21","46","14","No",,,,"None provided"
"108527","H. MURPHY","Borden",,,,"1970-09-30T00:00:00.000","108","4","32","28","0","No","46.251653","-63.690188","(46.251653, -63.690188)","On land"
"115641","MOORE WELL DRILLING","Charlottetown",,,,"1991-11-04T00:00:00.000","60","5","40","10","10","No","46.909515","-64.005862","(46.909515, -64.005862)","On land"
"217716","REYNOLDS WELL DRILLING","Mount Vernon",,,"297044","2015-08-14T00:00:00.000","165","5","44",,,"No","45.994250","-62.695710","(45.99425, -62.69571)","On land"
"121532","MOORE WELL DRILLING","Charlottetown",,,,"2002-08-01T00:00:00.000","70","5","40","15","10","No","46.427996","-62.894576","(46.427996, -62.894576)","On land"
"219300","Manderson Well Drilling Ltd","Travellers Rest",,,"74187","2020-08-20T00:00:00.000","145","5","120",,,"No","46.420003","-63.712601","(46.420003, -63.712601)","On Land"
"117765","MOORE WELL DRILLING","Charlottetown",,,,"1992-06-24T00:00:00.000","90","5","50","35","7","No","46.206555","-63.069351","(46.206555, -63.069351)","On land"
"109396","MOORE WELL DRILLING","Norboro",,,,"1982-09-08T00:00:00.000","44","4","25","10","8","No","46.406621","-63.595864","(46.406621, -63.595864)","On land"
"106099","BERNARD'S WELL DRILLING","Wellington",,,,"1978-08-31T00:00:00.000","88","4","26","84","5","No","46.448823","-63.997348","(46.448823, -63.997348)","On land"
"113466","BERNARD'S WELL DRILLING","Charlottetown",,,,"1988-10-07T00:00:00.000","70","4","40","32","0","No","46.940736","-64.036666","(46.940736, -64.036666)","On land"
"110584","H. MURPHY","Miscouche",,,,"1984-08-23T00:00:00.000","75","4","31","18","8","No","46.423905","-63.851133","(46.423905, -63.851133)","On land"
,,,,,,"1986-10-01T00:00:00.000","120","5","53","45","10","No","46.259110","-63.162838","(46.25911, -63.162838)","On land"
"113247","MOORE WELL DRILLING","Rocky Point",,,,"1988-11-07T00:00:00.000","105","5","42","45","8","No","46.202870","-63.155543","(46.20287, -63.155543)","On land"
"219161","Moore Well Drilling Inc","Nine Mile Creek",,,"878165","2019-10-17T00:00:00.000","90","5","60",,,"No","46.145813","-63.233134","(46.145813, -63.233134)","On Land"
"220103","Moore Well Drilling Inc","West Covehead",,,"1030832","2021-10-25T00:00:00.000","0","0","0",,,"No","46.412235","-63.162568","(46.412235, -63.162568)","On Land"
"119511","THOMPSON'S WELL DRILLING","Charlottetown",,,,"1999-06-04T00:00:00.000","80","5","39","30","20","No","46.437440","-63.551941","(46.43744, -63.551941)","On land"
"113595","Watson MacDonald Well Drilling","Long Creek",,,,"1989-05-01T00:00:00.000","96","5","43","40","8","No","46.171168","-63.265567","(46.171168, -63.265567)","On land"
"105193","D.B.&J. WELL DRILLING","St Lawrence",,,,"1978-05-19T00:00:00.000","70","4","25","12","15","No","46.845425","-64.211895","(46.845425, -64.211895)","On land"
"114111","MOORE WELL DRILLING","Brackley",,,,"1989-08-02T00:00:00.000","100","5","40","25","10","No","46.388216","-63.189884","(46.388216, -63.189884)","On land"
"124757","MOORE WELL DRILLING","Charlottetown",,,,"2008-05-07T00:00:00.000","130","5","60","40","30","No","46.796741","-64.037828","(46.796741, -64.037828)","In the sea"
"124015","MOORE WELL DRILLING","Charlottetown",,,,"2007-06-08T00:00:00.000","90","5","60","15","10","No","46.809482","-63.120583","(46.809482, -63.120583)","In the sea"
"122392","MOORE WELL DRILLING","Charlottetown",,,,"2004-07-22T00:00:00.000","150","5","80","75","10","No","46.134502","-62.870540","(46.134502, -62.87054)","On land"
"124298","Manderson  Well Drilling","Charlottetown",,,,"2007-08-22T00:00:00.000","85","5","40","21","31","No",,,,"None provided"
"111063","Watson MacDonald Well Drilling","Charlottetown",,,,"1985-10-23T00:00:00.000","98","4","37","60","8","No","46.266807","-63.125877","(46.266807, -63.125877)","On land"
"110299","BERNARD'S WELL DRILLING","Charlottetown",,,,"1984-03-21T00:00:00.000","65","4","45","20","10","No","46.933322","-64.060170","(46.933322, -64.06017)","On land"
"114720","MOORE WELL DRILLING","Blooming Point",,,,"1990-09-28T00:00:00.000","100","5","40","30","10","No",,,,"None provided"
"119925","MOORE WELL DRILLING","Charlottetown",,,,"2000-10-20T00:00:00.000","70","5","44","15","10","No","46.285213","-64.252706","(46.285213, -64.252706)","In the sea"
"118938","THOMPSON'S WELL DRILLING","Charlottetown",,,"627695","1997-06-06T00:00:00.000","80","5","42","33",,"No","46.293781","-63.658258","(46.293781, -63.658258)","On land"
"116712","MANDERSON WELL DRILLING","Malpeque",,,"84848","1994-07-04T00:00:00.000","80","5","44","21","15","No","46.521343","-63.680558","(46.521343, -63.680558)","On land"
"107771","JOHN MOORE & SONS","Charlottetown",,,,"1980-09-06T00:00:00.000","52","4","38","7","50","No","46.553589","-63.705747","(46.553589, -63.705747)","On land"
"117063","REYNOLDS WELL DRILL","Morell",,,,"1987-06-05T00:00:00.000","100","5","40","60","10","No","46.408661","-62.692949","(46.408661, -62.692949)","On land"
"216859","Manderson Well Drilling Ltd","Linkletter",,,"65037","2015-07-20T00:00:00.000","85","5","40",,,"No","46.399145","-63.859351","(46.399145, -63.859351)","On land"
"121820","Manderson  Well Drilling","Charlottetown",,,,"2003-07-03T00:00:00.000","125","5","80","24","30","No","46.589797","-63.917142","(46.589797, -63.917142)","On land"
"127057","MOORE WELL DRILLING","Charlottetown",,,,"2012-10-26T00:00:00.000","130","5","40","40","10","No","46.197461","-63.162008","(46.197461, -63.162008)","On land"
"115950","REYNOLDS WELL DRILL","Lower Montague",,,"786905","1992-10-16T00:00:00.000","85","5","44","45","15","No","46.166234","-62.588083","(46.166234, -62.588083)","On land"
"121580","MOORE WELL DRILLING","Charlottetown",,,,"2002-08-27T00:00:00.000","130","5","60","60","10","No","45.989175","-62.662997","(45.989175, -62.662997)","On land"
"124631","THOMPSON'S WELL DRILLING","Charlottetown",,,,"2008-01-08T00:00:00.000","100","5","63","26","20","No","46.426961","-63.661161","(46.426961, -63.661161)","On land"
"110118","MOORE WELL DRILLING","Wheatley River",,,,"1984-02-21T00:00:00.000","205","5","43","0","8","No","46.396889","-63.333000","(46.396889, -63.333)","On land"
"217687","Manderson Well Drilling Ltd","Kinkora",,,"465385","2018-06-20T00:00:00.000","85","5","60",,,"No","46.323132","-63.603575","(46.323132, -63.603575)","On land"
"217664","Watson MacDonald Well Drilling","Cornwall",,,"781419","2017-06-12T00:00:00.000","265","6","40",,,"Yes","46.220454","-63.219964","(46.220454, -63.219964)","On land"
"113911","Watson MacDonald Well Drilling","Gowen Brae",,,,"1989-09-11T00:00:00.000","75","5","55","40","8","No","46.366371","-62.290167","(46.366371, -62.290167)","On land"
"107399","H. MURPHY","Charlottetown",,,,"1980-08-29T00:00:00.000","75","4","30","35","6","No","46.364038","-63.462801","(46.364038, -63.462801)","On land"
"124579","MOORE WELL DRILLING","Charlottetown",,,,"2007-11-09T00:00:00.000","70","5","40","15","10","No","46.147841","-63.231787","(46.147841, -63.231787)","On land"
"124293","Manderson  Well Drilling","Charlottetown",,,,"2007-08-06T00:00:00.000","125","5","80","32","25","No",,,,"None provided"
"218698","Manderson Well Drilling Ltd","St Edward",,,"649541","2019-07-15T00:00:00.000","85","5","62",,,"No","46.881104","-64.168515","(46.881104, -64.168515)","On Land"
"119754","THOMPSON'S WELL DRILLING","Charlottetown",,,"814509","2000-09-21T00:00:00.000","95","5","60","52",,"No","46.453126","-63.649758","(46.453126, -63.649758)","On land"
"217892","REYNOLDS WELL DRILLING",,,,"1071547","2013-06-10T00:00:00.000","85","5","40",,,"No","46.190776","-63.188263","(46.190776, -63.188263)","On land"
"122424","MOORE WELL DRILLING","Charlottetown",,,,"2004-08-19T00:00:00.000","230","6","60","40","50","No","46.317695","-63.722191","(46.317695, -63.722191)","On land"
"113171","Watson MacDonald Well Drilling","St Nicholas",,,,"1988-06-27T00:00:00.000","100","5","44","0","8","No","46.426780","-63.943584","(46.42678, -63.943584)","On land"
"115014","MOORE WELL DRILLING","Charlottetown",,,,"1990-11-30T00:00:00.000","130","5","62","35","10","No","46.267664","-63.160268","(46.267664, -63.160268)","On land"
"110917","Watson MacDonald Well Drilling","Charlottetown",,,,"1985-08-17T00:00:00.000","60","4","27","20","8","No","46.252476","-62.996107","(46.252476, -62.996107)","On land"
"119829","MOORE WELL DRILLING","Charlottetown",,,"374595","2000-09-08T00:00:00.000","90","5","40","25","10","No","46.411709","-62.878994","(46.411709, -62.878994)","On land"
"120261","Manderson  Well Drilling","Charlottetown",,,,"2001-12-05T00:00:00.000","85","5","20","8","7","No","46.470810","-63.913136","(46.47081, -63.913136)","On land"
"127317","MOORE WELL DRILLING","Charlottetown",,,,"2013-11-07T00:00:00.000","170","5","60","55","20","No","46.459468","-63.454493","(46.459468, -63.454493)","On land"
"107150","JOHN MOORE & SONS","West Covehead",,,,"1980-07-22T00:00:00.000","37","4","19","0","10","No","46.417955","-63.163961","(46.417955, -63.163961)","On land"
"116660","MOORE WELL DRILLING","Westmoreland",,,"293266","1993-12-09T00:00:00.000","130","5","55","55","7","No","46.302711","-63.493449","(46.302711, -63.493449)","On land"
"113843","REYNOLDS WELL DRILLI","Mount Stewart",,,,"1989-08-28T00:00:00.000","80","5","44","0","10","No","46.377986","-62.665814","(46.377986, -62.665814)","On land"
"123864","MOORE WELL DRILLING","Charlottetown",,,,"2006-09-27T00:00:00.000","130","5","80","45","20","No","46.280755","-63.345276","(46.280755, -63.345276)","On land"
"117845","MOORE WELL DRILLING","Charlottetown",,,,"1993-08-05T00:00:00.000","90","5","40","25","10","No","46.391071","-63.026012","(46.391071, -63.026012)","On land"
"126358","Manderson  Well Drilling","Charlottetown",,,,"2011-05-05T00:00:00.000","85","5","60","15","15","No",,,,"None provided"
"119430","MOORE WELL DRILLING","Charlottetown",,,,"1999-05-05T00:00:00.000","270","5","60","155","10","No","46.369713","-63.388741","(46.369713, -63.388741)","On land"
"126091","THOMPSON'S WELL DRILLING","Charlottetown",,,,"2010-08-06T00:00:00.000","100","6","50","31","10","No","46.351437","-63.092278","(46.351437, -63.092278)","On land"
"113838","REYNOLDS WELL DRILL","Charlottetown",,,,"1989-10-20T00:00:00.000","63","5","30","38","20","No","46.180789","-62.416945","(46.180789, -62.416945)","In the sea"
"110017","BERNARD'S WELL DRILLING","Charlottetown",,,,"1983-11-28T00:00:00.000","65","4","34","22","0","No","46.946495","-64.046633","(46.946495, -64.046633)","On land"
"127133","Reynold's Well Drilling","Charlottetown",,,,"2017-08-08T00:00:00.000","75","5","40","25",,"No","46.239691","-62.893173","(46.239691, -62.893173)","On land"
"121526","MOORE WELL DRILLING","Charlottetown",,,,"2002-07-30T00:00:00.000","130","5","60","70","10","No","46.280824","-63.346133","(46.280824, -63.346133)","On land"
"113648","MANDERSON WELL DRILLING","New Annan",,,,"1989-06-20T00:00:00.000","80","5","41","24","8","No","46.422157","-63.711857","(46.422157, -63.711857)","On land"
"217044","Moore Well Drilling Inc","Stanhope",,,"858894","2017-10-11T00:00:00.000","90","6","60",,,"No","46.423592","-63.135591","(46.423592, -63.135591)","On land"
"110751","ROY'S WELL DRILLING","Point Pleasant",,,,"1985-05-31T00:00:00.000","40","4","27","0","7","No","46.054416","-62.532035","(46.054416, -62.532035)","On land"
"111595","Watson MacDonald Well Drilling","Elliot Park",,,,"1986-06-09T00:00:00.000","121","5","52","70","10","No","46.226204","-63.198401","(46.226204, -63.198401)","On land"
"125759","MOORE WELL DRILLING","Charlottetown",,,,"2010-08-02T00:00:00.000","110","5","44","30","10","No","46.193955","-63.069983","(46.193955, -63.069983)","In the sea"
"218050","Manderson  Well Drilling","Wheatley River",,,"916213","2014-08-15T00:00:00.000","85","5","60",,,"No","46.378449","-63.289052","(46.378449, -63.289052)","On land"
"108693","D.B.&J. WELL DRILLING","Charlottetown",,,,"1981-05-20T00:00:00.000","75","4","29","35","10","No","46.421594","-63.134041","(46.421594, -63.134041)","On land"
"110315","MOORE WELL DRILLING","Hampton",,,,"1984-08-17T00:00:00.000","26","4","20","18","5","No","46.204242","-63.474419","(46.204242, -63.474419)","In the sea"
"125947","Manderson  Well Drilling","Charlottetown",,,,"2010-11-23T00:00:00.000","65","5","40","10","15","No",,,,"None provided"
"120923","Watson MacDonald Well Drilling","Charlottetown",,,,"2002-02-26T00:00:00.000","120","5","60","58",,"No","46.761527","-64.312157","(46.761527, -64.312157)","On land"
"114491","MANDERSON WELL DRILLING","Borden",,,,"1990-07-25T00:00:00.000","110","5","43","45","8","No","46.253155","-63.679827","(46.253155, -63.679827)","On land"
"121010","Watson MacDonald Well Drilling","Charlottetown",,,,"2001-09-17T00:00:00.000","80","5","40","35",,"No","46.865415","-64.006350","(46.865415, -64.00635)","On land"
"218973","Manderson Well Drilling Ltd","Darnley",,,"883975","2019-12-13T00:00:00.000","125","5","42",,,"No","46.561927","-63.645192","(46.561927, -63.645192)","On Land"
"122394","MOORE WELL DRILLING","Charlottetown",,,,"2004-07-23T00:00:00.000","70","5","40","15","10","No","46.241663","-63.054478","(46.241663, -63.054478)","In the sea"
"105694","D.B.&J. WELL DRILLING","Bloomfield",,,,"1978-06-23T00:00:00.000","74","4","28","20","8","No","46.762858","-64.190398","(46.762858, -64.190398)","On land"
"113563","MOORE WELL DRILLING","Charlottetown",,,,"1989-01-23T00:00:00.000","130","5","49","45","8","No","46.256849","-63.170616","(46.256849, -63.170616)","On land"
"111839","H. MURPHY","Granville",,,,"1986-09-15T00:00:00.000","60","5","20","14","10","No","46.465902","-63.419381","(46.465902, -63.419381)","On land"
"113443","BERNARD'S WELL DRILLING","Rosebank",,,"32524","1988-11-23T00:00:00.000","70","4","41","40","0","No","46.794176","-64.119020","(46.794176, -64.11902)","On land"
"114906","H. MURPHY","Glen Valley",,,,"1990-03-20T00:00:00.000","215","5","54","16","10","No","46.344306","-63.445740","(46.344306, -63.44574)","On land"
"121235","Reynold's Well Drilling","Charlottetown",,,"900787","2002-04-09T00:00:00.000","80","5","40","36","10","No","46.106382","-62.741213","(46.106382, -62.741213)","On land"
,,,,,,"1986-11-18T00:00:00.000","220","5","59","130","10","No","46.199812","-63.056381","(46.199812, -63.056381)","On land"
"125411","MOORE WELL DRILLING","Charlottetown",,,,"2009-10-20T00:00:00.000","130","5","44","60","20","No","46.217352","-62.924800","(46.217352, -62.9248)","On land"
"112385","H. MURPHY","Charlottetown",,,,"1987-07-16T00:00:00.000","90","5","44","25","8","No","46.393102","-63.751801","(46.393102, -63.751801)","On land"
"122169","THOMPSON'S WELL DRILLING","Charlottetown",,,,"2003-11-16T00:00:00.000","119","5","60","40","20","No","46.764820","-64.174726","(46.76482, -64.174726)","On land"
"112085","Watson MacDonald Well Drilling","Marshfield",,,,"1987-05-15T00:00:00.000","86","5","63","27","8","No","46.289347","-63.081788","(46.289347, -63.081788)","On land"
"116612","REYNOLDS WELL DRILL","Montague",,,,"1994-05-04T00:00:00.000","75","5","37","15","10","No","46.183092","-62.525762","(46.183092, -62.525762)","On land"
"125674","MOORE WELL DRILLING","Charlottetown",,,,"2010-01-21T00:00:00.000","50","5","40","10","7","No","46.433930","-63.279857","(46.43393, -63.279857)","On land"
"109984","BERNARD'S WELL DRILLING","Grand River",,,,"1983-07-26T00:00:00.000","70","4","34","25","0","No","46.508071","-63.907190","(46.508071, -63.90719)","On land"
"125956","Reynold's Well Drilling","Charlottetown",,,"165886","2010-11-16T00:00:00.000","80","5","40","35",,"No","46.190697","-62.580850","(46.190697, -62.58085)","On land"
"217363","Moore Well Drilling Inc","Wheatley River",,,"1064732","2016-08-22T00:00:00.000","170","5","60",,,"No","46.395500","-63.299000","(46.3955, -63.299)","On land"
"112192","MANDERSON WELL DRILLING","Miscouche",,,,"1987-07-17T00:00:00.000","85","5","48","45","8","No","46.429197","-63.865532","(46.429197, -63.865532)","On land"
"125179","Manderson  Well Drilling","Charlottetown",,,,"2008-02-12T00:00:00.000","84","5","60","36","15","No","46.279440","-63.566642","(46.27944, -63.566642)","On land"
"118763","MOORE WELL DRILLING","Charlottetown",,,"431213","1997-12-19T00:00:00.000","110","5","42","70","10","No","46.131585","-63.257610","(46.131585, -63.25761)","On land"
"217550","Manderson Well Drilling Ltd","North Wiltshire",,,"1095207","2018-06-04T00:00:00.000","190","5","100",,,"No","46.290184","-63.362396","(46.290184, -63.362396)","On land"
"114947","Watson MacDonald Well Drilling","Charlottetown",,,,"1990-11-12T00:00:00.000","75","5","40","31","10","No","46.216450","-63.077790","(46.21645, -63.07779)","On land"
"119137","Manderson  Well Drilling","Charlottetown",,,,"1999-08-24T00:00:00.000","85","5","40","29","20","No","46.432731","-63.813223","(46.432731, -63.813223)","On land"
