"record","driller","community","well_name","well_field","pid","date","depth_ft","diam_in","casing_ft","wtr_lvl_ft","rate_igpm","drive_shoe","latitude","longitude","location_1","coordinates"
"115115","MOORE WELL DRILLING","Charlottetown",,,,"1991-02-27T00:00:00.000","20","5","0","0","0","No","46.385153","-63.126799","(46.385153, -63.126799)","On land"
"124798","MOORE WELL DRILLING","Charlottetown",,,,"2008-05-28T00:00:00.000","90","5","60","30","10","No","46.448223","-63.320293","(46.448223, -63.320293)","On land"
"121127","Manderson  Well Drilling","Charlottetown",,,,"2002-07-17T00:00:00.000","50","5","40","14","14","No","46.543464","-63.680638","(46.543464, -63.680638)","On land"
"121961","MOORE WELL DRILLING","Charlottetown",,,,"2003-06-23T00:00:00.000","110","5","60","45","10","No","46.291082","-63.146705","(46.291082, -63.146705)","On land"
"120298","MACDOUGALL'S WELL DRILLING","Charlottetown",,,,"2001-06-30T00:00:00.000","141","5","60","25","13","No","46.698053","-64.262706","(46.698053, -64.262706)","On land"
"126288","Manderson  Well Drilling","Charlottetown",,,,"2011-08-15T00:00:00.000","105","5","53","21",,"No",,,,"None provided"
"113145","H. MURPHY","Indian River",,,,"1988-05-13T00:00:00.000","85","5","36","20","8","No","46.466594","-63.655128","(46.466594, -63.655128)","On land"
"117582","MANDERSON WELL DRILLING","Charlottetown",,,,"1997-05-15T00:00:00.000","65","5","33","9","10","No","46.277588","-63.726856","(46.277588, -63.726856)","In the sea"
"123005","MOORE WELL DRILLING","Charlottetown",,,,"2004-07-02T00:00:00.000","80","5","60","12",,"No","46.988058","-64.077033","(46.988058, -64.077033)","On land"
"105865","D.B.&J. WELL DRILLING","Selkirk",,,,"1978-09-08T00:00:00.000","74","4","43","30","8","No","46.422185","-62.457322","(46.422185, -62.457322)","On land"
"110217","MOORE WELL DRILLING","Lakeside",,,,"1984-07-06T00:00:00.000","50","4","34","20","8","No","46.431827","-62.788487","(46.431827, -62.788487)","On land"
"108439","MOORE WELL DRILLING","East Royalty",,,,"1980-03-11T00:00:00.000","85","4","62","54","9","No","46.274126","-63.095186","(46.274126, -63.095186)","On land"
"112032","MOORE WELL DRILLING","Wilmot Valley",,,,"1987-06-03T00:00:00.000","75","5","44","18","8","No","46.394268","-63.710193","(46.394268, -63.710193)","On land"
"118585","Reynold's Well Drilling","Charlottetown",,,"494351","1998-07-31T00:00:00.000","120","5","44","60","10","No","46.265071","-63.035361","(46.265071, -63.035361)","On land"
"110911","Watson MacDonald Well Drilling","Charlottetown",,,,"1985-08-27T00:00:00.000","80","4","47","29","8","No","46.167365","-62.658024","(46.167365, -62.658024)","On land"
"107796","H. MURPHY","Charlottetown",,,,"1979-08-15T00:00:00.000","80","4","23","29","8","No","46.545530","-63.699120","(46.54553, -63.69912)","On land"
"125986","MOORE WELL DRILLING","Charlottetown",,,,"2010-09-30T00:00:00.000","70","5","40","10","10","No","46.240244","-62.651086","(46.240244, -62.651086)","On land"
"217323","Moore Well Drilling Inc","Brackley Beach",,,"862789","2016-11-28T00:00:00.000","110","5","63",,,"No","46.406700","-63.174000","(46.4067, -63.174)","On land"
"126774","Manderson  Well Drilling","Charlottetown",,,,"2012-04-23T00:00:00.000","105","5","60","19","12","No",,,,"None provided"
"217324","Watson MacDonald Well Drilling","Milton Station",,,"283135","2016-03-31T00:00:00.000","105","6","40",,,"No","46.293144","-63.191792","(46.293144, -63.191792)","On land"
,,,,,,"1986-08-01T00:00:00.000","100","4","0","0","0","No","46.210926","-63.490033","(46.210926, -63.490033)","In the sea"
"108863","D.B.&J. WELL DRILLING","North Lake",,,,"1981-09-14T00:00:00.000","75","4","31","27","10","No","46.457470","-62.067605","(46.45747, -62.067605)","On land"
"109344","MOORE WELL DRILLING","Wheatley River",,,,"1982-09-28T00:00:00.000","65","4","45","15","8","No","46.383074","-63.282848","(46.383074, -63.282848)","On land"
"119259","MOORE WELL DRILLING","Charlottetown",,,,"1999-11-19T00:00:00.000","70","5","40","20","10","No","46.237175","-62.987029","(46.237175, -62.987029)","On land"
"217731","Moore Well Drilling","West St Peters",,,"863159","2015-06-09T00:00:00.000","70","5","40",,,"Yes","46.426466","-62.764773","(46.426466, -62.764773)","On land"
"118197","MOORE WELL DRILLING","Charlottetown",,,,"1996-06-04T00:00:00.000","65","5","40","25","10","No","46.441993","-63.294219","(46.441993, -63.294219)","On land"
"114811","MANDERSON WELL DRILLING","Union Corner",,,,"1990-10-25T00:00:00.000","80","5","45","0","8","No","46.386712","-63.998817","(46.386712, -63.998817)","In the sea"
"118222","MOORE WELL DRILLING","Wilmot",,,"821603","1996-09-09T00:00:00.000","210","10","33","8",,"No","46.378746","-63.745102","(46.378746, -63.745102)","On land"
"110733","MOORE WELL DRILLING","Charlottetown",,,,"1985-07-15T00:00:00.000","115","4","42","25","8","No","46.230234","-63.209439","(46.230234, -63.209439)","On land"
"125950","Manderson  Well Drilling","Charlottetown",,,,"2010-11-30T00:00:00.000","145","5","100","26",,"No",,,,"None provided"
"114028","MOORE WELL DRILLING","Kingston",,,,"1989-03-10T00:00:00.000","134","5","111","50","8","No","46.269141","-63.315355","(46.269141, -63.315355)","On land"
"125769","MOORE WELL DRILLING","Charlottetown",,,,"2010-08-17T00:00:00.000","150","5","60","25","20","No","46.255162","-63.057086","(46.255162, -63.057086)","On land"
"219394","Manderson Well Drilling Ltd","Tignish",,,"5041","2020-12-03T00:00:00.000","81","5","40",,,"No","46.942452","-64.034793","(46.942452, -64.034793)","On Land"
"108169","BERNARD'S WELL DRILLING","Piusville",,,,"1979-11-01T00:00:00.000","50","4","30","12","5","No","46.786319","-64.184365","(46.786319, -64.184365)","On land"
"125214","Manderson  Well Drilling","Charlottetown",,,,"2009-02-06T00:00:00.000","165","5","60","42","9","No","46.557335","-63.616638","(46.557335, -63.616638)","On land"
"126333","Manderson  Well Drilling","Charlottetown",,,,"2011-06-08T00:00:00.000","85","5","60","20","40","No",,,,"None provided"
"117013","MOORE WELL DRILLING","Point Prim",,,"332866","1995-09-21T00:00:00.000","34","5","22","6","5","No","46.053572","-62.976731","(46.053572, -62.976731)","In the sea"
"217088","Moore Well Drilling Inc","Kingston",,,"1041839","2017-08-25T00:00:00.000","110","5","68",,,"No","46.271504","-63.318473","(46.271504, -63.318473)","On land"
"124500","Watson MacDonald Well Drilling","Charlottetown",,,,"2005-07-29T00:00:00.000","100","5","60","26","15","No","46.726185","-64.168652","(46.726185, -64.168652)","On land"
"113474","BERNARD'S WELL DRILLING","Howlan",,,,"1988-09-22T00:00:00.000","75","4","44","40","0","No","46.729266","-64.218452","(46.729266, -64.218452)","On land"
"218860","Moore Well Drilling Inc","Earnscliffe",,,"776302","2019-05-29T00:00:00.000","90","5","60",,,"No","46.126564","-62.943586","(46.126564, -62.943586)","On Land"
"114055","MOORE WELL DRILLING","Pownal",,,,"1989-11-02T00:00:00.000","80","5","40","40","10","No","46.201173","-62.971484","(46.201173, -62.971484)","On land"
"119488","Manderson  Well Drilling","Charlottetown",,,"750315","1999-09-11T00:00:00.000","105","5","60","20","12","No","46.747665","-64.201847","(46.747665, -64.201847)","On land"
"111245","Watson MacDonald Well Drilling","Alberton",,,,"1985-12-21T00:00:00.000","96","5","42","24","10","No","46.806324","-64.072089","(46.806324, -64.072089)","On land"
"120039","MOORE WELL DRILLING","Charlottetown",,,,"2000-06-05T00:00:00.000","110","5","40","25","10","No","46.253361","-63.058382","(46.253361, -63.058382)","On land"
"117994","MOORE WELL DRILLING","Charlottetown",,,,"1992-10-21T00:00:00.000","90","5","44","30","15","No","46.235344","-63.085599","(46.235344, -63.085599)","On land"
"117308","MANDERSON WELL DRILLING","Charlottetown",,,,"1995-09-04T00:00:00.000","84","5","44","15","13","No","46.426576","-63.855079","(46.426576, -63.855079)","On land"
"107173","JOHN MOORE & SONS","Charlottetown",,,,"1980-05-28T00:00:00.000","85","5","44","15","8","No","46.267671","-63.155077","(46.267671, -63.155077)","On land"
"114079","MOORE WELL DRILLING","Charlottetown",,,,"1989-09-14T00:00:00.000","80","5","42","25","10","No","46.210567","-63.116673","(46.210567, -63.116673)","On land"
"114549","REYNOLDS WELL DRILLI","Charlottetown",,,,"1990-04-15T00:00:00.000","100","5","44","36","10","No","46.349423","-62.315080","(46.349423, -62.31508)","On land"
"219721","Moore Well Drilling Inc","Brookfield",,,"280404","2021-05-13T00:00:00.000","210","6","60",,,"No","46.322443","-63.296461","(46.322443, -63.296461)","On Land"
"126430","MOORE WELL DRILLING","Charlottetown",,,,"2011-08-11T00:00:00.000","270","5","60","150","15","No","46.347095","-63.422370","(46.347095, -63.42237)","On land"
"125340","MOORE WELL DRILLING","Charlottetown",,,,"2009-07-16T00:00:00.000","110","5","60","20","10","No","46.435990","-63.136679","(46.43599, -63.136679)","In the sea"
"109189","MOORE WELL DRILLING","Tarantum",,,,"1982-06-03T00:00:00.000","100","6","44","45","8","No","46.291610","-62.940278","(46.29161, -62.940278)","On land"
"126113","Watson MacDonald Well Drilling","Charlottetown",,,,"2010-10-19T00:00:00.000","105","6","60","51","15","Yes","46.255240","-63.437233","(46.25524, -63.437233)","On land"
"116680","MANDERSON WELL DRILLING","Charlottetown",,,"53389","1994-06-06T00:00:00.000","81","5","44","21","12","No","46.506897","-63.941059","(46.506897, -63.941059)","On land"
"107163","JOHN MOORE & SONS","Charlottetown",,,,"1980-09-10T00:00:00.000","115","4","47","55","7","No","46.276645","-63.173274","(46.276645, -63.173274)","On land"
"120348","Manderson  Well Drilling","Charlottetown",,,,"2001-08-08T00:00:00.000","85","5","60","13","40","No","46.444328","-63.856802","(46.444328, -63.856802)","On land"
"120434","Manderson  Well Drilling","Charlottetown",,,,"2001-11-26T00:00:00.000","105","5","47","37","15","No","46.412746","-64.079301","(46.412746, -64.079301)","On land"
"119673","MOORE WELL DRILLING","Charlottetown",,,"110148","2000-01-07T00:00:00.000","90","5","40","20","10","No","46.407968","-62.067148","(46.407968, -62.067148)","In the sea"
"115303","MOORE WELL DRILLING","Summerside",,,,"1991-07-03T00:00:00.000","68","5","40","25","10","No","46.316249","-63.804001","(46.316249, -63.804001)","On land"
"117366","MOORE WELL DRILLING","Charlottetown",,,"328823","1996-08-10T00:00:00.000","70","5","44","25","0","No","46.220928","-63.105026","(46.220928, -63.105026)","On land"
"110764","MOORE WELL DRILLING","Georgetown",,,,"1985-07-18T00:00:00.000","120","6","33","30","20","No","46.189445","-62.538666","(46.189445, -62.538666)","On land"
"118751","MOORE WELL DRILLING","Charlottetown",,,"248831","1997-11-25T00:00:00.000","110","5","44","35","15","No","46.243304","-63.198463","(46.243304, -63.198463)","On land"
"118306","Watson MacDonald Well Drilling","Charlottetown",,,"240432","1997-04-12T00:00:00.000","82","5","40","35","10","No","46.393472","-63.262741","(46.393472, -63.262741)","In the sea"
"113378","H. MURPHY","Malpeque",,,,"1988-10-13T00:00:00.000","90","4","44","42","6","No","46.528535","-63.681951","(46.528535, -63.681951)","On land"
"216785","Manderson  Well Drilling","Springbrook",,,"851956","2017-02-15T00:00:00.000","65","10","50",,,"Yes","46.485595","-63.502577","(46.485595, -63.502577)","On land"
"114422","MANDERSON WELL DRILLING","Belmont",,,,"1990-06-30T00:00:00.000","80","5","40","24","8","No","46.478969","-63.828542","(46.478969, -63.828542)","On land"
"114427","MANDERSON WELL DRILLING","Freeland",,,,"1990-06-18T00:00:00.000","104","5","40","20","8","No","46.664225","-63.960779","(46.664225, -63.960779)","On land"
"114987","MOORE WELL DRILLING","Dunstaffnage",,,,"1990-10-30T00:00:00.000","170","5","61","85","10","No","46.311416","-63.046105","(46.311416, -63.046105)","On land"
"124224","Manderson  Well Drilling","Charlottetown",,,,"2006-12-21T00:00:00.000","85","5","60","6","25","No",,,,"None provided"
"113071","Watson MacDonald Well Drilling","Wheatley River",,,,"1988-08-23T00:00:00.000","60","5","43","8","8","No","46.371803","-63.291241","(46.371803, -63.291241)","On land"
"118744","MOORE WELL DRILLING","Charlottetown",,,"279653","1997-11-19T00:00:00.000","90","5","42","30","10","No","46.193076","-63.006479","(46.193076, -63.006479)","On land"
"123317","Manderson  Well Drilling","Charlottetown",,,,"2005-08-30T00:00:00.000","105","5","60","22","12","No",,,,"None provided"
"114778","Watson MacDonald Well Drilling","Miscouche",,,,"1990-11-09T00:00:00.000","150","8","5","0","30","No","46.430097","-63.865547","(46.430097, -63.865547)","On land"
"119402","MOORE WELL DRILLING","Charlottetown",,,,"1999-10-08T00:00:00.000","50","5","40","20","10","No","46.205613","-63.469246","(46.205613, -63.469246)","On land"
"126949","THOMPSON'S WELL DRILLING","Charlottetown",,,,"2012-02-08T00:00:00.000","110","5","60","50","10","No","46.415446","-63.628491","(46.415446, -63.628491)","On land"
"115587","MOORE WELL DRILLING","Earnscliffe",,,"181883","1991-09-01T00:00:00.000","170","5","112","90","10","No","46.145360","-62.940437","(46.14536, -62.940437)","On land"
"111718","Watson MacDonald Well Drilling","Hampton",,,,"1986-07-14T00:00:00.000","69","4","44","19","10","No","46.210150","-63.460210","(46.21015, -63.46021)","On land"
"126821","Manderson  Well Drilling","Charlottetown",,,,"2012-07-30T00:00:00.000","125","5","40","31","10","No",,,,"None provided"
"112438","REYNOLDS WELL DRILLI","Charlottetown",,,,"1987-07-16T00:00:00.000","60","4","24","0","10","No","46.375426","-62.717840","(46.375426, -62.71784)","On land"
"122042","MOORE WELL DRILLING","Charlottetown",,,,"2003-08-18T00:00:00.000","130","6","60","60","30","No","46.326949","-63.680741","(46.326949, -63.680741)","On land"
"115932","MOORE WELL DRILLING","Charlottetown",,,"738807","1992-08-25T00:00:00.000","112","5","44","65","10","No","46.289443","-63.295997","(46.289443, -63.295997)","On land"
,,,,,,"1986-10-21T00:00:00.000","120","5","54","40","10","No","46.268121","-63.155079","(46.268121, -63.155079)","On land"
"120154","Manderson  Well Drilling","Charlottetown",,,,"2000-06-27T00:00:00.000","85","5","40","15","10","No","46.685872","-64.003350","(46.685872, -64.00335)","On land"
"121965","MOORE WELL DRILLING","Charlottetown",,,,"2003-06-17T00:00:00.000","90","5","40","25","10","No","46.281343","-63.629552","(46.281343, -63.629552)","On land"
"121589","MOORE WELL DRILLING","Charlottetown",,,,"2002-09-04T00:00:00.000","150","5","100","80","10","No","46.280346","-63.083073","(46.280346, -63.083073)","On land"
"120841","Reynold's Well Drilling","Charlottetown",,,,"2001-05-25T00:00:00.000","75","5","42","25","10","No","46.248656","-62.775571","(46.248656, -62.775571)","On land"
"110379","D.B.&J. WELL DRILLING","Augustine Cove",,,,"1984-07-23T00:00:00.000","45","4","24","14","15","No","46.217475","-63.623635","(46.217475, -63.623635)","In the sea"
"106966","C. REYNOLDS","Murray River",,,,"1980-06-09T00:00:00.000","90","5","33","40","10","No","46.005193","-62.606070","(46.005193, -62.60607)","On land"
"106145","BERNARD'S WELL DRILLING","Alberton",,,,"1978-08-11T00:00:00.000","50","4","29","30","5","No","46.814483","-64.065697","(46.814483, -64.065697)","On land"
"217885","Moore Well Drilling","St Peters Harbour",,,"921577","2014-09-18T00:00:00.000","90","5","40",,,"Yes","46.437570","-62.760348","(46.43757, -62.760348)","On land"
"121359","MOORE WELL DRILLING","Lakeside",,,"770065","2002-02-15T00:00:00.000","150","6","70","25","30","No","46.431392","-62.796949","(46.431392, -62.796949)","On land"
"127150","MOORE WELL DRILLING","Charlottetown",,,"225953","2013-05-08T00:00:00.000","110","5","63","55","15","No","46.276215","-63.358227","(46.276215, -63.358227)","On land"
"109892","MOORE WELL DRILLING","Charlottetown",,,,"1983-11-03T00:00:00.000","70","4","49","25","5","No","46.267663","-63.160917","(46.267663, -63.160917)","On land"
"108699","D.B.&J. WELL DRILLING","Albany",,,,"1981-05-08T00:00:00.000","60","4","31","11","15","No","46.286735","-63.630912","(46.286735, -63.630912)","On land"
"115209","J. MANDERSON","Freeland",,,,"1991-08-06T00:00:00.000","80","5","42","0","15","No","46.628384","-63.941857","(46.628384, -63.941857)","On land"
"217994","Manderson Well Drilling Ltd","St-Philippe",,,"266767","2018-10-04T00:00:00.000","65","6","42",,,"No","46.499497","-64.084743","(46.499497, -64.084743)","On land"
"112273","MOORE WELL DRILLING","Tarantum",,,,"1987-09-09T00:00:00.000","68","5","44","25","8","No","46.292069","-62.959752","(46.292069, -62.959752)","On land"
"122279","MOORE WELL DRILLING","Charlottetown",,,,"2004-03-25T00:00:00.000","150","6","60","10",,"Yes","46.363102","-62.871301","(46.363102, -62.871301)","On land"
"114335","Watson MacDonald Well Drilling","Tracadie Cross",,,,"1990-03-13T00:00:00.000","205","5","101","54","20","No","46.348771","-62.971407","(46.348771, -62.971407)","On land"
"109649","D.B.&J. WELL DRILLING","Duvar",,,,"1983-05-05T00:00:00.000","85","4","31","32","8","No","46.748298","-64.205788","(46.748298, -64.205788)","On land"
"218916","Manderson Well Drilling Ltd","Ellerslie Bideford",,,"632901","2019-11-18T00:00:00.000","61","5","40",,,"No","46.600171","-63.932279","(46.600171, -63.932279)","On Land"
"109196","MOORE WELL DRILLING","Stanhope",,,,"1982-06-25T00:00:00.000","40","5","28","20","10","No","46.413965","-63.115155","(46.413965, -63.115155)","On land"
"119676","MOORE WELL DRILLING","Charlottetown",,,,"1998-07-15T00:00:00.000","70","5","40","10","10","No","46.434070","-62.785224","(46.43407, -62.785224)","On land"
"200172","MOORE WELL DRILLING","New Glasgow",,,"230243","1996-09-11T00:00:00.000","70","5","44","30","10","No","46.408534","-63.351286","(46.408534, -63.351286)","On land"
"110658","MOORE WELL DRILLING","Charlottetown",,,,"1985-05-10T00:00:00.000","240","5","43","170","10","No","46.040987","-62.684006","(46.040987, -62.684006)","On land"
"109283","BERNARD'S WELL DRILLING","Alma (Prince)",,,,"1982-05-22T00:00:00.000","85","4","32","40","5","No","46.869007","-64.104829","(46.869007, -64.104829)","On land"
"106973","C. REYNOLDS","Montague",,,,"1979-02-10T00:00:00.000","85","4","32","32","5","No","46.168233","-62.647656","(46.168233, -62.647656)","On land"
"119921","MOORE WELL DRILLING","Charlottetown",,,,"2000-12-22T00:00:00.000","70","5","40","10","10","No","46.407269","-62.970076","(46.407269, -62.970076)","On land"
"110848","BERNARD'S WELL DRILLING","Woodvale",,,,"1985-06-03T00:00:00.000","60","4","31","25","0","No","46.873694","-64.085241","(46.873694, -64.085241)","On land"
"124918","THOMPSON'S WELL DRILLING","Charlottetown",,,,"2008-05-31T00:00:00.000","125","5","67","60","20","No","46.361790","-63.332787","(46.36179, -63.332787)","On land"
"123665","MOORE WELL DRILLING","Charlottetown",,,,"2006-06-09T00:00:00.000","150","5","80","55","10","No","46.325358","-63.062356","(46.325358, -63.062356)","On land"
"125763","MOORE WELL DRILLING","Charlottetown",,,,"2010-08-09T00:00:00.000","130","5","60","45","10","No","46.197561","-63.059619","(46.197561, -63.059619)","On land"
"118456","MANDERSON WELL DRILLING","Charlottetown",,,"697607","1998-06-11T00:00:00.000","136","5","100","31","100","No","46.416282","-63.734279","(46.416282, -63.734279)","On land"
"218808","Manderson Well Drilling Ltd","Cape Wolfe",,,"49692","2019-10-01T00:00:00.000","83","5","56",,,"No","46.710673","-64.404799","(46.710673, -64.404799)","On Land"
"127074","MOORE WELL DRILLING","Charlottetown",,,,"2013-01-14T00:00:00.000","90","5","60","45","15","No","46.368512","-63.119609","(46.368512, -63.119609)","On land"
"120355","Manderson  Well Drilling","Charlottetown",,,,"2001-08-17T00:00:00.000","85","5","40","26","47","No","46.319017","-63.647104","(46.319017, -63.647104)","On land"
"105264","NEW HAVEN P.& H.","Cornwall",,,,"1978-07-27T00:00:00.000","85","4","37","24","10","No","46.228876","-63.213973","(46.228876, -63.213973)","On land"
"117915","MOORE WELL DRILLING","Charlottetown",,,,"1993-11-25T00:00:00.000","120","5","92","30","10","No","46.208376","-62.988981","(46.208376, -62.988981)","On land"
"105950","H. MURPHY","Charlottetown",,,,"1978-11-04T00:00:00.000","80","5","40","33","6","No","46.381347","-63.609894","(46.381347, -63.609894)","On land"
"112537","BERNARD'S WELL DRILLING","Charlottetown",,,,"1987-10-11T00:00:00.000","109","4","72","50","15","No","46.949769","-64.032898","(46.949769, -64.032898)","On land"
"125880","Manderson  Well Drilling","Charlottetown",,,,"2010-06-17T00:00:00.000","85","5","40","12","31","No",,,,"None provided"
"121685","MOORE WELL DRILLING","Charlottetown",,,,"2002-11-26T00:00:00.000","110","5","60","30","10","No","46.366771","-62.972698","(46.366771, -62.972698)","On land"
"119366","MOORE WELL DRILLING","Charlottetown",,,,"1999-07-05T00:00:00.000","50","5","40","15","10","No","46.405290","-62.069795","(46.40529, -62.069795)","On land"
"126251","Manderson  Well Drilling","Charlottetown",,,,"2011-12-06T00:00:00.000","85","5","40","10",,"No",,,,"None provided"
"114923","MOORE WELL DRILLING","Farmington",,,,"1989-11-16T00:00:00.000","60","5","44","15","10","No","46.389077","-62.499269","(46.389077, -62.499269)","On land"
"111852","H. MURPHY","Charlottetown",,,,"1986-08-12T00:00:00.000","115","4","88","12","10","No","46.588202","-64.010344","(46.588202, -64.010344)","On land"
"126226","MOORE WELL DRILLING","Charlottetown",,,,"2011-07-21T00:00:00.000","110","5","60","45","10","No","46.396982","-63.299180","(46.396982, -63.29918)","On land"
"107826","BERNARD'S WELL DRILLING","Northam",,,,"1978-10-13T00:00:00.000","52","4","30","40","5","No","46.539784","-63.989883","(46.539784, -63.989883)","On land"
"109395","MOORE WELL DRILLING","Augustine Cove",,,,"1982-08-23T00:00:00.000","60","4","40","15","8","No","46.221560","-63.617199","(46.22156, -63.617199)","On land"
"113256","MOORE WELL DRILLING","Bunbury",,,,"1988-10-19T00:00:00.000","140","5","122","30","8","No","46.230382","-63.100505","(46.230382, -63.100505)","On land"
"110660","MOORE WELL DRILLING","North Rustico",,,,"1985-05-21T00:00:00.000","75","5","41","5","8","No","46.456339","-63.314480","(46.456339, -63.31448)","On land"
"115512","BERNARD'S WELL DRILLING","Bideford",,,,"1991-11-22T00:00:00.000","80","5","45","35","15","No","46.623874","-63.943085","(46.623874, -63.943085)","On land"
"219800","Moore Well Drilling Inc","Tracadie Cross",,,"1127588","2021-05-18T00:00:00.000","90","5","60",,,"Yes","46.348469","-62.957239","(46.348469, -62.957239)","On Land"
"219315","Manderson Well Drilling Ltd","Huntley",,,"1062603","2020-09-01T00:00:00.000","145","5","60",,,"No","46.848654","-64.082923","(46.848654, -64.082923)","On Land"
"218354","Thompson Well Drilling","Mermaid",,,"929844","2010-11-04T00:00:00.000","110","5","60",,,"No","46.255081","-63.049303","(46.255081, -63.049303)","On land"
"218711","Moore Well Drilling Inc","Pleasant Grove",,,"537886","2019-07-18T00:00:00.000","110","5","60",,,"Yes","46.377913","-63.077251","(46.377913, -63.077251)","On Land"
"219752","Moore Well Drilling Inc","Savage Harbour",,,"561308","2021-07-07T00:00:00.000","130","5","80",,,"Yes","46.429385","-62.890862","(46.429385, -62.890862)","On Land"
"118862","MOORE WELL DRILLING","Charlottetown",,,"845743","1998-08-11T00:00:00.000","210","5","40","140","15","No","46.394021","-63.386312","(46.394021, -63.386312)","On land"
"107155","JOHN MOORE & SONS","Winsloe",,,,"1980-10-29T00:00:00.000","120","4","66","55","8","No","46.292824","-63.186308","(46.292824, -63.186308)","On land"
"122758","THOMPSON'S WELL DRILLING","Charlottetown",,,,"2004-04-19T00:00:00.000","86","5","60","14","20","No","46.463887","-63.656398","(46.463887, -63.656398)","On land"
"111878","H. MURPHY","Charlottetown",,,,"1986-12-15T00:00:00.000","85","4","44","28","8","No","46.393102","-63.751801","(46.393102, -63.751801)","On land"
"122645","MOORE WELL DRILLING","Charlottetown",,,"91991","2004-11-04T00:00:00.000","70","5","40","30","15","No","46.459452","-63.458399","(46.459452, -63.458399)","On land"
"112889","MOORE WELL DRILLING","Hunter River",,,,"1988-06-22T00:00:00.000","100","8","44","55","10","No","46.355862","-63.358747","(46.355862, -63.358747)","On land"
"109910","REYNOLDS WELL DRILLI","Murray River",,,,"1983-07-01T00:00:00.000","100","5","51","26","10","No","46.009724","-62.615080","(46.009724, -62.61508)","On land"
"112445","REYNOLDS WELL DRILLI","Souris River",,,,"1987-08-18T00:00:00.000","135","5","44","90","10","No","46.385253","-62.287321","(46.385253, -62.287321)","On land"
"123731","Manderson  Well Drilling","Charlottetown",,,,"2006-06-07T00:00:00.000","105","5","60","31",,"No",,,,"None provided"
"119567","Watson MacDonald Well Drilling","Charlottetown",,,"670976","1999-10-25T00:00:00.000","80","5","40","20",,"No","46.934627","-64.015528","(46.934627, -64.015528)","On land"
"121725","MOORE WELL DRILLING","Charlottetown",,,,"2003-01-20T00:00:00.000","110","5","60","40","10","No","46.375714","-63.117025","(46.375714, -63.117025)","On land"
"218089","Manderson  Well Drilling","Miscouche",,,"620930","2014-08-05T00:00:00.000","85","5","60",,,"No","46.429875","-63.856241","(46.429875, -63.856241)","On land"
"122095","ROY'S WELL DRILLING","Charlottetown",,,,"2003-10-21T00:00:00.000","85","5","72","40",,"No","46.011286","-63.905492","(46.011286, -63.905492)","In the sea"
"126601","MACDOUGALL'S WELL DRILLING","Charlottetown",,,,"2012-04-26T00:00:00.000","70","5","40","15","10","No",,,,"None provided"
"121164","Manderson  Well Drilling","Charlottetown",,,,"2002-09-06T00:00:00.000","85","5","40","11","12","No","46.502125","-63.883801","(46.502125, -63.883801)","In the sea"
"109763","MOORE WELL DRILLING","Charlottetown",,,,"1983-08-09T00:00:00.000","160","5","62","70","25","No","46.316264","-63.159761","(46.316264, -63.159761)","On land"
"109517","H. MURPHY","Kensington",,,,"1982-07-13T00:00:00.000","80","4","34","32","6","No","46.442936","-63.620996","(46.442936, -63.620996)","On land"
"119985","MOORE WELL DRILLING","Charlottetown",,,,"2000-07-20T00:00:00.000","50","5","24","25","7","No","46.421459","-63.221232","(46.421459, -63.221232)","In the sea"
,,,,,,"1986-10-09T00:00:00.000","170","6","49","26","60","No","46.468768","-64.031577","(46.468768, -64.031577)","On land"
"111632","MOORE WELL DRILLING","Charlottetown",,,,"1986-10-21T00:00:00.000","120","5","51","40","10","No","46.293264","-63.192152","(46.293264, -63.192152)","On land"
"115752","MANDERSON WELL DRILLING","Indian River",,,"83212","1992-05-21T00:00:00.000","118","5","44","57","15","No","46.481848","-63.663128","(46.481848, -63.663128)","On land"
"117073","MANDERSON WELL DRILLING","Miscouche",,,"821561","1994-11-28T00:00:00.000","80","5","45","36","20","No","46.434819","-63.835682","(46.434819, -63.835682)","On land"
,,,,,,"1986-06-11T00:00:00.000","165","5","50","40","0","No","46.949448","-64.160362","(46.949448, -64.160362)","On land"
"114694","MOORE WELL DRILLING","Bethel",,,,"1990-07-04T00:00:00.000","80","5","40","15","10","No","46.231773","-62.974062","(46.231773, -62.974062)","On land"
"217327","Moore Well Drilling Inc","Rollo Bay West",,,"668913","2016-08-04T00:00:00.000","70","5","40",,,"No","46.355000","-62.367000","(46.355, -62.367)","On land"
"110376","D.B.&J. WELL DRILLING","Charlottetown",,,,"1984-08-03T00:00:00.000","143","4","97","12","20","No","46.398536","-63.746672","(46.398536, -63.746672)","On land"
"113232","MOORE WELL DRILLING","Charlottetown",,,,"1988-10-11T00:00:00.000","100","8","44","55","10","No","46.431554","-63.327354","(46.431554, -63.327354)","On land"
"120282","Manderson  Well Drilling","Charlottetown",,,,"2001-06-04T00:00:00.000","155","5","60","20","7","No","46.696724","-64.274591","(46.696724, -64.274591)","On land"
"218878","Moore Well Drilling Inc","Brudenell",,,"809913","2019-10-16T00:00:00.000","110","5","60",,,"Yes","46.179977","-62.581524","(46.179977, -62.581524)","On Land"
"114935","MOORE WELL DRILLING","South Rustico",,,,"1989-12-05T00:00:00.000","100","5","52","47","8","No","46.433890","-63.295477","(46.43389, -63.295477)","On land"
