"calendar_year","employment_type","job_description","division_name","regular_pay","over_time_pay","lump_sum_pay","assignment_and_incentive_pay","skills_pay","outside_pay","other_pay","retirement_contribution","deferred_compensation_plan","health_average","cash_in_lieu","total"
"2018","Permanent","Police Sergeant","Police - Operations","127859.81","21604.46","4952.19","39632.74","1799.98","0.00","8548.48","79148.74",,"17026.67",,"300573.07"
"2018","Permanent","Transit Maintenance Manager","Transit Maintenance - Mgmt","139104.00","0.00","14918.40","0.00","0.00","0.00","1400.50","40396.09",,"17026.67",,"212845.66"
"2018","Permanent","Mechanic II","Fleet Management","79836.00","3353.68","1554.50","0.00","0.00","0.00","7194.49","24497.82","730.20","17026.67","0.00","134193.36"
"2018","Permanent","Custody Officer","Strategic Services Division","68599.84","23861.23","511.20","12.00","0.00","0.00","1651.25","20156.47","669.32","17026.67","0.00","132487.98"
"2018","Permanent","Police Sergeant","Criminal Investigations","144677.47","6584.15","14631.02","42239.70","0.00","0.00","13100.63","88398.77",,"17026.67",,"326658.41"
"2018","Permanent","Custodian I","Custodial Services","50412.06","2526.65","3974.80","1773.00","0.00","0.00","1191.94","15331.48","782.84","17026.67","0.00","93019.44"
"2018","Permanent","Police Officer","Strategic Services Division","111022.41","70403.59","2099.31","45636.52","0.00","0.00","7336.42","67959.91",,"17026.67",,"321484.83"
"2018","Permanent","Support Services Lead","Records & Election Svs-Sup Svs","72690.50","566.39","3262.52","0.00","0.00","0.00","-2017.70","21116.79","419.90","17026.67","0.00","113065.07"
"2018","Permanent","Police Sergeant","Police - Operations","132246.08","73546.31","2888.71","43079.49","0.00","0.00","8589.50","78209.39",,"17026.67",,"355586.14"
"2018","Permanent","Sr HR Analyst","HR Administrative Services","124811.99","0.00","14404.15","3370.00","0.00","0.00","1326.22","37229.40",,"17026.67",,"198168.43"
"2018","Permanent","Facilities Supervisor","Facilities Services","101363.96","182.75","5019.47","0.00","0.00","0.00","0.00","29440.15",,"17026.67",,"153033.00"
"2018","Permanent","Community Svs Program Spec","Human Services - CREST","34529.54","0.00","0.00","0.00","0.00","0.00","298.01","10030.92",,"17026.67",,"61885.14"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","11588.52","14739.88","1144.52","240.88","0.00","0.00","390.16","2293.63","323.12","17026.67","0.00","47747.38"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","21376.80","27950.93","0.00","0.00","0.00","0.00","276.00","4364.48","253.88","17026.67","0.00","71248.76"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","12260.28","13175.94","0.00","22.75","0.00","0.00","4.00","2578.41",,"17026.67",,"45068.05"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","6732.40","6203.68","0.00","25.59","0.00","0.00","0.00","1435.35","161.56","1248.44","623.07","16430.08"
"2018","Permanent","Police Lieutenant","Strategic Services Division","179566.18","0.00","10354.50","53923.65","0.00","0.00","11314.42","112199.35",,"17026.67",,"384384.77"
"2018","Permanent","Custody Officer","Strategic Services Division","68599.84","18216.63","255.60","52.50","0.00","0.00","1592.73","20168.47","669.32","17026.67","0.00","126581.75"
"2018","Permanent","Motor Coach Cleaner","Transit Maintenance - Cleaners","54539.95","7168.20","2353.35","2062.88","0.00","0.00","972.04","16529.40","782.84","17026.67","0.00","101435.33"
"2018","Permanent","Water Supervisor- Meters","Water Resources-Water","98556.00","1172.73","6823.11","0.00","0.00","0.00","2035.98","28727.65","232.56","1248.44","1799.98","140596.45"
"2018","Permanent","Public Services Officer","Police - Operations","60108.21","943.76","3016.14","659.00","1199.90","0.00","1337.95","18233.78","669.32","17026.67","0.00","103194.73"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","60642.23","34309.43","704.16","0.00","0.00","0.00","1401.88","17919.54","600.08","17026.67","0.00","132603.99"
"2018","Permanent","Transit Safety & Security Crd","Transit Safety & Security","97236.02","631.10","5235.78","0.00","0.00","0.00","1308.09","28241.23","669.32","17026.67","0.00","150348.21"
"2018","Permanent","Executive Admin to the City Mg","City Manager - Administration","113447.94","0.00","8290.43","0.00","600.08","0.00","913.22","33124.11",,"17026.67",,"173402.45"
"2018","Permanent","Police Sergeant","Police - Operations","146939.99","26016.32","0.00","48624.31","0.00","0.00","9437.22","91898.68",,"17026.67",,"339943.19"
"2018","Permanent","Maintenance Crew Leader","Beach Maintenance","73715.96","15881.71","8222.16","0.00","0.00","0.00","1175.27","18904.48","782.84","17026.67","0.00","135709.09"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","1154.00","210.75","5400.72","0.00","0.00","0.00","0.00","324.60",,,,"7090.07"
"2018","Permanent","Admin Analyst","City Planning/Developmt Review","84443.93","0.00","9631.90","0.00","0.00","0.00","1934.72","24525.89",,"17026.67",,"137563.11"
"2018","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","126342.29","71319.05","6677.06","32210.82","6372.25","3558.24","1114.58","65220.80","955.42","17026.67","0.00","330797.18"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","60930.56","22946.98","0.00","0.00","0.00","0.00","3209.08","18152.00","600.08","17026.67","0.00","122865.37"
"2018","Permanent","Pr Admin Analyst","Public Works Admin Services","124836.03","0.00","2400.69","0.00","0.00","0.00","207.72","36257.38",,"17026.67",,"180728.48"
"2018","Permanent","Police Officer","Criminal Investigations","110525.98","90758.40","0.00","48624.08","0.00","0.00","12318.45","67697.88",,"17026.67",,"346951.46"
"2018","Permanent","Aquatic Site Supervisor","Community Recreation-Aquatics","79139.98","1079.61","2035.57","0.00","600.08","0.00","0.00","23159.70","232.56","17026.67","0.00","123274.17"
"2018","Permanent","Pr Business Process Tech An","Customer Experience & Support","126504.04","0.00","15083.16","0.00","0.00","0.00","319.72","36741.83",,"17026.67",,"195675.42"
"2018","Permanent","Library Assistant II","Public and Branch Services","63216.02","0.00","482.95","394.00","0.00","0.00","639.04","18479.38","623.12","17026.67","0.00","100861.18"
"2018","Permanent","Traffic Services Officer","Strategic Services Division","66915.73","8629.15","1980.90","0.00","0.00","0.00","1504.81","19648.31","669.32","17026.67","0.00","116374.89"
"2018","Permanent","Police Officer","Police - Operations","110525.93","9707.89","0.00","10693.28","0.00","0.00","7336.42","59380.68",,"17026.67",,"214670.87"
"2018","Permanent","Fire Safety Coordinator","Fire Prevention","95952.48","10898.92","3646.00","0.00","1199.90","0.00","3413.18","28427.41","669.32","17026.67","0.00","161233.88"
"2018","Permanent","Traffic Services Supervisor","Strategic Services Division","83268.08","16903.81","0.00","33.25","600.08","0.00","1504.44","24577.54","232.56","17026.67","0.00","144146.43"
"2018","Permanent","Pr Planner","City Planning/Developmt Review","147720.04","0.00","17044.61","0.00","600.08","0.00","207.72","43078.10",,"17026.67",,"225677.21"
"2018","Permanent","Custodian I","Custodial Services","50411.99","0.00","193.89","1663.00","0.00","0.00","1777.10","15300.51",,"17026.67",,"86373.16"
"2018","Permanent","Fiscal Staff Asst II","Police Administrative Services","50415.91","1253.53","0.00","22.44","0.00","0.00","508.94","14773.68","438.52","17026.67","0.00","84439.69"
"2018","Permanent","Code Enforcement Supervisor","Code Enforcement","110844.00","5047.93","6501.43","0.00","600.08","0.00","1620.06","32576.92","232.56","17026.67","0.00","174449.65"
"2018","Permanent","Chief Pool Lifeguard","Community Recreation-Aquatics","57029.52","4228.89","2725.31","2272.38","1080.04","0.00","708.10","17470.90","535.40","17026.67","0.00","103077.21"
"2018","Permanent","Community Svs Program Spec","Human Services - PAL","43161.92","369.12","4522.91","410.00","0.00","0.00","478.49","12657.88",,"17026.67",,"78626.98"
"2018","Permanent","Farmers' Market Attendant","Farmers Market","34842.55","3122.93","2070.06","16.29","0.00","0.00","1027.71","10307.14",,"17026.67",,"68413.35"
"2018","Permanent","Chief Pool Lifeguard","Community Recreation-Aquatics","42590.02","1784.19","164.46","536.27","0.00","0.00","446.28","8803.47",,"17026.67",,"71351.36"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","21853.60","24865.18","0.00","208.72","0.00","0.00","306.00","4466.14","600.08","17026.67","0.00","69326.39"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","11894.00","13332.75","918.28","0.00","0.00","0.00","268.00","2348.25","346.20","1248.44","0.00","30355.91"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","17547.20","20154.72","0.00","23.73","0.00","0.00","82.00","3618.17",,"17026.67",,"58452.49"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","15082.40","16663.87","0.00","25.03","0.00","0.00","838.00","3137.83","207.72","17026.67","0.00","52981.52"
"2018","Permanent","Motor Coach Operator Trainee","Transit Operations - MCO","2603.20","2644.93","131.20","0.00","0.00","0.00","0.00","543.17",,"17026.67",,"22949.17"
"2018","Permanent","Motor Coach Operator Trainee","Transit Operations - MCO","1689.20","1742.50","65.60","0.00","0.00","0.00","0.00","360.14","0.00","1248.44","138.46","5244.33"
"2018","Permanent","Sr Sustainability Analyst","OSE Admin","113447.93","0.00","11562.97","0.00","600.08","0.00","1950.22","33124.10",,"17026.67",,"177711.97"
"2018","Permanent","Motor Coach Cleaner","Transit Maintenance - Cleaners","45362.57","7318.98","2150.13","1372.07","0.00","0.00","754.11","13585.70","690.52","17026.67","0.00","88260.75"
"2018","Permanent","Staff Assistant II","Street & Fleet Services Admin","49469.61","0.00","2047.50","0.00","0.00","0.00","494.51","14305.08","501.99","17026.67","0.00","83845.36"
"2018","Permanent","Police Officer","Strategic Services Division","110525.94","49046.61","1049.65","39904.78","0.00","50.00","7336.42","67661.77",,"17026.67",,"292601.83"
"2018","Permanent","Public Services Officer","Police - Operations","63761.53","1994.01","0.00","1658.00","0.00","0.00","1399.73","19213.28","669.32","17026.67","0.00","105722.54"
"2018","Permanent","Resource Rec & Recyc Equip Op","Resource Recovery & Recycling","63132.10","2306.75","0.00","0.00","0.00","0.00","1373.77","18551.80",,"17026.67",,"102391.09"
"2018","Permanent","Deputy Police Chief","Police Administrative Services","230705.95","0.00","13309.96","68963.30","1799.98","0.00","14269.88","144868.40",,"17026.67",,"490944.14"
"2018","Permanent","Parks Maintenance Crew Leader","Park Maintenance","73715.96","558.19","5812.22","0.00","0.00","0.00","1001.69","21469.74","782.84","17026.67","0.00","120367.31"
"2018","Permanent","Water Prod/Treatment Oper","Water Resources-Water","0.00","3315.23","2834.52","0.00","0.00","0.00","55.35",,,,,"6205.10"
"2018","Permanent","Motor Sweeper Operator","Resource Recovery & Recycling","73512.02","6308.62","6220.25","20.00","0.00","0.00","1233.08","21467.68","683.72","17026.67","0.00","126472.04"
"2018","Permanent","Community Svs Pgm Supv","Community Recreation-Classes","79140.04","3538.48","9131.55","0.00","0.00","0.00","0.00","22985.43","232.56","17026.67","0.00","132054.73"
"2018","Permanent","Groundskeeper","Water Resources-Water","56963.92","328.64","6353.67","0.00","0.00","0.00","858.66","16611.51",,"17026.67",,"98143.07"
"2018","Permanent","Jail Services Attendant","Strategic Services Division","50760.91","3688.20","387.78","0.00","0.00","0.00","1268.61","14955.29","669.32","17026.67","0.00","88756.78"
"2018","Permanent","Dir of Records & Election Svs","Records & Election Svs - Admin","197724.05","0.00","16730.49","0.00","0.00","0.00","1219.02","57426.97",,"17026.67",,"290127.20"
"2018","Permanent","Legal Secretary II","City Attorney","87648.07","0.00","9101.91","0.00","0.00","0.00","951.29","25456.51","276.96","17026.67","0.00","140461.40"
"2018","Permanent","Transit Finance and Grants Mgr","Transit Finance and Admin Svs","154715.99","0.00","17256.78","0.00","0.00","0.00","0.00","44935.71","0.00","1248.44","1799.98","219956.90"
"2018","Permanent","Police Officer","Criminal Investigations","110525.95","123695.49","5998.65","58043.79","0.00","0.00","10644.00","67661.77",,"17026.67",,"393596.32"
"2018","Permanent","Custodian I","Custodial Services","50411.93","1017.94","2520.60","0.00","0.00","0.00","1443.94","14815.93","782.84","17026.67","0.00","88019.85"
"2018","Permanent","Library Assistant II","Reference Services","63216.00","0.00","6788.36","2239.80","1799.98","0.00","746.59","19369.74","669.32","17026.67","0.00","111856.46"
"2018","Permanent","Resource Rec & Recyc Equip Op","Resource Recovery & Recycling","0.00","0.00","849.85","0.00","0.00","0.00","8.50",,,,,"858.35"
"2018","Permanent","Systems Admin/Programmer An","Rent Control - Administration","116279.95","417.77","6149.41","4.02","0.00","0.00","2999.88","33772.35","2700.10","17026.67","0.00","179350.15"
"2018","Permanent","Lead Public Services Officer","Police - Operations","68186.73","12892.84","7159.14","1666.25","1199.90","150.00","1629.96","20848.12","669.32","17026.67","0.00","131428.93"
"2018","Permanent","Electrician II","Facilities Services","81516.00","235.15","0.00","10037.57","0.00","0.00","1219.12","23763.10","782.84","17026.67","0.00","134580.45"
"2018","Permanent","CIP Project Manager","Civil Engineering","127153.79","0.00","8512.06","472.71","600.08","0.00","575.72","37143.32",,"17026.67",,"191484.35"
"2018","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","156078.89","58649.49","2337.03","40941.29","9015.92","1963.60","1259.96","78303.88","1080.04","17026.67","0.00","366656.77"
"2018","Permanent","Equipment Operator I","Promenade Maintenance","60155.95","3752.51","2573.99","0.00","0.00","0.00","869.14","17531.37","782.84","17026.67","0.00","102692.47"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","61400.00","37048.30","2347.20","0.00","0.00","0.00","1429.88","18146.57","600.08","17026.67","0.00","137998.70"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","59730.94","22930.42","1643.04","0.00","0.00","0.00","1671.68","17714.83","577.00","17026.67","0.00","121294.58"
"2018","Permanent","Admin Services Officer","Office Of Communications-Admin","140628.06","0.00","12981.04","0.00","0.00","0.00","805.10","40844.01","0.00","1248.44","1799.98","198306.63"
"2018","Permanent","Police Records Technician","Criminal Investigations","55909.16","5928.99","0.00","340.00","0.00","0.00","1249.52","16466.20","582.77","17026.67","0.00","97503.31"
"2018","Permanent","Aquatics Maintenance Worker","Custodial Services","65291.99","14784.87","3515.72","0.00","0.00","0.00","1443.71","19137.69","782.84","17026.67","0.00","121983.49"
"2018","Permanent","Police Lieutenant","Strategic Services Division","180368.79","0.00","10226.76","48563.96","0.00","0.00","12515.40","110184.11",,"17026.67",,"378885.69"
"2018","Permanent","Police Officer","Criminal Investigations","110526.06","7768.90","1049.65","30047.36","0.00","0.00","7336.42","67661.82",,"17026.67",,"241416.88"
"2018","Permanent","Maintenance Crew Leader","Promenade Maintenance","69746.64","1089.79","3685.80","1114.46","0.00","0.00","845.79","20594.83","706.22","17026.67","0.00","114810.20"
"2018","Permanent","Police Officer","Strategic Services Division","110526.01","44791.88","3936.20","39835.70","0.00","0.00","7336.42","67661.80",,"17026.67",,"291114.68"
"2018","Permanent","Custodial Supervisor","Custodial Services","84887.93","0.00","10121.25","0.00","0.00","0.00","900.12","24654.85","232.56","17026.67","0.00","137823.38"
"2018","Permanent","Human Resources Analyst","Employment and Classification","112793.04","0.00","5672.41","0.00","0.00","0.00","779.97","32765.61",,"17026.67",,"169037.70"
"2018","Permanent","Fiscal Staff Asst II","Transit Finance and Admin Svs","62604.14","0.00","2397.91","0.00","0.00","0.00","647.64","18164.83","578.74","17026.67","0.00","101419.93"
"2018","Permanent","Police Officer","Criminal Investigations","110525.98","49122.54","3044.00","40657.52","0.00","0.00","7336.42","67661.78",,"17026.67",,"295374.91"
"2018","Permanent","Traffic Services Officer","Strategic Services Division","43525.71","6541.78","3480.65","910.00","0.00","0.00","953.41","12824.39","409.67","17026.67","0.00","85672.28"
"2018","Permanent","Lead Building & Safe Permit Sp","Building & Safety","79688.28","342.43","5033.76","0.00","600.08","0.00","857.17","23323.97","669.32","17026.67","0.00","127541.68"
"2018","Permanent","Police Officer","Criminal Investigations","67490.17","30548.89","8843.19","26875.09","0.00","50.00","41317.37","39629.76",,"17026.67",,"231781.14"
"2018","Permanent","Fire Captain - Suppression","Fire Suppression & Rescue","149000.28","33363.78","1214.01","39156.06","7215.94","1415.27","1259.96","76297.83","1080.04","17026.67","0.00","327029.83"
"2018","Permanent","Police Officer","Criminal Investigations","110526.01","44051.60","8187.30","39021.97","0.00","150.00","11336.42","67175.73",,"17026.67",,"297475.70"
"2018","Permanent","Custodian I","Custodial Services","48570.51","11259.84","1542.68","1067.11","600.08","0.00","1224.04","14771.79",,"17026.67",,"96062.72"
"2018","Permanent","Street Services Worker II","Street Maintenance","67380.02","10081.66","263.72","0.00","0.00","0.00","1172.79","19699.24",,"17026.67",,"115624.10"
"2018","Permanent","Sewer Maintenance Worker II","Water Resources-Wastewater","63396.01","5543.30","2590.70","5039.51","0.00","0.00","1201.30","18510.93","782.84","17026.67","0.00","114091.25"
"2018","Permanent","Custodian I","Custodial Services","50412.01","160.57","187.84","1656.80","0.00","0.00","1133.58","15297.38","782.84","17026.67","0.00","86657.69"
"2018","Permanent","Sr Admin Analyst","Public Landscape Admin","113447.91","0.00","7635.92","0.00","0.00","0.00","207.72","32949.81",,"17026.67",,"171268.03"
"2018","Permanent","Police Sergeant","Police - Operations","124902.04","46350.83","15271.73","38452.97","0.00","0.00","8165.80","73815.63",,"17026.67",,"323985.67"
"2018","Permanent","Traffic Services Supervisor","Strategic Services Division","83268.05","25535.86","3843.13","8.00","600.08","0.00","1580.94","24570.16","232.56","17026.67","0.00","156665.44"
"2018","Permanent","Parking Permits Asst","Parking Operations","63215.95","0.00","15.09","0.00","0.00","0.00","634.38","18364.40","623.12","17026.67","0.00","99879.61"
"2018","Permanent","Water Crew Leader","Water Resources-Water","77172.04","22159.13","315.37","735.09","0.00","0.00","1421.16","22496.01","507.76","17026.67","0.00","141833.23"
"2018","Permanent","Tree Trimmer","Urban Forest","64224.05","949.47","0.00","0.00","0.00","0.00","1448.71","18712.91","782.84","17026.67","0.00","103144.65"
"2018","Permanent","Community Svs Program Spec","Community Recreation-Sports","21143.08","943.37","3065.48","442.75","0.00","0.00","250.04","6145.29","228.52","17026.67","0.00","49245.19"
"2018","Permanent","Community Svs Program Spec","Human Services - CREST","34529.58","760.01","261.60","0.00","0.00","0.00","353.31","10030.93","401.62","17026.67","0.00","63363.72"
"2018","Permanent","Community Svs Program Spec","Human Services - VAP","42221.49","20.61","164.87","522.50","577.00","0.00","457.95","12575.08","480.38","17026.67","0.00","74046.55"
"2018","Permanent","Revenue Collections Asst","Counting Room Operations","39642.25","0.00","1438.97","0.00","0.00","0.00","2083.12","11520.64","502.02","1248.44","1799.98","58235.42"
"2018","Permanent","Community Svs Program Spec","Human Services - CREST","34529.58","0.00","0.00","0.00","0.00","0.00","332.88","10030.93",,"17026.67",,"61920.06"
"2018","Permanent","Customer Services Assistant","Transit Finance and Admin Svs","26385.25","1128.46","183.38","41.51","0.00","0.00","283.78","5392.41","334.72","1248.44","0.00","34997.95"
"2018","Permanent","Cultural Affairs Coordinator","Cultural Affairs","28873.40","3837.65","220.57","0.00","0.00","0.00","326.51","5893.15","334.72","17026.67","0.00","56512.67"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","0.00","0.00","900.00","0.00","0.00","0.00","4.00",,,,,"904.00"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","21853.60","27097.19","0.00","268.00","0.00","0.00","248.00","4466.14",,"17026.67",,"70959.60"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","21778.60","23324.05","0.00","215.65","0.00","0.00","268.00","4451.52",,"17026.67",,"67064.49"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","21199.36","24496.24","0.00","123.97","0.00","0.00","236.00","4326.65",,"17026.67",,"67408.89"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","21376.80","28080.65","0.00","0.00","230.80","0.00","294.00","4413.69","600.08","17026.67","0.00","72022.69"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","21376.80","26439.33","0.00","0.00","0.00","0.00","338.00","4364.48","600.08","17026.67","0.00","70145.36"
"2018","Permanent","Resource Rec & Recyc Equip Op","Resource Recovery & Recycling","36014.87","3982.38","0.00","0.00","0.00","0.00","207.33","3670.29",,"17026.67",,"60901.54"
"2018","Permanent","Motor Coach Operator Trainee","Transit Operations - MCO","1396.11","1355.76","64.56","0.00","0.00","0.00","0.00","272.07",,"1248.44",,"4336.94"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","14665.00","17953.83","0.00","24.14","0.00","0.00","622.50","3048.84","369.28","17026.67","0.00","53710.26"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","12600.00","13600.89","0.00","0.00","0.00","0.00","14.00","2650.84",,"17026.67",,"45892.40"
"2018","Permanent","Motor Coach Operator Trainee","Transit Operations - MCO","1947.20","1993.62","65.60","0.00","0.00","0.00","0.00","403.32",,"1248.44",,"5658.17"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","8485.48","7571.09","0.00","15.47","0.00","0.00","12.00","1809.10","230.80","17026.67","0.00","35150.61"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","6815.88","6261.81","0.00","25.26","0.00","0.00","14.00","1453.15",,"1248.44",,"15818.53"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","3458.80","3206.88","0.00","0.00","0.00","0.00","16.00","737.42",,"17026.67",,"24445.76"
"2018","Permanent","Police Records Technician","Criminal Investigations","53748.51","453.94","0.00","0.00","0.00","0.00","1014.10","15671.01","496.22","17026.67","0.00","88410.45"
"2018","Permanent","Fire Engineer - Suppression","Fire Suppression & Rescue","126288.00","53638.01","5110.51","46755.31","7215.94","3230.62","1259.96","70903.91","1080.04","17026.67","0.00","332508.97"
"2018","Permanent","Custodian I","Custodial Services","50411.92","6016.75","193.89","0.00","0.00","0.00","1163.76","14815.93","782.84","17026.67","0.00","90411.75"
"2018","Permanent","Underground Utilities Locator","Water Resources-Water","74819.94","1888.48","8345.31","0.00","0.00","0.00","1042.53","21788.85","782.84","17026.67","0.00","125694.62"
"2018","Permanent","Motor Coach Operator","Transit Operations - MCO","60926.02","4536.54","234.72","0.00","0.00","0.00","1167.16","17938.54",,"17026.67",,"101829.65"
"2018","Permanent","Tree Trimmer","Urban Forest","27387.83","0.00","0.00","0.00","0.00","0.00","342.85","8164.80","365.46","17026.67","0.00","53287.61"
"2018","Permanent","Police Officer","Police - Operations","110526.02","7335.26","6245.44","35187.91","1799.98","0.00","7336.42","70069.88",,"17026.67",,"255527.58"
"2018","Permanent","Parks Maintenance Crew Leader","Park Maintenance","73715.94","544.90","3685.80","0.00","0.00","0.00","2390.49","21469.74","782.84","17026.67","0.00","119616.38"
"2018","Permanent","Resource Rec & Recyc Equip Op","Resource Recovery & Recycling","63132.08","2321.91","0.00","0.00","0.00","0.00","1026.59","18446.94","637.76","17026.67","0.00","102591.94"
"2018","Permanent","Community Svs Pgm Supv-Youth","Human Services - PAL","79139.94","4379.15","9435.93","1314.00","0.00","0.00","0.00","23367.66","232.56","17026.67","0.00","134895.90"
"2018","Permanent","Police Records Technician","Criminal Investigations","64693.61","1302.14","0.00","962.58","0.00","0.00","1291.72","19281.97","521.20","17026.67","0.00","105079.89"
"2018","Permanent","Custodian II","Custodial Services","54539.97","5034.47","5565.45","2052.19","0.00","0.00","1277.05","16610.21","782.84","17026.67","0.00","102888.85"
"2018","Permanent","Promenade Maintenance Supv","Promenade Maintenance","91871.98","11.04","10247.26","0.00","0.00","0.00","900.12","26683.30","232.56","17026.67","0.00","146972.93"
"2018","Permanent","Circulation Supervisor","Reference Services","1211.71","0.00","0.00","0.00","0.00","0.00","0.00","340.83",,"17026.67",,"18579.21"
"2018","Permanent","Police Officer","Strategic Services Division","110526.00","22847.72","0.00","27598.00","1799.98","0.00","7336.42","66272.34",,"17026.67",,"253407.13"
"2018","Permanent","Pr Planning & Cmty Dev Analyst","PCD - Administration","124836.06","0.00","14884.29","0.00","0.00","0.00","207.72","36257.38",,"17026.67",,"193212.12"
"2018","Permanent","Police Officer","Police - Operations","110526.00","78558.96","11414.84","65991.32","0.00","50.00","7336.42","71947.56",,"17026.67",,"362851.77"
"2018","Permanent","Fire Engineer - Suppression","Fire Suppression & Rescue","81991.41","7101.45","8461.14","13399.78","4684.87","0.00","823.82","39256.02","706.18","17026.67","0.00","173451.34"
"2018","Permanent","Police Lieutenant","Criminal Investigations","183532.85","0.00","12016.38","55671.73","0.00","0.00","12208.51","114592.44",,"17026.67",,"395048.58"
"2018","Permanent","Police Records Technician","Criminal Investigations","19911.50","1117.39","0.00","49.50","0.00","0.00","309.92","5669.15","161.56","17026.67","0.00","44245.69"
