"category","indicator","sub_indicator","locality","gender","council_district","fiscal_year","fy_qtr","calendar_year","cy_qtr","quarter_start","as_of_date","unit_of_measure","unit_text","value","source"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","BLDG. MATRL. AND GARDEN EQUIP. AND SUPPLIES","LOS ANGELES CITY",,"CITY TOTAL","2002","2002-03","2002","2002-01","1-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","476293.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1225840.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2007","2007-01","2006","2006-03","7-1-2006","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1055041.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","696246.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2007","2007-03","2007","2007-01","1-1-2007","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2447412","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","CLOTHING AND CLOTHING ACCESSORIES STORES","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-01","2009","2009-03","7-1-2009","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","604437.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2001","2001-04","2001","2001-02","4-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","701948.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-04","2011","2011-02","4-1-2011","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1279711.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-01","2010","2010-03","7-1-2010","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","871792.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1023589.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-03","2003","2003-01","1-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2056052.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","CLOTHING AND CLOTHING ACCESSORIES STORES","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","777599.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","647075.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-02","2009","2009-04","10-1-2009","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1360319.6","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2013","2013-04","2013","2013-02","4-1-2013","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","978643.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2013","2013-03","2013","2013-01","1-1-2013","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1683595.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2007","2007-01","2006","2006-03","7-1-2006","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","433067.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2640244.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2001","2001-04","2001","2001-02","4-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","953788.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1035716.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1105888.7","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GENERAL MERCHANDISE STORES","LOS ANGELES CITY",,"CITY TOTAL","2008","2008-01","2007","2007-03","7-1-2007","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","980198.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2001","2001-01","2000","2000-03","7-1-2000","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","384665.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2004","2004-02","2003","2003-04","10-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2035511.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-04","2003","2003-02","4-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","661816.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","CLOTHING AND CLOTHING ACCESSORIES STORES","LOS ANGELES CITY",,"CITY TOTAL","2007","2007-01","2006","2006-03","7-1-2006","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","447378.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","CLOTHING AND CLOTHING ACCESSORIES STORES","LOS ANGELES CITY",,"CITY TOTAL","2006","2006-03","2006","2006-01","1-1-2006","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","429066.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2007","2007-02","2006","2006-04","10-1-2006","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","321898.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1027799.7","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-04","2003","2003-02","4-1-2003","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","400751","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-01","2014","2014-03","7-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","651091.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","483723.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","BLDG. MATRL. AND GARDEN EQUIP. AND SUPPLIES","LOS ANGELES CITY",,"CITY TOTAL","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","613929.7","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","838963","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-04","2014","2014-02","4-1-2014","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","431387.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2006","2006-02","2005","2005-04","10-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1231233.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD SERVICES AND DRINKING PLACES","LOS ANGELES CITY",,"CITY TOTAL","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2103338.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2009","2009-04","2009","2009-02","4-1-2009","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","389880.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","BLDG. MATRL. AND GARDEN EQUIP. AND SUPPLIES","LOS ANGELES CITY",,"CITY TOTAL","2003","2003-01","2002","2002-03","7-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","466740.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","ALL OTHER OUTLETS","LOS ANGELES CITY",,"CITY TOTAL","2002","2002-02","2001","2001-04","10-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","2226106.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","MOTOR VEHICLE AND PARTS DEALERS","LOS ANGELES CITY",,"CITY TOTAL","2002","2002-03","2002","2002-01","1-1-2002","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","916916.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GENERAL MERCHANDISE STORES","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-03","2005","2005-01","1-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","906669.7","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","BLDG. MATRL. AND GARDEN EQUIP. AND SUPPLIES","LOS ANGELES CITY",,"CITY TOTAL","2016","2016-01","2015","2015-03","7-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","592989.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2000","2000-04","2000","2000-02","4-1-2000","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","611796.4","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2014","2014-01","2013","2013-03","7-1-2013","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","983374.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2010","2010-03","2010","2010-01","1-1-2010","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","388219.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2002","2002-02","2001","2001-04","10-1-2001","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","565122.3","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","440127.8","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2013","2013-01","2012","2012-03","7-1-2012","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1218835","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","FOOD AND BEVERAGE STORES","LOS ANGELES CITY",,"CITY TOTAL","2013","2013-01","2012","2012-03","7-1-2012","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","587116.5","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","BLDG. MATRL. AND GARDEN EQUIP. AND SUPPLIES","LOS ANGELES CITY",,"CITY TOTAL","2007","2007-03","2007","2007-01","1-1-2007","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","600309.9","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","CLOTHING AND CLOTHING ACCESSORIES STORES","LOS ANGELES CITY",,"CITY TOTAL","2013","2013-03","2013","2013-01","1-1-2013","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","767991.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GENERAL MERCHANDISE STORES","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-02","2004","2004-04","10-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","893315","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","HOME FURNISHINGS AND APPLIANCE STORES","LOS ANGELES CITY",,"CITY TOTAL","2012","2012-03","2012","2012-01","1-1-2012","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","416596.7","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GASOLINE STATIONS","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-03","2005","2005-01","1-1-2005","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","889190.7","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2011","2011-03","2011","2011-01","1-1-2011","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","883666.2","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2016","2016-02","2015","2015-04","10-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1030463.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","GENERAL MERCHANDISE STORES","LOS ANGELES CITY",,"CITY TOTAL","2015","2015-03","2015","2015-01","1-1-2015","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","736266.1","BOARD OF EQUALIZATION"
"TAXABLE SALES","TAXABLE SALES BY SECTOR","OTHER RETAIL","LOS ANGELES CITY",,"CITY TOTAL","2005","2005-02","2004","2004-04","10-1-2004","04-11-2017","$","THOUSANDS, SEASONALLY ADJUSTED","1211637.4","BOARD OF EQUALIZATION"
