"project_address","city","state","zip","latitude","longitude","program_types","of_programs"
"6805  Louise Avenue",,"CA","91406","34.194254800000003","-118.5101708","Earthquake","14"
"12525-12563 Washington Place",,"CA","90066","33.998399900000003","-118.43303899999999","Major Projects","14"
"5503 S Figueroa Street",,"CA","90044","33.991866299999998","-118.28311050000001","Major Projects","32"
"1211 E 43rd Street",,"CA","90011","34.005944300000003","-118.253873","Major Projects","5"
"2214-2258 Parkside Avenue",,"CA","90031","34.071937400000003","-118.19990559999999","Major Projects","130"
"9130 S Figueroa Street",,"CA","90003","33.953333000000001","-118.282342","Major Projects","19"
"1938 N Argyle Avenue",,"CA","90068","34.106378900000003","-118.324842","Major Projects","23"
"433 Casanova",,"CA","90012","34.071875599999998","-118.2289656","Major Projects","27"
"1140 N Gower Street",,"CA","90038","34.092005","-118.321939","Major Projects","55"
"1514 N Saint Andrews Place",,"CA","90028","34.098737999999997","-118.310947","Major Projects","16"
"1221 W 29th Street",,"CA","90007","34.028679400000001","-118.2870489","Major Projects","20"
"12111 Chandler Boulevard",,"CA","91607","34.168843899999999","-118.3973713","Major Projects","92"
"981 Harbor Village Drive",,"CA","90710","33.792781900000001","-118.29251549999999","Major Projects","196"
"1711 W 3rd Street",,"CA","90017","34.061037200000001","-118.2682884","Major Projects","65"
"6376 Yucca Street",,"CA","90028","34.1037094","-118.32917879999999","Major Projects","46"
"622-628 S Alvarado Street",,"CA","90057","34.0585843","-118.2750758","Major Projects","78"
"151 Ocean Front Walk",,"CA","90291","33.995638999999997","-118.48107299999999","Major Projects","32"
"6503 Victoria Avenue",,"CA","90043","33.980505299999997","-118.33236429999999","Major Projects","10"
"2117-2119 W 54th Street",,"CA","90062","33.993510999999998","-118.31675300000001","Major Projects","22"
"1134-1146 S Pacific Avenue",,"CA","90731","33.733446200000003","-118.28776120000001","Major Projects","40"
"3100 Fletcher Drive",,"CA","90065","34.115910200000002","-118.2433932","Major Projects","84"
"404 S Cochran Avenue",,"CA","90036","34.066727399999998","-118.3469261","Major Projects","27"
"2235 Norwalk Avenue",,"CA","90041","34.133243999999998","-118.217142","Major Projects","14"
"10601 S Broadway",,"CA","90003","33.939897000000002","-118.278739","Major Projects","15"
"641-647 E 27th Street",,"CA","90011","34.021101000000002","-118.26223","Major Projects","7"
"905 E 6th Street",,"CA","90021","34.039435099999999","-118.2406652","Major Projects","60"
"11050 Arminta Street",,"CA","91352","34.213703600000002","-118.3720907","Major Projects","10"
"1418 W 218th & 1435 W 223rd Street",,"CA","90501","33.829186700000001","-118.3169714","Major Projects","12"
"14222 Calvert Street",,"CA","91401","34.181407","-118.443006","Earthquake","1"
"14210 Calvert Street",,"CA","91401","34.181407","-118.44267499999999","Earthquake","1"
"1303 S Gramercy Place",,"CA","90019","34.046762000000001","-118.313463","Major Projects","24"
"3507 Stocker Street",,"CA","90008","34.008715000000002","-118.33359400000001","Major Projects","12"
"639 S Commonwealth",,"CA","90005","34.062225099999999","-118.28604110000001","Major Projects","70"
"16815 Kingsbury Street",,"CA","91344","34.263415000000002","-118.49858999999999","Earthquake","10"
"21618 Saticoy Street",,"CA","91304","34.208069399999999","-118.6009358","Earthquake","18"
"21101 W Saticoy Street",,"CA","91304","34.208787000000001","-118.59312","Major Projects","23"
"7400 Alabama Avenue",,"CA","91303","34.204813999999999","-118.59868299999999","Earthquake","2"
"7440 Alabama Avenue",,"CA","91303","34.205708899999998","-118.5989209","Major Projects","21"
"14160 Sherman Way",,"CA","91405","34.200847000000003","-118.442044","Bond","3"
"14160 Sherman Way",,"CA","91405","34.200847000000003","-118.442044","Earthquake","11"
"20234 Roscoe Boulevard",,"CA","91306","34.219669400000001","-118.57442709999999","Earthquake","25"
"1536 N Serrano Avenue",,"CA","90027","34.099173399999998","-118.3066292","Earthquake","42"
"9601-9621 Reseda Boulevard",,"CA","91324","34.245299600000003","-118.53647290000001","Earthquake","23"
"10020 Zelzah Avenue",,"CA","91324","34.252729299999999","-118.522998","Land Use","8"
"21431 Saticoy Street",,"CA","91304","34.208635000000001","-118.5986276","Earthquake","10"
"14216 Calvert Street",,"CA","91401","34.181407","-118.442841","Earthquake","1"
"15546-15550 Vanowen Street",,"CA","91406","34.193693199999998","-118.4721301","Earthquake","3"
"14247 Calvert Street",,"CA","91401","34.181949000000003","-118.443833","Earthquake","1"
"14716 Delano Street",,"CA","91405","34.182355999999999","-118.45375799999999","Earthquake","9"
"5173 Hollywood Boulevard",,"CA","90027","34.101969599999997","-118.3030234","Earthquake","9"
"6018 - 6020 Carlton Way",,"CA","90028","34.1003531","-118.3210651","Earthquake","2"
"7550 Jordan Avenue",,"CA","91303","34.219613199999998","-118.63432950000001","Earthquake","5"
"9950 Zelah Avenue",,"CA","91325","34.2400436","-118.5155901","Earthquake","1"
"9950 Zelah Avenue",,"CA","91325","34.2400436","-118.5155901","Earthquake","3"
"16830 Kingsbury Street",,"CA","91344","34.262961799999999","-118.49918479999999","Earthquake","32"
"7628 Owensmouth Avenue",,"CA","91304","34.209076000000003","-118.600944","Earthquake","5"
"7428 Alabama Avenue",,"CA","91303","34.205500999999998","-118.598602","Earthquake","2"
"7408 Alabama Avenue",,"CA","91303","34.204951000000001","-118.59868299999999","Earthquake","2"
"7414 Alabama Avenue",,"CA","91303","34.205088000000003","-118.59868400000001","Earthquake","2"
"5831 Carlton Way",,"CA","90028","34.100807000000003","-118.316964","Earthquake","2"
"4607 Willis Avenue",,"CA","91403","34.154595","-118.45580200000001","Earthquake","7"
"20358 Saticoy Street",,"CA","91304","34.207656","-118.577383","Earthquake","18"
"5922 Carlton Way",,"CA","90028","34.1001257","-118.31879669999999","Earthquake","3"
"14668 Hubbard Street",,"CA","91342","34.289022000000003","-118.450827","Earthquake","1"
"14662 Hubbard Street",,"CA","91342","34.289149399999999","-118.4506164","Earthquake","1"
"14654 Hubbard Street",,"CA","91342","34.289276000000001","-118.450479","Earthquake","1"
"14678 Hubbard Street",,"CA","91342","34.288943099999997","-118.45098659999999","Earthquake","1"
"10620 Balboa Boulevard",,"CA","91344","34.262819","-118.5016","Earthquake","13"
"14648 Hubbard Street",,"CA","91342","34.289403","-118.450305","Earthquake","1"
"4320 Mammoth Avenue",,"CA","91423","34.148943799999998","-118.4321073","Earthquake","4"
"6040 Carlton Way",,"CA","90028","34.100199000000003","-118.321566","Earthquake","6"
"4438 Vesper Avenue",,"CA","91423","34.152402000000002","-118.45063500000001","Earthquake","1"
"511-517 S Mariposa Avenue",,"CA","90020","34.064772900000001","-118.2994652","Major Projects","24"
"511-517 S Mariposa Avenue",,"CA","90020","34.064772900000001","-118.2994652","Bond","5"
"11220 Moorpark Street",,"CA","91602","34.149503000000003","-118.37515","Earthquake","31"
"14646 Dickens Street",,"CA","91423","34.150086000000002","-118.45344","Earthquake","5"
"7219 Bakman Avenue",,"CA","91352","34.201892000000001","-118.378199","Earthquake","2"
"9700 S Central Avenue",,"CA","90002","33.948318899999997","-118.2537509","Earthquake","8"
"14500 Olive View Drive",,"CA","91432","34.323740000000001","-118.448998","Earthquake","40"
"20711 Vanowen Street",,"CA","91303","34.194431999999999","-118.584582","Earthquake","20"
"5225 Cahuenga Boulevard",,"CA","91601","34.165529900000003","-118.361852","Earthquake","1"
"13558 Moorpark Street",,"CA","91423","34.150100999999999","-118.428905","Earthquake","2"
"2660 La Cienega Avenue",,"CA","90034","34.033203100000001","-118.3783569","Earthquake","8"
"5205 Hollywood Boulevard",,"CA","90068","34.101763400000003","-118.3038068","Earthquake","2"
"964 S Fedora",,"CA","90006","34.053724000000003","-118.29757499999999","Bond","4"
"404 Shatto Place",,"CA","90020","34.066689400000001","-118.2897181","Land Use","14"
"1626 S Barrington Avenue",,"CA","90025","34.042082999999998","-118.45417","Land Use","2"
"514 Westlake Avenue",,"CA","90057","34.059197500000003","-118.2730548","Major Projects","14"
"3885-3895 S Western Avenue",,"CA","90062","34.014833000000003","-118.30923300000001","Major Projects","34"
"12523 W Burbank Boulevard",,"CA","91407","34.1724478","-118.4064411","Earthquake","1"
"15454 Sherman Way",,"CA","91406","34.201032499999997","-118.4696069","Bond","78"
"269 S Loma Drive",,"CA","90026","34.060319700000001","-118.2656494","Major Projects","19"
"11754 Vanowen Street",,"CA","91605","34.193637000000003","-118.389527","Major Projects","11"
"13230 Bromont Avenue",,"CA","91342","34.311326899999997","-118.4381513","Major Projects","17"
"2701 Wilshire Boulevard",,"CA","90057","34.061435299999999","-118.2824384","Major Projects","79"
"623 S Rampart Boulevard",,"CA","90057","34.061675800000003","-118.28215830000001","Land Use","25"
"623 S Rampart Boulevard",,"CA","90057","34.061675800000003","-118.28215830000001","Major Projects","11"
"4080 S Vermont Avenue",,"CA","90037","34.009308599999997","-118.2911763","Major Projects","25"
"1300-1336 Angelina Street",,"CA","90026","34.064765399999999","-118.25665239999999","Major Projects","40"
"10210 S Figueroa Street",,"CA","90003","33.943337300000003","-118.2821732","Major Projects","15"
"1302 E 41st Street",,"CA","90011","34.008958800000002","-118.2516918","Major Projects","11"
"9730 Reseda Boulevard",,"CA","91324","34.247420599999998","-118.5356094","Earthquake","44"
"3919 Nicolet",,"CA","90008","34.015603800000001","-118.35131010000001","Bond","4"
"3939 Ursula Avenue",,"CA","90008","34.015261700000003","-118.3527673","Bond","4"
"4040 Nicolet",,"CA","90008","34.013421399999999","-118.3508911","Bond","4"
"4729 Tacana Street",,"CA","90008","34.016607399999998","-118.3515171","Bond","5"
"6122 11th Street",,"CA","90043","33.983967999999997","-118.328881","Bond","2"
"6122 11th Street",,"CA","90043","33.983967999999997","-118.328881","Major Projects","83"
"14400 Chandler Boulevard",,"CA","91403","34.168492999999998","-118.4469972","Earthquake","10"
"8750 Topanga Canyon Boulevard",,"CA","91304","34.229649000000002","-118.602459","Bond","8"
"4621 Vista Del Monte Avenue",,"CA","91423","34.155366999999998","-118.450166","Bond","5"
"14045 Oxnard Street",,"CA","91401","34.179996000000003","-118.439092","Earthquake","39"
"14327 Dickens Street",,"CA","91423","34.149614999999997","-118.44537800000001","Earthquake","1"
"1726 N Kenmore Avenue",,"CA","90027","34.102642000000003","-118.296927","Earthquake","21"
"5443 Carlton Way",,"CA","90027","34.1008456","-118.308699","Earthquake","61"
"15543 Nordhoff Street",,"CA","91343","34.236241700000001","-118.47132689999999","Earthquake","38"
"20902 Denker Street",,"CA","90501","33.839784000000002","-118.303566","Major Projects","6"
"523 S Rampart Boulevard",,"CA","90057","34.063211199999998","-118.2812084","Earthquake","29"
"523 S Rampart Boulevard",,"CA","90057","34.063211199999998","-118.2812084","Land Use","1"
"12112  El Dorado Avenue",,"CA","91342","34.289880799999999","-118.45079149999999","Earthquake","4"
"14722 Delano Street",,"CA","91405","34.182355999999999","-118.453923","Earthquake","9"
"15260 Rayen Street",,"CA","91343","34.231617","-118.465388","Major Projects","6"
"647 S San Pedro Street",,"CA","90021","34.041191499999996","-118.2462785","Major Projects","9"
"4839-4851 Coldwater Canyon Boulevard",,"CA","91423","34.159078999999998","-118.414119","Earthquake","6"
"4345 1/2 8th Avenue",,"CA","90008","34.005611100000003","-118.32547150000001","Earthquake","1"
"14643 Blythe Street",,"CA","91402","34.215704000000002","-118.45237299999999","Major Projects","14"
"14607 Blythe Street",,"CA","91402","34.215710000000001","-118.451249","Major Projects","32"
"2557 S Bronson Avenue",,"CA","90018","34.033119900000003","-118.333805","Earthquake","7"
"5415-5425  Sepulveda Boulevard",,"CA","91403","34.1692052","-118.4668432","Earthquake","32"
"4616 Cahuenga Boulevard",,"CA","91602","34.154513999999999","-118.360826","Earthquake","6"
"20258 Roscoe Boulevard",,"CA","91306","34.219748099999997","-118.57508230000001","Earthquake","13"
"6727  Darby Avenue",,"CA","91335","34.1927722","-118.53385350000001","Earthquake","19"
"5738 Carlton Way",,"CA","90028","34.100146000000002","-118.314994","Earthquake","8"
"7817 Lankershim Boulevard",,"CA","91605","34.212719","-118.38836000000001","NPP","55"
"19131 Victory Boulevard",,"CA","91335","34.187040000000003","-118.550214","Earthquake","10"
"19119 Victory Boulevard",,"CA","91335","34.187001600000002","-118.5498314","Earthquake","10"
"19207 Victory Boulevard",,"CA","91335","34.187049999999999","-118.55144199999999","Earthquake","10"
"19143 Victory Boulevard",,"CA","91335","34.187038999999999","-118.550611","Earthquake","10"
"19155 Victory Boulevard",,"CA","91335","34.187040000000003","-118.551008","Earthquake","10"
"9927 De Soto Avenue",,"CA","91311","34.250990999999999","-118.58935750000001","Earthquake","32"
"6150-6160 Hazeltine Avenue",,"CA","91401","34.182366399999999","-118.439651","Earthquake","1"
"8735 Orion Avenue",,"CA","91343","34.229377900000003","-118.472407","Earthquake","10"
"5316  Cahuenga Boulevard",,"CA","91601","34.167214000000001","-118.36120200000001","Earthquake","1"
"2727 Budlong Avenue",,"CA","90007","34.030112799999998","-118.29604930000001","NPP","12"
"3505 Bellevue Avenue",,"CA","90026","34.080098","-118.28229399999999","Earthquake","1"
"2010 Chariton Street",,"CA","90034","34.039991899999997","-118.3778937","Bond","8"
"19236 Bryant Street",,"CA","91324","34.226982999999997","-118.552688","Earthquake","6"
"6021 Carlton Way",,"CA","90028","34.100754700000003","-118.3207658","Earthquake","11"
"12793 Mercer Street",,"CA","91331","34.276536999999998","-118.412356","Major Projects","75"
"3075-3083 E 6th Street",,"CA","90023","34.032971000000003","-118.20293700000001","NPP","5"
"5008 Tilden Avenue",,"CA","91403","34.161586999999997","-118.447153","Earthquake","6"
"7317 Sepulveda Boulevard",,"CA","91405","34.203498000000003","-118.466807","Earthquake","20"
"7317 Sepulveda Boulevard",,"CA","91405","34.203498000000003","-118.466807","Bond","3"
"962 S Hoover",,"CA","90006","34.053454600000002","-118.283826","Major Projects","21"
"15919 Vanowen Street",,"CA","91401","34.194249900000003","-118.479966","Earthquake","5"
"5517 Sierra Vista Avenue",,"CA","90038","34.089882000000003","-118.312056","Earthquake","1"
"1645 N Harvard Boulevard",,"CA","90028","34.101239","-118.30467899999999","Earthquake","3"
"8634 Columbus Avenue",,"CA","91343","34.227293000000003","-118.46485699999999","Earthquake","29"
"8852 Orion Avenue",,"CA","91343","34.231608000000001","-118.471582","Earthquake","10"
"15251 Sunburst Street",,"CA","91343","34.234748500000002","-118.4649984","Earthquake","8"
"13922 Sayre Street",,"CA","91342","34.307450000000003","-118.436188","Earthquake","15"
"6524  Sepulveda Boulevard",,"CA","91411","34.189222299999997","-118.4657363","Earthquake","13"
"2239 S Marvin Avenue",,"CA","90016","34.036602999999999","-118.363788","Earthquake","5"
"5825 Reseda Boulevard",,"CA","91356","34.176339599999999","-118.53669379999999","Earthquake","4"
"4334-4346 Matilija Avenue",,"CA","91403","34.149951999999999","-118.433615","Bond","11"
"105 E ""I"" Street",,"CA","90744","33.7815327","-118.2621874","CRA","57"
"340 S Reno",,"CA","90057","34.066977000000001","-118.28373499999999","Major Projects","45"
"21429 Hart Street/7006 Alabama Avenue",,"CA","91303","34.197497599999998","-118.59882450000001","Major Projects","8"
"7006 Alabama",,"CA","91303","34.197497599999998","-118.59882450000001","Bond","5"
"250 S Avenue 50",,"CA","90042","34.102608799999999","-118.20046360000001","Major Projects","59"
"3819 Motor Avenue",,"CA","90232","34.0197091","-118.40374610000001","Major Projects","9"
"15258 Gresham Street",,"CA","91343","34.230654999999999","-118.465397","Earthquake","6"
"450 S Burlington Avenue",,"CA","90017","34.059018000000002","-118.269959","Earthquake","17"
"4516 Coliseum Street",,"CA","90016","34.016789000000003","-118.346301","Earthquake","6"
"13535 Moorpark Street",,"CA","91403","34.150874000000002","-118.42819","Earthquake","1"
"2861 Leeward Avenue",,"CA","90005","34.057881399999999","-118.30966479999999","Earthquake","5"
"528 N Benton Way",,"CA","90026","34.075498000000003","-118.273489","Major Projects","15"
"528 N Benton Way",,"CA","90026","34.075498000000003","-118.273489","Bond","5"
"5657 La Mirada Avenue",,"CA","90028","34.093952100000003","-118.3128986","Major Projects","14"
"836 Fedora Street",,"CA","90005","34.056609000000002","-118.29729399999999","Major Projects","11"
"130 S La Fayette Park Place",,"CA","90057","34.069230400000002","-118.2785959","Major Projects","14"
"1633-1637 N Mariposa Avenue",,"CA","90027","34.1009478","-118.29993570000001","Earthquake","2"
"3835 W 2nd Street",,"CA","90004","34.071354300000003","-118.2991286","Earthquake","7"
"14446 Dickens Street",,"CA","91403","34.149529800000003","-118.4478586","Earthquake","1"
"4601 Fulton Avenue",,"CA","91403","34.154074999999999","-118.42285800000001","Earthquake","1"
"11638 Riverside Drive",,"CA","91602","34.157297999999997","-118.38687","Earthquake","1"
"2330 S Santa Ana Boulevard",,"CA","90059","33.934476500000002","-118.23133780000001","Major Projects","44"
"18303 Kittridge Street",,"CA","91335","34.190629899999998","-118.53190410000001","Bond","16"
"1209 W 8th Street",,"CA","90017","34.050070300000002","-118.26798789999999","Land Use","70"
"1925 W Adams",,"CA","90018","34.033048999999998","-118.3067923","Land Use","74"
"9555 Reseda Boulevard",,"CA","91324","34.24427","-118.537265","Earthquake","52"
"9555 Reseda Boulevard",,"CA","91324","34.24427","-118.537265","Bond","13"
"509 S Union Drive",,"CA","90017","34.058228900000003","-118.2692936","Earthquake","25"
"4121 Wilshire Boulevard",,"CA","90010","34.062097999999999","-118.3174996","Major Projects","21"
"4121 Wilshire Boulevard",,"CA","90010","34.062097999999999","-118.3174996","Bond","7"
"507-509 1/2 N Normandie Avenue",,"CA","90004","34.080282500000003","-118.30056190000001","Earthquake","1"
"12012 Valleyheart Drive",,"CA","91604","34.146505900000001","-118.3927667","Earthquake","1"
"833 Carondelet Street",,"CA","90057","34.056051799999999","-118.28294990000001","Bond","10"
"1802 E 92nd Street",,"CA","90002","33.953265000000002","-118.2402591","Major Projects","60"
"6202-6224 S Hoover Street",,"CA","90044","33.982537000000001","-118.286693","Major Projects","38"
"16920 Chatsworth Street",,"CA","91344","34.264080999999997","-118.50053800000001","Major Projects","68"
"14757 Sherman Way",,"CA","91406","34.2018342","-118.4548625","Bond","17"
"11300 Exposition Boulevard",,"CA","90064","34.034430299999997","-118.43834219999999","Land Use","11"
"1355 W Court Street",,"CA","90026","34.064712999999998","-118.2575083","Land Use","23"
"2737 Sunset Boulevard",,"CA","90026","34.081652400000003","-118.2710694","Major Projects","22"
"1727 Morton Avenue",,"CA","90026","34.083252999999999","-118.25163259999999","Major Projects","40"
"406-412 E 5th Street",,"CA","90013","34.044145999999998","-118.244699","Major Projects","55"
"2141 Estrella Avenue",,"CA","90007","34.032247699999999","-118.2766857","Major Projects","12"
"721-725 S Main Street",,"CA","90014","34.043629000000003","-118.25231599999999","Major Projects","42"
"1315 James M Wood Boulevard",,"CA","90006","34.0494579","-118.2694054","Bond","5"
"1810 W 12th Street",,"CA","90006","34.047262000000003","-118.278986","Bond","4"
"746 S Lake Street",,"CA","90057","34.0556105","-118.278435","Major Projects","56"
"746 S Lake Street",,"CA","90006","34.0507396","-118.2818953","Bond","5"
"740-744 Valencia Street",,"CA","90017","34.051800299999996","-118.26992920000001","Major Projects","8"
"740-744 Valencia Street",,"CA","90017","34.051800299999996","-118.26992920000001","Land Use","13"
"15100-15126 Moorpark Street",,"CA","91403","34.153897999999998","-118.46241999999999","Major Projects","84"
"6823 - 6833 Owensmouth Avenue",,"CA","91303","34.194265199999997","-118.60158699999999","Major Projects","80"
"2208-2226 S Western Avenue",,"CA","90018","34.035502999999999","-118.308628","Major Projects","18"
"1139-1145 W Colorado Boulevard",,"CA","90041","34.138035000000002","-118.190988","Major Projects","35"
"1139-1145 W Colorado Boulevard",,"CA","90041","34.138035000000002","-118.190988","Bond","7"
"1717 E 103rd Street",,"CA","90002","33.943209400000001","-118.3071739","Major Projects","49"
"1717 E 103rd Street",,"CA","90002","33.943209400000001","-118.3071739","Bond","12"
"5500-5528 S Figueroa Street",,"CA","90037","33.991928000000001","-118.282281","Major Projects","25"
"4600 W Martin Luther King Boulevard",,"CA","90016","34.018033299999999","-118.3476019","Major Projects","116"
"1953-1959 Estrella Avenue",,"CA","90007","34.034089799999997","-118.2756145","Major Projects","23"
"9700 Laurel Canyon Boulevard",,"CA","91331","34.246445000000001","-118.41799899999999","Major Projects","63"
"9700 Laurel Canyon Boulevard",,"CA","91331","34.246445000000001","-118.41799899999999","Bond","16"
"2455 Colorado Boulevard",,"CA","90041","34.141506200000002","-118.2204122","Major Projects","17"
"2455 Colorado Boulevard",,"CA","90041","34.141508899999998","-118.220293","Bond","25"
"1031 S Hope Street",,"CA","90015","34.043271400000002","-118.2626374","Bond","26"
"1031 S Hope Street",,"CA","90015","34.043271400000002","-118.2626374","CRA","56"
"451 E 120th Street & 4023-33 Nicolet",,"CA","90061","33.919644300000002","-118.27312689999999","Major Projects","38"
"1800-1860 W Martin Luther King Jr Boulevard",,"CA","90062","34.010542000000001","-118.313478","Major Projects","33"
"1051 W 42nd Place",,"CA","90037","34.006667999999998","-118.29337200000001","Bond","8"
"1057 W 42nd Place",,"CA","90037","34.006669000000002","-118.293537","Bond","8"
"2263 Adams Boulevard",,"CA","90018","34.033048800000003","-118.3167253","Bond","8"
"2628 W Boulevard",,"CA","90016","34.034019000000001","-118.3404561","Bond","7"
"1225 W 36th Street",,"CA","90007","34.022968900000002","-118.2952738","Bond","10"
"1758 W 49th Street",,"CA","90062","33.9986903","-118.3109852","Bond","7"
"2647 Halldale Avenue",,"CA","90018","34.031277000000003","-118.30316000000001","Bond","12"
"3012 Halldale Avenue",,"CA","90018","34.026876000000001","-118.30238199999999","Bond","12"
"1407 W 60th Place",,"CA","90047","33.985267","-118.30058200000001","Bond","3"
"1243 W 24th Street",,"CA","90007","34.034618999999999","-118.2876727","Bond","7"
"1551 W 24th Street",,"CA","90007","34.034695599999999","-118.29615219999999","Bond","8"
"1038 S Ardmore Street",,"CA","90007","34.029511399999997","-118.2848199","Bond","4"
"1042 S Ardmore Street",,"CA","90006","34.120919600000001","-118.37572059999999","Bond","4"
"1052 S Ardmore Street",,"CA","90006","34.120919600000001","-118.37572059999999","Bond","4"
"2626 S Manhattan Place",,"CA","90018","34.031830300000003","-118.3097728","Bond","10"
"2646 S Manhattan Place",,"CA","90018","34.031288000000004","-118.30976","Bond","5"
"13141 Fountain Park Drive",,"CA","90094","33.974645899999999","-118.4294441","Land Use","331"
"13141 Fountain Park Drive",,"CA","90094","33.974645899999999","-118.4294441","Bond","50"
"5389 Playa Vista Drive",,"CA","90094","33.975638799999999","-118.4288777","Bond","60"
"2201 S Beverly Glen Boulevard",,"CA","90026","34.049876400000002","-118.4206569","Land Use","1"
"420 E Broadway",,"CA","90291","33.993207699999999","-118.4705187","Land Use","1"
"509 S Westlake Avenue",,"CA","90057","34.059630599999998","-118.2737422","Land Use","6"
"5846 W Carlton",,"CA","90028","34.1001257","-118.31749720000001","Land Use","21"
"9205 Burnet Avenue",,"CA","91343","34.237409","-118.46412599999999","Land Use","1"
"11337 Collins Street",,"CA","91316","34.174204099999997","-118.5067887","Land Use","2"
"560 S Stanford Avenue",,"CA","90013","34.041014500000003","-118.24229269999999","Major Projects","43"
"3405 S Arlington Avenue",,"CA","90018","34.025247","-118.31791800000001","Land Use","7"
"3405 S Arlington Avenue",,"CA","90018","34.025247","-118.31791800000001","Major Projects","48"
"13115 Bromont Avenue",,"CA","91342","34.309119299999999","-118.43607830000001","Major Projects","80"
"616 W 81st Street",,"CA","90044","33.965239599999997","-118.2848058","Major Projects","12"
"109 W 56th Street",,"CA","90003","33.991762799999997","-118.274288","Major Projects","12"
"1011 Waterloo Street",,"CA","90017","34.077675900000003","-118.267848","Major Projects","8"
"549-551 Ceres Avenue",,"CA","90013","34.040514000000002","-118.241089","Major Projects","20"
"10026 Laurel Canyon Boulevard",,"CA","91331","34.252634","-118.424954","Land Use","2"
"801 E 4th Place",,"CA","90013","34.044595200000003","-118.2364072","NPP","30"
"12145 Burbank Boulevard",,"CA","91607","34.172381299999998","-118.3981251","Major Projects","13"
"1156 W Adams Boulevard",,"CA","90007","34.031956200000003","-118.2853795","Bond","8"
"1531 - 1541 W Adams",,"CA","90007","34.0327579","-118.29545090000001","Bond","3"
"300 E 51st Street",,"CA","90011","33.996319999999997","-118.269935","Bond","5"
"1122 W 37th Drive",,"CA","90007","34.018811900000003","-118.292395","Bond","3"
"1358 Burnside Avenue",,"CA","90019","34.049019999999999","-118.354225","Bond","7"
"2908 W Vernon Avenue",,"CA","90008","34.003482599999998","-118.3250975","Bond","5"
"6427 Hoover Boulevard",,"CA","90044","33.980500200000002","-118.2873151","Bond","4"
"1045 W 18th Street",,"CA","90015","34.039643400000003","-118.2800033","Bond","12"
"3704 Military Avenue",,"CA","90034","34.016787999999998","-118.415266","Major Projects","5"
"3740 Kelton Avenue",,"CA","90034","34.017122000000001","-118.412307","Major Projects","5"
"1226 E 7th Street",,"CA","90021","34.036738999999997","-118.241715","Major Projects","66"
"421 S Bixel Street",,"CA","90017","34.056189699999997","-118.2610712","Major Projects","19"
"421 S Bixel Street",,"CA","90017","34.056189699999997","-118.2610712","Land Use","17"
"2250 E 111th Street",,"CA","90044","33.9478802","-118.29358910000001","CRA","74"
"2250 E 111th Street",,"CA","90059","33.9478802","-118.29358910000001","Land Use","3"
"11021 W McCormick Street",,"CA","91601","34.165972500000002","-118.3714963","CRA","7"
"5239-5243 Harmony Avenue",,"CA","91601","34.166356","-118.366748","CRA","14"
"816 Bartlett Street",,"CA","90012","34.062654000000002","-118.24508400000001","CRA","64"
"14109 Hubbard Street",,"CA","91342","34.298977000000001","-118.440736","CRA","1"
"14440 Bledsoe Street",,"CA","91342","34.320008000000001","-118.44791600000001","CRA","1"
"7205 Hollywood Boulevard",,"CA","90046","34.102118599999997","-118.3469815","CRA","70"
"5250 & 5324 N Denny Avenue",,"CA","91601","34.167332500000001","-118.36424959999999","CRA","1"
"5315 N Harmony Avenue",,"CA","91601","34.166991500000002","-118.36676540000001","CRA","17"
"636 N Hill Place",,"CA","90012","34.060647600000003","-118.2419903","CRA","123"
"9505 Laurel Canyon Boulevard",,"CA","91331","34.241325000000003","-118.41449","CRA","14"
"11247 W Morrison Street",,"CA","91601","34.160829100000001","-118.3760547","CRA","99"
"812 & 845 E 28th Street",,"CA","90011","34.018523399999999","-118.26024459999999","CRA","1"
"1120 E 32nd Street",,"CA","90011","34.014318699999997","-118.2558755","CRA","6"
"8319 S Broadway",,"CA","90003","33.963901999999997","-118.278633","CRA","25"
"6337 Primrose Avenue",,"CA","90068","34.110056800000002","-118.328108","CRA","20"
"1242 S Norton Avenue",,"CA","90019","34.048101000000003","-118.32311199999999","CRA","1"
"10377 S Grandee Avenue",,"CA","90002","33.941692199999999","-118.24360280000001","CRA","60"
"417 N Bonnie Brae Street",,"CA","90026","34.070132399999999","-118.26539459999999","CRA","44"
"6650 W Franklin Avenue",,"CA","90028","34.104915900000002","-118.3350974","CRA","114"
"6650 W Franklin Avenue",,"CA","90028","34.104915900000002","-118.3350974","Bond","1"
"11035 W Magnolia Boulevard",,"CA","91601","34.165356199999998","-118.371104","CRA","198"
"2420 S Western Avenue",,"CA","90018","34.034005999999998","-118.3084662","CRA","1"
"428 S Grandview Street",,"CA","90012","34.061943599999999","-118.2756607","CRA","27"
"861-77 Bunker Hill Avenue",,"CA","90012","34.064489299999998","-118.2422017","CRA","20"
"419 N Mountainview Avenue",,"CA","90026","34.0706402","-118.2669496","CRA","21"
"6233 W Fountain Avenue",,"CA","90028","34.0947022","-118.32582789999999","CRA","88"
"7850 S Normandie Avenue",,"CA","90044","33.968578700000002","-118.3000031","CRA","80"
"988 42nd Place",,"CA","90011","34.006388999999999","-118.25833299999999","CRA","20"
"6842 Gentry Avenue",,"CA","91605","34.195187300000001","-118.3928825","CRA","3"
"10202 S Broadway",,"CA","90003","33.943592000000002","-118.277755","CRA","4"
"10206 S Broadway",,"CA","90003","33.943468000000003","-118.277755","CRA","4"
