"project_address","city","state","zip","latitude","longitude","program_types","of_programs"
"1370 W Allison Avenue",,"CA","90026","34.0729112","-118.2519107","Land Use","5"
"306 N Alvarado Street",,"CA","90026","34.069403299999998","-118.2682647","Land Use","7"
"2006 W Sunset Boulevard",,"CA","90026","34.077494000000002","-118.262362","Land Use","3"
"1330 S Olive Street",,"CA","90015","34.037141800000001","-118.263424","Land Use","6"
"522 W 127th Street",,"CA","90044","33.917070099999997","-118.2838103","Land Use","14"
"7800 S Figueroa Street",,"CA","90003","33.968526799999999","-118.2823904","Land Use","8"
"901 E 7th Street",,"CA","90013","34.039070299999999","-118.2442234","Major Projects","40"
"6000 De Soto Avenue",,"CA","91367","34.179017799999997","-118.5887243","Land Use","25"
"12309 W Burbank Boulevard",,"CA","91607","34.172478300000002","-118.40111229999999","Land Use","1"
"17442 W Sherman Way",,"CA","91335","34.200878299999999","-118.51351200000001","Land Use","2"
"9261 N Wakefield Avenue",,"CA","91402","34.238765999999998","-118.448661","Land Use","1"
"426 S Sepulveda Boulevard",,"CA","90046","34.066697599999998","-118.4603202","Land Use","2"
"9800-9814 S Broadway",,"CA","90003","33.947097900000003","-118.277787","Land Use","4"
"3790 Wisconsin Street",,"CA","90037","34.017180500000002","-118.2928807","Land Use","26"
"229 S Avenue 22",,"CA","90031","34.072670600000002","-118.2176662","Land Use","1"
"740 W El Segundo Boulevard",,"CA","90247","33.916255700000001","-118.2884899","Land Use","2"
"16640 W Devonshire Street",,"CA","91344","34.257169599999997","-118.4952928","Land Use","1"
"2820 S Sawtelle Boulevard",,"CA","90064","34.028003699999999","-118.4321142","Land Use","3"
"12714 Vanowen Street",,"CA","91605","34.1936453","-118.4100966","Land Use","1"
"9148 N Telfair Avenue",,"CA","91352","34.2358732","-118.395695","Land Use","5"
"900 N Beaudry Avenue",,"CA","90012","34.067318","-118.246484","Land Use","4"
"739 N Wilcox Avenue",,"CA","90038","34.084463700000001","-118.3313127","Land Use","1"
"3328 - 3342 S Oakhurst Avenue",,"CA","90034","34.030246900000002","-118.3972368","Land Use","2"
"12739 Caswell Street",,"CA","90066","33.998456400000002","-118.437383","Land Use","5"
"25218 S Senator Avenue",,"CA","90710","33.795127899999997","-118.3025434","Land Use","1"
"11115 W Aqua Vista Street",,"CA","91602","34.145325700000001","-118.3723085","Land Use","2"
"5243 Huntington Drive N",,"CA","90032","34.090375000000002","-118.166736","Land Use","5"
"207 W Imperial Highway",,"CA","90061","33.931313000000003","-118.276405","Land Use","1"
"5536 N Lindley Avenue",,"CA","91316","34.171906800000002","-118.526493","Land Use","5"
"11336 W Martha Street",,"CA","91601","34.172861300000001","-118.3780438","Land Use","1"
"1050-1055 Ingraham Street",,"CA","90017","34.051335100000003","-118.26320870000001","Land Use","32"
"8000 S Broadway Street",,"CA","90003","33.966532999999998","-118.2780745","Land Use","7"
"2537 E 3rd Street",,"CA","90033","34.040607000000001","-118.208798","NPP","5"
"234 N Lake Street",,"CA","90026","34.06897","-118.269763","Bond","6"
"730 W El Segundo Boulevard",,"CA","90247","33.916173700000002","-118.2880486","Land Use","2"
"5315 N Bellingham Avenue",,"CA","91607","34.167189999999998","-118.399579","Land Use","1"
"11049 McCormick Street",,"CA","91601","34.166150000000002","-118.37217099999999","Land Use","1"
"444-450 N Hoover Street",,"CA","90026","34.079072799999999","-118.28428510000001","Land Use","29"
"1500 N Western Avenue",,"CA","90038","34.0452321","-118.3088412","Land Use","56"
"7551 Jordan Avenue",,"CA","91303","34.207974","-118.603303","Land Use","3"
"1216 Innes Avenue",,"CA","90026","34.071120999999998","-118.24880899999999","Land Use","1"
"6136 W Eleanor Avenue",,"CA","90038","34.089573000000001","-118.325778","Land Use","2"
"5535 Westlawn Avenue",,"CA","90066","33.980091899999998","-118.4155016","Land Use","61"
"19053 Nordoff Street",,"CA","91324","37.249107500000001","-119.56464649999999","Land Use","3"
"6820 W Whitley Terrace",,"CA","90068","34.110061100000003","-118.3335249","Land Use","1"
"15155 1/2 - 15157 1/2 W Victory Boulevard",,"CA","91411","34.186915800000001","-118.4638581","Land Use","1"
"635 S Norton Avenue",,"CA","90010","34.062208499999997","-118.3169688","Land Use","2"
"10510 S Avalon",,"CA","90002","33.940584000000001","-118.26482799999999","Bond","3"
"10634 - 10648 S Central Avenue",,"CA","90002","33.939458000000002","-118.253764","Bond","3"
"10648 S Central Avenue",,"CA","90002","33.939225399999998","-118.2541427","Bond","2"
"1811 - 1815 W 36th Place",,"CA","90018","34.022148999999999","-118.31249800000001","Bond","7"
"230 W 88th Place",,"CA","90003","33.956255599999999","-118.2706079","Bond","5"
"2809 W Boulevard",,"CA","90016","34.032574799999999","-118.3405583","Bond","3"
"2818 Leeward",,"CA","90005","34.058421199999998","-118.2848429","Bond","12"
"2828 - 2834 W Boulevard",,"CA","90019","34.032823899999997","-118.3405034","Bond","8"
"3918 - 3934 3/4 La Salle",,"CA","90062","34.011601599999999","-118.30557450000001","Bond","3"
"5426 Sierra Vista",,"CA","90036","34.0891947","-118.310204","Bond","13"
"8318 - 8324 S Main Street",,"CA","90003","33.963073000000001","-118.273537","Bond","7"
"10607 Kalmia",,"CA","90002","33.939427999999999","-118.231996","Bond","2"
"1141-1145 N Westmoreland",,"CA","90029","34.092103000000002","-118.28825399999999","Bond","3"
"1145 E 24th Place",,"CA","90011","34.021404199999999","-118.2555212","Bond","3"
"1151 E 20th Street",,"CA","90011","34.024777700000001","-118.25295629999999","Bond","7"
"1317 E 23rd Street",,"CA","90011","34.020667099999997","-118.2530903","Bond","3"
"1386 E 20th Street",,"CA","90011","34.021648499999998","-118.2493729","Bond","5"
"1835 W 25th Street",,"CA","90018","34.033906199999997","-118.3042634","Bond","7"
"2521 - 2525 S Juliet",,"CA","90007","34.033093600000001","-118.295603","Bond","1"
"2607 - 2617 S Mansfield",,"CA","90016","34.032019699999999","-118.35255239999999","Bond","3"
"3035 - 3045 N Sierra Street",,"CA","90031","34.081670799999998","-118.201357","Bond","8"
"4612 W Lexington",,"CA","90029","34.093184200000003","-118.289948","Bond","9"
"4829 W Lexington",,"CA","90029","34.093628000000002","-118.294347","Bond","17"
"643-651 3/4 N Kingsley",,"CA","90004","34.083148700000002","-118.30361859999999","Bond","8"
"7219 - 7225 S San Pedro",,"CA","90003","33.973976","-118.26989","Bond","7"
"9015 N Orion Avenue",,"CA","91404","34.234135000000002","-118.472284","Land Use","3"
"14611 W Vincennes Street",,"CA","91402","34.2404729","-118.450771","Land Use","12"
"6938 N Laurel Canyon Boulevard",,"CA","91605","34.1971463","-118.3960354","Land Use","2"
"4115 Glencoe Avenue",,"CA","90292","33.989100700000002","-118.44299650000001","Land Use","3"
"6645 Etiwanda Avenue",,"CA","91335","34.191630000000004","-118.53217100000001","Land Use","5"
"1304 W 2nd Street",,"CA","90026","34.060943799999997","-118.2593851","Land Use","55"
"1109 S Kingsley Drive",,"CA","90006","34.050579999999997","-118.30343670000001","Land Use","2"
"17837 Sherman Way",,"CA","91335","34.201526999999999","-118.52211","Land Use","2"
"7105 Hazeltine Avenue",,"CA","91405","34.199562","-118.440336","Land Use","1"
"13140 N Dronfield Avenue",,"CA","91342","34.309665500000001","-118.43938850000001","Land Use","2"
"14067 W Astoria Street",,"CA","91342","34.310871200000001","-118.44020570000001","Land Use","2"
"14078 W Astoria Street",,"CA","91342","34.309950000000001","-118.43938799999999","Land Use","2"
"3325 S Canfield Avenue F",,"CA","90034","34.0304954","-118.3953295","Land Use","1"
"1508 S Veteran Avenue",,"CA","90024","34.052413600000001","-118.4427319","Land Use","4"
"3183 W Wilshire Boulevard",,"CA","90010","34.061799999999998","-118.2912","Land Use","68"
"3183 W Wilshire Boulevard",,"CA","90010","34.061799999999998","-118.2912","CRA","22"
"1117 S Westlake Avenue",,"CA","90006","34.049421000000002","-118.28027400000001","Land Use","1"
"6033 W Eleanor Street",,"CA","90038","34.090100999999997","-118.323435","Land Use","2"
"14317 W Friar Street",,"CA","91401","34.185934000000003","-118.445026","Land Use","1"
"226 N Park View Street",,"CA","90026","34.070366","-118.272164","Land Use","1"
"2529 Sichel Street",,"CA","90031","34.076318299999997","-118.2134283","Land Use","1"
"6246-6248 N Vineland Avenue",,"CA","91606","34.184304300000001","-118.3700223","Land Use","2"
"208 E 120th Street",,"CA","90061","33.923361999999997","-118.27150899999999","Land Use","5"
"4660 N Kester Avenue",,"CA","91403","34.155556500000003","-118.45675780000001","Land Use","1"
"14154 E Gilmore Street",,"CA","91401","34.187347600000003","-118.4419178","Land Use","2"
"14116 Burbank Boulevard",,"CA","91401","34.171764000000003","-118.44068300000001","Land Use","2"
"1701 Nichols Canyon Road",,"CA","90046","34.1019042","-118.3584599","Land Use","2"
"4900 S Figueroa Street",,"CA","90037","33.997968800000002","-118.2823684","Land Use","40"
"4900 S Figueroa Street",,"CA","90037","33.997968800000002","-118.2823684","Major Projects","9"
"10991 W Pico Boulevard",,"CA","90064","34.038637299999998","-118.4320838","Major Projects","22"
"12258 W Montana Avenue",,"CA","90049","34.048164999999997","-118.475048","Land Use","1"
"16601 - 16613 Foothill Boulevard",,"CA","91342","34.320549999999997","-118.4923416","Land Use","23"
"640 N Kingsley Drive",,"CA","90004","34.082908799999998","-118.3029286","Land Use","2"
"1413 1/2 W 58th Place",,"CA","90047","33.988436299999996","-118.301779","Land Use","1"
"512 Rose Avenue",,"CA","90291","33.997981000000003","-118.47331","Land Use","7"
"833-853 N Edinburgh Avenue",,"CA","90046","34.086793100000001","-118.36413829999999","Land Use","5"
"13890 W Sayre Street",,"CA","91342","34.307993000000003","-118.43555000000001","Land Use","4"
"15506 Moorpark Street",,"CA","91436","34.155881000000001","-118.4720421","Land Use","1"
"1215 S Norton Avenue",,"CA","90019","34.048993699999997","-118.3236454","Land Use","2"
"5030 Santa Monica Boulevard",,"CA","90029","34.090658300000001","-118.2988132","Major Projects","5"
"5030 Santa Monica Boulevard",,"CA","90029","34.090658300000001","-118.2988132","Land Use","50"
"5030 Santa Monica Boulevard",,"CA","90029","34.090658300000001","-118.2988132","Bond","2"
"3221 Carter Avenue",,"CA","90292","33.986546599999997","-118.44640699999999","Land Use","24"
"1616 N Vine Street",,"CA","90028","34.100104199999997","-118.32664750000001","CRA","77"
"6118 Hazeltine Avenue",,"CA","91401","34.181401999999999","-118.439612","Land Use","1"
"918 S Oxford Avenue",,"CA","90006","34.055143600000001","-118.307464","Land Use","8"
"12021 W Kling Street",,"CA","91607","34.156285799999999","-118.3952245","Land Use","1"
"1046 S Holt Avenue",,"CA","90035","34.057938","-118.377989","Land Use","1"
"18425 W Malden Street",,"CA","91325","34.225827899999999","-118.535006","Land Use","1"
"5020 N Woodman Avenue",,"CA","91423","34.161926700000002","-118.43083439999999","Land Use","1"
"3992 S Inglewood Boulevard",,"CA","90066","34.002353599999999","-118.42538879999999","Land Use","1"
"15939-15943 Victory Boulevard",,"CA","91406","34.187102000000003","-118.48074200000001","Land Use","8"
"13426 W Vanowen Street",,"CA","91401","34.193791599999997","-118.4255881","Land Use","3"
"11501 W Hatteras Street",,"CA","91601","34.176036000000003","-118.382238","Land Use","1"
"1645 Abbot Kinney Boulevard",,"CA","90291","33.989583000000003","-118.4628148","Land Use","2"
"4462 N Woodman Avenue",,"CA","91423","34.152052300000001","-118.431213","Land Use","1"
"11950 Idaho Avenue",,"CA","90025","34.039056500000001","-118.4600016","Land Use","4"
"12015 S Figueroa Street",,"CA","90061","33.9230862","-118.283107","Land Use","9"
"12015 S Figueroa Street",,"CA","90061","33.9230862","-118.283107","Major Projects","10"
"1838 S Purdue Avenue",,"CA","90025","34.041903400000002","-118.4471145","Land Use","2"
"1759 S Beloit Avenue",,"CA","90025","34.045034100000002","-118.4461445","Land Use","1"
"10620 W Whipple Street",,"CA","91602","34.147562999999998","-118.362315","Land Use","1"
"6142 W Franklin Avenue",,"CA","90028","34.105216599999999","-118.3238063","Land Use","1"
"6940 N Sepulveda Boulevard",,"CA","91405","34.196802300000002","-118.46541449999999","Land Use","8"
"13627 W Sherman Way",,"CA","91405","34.201785000000001","-118.42993300000001","Land Use","7"
"5312 E Almont Street",,"CA","90032","34.091846500000003","-118.16537270000001","Land Use","1"
"5312 E Almont Street",,"CA","90032","34.091846500000003","-118.16537270000001","CRA","11"
"9311 N Sepulveda Boulevard",,"CA","91343","34.2396283","-118.4680941","CRA","37"
"1521 W Pico Boulevard",,"CA","90015","34.044669399999997","-118.2758704","Land Use","28"
"1521 W Pico Boulevard",,"CA","90015","34.044669399999997","-118.2758704","Major Projects","2"
"137 N Soto Street",,"CA","90033","34.044854399999998","-118.2095207","CRA","41"
"8925 N Glenoaks Boulevard",,"CA","91352","34.213803499999997","-118.34935659999999","Land Use","31"
"8925 N Glenoaks Boulevard",,"CA","91352","34.213803499999997","-118.34935659999999","Major Projects","29"
"410 N Hawaiian Avenue",,"CA","90744","33.773861599999996","-118.2759061","Major Projects","48"
"14653 W Blythe Street",,"CA","91402","34.215702","-118.45263799999999","CRA","47"
"14726 W Blythe Street",,"CA","91402","34.214872700000001","-118.4538745","CRA","47"
"14726 W Blythe Street",,"CA","91402","34.214872700000001","-118.4538745","Major Projects","2"
"1614 W 39th Street",,"CA","90003","34.014424400000003","-118.30947310000001","Major Projects","2"
"10006 S Broadway",,"CA","90003","33.945246699999998","-118.2780257","Land Use","5"
"10006 S Broadway",,"CA","90003","33.945246699999998","-118.2780257","Major Projects","4"
"4900 Vineland Avenue",,"CA","91601","34.159485699999998","-118.3699498","Major Projects","39"
"4900 Vineland Avenue",,"CA","91601","34.159485699999998","-118.3699498","Bond","42"
"3000 N Verdugo Road",,"CA","90065","34.105419900000001","-118.23718340000001","Major Projects","49"
"335-337 N Juanita Avenue",,"CA","90004","34.077444999999997","-118.290846","CRA","45"
"335-337 N Juanita Avenue",,"CA","90004","34.077444999999997","-118.290846","Major Projects","3"
"130-148 S Sepulveda Boulevard",,"CA","90049","34.071767000000001","-118.464595","Land Use","5"
"7420 - 7430 S Arizona Avenue",,"CA","90045","33.973334899999998","-118.39580960000001","Land Use","2"
"17720 W Superior Street",,"CA","91325","34.246350700000001","-118.5210964","Land Use","4"
"6910 N Woodley Avenue",,"CA","91406","34.196413","-118.483272","Land Use","1"
"6941 N Hazeltine Avenue",,"CA","91405","34.197144999999999","-118.440832","Land Use","2"
"15270 W Sutton Street",,"CA","91403","34.149785399999999","-118.4665928","Land Use","1"
"21306 W Parthenia Street",,"CA","91304","34.227841400000003","-118.5953684","Land Use","2"
"11805 W Laurelwood Drive",,"CA","91604","34.140990000000002","-118.389366","Land Use","2"
"21350 W Parthenia Street",,"CA","91304","34.227843999999997","-118.596722","Land Use","1"
"9300 Maie Avenue",,"CA","90002","33.9514949","-118.2441972","CRA","129"
"11825 S Courtleigh Drive",,"CA","90066","33.998087900000002","-118.4185513","Land Use","2"
"7651 N Laurel Canyon Boulevard",,"CA","91605","34.210061199999998","-118.3967549","Land Use","1"
"13488 W Maxella Avenue",,"CA","90292","33.986041999999998","-118.4420695","Land Use","1"
"1230 S Menlo Avenue",,"CA","90006","34.047916600000001","-118.2901916","CRA","55"
"1230 S Menlo Avenue",,"CA","90006","34.047916600000001","-118.2901916","Bond","4"
"1006 E 28th Street",,"CA","90011","34.017225099999997","-118.257295","CRA","48"
"540 S Normandie Avenue",,"CA","90020","34.064136499999996","-118.29979590000001","CRA","31"
"239 & 241 W 90th Street",,"CA","90003","33.954745099999997","-118.2773366","Major Projects","3"
"11976 W Culver Boulevard",,"CA","90230","33.995452","-118.4169144","Major Projects","60"
"11976 W Culver Boulevard",,"CA","90230","33.995452","-118.4169144","Bond","63"
"5125 S Main Street",,"CA","90037","33.996121000000002","-118.274326","CRA","45"
"101 N Boyle Avenue",,"CA","90033","34.047407999999997","-118.2200024","CRA","40"
"715 Yale Street",,"CA","90012","34.061664999999998","-118.24160089999999","CRA","59"
"7238 N Canby Avenue",,"CA","91335","34.202417699999998","-118.5341217","CRA","45"
"7238 N Canby Avenue",,"CA","91335","34.202417699999998","-118.5341217","CRA","47"
"7238 N Canby Avenue",,"CA","91335","34.202417699999998","-118.5341217","Bond","5"
"336 E 106th Street",,"CA","90003","33.939932399999996","-118.2681595","Major Projects","2"
"2033 E Imperial Hwy",,"CA","90059","33.9295817","-118.23517870000001","Major Projects","10"
"105-111 W 87th Street",,"CA","90003","33.958749500000003","-118.27437140000001","Major Projects","6"
"6308 S 10th Avenue",,"CA","90043","33.982618000000002","-118.327504","Major Projects","13"
"9413 S Spring Street",,"CA","90003","33.9503615","-118.27684910000001","Major Projects","49"
"4925 S Vermont Avenue",,"CA","90037","33.998016700000001","-118.29187810000001","CRA","41"
"608 & 610 W 61st Street",,"CA","90044","33.983874","-118.2841933","Major Projects","3"
"811 N Blades Street",,"CA","90063","34.047262000000003","-118.1965","Major Projects","3"
"625 S Bixel Street",,"CA","90017","34.053333500000001","-118.2630348","Major Projects","77"
"5555 W Hollywood Boulevard",,"CA","90028","34.101985900000003","-118.31114700000001","CRA","113"
"5555 W Hollywood Boulevard",,"CA","90028","34.101985900000003","-118.31114700000001","Bond","6"
"15301 W Lanark Street",,"CA","91406","34.217925299999997","-118.4667582","CRA","83"
"15301 W Lanark Street",,"CA","91406","34.217925299999997","-118.4667582","Bond","3"
"7135 N Wilbur Avenue",,"CA","91335","34.200234399999999","-118.5450653","CRA","72"
"5525 N Klump Avenue",,"CA","91601","34.170704999999998","-118.375502","Major Projects","33"
"5525 N Klump Avenue",,"CA","91601","34.170704999999998","-118.375502","Bond","8"
"5525 N Klump Avenue",,"CA","91601","34.170704999999998","-118.375502","Land Use","7"
"674 W 61st Street",,"CA","90044","33.983907000000002","-118.285765","Major Projects","1"
"1314 & 1316 E 49th Street",,"CA","90011","33.998159600000001","-118.25169","Major Projects","3"
"808 N Spring Street",,"CA","90012","34.061977900000002","-118.2365939","Major Projects","120"
"808 N Spring Street",,"CA","90012","34.061977900000002","-118.2365939","Bond","2"
"4705 W Franklin Avenue",,"CA","90027","34.105633400000002","-118.29207049999999","Land Use","1"
"1724 N Highland Avenue",,"CA","90028","34.102371900000001","-118.3384794","Land Use","27"
"610 S Street Louis Street",,"CA","90023","34.037551999999998","-118.21819069999999","Major Projects","22"
"2250 Parkside Avenue",,"CA","90031","34.071825099999998","-118.1989296","Bond","27"
"5270 Avalon Boulevard",,"CA","90011","33.994432000000003","-118.264802","CRA","15"
"8903 Balboa Boulevard",,"CA","91325","34.232391999999997","-118.50293000000001","Major Projects","12"
"611-619 S Lorena Street",,"CA","90023","34.030586499999998","-118.19940889999999","Land Use","46"
"611-619 S Lorena Street",,"CA","90023","34.030586499999998","-118.19940889999999","Major Projects","3"
"425-427 E 5th Street",,"CA","90013","34.044480900000003","-118.24406260000001","Major Projects","48"
"3191 W 7th Street",,"CA","90005","34.059981999999998","-118.2945216","Major Projects","49"
"5101 S Broadway Street",,"CA","90037","33.9961026","-118.27883079999999","CRA","25"
"5101 S Broadway Street",,"CA","90037","33.9961026","-118.27883079999999","Bond","7"
"5101 S Broadway Street",,"CA","90037","33.9961026","-118.27883079999999","Major Projects","12"
"523-537 W 127th Street",,"CA","90044","33.917859999999997","-118.284237","Major Projects","28"
"2885 Leeward Avenue",,"CA","90005","34.059042099999999","-118.2865527","Major Projects","27"
"747 S Ardmore Avenue",,"CA","90005","34.120919600000001","-118.37572059999999","Major Projects","23"
"901 S Broadway",,"CA","90015","34.042404900000001","-118.25654419999999","Major Projects","11"
"901 S Broadway",,"CA","90015","34.042404900000001","-118.25654419999999","Bond","8"
"1213 W 39th Street",,"CA","90037","34.015735499999998","-118.2978746","Bond","2"
"727 W 47th Street",,"CA","90037","34.000953000000003","-118.286609","Bond","2"
"831 W 41st Street",,"CA","90037","34.009433000000001","-118.28845","Bond","2"
"833 1/2 W 41st Street",,"CA","90037","34.009733900000001","-118.28448","Major Projects","48"
"866 W 42nd Place",,"CA","90037","34.006208299999997","-118.28958489999999","Bond","4"
"897 W Vernon Avenue",,"CA","90037","34.003937299999997","-118.2889984","Bond","4"
"903 W Vernon Avenue",,"CA","90037","34.0039497","-118.2891552","Bond","7"
"1417 W 3rd Street",,"CA","90017","34.058700700000003","-118.2621961","Major Projects","24"
"115 E 3rd Street",,"CA","90013","34.049173000000003","-118.24530799999999","Major Projects","43"
"718 - 718 1/4 Amador Street",,"CA","90012","34.076870800000002","-118.2344066","NPP","2"
"444 S Lucas Avenue",,"CA","90017","34.056628000000003","-118.26238530000001","Major Projects","35"
"501 E 7th Street",,"CA","90013","34.041202400000003","-118.24707220000001","Major Projects","38"
"10803 Avalon Boulevard",,"CA","90066","33.937820000000002","-118.265556","Major Projects","75"
"10803 Avalon Boulevard",,"CA","90061","33.937820000000002","-118.265556","Bond","1"
"5521 Harold Way",,"CA","90027","34.099548499999997","-118.3096484","Land Use","42"
"5521 Harold Way",,"CA","90028","34.099548499999997","-118.3096484","Major Projects","9"
"14128-14142 Calvert Street",,"CA","91401","34.181407999999998","-118.441518","Major Projects","17"
"3555 E Whittier Boulevard",,"CA","90023","34.0262271","-118.1965725","CRA","29"
"237 W 47th Place",,"CA","90037","34.000303700000003","-118.2774718","Major Projects","2"
"407 & 409 E 49th Street",,"CA","90011","33.998980400000001","-118.2692576","Major Projects","2"
"1718  & 1720 W 84th Street",,"CA","90047","33.962509099999998","-118.3075257","Major Projects","2"
"2215-2217 E 12th Street",,"CA","90059","34.0277046","-118.2422811","Major Projects","2"
"2914-2924 W 8th Street",,"CA","90005","34.057428000000002","-118.289872","CRA","85"
"1553 N Gordon Street",,"CA","90028","34.099648799999997","-118.3198386","CRA","9"
"2401 W Jefferson Boulevard",,"CA","90018","34.025865000000003","-118.321538","Major Projects","19"
"505 S San Pedro Street",,"CA","90013","34.044001999999999","-118.24445","Major Projects","107"
"240 E 6th Street",,"CA","90014","34.043470900000003","-118.247781","Major Projects","100"
"4201-4263 S Central Avenue",,"CA","90011","34.006205799999996","-118.256764","Major Projects","81"
"7621 S Figueroa Street",,"CA","90003","33.970008","-118.28306600000001","Major Projects","34"
"1418-1420 W 55th Street",,"CA","90062","33.992075100000001","-118.3009715","Major Projects","2"
"255-257 E 49th Street",,"CA","90011","33.998587499999999","-118.27109660000001","Major Projects","3"
"15455 Glenoaks Boulevard",,"CA","91342","34.324393200000003","-118.4692273","Major Projects","41"
"15455 Glenoaks Boulevard",,"CA","91342","34.324393200000003","-118.4692273","Bond","18"
"10311 S Western Avenue",,"CA","90047","33.942577999999997","-118.309369","Major Projects","119"
"153 N Glendale Boulevard",,"CA","90026","34.063451800000003","-118.2602462","Major Projects","22"
"851-853 W 81st Street",,"CA","90044","33.965851600000001","-118.2889788","Major Projects","42"
"3001 S Western Avenue",,"CA","90018","34.027269400000002","-118.3089284","Major Projects","28"
"975 S Serrano Avenue",,"CA","90006","34.053432000000001","-118.306642","Major Projects","43"
"7857 W MancheStreeter Boulevard",,"CA","90293","33.960023700000001","-118.43481749999999","Land Use","1"
"6332 S Brynhurst Avenue",,"CA","90043","33.981930300000002","-118.3335764","Land Use","1"
"14801 W Sherman Way",,"CA","91405","34.201779999999999","-118.4554406","Bond","194"
"14801 W Sherman Way",,"CA","91405","34.201779999999999","-118.4554406","CRA","1"
"7045 N Remmet Avenue",,"CA","91303","34.198636","-118.600617","Land Use","1"
"11818 W Dorothy Street",,"CA","90049","34.051399500000002","-118.4670048","Land Use","2"
"1611 S Beverly Glen Boulevard",,"CA","90024","34.059365999999997","-118.425359","Land Use","1"
"10227 N Mason Avenue",,"CA","91311","34.2710376","-118.61481000000001","Land Use","1"
"630 S Alvarado Street",,"CA","90057","34.058449799999998","-118.2750635","Major Projects","19"
"1927-1931 W 6th Street",,"CA","90057","34.059034400000002","-118.2733923","Major Projects","39"
"1927-1931 W 6th Street",,"CA","90057","34.059034400000002","-118.2733923","Bond","11"
"6030 Crenshaw Boulevard",,"CA","90043","33.984329000000002","-118.330372","Bond","56"
"6030 Crenshaw Boulevard",,"CA","90043","33.984329000000002","-118.330372","Major Projects","21"
"13034 Sherman Way",,"CA","91605","34.201185899999999","-118.4171269","Major Projects","11"
"13034 Sherman Way",,"CA","91605","34.201185899999999","-118.4171269","Bond","22"
"7647 W Day Street",,"CA","91042","34.254590999999998","-118.2995542","Major Projects","22"
"18425 W Kittridge Street",,"CA","91335","34.190474700000003","-118.5342327","Major Projects","37"
"3553 Beswick Street",,"CA","90023","34.022373100000003","-118.1994224","Major Projects","16"
"7160 W Sunset Boulevard",,"CA","90046","34.097674300000001","-118.34607200000001","Major Projects","23"
"1303 S Wellesley Avenue",,"CA","90025","34.041105000000002","-118.467709","Land Use","2"
"14630 Wyandotte Street",,"CA","91405","34.202542000000001","-118.45213699999999","Land Use","15"
"7250 Hazeltine Avenue",,"CA","91405","34.202694999999999","-118.43964","Land Use","7"
"325 W Adams Boulevard",,"CA","90007","34.027457699999999","-118.27295700000001","Land Use","46"
"8711 S Harvard Boulevard",,"CA","90047","33.958562200000003","-118.30754589999999","Major Projects","55"
