"the_geom","objectid","created_date","last_edited_date","globalid","name","greenwaysasset"
"POINT (-87.704065247778 42.030305514067)","106",,,"{66180A23-E5DF-437F-9A37-1799CB1EEAF2}",,
"POINT (-87.721391732602 42.057040793514)","85",,,"{C3A10AED-A6C4-460A-BA64-158C94DF18AE}",,
"POINT (-87.675050808296 42.062783331661)","94",,,"{0A7C26DF-5E8A-4244-897E-CCC551E95E6C}",,
"POINT (-87.687216292683 42.050569482019)","52",,,"{3E41D1A8-9716-445B-8914-5CFF0B01DDD5}",,
"POINT (-87.69327748809 42.02191678898)","74",,,"{BC8F3F95-4EAF-4AE1-8CCB-FF5872F60BA3}",,
"POINT (-87.677504583989 42.021201666538)","81",,,"{0BB245D9-6D7F-440D-8281-BACCFF945492}",,
"POINT (-87.728266777089 42.069139787924)","19",,,"{49190BA2-2D22-4093-9F04-BF04CA1A941E}",,
"POINT (-87.677980395371 42.022997321117)","15",,,"{B223B27E-26C5-49DA-A1BA-975DD5D4F79B}",,
"POINT (-87.700718587145 42.022327325768)","112",,,"{F7E64677-5855-45A8-9809-B788DFF0E04F}",,
"POINT (-87.677717851852 42.022050671675)","80",,,"{4C78E491-607A-442D-9684-B69919FC3BA8}",,
"POINT (-87.724104021215 42.067953802359)","5",,,"{9FEC5A1D-B6BA-4301-974A-0F01FCE8CE32}",,
"POINT (-87.708520205362 42.040513428796)","53",,,"{15E5189E-8A18-437E-BF94-5322DB2B2B73}",,
"POINT (-87.703886983706 42.029250360996)","108",,,"{5E2E6F2B-576E-4962-AD4F-26EA6F0A9384}",,
"POINT (-87.69428697089 42.050279165952)","46",,,"{4F310F3D-BFC7-4560-A50E-1E3A49837976}",,
"POINT (-87.688903236185 42.040098876026)","61",,,"{057609C2-08CF-4980-A68A-3F7DD942B324}",,
"POINT (-87.703284819156 42.035618004173)","54",,"2020-02-12T22:31:11.000Z","{34393906-4723-41A0-AE7B-9D8493F733D4}",,
"POINT (-87.731381523907 42.068385278072)","3",,,"{CE2A2036-7D12-4E9E-80EB-658CF3393CD6}",,
"POINT (-87.702362679014 42.036500618772)","88",,"2020-02-12T22:55:14.000Z","{D5525959-2B09-455D-B692-2029A1A34F07}",,
"POINT (-87.675670975132 42.063302679458)","6",,,"{5B2DAC53-08F5-4BA2-90CE-EBA045918D43}",,
"POINT (-87.708340014564 42.05398919889)","13",,,"{7872FDAC-2CC9-42C3-ACC8-4349DDFF7118}",,
"POINT (-87.702388534199 42.035496741387)","57",,,"{31436CE3-E7C3-4A27-A522-EEA3A366E117}",,
"POINT (-87.682892990877 42.059949997237)","120",,,"{932E0A87-10C6-445B-A4A5-4A4B5D8322CD}",,
"POINT (-87.695767733403 42.054893812887)","99",,,"{8236228A-76CC-4236-AF18-54C52760DC5A}",,
"POINT (-87.673537784872 42.02668902297)","1921",,,"{B0052A79-B108-40F0-983F-6EFABD9324C8}",,
"POINT (-87.702426384555 42.033649790587)","110",,,"{F7D1C9CA-FC8A-427A-92C0-DE9397A23C1F}",,
"POINT (-87.704180482829 42.019690150873)","122",,,"{04A8735B-BEDD-4865-BA3D-E30D7E6778C8}",,
"POINT (-87.708653665042 42.034306642288)","96",,,"{C3A3AD87-E8BE-43ED-9A7E-9CB42C320109}",,
"POINT (-87.688062108783 42.067972228738)","10",,,"{284825E7-0A02-46B0-B584-CF4AFD8507AB}",,
"POINT (-87.696622915779 42.050240997532)","45",,,"{A12A6193-1DD2-46F1-9DF3-3552E8871E32}",,
"POINT (-87.690430097109 42.066414378077)","32",,,"{9CB06B60-68A6-4896-A4CC-DE43B538A5D5}",,
"POINT (-87.69884864141 42.04275298876)","12",,"2018-03-13T20:09:44.000Z","{72F9E6CF-30B8-4E7B-98F1-9306CDE09350}","Dodge and Greenwood","Yes"
"POINT (-87.697783631379 42.042941502764)","1601",,"2018-10-24T20:10:07.000Z","{D2852BC8-9E69-4B34-A7A1-BBF411E75797}","Greenwood and Darrow","Yes"
"POINT (-87.704098727876 42.039233101577)","97",,,"{F10C52A0-4D68-46DF-A3DB-F17E1D182D06}",,
"POINT (-87.67208785753 42.026659439172)","67",,,"{856AEF62-51AA-4794-985B-E17FE057D07F}",,
"POINT (-87.708471101595 42.040328807982)","11",,,"{1A90CC9D-FE88-450C-B856-F44E1BA77EDB}",,
"POINT (-87.730917309061 42.065570900638)","117",,,"{6E409E14-0677-409A-BA06-4C1AC1BA9198}",,
"POINT (-87.683837958045 42.062896842485)","92",,,"{F19086E3-9EA2-48F3-BD99-4416D183330B}",,
"POINT (-87.694726068375 42.066461359572)","29",,,"{914A5278-33D5-4FC0-B314-A283B442F8CC}",,
"POINT (-87.726221797272 42.059689867108)","24",,,"{E105DE32-13E1-4FC2-9AD6-D3B692922D81}",,
"POINT (-87.684181781727 42.067229729617)","37",,,"{F8B3CA95-233F-4DB9-AA3D-0E465CC3F774}",,
"POINT (-87.704468964603 42.055566968521)","26",,,"{E8AC9577-A88C-4CAE-BE0C-FF8A48B590C4}",,
"POINT (-87.721675049139 42.057393556921)","119",,,"{8920120C-8C80-428F-9651-82305AF43C77}",,
"POINT (-87.71899586908 42.067969325823)","18",,,"{D94CACE4-6793-46B3-878D-CCE95D4538BD}",,
"POINT (-87.67065920866 42.026650760769)","68",,,"{2C3E2092-A16B-4501-8F73-5C0A1C13A686}",,
"POINT (-87.688578386288 42.022108267401)","77",,,"{67B003C3-161F-4816-99B1-2B3EDE62052C}",,
"POINT (-87.689450095724 42.06048130568)","95",,,"{B7AF89E2-0492-4189-8539-A9D37B45020D}",,
"POINT (-87.672249662732 42.052284226715)","321",,"2015-11-11T22:45:43.000Z","{22459224-A5BF-4622-84AC-0F25EF5DB76B}",,
"POINT (-87.694878856738 42.022175839509)","73",,,"{887357CA-2055-4AEA-9085-D5BC49847687}",,
"POINT (-87.678414718014 42.051207749093)","7",,"2015-11-11T22:45:08.000Z","{ED00001D-A216-45D0-B1A5-06655B1685FB}",,
"POINT (-87.697603974108 42.040578535482)","58",,,"{04E1C5F5-B2EC-40DC-AF87-D8FF3631E6F2}",,
"POINT (-87.67588014071 42.056206818295)","42",,,"{538C28C7-588B-4E42-BBBF-889CB723238B}",,
"POINT (-87.689183841687 42.044897205812)","961",,,"{6E7B1645-0B45-489D-9339-CEDAA5F5837E}",,
"POINT (-87.697273682164 42.056898767939)","41",,,"{C569267E-ECB3-42BA-BB35-44DDB06CED08}",,
"POINT (-87.703814151716 42.030159711145)","107",,,"{C9132429-E6DC-4A11-9C48-00C000E1F7FF}",,
"POINT (-87.688019397628 42.061105387588)","38",,,"{EFB35683-96E4-45C7-9954-AD4A8F41C2FF}",,
"POINT (-87.726582918774 42.065640078736)","4",,,"{231D949F-ED0D-49A7-B40F-D868B3FCB813}",,
"POINT (-87.676836391572 42.066440080518)","84",,,"{4B1FE0E3-A327-452E-9CE3-25E7EFCF3FB9}",,
