"rpmainid","stop_date","stop_time","day_of_the_week","age","race","sex","street_number","street_name","police_beat"
"78600","2021-09-12T00:00:00.000","140","Sun","33","Black","Male",,"W BIRCHWOOD AV/N WESTERN AV",
"78606","2021-09-11T00:00:00.000","755","Sat","61","White","Male","2700","GREEN BAY RD","75"
"78604","2021-09-11T00:00:00.000","1435","Sat","41","Black","Male","1500","SHERMAN AV",
"78607","2021-09-11T00:00:00.000","1138","Sat","44","White","Male","1900","GREEN BAY RD",
"78597","2021-09-10T00:00:00.000","114","Fri","25","Black","Male","1100","LAKE SHORE BL","73"
"78609","2021-09-10T00:00:00.000","2348","Fri","23","White","Male","900","DAVIS ST","73"
"78598","2021-09-09T00:00:00.000","1039","Thu","21","Black","Male","1900","EMERSON ST/BROWN AV","77"
"78595","2021-09-09T00:00:00.000","802","Thu","80","White","Male","1500","OAK AV/GROVE ST","73"
"78599","2021-09-09T00:00:00.000","1508","Thu","38","Black","Male","900","LAKE ST","73"
"78596","2021-09-08T00:00:00.000","1850","Wed","69","White","Male","7700","N EASTLAKE TER",
"78593","2021-09-08T00:00:00.000","1909","Wed","38","White","Male",,"SHERIDAN/JUNEWAY",
"78591","2021-09-08T00:00:00.000","1838","Wed","37","White","Male","7700","N SHERIDAN RD",
"78592","2021-09-08T00:00:00.000","1858","Wed","26","White","Male",,"N SHERIDAN RD/W JUNEWAY TER",
"78594","2021-09-08T00:00:00.000","1908","Wed","21","Black","Male","7700","N SHERIDAN RD",
"78582","2021-09-08T00:00:00.000","931","Wed","41","White","Female","1000","DEMPSTER ST/MAPLE AV","73"
"78585","2021-09-08T00:00:00.000","1138","Wed","65","White","Female","1500","KIRK ST",
"78577","2021-09-08T00:00:00.000","833","Wed","40","White","Female","100","CUSTER AV/HOWARD ST","78"
"78580","2021-09-08T00:00:00.000","726","Wed","30","Asian","Female","500","SHERIDAN SQ","72"
"78583","2021-09-08T00:00:00.000","1025","Wed","57","Black","Male","500","CHICAGO AV",
"78584","2021-09-08T00:00:00.000","1125","Wed","70","White","Male","1400","KIRK ST",
"78586","2021-09-08T00:00:00.000","1152","Wed","78","White","Female","400","FLORENCE AV",
"78588","2021-09-08T00:00:00.000","1631","Wed","28","White","Female","1000","RIDGE AV/LEE ST",
"78589","2021-09-08T00:00:00.000","1827","Wed","30","Black","Male","200","SOUTH BLVD",
"78590","2021-09-08T00:00:00.000","1812","Wed","23","White","Female","1000","CHICAGO AV",
"78587","2021-09-08T00:00:00.000","1211","Wed","27","Hispanic","Male","1700","OAKTON ST",
"78581","2021-09-07T00:00:00.000","1147","Tue","59","White","Male","500","RIDGE AV",
"78565","2021-09-07T00:00:00.000","944","Tue","53","Black","Female","1800","KIRK ST",
"78575","2021-09-07T00:00:00.000","834","Tue","51","White","Female","500","SOUTH BLVD",
"78573","2021-09-07T00:00:00.000","729","Tue","39","White","Female","1000","MAIN ST",
"78576","2021-09-07T00:00:00.000","1130","Tue","20","Black","Female","1000","OAKTON ST",
"78578","2021-09-07T00:00:00.000","1142","Tue","39","Hispanic","Male","1000","CHURCH ST/MAPLE AV","76"
"78564","2021-09-07T00:00:00.000","708","Tue","49","Black","Female","2400","DEMPSTER ST",
"78579","2021-09-07T00:00:00.000","1806","Tue","32","White","Male","1900","MAPLE AV/EMERSON ST","76"
"78571","2021-09-07T00:00:00.000","805","Tue","20","Asian","Male","400","SHERIDAN RD",
"78570","2021-09-06T00:00:00.000","1715","Mon","20","Black","Male",,"N DAMEN AV/W BIRCHWOOD AV",
"78568","2021-09-06T00:00:00.000","843","Mon",,"White","Female","1000","CHICAGO AV","72"
"78563","2021-09-06T00:00:00.000","1813","Mon","32","White","Male","1900","DEMPSTER ST",
"78561","2021-09-06T00:00:00.000","1609","Mon","33","Black","Male","600","HOWARD ST",
"78562","2021-09-06T00:00:00.000","1637","Mon","68","White","Male",,"RIDGE AV/DEMPSTER ST","73"
"78567","2021-09-05T00:00:00.000","1650","Sun","32","White","Male","800","HOWARD ST/ELMWOOD AV",
"78572","2021-09-05T00:00:00.000","2228","Sun","39","White","Female","800","DODGE AV","71"
"78566","2021-09-04T00:00:00.000","1553","Sat","19","White","Male","800","HOWARD ST",
"78569","2021-09-04T00:00:00.000","700","Sat","24","White","Male",,"ELGIN AT SHERMAN",
"78560","2021-09-04T00:00:00.000","1756","Sat","25","White","Male","7500","N CLARK ST",
"78552","2021-09-03T00:00:00.000","839","Fri","56","White","Female","1100","FLORENCE AV/GREENLEAF ST","74"
"78551","2021-09-03T00:00:00.000","829","Fri","69","White","Male","1100","FLORENCE AV/GREENLEAF ST","74"
"78553","2021-09-03T00:00:00.000","847","Fri","32","Black","Female","1100","FLORENCE AV/GREENLEAF ST","74"
"78557","2021-09-03T00:00:00.000","1218","Fri","31","Hispanic","Male","800","CHICAGO AV","72"
"78541","2021-09-03T00:00:00.000","732","Fri","33","Black","Male","1700","OAKTON ST",
"78542","2021-09-03T00:00:00.000","830","Fri","63","White","Female","1700","KIRK ST",
"78540","2021-09-03T00:00:00.000","748","Fri","39","Black","Male","1400","OAKTON ST",
"78558","2021-09-03T00:00:00.000","1935","Fri","24","Black","Male","700","HOWARD ST",
"78555","2021-09-03T00:00:00.000","1030","Fri","34","White","Male","500","CHICAGO AV",
"78559","2021-09-03T00:00:00.000","2249","Fri","68","Black","Female","1900","LAKE ST/DODGE AV","74"
"78554","2021-09-03T00:00:00.000","1018","Fri","22","White","Female","600","CHICAGO AV",
"78574","2021-09-03T00:00:00.000","1556","Fri","20","Asian","Female","1100","AUSTIN ST","78"
"78533","2021-09-02T00:00:00.000","821","Thu","33","Hispanic","Male","1100","GREENWOOD ST",
"78532","2021-09-02T00:00:00.000","725","Thu","19","White","Female","1200","OAK AV",
"78528","2021-09-02T00:00:00.000","740","Thu","41","White","Female","1000","SHERMAN AV",
"78529","2021-09-02T00:00:00.000","844","Thu","36","Hispanic","Female","1400","MAIN ST",
"78527","2021-09-02T00:00:00.000","716","Thu","37","White","Male","1200","DEMPSTER ST",
"78550","2021-09-02T00:00:00.000","2138","Thu","16","Asian","Male",,"MAIN/MCDANIEL",
"78539","2021-09-02T00:00:00.000","2355","Thu","20","Black","Male","2100","PAYNE ST","75"
"78547","2021-09-02T00:00:00.000","1616","Thu","61","White","Female","1400","DODGE AV/GREENWOOD ST",
"78548","2021-09-02T00:00:00.000","1631","Thu","54","White","Male","1900","DEMPSTER ST/DODGE AV",
"78549","2021-09-02T00:00:00.000","2149","Thu","38","White","Male",,"DEMPSTER ST/EAST PRAIRIE RD",
"78543","2021-09-02T00:00:00.000","1227","Thu","23","Hispanic","Male","700","ELGIN RD",
"78545","2021-09-02T00:00:00.000","1354","Thu","36","White","Male","1700","RIDGE AV/CHURCH ST","73"
"78546","2021-09-02T00:00:00.000","1534","Thu","22","White","Female","1200","AUSTIN ST/BARTON AV",
"78537","2021-09-02T00:00:00.000","1645","Thu","30","Black","Female","900","DODGE AV/MAIN ST",
"78534","2021-09-02T00:00:00.000","801","Thu","20","Hispanic","Male","1100","ELMWOOD AV",
"78536","2021-09-02T00:00:00.000","1525","Thu","36","Black","Female","1200","AUSTIN ST/BARTON AV",
"78538","2021-09-02T00:00:00.000","1928","Thu","17","Black","Male","2700","ELGIN RD",
"78535","2021-09-02T00:00:00.000","1238","Thu","27","Black","Female","1500","SHERMAN AV",
"78544","2021-09-02T00:00:00.000","1300","Thu","30","White","Female","1300","LINCOLN ST/ASBURY AV","75"
"78494","2021-09-01T00:00:00.000","806","Wed","37","White","Male","1300","OAKTON ST",
"78522","2021-09-01T00:00:00.000","1229","Wed","21","Black","Female","900","DODGE AV",
"78518","2021-09-01T00:00:00.000","1155","Wed","19","White","Female","600","CLARK ST",
"78515","2021-09-01T00:00:00.000","1050","Wed","58","Black","Female","200","ASBURY AV","78"
"78531","2021-09-01T00:00:00.000","1832","Wed","18","Black","Male","1900","MONROE ST/DODGE AV",
"78524","2021-09-01T00:00:00.000","1440","Wed","83","Black","Female","1000","BRUMMEL ST/RIDGE AV",
"78513","2021-09-01T00:00:00.000","825","Wed","42","Black","Female","1300","OAKTON ST",
"78514","2021-09-01T00:00:00.000","1043","Wed","39","Black","Female","1700","HOWARD ST/DEWEY AV",
"78523","2021-09-01T00:00:00.000","1237","Wed","32","White","Male","1100","DODGE AV",
"78519","2021-09-01T00:00:00.000","1135","Wed","44","Hispanic","Male","900","CHICAGO AV",
"78516","2021-09-01T00:00:00.000","1112","Wed","67","White","Male","300","KEDZIE ST",
"78521","2021-09-01T00:00:00.000","1219","Wed","46","Black","Male","1100","HOWARD ST",
"78520","2021-09-01T00:00:00.000","1205","Wed","38","White","Female","700","ELGIN RD",
"78530","2021-09-01T00:00:00.000","1426","Wed","42","White","Male","1000","RIDGE AV/LEE ST","72"
"78525","2021-09-01T00:00:00.000","1721","Wed","22","Black","Female","1100","DODGE AV/GREENLEAF ST",
"78512","2021-09-01T00:00:00.000","722","Wed","38","Black","Female","800","RIDGE AV",
"78526","2021-09-01T00:00:00.000","1733","Wed","37","White","Male","900","DODGE AV/MAIN ST",
"78517","2021-09-01T00:00:00.000","1123","Wed","24","White","Male","800","CHICAGO AV",
"78511","2021-08-31T00:00:00.000","1858","Tue","46","White","Male","1200","GREENLEAF ST/RIDGE AV",
"78509","2021-08-31T00:00:00.000","1849","Tue","56","White","Female","600","WASHINGTON ST",
"78508","2021-08-31T00:00:00.000","757","Tue","56","White","Male",,"W HOWARD ST/N ROCKWELL ST",
"78493","2021-08-31T00:00:00.000","1912","Tue","27","White","Male","1400","ELMWOOD AV",
"78476","2021-08-31T00:00:00.000","4","Tue","39","Black","Male","600","OAKTON ST/CALLAN AV","72"
"78556","2021-08-31T00:00:00.000","1912","Tue","33","Black","Male","900","HOWARD ST/RIDGE AV",
"78492","2021-08-31T00:00:00.000","1833","Tue","35","Asian","Male","1500","CHICAGO AV",
"78491","2021-08-31T00:00:00.000","1820","Tue","33","White","Female","1300","CHICAGO AV",
"78488","2021-08-31T00:00:00.000","1337","Tue","25","Black","Male","1100","CHICAGO AV/GREENLEAF ST","73"
"78489","2021-08-31T00:00:00.000","1418","Tue","17","White","Male","1500","DAVIS ST/ASHLAND AV","74"
"78490","2021-08-31T00:00:00.000","1832","Tue","41","White","Female","1200","RIDGE AV/CRAIN ST",
"78474","2021-08-30T00:00:00.000","2053","Mon","32","Black","Male","100","CHICAGO AV","78"
"78469","2021-08-30T00:00:00.000","1559","Mon","46","White","Female","1200","DODGE AV/CRAIN ST","74"
"78470","2021-08-30T00:00:00.000","1835","Mon","67","Black","Male","1200","HOWARD ST/BARTON AV",
"78473","2021-08-30T00:00:00.000","2017","Mon","63",,"Male","700","CHURCH ST/ORRINGTON AV","76"
"78475","2021-08-30T00:00:00.000","2217","Mon","22","Black","Male","1300","DAVIS ST/ASBURY AV","74"
"78472","2021-08-30T00:00:00.000","1940","Mon","29","Hispanic","Male","100","CHICAGO AV/HOWARD ST",
"78482","2021-08-30T00:00:00.000","2102","Mon","45","White","Male","100","DODGE AV/HOWARD ST","71"
"78468","2021-08-30T00:00:00.000","1916","Mon","45","White","Female","1000","MADISON ST",
"78501","2021-08-30T00:00:00.000","1937","Mon","27","Hispanic","Male","100","RIDGE AV",
"78480","2021-08-30T00:00:00.000","1822","Mon","35","Black","Male","1100","CHICAGO AV/GREENLEAF ST","73"
"78481","2021-08-30T00:00:00.000","2034","Mon","31","White","Male","1500","SHERMAN AV/GROVE ST","73"
"78471","2021-08-30T00:00:00.000","1849","Mon","31","Black","Male","2100","HOWARD ST/GREY AV",
"78500","2021-08-30T00:00:00.000","1611","Mon","20","Black","Male","800","HOWARD ST/ELMWOOD AV",
"78502","2021-08-30T00:00:00.000","1730","Mon","16","White","Male","1800","SHERMAN AV","76"
"78507","2021-08-30T00:00:00.000","1834","Mon","27","White","Male","1000","DEMPSTER ST",
"78503","2021-08-30T00:00:00.000","1957","Mon","20","Hispanic","Male",,"DODGE AV/MULFORD ST","71"
"78467","2021-08-30T00:00:00.000","1858","Mon","73","White","Male","900","MAPLE AV","72"
"78510","2021-08-30T00:00:00.000","1818","Mon","64","White","Male","1000","GROVE ST",
"78506","2021-08-30T00:00:00.000","1636","Mon","38","Black","Male","1600","EMERSON ST",
"78466","2021-08-30T00:00:00.000","1844","Mon","36","White","Male","1000","MAIN ST",
"78465","2021-08-30T00:00:00.000","1754","Mon","45","Black","Female","1800","MAIN ST","71"
"78460","2021-08-29T00:00:00.000","1937","Sun","21","White","Male","900","DODGE AV","74"
"78477","2021-08-29T00:00:00.000","1929","Sun",,"White","Male","800","CLARK ST/SHERMAN AV","76"
"78478","2021-08-29T00:00:00.000","2305","Sun","29","White","Male","2000","BRIDGE ST/MCCORMICK BL","75"
"78497","2021-08-28T00:00:00.000","209","Sat","25","White","Male","600","NOYES ST/SHERIDAN RD","76"
"78483","2021-08-28T00:00:00.000","42","Sat","28",,"Male","1700","DARROW AV/CHURCH ST","74"
"78496","2021-08-28T00:00:00.000","112","Sat","34","White","Female","1400","RIDGE AV/LAKE ST","73"
"78495","2021-08-27T00:00:00.000","1927","Fri","65","White","Male","1500","CHICAGO AV/GROVE ST","73"
"78487","2021-08-27T00:00:00.000","1910","Fri","27","Black","Male","1100","CHICAGO AV",
"78479","2021-08-27T00:00:00.000","1835","Fri","20","White","Female","1000","CHICAGO AV",
"78456","2021-08-27T00:00:00.000","1524","Fri","44","White","Female","1000","CHURCH ST","73"
"78458","2021-08-27T00:00:00.000","1809","Fri","51","White","Male","400","CUSTER AV","78"
"78464","2021-08-27T00:00:00.000","1856","Fri","39","Black","Male","1000","CHICAGO AV",
"78459","2021-08-27T00:00:00.000","1822","Fri","31","White","Male","1000","CHICAGO AV",
"78457","2021-08-27T00:00:00.000","1555","Fri","52","Black","Female","1100","AUSTIN ST",
"78504","2021-08-27T00:00:00.000","943","Fri","38","White","Male","1200","CHICAGO AV","73"
"78461","2021-08-27T00:00:00.000","1605","Fri","32","White","Female","700","RIDGE AV/MADISON ST",
"78451","2021-08-26T00:00:00.000","2124","Thu","19","Black","Male","1000","OAKTON ST/RIDGE AV","72"
"78453","2021-08-26T00:00:00.000","2013","Thu","51","Black","Male","1000","CHICAGO AV","72"
"78455","2021-08-26T00:00:00.000","2044","Thu","33","White","Male","1000","CHICAGO AV","72"
"78449","2021-08-26T00:00:00.000","1635","Thu","47","White","Male","1200","CRAIN ST/RIDGE AV","73"
"78454","2021-08-26T00:00:00.000","2026","Thu","28","White","Female","1000","CHICAGO AV","72"
"78448","2021-08-26T00:00:00.000","1735","Thu","19","White","Male","1000","CHURCH ST/MAPLE AV",
"78452","2021-08-26T00:00:00.000","1951","Thu","21","Hispanic","Male","1000","CHICAGO AV","72"
"78446","2021-08-26T00:00:00.000","1041","Thu","66","White","Male","600","MAIN ST/CHICAGO AV","72"
"78447","2021-08-26T00:00:00.000","2155","Thu","22","Black","Male",,"GOLF/CRAWFORD",
"78505","2021-08-26T00:00:00.000","1935","Thu","30","Hispanic","Male","500","CLARK ST/HINMAN AV","76"
"78450","2021-08-26T00:00:00.000","1632","Thu","73","White","Male","1900","RIDGE AV",
"78486","2021-08-26T00:00:00.000","2057","Thu","24","Black","Female","1100","CHICAGO AV","72"
"78484","2021-08-26T00:00:00.000","1901","Thu","29","White","Male","600","CLARK ST","76"
"78485","2021-08-26T00:00:00.000","1915","Thu","32","White","Male","1900","BENSON AV/ELGIN RD","76"
"78440","2021-08-25T00:00:00.000","323","Wed","23","Black","Male","1200","MAIN ST/RIDGE CT","74"
"78445","2021-08-25T00:00:00.000","1601","Wed","23","Black","Female","700","HOWARD ST",
"78442","2021-08-25T00:00:00.000","1503","Wed","29","Black","Female","1600","FOWLER AV/DAVIS ST","74"
"78441","2021-08-25T00:00:00.000","933","Wed","32","Black","Male","200","CALLAN AV/BRUMMEL ST","78"
"78443","2021-08-25T00:00:00.000","1645","Wed","23","Black","Male","400","ASBURY AV/KIRK ST","78"
"78444","2021-08-25T00:00:00.000","1114","Wed","44","White","Female","1200","CHICAGO AV","73"
"78439","2021-08-24T00:00:00.000","2314","Tue","25","White","Male","500","DARROW AV/OAKTON ST","71"
"78438","2021-08-24T00:00:00.000","1639","Tue","28","White","Male",,"W HOWARD ST/N DAMEN AV",
"78437","2021-08-24T00:00:00.000","1303","Tue","24","White","Male","1900","EMERSON ST/BROWN AV","77"
"78436","2021-08-24T00:00:00.000","1005","Tue","53","Black","Female","900","CHICAGO AV","72"
"78435","2021-08-23T00:00:00.000","1621","Mon","31","Black","Male","1900","DODGE AV/EMERSON ST","77"
"78434","2021-08-23T00:00:00.000","1148","Mon","77","White","Male","700","CUSTER AV/MONROE ST","72"
"78426","2021-08-23T00:00:00.000","153","Mon","22","Black","Female","500","CHICAGO AV/SOUTH BL","72"
"78433","2021-08-22T00:00:00.000","1747","Sun","26","Black","Male","1700","BENSON AV","76"
